,ID,Relation,Source,Target,PT
169,,,,creature,criatura
170,,,,beast,DUPLICATE_animal
171,,,,being,ser
172,,,,animal,animal
173,,,,organism,organismo
174,,,,fauna,fauna
175,,,,placental,placentário
176,,,,hominid,hominídeo
177,,,,chordate,cordado
178,,,,eutherian,eutério
179,,,,mammal,mamífero
180,,,,ape,símio
181,,,,mammalian,DUPLICATE_mamífero
182,,,,animate_being,ser_animado
183,,,,eutherian_mammal,mamífero_eutério
184,,,,placental_mammal,mamífero_placentário
185,,,,craniate,craniata
186,,,,physical_physical_entity,entidade_física
187,,,,living_thing,coisa_viva
188,,,,,macaco
189,L01_12,hypernyms - animals,chinchilla,,chinchila
190,,,,rodent,roedor
191,,,,vertebrate,vertebrado
192,,,,creature,criatura
193,,,,beast,DUPLICATE_animal
194,,,,animal,animal
195,,,,organism,organismo
196,,,,fauna,fauna
197,,,,placental,placentário
198,,,,chordate,cordado
199,,,,eutherian,eutério
200,,,,mammal,mamífero
201,,,,mammalian,DUPLICATE_mamífero
202,,,,eutherian_mammal,mamífero_eutério
203,,,,gnawer,DUPLICATE_roedor
204,,,,animate_being,ser_animado
205,,,,living_thing,coisa_viva
206,,,,placental_mammal,mamífero_placentário
207,,,,craniate,craniata
209,L01_13,hypernyms - animals,cobra,,cobra
210,,,,snake,DUPLICATE_cobra
211,,,,reptile,réptil
212,,,,elapid,elapídico
213,,,,elapid_snake,cobra_elapídica
214,,,,serpent,serpente
215,,,,ophidian,ofídeo
217,L01_14,hypernyms - animals,cockroach,,barata
218,,,,insect,inseto
219,,,,invertebrate,invertebrado
220,,,,creature,criatura
221,,,,beast,DUPLICATE_animal
222,,,,dictyopterous_insect,inseto_dictióptero
223,,,,being,ser
224,,,,animal,animal
225,,,,organism,organismo
226,,,,fauna,fauna
227,,,,arthropod,artrópode
228,,,,animate_being,ser_animado
229,,,,physical_entity,entidade_física
230,,,,living_thing,coisa_viva
233,L01_15,hypernyms - animals,cow,,vaca
234,,,,bovid,bovídeo
235,,,,mammal,mamífero
236,,,,cattle,gado
237,,,,vertebrate,vertebrado
238,,,,creature,criatura
239,,,,ungulate,ungulado
240,,,,beast,DUPLICATE_animal
241,,,,being,ser
242,,,,animal,animal
243,,,,organism,organismo
244,,,,fauna,fauna
245,,,,placental,placentário
246,,,,artiodactyl,artiodáctilo
247,,,,ruminant,ruminante
248,,,,chordate,cordado
249,,,,eutherian,eutério
250,,,,mammalian,DUPLICATE_mamífero
251,,,,animate_being,ser_animado
252,,,,eutherian_mammal,mamífero_eutério
253,,,,placental_mammal,mamífero_placentário
254,,,,craniate,craniata
255,,,,physical_hoofed_mammal,mamífero_com_casco_físico
256,,,,physical_entity,entidade_física
257,,,,even-toed_ungulate,ungulado_de_dedos_pares
258,,,,artiodactyl_mammal,mamífero_artiodáctilo
259,,,,living_thing,coisa_viva
261,L01_16,hypernyms - animals,coyote,,coiote
262,,,,canine,canino
263,,,,vertebrate,vertebrado
264,,,,creature,criatura
265,,,,beast,DUPLICATE_animal
266,,,,canid,canídeo
267,,,,being,ser
268,,,,animal,animal
269,,,,organism,organismo
270,,,,fauna,fauna
271,,,,placental,placentário
272,,,,carnivore,carnívoro
273,,,,chordate,cordado
274,,,,eutherian,eutério
275,,,,mammal,mamífero
276,,,,mammalian,DUPLICATE_mamífero
277,,,,animate_being,ser_animado
278,,,,eutherian_mammal,mamífero_eutério
279,,,,locomote,locomotor
280,,,,placental_mammal,mamífero_placentário
281,,,,craniate,craniata
282,,,,domesticated_animal,animal_domesticado
283,,,,physical_entity,entidade_física
284,,,,domestic_animal,animal_doméstico
285,,,,living_thing,coisa_viva
287,L01_17,hypernyms - animals,deer,,veado
288,,,,bovid,bovídeo
289,,,,mammal,mamífero
290,,,,vertebrate,vertebrado
291,,,,creature,criatura
292,,,,ungulate,ungulado
293,,,,beast,DUPLICATE_animal
294,,,,being,ser
295,,,,animal,animal
296,,,,organism,organismo
297,,,,fauna,fauna
298,,,,placental,placentário
299,,,,artiodactyl,artiodáctilo
300,,,,ruminant,ruminante
301,,,,chordate,cordado
302,,,,eutherian,eutério
303,,,,mammalian,DUPLICATE_mamífero
304,,,,bovine,bovino
305,,,,animate_being,ser_animado
306,,,,eutherian_mammal,mamífero_eutério
307,,,,placental_mammal,mamífero_placentário
308,,,,craniate,craniata
309,,,,physical_hoofed_mammal,mamífero_com_casco_físico
310,,,,physical_entity,entidade_física
311,,,,even-toed_ungulate,ungulado_de_dedos_pares
312,,,,artiodactyl_mammal,mamífero_artiodáctilo
313,,,,living_thing,coisa_viva
316,L01_18,hypernyms - animals,dog,,cão
317,,,,canine,canino
318,,,,vertebrate,vertebrado
319,,,,creature,criatura
320,,,,beast,DUPLICATE_animal
321,,,,canid,canídeo
322,,,,being,ser
323,,,,animal,animal
324,,,,organism,organismo
325,,,,fauna,fauna
326,,,,placental,placentário
327,,,,carnivore,carnívoro
328,,,,chordate,cordado
329,,,,eutherian,eutério
330,,,,mammal,mamífero
331,,,,mammalian,DUPLICATE_mamífero
332,,,,animate_being,ser_animado
333,,,,eutherian_mammal,mamífero_eutério
334,,,,locomote,locomotor
335,,,,placental_mammal,mamífero_placentário
336,,,,craniate,craniata
337,,,,domesticated_animal,animal_domesticado
338,,,,physical_entity,entidade_física
339,,,,domestic_animal,animal_doméstico
340,,,,living_thing,coisa_viva
342,L01_19,hypernyms - animals,duck,,pato
343,,,,fowl,ave
344,,,,bird,pássaro
345,,,,vertebrate,vertebrado
346,,,,poultry,ave_de_capoeira
347,,,,creature,criatura
348,,,,beast,DUPLICATE_animal
349,,,,being,ser
350,,,,animal,animal
351,,,,organism,organismo
352,,,,fauna,fauna
353,,,,chordate,cordado
354,,,,domestic_fowl,ave_doméstica
355,,,,waterfowl,aves_aquáticas
356,,,,water_fowl,DUPLICATE_aves_aquáticas
357,,,,animate_being,ser_animado
358,,,,anseriform_bird,pássaro_anseriforme
359,,,,craniate,craniata
360,,,,living_thing,coisa_viva
362,L01_20,hypernyms - animals,eagle,,águia
363,,,,raptor,ave_de_rapina
364,,,,bird,pássaro
365,,,,vertebrate,vertebrado
366,,,,creature,criatura
367,,,,beast,DUPLICATE_animal
368,,,,being,ser
369,,,,animal,animal
370,,,,organism,organismo
371,,,,fauna,fauna
372,,,,chordate,cordado
373,,,,animate_being,ser_animado
374,,,,craniate,craniata
376,,,,raptorial_bird,DUPLICATE_ave_predatória
377,,,,bird_of_prey,ave_predatória
378,,,,living_thing,coisa_viva
379,,,,,"ave,rapinante"
380,L01_21,hypernyms - animals,falcon,,falcão
381,,,,raptor,ave_de_rapina
382,,,,bird,pássaro
383,,,,vertebrate,vertebrado
384,,,,creature,criatura
385,,,,beast,DUPLICATE_animal
386,,,,being,ser
387,,,,animal,animal
388,,,,organism,organismo
389,,,,fauna,fauna
390,,,,chordate,cordado
391,,,,animate_being,ser_animado
392,,,,craniate,craniata
393,,,,living_thing,coisa_viva
394,,,,raptorial_bird,DUPLICATE_ave_predatória
395,,,,bird_of_prey,ave_predatória
396,,,,,"ave,rapinante"
397,L01_22,hypernyms - animals,fox,,raposa
398,,,,canine,canino
399,,,,vertebrate,vertebrado
400,,,,creature,criatura
401,,,,beast,DUPLICATE_animal
402,,,,canid,canídeo
403,,,,being,ser
404,,,,animal,animal
405,,,,organism,organismo
406,,,,fauna,fauna
407,,,,placental,placentário
408,,,,carnivore,carnívoro
409,,,,chordate,cordado
410,,,,eutherian,eutério
411,,,,mammal,mamífero
412,,,,mammalian,DUPLICATE_mamífero
413,,,,animate_being,ser_animado
414,,,,eutherian_mammal,mamífero_eutério
415,,,,locomote,locomotor
416,,,,placental_mammal,mamífero_placentário
417,,,,craniate,craniata
418,,,,domesticated_animal,animal_domesticado
419,,,,physical_entity,entidade_física
420,,,,domestic_animal,animal_doméstico
421,,,,living_thing,coisa_viva
423,L01_23,hypernyms - animals,gibbon,,gibão
425,,,,vertebrate,vertebrado
426,,,,creature,criatura
427,,,,beast,DUPLICATE_animal
428,,,,being,ser
429,,,,animal,animal
430,,,,organism,organismo
431,,,,fauna,fauna
432,,,,placental,placentário
433,,,,chordate,cordado
434,,,,eutherian,eutério
435,,,,mammal,mamífero
436,,,,ape,símio
437,,,,mammalian,DUPLICATE_mamífero
438,,,,animate_being,ser_animado
439,,,,eutherian_mammal,mamífero_eutério
440,,,,placental_mammal,mamífero_placentário
441,,,,craniate,craniata
442,,,,physical_physical_entity,entidade_física
443,,,,living_thing,coisa_viva
444,,,,primata,primata
445,,,,,macaco
446,L01_24,hypernyms - animals,goat,,bode
447,,,,bovid,bovídeo
448,,,,mammal,mamífero
449,,,,vertebrate,vertebrado
450,,,,ungulate,ungulado
451,,,,beast,DUPLICATE_animal
452,,,,being,ser
453,,,,animal,animal
454,,,,organism,organismo
455,,,,fauna,fauna
456,,,,placental,placentário
457,,,,artiodactyl,artiodáctilo
458,,,,chordate,cordado
459,,,,eutherian,eutério
460,,,,mammalian,DUPLICATE_mamífero
461,,,,animate_being,ser_animado
462,,,,eutherian_mammal,mamífero_eutério
463,,,,placental_mammal,mamífero_placentário
464,,,,craniate,craniata
465,,,,hoofed_mammal,mamífero_ungulado
466,,,,even-toed_ungulate,ungulado_de_dedos_pares
467,,,,artiodactyl_mammal,mamífero_artiodáctilo
468,,,,living_thing,coisa_viva
470,L01_25,hypernyms - animals,goose,,ganso
471,,,,fowl,ave
472,,,,bird,pássaro
473,,,,vertebrate,vertebrado
474,,,,poultry,ave_de_capoeira
475,,,,creature,criatura
476,,,,beast,DUPLICATE_animal
477,,,,being,ser
478,,,,animal,animal
479,,,,organism,organismo
480,,,,fauna,fauna
481,,,,chordate,cordado
482,,,,domestic_fowl,ave_doméstica
483,,,,waterfowl,aves_aquáticas
484,,,,water_fowl,DUPLICATE_aves_aquáticas
485,,,,animate_being,ser_animado
486,,,,anseriform_bird,pássaro_anseriforme
487,,,,craniate,craniata
488,,,,living_thing,coisa_viva
490,L01_26,hypernyms - animals,gorilla,,gorila
491,,,,primate,primata
492,,,,vertebrate,vertebrado
493,,,,creature,criatura
494,,,,beast,DUPLICATE_animal
495,,,,being,ser
496,,,,animal,animal
497,,,,organism,organismo
498,,,,fauna,fauna
499,,,,placental,placentário
500,,,,hominid,hominídeo
501,,,,chordate,cordado
502,,,,eutherian,eutério
503,,,,mammal,mamífero
504,,,,ape,símio
505,,,,mammalian,DUPLICATE_mamífero
506,,,,animate_being,ser_animado
507,,,,eutherian_mammal,mamífero_eutério
508,,,,placental_mammal,mamífero_placentário
509,,,,craniate,craniata
510,,,,physical_physical_entity,entidade_física
511,,,,living_thing,coisa_viva
513,L01_27,hypernyms - animals,hawk,,falcão
514,,,,raptor,ave_de_rapina
515,,,,bird,pássaro
516,,,,vertebrate,vertebrado
517,,,,creature,criatura
518,,,,beast,DUPLICATE_animal
519,,,,being,ser
520,,,,animal,animal
521,,,,organism,organismo
522,,,,fauna,fauna
523,,,,chordate,cordado
524,,,,animate_being,ser_animado
525,,,,craniate,craniata
526,,,,living_thing,coisa_viva
527,,,,raptorial_bird,DUPLICATE_ave_predatória
528,,,,bird_of_prey,ave_predatória
529,,,,,"ave,rapinante"
530,L01_28,hypernyms - animals,human,,humano
531,,,,primate,primata
532,,,,vertebrate,vertebrado
533,,,,creature,criatura
534,,,,beast,DUPLICATE_animal
535,,,,being,ser
536,,,,animal,animal
537,,,,organism,organismo
538,,,,fauna,fauna
539,,,,placental,placentário
540,,,,hominid,hominídeo
541,,,,chordate,cordado
542,,,,eutherian,eutério
543,,,,mammal,mamífero
544,,,,ape,símio
545,,,,mammalian,DUPLICATE_mamífero
546,,,,animate_being,ser_animado
547,,,,eutherian_mammal,mamífero_eutério
548,,,,placental_mammal,mamífero_placentário
549,,,,craniate,craniata
550,,,,physical_physical_entity,entidade_física
551,,,,living_thing,coisa_viva
552,,,,,hominídeo
553,L01_29,hypernyms - animals,jackal,,chacal
554,,,,canine,canino
555,,,,vertebrate,vertebrado
556,,,,creature,criatura
557,,,,beast,DUPLICATE_animal
558,,,,canid,canídeo
559,,,,being,ser
560,,,,animal,animal
561,,,,organism,organismo
562,,,,fauna,fauna
563,,,,placental,placentário
564,,,,carnivore,carnívoro
565,,,,chordate,cordado
566,,,,eutherian,eutério
567,,,,mammal,mamífero
568,,,,mammalian,DUPLICATE_mamífero
569,,,,animate_being,ser_animado
570,,,,eutherian_mammal,mamífero_eutério
571,,,,locomote,locomotor
572,,,,placental_mammal,mamífero_placentário
573,,,,craniate,craniata
574,,,,domesticated_animal,animal_domesticado
575,,,,physical_entity,entidade_física
576,,,,domestic_animal,animal_doméstico
577,,,,living_thing,coisa_viva
579,L01_30,hypernyms - animals,jaguar,,jaguar
580,,,,feline,felino
581,,,,cat,gato
582,,,,beast,DUPLICATE_animal
583,,,,animal,animal
584,,,,organism,organismo
585,,,,fauna,fauna
586,,,,placental,placentário
587,,,,carnivore,carnívoro
588,,,,chordate,cordado
589,,,,felid,DUPLICATE_felino
590,,,,eutherian,eutério
591,,,,mammal,mamífero
592,,,,mammalian,DUPLICATE_mamífero
593,,,,eutherian_mammal,mamífero_eutério
594,,,,animate_being,ser_animado
595,,,,placental_mammal,mamífero_placentário
596,,,,craniate,craniata
597,,,,big_cat,grande_gato
598,,,,,grande_felino
599,L01_31,hypernyms - animals,leopard,,leopardo
600,,,,feline,felino
601,,,,cat,gato
602,,,,beast,DUPLICATE_animal
603,,,,animal,animal
604,,,,organism,organismo
605,,,,fauna,fauna
606,,,,placental,placentário
607,,,,carnivore,carnívoro
608,,,,causal_agent,NO_TRANSLATION
609,,,,chordate,cordado
610,,,,felid,DUPLICATE_felino
611,,,,eutherian,eutério
612,,,,mammal,mamífero
613,,,,mammalian,DUPLICATE_mamífero
614,,,,eutherian_mammal,mamífero_eutério
615,,,,animate_being,ser_animado
616,,,,placental_mammal,mamífero_placentário
617,,,,craniate,craniata
618,,,,big_cat,grande_gato
619,,,,,grande_felino
620,L01_32,hypernyms - animals,lion,,leão
621,,,,feline,felino
622,,,,cat,gato
623,,,,beast,DUPLICATE_animal
624,,,,animal,animal
625,,,,organism,organismo
626,,,,fauna,fauna
627,,,,placental,placentário
628,,,,carnivore,carnívoro
629,,,,chordate,cordado
630,,,,felid,DUPLICATE_felino
631,,,,eutherian,eutério
632,,,,mammal,mamífero
633,,,,mammalian,DUPLICATE_mamífero
634,,,,eutherian_mammal,mamífero_eutério
635,,,,animate_being,ser_animado
636,,,,placental_mammal,mamífero_placentário
637,,,,craniate,craniata
638,,,,big_cat,grande_gato
639,,,,,grande_felino
640,L01_33,hypernyms - animals,mamba,,mamba
641,,,,snake,cobra
642,,,,reptile,réptil
643,,,,elapid,elapídico
644,,,,elapid_snake,cobra_elapídica
645,,,,serpent,serpente
646,,,,ophidian,ofídeo
648,L01_34,hypernyms - animals,mouse,,rato
649,,,,rodent,roedor
650,,,,vertebrate,vertebrado
651,,,,creature,criatura
652,,,,beast,DUPLICATE_animal
653,,,,animal,animal
654,,,,organism,organismo
655,,,,fauna,fauna
656,,,,placental,placentário
657,,,,chordate,cordado
658,,,,eutherian,eutério
659,,,,mammal,mamífero
660,,,,mammalian,DUPLICATE_mamífero
661,,,,eutherian_mammal,mamífero_eutério
662,,,,gnawer,DUPLICATE_roedor
663,,,,animate_being,ser_animado
664,,,,living_thing,coisa_viva
665,,,,placental_mammal,mamífero_placentário
666,,,,craniate,craniata
669,L01_35,hypernyms - animals,orangutan,,orangotango
670,,,,primate,primata
671,,,,vertebrate,vertebrado
672,,,,creature,criatura
673,,,,beast,DUPLICATE_animal
674,,,,being,ser
675,,,,animal,animal
676,,,,organism,organismo
677,,,,fauna,fauna
678,,,,placental,placentário
679,,,,hominid,hominídeo
680,,,,chordate,cordado
681,,,,eutherian,eutério
682,,,,mammal,mamífero
683,,,,ape,símio
684,,,,mammalian,DUPLICATE_mamífero
685,,,,animate_being,ser_animado
686,,,,eutherian_mammal,mamífero_eutério
687,,,,placental_mammal,mamífero_placentário
688,,,,craniate,craniata
689,,,,physical_physical_entity,entidade_física
690,,,,living_thing,coisa_viva
691,,,,,macaco
692,L01_36,hypernyms - animals,owl,,mocho
693,,,,raptor,ave_de_rapina
694,,,,bird,pássaro
695,,,,vertebrate,vertebrado
696,,,,creature,criatura
697,,,,beast,DUPLICATE_animal
698,,,,being,ser
699,,,,animal,animal
700,,,,organism,organismo
701,,,,fauna,fauna
702,,,,chordate,cordado
703,,,,animate_being,ser_animado
704,,,,craniate,craniata
705,,,,living_thing,coisa_viva
706,,,,raptorial_bird,DUPLICATE_ave_predatória
707,,,,bird_of_prey,ave_predatória
708,,,,,"ave,rapinante"
709,L01_37,hypernyms - animals,pony,,pónei
710,,,,bovid,bovídeo
711,,,,mammal,mamífero
712,,,,horse,cavalo
713,,,,vertebrate,vertebrado
714,,,,creature,criatura
715,,,,beast,DUPLICATE_animal
716,,,,animal,animal
717,,,,organism,organismo
718,,,,fauna,fauna
719,,,,placental,placentário
720,,,,eutherian,eutério
721,,,,equine,equino
722,,,,mammalian,DUPLICATE_mamífero
723,,,,equid,equídeo
724,,,,living_thing,coisa_viva
725,,,,odd-toed_ungulate,ungulado_de_dedos_ímpares
726,,,,animate_being,ser_animado
727,,,,eutherian_mammal,mamífero_eutério
728,,,,perissodactyl,perissodáctilo
729,,,,placental_mammal,mamífero_placentário
730,,,,craniate,craniata
731,,,,hoofed_mammal,mamífero_ungulado
732,,,,physical_entity,entidade_física
733,,,,perissodactyl_mammal,mamífero_perissodáctilo
734,,,,equus_caballus,equus_caballus
736,L01_38,hypernyms - animals,porcupine,,porco-espinho
737,,,,rodent,roedor
738,,,,vertebrate,vertebrado
739,,,,creature,criatura
740,,,,beast,DUPLICATE_animal
741,,,,animal,animal
742,,,,organism,organismo
743,,,,fauna,fauna
744,,,,placental,placentário
745,,,,chordate,cordado
746,,,,eutherian,eutério
747,,,,mammal,mamífero
748,,,,mammalian,DUPLICATE_mamífero
749,,,,eutherian_mammal,mamífero_eutério
750,,,,gnawer,DUPLICATE_roedor
751,,,,animate_being,ser_animado
752,,,,living_thing,coisa_viva
753,,,,placental_mammal,mamífero_placentário
754,,,,craniate,craniata
756,L01_39,hypernyms - animals,quail,,codorniz
757,,,,fowl,ave
758,,,,bird,pássaro
759,,,,vertebrate,vertebrado
760,,,,poultry,ave_de_capoeira
761,,,,creature,criatura
762,,,,beast,DUPLICATE_animal
763,,,,being,ser
764,,,,animal,animal
765,,,,organism,organismo
766,,,,fauna,fauna
767,,,,chordate,cordado
768,,,,wild_fowl,ave_selvagem
769,,,,wildfowl,DUPLICATE_ave_selvagem
770,,,,animate_being,ser_animado
771,,,,gallinaceous_bird,pássaro_galináceo
772,,,,craniate,craniata
773,,,,gallinacean,galináceo
774,,,,living_thing,coisa_viva
776,L01_40,hypernyms - animals,rattlesnake,,cascavel
777,,,,snake,cobra
778,,,,reptile,réptil
779,,,,pit_viper,víbora
780,,,,serpent,serpente
781,,,,ophidian,ofídeo
783,L01_41,hypernyms - animals,squirrel,,esquilo
784,,,,rodent,roedor
785,,,,vertebrate,vertebrado
786,,,,creature,criatura
787,,,,beast,DUPLICATE_animal
788,,,,animal,animal
789,,,,organism,organismo
790,,,,fauna,fauna
791,,,,placental,placentário
792,,,,chordate,cordado
793,,,,eutherian,eutério
794,,,,mammal,mamífero
795,,,,mammalian,DUPLICATE_mamífero
796,,,,eutherian_mammal,mamífero_eutério
797,,,,gnawer,DUPLICATE_roedor
798,,,,animate_being,ser_animado
799,,,,living_thing,coisa_viva
800,,,,placental_mammal,mamífero_placentário
801,,,,craniate,craniata
803,L01_42,hypernyms - animals,stegosaurus,,estegossauro
804,,,,dinosaur,dinossauro
805,,,,reptile,réptil
806,,,,armored_dinosaur,dinossauro_blindado
807,,,,archosaur,arcossauro
808,,,,archosaurian,DUPLICATE_arcossauro
809,,,,archosaurian_reptile,arcossauro_réptil
811,L01_43,hypernyms - animals,tiger,,tigre
812,,,,feline,felino
813,,,,cat,gato
814,,,,beast,DUPLICATE_animal
815,,,,animal,animal
816,,,,organism,organismo
817,,,,fauna,fauna
818,,,,placental,placentário
819,,,,carnivore,carnívoro
820,,,,chordate,cordado
821,,,,felid,DUPLICATE_felino
822,,,,eutherian,eutério
823,,,,mammal,mamífero
824,,,,mammalian,DUPLICATE_mamífero
825,,,,eutherian_mammal,mamífero_eutério
826,,,,animate_being,ser_animado
827,,,,placental_mammal,mamífero_placentário
828,,,,craniate,craniata
829,,,,big_cat,grande_gato
831,,,,,grande_felino
832,L01_44,hypernyms - animals,triceratops,,tricerátopo
833,,,,dinosaur,dinossauro
834,,,,reptile,réptil
835,,,,ceratopsian,ceratopsídeo
836,,,,horned_dinosaur,dinossauro_com_chifres
837,,,,archosaur,arcossauro
838,,,,archosaurian,DUPLICATE_arcossauro
839,,,,archosaurian_reptile,arcossauro_réptil
841,L01_45,hypernyms - animals,turkey,,peru
842,,,,fowl,ave
843,,,,bird,pássaro
844,,,,vertebrate,vertebrado
845,,,,poultry,ave_de_capoeira
846,,,,creature,criatura
847,,,,beast,DUPLICATE_animal
848,,,,being,ser
849,,,,animal,animal
850,,,,organism,organismo
851,,,,fauna,fauna
852,,,,chordate,cordado
853,,,,domestic_fowl,ave_doméstica
854,,,,animate_being,ser_animado
855,,,,gallinaceous_bird,pássaro_galináceo
856,,,,craniate,craniata
857,,,,gallinacean,galináceo
858,,,,living_thing,coisa_viva
860,L01_46,hypernyms - animals,tyrannosaurus,,tiranossauro
861,,,,dinosaur,dinossauro
862,,,,reptile,réptil
863,,,,theropod,terópode
864,,,,theropod_dinosaur,dinosssauro_terópode
865,,,,bird-footed_dinosaur,dinossauro_com_pés_de_pássaro
866,,,,archosaur,arcossauro
867,,,,archosaurian,DUPLICATE_arcossauro
868,,,,archosaurian_reptile,arcossauro_réptil
870,L01_47,hypernyms - animals,velociraptor,,velociraptor
871,,,,dinosaur,dinossauro
872,,,,reptile,réptil
873,,,,maniraptor,maniraptora
874,,,,archosaur,arcossauro
875,,,,archosaurian,DUPLICATE_arcossauro
876,,,,archosaurian_reptile,arcossauro_réptil
878,L01_48,hypernyms - animals,viper,,víbora
879,,,,snake,DUPLICATE_cobra
880,,,,reptile,réptil
881,,,,serpent,serpente
882,,,,ophidian,ofídeo
883,,,,cobra,cobra
885,L01_49,hypernyms - animals,vulture,,abutre
886,,,,raptor,ave_de_rapina
887,,,,bird,pássaro
888,,,,vertebrate,vertebrado
889,,,,creature,criatura
890,,,,beast,DUPLICATE_animal
891,,,,being,ser
892,,,,animal,animal
