,ID,Relation,Source,Target,PT
231,,,,jelly_egg,DUPLICATE_goma
232,,,,kiss,beijo
233,,,,candy_kiss,beijo_doce
234,,,,licorice,alcaçuz
235,,,,liquorice,DUPLICATE_alcaçuz
236,,,,life_saver,DUPLICATE_goma
237,,,,sucker,DUPLICATE_chupa-chupa
238,,,,all-day_sucker,DUPLICATE_chupa-chupa
239,,,,lozenge,DUPLICATE_rebuçado
240,,,,marshmallow,alteia
241,,,,marzipan,maçapão
242,,,,marchpane,DUPLICATE_maçapão
243,,,,nougat,nougat
244,,,,nougat_bar,barra_de_nougat
245,,,,nut_bar,barra_de_nozes
246,,,,peanut_bar,barra_de_amendoim
247,,,,popcorn_ball,DUPLICATE_NO_TRANSLATION
248,,,,praline,praliné
249,,,,rock_candy,DUPLICATE_rebuçado
250,,,,rock,DUPLICATE_rebuçado
251,,,,sugar_candy,DUPLICATE_doce_de_açúcar
252,,,,sugarplum,ameixa_doce
253,,,,taffy,DUPLICATE_caramelo
254,,,,truffle,DUPLICATE_trufa_de_chocolate
255,,,,chocolate_truffle,trufa_de_chocolate
256,,,,turkish_delight,delícias_turcas
257,,,,easter_egg,ovos_de_páscoa
259,L03_10,hyponyms - misc,car,,carro
260,,,,limousine,limusina
261,,,,convertible,descapotável
262,,,,ambulance,âmbulância
263,,,,beach,carro_de_praia
264,,,,wagon,vagão
265,,,,station,carrinha
266,,,,estate,DUPLICATE_carrinha
267,,,,waggon,DUPLICATE_vagão
268,,,,bus,autocarro
269,,,,jalopy,calhambeque
270,,,,heap,pilha_de_carros
271,,,,cab,táxi
272,,,,hack,DUPLICATE_táxi
273,,,,taxi,DUPLICATE_táxi
274,,,,taxicab,DUPLICATE_táxi
275,,,,compact,carro_compacto
276,,,,coupe,cupé
277,,,,cruiser,NO_TRANSLATION
278,,,,police,carro_de_polícia
279,,,,patrol,carro_de_patrulha
280,,,,prowl,DUPLICATE_carro_de_patrulha
281,,,,squad,DUPLICATE_carro_de_patrulha
282,,,,electric,carro_eléctrico
283,,,,hardtop,capota_rígida
284,,,,hatchback,DUPLICATE_NO_TRANSLATION
285,,,,hot-rod,DUPLICATE_NO_TRANSLATION
286,,,,jeep,jipe
287,,,,landrover,DUPLICATE_NO_TRANSLATION
288,,,,limo,DUPLICATE_limusina
289,,,,loaner,carro_de_substituição
290,,,,minicar,DUPLICATE_carro_pequeno
291,,,,minivan,carrinha_pequena
292,,,,model,modelo
293,,,,pace,carro_de_segurança
294,,,,racer,carro_de_corrida
295,,,,race,DUPLICATE_carro_de_corrida
296,,,,racing,DUPLICATE_carro_de_corrida
297,,,,roadster,carro_desportivo
298,,,,runabout,carro_pequeno
299,,,,two-seater,carro_de_dois_lugares
300,,,,sedan,berlina
301,,,,saloon,DUPLICATE_carrinha
302,,,,sports,DUPLICATE_carro_desportivo
303,,,,sport,DUPLICATE_carro_desportivo
304,,,,suv,DUPLICATE_NO_TRANSLATION
305,,,,stanley,DUPLICATE_NO_TRANSLATION
306,,,,steamer,carro_a_vapor
307,,,,stock,DUPLICATE_NO_TRANSLATION
308,,,,subcompact,carro_subcompacto
309,,,,touring,DUPLICATE_carrinha
310,,,,tourer,DUPLICATE_carrinha
311,,,,used,carro_usado
312,,,,secondhand,DUPLICATE_carro_usado
314,L03_11,hyponyms - misc,church,,igreja
315,,,,chapel,capela
316,,,,abbey,abadia
317,,,,basilica,basílica
318,,,,cathedral,catedral
319,,,,duomo,DUPLICATE_catedral
320,,,,kirk,DUPLICATE_igreja
322,L03_12,hyponyms - misc,citrus,,citrino
323,,,,lemon,limão
324,,,,orange,laranja
325,,,,lime,lima
326,,,,mandarin,mandarina
327,,,,tangerine,tangerina
328,,,,yuzu,NO_TRANSLATION
329,,,,,clementina
330,L03_13,hyponyms - misc,cloud,,nuvem
331,,,,thundercloud,nuvem_de_tempestade
332,,,,cirrocumulus,cirro-cúmulo
333,,,,cirrostratus,DUPLICATE_cirro-estrato
334,,,,cirrus,cirro
335,,,,contrail,nuvem_alongada
336,,,,condensation,nuvem_de_condensação
337,,,,trail,DUPLICATE_nuvem_alongada
338,,,,cumulonimbus,cúmulo-nimbo
339,,,,cumulus,cúmulo
340,,,,nacreous,nuvem_estratosférica_polar
341,,,,nebule,neblina
342,,,,nimbus,nimbo
343,,,,rain,nuvem_de_chuva
344,,,,storm,tempestade
345,,,,stratus,estrato
346,,,,mushroom,nuvem_em_cogumelo
347,,,,smoke,nuvem_de_fumo
349,L03_14,hyponyms - misc,collar,,colar
350,,,,choker,gargantilha
351,,,,ruff,colarinho_de_renda
352,,,,ruffle,DUPLICATE_colarinho_de_renda
353,,,,clerical,clérgima
354,,,,roman_collar,DUPLICATE_clérgima
355,,,,dog_collar,coleira
356,,,,eton_collar,colarinho_largo
357,,,,rabato_collar,DUPLICATE_colarinho_de_renda
358,,,,rebato_collar,DUPLICATE_colarinho_de_renda
359,,,,turtleneck,gola_alta
360,,,,polo-neck,DUPLICATE_gola_alta
361,,,,neckpiece,gola
363,L03_15,hyponyms - misc,color,,cor
364,,,,white,branco
365,,,,black,preto
366,,,,blue,azul
367,,,,green,verde
368,,,,red,vermelho
369,,,,yello,amarelo
370,,,,orange,laranja
371,,,,vermilion,vermelhão
372,,,,amber,âmbar
373,,,,chartreuse,verde-amarelado
374,,,,teal,verde-azulado
375,,,,violet,violeta
376,,,,magenta,magenta
377,,,,rose,rosa
378,,,,azure,azul-ciano
379,,,,cyan,ciano
380,,,,indigo,índigo
381,,,,purple,roxo
382,,,,brown,castanho
385,L03_16,hyponyms - misc,computer,,computador
386,,,,laptop,computador_portátil
387,,,,desktop,computador_de_secretária
388,,,,tablet,tablet
389,,,,smartphone,smartphone
390,,,,supercomputer,supercomputador
391,,,,iphone,NO_TRANSLATION
392,,,,ipad,DUPLICATE_NO_TRANSLATION
393,,,,,computador_pessoal
394,L03_17,hyponyms - misc,container,,contentor
395,,,,bag,saco
396,,,,handbag,carteira
397,,,,pocketbook,livro_de_bolso
398,,,,purse,bolsa
399,,,,basket,cesta
400,,,,handbasket,cesta_de_mão
401,,,,bin,caixote
402,,,,bowl,tigela
403,,,,pipe,cano
404,,,,box,caixa
405,,,,bread-bin,caixa_de_pão
406,,,,breadbox,DUPLICATE_caixa_de_pão
407,,,,bunker,contentor
408,,,,can,lata
409,,,,tin,DUPLICATE_lata
410,,,,canister,vasilha
411,,,,cannister,DUPLICATE_vasilha
412,,,,capsule,cápsula
413,,,,cargo,cargueiro
414,,,,case,pasta
415,,,,display,escaparate
416,,,,showcase,mostruário
417,,,,vitrine,vitrine
418,,,,cassette,cassete
419,,,,cup,copo
420,,,,cylinder,cilindro
421,,,,dice,caixa_de_dados
422,,,,dish,prato
423,,,,dispenser,distribuidor
424,,,,drawer,gaveta
425,,,,dumpster,caixote_do_lixo
426,,,,empty,vazio
427,,,,envelope,envelope
428,,,,glass,caixa_de_vidro
429,,,,bottle,garrafa
430,,,,mailer,embalagem
431,,,,manger,manjedoura
432,,,,trough,tina
433,,,,measure,medida
434,,,,mold,molde
435,,,,mould,DUPLICATE_molde
436,,,,cast,caixa_fundida
437,,,,package,pacote
438,,,,parcel,parcela
439,,,,pan,frigideira
440,,,,pod,vagem
441,,,,pot,panela
442,,,,flowerpot,vaso_de_flores
443,,,,flask,frasco
444,,,,receptacle,receptáculo
445,,,,reliquary,relicário
446,,,,saltcellar,saleiro
447,,,,savings,mealheiro
448,,,,bank,banco
449,,,,coin,moeda
450,,,,money,dinheiro
451,,,,scuttle,postigo
452,,,,coal,balde_para_carvão
453,,,,shaker,batedor
454,,,,spoon,colher
455,,,,thimble,dedal
456,,,,vessel,embarcação
457,,,,waste-paper,DUPLICATE_caixote_do_lixo
458,,,,wastebasket,DUPLICATE_caixote_do_lixo
459,,,,waste,DUPLICATE_caixote_do_lixo
460,,,,file,arquivo
461,,,,workbasket,cesto_de_costura
462,,,,workbox,caixa_de_ferramentas
463,,,,workbag,mala
464,,,,,forma
465,L03_18,hyponyms - misc,cookware,,utensílios_de_cozinha
466,,,,pot,panela
467,,,,baster,pipeta
468,,,,chafing,caçarola
469,,,,dish,prato
470,,,,cooker,fogão
471,,,,sheet,chapa
472,,,,tray,bandeja
473,,,,enamelware,louça_esmaltada
474,,,,grid,grelha
475,,,,gridiron,DUPLICATE_grelha
476,,,,griddle,DUPLICATE_grelha
477,,,,pan,frigideira
478,,,,poacher,escalfador
479,,,,skimmer,escumadeira
480,,,,steamer,vaporizador
481,,,,turner,espátula
482,,,,,"caçarola,cataplana"
483,L03_19,hyponyms - misc,cup,,taça
484,,,,teacup,chávena_de_chá
485,,,,beaker,medidor
486,,,,chalice,cálice
487,,,,goblet,DUPLICATE_cálice
488,,,,coffee_cup,chávena_de_café
489,,,,dixie,NO_TRANSLATION
490,,,,paper_cup,copo_de_papel
491,,,,grace,DUPLICATE_NO_TRANSLATION
492,,,,kylix,cílice
493,,,,cylix,DUPLICATE_cílice
494,,,,mustache_cup,DUPLICATE_NO_TRANSLATION
495,,,,moustache_cup,DUPLICATE_NO_TRANSLATION
496,,,,scyphus,DUPLICATE_NO_TRANSLATION
497,,,,grail,graal
499,L03_20,hyponyms - misc,cushion,,almofada
500,,,,pincushion,almofada_de_alfinetes
501,,,,pillow,travesseiro
502,,,,air,almofada_de_ar
503,,,,inflatable,almofada_insulável
504,,,,gaddi,NO_TRANSLATION
505,,,,hassock,coxim
506,,,,headrest,encosto_de_cabeça
507,,,,seat,assento
509,L03_21,hyponyms - misc,cutlery,,cutelaria
510,,,,knife,faca
511,,,,fork,garfo
512,,,,spoon,colher
513,,,,tablefork,garfo_de_mesa
514,,,,teaspoon,colher_de_chá
515,,,,dessert_spoon,colher_de_sobremesa
516,,,,salad_fork,garfo_de_salada
517,,,,carving_fork,garfo_de_trinchar
518,,,,,"faca_de_carne,faca_de_peixe,garfo_de_carne,garfo_de_peixe,faca_de_manteiga"
519,L03_22,hyponyms - misc,dessert,,sobremesa
520,,,,cake,bolo
521,,,,ambrosia,NO_TRANSLATION
522,,,,baked_alaska,DUPLICATE_NO_TRANSLATION
523,,,,blancmange,manjar_branco
524,,,,charlotte,charlotte
525,,,,compote,compota
526,,,,fruit_compote,compota_de_fruta
527,,,,dumpling,bolinho_de_massa
528,,,,flan,pudim
529,,,,frozen_dessert,sobremesa_gelada
530,,,,junket,colhada
531,,,,mold,forma
532,,,,mould,DUPLICATE_forma
533,,,,mousse,mousse
534,,,,pavlova,pavlova
535,,,,peach_melba,pêssego_melba
536,,,,pudding,DUPLICATE_pudim
537,,,,pud,DUPLICATE_pudim
538,,,,syllabub,DUPLICATE_NO_TRANSLATION
539,,,,sillabub,DUPLICATE_NO_TRANSLATION
540,,,,tiramisu,tiramisu
541,,,,whip,DUPLICATE_NO_TRANSLATION
542,,,,zabaglione,DUPLICATE_NO_TRANSLATION
543,,,,sabayon,DUPLICATE_NO_TRANSLATION
544,,,,charlotte_russe,charlotte_russa
545,,,,apple_dumpling,DUPLICATE_NO_TRANSLATION
546,,,,frozen_custard,creme_gelado
547,,,,soft_ice_cream,gelado_macio
548,,,,frozen_pudding,pudim_gelado
549,,,,frozen_yogurt,iogurte_gelado
550,,,,ice-cream_cake,bolo_de_gelado
551,,,,icebox_cake,DUPLICATE_NO_TRANSLATION
552,,,,ice-cream_cone,cone_de_gelado
553,,,,ice-cream_sundae,DUPLICATE_gelado
554,,,,sundae,DUPLICATE_gelado
555,,,,ice,gelo
556,,,,frappe,frappé
557,,,,ice_cream,gelado
558,,,,icecream,DUPLICATE_gelado
559,,,,ice_lolly,gelado_de_gelo
560,,,,lolly,chupa-chupa
561,,,,lollipop,DUPLICATE_chupa-chupa
562,,,,popsicle,DUPLICATE_gelado_de_gelo
563,,,,ice_milk,gelado_de_leite
564,,,,parfait,parfait
565,,,,sherbert,limonada
566,,,,sherbet,DUPLICATE_limonada
567,,,,snowball,bola_de_neve
568,,,,split,DUPLICATE_NO_TRANSLATION
569,,,,chocolate_mousse,mousse_de_chocolate
570,,,,trifle,DUPLICATE_NO_TRANSLATION
571,,,,brown_betty,DUPLICATE_NO_TRANSLATION
572,,,,chocolate_pudding,pudim_de_chocolate
573,,,,duff,DUPLICATE_NO_TRANSLATION
574,,,,plum_duff,bolo_de_ameixa
575,,,,flummery,DUPLICATE_NO_TRANSLATION
576,,,,nesselrode,pudim_nesselrode
577,,,,nesselrode_pudding,DUPLICATE_pudim_nesselrode
578,,,,pease_pudding,pudim_de_ervilhas
579,,,,plum_pudding,pudim_de_ameixa
580,,,,christmas_pudding,pudim_de_natal
581,,,,roly-poly,DUPLICATE_NO_TRANSLATION
582,,,,roly-poly_pudding,DUPLICATE_NO_TRANSLATION
583,,,,steamed_pudding,pudim_de_vapor
584,,,,suet_pudding,pudim_de_sebo
585,,,,tapioca_pudding,pudim_de_tapioca
586,,,,vanilla_pudding,pudim_de_baunilha
587,,,,prune_whip,DUPLICATE_NO_TRANSLATION
588,,,,water_ice,DUPLICATE_sorvete
589,,,,sorbet,sorvete
590,,,,chocolate_ice_cream,gelado_de_chocolate
591,,,,neapolitan_ice_cream,gelado_napolitano
592,,,,peach_ice_cream,gelado_de_pêssego
593,,,,strawberry_ice_cream,gelado_de_morango
594,,,,tutti-frutti,tutti-frutti
595,,,,vanilla_ice_cream,gelado_de_baunilha
596,,,,banana_split,DUPLICATE_NO_TRANSLATION
597,,,,tipsy_cake,DUPLICATE_NO_TRANSLATION
598,,,,spotted_dick,DUPLICATE_NO_TRANSLATION
599,,,,choc-ice,DUPLICATE_NO_TRANSLATION
600,,,,,"ovos_moles,barrigas_de_freira,salame_de_chocolote,bolo_de_bolacha,quindim,farófias,filhós"
601,L03_23,hyponyms - misc,dress,,vestido
602,,,,gown,DUPLICATE_vestido
603,,,,caftan,cafetã
604,,,,kaftan,DUPLICATE_cafetã
605,,,,chemise,camisa
606,,,,sack,NO_TRANSLATION
607,,,,shift,DUPLICATE_NO_TRANSLATION
608,,,,coatdress,casaco
609,,,,cocktail_dress,vestudo_de_cerimónia
610,,,,sheath,bainha
611,,,,dirndl,DUPLICATE_NO_TRANSLATION
612,,,,jumper,DUPLICATE_NO_TRANSLATION
613,,,,pinafore,bata
614,,,,pinny,bibe
615,,,,kirtle,túnica
616,,,,morning,vestido_matinal
617,,,,evening,vestido_de_noite
618,,,,muumuu,DUPLICATE_NO_TRANSLATION
619,,,,polonaise,polonesa
620,,,,sari,sári
621,,,,saree,DUPLICATE_sári
622,,,,shirtdress,DUPLICATE_NO_TRANSLATION
623,,,,strapless,vestido_sem_alças
624,,,,sundress,vestido_de_verão
626,L03_24,hyponyms - misc,drum,,tambor
627,,,,tambourine,pandeireta
628,,,,bass_drum,bombo
629,,,,gran_casa,NO_TRANSLATION
630,,,,bongo,bongó
631,,,,bongo_drum,DUPLICATE_bongó
632,,,,snare_drum,tambor_de_parada
633,,,,snare,tarola
634,,,,side_drum,DUPLICATE_tarola
635,,,,tabor,DUPLICATE_tambor
636,,,,tabour,DUPLICATE_tambor
637,,,,tambour,DUPLICATE_tambor
638,,,,tenor_drum,tambor_tenor
639,,,,tom-tom,timbalão
640,,,,timbrel,adufe
641,,,,djembe,djembé
642,,,,doumbek,DUPLICATE_NO_TRANSLATION
643,,,,darbuka,DUPLICATE_NO_TRANSLATION
644,,,,,"tom-tom,timbalão_de_chão,tímbalo"
645,L03_25,hyponyms - misc,emotion,,emoção
646,,,,anger,raiva
647,,,,choler,cólera
648,,,,ire,ira
649,,,,anxiety,ansiedade
650,,,,conditioned_emotional_response,resposta_emocional_condicionada
651,,,,cer,rec
652,,,,conditioned_emotion,emoção_condicionada
653,,,,emotional_state,estado_emocional
654,,,,spirit,espírito
655,,,,fear,medo
656,,,,fearfulness,timidez
657,,,,fright,susto
658,,,,reverence,reverência
659,,,,awe,temor
660,,,,veneration,veneração
661,,,,hate,ódio
662,,,,hatred,DUPLICATE_ódio
663,,,,joy,alegria
664,,,,joyousness,contentamento
665,,,,joyfulness,júbilo
666,,,,love,amor
667,,,,annoyance,aborrecimento
668,,,,chafe,irritação
669,,,,vexation,vexame
670,,,,bad_temper,mau_feitio
671,,,,ill_temper,DUPLICATE_mau_feitio
672,,,,dander,indignação
673,,,,hackles,crispação
674,,,,fury,fúria
675,,,,rage,DUPLICATE_fúria
676,,,,madness,loucura
677,,,,huffiness,rancor
678,,,,indignation,DUPLICATE_indignação
679,,,,outrage,ultraje
680,,,,infuriation,enfurecimento
681,,,,enragement,enraivecimento
682,,,,umbrage,ressentimento
683,,,,offense,ofensa
684,,,,offence,DUPLICATE_ofensa
685,,,,angst,angústia
686,,,,anxiousness,DUPLICATE_ansiedade
687,,,,disquiet,inquietação
688,,,,concern,preocupação
689,,,,care,cuidado
690,,,,discomfiture,desconforto
691,,,,discomposure,descomposição
692,,,,disconcertion,desconcerto
693,,,,disconcertment,DUPLICATE_desconcerto
694,,,,edginess,nervosismo
695,,,,uneasiness,mal-estar
696,,,,inquietude,inquietude
697,,,,disquietude,DUPLICATE_inquietude
698,,,,insecurity,insegurança
699,,,,jitteriness,DUPLICATE_nervosismo
700,,,,jumpiness,DUPLICATE_nervosismo
701,,,,nervousness,DUPLICATE_nervosismo
702,,,,restiveness,DUPLICATE_inquietude
703,,,,scruple,escrúpulo
704,,,,qualm,DUPLICATE_escrúpulo
705,,,,misgiving,apreensão
706,,,,sinking,sensação_de_afundamento
707,,,,sinking_feeling,DUPLICATE_sensação_de_afundamento
708,,,,worry,DUPLICATE_preocupação
709,,,,trouble,problema
710,,,,ecstasy,êxtase
711,,,,rapture,DUPLICATE_êxtase
712,,,,transport,arrebatamento
713,,,,exaltation,exaltação
714,,,,raptus,DUPLICATE_êxtase
715,,,,embarrassment,embaraço
716,,,,gratification,gratificação
717,,,,satisfaction,satisfação
718,,,,happiness,felicidade
719,,,,felicity,DUPLICATE_felicidade
720,,,,state,DUPLICATE_estado_emocional
721,,,,unhappiness,infelicidade
722,,,,alarm,alarme
723,,,,dismay,desânimo
724,,,,consternation,consternação
725,,,,apprehension,DUPLICATE_apreensão
726,,,,apprehensiveness,DUPLICATE_apreensão
727,,,,dread,DUPLICATE_temor
728,,,,creeps,calafrio
729,,,,frisson,frisson
730,,,,shiver,DUPLICATE_arrepio
731,,,,chill,DUPLICATE_arrepio
732,,,,quiver,tremor
733,,,,shudder,estremecer
734,,,,thrill,DUPLICATE_excitação
735,,,,tingle,formigueiro
736,,,,horror,horror
737,,,,hysteria,histeria
738,,,,intimidation,intimidação
739,,,,panic,pânico
740,,,,terror,terror
741,,,,affright,DUPLICATE_susto
742,,,,scare,DUPLICATE_susto
743,,,,panic_attack,ataque_de_pânico
744,,,,stage_fright,medo_do_palco
745,,,,timidity,DUPLICATE_timidez
746,,,,timidness,DUPLICATE_timidez
747,,,,timorousness,DUPLICATE_timidez
748,,,,abhorrence,aversão
749,,,,abomination,abominação
750,,,,detestation,repulsa
751,,,,execration,execração
752,,,,loathing,repugnância
