,ID,Relation,Source,Target,PT
596,,,,pocket-sized,DUPLICATE_de_bolso
597,,,,pocketable,DUPLICATE_de_bolso
598,,,,puny,insignificante
599,,,,runty,raquítico
600,,,,shrimpy,DUPLICATE_NO_TRANSLATION
601,,,,slender,delgado
602,,,,slim,DUPLICATE_diminuto
603,,,,smaller,mais_pequeno
604,,,,littler,mais_pequenino
605,,,,smallish,DUPLICATE_pequeno
606,,,,small-scale,pequena_escala
607,,,,undersize,subdimensionar
608,,,,undersized,subdimensionado
609,,,,,"baixo,nanico,pigmeu,portátil,compacto,mini"
610,L09_31,antonyms - gradable,long,,comprido
611,,,,short,curto
612,,,,abbreviated,abreviado
613,,,,shortened,encurtado
614,,,,truncated,truncado
615,,,,brief,breve
616,,,,clipped,DUPLICATE_encurtado
617,,,,fleeting,fugaz
618,,,,fugitive,DUPLICATE_fugaz
619,,,,momentaneous,momentâneo
620,,,,momentary,DUPLICATE_momentâneo
621,,,,short_and_sweet,NO_TRANSLATION
622,,,,short-dated,curto_prazo
623,,,,short-range,curto_alcance
624,,,,short-run,DUPLICATE_curto_prazo
625,,,,short-term,DUPLICATE_curto_prazo
626,,,,close,DUPLICATE_compacto
627,,,,curtal,reduzido
628,,,,sawed-off,serrado
629,,,,sawn-off,DUPLICATE_serrado
630,,,,shortish,curtinho
631,,,,short-snouted,DUPLICATE_NO_TRANSLATION
632,,,,snub,DUPLICATE_NO_TRANSLATION
633,,,,stubby,DUPLICATE_atarracado
634,,,,telescoped,telescópico
635,,,,truncate,truncar
636,,,,chunky,robusto
637,,,,dumpy,atarracado
638,,,,low-set,DUPLICATE_NO_TRANSLATION
639,,,,squat,agachar
640,,,,squatty,agachado
641,,,,stumpy,DUPLICATE_atarracado
642,,,,compact,compacto
643,,,,heavyset,corpolento
644,,,,stocky,DUPLICATE_atarracado
645,,,,thick,grosso
646,,,,thickset,DUPLICATE_grosso
647,,,,half-length,médio
648,,,,pint-size,pequenino
649,,,,pint-sized,DUPLICATE_pequenino
650,,,,runty,raquítico
651,,,,short-stalked,DUPLICATE_curto
652,,,,squab,rechonchudo
653,,,,squabby,DUPLICATE_rechonchudo
654,,,,,"resumido,transitório,eférmero,compendioso,baixo_alcance,volumoso,cortado,seccionado,gorducho,sintético,restrito,sucinto"
655,L09_32,antonyms - gradable,lumpy,,grumoso
656,,,,flat,liso
657,,,,level,nível
658,,,,plane,plano
659,,,,even,regular
660,,,,,"raso,uniforme"
661,L09_33,antonyms - gradable,noisy,,barulhento
662,,,,silent,silencioso
663,,,,uncommunicative,não_comunicativo
664,,,,dumb,DUPLICATE_mudo
665,,,,mute,mudo
666,,,,inarticulate,desarticulado
667,,,,unarticulate,DUPLICATE_desarticulado
668,,,,,"calado,emudecido"
669,L09_34,antonyms - gradable,normal,,normal
670,,,,abnormal,anormal
671,,,,aberrant,aberrante
672,,,,deviant,desviante
673,,,,deviate,desviar
674,,,,anomalous,anómalo
675,,,,antidromic,antidrómico
676,,,,atypical,atípico
677,,,,irregular,irregular
678,,,,brachydactylic,braquidactílico
679,,,,brachydactylous,DUPLICATE_braquidactílico
680,,,,defective,defeituoso
681,,,,freakish,caprichoso
682,,,,kinky,excêntrico
683,,,,perverted,perverso
684,,,,subnormal,atrasado
685,,,,supernormal,supernormal
686,,,,vicarious,vicariante
687,,,,unusual,incomum
688,,,,exceptional,excepcional
689,,,,insane,alienado
690,,,,unnatural,antinatural
691,,,,,"especial,estranho,insólito,desviado,extravagante,bizarro,invulgar,raro"
692,L09_35,antonyms - gradable,organized,,organizado
693,,,,unorganized,desorganizado
694,,,,unstructured,desestruturado
695,,,,uncoordinated,descoordenado
696,,,,unformed,imaturo
697,,,,unincorporated,desincorporado
699,L09_36,antonyms - gradable,pale,,pálido
700,,,,tanned,moreno
701,,,,bronzed,bronzeado
702,,,,suntanned,DUPLICATE_bronzeado
703,,,,brunet,DUPLICATE_moreno
704,,,,brunette,DUPLICATE_moreno
705,,,,,"queimado,escuro"
706,L09_37,antonyms - gradable,rich,,rico
707,,,,poor,pobre
708,,,,broke,falido
709,,,,bust,DUPLICATE_falido
710,,,,skint,teso
711,,,,stone-broke,liso
712,,,,stony-broke,DUPLICATE_liso
713,,,,destitute,DUPLICATE_indigente
714,,,,impoverished,empobrecido
715,,,,indigent,indigente
716,,,,necessitous,necessitado
717,,,,needy,DUPLICATE_necessitado
718,,,,poverty-stricken,DUPLICATE_pobre
719,,,,hard_up,desfavorecido
720,,,,impecunious,impecunioso
721,,,,penniless,DUPLICATE_sem_dinheiro
722,,,,penurious,penurioso
723,,,,pinched,apertado
724,,,,moneyless,sem_dinheiro
725,,,,unprovided,desprovido
726,,,,,"carente,desabastecido,mísero,arruinado"
727,L09_38,antonyms - gradable,sane,,são
728,,,,crazy,tolo
729,,,,loony,DUPLICATE_louco
730,,,,looney,DUPLICATE_louco
731,,,,nutcase,DUPLICATE_maluco
732,,,,weirdo,esquisito
733,,,,mad,louco
734,,,,insane,insano
735,,,,,"pateta,doido,excêntrico,maluco,alienado"
736,L09_39,antonyms - gradable,short,,baixo
737,,,,tall,alto
738,,,,gangling,desengonçado
739,,,,gangly,DUPLICATE_desengonçado
740,,,,lanky,esgalgado
741,,,,rangy,esguio
742,,,,height,altura
743,,,,leggy,DUPLICATE_pernilongo
744,,,,long-legged,pernilongo
745,,,,long-shanked,DUPLICATE_pernilongo
746,,,,tall-growing,DUPLICATE_alto
747,,,,long,comprido
748,,,,long-stalked,NO_TRANSLATION
749,,,,tall-stalked,DUPLICATE_NO_TRANSLATION
750,,,,stately,imponente
751,,,,statuesque,escultural
752,,,,tallish,DUPLICATE_alto
753,,,,,"estatura,pernalta,longo,faustoso,pomposo"
754,L09_40,antonyms - gradable,simple,,simples
755,,,,difficult,difícil
756,,,,challenging,desafiante
757,,,,hard,duro
758,,,,complicated,complicado
759,,,,demanding,exigente
760,,,,daunting,intimidante
761,,,,taxing,árduo
762,,,,,"desafiador,complexo,assustador,desencorajador,esgotante"
763,L09_41,antonyms - gradable,sincere,,sincero
764,,,,insincere,insincero
765,,,,bootlicking,lambe-botas
766,,,,fawning,adulador
767,,,,obsequious,servil
768,,,,sycophantic,sycophantic
769,,,,toadyish,bajulador
770,,,,buttery,DUPLICATE_untuoso
771,,,,fulsome,DUPLICATE_servil
772,,,,oily,DUPLICATE_untuoso
773,,,,oleaginous,DUPLICATE_untuoso
774,,,,smarmy,DUPLICATE_bajulador
775,,,,soapy,lisonjeiro
776,,,,unctuous,untuoso
777,,,,dissimulative,dissimulado
778,,,,False,falso
779,,,,feigned,simulado
780,,,,gilded,dourado
781,,,,meretricious,meretrício
782,,,,specious,enganador
783,,,,hypocritical,hipócrita
