,ID,Relation,Source,Target,PT
211,,,,paws,patas
212,,,,fur,pêlo
213,,,,eyes,olhos
214,,,,back,dorso
215,,,,claws,garras
216,,,,tail,cauda
217,,,,teeth,dentes
219,L06_10,meronyms - part,chair,,cadeira
220,,,,seat,assento
221,,,,armrest,apoio_de_braços
222,,,,headrest,apoio_de_cabeça
223,,,,armrests,apoios_de_braços
224,,,,rest,descanso
225,,,,pad,coxim
226,,,,back,costas
227,,,,leg,perna
228,,,,backrest,encosto
229,,,,legs,pernas
231,L06_11,meronyms - part,church,,igreja
232,,,,altar,altar
233,,,,choir,coro
234,,,,vestry,sacristia
235,,,,transept,transepto
236,,,,apse,apse
237,,,,sanctuary,santuário
238,,,,rood,crucifixo
239,,,,screen,divisória
240,,,,bema,púlpito
241,,,,nave,nave
242,,,,tower,torre
243,,,,sacristy,DUPLICATE_sacristia
244,,,,corner,cantoneira
245,,,,chancel,DUPLICATE_coro
246,,,,amen,ámen
247,,,,chapel,capela
248,,,,apsis,DUPLICATE_apse
249,,,,side,lateral
250,,,,narthex,vestíbulo
251,,,,presbytery,presbitério
252,,,,side_chapel,capela_lateral
253,,,,lady_chapel,NO_TRANSLATION
254,,,,church_tower,torre_da_igreja
255,,,,rood_screen,coro_alto
256,,,,amen_corner,DUPLICATE_NO_TRANSLATION
258,L06_12,meronyms - part,comb,,pente
259,,,,teeth,dentes
260,,,,shaft,haste
261,,,,grip,pega
262,,,,tooth,DUPLICATE_dentes
263,,,,handle,cabo
265,L06_13,meronyms - part,day,,dia
266,,,,hour,hora
267,,,,forenoon,manhã
268,,,,eventide,entardecer
269,,,,nanosecond,nanossegundo
270,,,,noonday,meio-dia
271,,,,femtosecond,fentossegundo
272,,,,hr,h
273,,,,minutes,minutos
274,,,,microsecond,microssegundo
275,,,,msec,ms
276,,,,time,tempo
277,,,,midnight,meia-noite
278,,,,sec,s
279,,,,nighttime,nocturno
280,,,,min,m
281,,,,morning,DUPLICATE_manhã
282,,,,noon,DUPLICATE_meio-dia
283,,,,evening,anoitecer
284,,,,dark,escuro
285,,,,picosecond,picossegundo
286,,,,daytime,diurno
287,,,,minute,minuto
288,,,,daylight,luz_do_dia
289,,,,s,DUPLICATE_s
290,,,,high,alto
291,,,,even,DUPLICATE_anoitecer
292,,,,quarter,quarto
293,,,,morn,alvorada
294,,,,noontide,DUPLICATE_meio-dia
295,,,,second,segundo
296,,,,afternoon,tarde
297,,,,twelve,doze
298,,,,millisecond,milissegundo
299,,,,midday,DUPLICATE_meio-dia
300,,,,midafternoon,meio_da_tarde
301,,,,attosecond,atossegundo
302,,,,night,noite
303,,,,morning_time,DUPLICATE_manhã
304,,,,high_noon,DUPLICATE_meio-dia
305,,,,half-hour,meia-hora
306,,,,twelve_noon,DUPLICATE_meio-dia
307,,,,late-night_hour,fim_da_noite
308,,,,early-morning_hour,início_da_noite
309,,,,lights-out,luzes_apagadas
310,,,,60_minutes,60_minutos
311,,,,small_hours,madrugada
312,,,,30_minutes,30_minutos
313,,,,15_minutes,15_minutos
314,,,,quarter-hour,quarto-de-hora
315,,,,,lusco-fusco
316,L06_14,meronyms - part,deer,,veado
317,,,,antler,haste
318,,,,antlers,hastes
319,,,,withers,cernelha
320,,,,flag,aviso
321,,,,scut,cauda_curta
323,L06_15,meronyms - part,dollar,,dólar
324,,,,cent,cêntimo
326,L06_16,meronyms - part,door,,porta
327,,,,hinge,dobradiça
328,,,,keyhole,buraco_da_fechadura
329,,,,threshold,soleira
330,,,,doorframe,caixilho
331,,,,bolt,fecho
332,,,,deadbolt,trinco
333,,,,doorjamb,ombreira
334,,,,tumbler,DUPLICATE_fecho
335,,,,doorpost,DUPLICATE_ombreira
336,,,,doorstep,DUPLICATE_soleira
337,,,,doorcase,DUPLICATE_caixilho
338,,,,case,DUPLICATE_caixilho
339,,,,lock,fechadura
340,,,,casing,DUPLICATE_caixilho
341,,,,doorsill,DUPLICATE_soleira
343,L06_17,meronyms - part,dress,,vestido
344,,,,sleeve,manga
345,,,,slide,fecho
346,,,,plastron,peitilho
347,,,,zip,DUPLICATE_fecho
348,,,,zipper,DUPLICATE_fecho
349,,,,fastener,DUPLICATE_fecho
350,,,,hemline,bainha
351,,,,bodice,corpete
352,,,,neckline,decote
353,,,,waistline,cintura
354,,,,belt,cinto
355,,,,slide_fastener,DUPLICATE_fecho
356,,,,zip_fastener,DUPLICATE_fecho
358,L06_18,meronyms - part,filename,,nome_do_ficheiro
359,,,,extension,extensão
360,,,,name,nome
362,L06_19,meronyms - part,flower,,flor
363,,,,petal,pétala
364,,,,leaf,folha
365,,,,anther,antera
366,,,,style,estilete
367,,,,perianth,perianto
368,,,,placenta,placenta
369,,,,stamen,estame
370,,,,pistil,gineceu
371,,,,ovary,ovário
372,,,,corolla,corola
373,,,,carpel,carpelo
374,,,,envelope,envelope
375,,,,sepal,sépala
376,,,,calyx,cálice
377,,,,stigma,estigma
378,,,,chlamys,clâmide
379,,,,petals,pétalas
380,,,,corona,coroa
381,,,,perigonium,perigónio
382,,,,perigone,DUPLICATE_perigónio
383,,,,flower_petal,pétala_de_flor
384,,,,floral_leaf,folha_floral
385,,,,floral_envelope,envelope_floral
386,,,,gynostegium,ginostégio
389,L06_20,meronyms - part,gigabit,,gigabit
390,,,,megabit,megabit
391,,,,kbit,kbit
392,,,,kb,kb
393,,,,kilobit,kilobit
394,,,,mb,mb
395,,,,mbit,mbit
397,L06_21,meronyms - part,gramm,,grama
398,,,,milligram,miligrama
399,,,,mg,mg
400,,,,grain,grão
401,,,,mcg,mcg
402,,,,carat,quilate
403,,,,microgram,micrograma
404,,,,ng,ng
405,,,,dg,dg
406,,,,decigram,decigrama
407,,,,nanogram,nanograma
408,,,,metric_grain,grão_métrico
409,,,,obolus,óbolo
411,L06_22,meronyms - part,guitar,,guitarra
412,,,,string,corda
413,,,,deck,tampo
414,,,,pegs,cravelhas
415,,,,fret,traste
416,,,,strings,cordas
417,,,,frets,trastes
418,,,,peg,cravelha
419,,,,fingerboard,escala
421,L06_23,meronyms - part,gun,,arma
422,,,,trigger,gatilho
423,,,,holder,suporte
424,,,,safety,segurança
425,,,,extractor,extractor
426,,,,clip,carregador
427,,,,magazine,DUPLICATE_carregador
428,,,,barrel,cano
429,,,,hammer,cão
430,,,,viewfinder,mira
431,,,,gunsight,DUPLICATE_mira
432,,,,stock,coronha
433,,,,cartridge,cartucho
434,,,,remover,DUPLICATE_removedor_de_cartuchos
435,,,,chamber,câmara
436,,,,ejector,ejector
437,,,,cock,DUPLICATE_cão
438,,,,catch,DUPLICATE_suporte
439,,,,finder,DUPLICATE_mira
440,,,,mechanism,mecanismo
441,,,,gunstock,DUPLICATE_coronha
442,,,,lock,bloqueio
443,,,,action,disparo
444,,,,muzzle,boca
445,,,,key,NO_TRANSLATION
446,,,,gunlock,bloqueio_da_arma
447,,,,cartridge_holder,porta_cartuchos
448,,,,gun_muzzle,boca_da_arma
449,,,,gun-sight,DUPLICATE_mira
450,,,,action_mechanism,mecanismo_de_disparo
451,,,,gun_chamber,câmara_da_arma
452,,,,gun_trigger,gatilho_da_arma
453,,,,firing_mechanism,DUPLICATE_mecanismo_de_disparo
454,,,,safety_lock,bloqueio_de_segurança
455,,,,cartridge_extractor,extractor_de_cartuchos
456,,,,firing_chamber,câmara_de_disparo
457,,,,cartridge_ejector,ejector_de_cartuchos
458,,,,view_finder,DUPLICATE_mira
459,,,,cartridge_clip,carregador_de_cartuchos
460,,,,gun_barrel,cano_de_arma
461,,,,safety_catch,DUPLICATE_bloqueio_de_segurança
462,,,,cartridge_remover,removedor_de_cartuchos
464,L06_24,meronyms - part,harbor,,porto
465,,,,dock,doca
466,,,,facility,instalação
467,,,,anchorage,ancoradouro
468,,,,landing,aterragem
469,,,,docking,ancoragem
470,,,,dockage,DUPLICATE_ancoragem
471,,,,anchorage_ground,DUPLICATE_ancoradouro
472,,,,docking_facility,DUPLICATE_ancoradouro
473,,,,landing_place,DUPLICATE_ancoradouro
474,,,,landing_stage,DUPLICATE_ancoragem
476,L06_25,meronyms - part,jail,,prisão
477,,,,cell,cela
478,,,,cellblock,bloco_de_celas
479,,,,guard,guarda
480,,,,police,polícia
481,,,,prison_cell,DUPLICATE_cela
482,,,,jail_cell,DUPLICATE_cela
484,L06_26,meronyms - part,jewellery,,joalharia
485,,,,bead,conta
486,,,,stone,pedra
487,,,,wire,fio
488,,,,beads,contas
489,,,,gemstone,pedra_preciosa
490,,,,gem,gema
491,,,,metal,metal
492,,,,gold,ouro
493,,,,silver,prata
494,,,,platina,platina
495,,,,jewel,jóia
497,L06_27,meronyms - part,litre,,litro
498,,,,millilitre,mililitro
499,,,,cc,cc
500,,,,ml,ml
501,,,,milliliter,DUPLICATE_mililitro
502,,,,cl,cl
503,,,,dl,dl
504,,,,deciliter,decilitro
505,,,,mil,DUPLICATE_mililitro
506,,,,cubic_centimetre,centímetro_cúbico
507,,,,centiliter,DUPLICATE_centilitro
508,,,,decilitre,DUPLICATE_decilitro
509,,,,cubic_centimeter,DUPLICATE_centímetro_cúbico
510,,,,centilitre,DUPLICATE_centilitro
511,,,,cubic_millimeter,milímetro_cúbico
512,,,,cubic_millimetre,DUPLICATE_milímetro_cúbico
514,L06_28,meronyms - part,movie,,filme
515,,,,scene,cena
516,,,,subtitles,legendas
517,,,,footage,imagens
518,,,,credit,crédito
519,,,,episode,episódio
520,,,,shot,filmagem
521,,,,sequence,sequência
522,,,,credits,créditos
523,,,,caption,legenda
525,L06_29,meronyms - part,orthography,,ortografia
526,,,,hyphenation,hifenização
527,,,,punctuation,pontuação
528,,,,punctuation_mark,sinal_de_pontuação
529,,,,word_division,divisão_de_palavras
530,,,,spelling,soletração
532,L06_30,meronyms - part,piano,,piano
533,,,,keyboard,teclado
534,,,,clavier,cravo
535,,,,loud,alto
536,,,,hammer,martelo
537,,,,sounding,ressonância
538,,,,pedal,pedal
539,,,,sustaining,sustentação
540,,,,soft,suave
541,,,,fingerboard,escala
542,,,,soundboard,placa_de_som
543,,,,action,acção
544,,,,board,placa
545,,,,key,tecla
546,,,,fallboard,tampa_do_teclado
547,,,,piano_action,mecanismo_do_piano
548,,,,action_mechanism,mecanismo_de_acção
549,,,,damper_block,bloco_amortecedor
550,,,,fall-board,DUPLICATE_tampa_do_teclado
551,,,,sounding_board,caixa_de_ressonância
552,,,,sustaining_pedal,pedal_de_sustentação
553,,,,loud_pedal,pedal_alto
554,,,,piano_damper,abafador_de_piano
555,,,,piano_keyboard,teclado_de_piano
556,,,,sound_hole,abertura_acústica
557,,,,soft_pedal,pedal_suave
559,L06_31,meronyms - part,pie,,tarte
560,,,,crust,crosta
561,,,,cheese,queijo
562,,,,filling,recheio
563,,,,fruit,fruta
564,,,,apple,maçã
565,,,,berries,bagas
566,,,,glazing,cobertura
567,,,,pastry,pastelaria
568,,,,icing,DUPLICATE_cobertura
570,L06_32,meronyms - part,poem,,poema
571,,,,stanza,estrofe
572,,,,canto,canto
573,,,,prosody,prosódia
574,,,,rime,rima
575,,,,line,linha
576,,,,rhyme,DUPLICATE_rima
577,,,,verse,verso
578,,,,poetic_rhythm,ritmo_poético
579,,,,rhythmic_pattern,padrão_rítmico
580,,,,verse_line,linha_de_verso
581,,,,line_of_verse,DUPLICATE_linha_de_verso
582,,,,line_of_poetry,linha_de_poesia
583,,,,,"redondilha,quadra,quarteto,trova"
584,L06_33,meronyms - part,pub,,bar
585,,,,bar,bar
586,,,,barroom,DUPLICATE_bar
587,,,,taproom,DUPLICATE_bar
588,,,,saloon,salão
589,,,,ginmill,destilaria_de_gin
591,L06_34,meronyms - part,radio,,rádio
592,,,,receiver,receptor
593,,,,tuner,sintonizador
594,,,,radio,rádio
595,,,,demodulator,desmodulador
596,,,,transmitter,transmissor
597,,,,detector,detector
598,,,,receiving,recepção
599,,,,set,aparelho
600,,,,amplifier,amplificador
601,,,,wireless,sem_fios
602,,,,radio_transmitter,transmissor_de_rádio
603,,,,receiving_set,aparelho_de_recepção
604,,,,radio_receiver,receptor_de_rádio
605,,,,radio_set,aparelho_de_rádio
607,L06_35,meronyms - part,railcar,,vagão
608,,,,suspension,suspensão
609,,,,cushion,coxim
610,,,,shock,choque
611,,,,shock_absorber,amortecedor
612,,,,suspension_system,sistema_de_suspensão
614,L06_36,meronyms - part,seafront,,beira_mar
615,,,,harbor,porto
616,,,,seaport,porto_de_mar
617,,,,dock,doca
618,,,,haven,enseada
619,,,,anchorage,ancoradouro
620,,,,landing,ancoragem
621,,,,harbour,DUPLICATE_porto
622,,,,dockage,DUPLICATE_ancoragem
623,,,,anchorage_ground,DUPLICATE_ancoradouro
624,,,,docking_facility,DUPLICATE_ancoradouro
625,,,,landing_place,DUPLICATE_ancoradouro
626,,,,landing_stage,DUPLICATE_ancoragem
628,L06_37,meronyms - part,shilling,,xelim
629,,,,pence,centavo
631,L06_38,meronyms - part,shirt,,camisa
632,,,,button,botão
633,,,,dickie,babete
634,,,,collar,colarinho
635,,,,dickey,DUPLICATE_babete
636,,,,sleeve,manga
637,,,,buttons,botões
638,,,,dicky,DUPLICATE_babete
639,,,,pocket,bolso
640,,,,shirttail,fralda_da_camisa
641,,,,shirtsleeve,manga_da_camisa
642,,,,shirtfront,peito_da_camisa
643,,,,shirt_button,botão_de_camisa
645,L06_39,meronyms - part,sonata,,sonata
646,,,,movement,movimento
647,,,,psrt,NO_TRANSLATION
650,L06_40,meronyms - part,staircase,,escadaria
651,,,,step,degrau
652,,,,riser,pé_do_degrau
653,,,,landing,patamar
654,,,,tread,piso
655,,,,stair,escadaria
656,,,,stairhead,cimo_da_escada
658,L06_41,meronyms - part,sword,,espada
659,,,,blade,lámina
660,,,,forte,forte
661,,,,hilt,punho
662,,,,peak,ponta
663,,,,foible,fraquesa
664,,,,point,DUPLICATE_ponta
665,,,,pommel,pomo
666,,,,haft,DUPLICATE_punho
667,,,,tip,DUPLICATE_ponta
668,,,,knob,DULICATE_pomo
669,,,,helve,cabo
670,,,,knife_edge,gume
671,,,,cutting_edge,DUPLICATE_gume
673,L06_42,meronyms - part,table,,mesa
674,,,,tabletop,tampo
675,,,,tableware,talheres
676,,,,leg,perna
677,,,,legs,pernas
679,L06_43,meronyms - part,teapot,,bule
680,,,,spout,bico
681,,,,handle,pega
682,,,,knob,tampa
683,,,,lid,DUPLICATE_tampa
684,,,,body,corpo
685,,,,belly,barriga
686,,,,base,base
687,,,,filter,filtro
688,,,,tea_filter,filtro_de_chá
690,L06_44,meronyms - part,telephone,,telefone
691,,,,receiver,receptor
692,,,,mouthpiece,bocal
693,,,,dial,marcador
694,,,,wire,fio
695,,,,screen,visor
696,,,,display,DUPLICATE_visor
697,,,,telephone_receiver,auscultador
699,L06_45,meronyms - part,tonne,,tonelada
700,,,,kilogram,quilograma
701,,,,mg,mg
702,,,,gm,gm
703,,,,hg,hg
704,,,,grain,grão
705,,,,milligram,miligrama
706,,,,hundredweight,quintal
707,,,,kilo,quilo
708,,,,mcg,mcg
709,,,,dag,dag
710,,,,carat,quilate
711,,,,microgram,micrograma
712,,,,gramme,grama
713,,,,quintal,DUPLICATE_quintal
714,,,,ng,ng
715,,,,gram,DUPLICATE_grama
716,,,,dg,dg
717,,,,g,g
718,,,,kg,kg
719,,,,decigram,decigrama
720,,,,nanogram,nanograma
721,,,,myriagram,miograma
722,,,,centner,meio_quintal
723,,,,metric_grain,grão_métrico
724,,,,myg,myg
725,,,,dekagram,decagrama
726,,,,decagram,DUPLICATE_decagrama
727,,,,metric_hundredweight,quintal_métrico
728,,,,obolus,óbulo
729,,,,doppelzentner,DUPLICATE_quintal
730,,,,hectogram,hectograma
731,,,,dkg,dkg
733,L06_46,meronyms - part,torso,,tronco
734,,,,chest,peito
735,,,,arse,cu
736,,,,shoulder,ombro
737,,,,bum,rabo
738,,,,midriff,barriga
739,,,,groin,virilha
740,,,,deltoid,deltóide
741,,,,diaphragm,diafragma
742,,,,lat,NO_TRANSLATION
743,,,,pectoralis,peitoral
744,,,,behind,DUPLICATE_rabo
745,,,,gluteus,glúteos
746,,,,middle,médio
747,,,,stomach,estômago
748,,,,teres,redondo
749,,,,thorax,tórax
750,,,,tush,DUPLICATE_rabo
751,,,,ab,DUPLICATE_NO_TRANSLATION
752,,,,rump,alcatra
753,,,,breastbone,esterno
754,,,,buns,nádegas
755,,,,gladiolus,gladíolo
756,,,,haunch,anca
757,,,,backside,costas
758,,,,buttocks,DUPLICATE_nádegas
759,,,,serratus,serrato
760,,,,pectoral,DUPLICATE_peitoral
761,,,,stern,tronco
762,,,,navel,umbigo
763,,,,paunch,DUPLICATE_barriga
764,,,,seat,assento
765,,,,mediastinum,mediastino
766,,,,ass,DUPLICATE_rabo
767,,,,axilla,axila
768,,,,back,DUPLICATE_costas
769,,,,belly,DUPLICATE_barriga
770,,,,bottom,DUPLICATE_rabo
771,,,,omphalos,DUPLICATE_umbigo
772,,,,fundament,DUPLICATE_rabo
773,,,,acromion,acrómio
774,,,,derriere,DUPLICATE_rabo
775,,,,hindgut,intestino_posterior
776,,,,gut,intestino
777,,,,gallbladder,vesícula_biliar
778,,,,saddle,lombo
779,,,,cheek,bochecha
780,,,,waist,cintura
781,,,,butt,DUPLICATE_rabo
782,,,,bowel,DUPLICATE_intestino
783,,,,keister,DUPLICATE_rabo
784,,,,bellybutton,DUPLICATE_umbigo
785,,,,pectus,DUPLICATE_peito
786,,,,prat,DUPLICATE_rabo
787,,,,loins,ventre
788,,,,abdominal,abdominal
789,,,,rear,traseiro
790,,,,dorsum,DUPLICATE_dorso
791,,,,posterior,DUPLICATE_rabo
792,,,,venter,DUPLICATE_ventre
793,,,,small,pequeno
794,,,,abdomen,abdómen
795,,,,umbilicus,DUPLICATE_umbigo
796,,,,armpit,DUPLICATE_axila
797,,,,waistline,DUPLICATE_cintura
798,,,,sternum,DUPLICATE_esterno
799,,,,scapula,escápula
800,,,,glute,glúteo
801,,,,manubrium,manúbrio
802,,,,fanny,DUPLICATE_rabo
803,,,,side,lado
804,,,,midsection,secção_média
805,,,,pecs,peitorais
806,,,,hip,DUPLICATE_anca
807,,,,buttock,nádega
808,,,,intestine,DUPLICATE_intestino
809,,,,breast,DUPLICATE_peito
810,,,,can,DUPLICATE_NO_TRANSLATION
811,,,,tail,cauda
812,,,,hindquarters,DUPLICATE_anca
813,,,,xiphoid_process,processo_xifóide
814,,,,thoracic_vertebra,vértebra_torácica
815,,,,abdominal_wall,parede_abdominal
816,,,,musculus_deltoideus,músculo_deltóide
817,,,,abdominal_cavity,cavidade_abdominal
818,,,,arteria_circumflexa_scapulae,artéria_circunflexa_da_escápula
819,,,,arteria_glutes,artéria_dos_glúteos
820,,,,arteria_axillaris,artéria_axilar
821,,,,axillary_fossa,fossa_axilar
822,,,,arteria_colica,artéria_cólica
823,,,,articulatio_humeri,articulação_do_úmero
824,,,,shoulder_joint,articulação_do_ombro
825,,,,gall_bladder,DUPLICATE_vesícula_biliar
826,,,,spare_tire,prega_adiposa
827,,,,arteria_circumflexa_humeri,artéria_circumflexa_do_úmero
828,,,,serratus_muscles,músculo_do_serrato
829,,,,axillary_artery,DUPLICATE_artéria_axilar
830,,,,gluteus_muscle,músculo_dos_glúteos
831,,,,love_handle,DUPLICATE_prega_adiposa
832,,,,latissimus_dorsi,grande_dorsal
833,,,,pectoral_muscle,músculo_peitoral
834,,,,tooshie,DUPLICATE_rabo
835,,,,abdominal_muscle,músculo_abdominal
836,,,,circumflex_humeral_artery,artéria_humeral_circunflexa
837,,,,abdominal_aorta,aorta_abdominal
838,,,,vena_thoracica,veia_torácica
839,,,,musculus_pectoralis,DUPLICATE_músculo_peitoral
840,,,,hypochondrium,hipocondrio
841,,,,area_of_cardiac_dullness,área_de_embotamento_cardíaco
842,,,,glenoid_cavity,cavidade_glenóide
843,,,,rib_cage,caixa_torácica
844,,,,thoracic_aorta,aorta_torácica
845,,,,omphalus,DUPLICATE_umbigo
846,,,,circumflex_scapular_artery,artéria_escapulária_circunflexa
847,,,,acromial_process,processo_acromial
848,,,,shoulder_bone,DUPLICATE_escápula
849,,,,tail_end,DUPLICATE_rabo
850,,,,rear_end,DUPLICATE_rabo
851,,,,gluteal_muscle,músculo_glúteo
852,,,,inguen,DUPLICATE_virilha
853,,,,shoulder_blade,DUPLICATE_escápula
854,,,,rotator_cuff,DUPLICATE_articulação_do_ombro
855,,,,corpus_sternum,corpo_esterno
856,,,,dorsal_vertebra,vértebra_dorsal
857,,,,teres_muscle,músculo_redondo
858,,,,thoracic_cavity,cavidade_torácica
859,,,,axillary_cavity,cavidade_axilar
860,,,,chest_cavity,DUPLICATE_cavidade_torácica
861,,,,deltoid_muscle,DUPLICATE_músculo_deltóide
862,,,,belly_button,DUPLICATE_umbigo
863,,,,gluteal_artery,artéria_glútea
864,,,,thoracic_vein,DUPLICATE_veia_torácica
