,ID,Relation,Source,Target,FR
86,,,,mammal,mammifère
87,,,,bison,bison
88,,,,cow,vache
89,,,,vertebrate,vertébré
90,,,,creature,créature
91,,,,ungulate,ongulé
92,,,,beast,bête
93,,,,being,être
94,,,,animal,animal
95,,,,organism,organisme
96,,,,fauna,faune
97,,,,placental,placentaire
98,,,,artiodactyl,artiodactyle
99,,,,ruminant,ruminant
100,,,,chordate,chordé
101,,,,eutherian,euthérien
102,,,,mammalian,DUPLICATE_mammifère
103,,,,bovine,bovin
104,,,,animate_being,être_animé
105,,,,eutherian_mammal,mammifère_euthérien
106,,,,placental_mammal,mammifère_placentaire
107,,,,craniate,craniate
108,,,,physical_hoofed_mammal,mammifère_physique
109,,,,physical_entity,entité_physique
110,,,,even-toed_ungulate,ongulés_pourvus_de_dents
111,,,,artiodactyl_mammal,artiodactyle_mammifère
112,,,,living_thing,être_vivant
114,L01_8,hypernyms - animals,butterfly,,papillon
115,,,,insect,insecte
116,,,,creature,créature
117,,,,beast,bête
118,,,,lepidopteran,lépidoptère
119,,,,animal,animal
120,,,,organism,organisme
121,,,,fauna,faune
122,,,,arthropod,arthropode
123,,,,lepidopterous_insect,insecte_lépidoptère
124,,,,lepidopteron,DUPLICATE_lépidoptère
125,,,,animate_being,être_animé
126,,,,living_thing,être_vivant
128,L01_9,hypernyms - animals,cat,,chat
129,,,,feline,félin
130,,,,beast,bête
131,,,,animal,animal
132,,,,organism,organisme
133,,,,fauna,faune
134,,,,placental,placentaire
135,,,,carnivore,carnivore
136,,,,chordate,chordé
137,,,,felid,félidé
138,,,,eutherian,euthérien
139,,,,mammal,mammifère
140,,,,mammalian,DUPLICATE_mammifère
141,,,,eutherian_mammal,mammifère_euthérien
142,,,,animate_being,être_animé
143,,,,placental_mammal,mammifère_placentaire
144,,,,craniate,craniate
146,L01_10,hypernyms - animals,chicken,,poulet
147,,,,fowl,volaille
148,,,,bird,oiseau
149,,,,vertebrate,vertébré
150,,,,poultry,DUPLICATE_volaille
151,,,,creature,créature
152,,,,beast,bête
153,,,,being,être
154,,,,animal,animal
155,,,,organism,organisme
156,,,,fauna,faune
157,,,,chordate,chordé
158,,,,domestic_fowl,volaille_domestique
159,,,,animate_being,être_animé
160,,,,gallinaceous_bird,oiseau_gallin
161,,,,craniate,crâniate
162,,,,gallinacean,gallinacé
163,,,,living_thing,être_vivant
166,L01_11,hypernyms - animals,chimpanzee,,chimpanzé
167,,,,primate,primate
168,,,,vertebrate,vertébré
169,,,,creature,créature
170,,,,beast,bête
171,,,,being,être
172,,,,animal,animal
173,,,,organism,organisme
174,,,,fauna,faune
175,,,,placental,placentaire
176,,,,hominid,hominidé
177,,,,chordate,chordé
178,,,,eutherian,euthérien
179,,,,mammal,mammifère
180,,,,ape,singe
181,,,,mammalian,DUPLICATE_mammifère
182,,,,animate_being,être_animé
183,,,,eutherian_mammal,mammifère_euthérien
184,,,,placental_mammal,mammifère_placentaire
185,,,,craniate,craniate
186,,,,physical_physical_entity,entité_physique
187,,,,living_thing,être_vivant
189,L01_12,hypernyms - animals,chinchilla,,chinchilla
190,,,,rodent,rongeur
191,,,,vertebrate,vertébré
192,,,,creature,créature
193,,,,beast,bête
194,,,,animal,animal
195,,,,organism,organisme
196,,,,fauna,faune
197,,,,placental,placentaire
198,,,,chordate,chordé
199,,,,eutherian,euthérien
200,,,,mammal,mammifère
201,,,,mammalian,DUPLICATE_mammifère
202,,,,eutherian_mammal,mammifère_euthérien
203,,,,gnawer,DUPLICATE_rongeur
204,,,,animate_being,être_animé
205,,,,living_thing,être_vivant
206,,,,placental_mammal,mammifère_placentaire
207,,,,craniate,craniate
209,L01_13,hypernyms - animals,cobra,,cobra
210,,,,snake,serpent
211,,,,reptile,reptile
212,,,,elapid,elapide
213,,,,elapid_snake,serpent_élapide
214,,,,serpent,DUPLICATE_serpent
215,,,,ophidian,ophidien
217,L01_14,hypernyms - animals,cockroach,,cafard
218,,,,insect,insecte
219,,,,invertebrate,invertébré
220,,,,creature,créature
221,,,,beast,bête
222,,,,dictyopterous_insect,insecte_dictyoptère
223,,,,being,être
224,,,,animal,animal
225,,,,organism,organisme
226,,,,fauna,faune
227,,,,arthropod,arthropode
228,,,,animate_being,être_animé
229,,,,physical_entity,entité_physique
230,,,,living_thing,être_vivant
233,L01_15,hypernyms - animals,cow,,vache
234,,,,bovid,bovidé
235,,,,mammal,mammifère
236,,,,cattle,bovin
237,,,,vertebrate,vertébré
238,,,,creature,créature
239,,,,ungulate,ongulé
240,,,,beast,bête
241,,,,being,être
242,,,,animal,animal
243,,,,organism,organisme
244,,,,fauna,faune
245,,,,placental,placentaire
246,,,,artiodactyl,artiodactyle
247,,,,ruminant,ruminant
248,,,,chordate,chordé
249,,,,eutherian,euthérien
250,,,,mammalian,DUPLICATE_mammifère
251,,,,animate_being,être_animé
252,,,,eutherian_mammal,mammifère_euthérien
253,,,,placental_mammal,mammifère_placentaire
254,,,,craniate,craniate
255,,,,physical_hoofed_mammal,mammifère_physique
256,,,,physical_entity,entité_physique
257,,,,even-toed_ungulate,ongulés_pourvus_de_dents
258,,,,artiodactyl_mammal,artiodactyle_mammifère
259,,,,living_thing,être_vivant
261,L01_16,hypernyms - animals,coyote,,coyote
262,,,,canine,canine
263,,,,vertebrate,vertébré
264,,,,creature,créature
265,,,,beast,bête
266,,,,canid,canidé
267,,,,being,être
268,,,,animal,animal
269,,,,organism,organisme
270,,,,fauna,faune
271,,,,placental,placentaire
272,,,,carnivore,carnivore
273,,,,chordate,chordé
274,,,,eutherian,euthérien
275,,,,mammal,mammifère
276,,,,mammalian,DUPLICATE_mammifère
277,,,,animate_being,être_animé
278,,,,eutherian_mammal,mammifère_euthérien
279,,,,locomote,locomotive
280,,,,placental_mammal,mammifère_placentaire
281,,,,craniate,craniate
282,,,,domesticated_animal,animal_domestique
283,,,,physical_entity,entité_physique
284,,,,domestic_animal,DUPLICATE_animal_domestique
285,,,,living_thing,être_vivant
287,L01_17,hypernyms - animals,deer,,cerf
288,,,,bovid,bovidés
289,,,,mammal,mammifère
290,,,,vertebrate,vertébré
291,,,,creature,créature
292,,,,ungulate,ongulé
293,,,,beast,bête
294,,,,being,être
295,,,,animal,animal
296,,,,organism,organisme
297,,,,fauna,faune
298,,,,placental,placentaire
299,,,,artiodactyl,artiodactyle
300,,,,ruminant,ruminant
301,,,,chordate,chordé
302,,,,eutherian,euthérien
303,,,,mammalian,DUPLICATE_mammifère
304,,,,bovine,bovin
305,,,,animate_being,être_animé
306,,,,eutherian_mammal,mammifère_euthérien
307,,,,placental_mammal,mammifère_placentaire
308,,,,craniate,craniate
309,,,,physical_hoofed_mammal,mammifère_physique
310,,,,physical_entity,entité_physique
311,,,,even-toed_ungulate,ongulés_pourvus_de_dents
312,,,,artiodactyl_mammal,artiodactyle_mammifère
313,,,,living_thing,être_vivant
316,L01_18,hypernyms - animals,dog,,chien
317,,,,canine,canin
318,,,,vertebrate,vertébré
319,,,,creature,créature
320,,,,beast,bête
321,,,,canid,canidé
322,,,,being,être
323,,,,animal,animal
324,,,,organism,organisme
325,,,,fauna,faune
326,,,,placental,placentaire
327,,,,carnivore,carnivore
328,,,,chordate,chordé
329,,,,eutherian,euthérien
330,,,,mammal,mammifère
331,,,,mammalian,DUPLICATE_mammifère
332,,,,animate_being,être_animé
333,,,,eutherian_mammal,mammifère_euthérien
334,,,,locomote,locomotive
335,,,,placental_mammal,mammifère_placentaire
336,,,,craniate,craniate
337,,,,domesticated_animal,animal_domestique
338,,,,physical_entity,entité_physique
339,,,,domestic_animal,DUPLICATE_animal_domestique
340,,,,living_thing,être_vivant
342,L01_19,hypernyms - animals,duck,,canard
343,,,,fowl,volaille
344,,,,bird,oiseau
345,,,,vertebrate,vertébré
346,,,,poultry,DUPLICATE_volaille
347,,,,creature,créature
348,,,,beast,bête
349,,,,being,être
350,,,,animal,animal
351,,,,organism,organisme
352,,,,fauna,faune
353,,,,chordate,chordé
354,,,,domestic_fowl,volaille_domestique
355,,,,waterfowl,oiseaux_aquatiques
356,,,,water_fowl,DUPLICATE_oiseaux_aquatiques
357,,,,animate_being,être_animé
358,,,,anseriform_bird,oiseau_ansériforme
359,,,,craniate,craniate
360,,,,living_thing,être_vivant
362,L01_20,hypernyms - animals,eagle,,aigle
363,,,,raptor,rapace
364,,,,bird,oiseau
365,,,,vertebrate,vertébré
366,,,,creature,créature
367,,,,beast,bête
368,,,,being,être
369,,,,animal,animal
370,,,,organism,organisme
371,,,,fauna,faune
372,,,,chordate,chordé
373,,,,animate_being,être_animé
374,,,,craniate,crâniate
376,,,,raptorial_bird,oiseau_rapace
377,,,,bird_of_prey,oiseau_de_proie
378,,,,living_thing,être_vivant
380,L01_21,hypernyms - animals,falcon,,faucon
381,,,,raptor,rapace
382,,,,bird,oiseau
383,,,,vertebrate,vertébré
384,,,,creature,créature
385,,,,beast,bête
386,,,,being,être
387,,,,animal,animal
388,,,,organism,organisme
389,,,,fauna,faune
390,,,,chordate,chordé
391,,,,animate_being,être_animé
392,,,,craniate,crâniate
393,,,,living_thing,être_vivant
394,,,,raptorial_bird,oiseau_rapace
395,,,,bird_of_prey,oiseau_de_proie
397,L01_22,hypernyms - animals,fox,,renard
398,,,,canine,canin
399,,,,vertebrate,vertébré
400,,,,creature,créature
401,,,,beast,bête
402,,,,canid,canidé
403,,,,being,être
404,,,,animal,animal
405,,,,organism,organisme
406,,,,fauna,faune
407,,,,placental,placentaire
408,,,,carnivore,carnivore
409,,,,chordate,chordé
410,,,,eutherian,euthérien
411,,,,mammal,mammifère
412,,,,mammalian,DUPLICATE_mammifère
413,,,,animate_being,être_animé
414,,,,eutherian_mammal,mammifère_euthérien
415,,,,locomote,locomotive
416,,,,placental_mammal,mammifère_placentaire
417,,,,craniate,craniate
418,,,,domesticated_animal,animal_domestique
419,,,,physical_entity,entité_physique
420,,,,domestic_animal,DUPLICATE_animal_domestique
421,,,,living_thing,être_vivant
423,L01_23,hypernyms - animals,gibbon,,gibbon
424,,,,primate,primate
425,,,,vertebrate,vertébré
426,,,,creature,créature
427,,,,beast,bête
428,,,,being,être
429,,,,animal,animal
430,,,,organism,organisme
431,,,,fauna,faune
432,,,,placental,placentaire
433,,,,chordate,chordé
434,,,,eutherian,euthérien
435,,,,mammal,mammifère
436,,,,ape,singe
437,,,,mammalian,DUPLICATE_mammifère
438,,,,animate_being,être_animé
439,,,,eutherian_mammal,mammifère_euthérien
440,,,,placental_mammal,mammifère_placentaire
441,,,,craniate,craniate
442,,,,physical_physical_entity,entité_physique
443,,,,living_thing,être_vivant
446,L01_24,hypernyms - animals,goat,,chèvre
447,,,,bovid,bovidé
448,,,,mammal,mammifère
449,,,,vertebrate,vertébré
450,,,,ungulate,ongulé
451,,,,beast,bête
452,,,,being,être
453,,,,animal,animal
454,,,,organism,organisme
455,,,,fauna,faune
456,,,,placental,placentaire
457,,,,artiodactyl,artiodactyle
458,,,,chordate,chordé
459,,,,eutherian,euthérien
460,,,,mammalian,DUPLICATE_mammifère
461,,,,animate_being,être_animé
462,,,,eutherian_mammal,mammifère_euthérien
463,,,,placental_mammal,mammifère_placentaire
464,,,,craniate,craniate
465,,,,hoofed_mammal,mammifère_à_sabots
466,,,,even-toed_ungulate,ongulés_pourvus_de_dents
467,,,,artiodactyl_mammal,artiodactyle_mammifère
468,,,,living_thing,être_vivant
470,L01_25,hypernyms - animals,goose,,oie
471,,,,fowl,volaille
472,,,,bird,oiseau
473,,,,vertebrate,vertébré
474,,,,poultry,DUPLICATE_volaille
475,,,,creature,créature
476,,,,beast,bête
477,,,,being,être
478,,,,animal,animal
479,,,,organism,organisme
480,,,,fauna,faune
481,,,,chordate,chordé
482,,,,domestic_fowl,volaille_domestique
483,,,,waterfowl,oiseaux_aquatiques
484,,,,water_fowl,DUPLICATE_oiseaux_aquatiques
485,,,,animate_being,être_animé
486,,,,anseriform_bird,oiseau_ansériforme
487,,,,craniate,crânien
488,,,,living_thing,être_vivant
490,L01_26,hypernyms - animals,gorilla,,gorille
491,,,,primate,primate
492,,,,vertebrate,vertébré
493,,,,creature,créature
494,,,,beast,bête
495,,,,being,être
496,,,,animal,animal
497,,,,organism,organisme
498,,,,fauna,faune
499,,,,placental,placentaire
500,,,,hominid,hominidé
501,,,,chordate,chordé
502,,,,eutherian,euthérien
503,,,,mammal,mammifère
504,,,,ape,singe
505,,,,mammalian,DUPLICATE_mammifère
506,,,,animate_being,être_animé
507,,,,eutherian_mammal,mammifère_euthérien
508,,,,placental_mammal,mammifère_placentaire
509,,,,craniate,crânien
510,,,,physical_physical_entity,entité_physique
511,,,,living_thing,être_vivant
513,L01_27,hypernyms - animals,hawk,,faucon
514,,,,raptor,rapace
515,,,,bird,oiseau
516,,,,vertebrate,vertébré
517,,,,creature,créature
518,,,,beast,bête
519,,,,being,être
520,,,,animal,animal
521,,,,organism,organisme
522,,,,fauna,faune
523,,,,chordate,chordé
524,,,,animate_being,être_animé
525,,,,craniate,crânien
526,,,,living_thing,être_vivant
527,,,,raptorial_bird,oiseau_rapace
528,,,,bird_of_prey,oiseau_de_proie
530,L01_28,hypernyms - animals,human,,humain_
531,,,,primate,primate
532,,,,vertebrate,vertébré
533,,,,creature,créature
534,,,,beast,bête
535,,,,being,être
536,,,,animal,animal
537,,,,organism,organisme
538,,,,fauna,faune
539,,,,placental,placentaire
540,,,,hominid,hominidé
541,,,,chordate,chordé
542,,,,eutherian,euthérien
543,,,,mammal,mammifère
544,,,,ape,singe
545,,,,mammalian,DUPLICATE_mammifère
546,,,,animate_being,être_animé
547,,,,eutherian_mammal,mammifère_euthérien
548,,,,placental_mammal,mammifère_placentaire
549,,,,craniate,crânien
550,,,,physical_physical_entity,entité_physique
551,,,,living_thing,être_vivant
553,L01_29,hypernyms - animals,jackal,,chacal
554,,,,canine,canin
555,,,,vertebrate,vertébré
556,,,,creature,créature
557,,,,beast,bête
558,,,,canid,canidé
559,,,,being,être
560,,,,animal,animal
561,,,,organism,organisme
562,,,,fauna,faune
563,,,,placental,placentaire
564,,,,carnivore,carnivore
565,,,,chordate,chordé
566,,,,eutherian,euthérien
567,,,,mammal,mammifère
568,,,,mammalian,DUPLICATE_mammifère
569,,,,animate_being,être_animé
570,,,,eutherian_mammal,mammifère_euthérien
571,,,,locomote,locomotive
572,,,,placental_mammal,mammifère_placentaire
573,,,,craniate,crânien
574,,,,domesticated_animal,animal_domestique
575,,,,physical_entity,entité_physique
576,,,,domestic_animal,DUPLICATE_animal_domestique
577,,,,living_thing,être_vivant
579,L01_30,hypernyms - animals,jaguar,,jaguar
580,,,,feline,félin
581,,,,cat,chat
582,,,,beast,bête
583,,,,animal,animal
584,,,,organism,organisme
585,,,,fauna,faune
586,,,,placental,placentaire
587,,,,carnivore,carnivore
588,,,,chordate,chordé
589,,,,felid,félidé
590,,,,eutherian,euthérien
591,,,,mammal,mammifère
592,,,,mammalian,DUPLICATE_mammifère
593,,,,eutherian_mammal,mammifère_euthérien
594,,,,animate_being,être_animé
595,,,,placental_mammal,mammifère_placentaire
596,,,,craniate,crânien
597,,,,big_cat,grand_chat
599,L01_31,hypernyms - animals,leopard,,léopard
600,,,,feline,félin
601,,,,cat,chat
602,,,,beast,bête
603,,,,animal,animal
604,,,,organism,organisme
605,,,,fauna,faune
606,,,,placental,placentaire
607,,,,carnivore,carnivore
608,,,,causal_agent,agent_causal
609,,,,chordate,chordé
610,,,,felid,félidé
611,,,,eutherian,euthérien
612,,,,mammal,mammifère
613,,,,mammalian,DUPLICATE_mammifère
614,,,,eutherian_mammal,mammifère_euthérien
615,,,,animate_being,être_animé
616,,,,placental_mammal,mammifère_placentaire
617,,,,craniate,crânien
618,,,,big_cat,grand_chat
620,L01_32,hypernyms - animals,lion,,lion
621,,,,feline,félin
622,,,,cat,chat
623,,,,beast,bête
624,,,,animal,animal
625,,,,organism,organisme
626,,,,fauna,faune
627,,,,placental,placentaire
628,,,,carnivore,carnivore
629,,,,chordate,chordé
630,,,,felid,félidé
631,,,,eutherian,euthérien
632,,,,mammal,mammifère
633,,,,mammalian,DUPLICATE_mammifère
634,,,,eutherian_mammal,mammifère_euthérien
635,,,,animate_being,être_animé
636,,,,placental_mammal,mammifère_placentaire
637,,,,craniate,crânien
638,,,,big_cat,gros_chat
640,L01_33,hypernyms - animals,mamba,,mamba
641,,,,snake,serpent
642,,,,reptile,reptile
643,,,,elapid,elapide
644,,,,elapid_snake,serpent_élapide
645,,,,serpent,DUPLICATE_serpent
646,,,,ophidian,ophidien
648,L01_34,hypernyms - animals,mouse,,souris
649,,,,rodent,rongeur
650,,,,vertebrate,vertébré
651,,,,creature,créature
652,,,,beast,bête
653,,,,animal,animal
654,,,,organism,organisme
655,,,,fauna,faune
656,,,,placental,placentaire
657,,,,chordate,chordé
658,,,,eutherian,euthérien
659,,,,mammal,mammifère
660,,,,mammalian,DUPLICATE_mammifère
661,,,,eutherian_mammal,mammifère_euthérien
662,,,,gnawer,DUPLICATE_rongeur
663,,,,animate_being,être_animé
664,,,,living_thing,être_vivant
665,,,,placental_mammal,mammifère_placentaire
666,,,,craniate,crânien
669,L01_35,hypernyms - animals,orangutan,,orangutan
670,,,,primate,primate
671,,,,vertebrate,vertébré
672,,,,creature,créature
673,,,,beast,bête
674,,,,being,être
675,,,,animal,animal
676,,,,organism,organisme
677,,,,fauna,faune
678,,,,placental,placentaire
679,,,,hominid,hominidé
680,,,,chordate,chordé
681,,,,eutherian,euthérien
682,,,,mammal,mammifère
683,,,,ape,singe
684,,,,mammalian,DUPLICATE_mammifère
685,,,,animate_being,être_animé
686,,,,eutherian_mammal,mammifère_euthérien
687,,,,placental_mammal,mammifère_placentaire
688,,,,craniate,crânien
689,,,,physical_physical_entity,entité_physique
690,,,,living_thing,être_vivant
692,L01_36,hypernyms - animals,owl,,hibou
693,,,,raptor,rapace
694,,,,bird,oiseau
695,,,,vertebrate,vertébré
696,,,,creature,créature
697,,,,beast,bête
698,,,,being,être
699,,,,animal,animal
700,,,,organism,organisme
701,,,,fauna,faune
702,,,,chordate,chordé
703,,,,animate_being,être_animé
704,,,,craniate,crânien
705,,,,living_thing,être_vivant
706,,,,raptorial_bird,oiseau_rapace
707,,,,bird_of_prey,oiseau_de_proie
709,L01_37,hypernyms - animals,pony,,poney
710,,,,bovid,bovidé
711,,,,mammal,mammifère
712,,,,horse,cheval
713,,,,vertebrate,vertébré
714,,,,creature,créature
715,,,,beast,bête
716,,,,animal,animal
717,,,,organism,organisme
718,,,,fauna,faune
719,,,,placental,placentaire
720,,,,eutherian,euthérien
721,,,,equine,équin
722,,,,mammalian,DUPLICATE_mammifère
723,,,,equid,équidé
724,,,,living_thing,être_vivant
725,,,,odd-toed_ungulate,ongulé_à_doigts
726,,,,animate_being,être_animé
727,,,,eutherian_mammal,mammifère_euthérien
728,,,,perissodactyl,périssodactyle
729,,,,placental_mammal,mammifère_placentaire
730,,,,craniate,crânien
731,,,,hoofed_mammal,mammifère_à_sabots
732,,,,physical_entity,entité_physique
733,,,,perissodactyl_mammal,mammifère_périssodactyle
734,,,,equus_caballus,equus_caballus
736,L01_38,hypernyms - animals,porcupine,,porc-épic
737,,,,rodent,rongeur
738,,,,vertebrate,vertébré
739,,,,creature,créature
740,,,,beast,bête
741,,,,animal,animal
742,,,,organism,organisme
743,,,,fauna,faune
744,,,,placental,placentaire
745,,,,chordate,chordé
746,,,,eutherian,euthérien
747,,,,mammal,mammifère
748,,,,mammalian,DUPLICATE_mammifère
749,,,,eutherian_mammal,mammifère_euthérien
750,,,,gnawer,DUPLICATE_rongeur
751,,,,animate_being,être_animé
752,,,,living_thing,être_vivant
753,,,,placental_mammal,mammifère_placentaire
754,,,,craniate,crânien
756,L01_39,hypernyms - animals,quail,,caille
757,,,,fowl,volaille
758,,,,bird,oiseau
759,,,,vertebrate,vertébré
760,,,,poultry,DUPLICATE_volaille
761,,,,creature,créature
762,,,,beast,bête
763,,,,being,être
764,,,,animal,animal
765,,,,organism,organisme
766,,,,fauna,faune
767,,,,chordate,chordé
768,,,,wild_fowl,volaille_sauvage
769,,,,wildfowl,sauvagine
770,,,,animate_being,être_animé
771,,,,gallinaceous_bird,oiseau_gallin
772,,,,craniate,crânien
773,,,,gallinacean,gallinacé
774,,,,living_thing,être_vivant
776,L01_40,hypernyms - animals,rattlesnake,,serpent_à_sonnettes
777,,,,snake,serpent
778,,,,reptile,reptile
779,,,,pit_viper,pit_viper
780,,,,serpent,DUPLICATE_serpent
781,,,,ophidian,ophidien
783,L01_41,hypernyms - animals,squirrel,,écureuil
784,,,,rodent,rongeur
785,,,,vertebrate,vertébré
786,,,,creature,créature
787,,,,beast,bête
788,,,,animal,animal
789,,,,organism,organisme
790,,,,fauna,faune
791,,,,placental,placentaire
792,,,,chordate,chordé
793,,,,eutherian,euthérien
794,,,,mammal,mammifère
795,,,,mammalian,DUPLICATE_mammifère
796,,,,eutherian_mammal,mammifère_euthérien
797,,,,gnawer,DUPLICATE_rongeur
798,,,,animate_being,être_animé
799,,,,living_thing,être_vivant
800,,,,placental_mammal,mammifère_placentaire
801,,,,craniate,crânien
803,L01_42,hypernyms - animals,stegosaurus,,stégosaure
804,,,,dinosaur,dinosaure
805,,,,reptile,reptile
806,,,,armored_dinosaur,dinosaure_blindé
807,,,,archosaur,archosaure
808,,,,archosaurian,archosaurien
809,,,,archosaurian_reptile,archosaurien_reptile
811,L01_43,hypernyms - animals,tiger,,tigre
812,,,,feline,félin
813,,,,cat,chat
814,,,,beast,bête
815,,,,animal,animal
816,,,,organism,organisme
817,,,,fauna,faune
818,,,,placental,placentaire
819,,,,carnivore,carnivore
820,,,,chordate,chordé
821,,,,felid,félidé
822,,,,eutherian,euthérien
823,,,,mammal,mammifère
824,,,,mammalian,DUPLICATE_mammifère
825,,,,eutherian_mammal,mammifère_euthérien
826,,,,animate_being,être_animé
827,,,,placental_mammal,mammifère_placentaire
828,,,,craniate,crânien
829,,,,big_cat,grand_chat
832,L01_44,hypernyms - animals,triceratops,,tricératops
833,,,,dinosaur,dinosaure
834,,,,reptile,reptile
835,,,,ceratopsian,cératopsien
836,,,,horned_dinosaur,dinosaure_à_cornes
837,,,,archosaur,archosaure
838,,,,archosaurian,archosaurien
839,,,,archosaurian_reptile,archosaurien_reptile
841,L01_45,hypernyms - animals,turkey,,dinde
842,,,,fowl,volaille
843,,,,bird,oiseau
844,,,,vertebrate,vertébré
845,,,,poultry,DUPLICATE_volaille
846,,,,creature,créature
847,,,,beast,bête
848,,,,being,être
849,,,,animal,animal
850,,,,organism,organisme
851,,,,fauna,faune
852,,,,chordate,chordé
853,,,,domestic_fowl,volaille_domestique
854,,,,animate_being,être_animé
855,,,,gallinaceous_bird,oiseau_gallin
856,,,,craniate,crânien
857,,,,gallinacean,gallinacé
858,,,,living_thing,être_vivant
860,L01_46,hypernyms - animals,tyrannosaurus,,tyrannosaure
861,,,,dinosaur,dinosaure
862,,,,reptile,reptile
863,,,,theropod,théropode
864,,,,theropod_dinosaur,théropode_dinosaur
865,,,,bird-footed_dinosaur,dinosaure_à_pattes_d'oiseau
866,,,,archosaur,archosaure
867,,,,archosaurian,archosaurien
868,,,,archosaurian_reptile,archosaurien_reptile
870,L01_47,hypernyms - animals,velociraptor,,vélociraptor
871,,,,dinosaur,dinosaure
872,,,,reptile,reptile
873,,,,maniraptor,maniraptor
874,,,,archosaur,archosaurien
875,,,,archosaurian,DUPLICATE_archosaurien
876,,,,archosaurian_reptile,archosaurien_reptile
878,L01_48,hypernyms - animals,viper,,vipère
879,,,,snake,serpent
880,,,,reptile,reptile
881,,,,serpent,DUPLICATE_serpent
882,,,,ophidian,ophidien
885,L01_49,hypernyms - animals,vulture,,vautour
886,,,,raptor,rapace
887,,,,bird,oiseau
888,,,,vertebrate,vertébré
889,,,,creature,créature
890,,,,beast,bête
891,,,,being,être
892,,,,animal,animal
893,,,,organism,organisme
894,,,,fauna,faune
895,,,,chordate,chordé
896,,,,animate_being,être_animé
897,,,,craniate,crânien
898,,,,living_thing,être_vivant
899,,,,raptorial_bird,oiseau_rapace
900,,,,bird_of_prey,oiseau_de_proie
902,L01_50,hypernyms - animals,wolf,,loup
903,,,,canine,canin
904,,,,vertebrate,vertébré
905,,,,creature,créature
906,,,,beast,bête
907,,,,canid,canidé
908,,,,being,être
909,,,,animal,animal
910,,,,organism,organisme
911,,,,fauna,faune
912,,,,placental,placentaire
913,,,,carnivore,carnivore
914,,,,chordate,chordé
915,,,,eutherian,euthérien
916,,,,mammal,mammifère
917,,,,mammalian,DUPLICATE_mammifère
918,,,,animate_being,être_animé
919,,,,eutherian_mammal,mammifère_euthérien
920,,,,locomote,locomotive
921,,,,placental_mammal,mammifère_placentaire
922,,,,craniate,crânien
923,,,,domesticated_animal,animal_domestique
924,,,,physical_entity,entité_physique
925,,,,domestic_animal,DUPLICATE_animal_domestique
926,,,,living_thing,être_vivant
