,ID,Relation,Source,Target,FR
123,,,,gasoline,DUPLICATE_essence
124,,,,fin,aileron
125,,,,cowl,DUPLICATE_capot
126,,,,silencer,silencieux
127,,,,gun,canon
128,,,,compartment,compartiment
129,,,,rear,DUPLICATE_arrière
130,,,,radiator,radiateur
131,,,,accessory,accessoire
132,,,,sunroof,toit_ouvrant
133,,,,roof,toit
134,,,,lights,feux
135,,,,bumper,pare-chocs
136,,,,glove,gant
137,,,,bag,sac
138,,,,cushion,coussin
139,,,,backrest,dossier
140,,,,accelerator,accélérateur
141,,,,fender,DUPLICATE_aile
142,,,,third,troisième
143,,,,throttle,DUPLICATE_accélérateur
144,,,,bonnet,DUPLICATE_capot
145,,,,air,air
146,,,,gear,engrenage
147,,,,muffler,DUPLICATE_silencieux
148,,,,mirror,miroir
149,,,,shock,choc
150,,,,reverse,marche_arrière
151,,,,anti-sway_bar,barre_anti-roulis
152,,,,tail_fin,aileron_arrière
153,,,,accelerator_pedal,pédale_d'accélérateur
154,,,,car_seat,siège_de_voiture
155,,,,automobile_horn,corne_d'automobile
156,,,,anti-sway,anti-sway
157,,,,automobile_engine,moteur_automobile
158,,,,gasoline_engine,moteur_essence
159,,,,car_door,portière
160,,,,shock_absorber,amortisseur
161,,,,luggage_compartment,compartiment_bagages
162,,,,glove_compartment,boîte_à_gants
163,,,,bumper_guard,Pare-chocs
164,,,,exhaust_system,Système_d'échappement
165,,,,first_gear,première_vitesse
166,,,,high_gear,grande_vitesse
167,,,,rear_window,fenêtre_arrière
168,,,,sunshine-roof,DUPLICATE_toit_ouvrant
169,,,,third_gear,troisième_vitesse
170,,,,air_bag,airbag
171,,,,doorlock,verrouillage_des_portes
172,,,,petrol_engine,moteur_à_essence
173,,,,automobile_trunk,coffre_de_voiture
174,,,,auto_accessory,accessoires_automobiles
175,,,,inlet_manifold,manchon_d'admission
176,,,,horn_button,bouton_de_klaxon
177,,,,running_board,marchepied
178,,,,stabilizer_bar,barre_stabilisatrice
179,,,,motor_horn,corne_moteur
180,,,,exhaust_manifold,collecteur_d'échappement
181,,,,exhaust_pipe,tuyau_d'échappement
182,,,,radiator_grille,grille_de_radiateur
183,,,,low_gear,vitesse_faible
184,,,,flexible_joint,articulation_flexible
185,,,,head_restraint,DUPLICATE_appui-tête
186,,,,hood_ornament,ornement_de_capot
187,,,,exhaust_valve,soupape_d'échappement
188,,,,car_mirror,miroir_de_voiture
189,,,,gas_pedal,pédale_de_gaz
190,,,,seat_belt,DUPLICATE_ceinture_de_sécurité
191,,,,reverse_gear,DUPLICATE_marche_arrière
192,,,,car_horn,corne_de_voiture
193,,,,car_window,fenêtre_de_voiture
194,,,,suspension_system,système_de_suspension
196,,,,,pare_brise
197,L06_8,meronyms - part,castle,,château
198,,,,donjon,donjon
199,,,,tower,tour
200,,,,turret,tourelle
201,,,,gate,porte
202,,,,dungeon,DUPLICATE_donjon
203,,,,moat,douve
204,,,,keep,DUPLICATE_donjon
205,,,,great_hall,grande_halle
207,L06_9,meronyms - part,cat,,chat
208,,,,whiskers,moustaches
209,,,,coat,pelage
210,,,,paw,patte
211,,,,paws,pattes
212,,,,fur,fourrure
213,,,,eyes,yeux
214,,,,back,dos
215,,,,claws,griffes
216,,,,tail,queue
217,,,,teeth,dents
219,L06_10,meronyms - part,chair,,chaise
220,,,,seat,siège
221,,,,armrest,accoudoir
222,,,,headrest,appui-tête
223,,,,armrests,accoudoirs
224,,,,rest,repos
225,,,,pad,coussin
226,,,,back,dossier
227,,,,leg,jambe
228,,,,backrest,DUPLICATE_dossier
229,,,,legs,jambes
231,L06_11,meronyms - part,church,,église
232,,,,altar,autel
233,,,,choir,chœur
234,,,,vestry,sacristie
235,,,,transept,transept
236,,,,apse,abside
237,,,,sanctuary,sanctuaire
238,,,,rood,jubé
239,,,,screen,écran
240,,,,bema,chaire
241,,,,nave,nef
242,,,,tower,tour
243,,,,sacristy,DUPLICATE_sacristie
244,,,,corner,coin
245,,,,chancel,DUPLICATE_chœur
246,,,,amen,amen
247,,,,chapel,chapelle
248,,,,apsis,DUPLICATE_abside
249,,,,side,côté
250,,,,narthex,narthex
251,,,,presbytery,presbytère
252,,,,side_chapel,chapelle_latérale
253,,,,lady_chapel,chapelle_femelle
254,,,,church_tower,tour_de_l'église
255,,,,rood_screen,DUPLICATE_jubé
256,,,,amen_corner,coin_d'amen
258,L06_12,meronyms - part,comb,,peigne
259,,,,teeth,dents
260,,,,shaft,manche
261,,,,grip,poignée
262,,,,tooth,dent
263,,,,handle,DUPLICATE_poignée
265,L06_13,meronyms - part,day,,jour
266,,,,hour,heure
267,,,,forenoon,matinée
268,,,,eventide,soirée
269,,,,nanosecond,nanoseconde
270,,,,noonday,midi
271,,,,femtosecond,femtoseconde
273,,,,minutes,minutes
274,,,,microsecond,microseconde
275,,,,msec,msec
276,,,,time,DUPLICATE_heure
277,,,,midnight,minuit
278,,,,sec,sec
279,,,,nighttime,nuit
280,,,,min,min
281,,,,morning,matin
282,,,,noon,DUPLICATE_midi
283,,,,evening,soir
284,,,,dark,sombre
285,,,,picosecond,picoseconde
286,,,,daytime,jour
287,,,,minute,minute
288,,,,daylight,lumière_du_jour
289,,,,s,s
290,,,,high,haut
291,,,,even,même
292,,,,quarter,quart
293,,,,morn,DUPLICATE_matin
294,,,,noontide,DUPLICATE_midi
295,,,,second,deuxième
296,,,,afternoon,après-midi
297,,,,twelve,douze
298,,,,millisecond,milliseconde
299,,,,midday,DUPLICATE_midi
300,,,,midafternoon,milieu_d'après-midi
301,,,,attosecond,attoseconde
302,,,,night,DUPLICATE_nuit
303,,,,morning_time,matin_heure
304,,,,high_noon,high_noon
305,,,,half-hour,demi-heure
306,,,,twelve_noon,DUPLICATE_midi
307,,,,late-night_hour,Heure_tardive
308,,,,early-morning_hour,heure_matinale
309,,,,lights-out,extinction_des_feux
310,,,,60_minutes,60_minutes
311,,,,small_hours,petites_heures
312,,,,30_minutes,30_minutes
313,,,,15_minutes,15_minutes
314,,,,quarter-hour,quart_d'heure
316,L06_14,meronyms - part,deer,,cerf
317,,,,antler,bois
318,,,,antlers,DUPLICATE_bois
319,,,,withers,garrot
320,,,,flag,drapeau
321,,,,scut,queue
323,L06_15,meronyms - part,dollar,,dollar
324,,,,cent,cent
326,L06_16,meronyms - part,door,,porte
327,,,,hinge,charnière
328,,,,keyhole,trou_de_serrure
329,,,,threshold,seuil
330,,,,doorframe,cadre_de_porte
331,,,,bolt,pêne
332,,,,deadbolt,pêne_dormant
333,,,,doorjamb,chambranle
334,,,,tumbler,gâchette
335,,,,doorpost,montant_de_porte
336,,,,doorstep,seuil_de_porte
337,,,,doorcase,dormant
338,,,,case,boîtier
339,,,,lock,serrure
340,,,,casing,DUPLICATE_boîtier
341,,,,doorsill,DUPLICATE_seuil_de_porte
343,L06_17,meronyms - part,dress,,robe
344,,,,sleeve,manchon
345,,,,slide,glissière
346,,,,plastron,plastron
347,,,,zip,fermeture_éclair
348,,,,zipper,fermeture_à_glissière
349,,,,fastener,fermeture
350,,,,hemline,ourlet
351,,,,bodice,corsage
352,,,,neckline,encolure
353,,,,waistline,taille
354,,,,belt,ceinture
355,,,,slide_fastener,DUPLICATE_fermeture_à_glissière
356,,,,zip_fastener,DUPLICATE_fermeture_éclair
358,L06_18,meronyms - part,filename,,nom_de_fichier
359,,,,extension,extension
360,,,,name,nom
362,L06_19,meronyms - part,flower,,fleur
363,,,,petal,pétale
364,,,,leaf,feuille
365,,,,anther,anthère
366,,,,style,style
367,,,,perianth,périanthe
368,,,,placenta,placenta
369,,,,stamen,étamine
370,,,,pistil,pistil
371,,,,ovary,ovaire
372,,,,corolla,corolle
373,,,,carpel,carpelle
374,,,,envelope,enveloppe
375,,,,sepal,sépale
376,,,,calyx,calice
377,,,,stigma,stigmate
378,,,,chlamys,chlamys
379,,,,petals,pétales
380,,,,corona,couronne
381,,,,perigonium,périgone
382,,,,perigone,DUPLICATE_périgone
383,,,,flower_petal,fleur_pétale
384,,,,floral_leaf,feuille_florale
385,,,,floral_envelope,enveloppe_florale
386,,,,gynostegium,gynostegium
389,L06_20,meronyms - part,gigabit,,gigabit
390,,,,megabit,mégabit
391,,,,kbit,kbit
392,,,,kb,kb
393,,,,kilobit,kilobit
394,,,,mb,mb
395,,,,mbit,mbit
397,L06_21,meronyms - part,gramm,,gramme
398,,,,milligram,milligramme
399,,,,mg,mg
400,,,,grain,once
401,,,,mcg,mcg
402,,,,carat,carat
403,,,,microgram,microgramme
404,,,,ng,ng
405,,,,dg,dg
406,,,,decigram,décigramme
407,,,,nanogram,nanogramme
408,,,,metric_grain,grain_métrique
409,,,,obolus,obole
411,L06_22,meronyms - part,guitar,,guitare
412,,,,string,cordes
413,,,,deck,plateau
414,,,,pegs,clés
415,,,,fret,touche
416,,,,strings,DUPLICATE_cordes
417,,,,frets,frettes
418,,,,peg,cheville
419,,,,fingerboard,manche
421,L06_23,meronyms - part,gun,,pistolet
422,,,,trigger,gâchette
423,,,,holder,support
424,,,,safety,sécurité
425,,,,extractor,tire-douille
426,,,,clip,chargeur
427,,,,magazine,magasin
428,,,,barrel,canon
429,,,,hammer,percuteur
430,,,,viewfinder,viseur
431,,,,gunsight,mire
432,,,,stock,crosse
433,,,,cartridge,cartouche
434,,,,remover,NO_TRANSLATION
435,,,,chamber,chambre
436,,,,ejector,éjecteur
437,,,,cock,DUPLICATE_NO_TRANSLATION
438,,,,catch,loquet
439,,,,finder,DUPLICATE_viseur
440,,,,mechanism,mécanisme
441,,,,gunstock,crosse_de_l'arme
442,,,,lock,DUPLICATE_sécurité
443,,,,action,action
444,,,,muzzle,bouche_du_canon
445,,,,key,clé
446,,,,gunlock,serrure_de_canon
447,,,,cartridge_holder,porte-cartouche
448,,,,gun_muzzle,canon_museau
449,,,,gun-sight,viseur_de_canon
450,,,,action_mechanism,mécanisme_d'action
451,,,,gun_chamber,chambre_à_feu
452,,,,gun_trigger,gâchette_du_pistolet
453,,,,firing_mechanism,mécanisme_de_mise_à_feu
454,,,,safety_lock,verrouillage_de_sécurité
455,,,,cartridge_extractor,extracteur_de_cartouches
456,,,,firing_chamber,chambre_de_tir
457,,,,cartridge_ejector,éjecteur_de_cartouche
458,,,,view_finder,DUPLICATE_viseur
459,,,,cartridge_clip,clip_de_cartouche
460,,,,gun_barrel,DUPLICATE_canon
461,,,,safety_catch,loquet_de_sécurité
462,,,,cartridge_remover,extracteur_de_cartouche
464,L06_24,meronyms - part,harbor,,port
465,,,,dock,quai
466,,,,facility,installation
467,,,,anchorage,ancrage
468,,,,landing,débarquement
469,,,,docking,amarrage
470,,,,dockage,quayage
471,,,,anchorage_ground,point_de_mouillage
472,,,,docking_facility,installation_d'amarrage
473,,,,landing_place,embarcadère
474,,,,landing_stage,débarquadère
475,,,,,"mouillage,appontement,estacade,ponton"
476,L06_25,meronyms - part,jail,,prison
477,,,,cell,cellule
478,,,,cellblock,bloc_cellulaire
479,,,,guard,garde
480,,,,police,police
481,,,,prison_cell,cellule_de_prison
482,,,,jail_cell,cachot
484,L06_26,meronyms - part,jewellery,,bijou
485,,,,bead,perle
486,,,,stone,pierre
487,,,,wire,fil_métallique
488,,,,beads,perles
489,,,,gemstone,pierre_précieuse
490,,,,gem,DUPLICATE_pierre_précieuse
491,,,,metal,métal
492,,,,gold,or
493,,,,silver,argent
494,,,,platina,platine
495,,,,jewel,bijou
497,L06_27,meronyms - part,litre,,litre
498,,,,millilitre,millilitre
499,,,,cc,cc
500,,,,ml,ml
501,,,,milliliter,DUPLICATE_millilitre
502,,,,cl,cl
503,,,,dl,dl
504,,,,deciliter,décilitre
505,,,,mil,mil
506,,,,cubic_centimetre,centimètre_cube
507,,,,centiliter,centilitre
508,,,,decilitre,DUPLICATE_décilitre
509,,,,cubic_centimeter,centimètre_cubique
510,,,,centilitre,DUPLICATE_centilitre
511,,,,cubic_millimeter,millimètre_cubique
512,,,,cubic_millimetre,DUPLICATE_millimètre_cubique
514,L06_28,meronyms - part,movie,,film
515,,,,scene,scène
516,,,,subtitles,sous-titres
517,,,,footage,métrage
518,,,,credit,crédit
519,,,,episode,épisode
520,,,,shot,plan
521,,,,sequence,séquence
522,,,,credits,générique
523,,,,caption,légende
525,L06_29,meronyms - part,orthography,,orthographe
526,,,,hyphenation,césure
527,,,,punctuation,ponctuation
528,,,,punctuation_mark,signe_de_ponctuation
529,,,,word_division,mot_division
530,,,,spelling,orthographe
532,L06_30,meronyms - part,piano,,orthographe
533,,,,keyboard,clavier
534,,,,clavier,DUPLICATE_clavier
535,,,,loud,fort
536,,,,hammer,marteau
537,,,,sounding,sonorité
538,,,,pedal,pédale
539,,,,sustaining,pédale_de_sustain
540,,,,soft,doux
541,,,,fingerboard,touche
542,,,,soundboard,table_d'harmonie
543,,,,action,action
544,,,,board,planche
545,,,,key,DUPLICATE_touche
546,,,,fallboard,couvercle
547,,,,piano_action,action_piano
548,,,,action_mechanism,mécanisme_d'action
549,,,,damper_block,bloc_amortisseur
550,,,,fall-board,panneau_d'affichage
551,,,,sounding_board,caisse_de_résonance
552,,,,sustaining_pedal,pédale_de_soutien
553,,,,loud_pedal,pédale_forte
554,,,,piano_damper,amortisseur_piano
555,,,,piano_keyboard,clavier_piano
556,,,,sound_hole,trou_de_son
557,,,,soft_pedal,pédale_douce
558,,,,,couvercle_de_clavier
559,L06_31,meronyms - part,pie,,tarte
560,,,,crust,croûte
561,,,,cheese,fromage
562,,,,filling,garniture
563,,,,fruit,fruit
564,,,,apple,pomme
565,,,,berries,baies
566,,,,glazing,glaçage
567,,,,pastry,pâte
568,,,,icing,DUPLICATE_glaçage
570,L06_32,meronyms - part,poem,,poème
571,,,,stanza,strophe
572,,,,canto,chant
573,,,,prosody,prosodie
574,,,,rime,rime
575,,,,line,ligne
576,,,,rhyme,DUPLICATE_rime
577,,,,verse,vers
578,,,,poetic_rhythm,rythme_poétique
579,,,,rhythmic_pattern,motif_rythmique
580,,,,verse_line,DUPLICATE_vers
581,,,,line_of_verse,DUPLICATE_vers
582,,,,line_of_poetry,ligne_de_poésie
584,L06_33,meronyms - part,pub,,pub
585,,,,bar,bar
586,,,,barroom,salle_de_bar
587,,,,taproom,buvette
588,,,,saloon,saloon
589,,,,ginmill,NO_TRANSLATION
591,L06_34,meronyms - part,radio,,radio
592,,,,receiver,récepteur
593,,,,tuner,tuner
594,,,,radio,radio
595,,,,demodulator,démodulateur
596,,,,transmitter,émetteur
597,,,,detector,détecteur
598,,,,receiving,réception
599,,,,set,ensemble
600,,,,amplifier,amplificateur
601,,,,wireless,sans_fil
602,,,,radio_transmitter,radio_transmetteur
603,,,,receiving_set,récepteur_set
604,,,,radio_receiver,radio_récepteur
605,,,,radio_set,radio_set
607,L06_35,meronyms - part,railcar,,wagon
608,,,,suspension,suspension
609,,,,cushion,coussin
610,,,,shock,choc
611,,,,shock_absorber,amortisseur
612,,,,suspension_system,système_de_suspension
614,L06_36,meronyms - part,seafront,,front_de_mer
615,,,,harbor,port
616,,,,seaport,port_maritime
617,,,,dock,dock
618,,,,haven,DUPLICATE_port
619,,,,anchorage,ancrage
620,,,,landing,débarcadère
621,,,,harbour,DUPLICATE_port
622,,,,dockage,docking
623,,,,anchorage_ground,anchorage_ground
624,,,,docking_facility,installation_d'amarrage
625,,,,landing_place,DUPLICATE_débarcadère
626,,,,landing_stage,stade_d'atterrissage
628,L06_37,meronyms - part,shilling,,shilling
629,,,,pence,pence
631,L06_38,meronyms - part,shirt,,chemise
632,,,,button,bouton
633,,,,dickie,plastron
634,,,,collar,col
635,,,,dickey,DUPLICATE_plastron
636,,,,sleeve,manche
637,,,,buttons,boutons
638,,,,dicky,DUPLICATE_plastron
639,,,,pocket,poche
640,,,,shirttail,queue_de_chemise
641,,,,shirtsleeve,manche_de_chemise
642,,,,shirtfront,front_de_chemise
643,,,,shirt_button,bouton_de_chemise
645,L06_39,meronyms - part,sonata,,sonate
646,,,,movement,mouvement
647,,,,psrt,NO_TRANSLATION
650,L06_40,meronyms - part,staircase,,escalier
651,,,,step,étape
652,,,,riser,contremarche
653,,,,landing,palier
654,,,,tread,marche
655,,,,stair,escalier
656,,,,stairhead,tête_d'escalier
658,L06_41,meronyms - part,sword,,épée
659,,,,blade,lame
660,,,,forte,forte
661,,,,hilt,poignée
662,,,,peak,pic
663,,,,foible,NO_TRANSLATION
664,,,,point,pointe
665,,,,pommel,pommeau
666,,,,haft,manche
667,,,,tip,DUPLICATE_pointe
668,,,,knob,DUPLICATE_pommeau
669,,,,helve,hélice
670,,,,knife_edge,arête_du_couteau
671,,,,cutting_edge,fil
673,L06_42,meronyms - part,table,,table
674,,,,tabletop,tabletop
675,,,,tableware,vaisselle
676,,,,leg,pied
677,,,,legs,jambes
679,L06_43,meronyms - part,teapot,,théière
680,,,,spout,bec_verseur
681,,,,handle,poignée
682,,,,knob,bouton
683,,,,lid,couvercle
684,,,,body,corps
685,,,,belly,ventre
686,,,,base,base
687,,,,filter,filtre
688,,,,tea_filter,filtre_à_thé
690,L06_44,meronyms - part,telephone,,téléphone
691,,,,receiver,récepteur
692,,,,mouthpiece,embout_buccal
693,,,,dial,cadran
694,,,,wire,câble
695,,,,screen,écran
696,,,,display,DUPLICATE_écran
697,,,,telephone_receiver,téléphone_récepteur
699,L06_45,meronyms - part,tonne,,tonne
700,,,,kilogram,kilogramme
701,,,,mg,mg
702,,,,gm,gm
703,,,,hg,hg
704,,,,grain,grain
705,,,,milligram,milligramme
706,,,,hundredweight,quintal
707,,,,kilo,kilo
708,,,,mcg,mcg
709,,,,dag,dag
710,,,,carat,carat
711,,,,microgram,microgramme
712,,,,gramme,gramme
713,,,,quintal,DUPLICATE_quintal
714,,,,ng,ng
715,,,,gram,DUPLICATE_gramme
716,,,,dg,dg
717,,,,g,g
718,,,,kg,kg
719,,,,decigram,décigramme
720,,,,nanogram,nanogramme
721,,,,myriagram,myriagramme
722,,,,centner,centenaire
723,,,,metric_grain,once_métrique
724,,,,myg,myg
725,,,,dekagram,dékagramme
726,,,,decagram,décagramme
727,,,,metric_hundredweight,quintal_métriques
728,,,,obolus,obole
729,,,,doppelzentner,DUPLICATE_quintal
730,,,,hectogram,hectogramme
731,,,,dkg,dkg
733,L06_46,meronyms - part,torso,,torse
734,,,,chest,poitrine
735,,,,arse,cul_de_sac
736,,,,shoulder,épaule
737,,,,bum,fesses
738,,,,midriff,ventre
739,,,,groin,aine
740,,,,deltoid,deltoïde
741,,,,diaphragm,diaphragme
742,,,,lat,lat
743,,,,pectoralis,pectoral
744,,,,behind,derrière
745,,,,gluteus,fessier
746,,,,middle,milieu
747,,,,stomach,estomac
748,,,,teres,teres
749,,,,thorax,thorax
750,,,,tush,DUPLICATE_fesses
751,,,,ab,ab
752,,,,rump,croupe
753,,,,breastbone,sternum
754,,,,buns,DUPLICATE_fesses
755,,,,gladiolus,gladiolus
756,,,,haunch,hanche
757,,,,backside,postérieur
758,,,,buttocks,DUPLICATE_fesses
759,,,,serratus,serratus
760,,,,pectoral,DUPLICATE_pectoral
761,,,,stern,DUPLICATE_sternum
762,,,,navel,nombril
763,,,,paunch,panse
764,,,,seat,siège
765,,,,mediastinum,médiastin
766,,,,ass,cul
767,,,,axilla,aisselle
768,,,,back,dos
769,,,,belly,DUPLICATE_ventre
770,,,,bottom,bas
771,,,,omphalos,omphalos
772,,,,fundament,fond
773,,,,acromion,acromion
774,,,,derriere,derriere
775,,,,hindgut,intestin_postérieur
776,,,,gut,intestin
777,,,,gallbladder,vésicule_biliaire
778,,,,saddle,selle
779,,,,cheek,joue
780,,,,waist,taille
781,,,,butt,DUPLICATE_fesses
782,,,,bowel,DUPLICATE_intestin
783,,,,keister,NO_TRANSLATION
784,,,,bellybutton,DUPLICATE_nombril
785,,,,pectus,pectus
786,,,,prat,prat
787,,,,loins,reins
788,,,,abdominal,abdominaux
789,,,,rear,arrière
790,,,,dorsum,dorsal
791,,,,posterior,DUPLICATE_postérieur
792,,,,venter,venter
793,,,,small,petit
794,,,,abdomen,abdomen
795,,,,umbilicus,ombilic
796,,,,armpit,DUPLICATE_aisselle
797,,,,waistline,DUPLICATE_taille
798,,,,sternum,DUPLICATE_sternum
799,,,,scapula,omoplate
800,,,,glute,DUPLICATE_fessier
801,,,,manubrium,manubrium
802,,,,fanny,fanny
803,,,,side,côté
804,,,,midsection,milieu_du_corps
805,,,,pecs,pecs
806,,,,hip,DUPLICATE_hanche
807,,,,buttock,DUPLICATE_fesse
808,,,,intestine,DUPLICATE_intestin
809,,,,breast,sein
810,,,,can,boîte
811,,,,tail,queue
812,,,,hindquarters,arrière-train
813,,,,xiphoid_process,xiphoïde_processus
814,,,,thoracic_vertebra,vertèbre_thoracique
815,,,,abdominal_wall,paroi_abdominale
816,,,,musculus_deltoideus,musculus_deltoideus
817,,,,abdominal_cavity,cavité_abdominale
818,,,,arteria_circumflexa_scapulae,artère_circumflexa_scapulae
819,,,,arteria_glutes,artère_fessière
820,,,,arteria_axillaris,artère_axillaire
821,,,,axillary_fossa,axillary_fossa
822,,,,arteria_colica,arteria_colica
823,,,,articulatio_humeri,articulatio_humeri
824,,,,shoulder_joint,articulation_de_l'épaule
825,,,,gall_bladder,DUPLICATE_vésicule_biliaire
826,,,,spare_tire,roue_de_secours
827,,,,arteria_circumflexa_humeri,arteria_circumflexa_humeri
828,,,,serratus_muscles,muscles_serratus
829,,,,axillary_artery,DUPLICATE_artère_axillaire
830,,,,gluteus_muscle,muscle_fessier
831,,,,love_handle,poignée_d'amour
832,,,,latissimus_dorsi,latissimus_dorsi
833,,,,pectoral_muscle,muscle_pectoral
834,,,,tooshie,tooshie
835,,,,abdominal_muscle,muscle_abdominal
836,,,,circumflex_humeral_artery,artère_humérale__circonflexe
837,,,,abdominal_aorta,aorte_abdominale
838,,,,vena_thoracica,veine_thoracique
839,,,,musculus_pectoralis,musculus_pectoralis
840,,,,hypochondrium,hypochondre
841,,,,area_of_cardiac_dullness,zone_de_fond_cardiaque
842,,,,glenoid_cavity,cavité_glénoïde
843,,,,rib_cage,cage_thoracique
844,,,,thoracic_aorta,aorte_thoracique
845,,,,omphalus,omphalus
846,,,,circumflex_scapular_artery,artère_scapulaire_circonflexe
847,,,,acromial_process,Processus_acromial
848,,,,shoulder_bone,os_de_l'épaule
849,,,,tail_end,extrémité_de_la_queue
850,,,,rear_end,extrémité_arrière
851,,,,gluteal_muscle,DUPLICATE_muscle_fessier
852,,,,inguen,inguen
853,,,,shoulder_blade,DUPLICATE_omoplate
854,,,,rotator_cuff,coiffe_des_rotateurs
855,,,,corpus_sternum,corpus_sternum
856,,,,dorsal_vertebra,vertèbre_dorsale
857,,,,teres_muscle,muscle_teres
858,,,,thoracic_cavity,cavité_thoracique
859,,,,axillary_cavity,cavité_axillaire
860,,,,chest_cavity,DUPLICATE_cavité_thoracique
861,,,,deltoid_muscle,muscle_deltoïde
862,,,,belly_button,DUPLICATE_nombril
863,,,,gluteal_artery,DUPLICATE_artère_fessière
864,,,,thoracic_vein,DUPLICATE_veine_thoracique
865,,,,glenoid_fossa,fosse_glénoïde
866,,,,nates,nates
867,,,,colic_artery,artère_colique
868,,,,lumbar_vertebra,vertèbre_lombaire
869,,,,hind_end,extrémité_postérieure
871,L06_47,meronyms - part,tripod,,trépied
872,,,,leg,jambe
873,,,,stand,pied
875,L06_48,meronyms - part,typewriter,,machine_à_écrire
876,,,,keyboard,clavier
877,,,,typewriter,machin__à_écrire
878,,,,carriage,chariot
879,,,,tab,onglet
880,,,,ribbon,ruban
881,,,,shift,shift
882,,,,backspace,retour_arrière
883,,,,action,action
884,,,,key,touche
885,,,,typewriter_carriage,chariot_de_machine_à_écrire
886,,,,backspace_key,touche_de_retour_en_arrière
887,,,,action_mechanism,mécanisme_d'action
888,,,,typewriter_keyboard,clavier_de_la_machine_à_écrire
889,,,,shift_key,touche_de_déplacement
890,,,,space_bar,barre_d'espacement
891,,,,tab_key,touche_de_tabulation
892,,,,typewriter_ribbon,ruban_de_machine_à_écrire
893,,,,backspacer,backspacer
895,L06_49,meronyms - part,window,,fenêtre
896,,,,pane,vitre
897,,,,sash,volet
898,,,,windowpane,DUPLICATE_vitre
899,,,,window,fenêtre
900,,,,fastener,fixation
901,,,,glass,verre
902,,,,frame,cadre
