,ID,Relation,Source,Target,FR
108,,,,powerboat,DUPLICATE_bateau_à_moteur
109,,,,pilot,pilote
110,,,,police,police
111,,,,punt,coup_de_volée
112,,,,river_boat,bateau_mouche
113,,,,scow,chaland
114,,,,sea_boat,bateau_de_mer
115,,,,small_boat,petit_bateau
116,,,,steamboat,bateau_à_vapeur
117,,,,surfboat,bateau_de_surf
118,,,,tender_boat,bateau_annexe
119,,,,pinnace,pinasse
120,,,,cutter_boat,bateau_coteur
121,,,,tugboat,remorqueur
122,,,,tug,DUPLICATE_remorqueur
123,,,,towboat,DUPLICATE_remorqueur
124,,,,tower_boat,bateau-tour
125,,,,yacht,yacht
126,,,,sail,naviguer
127,,,,row,aviron
128,,,,canoe,canoë
129,,,,kayak,kayak
130,,,,paddle,pagaie
131,,,,paddle_boat,pédalo
133,L03_5,hyponyms - misc,book,,livre
134,,,,paperback,livre_de_poche
135,,,,album,album
136,,,,folio,folio
137,,,,hardback,relié
138,,,,hardcover,couverture_rigide
139,,,,journal,journal
140,,,,novel,roman
141,,,,order,ordre
142,,,,paper-back,broché
143,,,,softback,couverture_souple
144,,,,soft-cover,DUPLICATE_couverture_souple
145,,,,picture,image
146,,,,sketchbook,carnet_de_croquis
147,,,,sketch,esquisser
148,,,,notebook,carnet
150,L03_6,hyponyms - misc,brush,,brosse
151,,,,toothbrush,brosse_à_dents
152,,,,bottlebrush,goupillon
153,,,,bristle,poil
154,,,,clothesbrush,brosse_à_vêtements
155,,,,hairbrush,brosse_à_cheveux
156,,,,nailbrush,brosse_à_ongles
157,,,,paintbrush,pinceau
158,,,,sable,zibeline
159,,,,scrub,frotter
160,,,,scrubbing,lavage
161,,,,scrubber,scrubber
162,,,,shaving_brush,blaireau
164,L03_7,hyponyms - misc,burger,,hamburger
165,,,,hamburger,DUPLICATE_hamburger
166,,,,cheeseburger,cheeseburger
167,,,,50,50
168,,,,50_burger,50_burger
169,,,,angus_burger,angus_burger
170,,,,banquet_burger,banquet_burger
171,,,,barbecue_burger,burger_barbecue
172,,,,bøfsandwich,bøfsandwich
173,,,,utter_burge,burgeur_complet
174,,,,buffalo_burger,buffalo_burger
175,,,,california_burger,california_burger
176,,,,chili_burger,chili_burger
177,,,,curry_burger,burger_au_curry
178,,,,hamdog,hamdog
179,,,,salmon_burger,burger_au_saumon
180,,,,rice_burger,rice_burger
181,,,,veggie_burger,burger_végétarien
183,L03_8,hyponyms - misc,camera,,caméra
184,,,,camcorder,caméscope
185,,,,box_camera,box_camera
186,,,,box_kodak,boîte_kodak
187,,,,candid_camera,appareil_photo_numérique
188,,,,digital_camera,DUPLICATE_appareil_photo_numérique
189,,,,flash_camera,appareil_photo_avec_flash
190,,,,motion-picture_camera,DUPLICATE_appareil_photo_numérique
191,,,,movie_camera,caméra_de_cinéma
192,,,,cine-camera,caméra_cinéma
193,,,,point-and-shoot_camera,DUPLICATE_appareil_photo_numérique
194,,,,point-and-shoot,DUPLLICATE_appareil_photo_numérique
195,,,,polaroid_camera,appareil_photo_polaroïd
196,,,,polaroid_land_camera,appareil_photo_terrestre_polaroid
197,,,,polaroid,polaroid
198,,,,portrait_camera,appareil_photo_portrait
199,,,,reflex_camera,appareil_photo_reflex
200,,,,webcam,webcam
201,,,,webcamera,webcaméra
202,,,,sound_camera,caméra_sonore
204,L03_9,hyponyms - misc,candy,,bonbon
205,,,,lollipop,sucette
206,,,,candy_bar,barre_chocolatée
207,,,,carob_bar,barre_de_caroube
208,,,,hard_candy,bonbon_dur
209,,,,brandyball,brandyball
210,,,,patty,patty
211,,,,bonbon,bonbon
212,,,,brittle,brittle
213,,,,toffee,DUPLICATE_caramel
214,,,,toffy,toffy
215,,,,butterscotch,butterscotch
216,,,,candy_cane,canne_à_sucre
217,,,,candy_corn,bonbon_maïs
218,,,,caramel,caramel
219,,,,cotton_candy,barbe_à_papa
220,,,,spun_sugar,sucre_filé
221,,,,candyfloss,DUPLICATE_barbe_à_papa
222,,,,dragee,dragée
223,,,,fondant,fondant
224,,,,fudge,DUPLICATE_fondant
225,,,,gumdrop,boule_de_gomme
226,,,,honey_crisp,miel_croustillant
227,,,,mint,menthe
228,,,,mint_candy,bonbons_à_la_menthe
229,,,,horehound,marrube
230,,,,jelly_bean,bonbon_à_la_gelée
231,,,,jelly_egg,œuf_en_gelée
234,,,,licorice,réglisse
235,,,,liquorice,DUPLICATE_réglisse
236,,,,life_saver,sauveur_de_vie
237,,,,sucker,DUPLICATE_sucette
239,,,,lozenge,pastille
240,,,,marshmallow,guimauve
241,,,,marzipan,pâte_d'amande
242,,,,marchpane,marspane
243,,,,nougat,nougat
244,,,,nougat_bar,bar_à_nougat
245,,,,nut_bar,barre_de_noix
246,,,,peanut_bar,barre_de_cacahuètes
247,,,,popcorn_ball,boule_de_pop-corn
248,,,,praline,praline
249,,,,rock_candy,DUPLICATE_sucre_d'orge
250,,,,rock,rocher
251,,,,sugar_candy,sucre_d'orge
252,,,,sugarplum,DUPLICATE_sucre_d'orge
253,,,,taffy,DUPLICATE_caramel
254,,,,truffle,truffe
255,,,,chocolate_truffle,truffe_au_chocolat
256,,,,turkish_delight,délice_turc
257,,,,easter_egg,œuf_de_Pâques
259,L03_10,hyponyms - misc,car,,voiture
260,,,,limousine,limousine
261,,,,convertible,décapotable
262,,,,ambulance,ambulance
263,,,,beach,plage
264,,,,wagon,wagon
265,,,,station,station
266,,,,estate,break
267,,,,waggon,DUPLICATE_wagon
268,,,,bus,bus
269,,,,jalopy,tacot
270,,,,heap,tas
271,,,,cab,taxi
272,,,,hack,pirate
273,,,,taxi,DUPLICATE_taxi
274,,,,taxicab,DUPLICATE_taxi
275,,,,compact,compact
276,,,,coupe,coupé
277,,,,cruiser,cruiser
278,,,,police,police
279,,,,patrol,patrouille
280,,,,prowl,rôder
281,,,,squad,escouade
282,,,,electric,électrique
283,,,,hardtop,toit_rigide
284,,,,hatchback,hatchback
285,,,,hot-rod,hot-rod
286,,,,jeep,jeep
287,,,,landrover,landrover
288,,,,limo,limo
289,,,,loaner,prêt
290,,,,minicar,minicar
291,,,,minivan,minivan
292,,,,model,modèle
293,,,,pace,rythme
294,,,,racer,coureur
295,,,,race,DUPLICATE_course
296,,,,racing,course
297,,,,roadster,roadster
298,,,,runabout,runabout
299,,,,two-seater,biplace
300,,,,sedan,berline
301,,,,saloon,DUPLICATE_berline
302,,,,sports,sports
303,,,,sport,sport
304,,,,suv,suv
305,,,,stanley,stanley
306,,,,steamer,steamer
307,,,,stock,stock
308,,,,subcompact,sous-compacte
309,,,,touring,tourisme
310,,,,tourer,tourer
311,,,,used,d'occasion
312,,,,secondhand,seconde_main
314,L03_11,hyponyms - misc,church,,église
315,,,,chapel,chapelle
316,,,,abbey,abbaye
317,,,,basilica,basilique
318,,,,cathedral,cathédrale
319,,,,duomo,duomo
320,,,,kirk,kirk
322,L03_12,hyponyms - misc,citrus,,agrumes
323,,,,lemon,citron
324,,,,orange,orange
325,,,,lime,citron_vert
326,,,,mandarin,mandarine
327,,,,tangerine,DUPLICATE_mandarine
328,,,,yuzu,yuzu
330,L03_13,hyponyms - misc,cloud,,nuage
331,,,,thundercloud,nuage_orageux
332,,,,cirrocumulus,cirrocumulus
333,,,,cirrostratus,cirrostratus
334,,,,cirrus,cirrus
335,,,,contrail,contrail
336,,,,condensation,condensation
337,,,,trail,traînée
338,,,,cumulonimbus,cumulonimbus
339,,,,cumulus,cumulus
340,,,,nacreous,nacré
341,,,,nebule,nébuleuse
342,,,,nimbus,nimbus
343,,,,rain,pluie
344,,,,storm,tempête
345,,,,stratus,stratus
346,,,,mushroom,champignon
347,,,,smoke,fumée
349,L03_14,hyponyms - misc,collar,,collier
350,,,,choker,collier_de_serrage
351,,,,ruff,collerette
352,,,,ruffle,DUPLICATE_collerette
353,,,,clerical,clérical
354,,,,roman_collar,col_romain
355,,,,dog_collar,collier_de_chien
356,,,,eton_collar,col_eton
357,,,,rabato_collar,col_rabato
358,,,,rebato_collar,col_rebato
359,,,,turtleneck,col_roulé
360,,,,polo-neck,col_polo
361,,,,neckpiece,DUPLICATE_collier
363,L03_15,hyponyms - misc,color,,couleur
364,,,,white,blanc
365,,,,black,noir
366,,,,blue,bleu
367,,,,green,vert
368,,,,red,rouge
370,,,,orange,orange
371,,,,vermilion,vermillon
372,,,,amber,ambre
373,,,,chartreuse,chartreuse
374,,,,teal,sarcelle
375,,,,violet,violet
376,,,,magenta,magenta
377,,,,rose,rose
378,,,,azure,azur
379,,,,cyan,cyan
380,,,,indigo,indigo
381,,,,purple,DUPLICATE_violet
382,,,,brown,brun
383,,,,yellow,jaune
385,L03_16,hyponyms - misc,computer,,ordinateur
386,,,,laptop,ordinateur_portable
387,,,,desktop,ordinateur_de_bureau
388,,,,tablet,tablette
389,,,,smartphone,smartphone
390,,,,supercomputer,superordinateur
391,,,,iphone,iPhone
392,,,,ipad,ipad
394,L03_17,hyponyms - misc,container,,conteneur
395,,,,bag,sac
396,,,,handbag,sac_à_main
397,,,,pocketbook,DUPLICATE_sac_à_main
398,,,,purse,DUPLICATE_sac_à_main
399,,,,basket,panier
400,,,,handbasket,panier_à_main
401,,,,bin,corbeille
402,,,,bowl,bol
403,,,,pipe,tuyau
404,,,,box,boîte
405,,,,bread-bin,boîte_à_pain
406,,,,breadbox,DUPLICATE_boîte_à_pain
408,,,,can,boîte_de_conserve
409,,,,tin,DUPLICATE_boîte_de_conserve
410,,,,canister,bidon
411,,,,cannister,DUPLICATE_boîte_de_conserve
412,,,,capsule,capsule
413,,,,cargo,cargaison
414,,,,case,valise
415,,,,display,présentoir
416,,,,showcase,DUPLICATE_vitrine
417,,,,vitrine,vitrine
418,,,,cassette,cassette
419,,,,cup,tasse
420,,,,cylinder,cylindre
421,,,,dice,dés
422,,,,dish,plat
423,,,,dispenser,distributeur
424,,,,drawer,tiroir
425,,,,dumpster,benne_à_ordures
426,,,,empty,vide
427,,,,envelope,enveloppe
428,,,,glass,verre
429,,,,bottle,bouteille
430,,,,mailer,courrier
431,,,,manger,mangeoire
432,,,,trough,auge
433,,,,measure,mesure
434,,,,mold,DUPLICATE_moule
435,,,,mould,moule
436,,,,cast,couler
437,,,,package,colis
438,,,,parcel,DUPLICATE_colis
439,,,,pan,casserole
440,,,,pod,cosse
441,,,,pot,pot
442,,,,flowerpot,pot_de_fleurs
443,,,,flask,flacon
444,,,,receptacle,réceptacle
445,,,,reliquary,reliquaire
446,,,,saltcellar,salière
447,,,,savings,épargne
448,,,,bank,banque
449,,,,coin,pièce_de_monnaie
450,,,,money,argent
452,,,,coal,charbon
453,,,,shaker,shaker
454,,,,spoon,cuillère
455,,,,thimble,dé_à_coudre
456,,,,vessel,récipient
457,,,,waste-paper,corbeille_à_papier
458,,,,wastebasket,DUPLICATE_corbeille_à_papier
459,,,,waste,déchets
460,,,,file,dossier
461,,,,workbasket,corbeille_de_travail
462,,,,workbox,boîte_de_travail
463,,,,workbag,sac_de_travail
465,L03_18,hyponyms - misc,cookware,,ustensiles_de_cuisine
466,,,,pot,pot
467,,,,baster,arrosoir
468,,,,chafing,chafing
469,,,,dish,plat
470,,,,cooker,cuisinière
471,,,,sheet,feuille
472,,,,tray,plateau
473,,,,enamelware,émaillerie
474,,,,grid,grille
475,,,,gridiron,grille_de_cuisson
476,,,,griddle,plaque_de_cuisson
477,,,,pan,poêle
478,,,,poacher,braconnier
479,,,,skimmer,écumoire
480,,,,steamer,cuiseur_vapeur
481,,,,turner,tourneur
483,L03_19,hyponyms - misc,cup,,tasse
484,,,,teacup,tasse_à_thé
485,,,,beaker,gobelet
486,,,,chalice,calice
487,,,,goblet,DUPLICATE_gobelet
488,,,,coffee_cup,tasse_à_café
489,,,,dixie,dixie
490,,,,paper_cup,gobelet_à_papier
491,,,,grace,grâce
492,,,,kylix,kylix
493,,,,cylix,cylix
494,,,,mustache_cup,gobelet_à_moustache
495,,,,moustache_cup,DUPLICATE_gobelet_à_moustache
496,,,,scyphus,scyphus
497,,,,grail,graal
499,L03_20,hyponyms - misc,cushion,,coussin
500,,,,pincushion,coussin_d'épingle
501,,,,pillow,DUPLICATE_coussin
502,,,,air,air
503,,,,inflatable,gonflable
504,,,,gaddi,gaddi
505,,,,hassock,hassock
506,,,,headrest,appui-tête
507,,,,seat,siège
509,L03_21,hyponyms - misc,cutlery,,couverts
510,,,,knife,couteau
511,,,,fork,fourchette
512,,,,spoon,cuillère
513,,,,tablefork,fourchette_de_table
514,,,,teaspoon,cuillère_à_café
515,,,,dessert_spoon,cuillère_à_dessert
516,,,,salad_fork,fourchette_à_salade
517,,,,carving_fork,fourchette_à_découper
519,L03_22,hyponyms - misc,dessert,,dessert
520,,,,cake,gâteau
521,,,,ambrosia,ambroisie
522,,,,baked_alaska,alaska_cuit
523,,,,blancmange,blancmange
524,,,,charlotte,charlotte
525,,,,compote,compote
526,,,,fruit_compote,compote_de_fruits
527,,,,dumpling,boulette
528,,,,flan,flan
529,,,,frozen_dessert,dessert_glacé
530,,,,junket,junket
531,,,,mold,moule
532,,,,mould,DUPLICATE_moule
533,,,,mousse,mousse
534,,,,pavlova,pavlova
535,,,,peach_melba,pêche_melba
536,,,,pudding,pudding
537,,,,pud,DUPLICATE_pudding
538,,,,syllabub,syllabub
539,,,,sillabub,sillabub
540,,,,tiramisu,tiramisu
541,,,,whip,fouet
542,,,,zabaglione,zabaglione
543,,,,sabayon,sabayon
544,,,,charlotte_russe,charlotte_russe
545,,,,apple_dumpling,boulette_de_pomme
546,,,,frozen_custard,crème_glacée
547,,,,soft_ice_cream,crème_glacée_molle
548,,,,frozen_pudding,pudding_glacé
549,,,,frozen_yogurt,yaourt_glacé
550,,,,ice-cream_cake,gâteau_à_la_crème_glacée
551,,,,icebox_cake,gâteau_glacé
552,,,,ice-cream_cone,cornet_de_crème_glacée
553,,,,ice-cream_sundae,sundae_à_la_crème_glacée
554,,,,sundae,sundae
555,,,,ice,glace
556,,,,frappe,frappe
557,,,,ice_cream,DUPLICATE_crème_glacée
558,,,,icecream,DUPLICATE_crème_glacée
559,,,,ice_lolly,sucette_glacée
560,,,,lolly,sucette
561,,,,lollipop,DUPLICATE_sucette
562,,,,popsicle,popsicle
563,,,,ice_milk,lait_glacé
564,,,,parfait,parfait
565,,,,sherbert,sherbert
566,,,,sherbet,sorbet
567,,,,snowball,boule_de_neige
568,,,,split,split
569,,,,chocolate_mousse,mousse_au_chocolat
570,,,,trifle,bagatelle
571,,,,brown_betty,brown_betty
572,,,,chocolate_pudding,pudding_au_chocolat
573,,,,duff,duff
574,,,,plum_duff,duff_aux_prunes
575,,,,flummery,flummery
576,,,,nesselrode,nesselrode
577,,,,nesselrode_pudding,pudding_nesselrode
578,,,,pease_pudding,pease_pudding
579,,,,plum_pudding,plum_pudding
580,,,,christmas_pudding,pudding_de_noël
581,,,,roly-poly,roly-poly
582,,,,roly-poly_pudding,pudding_au_roly-poly
583,,,,steamed_pudding,pudding_à_la_vapeur
584,,,,suet_pudding,pudding_au_suif
585,,,,tapioca_pudding,pudding_au_tapioca
586,,,,vanilla_pudding,pudding_à_la_vanille
587,,,,prune_whip,fouet_à_pruneaux
588,,,,water_ice,glace_à_l'eau
589,,,,sorbet,DUPLICATE_sorbet
590,,,,chocolate_ice_cream,crème_glacée_au_chocolat
591,,,,neapolitan_ice_cream,crème_glacée_napolitaine
592,,,,peach_ice_cream,crème_glacée_à_la_pêche
593,,,,strawberry_ice_cream,glace_à_la_fraise
594,,,,tutti-frutti,tutti-frutti
595,,,,vanilla_ice_cream,glace_à_la_vanille
596,,,,banana_split,banane_split
597,,,,tipsy_cake,gâteau_pompette
599,,,,choc-ice,choc-glace
601,L03_23,hyponyms - misc,dress,,robe
602,,,,gown,robe_de_chambre
603,,,,caftan,caftan
604,,,,kaftan,DUPLICATE_caftan
605,,,,chemise,chemise
606,,,,sack,sac
607,,,,shift,DUPLICATE_chemise
608,,,,coatdress,robe-manteau
609,,,,cocktail_dress,robe_de_cocktail
610,,,,sheath,fourreau
611,,,,dirndl,dirndl
612,,,,jumper,pull-over
613,,,,pinafore,chasuble
614,,,,pinny,pinny
615,,,,kirtle,kirtle
616,,,,morning,matin
617,,,,evening,soirée
618,,,,muumuu,muumuu
619,,,,polonaise,polonaise
620,,,,sari,sari
621,,,,saree,saree
622,,,,shirtdress,robe-chemise
623,,,,strapless,sans_bretelles
624,,,,sundress,robe_d'été
626,L03_24,hyponyms - misc,drum,,tambour
627,,,,tambourine,tambourin
628,,,,bass_drum,tambour_basse
629,,,,gran_casa,gran_casa
630,,,,bongo,bongo
631,,,,bongo_drum,tambour_bongo
632,,,,snare_drum,caisse_claire
633,,,,snare,DUPLICATE_caisse_claire
634,,,,side_drum,tambour_latéral
635,,,,tabor,tabor
636,,,,tabour,tabour
637,,,,tambour,tambour
638,,,,tenor_drum,tambour_ténor
639,,,,tom-tom,tom-tom
640,,,,timbrel,DUPLICATE_tambourin
641,,,,djembe,djembe
642,,,,doumbek,doumbek
643,,,,darbuka,darbuka
645,L03_25,hyponyms - misc,emotion,,émotion
646,,,,anger,colère
647,,,,choler,DUPLICATE_colère
648,,,,ire,DUPLICATE_colère
649,,,,anxiety,anxiété
650,,,,conditioned_emotional_response,réponse_émotionnelle_conditionnée
651,,,,cer,NO_TRANSLATION
652,,,,conditioned_emotion,émotion_conditionnée
653,,,,emotional_state,état_émotionnel
654,,,,spirit,esprit
655,,,,fear,peur
656,,,,fearfulness,DUPLICATE_peur
657,,,,fright,DUPLICATE_peur
658,,,,reverence,révérence
659,,,,awe,crainte
660,,,,veneration,vénération
661,,,,hate,haine
662,,,,hatred,DUPLICATE_haine
663,,,,joy,joie
664,,,,joyousness,DUPLICATE_joie
665,,,,joyfulness,gaieté
666,,,,love,amour
667,,,,annoyance,gêne
668,,,,chafe,irritation
669,,,,vexation,vexation
670,,,,bad_temper,mauvais_tempérage
671,,,,ill_temper,DUPLICATE_mauvais_tempérage
672,,,,dander,phanères
673,,,,hackles,poils
674,,,,fury,fureur
675,,,,rage,rage
676,,,,madness,folie
677,,,,huffiness,mauvaise_humeur
678,,,,indignation,indignation
679,,,,outrage,DUPLICATE_indignation
680,,,,infuriation,infuriation
681,,,,enragement,enragement
682,,,,umbrage,ombrage
683,,,,offense,offense
684,,,,offence,infraction
685,,,,angst,angoisse
686,,,,anxiousness,DUPLICATE_anxiété
687,,,,disquiet,inquiétude
688,,,,concern,préoccupation
689,,,,care,soin
690,,,,discomfiture,DUPLICATE_déconfiture
691,,,,discomposure,déconfiture
692,,,,disconcertion,DUPLICATE_déconcertation
693,,,,disconcertment,déconcertation
694,,,,edginess,nervosité
695,,,,uneasiness,malaise
696,,,,inquietude,DUPLICATE_inquiétude
697,,,,disquietude,DUPLICATE_inquiétude
698,,,,insecurity,insécurité
699,,,,jitteriness,agitation
700,,,,jumpiness,DUPLICATE_agitation
701,,,,nervousness,DUPLICATE_nervosité
702,,,,restiveness,DUPLICATE_nervosité
703,,,,scruple,scrupule
704,,,,qualm,DUPLICATE_scrupule
705,,,,misgiving,appréhension
706,,,,sinking,affaissement
707,,,,sinking_feeling,sentiment_d'enfoncement
708,,,,worry,DUPLICATE_inquiétude
709,,,,trouble,trouble
710,,,,ecstasy,extase
711,,,,rapture,ravissement
712,,,,transport,transport
713,,,,exaltation,exaltation
714,,,,raptus,raptus
715,,,,embarrassment,embarras
716,,,,gratification,gratification
717,,,,satisfaction,satisfaction
718,,,,happiness,bonheur
719,,,,felicity,félicité
720,,,,state,état
721,,,,unhappiness,malheur
722,,,,alarm,alarme
723,,,,dismay,DUPLICATE_consternation
724,,,,consternation,consternation
725,,,,apprehension,DUPLICATE_appréhension
726,,,,apprehensiveness,DUPLICATE_appréhension
727,,,,dread,DUPLICATE_crainte
728,,,,creeps,fluage
729,,,,frisson,frisson
730,,,,shiver,DUPLICATE_frisson
731,,,,chill,DUPLICATE_frisson
732,,,,quiver,frémissement
733,,,,shudder,DUPLICATE_frisson
734,,,,thrill,DUPLICATE_frisson
735,,,,tingle,picotement
736,,,,horror,horreur
737,,,,hysteria,hystérie
738,,,,intimidation,intimidation
739,,,,panic,panique
740,,,,terror,terreur
741,,,,affright,effroi
742,,,,scare,DUPLICATE_peur
743,,,,panic_attack,panique_attaque
744,,,,stage_fright,peur_de_la_scène
745,,,,timidity,timidité
746,,,,timidness,DUPLICATE_timidité
747,,,,timorousness,DUPLICATE_timidité
748,,,,abhorrence,DUPLICATE_abomination
749,,,,abomination,abomination
750,,,,detestation,détestation
751,,,,execration,exécration
752,,,,loathing,dégoût
753,,,,odium,odium
754,,,,despisal,méprise
755,,,,despising,DUPLICATE_méprise
756,,,,hostility,hostilité
757,,,,enmity,inimitié
758,,,,ill_will,mauvaise_volonté
759,,,,malevolence,malveillance
760,,,,malignity,malignité
761,,,,misanthropy,misanthropie
762,,,,misogamy,misogamie
763,,,,misogyny,misogynie
764,,,,misogynism,misogynisme
765,,,,misology,misologie
766,,,,misoneism,misonéisme
767,,,,misopedia,misopédie
768,,,,murderousness,meurtrière
769,,,,elation,DUPLICATE_exaltation
770,,,,high_spirits,hauts_esprits
771,,,,lightness,légèreté
772,,,,exhilaration,DUPLICATE_exaltation
773,,,,excitement,excitation
774,,,,exuberance,exubérance
775,,,,exultation,exultation
776,,,,jubilance,jubilation
777,,,,jubilancy,DUPLICATE_jubilation
778,,,,jubilation,DUPLICATE_jubilation
779,,,,agape,agape
781,,,,amorousness,amourette
782,,,,enamoredness,énamourage
783,,,,ardor,DUPLICATE_ardeur
784,,,,ardour,ardeur
785,,,,benevolence,bienveillance
786,,,,devotion,dévouement
787,,,,devotedness,DUPLICATE_dévouement
788,,,,filial_love,filial_love
789,,,,heartstrings,cordes_vocales
790,,,,lovingness,DUPLICATE_amour
791,,,,caring,DUPLICATE_bienveillance
792,,,,loyalty,loyauté
793,,,,puppy_love,amour_de_chiot
794,,,,calf_love,amour_veau
795,,,,crush,coup_de_cœur
796,,,,infatuation,engouement
797,,,,worship,DUPLICATE_adoration
798,,,,adoration,adoration
799,,,,aggravation,aggravation
800,,,,exasperation,exaspération
801,,,,displeasure,déplaisir
802,,,,frustration,frustration
803,,,,harassment,harcèlement
804,,,,torment,tourmente
805,,,,pique,piquer
806,,,,temper,DUPLICATE_colère
807,,,,irritation,DUPLICATE_irritation
808,,,,fit,crise
809,,,,tantrum,crise_de_colère
810,,,,scene,scène
811,,,,conniption,conniption
812,,,,irascibility,irascibilité
813,,,,short_temper,courte_température
814,,,,spleen,rate
815,,,,quick_temper,fièvre_rapide
816,,,,lividity,lividité
817,,,,wrath,DUPLICATE_colère
818,,,,dudgeon,donjon
819,,,,high_dudgeon,haut_dudgeon
820,,,,willies,zizanie
821,,,,comfort,confort
822,,,,quality_of_life,qualité_de_vie
823,,,,blessedness,béatitude
824,,,,beatitude,DUPLICATE_béatitude
825,,,,beatification,béatification
826,,,,radiance,rayonnement
827,,,,embitterment,amertume
828,,,,sadness,tristesse
829,,,,sorrow,chagrin
830,,,,sorrowfulness,DUPLICATE_tristesse
831,,,,pall,nuage
832,,,,foreboding,pressentiment
833,,,,premonition,prémonition
834,,,,presentiment,DUPLICATE_pressentiment
835,,,,boding,présage
836,,,,gloom,morosité
837,,,,gloominess,DUPLICATE_morosité
838,,,,somberness,sombrerie
839,,,,sombreness,sombréité
840,,,,suspense,suspense
841,,,,trepidation,trépidation
842,,,,swivet,pivotement
843,,,,cold_feet,pied_froid
844,,,,diffidence,défiance
845,,,,self-doubt,doute_de_soi
846,,,,self-distrust,méfiance_envers_soi-même
847,,,,shyness,DUPLICATE_timidité
848,,,,aggression,agression
849,,,,aggressiveness,agressivité
850,,,,animosity,animosité
851,,,,animus,animus
852,,,,bad_blood,mauvais_sang
853,,,,antagonism,antagonisme
854,,,,belligerence,belligérance
855,,,,belligerency,DUPLICATE_belligérance
856,,,,class_feeling,sentiment_de_classe
857,,,,resentment,ressentiment
858,,,,bitterness,DUPLICATE_amertume
859,,,,gall,bile
860,,,,rancor,DUPLICATE_rancœur
861,,,,rancour,rancœur
862,,,,maleficence,maléfice
863,,,,malice,malice
864,,,,maliciousness,DUPLICATE_malice
865,,,,spite,DUPLICATE_malveillance
866,,,,spitefulness,DUPLICATE_malveillance
867,,,,venom,venin
868,,,,vindictiveness,vindicte
869,,,,vengefulness,vengeance
870,,,,misocainea,misocaïnea
871,,,,euphoria,euphorie
872,,,,euphory,DUPLICATE_euphorie
874,,,,boot,botte
