,ID,Relation,Source,Target,FR
107,,,,dull,terne
108,,,,neutral,neutre
109,,,,white,blanc
110,,,,bleached,blanchi
111,,,,faded,délavé
112,,,,washed-out,DUPLICATE_délavé
113,,,,washy,DUPLICATE_délavé
114,,,,drab,DUPLICATE_terne
115,,,,somber,sombre
116,,,,sombre,DUPLICATE_sombre
117,,,,dulled,terni
118,,,,greyed,grisonné
119,,,,etiolate,étiolé
120,,,,etiolated,DUPLICATE_étiolé
121,,,,lurid,DUPLICATE_terne
122,,,,waxen,cireux
123,,,,waxlike,DUPLICATE_cireux
124,,,,waxy,DUPLICATE_cireux
125,,,,whitened,DUPLICATE_blanchi
127,L09_7,antonyms - gradable,cheap,,bon_marché
128,,,,expensive,cher
129,,,,big-ticket,grand_prix
130,,,,high-ticket,haut_de_gamme
131,,,,costly,coûteux
132,,,,dear,DUPLICATE_cher
133,,,,high-priced,DUPLICATE_coûteux
134,,,,pricey,DUPLICATE_coûteux
135,,,,pricy,DUPLICATE_coûteux
136,,,,dearly-won,chèrement_gagné
137,,,,overpriced,trop_cher
138,,,,valuable,précieux
140,L09_8,antonyms - gradable,clean,,propre
141,,,,dirty,sale
142,,,,soiled,souillé
143,,,,unclean,malpropre
144,,,,augean,augean
145,,,,bedraggled,débraillé
146,,,,draggled,traîné
147,,,,befouled,DUPLICATE_souillé
148,,,,fouled,DUPLICATE_souillé
149,,,,begrimed,abîmé
150,,,,dingy,miteux
151,,,,grimy,sinistre
152,,,,grubby,sordide
153,,,,grungy,DUPLICATE_sordide
154,,,,raunchy,racoleur
155,,,,black,noir
156,,,,smutty,cochon
157,,,,buggy,buggy
158,,,,cobwebby,toile_d'araignée
159,,,,dirty-faced,tête_de_cochon
160,,,,feculent,féculent
161,,,,filthy,dégoûtant
162,,,,foul,immonde
163,,,,nasty,méchant
164,,,,flyblown,mouche_du_coche
165,,,,squalid,DUPLICATE_sordide
166,,,,sordid,DUPLICATE_sordide
167,,,,greasy,gras
168,,,,oily,huileux
169,,,,lousy,minable
170,,,,maculate,maculé
171,,,,mucky,boueux
172,,,,muddy,DUPLICATE_boueux
173,,,,ratty,DUPLICATE_miteux
174,,,,scummy,DUPLICATE_dégoûtant
175,,,,smudgy,baveux
176,,,,snotty,morveux
177,,,,snot-nosed,DUPLICATE_morveux
178,,,,sooty,suie
179,,,,travel-soiled,souillé_par_le_voyage
180,,,,travel-stained,taches_de_voyage
181,,,,uncleanly,DUPLICATE_malpropre
182,,,,unswept,non_nettoyé
183,,,,unwashed,non_lavé
185,L09_9,antonyms - gradable,clear,,clair
186,,,,vague,vague
187,,,,obscure,obscur
188,,,,unclear,peu_clair
189,,,,undefined,indéfini
190,,,,indefinable,indéfinissable
191,,,,undefinable,DUPLICATE_indéfinissable
193,L09_10,antonyms - gradable,close,,proche
194,,,,distant,éloigné
195,,,,remote,DUPLICATE_éloigné
196,,,,removed,DUPLICATE_éloigné
197,,,,far,loin
198,,,,faraway,lointain
200,L09_11,antonyms - gradable,colorful,,coloré
201,,,,colorless,incolore
202,,,,colourless,DUPLICATE_incolore
203,,,,dull,terne
204,,,,neutral,neutre
205,,,,pale,pâle
206,,,,white,blanc
207,,,,bleached,blanchi
208,,,,faded,délavé
209,,,,washed-out,DUPLICATE_délavé
210,,,,washy,DUPLICATE_délavé
211,,,,drab,DUPLICATE_terne
212,,,,somber,sombre
213,,,,sombre,DUPLICATE_sombre
214,,,,dulled,terni
215,,,,greyed,grisonné
216,,,,etiolate,étiolé
217,,,,etiolated,DUPLICATE_étiolé
218,,,,lurid,DUPLICATE_terne
219,,,,waxen,cireux
220,,,,waxlike,DUPLICATE_cireux
221,,,,waxy,DUPLICATE_cireux
222,,,,whitened,DUPLICATE_blanchi
224,L09_12,antonyms - gradable,common,,commun
225,,,,rare,rare
226,,,,infrequent,peu_fréquent
227,,,,scarce,DUPLICATE_rare
228,,,,uncommon,DUPLICATE_peu_fréquent
229,,,,extraordinary,extraordinaire
231,L09_13,antonyms - gradable,competent,,compétent
232,,,,incompetent,incompétent
233,,,,unskilled,non_qualifié
234,,,,unqualified,DUPLICATE_non_qualifié
235,,,,inefficient,inefficace
237,L09_14,antonyms - gradable,concerned,,concerné
238,,,,unconcerned,insouciant
239,,,,blase,blasé
240,,,,blithe,joyeux
241,,,,casual,désinvolte
242,,,,insouciant,DUPLICATE_insouciant
243,,,,nonchalant,nonchalant
244,,,,degage,dégager
245,,,,detached,détaché
246,,,,uninvolved,non_impliqué
247,,,,indifferent,indifférent
248,,,,careless,négligent
249,,,,untroubled,DUPLICATE_indifférent
251,L09_15,antonyms - gradable,cooked,,cuit
252,,,,raw,brut
253,,,,half-baked,mi-cuit
254,,,,fresh,frais
255,,,,natural,naturel
256,,,,underdone,sous-cuit
257,,,,rare,rare
258,,,,uncooked,non_cuit
259,,,,untoasted,non_grillé
261,L09_16,antonyms - gradable,dangerous,,dangereux
262,,,,safe,sûr
263,,,,fail-safe,sans_risque
264,,,,risk-free,DUPLICATE_sans_risque
265,,,,riskless,DUPLICATE_sans_risque
266,,,,unhazardous,inoffensif
267,,,,safe-and-sound,sain_et_sauf
268,,,,unhurt,indemne
269,,,,harmless,DUPLICATE_inoffensif
270,,,,invulnerable,invulnérable
271,,,,secure,DUPLICATE_sûr
272,,,,uninjured,DUPLICATE_indemne
274,L09_17,antonyms - gradable,decisive,,décisif
275,,,,hesitating,hésitant
276,,,,indecisive,indécis
277,,,,hesitant,DUPLICATE_hésitant
278,,,,inconclusive,non_concluant
279,,,,irresolute,irrésolu
281,L09_18,antonyms - gradable,dry,,sec
282,,,,wet,mouillé
283,,,,bedewed,trempé
284,,,,dewy,rosée
285,,,,besprent,besprent
286,,,,boggy,marécageux
287,,,,marshy,DUPLICATE_marécageux
288,,,,miry,miry
289,,,,mucky,boueux
290,,,,muddy,DUPLICATE_boueux
291,,,,quaggy,quaggy
292,,,,sloppy,sloppy
293,,,,sloughy,visqueux
294,,,,soggy,détrempé
295,,,,squashy,squashy
296,,,,swampy,DUPLICATE_marécageux
297,,,,waterlogged,gorgé_d'eau
298,,,,clammy,moite
299,,,,dank,humide
300,,,,damp,DUPLICATE_humide
301,,,,dampish,DUPLICATE_humide
302,,,,moist,DUPLICATE_humide
303,,,,sodden,DUPLICATE_détrempé
304,,,,soppy,DUPLICATE_trempé
305,,,,drippy,dégoulinant
306,,,,drizzly,bruineux
307,,,,humid,DUPLICATE_humide
308,,,,misty,brumeux
309,,,,muggy,DUPLICATE_moite
310,,,,steamy,vaporeux
311,,,,sticky,collant
312,,,,reeking,puant
313,,,,watery,aqueux
314,,,,rheumy,rhumatisant
315,,,,showery,doucereux
316,,,,rainy,pluvieux
317,,,,steaming,fumant
318,,,,tacky,DUPLICATE_collant
319,,,,undried,non_séché
320,,,,washed,lavé
322,L09_19,antonyms - gradable,energetic,,énergique
323,,,,lethargic,léthargique
324,,,,unergetic,peu_énergique
325,,,,dazed,étourdi
326,,,,foggy,brumeux
327,,,,groggy,groggy
328,,,,logy,loquace
329,,,,stuporous,stuporeux
330,,,,dreamy,rêveur
331,,,,lackadaisical,apathique
332,,,,languid,languissant
333,,,,languorous,langoureux
334,,,,listless,DUPLICATE_apathique
335,,,,inactive,inactif
337,L09_20,antonyms - gradable,familiar,,familier
338,,,,unfamiliar,peu_familier
339,,,,strange,étrange
340,,,,unknown,inconnu
341,,,,unacquainted,DUPLICATE_inconnu
342,,,,foreign,étranger
344,L09_21,antonyms - gradable,fat,,gras
345,,,,thin,mince
346,,,,lean,maigre
347,,,,anorexic,anorexique
348,,,,anorectic,DUPLICATE_anorexique
349,,,,bony,osseux
350,,,,cadaverous,cadavérique
351,,,,emaciated,émacié
352,,,,gaunt,décharné
353,,,,haggard,hagard
354,,,,pinched,pincé
355,,,,skeletal,squelettique
356,,,,wasted,épuisé
357,,,,deep-eyed,yeux_profonds
358,,,,hollow-eyed,yeux_creux
359,,,,sunken-eyed,yeux_enfoncés
360,,,,gangling,gangréné
361,,,,gangly,DUPLICATE_gangréné
362,,,,lanky,longiligne
363,,,,lank,DUPLICATE_longiligne
364,,,,spindly,chétif
365,,,,rawboned,à_écailles
366,,,,reedy,roseau
367,,,,reedlike,DUPLICATE_roseau
368,,,,twiggy,brindille
369,,,,twiglike,DUPLICATE_brindille
370,,,,scarecrowish,épouvantable
371,,,,scraggy,grincheux
372,,,,boney,DUPLICATE_osseux
373,,,,scrawny,maigrichon
374,,,,skinny,DUPLICATE_maigre
375,,,,underweight,en_sous-poids
376,,,,weedy,malingre
377,,,,shriveled,ratatiné
378,,,,shrivelled,DUPLICATE_ratatiné
379,,,,shrunken,DUPLICATE_ratatiné
380,,,,withered,flétri
381,,,,wizen,wizen
382,,,,wizened,DUPLICATE_flétri
383,,,,slender,svelte
384,,,,slight,léger
385,,,,slim,DUPLICATE_mince
386,,,,svelte,DUPLICATE_svelte
387,,,,slender-waisted,taille_fine
388,,,,slim-waisted,DUPLICATE_taille_fine
389,,,,wasp-waisted,taille_de_guêpe
390,,,,spare,épargné
391,,,,trim,trim
392,,,,spindle-legged,en_forme_de_fuseau
393,,,,spindle-shanked,taillé_en_broche
394,,,,stringy,filiforme
395,,,,wiry,DUPLICATE_filiforme
396,,,,wisplike,DUPLICATE_filiforme
397,,,,wispy,DUPLICATE_filiforme
399,L09_22,antonyms - gradable,full,,plein
400,,,,empty,vide
401,,,,bare,nu
402,,,,stripped,dépouillé
403,,,,blank,DUPLICATE_vide
404,,,,clean,propre
405,,,,white,blanc
406,,,,empty-handed,les_mains_vides
407,,,,glassy,vitreux
408,,,,glazed,glacé
409,,,,lifeless,sans_vie
410,,,,looted,pillé
411,,,,pillaged,DUPLICATE_pillé
412,,,,plundered,DUPLICATE_pillé
413,,,,ransacked,saccagé
414,,,,vacant,vacant
415,,,,vacuous,DUPLICATE_vacant
416,,,,void,DUPLICATE_vide
418,L09_23,antonyms - gradable,gaseous,,gazeux
419,,,,solid,solide
420,,,,hard,dur
421,,,,coagulated,coagulé
422,,,,solidified,solidifié
423,,,,concrete,concret
424,,,,congealed,congelé
425,,,,jelled,gélifié
426,,,,jellied,DUPLICATE_gélifié
427,,,,dry,sec
428,,,,semisolid,semi-solide
429,,,,solid-state,DUPLICATE_solide
431,L09_24,antonyms - gradable,generous,,généreux
432,,,,stingy,malingre
433,,,,beggarly,mendiant
434,,,,mean,méchant
435,,,,cheap,bon_marché
436,,,,chinchy,fringant
438,,,,cheeseparing,fromager
439,,,,close,proche
440,,,,near,près_de
441,,,,penny-pinching,pingre
442,,,,skinny,maigre
443,,,,closefisted,à_poigne
444,,,,hardfisted,dur_à_cuire
445,,,,tightfisted,étriqué
446,,,,grudging,réticent
447,,,,niggardly,tatillon
448,,,,scrimy,scrupuleux
449,,,,mingy,avare
450,,,,miserly,DUPLICATE_avare
451,,,,tight,serré
452,,,,parsimonious,parcimonieux
453,,,,penurious,pénible
454,,,,selfish,égoïste
455,,,,uncharitable,peu_charitable
456,,,,ungenerous,peu_généreux
457,,,,meanspirited,mesquin
459,L09_25,antonyms - gradable,happy,,heureux
460,,,,sad,triste
461,,,,bittersweet,doux-amer
462,,,,doleful,DUPLICATE_triste
463,,,,mournful,DUPLICATE_triste
464,,,,heavyhearted,le_cœur_lourd
465,,,,melancholy,mélancolique
466,,,,melancholic,DUPLICATE_mélancolique
467,,,,pensive,pensif
468,,,,wistful,nostalgique
469,,,,tragic,tragique
470,,,,tragical,DUPLICATE_tragique
471,,,,tragicomic,tragicomique
472,,,,tragicomical,DUPLICATE_tragicomique
473,,,,deplorable,déplorable
474,,,,distressing,affligeant
475,,,,lamentable,lamentable
476,,,,pitiful,pitoyable
477,,,,sorry,désolé
479,L09_26,antonyms - gradable,hard,,dur
480,,,,soft,doux
481,,,,mellow,moelleux
482,,,,brushed,brossé
483,,,,fleecy,molletonné
484,,,,napped,fait_la_sieste
485,,,,cheeselike,comme_du_fromage
486,,,,compressible,compressible
487,,,,squeezable,DUPLICATE_compressible
488,,,,cottony,cotonneux
489,,,,cushioned,coussiné
490,,,,cushiony,DUPLICATE_coussiné
491,,,,padded,rembourré
492,,,,demulcent,démulsifiant
493,,,,emollient,émollient
494,,,,salving,salvateur
495,,,,softening,adoucissant
496,,,,downy,duveteux
497,,,,downlike,DUPLICATE_duveteux
498,,,,flossy,mousseux
499,,,,fluffy,DUPLICATE_duveteux
500,,,,flaccid,flasque
501,,,,flocculent,floculant
502,,,,woolly,laineux
503,,,,wooly,DUPLICATE_laineux
504,,,,yielding,cédant
505,,,,mushy,pâteux
506,,,,overstuffed,pléthorique
507,,,,softish,DUPLICATE_moelleux
508,,,,semisoft,semi-mou
509,,,,spongy,spongieux
510,,,,squashy,DUPLICATE_spongieux
511,,,,squishy,DUPLICATE_spongieux
512,,,,spongelike,DUPLICATE_spongieux
513,,,,velvet,velouté
514,,,,velvety,DUPLICATE_velouté
516,L09_27,antonyms - gradable,hot,,chaud
517,,,,cold,froid
518,,,,chilly,glacial
519,,,,frosty,DUPLICATE_glacial
520,,,,cool,frais
521,,,,frigid,frigide
523,L09_28,antonyms - gradable,interesting,,intéressant
524,,,,uninteresting,inintéressant
525,,,,dull,terne
526,,,,boring,ennuyeux
527,,,,deadening,abrutissant
528,,,,ho-hum,ho-hum
529,,,,irksome,irritant
530,,,,slow,lent
531,,,,tedious,fastidieux
532,,,,tiresome,fatiguant
533,,,,wearisome,DUPLICATE_fatiguant
534,,,,insipid,insipide
535,,,,jejune,jaloux
536,,,,narcotic,narcotique
537,,,,soporiferous,soporifique
538,,,,soporific,DUPLICATE_soporifique
539,,,,prosaic,prosaïque
540,,,,prosy,prosy
541,,,,earthbound,terreux
542,,,,ponderous,pondéreux
543,,,,putdownable,rabaissable
544,,,,unexciting,peu_excitant
545,,,,unstimulating,non_stimulant
547,L09_29,antonyms - gradable,introvert,,introverti
548,,,,extravert,extraverti
549,,,,extrovert,DUPLICATE_extraverti
550,,,,outgoing,DUPLICATE_extraverti
551,,,,extroverted,DUPLICATE_extraverti
552,,,,forthcoming,ouvert
553,,,,sociable,sociable
555,L09_30,antonyms - gradable,large,,large
556,,,,small,petit
557,,,,little,DUPLICATE_petit
558,,,,atomic,atomique
559,,,,subatomic,subatomique
560,,,,bantam,bantam
561,,,,diminutive,diminutif
562,,,,lilliputian,lilliputien
563,,,,midget,nain
564,,,,petite,DUPLICATE_petit
565,,,,tiny,minuscule
566,,,,flyspeck,mouche_du_coche
567,,,,bitty,bitty
568,,,,bittie,bittie
569,,,,teensy,DUPLICATE_minuscule
570,,,,teentsy,adolescent
571,,,,teeny,DUPLICATE_minuscule
572,,,,wee,pipi
573,,,,weeny,tout_petit
576,,,,teeny-weeny,petit-petit
577,,,,itty-bitty,DUPLICATE_tout_petit
578,,,,itsy-bitsy,DUPLICATE_tout_petit
579,,,,dinky,mignon
580,,,,dwarfish,DUPLICATE_nain
581,,,,elfin,lutin
582,,,,elflike,elfique
583,,,,gnomish,gnomique
584,,,,half-size,demi-taille
585,,,,infinitesimal,infinitésimal
586,,,,minute,infime
587,,,,lesser,moindre
588,,,,microscopic,microscopique
589,,,,microscopical,DUPLICATE_microscopique
590,,,,micro,micro
591,,,,miniature,miniature
592,,,,minuscule,DUPLICATE_minuscule
593,,,,miniscule,DUPLICATE_minuscule
594,,,,olive-sized,de_la_taille_d'une_olive
595,,,,pocket-size,format_de_poche
596,,,,pocket-sized,de_poche
597,,,,pocketable,empoché
598,,,,puny,chétif
599,,,,runty,coulant
600,,,,shrimpy,crevette
601,,,,slender,mince
602,,,,slim,DUPLICATE_mince
603,,,,smaller,plus_petit
604,,,,littler,DUPLICATE_plus_petit
605,,,,smallish,DUPLICATE_petit
606,,,,small-scale,à_petite_échelle
607,,,,undersize,sous-dimensionné
608,,,,undersized,DUPLICATE_sous-dimensionné
610,L09_31,antonyms - gradable,long,,long
611,,,,short,court
612,,,,abbreviated,abrégé
613,,,,shortened,raccourci
614,,,,truncated,tronqué
615,,,,brief,bref
616,,,,clipped,DUPLICATE_tronqué
617,,,,fleeting,fugace
618,,,,fugitive,fugitif
619,,,,momentaneous,momentané
620,,,,momentary,DUPLICATE_momentané
621,,,,short_and_sweet,court_et_doux
622,,,,short-dated,à_court_terme
623,,,,short-range,à_courte_portée
624,,,,short-run,DUPLICATE_à_court_terme
625,,,,short-term,court_terme
626,,,,close,proche
627,,,,curtal,curtal
628,,,,sawed-off,scié
629,,,,sawn-off,DUPLICATE_scié
630,,,,shortish,court-circuité
631,,,,short-snouted,à_museau_court
632,,,,snub,snub
633,,,,stubby,DUPLICATE_tronqué
634,,,,telescoped,télescopique
635,,,,truncate,DUPLICATE_tronqué
636,,,,chunky,grossier
637,,,,dumpy,DUPLICATE_grossier
638,,,,low-set,bas_de_gamme
639,,,,squat,squat
640,,,,squatty,squatty
641,,,,stumpy,trapu
642,,,,compact,compact
643,,,,heavyset,lourd
644,,,,stocky,DUPLICATE_trapu
645,,,,thick,épais
646,,,,thickset,DUPLICATE_épais
647,,,,half-length,demi-longueur
648,,,,pint-size,petite_taille
649,,,,pint-sized,de_petite_taille
650,,,,runty,coulant
651,,,,short-stalked,à_tige_courte
652,,,,squab,squab
653,,,,squabby,squabby
655,L09_32,antonyms - gradable,lumpy,,grumeleux
656,,,,flat,plat
657,,,,level,niveau
658,,,,plane,avion
659,,,,even,DUPLICATE_plat
661,L09_33,antonyms - gradable,noisy,,bruyant
662,,,,silent,silencieux
663,,,,uncommunicative,non_communicatif
664,,,,dumb,muet
665,,,,mute,DUPLICATE_muet
666,,,,inarticulate,inarticulé
667,,,,unarticulate,DUPLICATE_inarticulé
669,L09_34,antonyms - gradable,normal,,normal
670,,,,abnormal,anormal
671,,,,aberrant,aberrant
672,,,,deviant,déviant
673,,,,deviate,dévié
674,,,,anomalous,DUPLICATE_anormal
675,,,,antidromic,antidromique
676,,,,atypical,atypique
677,,,,irregular,irrégulier
678,,,,brachydactylic,brachydactylique
679,,,,brachydactylous,DUPLICATE_brachydactylique
680,,,,defective,défectueux
681,,,,freakish,bizarre
682,,,,kinky,coquin
683,,,,perverted,pervers
684,,,,subnormal,subnormal
685,,,,supernormal,supernormal
686,,,,vicarious,par_procuration
687,,,,unusual,inhabituel
688,,,,exceptional,exceptionnel
689,,,,insane,fou
690,,,,unnatural,contre_nature
692,L09_35,antonyms - gradable,organized,,organisé
693,,,,unorganized,inorganisé
694,,,,unstructured,déstructuré
695,,,,uncoordinated,non_coordonné
696,,,,unformed,non_formé
697,,,,unincorporated,non_incorporé
699,L09_36,antonyms - gradable,pale,,pâle
700,,,,tanned,bronzé
701,,,,bronzed,DUPLICATE_bronzé
702,,,,suntanned,DUPLICATE_bronzé
703,,,,brunet,brunet
704,,,,brunette,brunette
706,L09_37,antonyms - gradable,rich,,riche
707,,,,poor,pauvre
708,,,,broke,fauché
709,,,,bust,buste
710,,,,skint,DUPLICATE_fauché
711,,,,stone-broke,brisé_par_la_pierre
712,,,,stony-broke,DUPLICATE_brisé_par_la_pierre
713,,,,destitute,indigent
714,,,,impoverished,appauvri
715,,,,indigent,DUPLICATE_indigent
716,,,,necessitous,nécessaire
717,,,,needy,nécessiteux
718,,,,poverty-stricken,DUPLICATE_pauvre
719,,,,hard_up,malheureux
720,,,,impecunious,impécunieux
721,,,,penniless,sans_le_sou
722,,,,penurious,pénible
723,,,,pinched,pincé
724,,,,moneyless,sans_argent
725,,,,unprovided,non_pourvu
727,L09_38,antonyms - gradable,sane,,sain_d'esprit
728,,,,crazy,fou
729,,,,loony,cinglé
730,,,,looney,DUPLICATE_cinglé
731,,,,nutcase,DUPLICATE_cinglé
732,,,,weirdo,bizarre
733,,,,mad,DUPLICATE_fou
734,,,,insane,DUPLICATE_fou
736,L09_39,antonyms - gradable,short,,court
737,,,,tall,grand
738,,,,gangling,gangster
739,,,,gangly,gangréné
740,,,,lanky,longiligne
741,,,,rangy,rangé
742,,,,height,hauteur
743,,,,leggy,gigantesque
744,,,,long-legged,longues_jambes
745,,,,long-shanked,DUPLICATE_longiligne
746,,,,tall-growing,grande_taille
747,,,,long,long
748,,,,long-stalked,à_long_pédoncule
749,,,,tall-stalked,à_haute_tige
750,,,,stately,majestueux
751,,,,statuesque,statuesque
752,,,,tallish,haut_de_gamme
754,L09_40,antonyms - gradable,simple,,simple
755,,,,difficult,difficile
756,,,,challenging,DUPLICATE_difficile
757,,,,hard,DUPLICATE_difficile
758,,,,complicated,compliqué
759,,,,demanding,exigeant
760,,,,daunting,intimidant
761,,,,taxing,pénible
763,L09_41,antonyms - gradable,sincere,,sincère
764,,,,insincere,insincère
765,,,,bootlicking,lèche-bottes
766,,,,fawning,flatterie
767,,,,obsequious,obséquieux
768,,,,sycophantic,flagorneur
769,,,,toadyish,DUPLICATE_flagorneur
770,,,,buttery,beurré
771,,,,fulsome,fulsome
772,,,,oily,huileux
773,,,,oleaginous,oléagineux
774,,,,smarmy,sournois
775,,,,soapy,savonneux
776,,,,unctuous,onctueux
777,,,,dissimulative,dissimulatif
778,,,,False,FAUX
779,,,,feigned,feint
780,,,,gilded,doré
781,,,,meretricious,mélioratif
782,,,,specious,spécieux
783,,,,hypocritical,hypocrite
784,,,,plausible,plausible
785,,,,counterfeit,contrefait
786,,,,imitative,imitatif
787,,,,dishonest,malhonnête
788,,,,dishonorable,déshonorant
789,,,,disingenuous,fallacieux
790,,,,artful,astucieux
791,,,,unreal,irréel
793,L09_42,antonyms - gradable,slow,,lent
794,,,,fast,rapide
795,,,,quick,DUPLICATE_rapide
796,,,,accelerated,accéléré
797,,,,alacritous,alacrité
798,,,,blistering,foudroyant
799,,,,hot,chaud
800,,,,red-hot,rougeoyant
801,,,,double-quick,à_double_vitesse
802,,,,express,express
803,,,,fast-breaking,DUPLICATE_rapide
804,,,,fast-paced,DUPLICATE_rapide
805,,,,fleet,flotte
806,,,,swift,DUPLICATE_rapide
807,,,,high-speed,grande_vitesse
808,,,,high-velocity,haute_vitesse
809,,,,hurrying,pressé
810,,,,scurrying,se_précipitant
811,,,,immediate,immédiat
812,,,,prompt,DUPLICATE_rapide
813,,,,straightaway,tout_de_suite
814,,,,instantaneous,instantané
815,,,,instant,DUPLICATE_instantané
816,,,,meteoric,fulgurant
817,,,,speedy,DUPLICATE_rapide
818,,,,rapid,DUPLICATE_rapide
819,,,,winged,ailé
820,,,,windy,venteux
822,L09_43,antonyms - gradable,sweet,,doux
823,,,,sour,aigre
824,,,,acerb,acerbe
825,,,,acerbic,DUPLICATE_acerbe
826,,,,astringent,astringent
827,,,,acetose,acétose
828,,,,acetous,acétueux
829,,,,vinegary,vinaigré
830,,,,vinegarish,DUPLICATE_vinaigré
831,,,,acidic,acide
832,,,,acid,DUPLICATE_acide
833,,,,acidulent,DUPLICATE_acidulé
834,,,,acidulous,acidulé
835,,,,lemony,citronné
836,,,,lemonlike,DUPLICATE_citronné
837,,,,sourish,aigrelet
838,,,,tangy,piquant
839,,,,tart,DUPLICATE_acide
840,,,,subacid,subacide
841,,,,bitter,amer
843,L09_44,antonyms - gradable,tasty,,savoureux
844,,,,tasteless,insipide
845,,,,bland,fade
846,,,,flat,plat
847,,,,flavorless,sans_saveur
848,,,,flavourless,DUPLICATE_sans_saveur
849,,,,insipid,DUPLICATE_insipide
850,,,,savorless,DUPLICATE_sans_saveur
851,,,,savourless,DUPLICATE_sans_saveur
852,,,,vapid,DUPLICATE_insipide
853,,,,unflavored,DUPLICATE_sans_saveur
854,,,,unflavoured,DUPLICATE_sans_saveur
855,,,,nonflavored,DUPLICATE_non_aromatisé
856,,,,nonflavoured,non_aromatisé
857,,,,unsalted,non_salé
858,,,,unseasoned,non_assaisonné
859,,,,unappetizing,inappétissant
860,,,,unappetising,non_appétissant
861,,,,unpalatable,peu_appétissant
863,L09_45,antonyms - gradable,tight,,serré
864,,,,loose,lâche
865,,,,lax,relâché
866,,,,baggy,bouffant
867,,,,loose-fitting,ample
868,,,,sloppy,débraillé
869,,,,flyaway,à_la_dérive
870,,,,free,libre
871,,,,liberal,libéral
872,,,,informal,informel
873,,,,unofficial,non_officiel
875,L09_46,antonyms - gradable,warm,,chaud
876,,,,cool,froid
877,,,,cold,DUPLICATE_froid
878,,,,chilly,frisquet
879,,,,frosty,glacial
880,,,,frigid,frigide
882,L09_47,antonyms - gradable,white,,blanc
883,,,,black,noir
884,,,,dark,sombre
885,,,,lightless,sans_lumière
