,ID,Relation,Source,Target,FR
146,,,,True,VRAI
147,,,,dependable,fiable
148,,,,devoted,dévoué
149,,,,reliable,DUPLICATE_fiable
151,L08_27,synonyms - exact,market,,marché
152,,,,marketplace,DUPLICATE_marché
153,,,,mart,centre_commercial
154,,,,bazaar,bazar
156,L08_28,synonyms - exact,mend,,rapiécer
157,,,,repair,DUPLICATE_réparer
158,,,,fix,réparer
159,,,,fixing,fixation
160,,,,fixture,DUPLICATE_fixation
161,,,,mending,raccommodage
162,,,,reparation,réparation
163,,,,patch,patch
164,,,,darn,repriser
165,,,,darning,DUPLICATE_repriser
166,,,,,ravaudage
167,L08_29,synonyms - exact,mesh,,maille
168,,,,gauze,gaze
169,,,,netting,filet
170,,,,veiling,voilage
171,,,,hairnet,filet_à_cheveux
172,,,,reseau,réseau
173,,,,net,DUPLICATE_filet
174,,,,save-all,NO_TRANSLATION
175,,,,snood,résille
176,,,,sparker,DUPLICATE_NO_TRANSLATION
177,,,,tulle,tulle
178,,,,wirework,grillage
179,,,,grillwork,grille
181,L08_30,synonyms - exact,monument,,monument
182,,,,memorial,mémorial
184,L08_31,synonyms - exact,mother,,mère
185,,,,mom,maman
186,,,,mommy,DUPLICATE_maman
187,,,,mum,DUPLICATE_maman
189,L08_32,synonyms - exact,murder,,meurtre
190,,,,slaying,assassinat
191,,,,slay,tuer
192,,,,execution,exécution
193,,,,,"assassiner,homicide"
194,L08_33,synonyms - exact,new,,nouveau
195,,,,modern,moderne
196,,,,recent,récent
198,L08_34,synonyms - exact,obsolete,,obsolète
199,,,,outdated,dépassé
200,,,,out-of-date,périmé
201,,,,superannuated,DUPLICATE_dépassé
203,L08_35,synonyms - exact,organized,,organisé
204,,,,arranged,arrangé
205,,,,configured,configuré
206,,,,corporate,entreprise
207,,,,incorporated,intégré
208,,,,re-formed,reformé
209,,,,reorganized,réorganisé
212,L08_36,synonyms - exact,package,,paquet
213,,,,parcel,colis
214,,,,pack,paquet
215,,,,packet,DUPLICATE_paquet
216,,,,bundle,DUPLICATE_paquet
218,L08_37,synonyms - exact,phone,,téléphone
219,,,,telephone,DUPLICATE_téléphone
220,,,,cell,mobile
221,,,,cellphone,téléphone_portable
222,,,,smartphone,smartphone
224,L08_38,synonyms - exact,portion,,portion
225,,,,part,partie
226,,,,component_part,NO_TRANSLATION
227,,,,component,composant
228,,,,constituent,constituant
230,L08_39,synonyms - exact,railway,,voie_ferrée
231,,,,railroad,chemin_de_fer
233,L08_40,synonyms - exact,rational,,rationnel
234,,,,logical,logique
235,,,,coherent,cohérent
236,,,,reasonable,raisonnable
237,,,,sane,sain_d'esprit
239,L08_41,synonyms - exact,reasonable,,raisonnable
240,,,,sensible,sensible
242,L08_42,synonyms - exact,rock,,rocher
243,,,,stone,pierre
245,L08_43,synonyms - exact,shore,,rive
246,,,,coast,côte
247,,,,strand,rivage
248,,,,bank,berge
249,,,,beach,plage
251,L08_44,synonyms - exact,snake,,serpent
252,,,,serpent,DUPLICATE_serpent
253,,,,ophidian,ophidien
255,L08_45,synonyms - exact,sofa,,sofa
256,,,,couch,canapé
257,,,,lounge,salon
259,L08_46,synonyms - exact,spouse,,épouse
260,,,,partner,partenaire
261,,,,mate,compagnon
262,,,,better_half,moitié
263,,,,,"meilleure_moitié,douce"
264,L08_47,synonyms - exact,style,,style
265,,,,manner,manière
266,,,,mode,mode
267,,,,fashion,façon
268,,,,way,DUPLICATE_manière
270,L08_48,synonyms - exact,sweets,,bonbons
271,,,,confectionery,confiserie
272,,,,dessert,dessert
273,,,,confection,DUPLICATE_confiserie
275,L08_49,synonyms - exact,villain,,vilain
276,,,,scoundrel,fripouille
277,,,,rascal,canaille
279,L08_50,synonyms - exact,vocabulary,,vocabulaire
280,,,,lexicon,lexique
281,,,,wordbook,DUPLICATE_lexique
282,,,,dictionary,dictionnaire
283,,,,glossary,glossaire
