,ID,Relation,Source,Target,FR
710,,,,paseo,paseo
711,,,,path,chemin
712,,,,way,DUPLICATE_chemin
713,,,,artifact,artefact
714,,,,artefact,DUPLICATE_artefact
715,,,,unit,unité
716,,,,object,objet
717,,,,physical_object,objet_physique
718,,,,physical_entity,entité_physique
719,,,,entity,entité
721,L02_40,hypernyms - misc,skirt,,jupe
722,,,,clothes,vêtements
723,,,,garment,vêtement
724,,,,clothing,DUPLICATE_vêtement
725,,,,article_of_clothing,article_de_vêtement
726,,,,vesture,vesture
727,,,,wear,porter
728,,,,wearable,portable
729,,,,habiliment,habiliment
730,,,,consumer_goods,biens_de_consommation
731,,,,covering,couverture
732,,,,commodity,marchandise
733,,,,trade_good,DUPLICATE_marchandise
734,,,,good,bien
735,,,,artifact,artefact
736,,,,artefact,DUPLICATE_artefact
737,,,,unit,unité
738,,,,object,objet
739,,,,physical_object,objet_physique
740,,,,physical_entity,entité_physique
741,,,,entity,entité
743,L02_41,hypernyms - misc,sofa,,sofa
744,,,,furniture,meuble
745,,,,seat,siège
746,,,,piece_of_furniture,pièce_de_meuble
747,,,,article_of_furniture,article_de_meuble
748,,,,furnishing,ameublement
749,,,,artifact,artefact
750,,,,artefact,DUPLICATE_artefact
751,,,,unit,unité
752,,,,object,objet
753,,,,physical_object,objet_physique
754,,,,physical_entity,entité_physique
755,,,,entity,entité
757,L02_42,hypernyms - misc,stapler,,agrafeuse
758,,,,device,dispositif
759,,,,machine,machine
760,,,,artifact,artefact
761,,,,artefact,DUPLICATE_artefact
762,,,,unit,unité
763,,,,object,objet
764,,,,physical_object,objet_physique
765,,,,physical_entity,entité_physique
766,,,,entity,entité
768,L02_43,hypernyms - misc,sunscreen,,écran_solaire
769,,,,cream,crème
770,,,,lotion,lotion
771,,,,ointment,pommade
772,,,,emollient,émollient
773,,,,toiletry,article_de_toilette
774,,,,toilet_articles,articles_de_toilette
775,,,,artifact,artefact
776,,,,artefact,DUPLICATE_artefact
777,,,,unit,unité
778,,,,object,objet
779,,,,physical_object,objet_physique
780,,,,physical_entity,entité_physique
781,,,,entity,entité
783,L02_44,hypernyms - misc,sweater,,pull-over
784,,,,clothes,vêtements
785,,,,garment,vêtement
786,,,,clothing,DUPLICATE_vêtement
787,,,,article_of_clothing,article_de_vêtement
788,,,,vesture,vesture
789,,,,wear,porter
790,,,,wearable,portable
791,,,,habiliment,habiliment
792,,,,consumer_goods,biens_de_consommation
793,,,,covering,couverture
794,,,,commodity,marchandise
795,,,,trade_good,DUPLICATE_marchandise
796,,,,good,bien
797,,,,artifact,artefact
798,,,,artefact,DUPLICATE_artefact
799,,,,unit,unité
800,,,,object,objet
801,,,,physical_object,objet_physique
802,,,,physical_entity,entité_physique
803,,,,entity,entité
806,L02_45,hypernyms - misc,toaster,,grille-pain
807,,,,appliance,appareil
808,,,,entity,entité
809,,,,unit,unité
810,,,,object,objet
811,,,,physical_object,objet_physique
812,,,,kitchen_appliance,appareil_de_cuisine
813,,,,home_appliance,appareil_ménager
814,,,,household_appliance,DUPLICATE_appareil_ménager
815,,,,durables,durables
816,,,,durable_goods,biens_durables
817,,,,consumer_durables,Consommateur_durables
818,,,,consumer_goods,biens_de_consommation
819,,,,commodity,DUPLICATE_marchandise
820,,,,trade_good,marchandise
821,,,,good,bien
822,,,,artifact,artefact
823,,,,artefact,DUPLICATE_artefact
824,,,,physical_entity,entité_physique
826,L02_46,hypernyms - misc,toothbrush,,brosse_à_dents
827,,,,brush,brosse
828,,,,toiletry,article_de_toilette
829,,,,toilet_articles,articles_de_toilette
830,,,,implement,outil
831,,,,artifact,artefact
832,,,,artefact,DUPLICATE_artefact
833,,,,unit,unité
834,,,,object,objet
835,,,,physical_object,objet_physique
836,,,,physical_entity,entité_physique
837,,,,entity,entité
838,,,,mustache,moustache
839,,,,moustache,DUPLICATE_moustache
840,,,,facial_hair,poils_faciaux
841,,,,hair,cheveux
842,,,,body_covering,couverture_du_corps
843,,,,covering,couverture
844,,,,natural_covering,couverture_naturelle
845,,,,cover,DUPLICATE_couverture
846,,,,natural_object,objet_naturel
848,L02_47,hypernyms - misc,tub,,baignoire
849,,,,container,conteneur
850,,,,vessel,récipient
851,,,,artifact,artefact
852,,,,artefact,DUPLICATE_artefact
853,,,,unit,unité
854,,,,object,objet
855,,,,physical_object,objet_physique
856,,,,physical_entity,entité_physique
857,,,,entity,entité
859,L02_48,hypernyms - misc,tv,,télévision
860,,,,device,dispositif
861,,,,machine,machine
862,,,,receiver,récepteur
863,,,,receiving_system,système_de_réception
864,,,,set,ensemble
865,,,,electronic_equipment,équipement_électronique
866,,,,equipment,équipement
867,,,,artifact,artefact
868,,,,artefact,DUPLICATE_artefact
869,,,,unit,unité
870,,,,object,objet
871,,,,physical_object,objet_physique
872,,,,physical_entity,entité_physique
873,,,,entity,entité
874,,,,broadcasting,diffusion
875,,,,telecommunication,télécommunication
876,,,,telecom,télécom
877,,,,medium,support
879,L02_49,hypernyms - misc,vase,,vase
880,,,,jar,pot
881,,,,vessel,récipient
882,,,,container,conteneur
883,,,,artifact,artefact
884,,,,artefact,DUPLICATE_artefact
885,,,,unit,unité
886,,,,object,objet
887,,,,physical_object,objet_physique
888,,,,physical_entity,entité_physique
889,,,,entity,entité
891,L02_50,hypernyms - misc,wristband,,bracelet
892,,,,band,bande
893,,,,strip,DUPLICATE_bande
894,,,,slip,glissement
895,,,,artifact,artefact
896,,,,artefact,DUPLICATE_artefact
897,,,,unit,unité
898,,,,object,objet
899,,,,physical_object,objet_physique
900,,,,physical_entity,entité_physique
901,,,,entity,entité
