,ID,Relation,Source,Target,HR
66,,,,nourishment,DUPLICATE_hrana
67,,,,nutrition,prehrana
68,,,,sustenance,okrepa
69,,,,aliment,DUPLICATE_hrana
70,,,,alimentation,hranjenje
71,,,,victuals,namirnice
72,,,,nutrient,hranjivi_sastojak
73,,,,substance,tvar
74,,,,matter,materija
75,,,,physical_entity,fizički_entitet
76,,,,entity,entitet
77,,,,,"torta,ishrana"
78,L02_6,hypernyms - misc,computer,,računalo
79,,,,device,uređaj
80,,,,machine,stroj
81,,,,gadget,naprava
82,,,,artifact,artefakt
83,,,,artefact,DUPLICATE_artefakt
84,,,,unit,jedinica
85,,,,object,objekt
86,,,,physical_object,fizički_objekt
87,,,,physical_entity,fizički_entitet
88,,,,entity,entitet
89,,,,expert,stručnjak
90,,,,person,osoba
91,,,,individual,pojedinac
92,,,,someone,netko
93,,,,somebody,DUPLICATE_netko
94,,,,mortal,smrtnik
95,,,,soul,duša
96,,,,causal_agent,uzročni_agens
97,,,,cause,uzrok
98,,,,causal_agency,uzročnik
99,,,,organism,organizam
100,,,,being,biće
101,,,,living_thing,živa_stvar
102,,,,animate_thing,DUPLICATE_živa_stvar
104,L02_7,hypernyms - misc,croissant,,kroasan
105,,,,pastry,pecivo
106,,,,bun,žemička
107,,,,roll,NO_TRANSLATION
108,,,,bread,kruh
109,,,,breadstuff,DUPLICATE_kruh
110,,,,staff_of_life,DUPLICATE_NO_TRANSLATION
111,,,,baked_goods,pekarski_proizvodi
112,,,,starches,škrob
113,,,,food,hrana
114,,,,solid_food,kruta_hrana
115,,,,foodstuff,DUPLICATE_hrana
116,,,,food_product,prehrambeni_proizvod
117,,,,solid,kruta_tvar
118,,,,nutrient,hranjivi_sastojak
119,,,,matter,materija
120,,,,substance,tvar
121,,,,physical_entity,fizički_entitet
122,,,,entity,entitet
124,L02_8,hypernyms - misc,cup,,šalica
125,,,,tableware,posuđe
126,,,,crockery,DUPLICATE_posuđe
127,,,,dishware,suđe
128,,,,ware,NO_TRANSLATION
129,,,,article,proizvod
130,,,,artifact,artefakt
131,,,,artefact,DUPLICATE_artefakt
132,,,,unit,jedinica
133,,,,object,objekt
134,,,,physical_object,fizički_objekt
135,,,,physical_entity,fizički_entitet
136,,,,entity,entitet
137,,,,container,spremnik
139,L02_9,hypernyms - misc,denim,,_
140,,,,fabric,tkanina
141,,,,cloth,DUPLICATE_tkanina
142,,,,material,materijal
143,,,,textile,tekstil
144,,,,artifact,artefakt
145,,,,artefact,DUPLICATE_artefakt
146,,,,unit,jedinica
147,,,,object,objekt
148,,,,physical_object,fizički_objekt
149,,,,physical_entity,fizički_entitet
150,,,,entity,entitet
151,,,,garment,odjevni_predmet
152,,,,clothing,odjeća
153,,,,article_of_clothing,DUPLICATE_odjevni_predmet
154,,,,vesture,DUPLICATE_odjeća
155,,,,wear,odora
156,,,,wearable,DUPLICATE_odjevni_predmet
157,,,,habiliment,odijelo
158,,,,consumer_goods,potrošačka_roba
159,,,,covering,pokrivalo
160,,,,commodity,roba
161,,,,trade_good,trgovačka_roba
162,,,,good,DUPLICATE_roba
163,,,,,"sukno,roba_za_trgovanje"
164,L02_10,hypernyms - misc,deodorant,,dezodorans
165,,,,toiletry,toaletni_pribor
166,,,,toilet_articles,toaletne_potrepštine
167,,,,artifact,artefakt
168,,,,artefact,DUPLICATE_artefakt
169,,,,unit,jedinica
170,,,,object,objekt
171,,,,physical_object,fizički_objekt
172,,,,physical_entity,fizički_entitet
173,,,,entity,entitet
175,L02_11,hypernyms - misc,desk,,radni_stol
176,,,,furniture,namještaj
177,,,,table,stol
178,,,,piece_of_furniture,komad_namještaja
179,,,,article_of_furniture,DUPLICATE_komad_namještaja
180,,,,furnishing,DUPLICATE_namještaj
181,,,,artifact,artefakt
182,,,,artefact,DUPLICATE_artefakt
183,,,,unit,jedinica
184,,,,object,objekt
185,,,,physical_object,fizički_objekt
186,,,,physical_entity,fizički_entitet
187,,,,entity,entitet
189,L02_12,hypernyms - misc,diary,,dnevnik
190,,,,journal,DUPLICATE_dnevnik
191,,,,writing,pisanje
192,,,,written_material,pisani_materijal
193,,,,piece_of_writing,pisano_djelo
194,,,,written_communication,pisana_komunikacija
195,,,,written_language,pisani_jezik
196,,,,black_and_white,crno_bijeli_dnevnik
197,,,,communication,komunikacija
198,,,,abstraction,apstrakcija
199,,,,abstract_entity,apstraktni_entitet
200,,,,entity,entitet
201,,,,book,knjiga
202,,,,volume,svezak
203,,,,product,proizvod
204,,,,production,proizvodnja
205,,,,creation,stvaranje
206,,,,artifact,artefakt
207,,,,artefact,DUPLICATE_artefakt
208,,,,unit,jedinica
209,,,,object,objekt
210,,,,physical_object,fizički_objekt
211,,,,physical_entity,fizički_entitet
213,L02_13,hypernyms - misc,dishwasher,,perilica_za_suđe
214,,,,appliance,uređaj
215,,,,machine,stroj
216,,,,entity,entitet
217,,,,unit,jedinica
218,,,,object,objekt
219,,,,physical_object,fizički_objekt
220,,,,white_goods,bijela_tehnika
221,,,,home_appliance,kućanski_uređaj
222,,,,household_appliance,DUPLICATE_kućanski_uređaj
223,,,,durables,trajna_dobra
224,,,,durable_goods,trajna_roba
225,,,,consumer_durables,potrošačka_dobra
226,,,,consumer_goods,potrošačka_roba
227,,,,commodity,roba
228,,,,trade_good,trgovačka_roba
229,,,,good,DUPLICATE_roba
230,,,,artifact,artefakt
231,,,,artefact,DUPLICATE_artefakt
232,,,,physical_entity,fizički_entitet
234,,,,,roba_za_trgovanje
235,L02_14,hypernyms - misc,dress,,haljina
236,,,,clothes,odjeća
237,,,,garment,odjevni_predmet
238,,,,clothing,DUPLICATE_odjeća
239,,,,article_of_clothing,DUPLICATE_odjevni_predmet
240,,,,vesture,DUPLICATE_odjeća
241,,,,wear,odora
242,,,,wearable,DUPLICATE_odjevni_predmet
243,,,,habiliment,odijelo
244,,,,consumer_goods,potrošačka_roba
245,,,,covering,pokrivalo
246,,,,commodity,roba
247,,,,trade_good,trgovačka_roba
248,,,,good,DUPLICATE_roba
249,,,,artifact,artefakt
250,,,,artefact,DUPLICATE_artefakt
251,,,,unit,jedinica
252,,,,object,objekt
253,,,,physical_object,fizički_objekt
254,,,,physical_entity,fizički_entitet
255,,,,entity,entitet
264,,,,,roba_za_trgovanje
265,L02_15,hypernyms - misc,fridge,,hladnjak
266,,,,appliance,uređaj
267,,,,icebox,zamrzivač
268,,,,white_goods,bijela_tehnika
269,,,,home_appliance,kućanski_uređaj
270,,,,household_appliance,DUPLICATE_kućanski_uređaj
271,,,,durables,trajna_dobra
272,,,,durable_goods,trajna_roba
273,,,,consumer_durables,potrošačka_dobra
274,,,,consumer_goods,potrošačka_roba
275,,,,commodity,roba
276,,,,trade_good,trgovačka_roba
277,,,,good,DUPLICATE_roba
278,,,,artifact,artefakt
279,,,,artefact,DUPLICATE_artefakt
280,,,,unit,jedinica
281,,,,object,objekt
282,,,,physical_object,fizički_objekt
283,,,,physical_entity,fizički_entitet
284,,,,entity,entitet
285,,,,,"aparat,roba_za_trgovanje"
286,L02_16,hypernyms - misc,gasoline,,benzin
287,,,,fuel,gorivo
288,,,,hydrocarbon,ugljikovodik
289,,,,substance,tvar
290,,,,organic_compound,organski_spoj
291,,,,matter,materija
292,,,,compound,spoj
293,,,,chemical_compound,kemijski_spoj
294,,,,physical_entity,fizički_entitet
295,,,,chemical,kemikalija
296,,,,chemical_substance,kemijska_tvar
297,,,,entity,entitet
298,,,,material,materijal
299,,,,stuff,stvar
300,,,,part,dio
301,,,,portion,udio
302,,,,component_part,sastavni_dio
303,,,,component,sastavnica
304,,,,constituent,DUPLICATE_sastavnica
305,,,,relation,odnos
306,,,,abstraction,apstrakcija
307,,,,abstract_entity,apstraktni_entitet
310,L02_17,hypernyms - misc,grapefruit,,grejp
311,,,,citrus,citrus
312,,,,citrus_fruit,citrusno_voće
313,,,,citrous_fruit,DUPLICATE_citrusno_voće
314,,,,fruit,voće
315,,,,edible_fruit,jestivo_voće
316,,,,produce,proizvod
317,,,,green_goods,voće_i_povrće
318,,,,green_groceries,DUPLICATE_voće_i_povrće
319,,,,garden_truck,NO_TRANSLATION
320,,,,food,hrana
321,,,,matter,materijal
322,,,,natural_object,prirodni_objekt
323,,,,physical_entity,fizički_entitet
324,,,,unit,jedinica
325,,,,entity,entitet
326,,,,object,objekt
327,,,,physical_object,fizički_objekt
329,L02_18,hypernyms - misc,hairnet,,mrežica_za_kosu
330,,,,net,mreža
331,,,,network,DUPLICATE_mreža
332,,,,mesh,mrežica
333,,,,meshing,DUPLICATE_mreža
334,,,,meshwork,DUPLICATE_mreža
335,,,,fabric,tkanina
336,,,,cloth,DUPLICATE_tkanina
337,,,,material,materijal
338,,,,textile,tekstil
339,,,,artifact,artefakt
340,,,,artefact,DUPLICATE_artefakt
341,,,,unit,jedinica
342,,,,object,objekt
343,,,,physical_object,fizički_objekt
344,,,,physical_entity,fizički_entitet
345,,,,entity,entitet
347,L02_19,hypernyms - misc,hairpin,,igla_za_kosu
348,,,,pin,pribadača
349,,,,fastener,pričvršćivač
350,,,,fastening,zatvarač
351,,,,holdfast,NO_TRANSLATION
352,,,,fixing,DUPLICATE_NO_TRANSLATION
353,,,,restraint,držalo
354,,,,constraint,ograničenje
355,,,,device,uređaj
356,,,,artifact,artefakt
357,,,,artefact,DUPLICATE_artefakt
358,,,,unit,jedinica
359,,,,object,objekt
360,,,,physical_object,fizički_objekt
361,,,,physical_entity,fizički_entitet
362,,,,entity,entitet
364,L02_20,hypernyms - misc,hamburger,,hamburger
365,,,,sandwich,sendvič
366,,,,snack_food,grickalica
367,,,,dish,jelo
368,,,,nutriment,hranjiva_tvar
369,,,,nourishment,DUPLICATE_hrana
370,,,,nutrition,prehrana
371,,,,sustenance,okrepa
372,,,,aliment,DUPLICATE_hrana
373,,,,alimentation,hranjenje
374,,,,victuals,namirnice
375,,,,food,hrana
376,,,,nutrient,hranjivi_sastojak
377,,,,substance,tvar
378,,,,matter,materijal
379,,,,physical_entity,fizički_entitet
380,,,,entity,entitet
381,,,,beef,govedina
382,,,,boeuf,NO_TRANSLATION
383,,,,meat,meso
384,,,,solid_food,kruta_hrana
385,,,,solid,kruta_tvar
386,,,,,ishrana
387,L02_21,hypernyms - misc,jacket,,jakna
388,,,,clothes,odjeća
389,,,,coat,kaput
390,,,,overgarment,gornja_odjeća
391,,,,outer_garment,vanjska_odjeća
392,,,,garment,odjevni_predmet
393,,,,clothing,DUPLICATE_odjeća
394,,,,article_of_clothing,DUPLICATE_odjevni_predmet
395,,,,vesture,DUPLICATE_odjeća
396,,,,wear,odora
397,,,,wearable,DUPLICATE_odjevni_predmet
398,,,,habiliment,odijelo
399,,,,consumer_goods,potrošačka_roba
400,,,,covering,pokrivalo
401,,,,commodity,roba
402,,,,trade_good,trgovačka_roba
403,,,,good,DUPLICATE_roba
404,,,,artifact,artefakt
405,,,,artefact,DUPLICATE_artefakt
406,,,,unit,jedinica
407,,,,object,objekt
408,,,,physical_object,fizički_objekt
409,,,,physical_entity,fizički_entitet
410,,,,entity,entitet
411,,,,,"proizvod,roba_za_trgovanje"
412,L02_22,hypernyms - misc,jeans,,traper
413,,,,trousers,hlače
414,,,,pants,DUPLICATE_hlače
415,,,,workwear,radna_odjeća
416,,,,garment,odjevni_predmet
417,,,,clothing,odjeća
418,,,,clothes,DUPLICATE_odjeća
419,,,,article_of_clothing,DUPLICATE_odjevni_predmet
420,,,,vesture,DUPLICATE_odjeća
421,,,,wear,odora
422,,,,wearable,DUPLICATE_odjevni_predmet
423,,,,habiliment,odijelo
424,,,,consumer_goods,potrošačka_roba
425,,,,covering,pokrivalo
426,,,,commodity,roba
427,,,,trade_good,trgovačka_roba
428,,,,good,DUPLICATE_roba
429,,,,artifact,artefakt
430,,,,artefact,DUPLICATE_artefakt
431,,,,unit,jedinica
432,,,,object,objekt
433,,,,physical_object,fizički_objekt
434,,,,physical_entity,fizički_entitet
435,,,,entity,entitet
436,,,,,roba_za_trgovanje
437,L02_23,hypernyms - misc,juicer,,_
438,,,,utensil,pribor
439,,,,physical_entity,fizički_entitet
440,,,,entity,entitet
441,,,,unit,jedinica
442,,,,object,objekt
443,,,,physical_object,fizički_objekt
444,,,,squeezer,cjediljka
445,,,,kitchen_utensil,kuhinjski_pribor
446,,,,implement,alat
447,,,,artifact,artefakt
448,,,,artefact,DUPLICATE_artefakt
450,L02_24,hypernyms - misc,lemon,,limun
451,,,,citrus,citrus
452,,,,citrus_fruit,citrusno_voće
453,,,,citrous_fruit,DUPLICATE_citrusno_voće
454,,,,fruit,voće
455,,,,edible_fruit,jestivo_voće
456,,,,produce,proizvod
457,,,,green_goods,voće_i_povrće
458,,,,green_groceries,DUPLICATE_voće_i_povrće
459,,,,garden_truck,NO_TRANSLATION
460,,,,food,hrana
461,,,,matter,materija
462,,,,natural_object,prirodni_objekt
463,,,,physical_entity,fizički_entitet
464,,,,unit,jedinica
465,,,,entity,entitet
466,,,,object,objekt
467,,,,physical_object,fizički_objekt
469,L02_25,hypernyms - misc,lotion,,losion
470,,,,toiletry,toaletni_pribor
471,,,,toilet_articles,toaletne_potrepštine
472,,,,artifact,artefakt
473,,,,artefact,DUPLICATE_artefakt
474,,,,unit,jedinica
475,,,,object,objekt
476,,,,physical_object,fizički_objekt
477,,,,physical_entity,fizički_entitet
478,,,,entity,entitet
480,L02_26,hypernyms - misc,mascara,,maskara
481,,,,makeup,šminka
482,,,,make-up,DUPLICATE_šminka
483,,,,war_paint,ratnička_boja
484,,,,cosmetic,kozmetika
485,,,,toiletry,toaletni_pribor
486,,,,toilet_articles,toaletne_potrepštine
487,,,,artifact,artefakt
488,,,,artefact,DUPLICATE_artefakt
489,,,,unit,jedinica
490,,,,object,objekt
491,,,,physical_object,fizički_objekt
492,,,,physical_entity,fizički_entitet
493,,,,entity,entitet
495,L02_27,hypernyms - misc,necklace,,ogrlica
496,,,,jewelry,nakit
497,,,,jewellery,DUPLICATE_nakit
498,,,,adornment,ukras
499,,,,decoration,dekoracija
500,,,,ornament,ornament
501,,,,ornamentation,ukrašavanje
502,,,,artifact,artefakt
503,,,,artefact,DUPLICATE_artefakt
504,,,,unit,jedinica
505,,,,object,objekt
506,,,,physical_object,fizički_objekt
507,,,,physical_entity,fizički_entitet
508,,,,entity,entitet
510,L02_28,hypernyms - misc,notebook,,bilježnica
511,,,,book,knjiga
512,,,,volume,svezak
513,,,,product,proizvod
514,,,,production,DUPLICATE_proizvod
515,,,,creation,stvaranje
516,,,,artifact,artefakt
517,,,,artefact,DUPLICATE_artefakt
518,,,,unit,jedinica
519,,,,object,objekt
520,,,,physical_object,fizički_objekt
521,,,,physical_entity,fizički_entitet
522,,,,entity,entitet
523,,,,portable_computer,prijenosno_računalo
524,,,,personal_computer,osobno_računalo
525,,,,pc,PC
526,,,,microcomputer,mikroračunalo
527,,,,digital_computer,digitalno_računalo
528,,,,computer,računalo
529,,,,computing_machine,računalni_stroj
530,,,,computing_device,računalni_uređaj
531,,,,data_processor,obrađivač_podataka
532,,,,electronic_computer,elektroničko_računalo
533,,,,information_processing_system,sustav_za_obradu_podataka
534,,,,machine,stroj
535,,,,device,uređaj
537,L02_29,hypernyms - misc,notepad,,bilježnica
538,,,,pad,blok
539,,,,pad_of_paper,blok_papira
540,,,,tablet,tablet
541,,,,paper,papir
542,,,,material,materijal
543,,,,stuff,stvar
544,,,,substance,tvar
545,,,,matter,materija
546,,,,part,dio
547,,,,portion,udio
548,,,,component_part,sastavni_dio
549,,,,component,sastavnica
550,,,,constituent,DUPLICATE_sastavnica
551,,,,physical_entity,fizički_entitet
552,,,,relation,odnos
553,,,,entity,entitet
554,,,,abstraction,apstrakcija
555,,,,abstract_entity,apstraktni_entitet
557,L02_30,hypernyms - misc,pastry,,pecivo
558,,,,food,hrana
559,,,,dough,tijesto
560,,,,concoction,mješavina
561,,,,mixture,smjesa
562,,,,intermixture,DUPLICATE_smjesa
563,,,,foodstuff,DUPLICATE_hrana
564,,,,food_product,prehrambeni_proizvod
565,,,,nutrient,hranjivi_sastojak
566,,,,substance,tvar
567,,,,matter,materija
568,,,,physical_entity,fizički_entitet
569,,,,entity,entitet
570,,,,baked_goods,pekarski_proizvodi
571,,,,solid_food,kruta_hrana
572,,,,solid,kruta_tvar
574,L02_31,hypernyms - misc,peach,,breskva
575,,,,fruit,voće
576,,,,drupe,koštunica
577,,,,stone_fruit,koštunjavo_voće
578,,,,edible_fruit,jestivo_voće
579,,,,produce,proizvod
580,,,,green_goods,voće_i_povrće
581,,,,green_groceries,DUPLICATE_voće_i_povrće
582,,,,garden_truck,NO_TRANSLATION
583,,,,food,hrana
584,,,,matter,materija
585,,,,natural_object,prirodni_objekt
586,,,,physical_entity,fizički_entitet
587,,,,unit,jedinica
588,,,,entity,entitet
589,,,,object,objekt
590,,,,physical_object,fizički_objekt
592,L02_32,hypernyms - misc,perfume,,parfem
593,,,,toiletry,toaletni_pribor
594,,,,toilet_articles,toaletne_potrepštine
595,,,,artifact,artefakt
596,,,,artefact,DUPLICATE_artefakt
597,,,,unit,jedinica
598,,,,object,objekt
599,,,,physical_object,fizički_objekt
600,,,,physical_entity,fizički_entitet
601,,,,entity,entitet
603,L02_33,hypernyms - misc,photo,,fotografija
604,,,,picture,slika
605,,,,image,predodžba
606,,,,representation,prikaz
607,,,,creation,stvaranje
608,,,,artifact,artefakt
609,,,,artefact,DUPLICATE_artefakt
610,,,,unit,jedinica
611,,,,object,objekt
612,,,,physical_object,fizički_objekt
613,,,,physical_entity,fizički_entitet
614,,,,entity,entitet
616,L02_34,hypernyms - misc,pie,,pita
617,,,,pastry,pecivo
618,,,,baked_goods,pekarski_proizvodi
619,,,,food,hrana
620,,,,solid_food,kruta_hrana
621,,,,solid,kruta_tvar
622,,,,matter,materija
623,,,,physical_entity,fizički_entitet
624,,,,entity,entitet
625,,,,indo-european,indoeuropski
626,,,,indo-european_language,indoeuropski_jezik
627,,,,indo-hittite,indohetitski
628,,,,natural_language,prirodni_jezik
629,,,,tongue,jezik
630,,,,language,DUPLICATE_jezik
631,,,,linguistic_communication,jezična_komunikacija
632,,,,communication,komunikacija
633,,,,abstraction,apstrakcija
634,,,,abstract_entity,apstraktni_entitet
636,L02_35,hypernyms - misc,plum,,šljiva
637,,,,fruit,voće
638,,,,drupe,koštunica
639,,,,stone_fruit,koštunjavo_voće
640,,,,edible_fruit,jestivo_voće
641,,,,produce,proizvod
642,,,,green_goods,voće_i_povrće
643,,,,green_groceries,DUPLICATE_voće_i_povrće
644,,,,garden_truck,NO_TRANSLATION
645,,,,food,hrana
646,,,,matter,materija
647,,,,natural_object,prirodni_objekt
648,,,,physical_entity,fizički_entitet
649,,,,unit,jedinica
650,,,,entity,entitet
651,,,,object,objekt
652,,,,physical_object,fizički_objekt
654,L02_36,hypernyms - misc,postcard,,razglednica
655,,,,card,karta
656,,,,correspondence,dopisivanje
657,,,,first_class,prvi_razred
658,,,,1st_class,1._razred
659,,,,first-class_mail,pošta_1._razreda
660,,,,1st-class_mail,DUPLICATE_pošta_1._razreda
661,,,,written_communication,pisana_komunikacija
662,,,,written_language,pisani_jezik
663,,,,black_and_white,crno_bijela_razglednica
664,,,,mail,pošta
665,,,,communication,komunikacija
666,,,,message,poruka
667,,,,abstraction,apstrakcija
668,,,,abstract_entity,apstraktni_entitet
669,,,,entity,entitet
671,L02_37,hypernyms - misc,shelf,,polica
672,,,,furniture,namještaj
673,,,,support,potpora
674,,,,piece_of_furniture,komad_namještaja
675,,,,article_of_furniture,DUPLICATE_komad_namještaja
676,,,,furnishing,DUPLICATE_namještaj
677,,,,artifact,artefakt
678,,,,artefact,DUPLICATE_artefakt
679,,,,unit,jedinica
680,,,,object,objekt
681,,,,physical_object,fizički_objekt
682,,,,physical_entity,fizički_entitet
683,,,,entity,entitet
685,L02_38,hypernyms - misc,shirt,,košulja
686,,,,clothes,odjeća
687,,,,garment,odjevni_predmet
688,,,,clothing,DUPLICATE_odjeća
689,,,,article_of_clothing,DUPLICATE_odjevni_predmet
690,,,,vesture,DUPLICATE_odjeća
691,,,,wear,odora
692,,,,wearable,DUPLICATE_odjevni_predmet
693,,,,habiliment,odijelo
694,,,,consumer_goods,potrošačka_roba
695,,,,covering,pokrivalo
696,,,,commodity,roba
697,,,,trade_good,trgovačka_roba
698,,,,good,DUPLICATE_roba
699,,,,artifact,artefakt
700,,,,artefact,DUPLICATE_artefakt
701,,,,unit,jedinica
702,,,,object,objekt
703,,,,physical_object,fizički_objekt
704,,,,physical_entity,fizički_entitet
705,,,,entity,entitet
706,,,,,roba_za_trgovanje
707,L02_39,hypernyms - misc,sidewalk,,pločnik
708,,,,walk,staza
709,,,,walkway,nogostup
710,,,,paseo,DUPLICATE_staza
711,,,,path,put
712,,,,way,DUPLICATE_put
713,,,,artifact,artefakt
714,,,,artefact,DUPLICATE_artefakt
715,,,,unit,element
716,,,,object,objekt
717,,,,physical_object,fizički_objekt
718,,,,physical_entity,fizički_entitet
719,,,,entity,entitet
720,,,,,"pločnik,puteljak,stazica"
721,L02_40,hypernyms - misc,skirt,,suknja
722,,,,clothes,odjeća
723,,,,garment,odjevni_predmet
724,,,,clothing,DUPLICATE_odjeća
725,,,,article_of_clothing,DUPLICATE_odjevni_predmet
726,,,,vesture,DUPLICATE_odjeća
727,,,,wear,odora
728,,,,wearable,DUPLICATE_odjevni_predmet
729,,,,habiliment,odijelo
730,,,,consumer_goods,potrošačka_roba
731,,,,covering,pokrivalo
732,,,,commodity,roba
733,,,,trade_good,trgovačka_roba
734,,,,good,DUPLICATE_roba
735,,,,artifact,artefakt
736,,,,artefact,DUPLICATE_artefakt
737,,,,unit,jedinica
738,,,,object,objekt
739,,,,physical_object,fizički_objekt
740,,,,physical_entity,fizički_entitet
741,,,,entity,entitet
742,,,,,roba_za_trgovanje
743,L02_41,hypernyms - misc,sofa,,kauč
744,,,,furniture,namještaj
745,,,,seat,sjedište
746,,,,piece_of_furniture,komad_namještaja
747,,,,article_of_furniture,DUPLICATE_komad_namještaja
748,,,,furnishing,DUPLICATE_namještaj
749,,,,artifact,artefakt
750,,,,artefact,DUPLICATE_artefakt
751,,,,unit,jedinica
752,,,,object,objekt
753,,,,physical_object,fizički_objekt
754,,,,physical_entity,fizički_entitet
755,,,,entity,entitet
757,L02_42,hypernyms - misc,stapler,,klamerica
758,,,,device,uređaj
759,,,,machine,stroj
760,,,,artifact,artefakt
761,,,,artefact,DUPLICATE_artefakt
762,,,,unit,jedinica
763,,,,object,objekt
764,,,,physical_object,fizički_objekt
765,,,,physical_entity,fizički_entitet
766,,,,entity,entitet
768,L02_43,hypernyms - misc,sunscreen,,krema_za_sunčanje
769,,,,cream,krema
770,,,,lotion,losion
771,,,,ointment,mast
772,,,,emollient,emolijentna_krema
773,,,,toiletry,toaletni_pribor
774,,,,toilet_articles,toaletne_potrepštine
775,,,,artifact,artefakt
776,,,,artefact,DUPLICATE_artefakt
777,,,,unit,jedinica
778,,,,object,objekt
779,,,,physical_object,fizički_objekt
780,,,,physical_entity,fizički_entitet
781,,,,entity,entitet
782,,,,,"toaletni_proizvodi,hidratantna_krema"
783,L02_44,hypernyms - misc,sweater,,pulover
784,,,,clothes,odjeća
785,,,,garment,odjevni_predmet
786,,,,clothing,DUPLICATE_odjeća
787,,,,article_of_clothing,DUPLICATE_odjevni_predmet
788,,,,vesture,DUPLICATE_odjeća
789,,,,wear,odora
790,,,,wearable,DUPLICATE_odjevni_predmet
791,,,,habiliment,odijelo
792,,,,consumer_goods,potrošačka_roba
793,,,,covering,pokrivalo
794,,,,commodity,roba
795,,,,trade_good,trgovačka_roba
796,,,,good,DUPLICATE_roba
797,,,,artifact,artefakt
798,,,,artefact,DUPLICATE_artefakt
799,,,,unit,jedinica
800,,,,object,objekt
801,,,,physical_object,fizički_objekt
802,,,,physical_entity,fizički_entitet
803,,,,entity,entitet
805,,,,,roba_za_trgovanje
806,L02_45,hypernyms - misc,toaster,,toster
807,,,,appliance,uređaj
808,,,,entity,entitet
809,,,,unit,jedinica
810,,,,object,objekt
811,,,,physical_object,fizički_objekt
812,,,,kitchen_appliance,kuhinjski_uređaj
813,,,,home_appliance,kućanski_uređaj
814,,,,household_appliance,DUPLICATE_kućanski_uređaj
815,,,,durables,trajna_dobra
816,,,,durable_goods,trajna_roba
817,,,,consumer_durables,potrošačka_dobra
818,,,,consumer_goods,potrošačka_roba
819,,,,commodity,roba
820,,,,trade_good,trgovačka_roba
821,,,,good,DUPLICATE_roba
822,,,,artifact,artefakt
823,,,,artefact,DUPLICATE_artefakt
824,,,,physical_entity,fizički_entitet
825,,,,,"aparat,roba_za_trgovanje"
826,L02_46,hypernyms - misc,toothbrush,,četkica_za_zube
827,,,,brush,četka
828,,,,toiletry,toaletni_pribor
829,,,,toilet_articles,toaletne_potrepštine
830,,,,implement,pribor
831,,,,artifact,artefakt
832,,,,artefact,DUPLICATE_artefakt
833,,,,unit,jedinica
834,,,,object,objekt
835,,,,physical_object,fizički_objekt
836,,,,physical_entity,fizički_entitet
837,,,,entity,entitet
838,,,,mustache,brkovi
839,,,,moustache,DUPLICATE_brkovi
840,,,,facial_hair,dlake_na_licu
841,,,,hair,dlaka
842,,,,body_covering,NO_TRANSLATION
843,,,,covering,pokrivalo
844,,,,natural_covering,prirodno_pokrivalo
845,,,,cover,prekrivač
846,,,,natural_object,prirodni_objekt
848,L02_47,hypernyms - misc,tub,,kada
849,,,,container,spremnik
850,,,,vessel,posuda
851,,,,artifact,artefakt
852,,,,artefact,DUPLICATE_artefakt
853,,,,unit,jedinica
854,,,,object,objekt
855,,,,physical_object,fizički_objekt
856,,,,physical_entity,fizički_entitet
