,ID,Relation,Source,Target,HR
224,,,,gorilla,gorila
226,L07_31,synonyms - intensity,nap,,drijemati
227,,,,sleep,spavati
228,,,,slumber,drijemati
230,L07_32,synonyms - intensity,necessary,,nužan
231,,,,essential,DUPLICATE_nužan
232,,,,indispensable,neizostavan
233,,,,vital,vitalan
234,,,,required,potreban
235,,,,,neophodan
236,L07_33,synonyms - intensity,opposed,,suprotstavljen
237,,,,averse,nesklon
238,,,,antipathetic,antipatičan
239,,,,antipathetical,DUPLICATE_antipatičan
240,,,,indisposed,spriječen
241,,,,loath,omrznut
242,,,,loth,DUPLICATE_omrznut
243,,,,,indisponiran
244,L07_34,synonyms - intensity,pain,,bol
245,,,,torment,muka
246,,,,torture,tortura
247,,,,agony,agonija
249,L07_35,synonyms - intensity,pony,,poni
250,,,,horse,konj
252,L07_36,synonyms - intensity,poorly,,slab
253,,,,afflicted,napaćen
254,,,,sick,bolestan
255,,,,ill,DUPLICATE_bolestan
256,,,,stricken,pogođen
258,L07_37,synonyms - intensity,rain,,kiša
259,,,,deluge,potop
260,,,,shower,pljusak
262,L07_38,synonyms - intensity,sad,,tužan
263,,,,desparate,očajan
264,,,,despondent,malodušan
265,,,,despairing,očajavajući
266,,,,desponding,klonuo_duhom
267,,,,forlorn,odbačen
268,,,,hopeless,beznadan
269,,,,melancholy,melankoličan
272,L07_39,synonyms - intensity,sea,,more
273,,,,ocean,ocean
275,L07_40,synonyms - intensity,snack,,užina
276,,,,meal,obrok
277,,,,eat,jelo
279,L07_41,synonyms - intensity,sniffles,,hunjavica
280,,,,pneumonia,upala_pluća
282,L07_42,synonyms - intensity,soon,,uskoro
283,,,,immediately,odmah
284,,,,promptly,hitno
285,,,,straightaway,isti_tren
287,L07_43,synonyms - intensity,strong,,jak
288,,,,powerful,snažan
289,,,,forceful,silovit
290,,,,super,super
291,,,,potent,moćan
293,L07_44,synonyms - intensity,tasty,,ukusan
294,,,,delicious,slastan
295,,,,delectable,sladak
296,,,,luscious,sočan
297,,,,pleasant-tasting,ugodnog_okusa
298,,,,scrumptious,DUPLICATE_slastan
299,,,,toothsome,DUPLICATE_ukusan
300,,,,yummy,njami
301,,,,mouth-watering,DUPLICATE_slastan
302,,,,ambrosial,neodoljiv
303,,,,heavenly,nebeski
305,L07_45,synonyms - intensity,tired,,umoran
306,,,,exhausted,iscrpljen
307,,,,drained,ispražnjen
309,L07_46,synonyms - intensity,unfortunate,,nesretan
310,,,,tragic,tragičan
311,,,,woeful,DUPLICATE_jadan
312,,,,grievous,tužan
313,,,,wretched,DUPLICATE_nesretan
314,,,,miserable,jadan
315,,,,awful,grozan
316,,,,lamentable,vrijedan_žaljenje
317,,,,regrettable,DUPLICATE_vrijedan_žaljenje
318,,,,desperate,očajan
319,,,,hopeless,beznadan
320,,,,disastrous,poguban
322,L07_47,synonyms - intensity,unhappy,,nesretan
323,,,,miserable,jadan
324,,,,suffering,koji_pati
325,,,,wretched,nesretan
327,L07_48,synonyms - intensity,want,,želja
328,,,,crave,žudnja
329,,,,hunger,glad
330,,,,thirst,žeđ
331,,,,starve,izgladnjelost
332,,,,lust,požuda
334,L07_49,synonyms - intensity,warm,,topao
335,,,,hot,vruć
336,,,,fiery,vatren
337,,,,flaming,plamen
338,,,,heated,zagrijan
339,,,,red-hot,usijan
340,,,,sizzling,ključajući
341,,,,sensual,senzualan
342,,,,sultry,sparan
343,,,,torrid,vreo
344,,,,white-hot,užaren
346,L07_50,synonyms - intensity,well,,dobar
347,,,,flourishing,uspješan
348,,,,robust,otporan
349,,,,booming,napredan
350,,,,prospering,napredujući
351,,,,prosperous,prosperitetan
352,,,,thriving,DUPLICATE_napredan
