,ID,Relation,Source,Target,HR
308,,,,subcompact,mali_kompaktni_automobil
309,,,,touring,DUPLICATE_NO_TRANSLATION
310,,,,tourer,DUPLICATE_NO_TRANSLATION
311,,,,used,rabljeni_automobil
312,,,,secondhand,DUPLICATE_rabljeni_automobil
313,,,,,"gradski_auto,automobil"
314,L03_11,hyponyms - misc,church,,crkva
315,,,,chapel,kapelica
316,,,,abbey,opatija
317,,,,basilica,bazilika
318,,,,cathedral,katedrala
319,,,,duomo,DUPLICATE_katedrala
320,,,,kirk,DUPLICATE_crkva
322,L03_12,hyponyms - misc,citrus,,citrus
323,,,,lemon,limun
324,,,,orange,naranča
325,,,,lime,limeta
326,,,,mandarin,mandarina
327,,,,tangerine,tangerina
328,,,,yuzu,yuzu
330,L03_13,hyponyms - misc,cloud,,oblak
331,,,,thundercloud,grmljavinski_oblak
332,,,,cirrocumulus,cirokumulus
333,,,,cirrostratus,cirostratus
334,,,,cirrus,cirus
335,,,,contrail,kondenzacijski_oblak
336,,,,condensation,DUPLICATE_kondenzacijski_oblak
337,,,,trail,NO_TRANSLATION
338,,,,cumulonimbus,kumulonimbus
339,,,,cumulus,kumulus
340,,,,nacreous,sedefasti_oblak
341,,,,nebule,nebula
342,,,,nimbus,nimbus
343,,,,rain,kišni_oblak
344,,,,storm,olujni_oblak
345,,,,stratus,stratus
346,,,,mushroom,oblak_u_obliku_gljive
347,,,,smoke,oblak_dima
348,,,,,"nimbostratus,altokumulus"
349,L03_14,hyponyms - misc,collar,,ovratnik
350,,,,choker,choker
351,,,,ruff,nabor
352,,,,ruffle,nabrani_ovratnik
353,,,,clerical,svećenički_ovratnik
354,,,,roman_collar,rimski_ovratnik
355,,,,dog_collar,pseći_ovratnik
356,,,,eton_collar,eton_ovratnik
357,,,,rabato_collar,NO_TRANSLATION
358,,,,rebato_collar,DUPLICATE_NO_TRANSLATION
359,,,,turtleneck,visoki_ovratnik
360,,,,polo-neck,polo_ovratnik
361,,,,neckpiece,DUPLICATE_NO_TRANSLATION
363,L03_15,hyponyms - misc,color,,boja
364,,,,white,bijel
365,,,,black,crn
366,,,,blue,plav
367,,,,green,zelen
368,,,,red,crven
369,,,,yello,žut
370,,,,orange,narančast
371,,,,vermilion,cinober
372,,,,amber,jantar
373,,,,chartreuse,žuto-zelen
374,,,,teal,petrolej
375,,,,violet,ljubičast
376,,,,magenta,magenta
377,,,,rose,ružičast
378,,,,azure,azuran
379,,,,cyan,cijan
380,,,,indigo,indigo
381,,,,purple,DUPLICATE_ljubičast
382,,,,brown,smeđ
385,L03_16,hyponyms - misc,computer,,računalo
386,,,,laptop,laptop
387,,,,desktop,stolno_računalo
388,,,,tablet,tablet
389,,,,smartphone,pametni_telefon
390,,,,supercomputer,super_računalo
391,,,,iphone,NO_TRANSLATION
392,,,,ipad,DUPLICATE_NO_TRANSLATION
394,L03_17,hyponyms - misc,container,,spremnik
395,,,,bag,torba
396,,,,handbag,ručna_torba
397,,,,pocketbook,džepna_torbica
398,,,,purse,torbica
399,,,,basket,košara
400,,,,handbasket,košarica
401,,,,bin,DUPLICATE_košara
402,,,,bowl,zdjela
403,,,,pipe,cijev
404,,,,box,kutija
405,,,,bread-bin,posuda_za_kruh
406,,,,breadbox,kutija_za_kruh
407,,,,bunker,bunker
408,,,,can,limenka
409,,,,tin,DUPLICATE_limenka
410,,,,canister,kanister
411,,,,cannister,DUPLICATE_kanister
412,,,,capsule,kapsula
413,,,,cargo,kontejner
414,,,,case,sanduk
415,,,,display,izlog
416,,,,showcase,vitrina
417,,,,vitrine,DUPLICATE_vitrina
418,,,,cassette,kazeta
419,,,,cup,šalica
420,,,,cylinder,cilindar
421,,,,dice,kocka
422,,,,dish,tanjur
423,,,,dispenser,dozator
424,,,,drawer,ladica
425,,,,dumpster,kanta_za_smeće
426,,,,empty,prazna_kutija
427,,,,envelope,omotnica
428,,,,glass,čaša
429,,,,bottle,boca
430,,,,mailer,poštanski_pretinac
431,,,,manger,jasle
432,,,,trough,korito
433,,,,measure,mjerica
434,,,,mold,kalup
435,,,,mould,DUPLICATE_kalup
436,,,,cast,odljev
437,,,,package,paket
438,,,,parcel,DUPLICATE_paket
439,,,,pan,tava
440,,,,pod,čahura
441,,,,pot,tegla
442,,,,flowerpot,tegla_za_cvijeće
443,,,,flask,pljoska
444,,,,receptacle,posuda
445,,,,reliquary,relikvijar
446,,,,saltcellar,soljenka
447,,,,savings,kasica
448,,,,bank,banka
449,,,,coin,novčić
450,,,,money,novac
451,,,,scuttle,posuda_za_ugljen
452,,,,coal,DUPLICATE_posuda_za_ugljen
453,,,,shaker,shaker
454,,,,spoon,žlica
455,,,,thimble,naprstak
456,,,,vessel,brodski_kontejner
457,,,,waste-paper,DUPLICATE_koš_za_smeće
458,,,,wastebasket,kanta_za_otpatke
459,,,,waste,DUPLICATE_kanta_za_otpatke
460,,,,file,mapa
461,,,,workbasket,NO_TRANSLATION
462,,,,workbox,kutija_za_alat
463,,,,workbag,DUPLICATE_NO_TRANSLATION
464,,,,,"ćup,vrč,čajnik,vaza"
465,L03_18,hyponyms - misc,cookware,,posuđe
466,,,,pot,lonac
467,,,,baster,NO_TRANSLATION
468,,,,chafing,grijani_poslužavnik
469,,,,dish,tanjur
470,,,,cooker,kuhalo
471,,,,sheet,DUPLICATE_tacna
472,,,,tray,tacna
473,,,,enamelware,DUPLICATE_NO_TRANSLATION
474,,,,grid,rešetka
475,,,,gridiron,DUPLICATE_rešetka
476,,,,griddle,pleh
477,,,,pan,tava
478,,,,poacher,lonac_za_poširanje
479,,,,skimmer,cjediljka
480,,,,steamer,kuhalo_na_paru
481,,,,turner,špatula
482,,,,,"poslužavnik,grabilica"
483,L03_19,hyponyms - misc,cup,,šalica
484,,,,teacup,šalica_za_čaj
485,,,,beaker,mjerna_posuda
486,,,,chalice,kalež
487,,,,goblet,DUPLICATE_kalež
488,,,,coffee_cup,šalica_za_kavu
489,,,,dixie,DUPLICATE_papirnata_čaša
490,,,,paper_cup,papirnata_čaša
491,,,,grace,NO_TRANSLATION
492,,,,kylix,kylix
493,,,,cylix,DUPLICATE_kylix
494,,,,mustache_cup,DUPLICATE_NO_TRANSLATION
495,,,,moustache_cup,DUPLICATE_NO_TRANSLATION
496,,,,scyphus,DUPLICATE_NO_TRANSLATION
497,,,,grail,gral
499,L03_20,hyponyms - misc,cushion,,jastuk
500,,,,pincushion,jastučić_za_pribadače
501,,,,pillow,jastuk
502,,,,air,zračni_jastuk
503,,,,inflatable,jastuk_na_napuhavanje
504,,,,gaddi,NO_TRANSLATION
505,,,,hassock,jastuk_za_klečanje
506,,,,headrest,uzglavlje
507,,,,seat,jastuk_za_sjedenje
508,,,,,anatomski_jastuk
509,L03_21,hyponyms - misc,cutlery,,pribor_za_jelo
510,,,,knife,nož
511,,,,fork,vilica
512,,,,spoon,žlica
513,,,,tablefork,DUPLICATE_vilica
514,,,,teaspoon,žličica
515,,,,dessert_spoon,DUPLICATE_žličica
516,,,,salad_fork,vilica_za_salatu
517,,,,carving_fork,vilica_za_rezanje_mesa
518,,,,,viljuška
519,L03_22,hyponyms - misc,dessert,,desert
520,,,,cake,torta
521,,,,ambrosia,ambrozija
522,,,,baked_alaska,NO_TRANSLATION
523,,,,blancmange,DUPLICATE_puding
524,,,,charlotte,šarlota
525,,,,compote,kompot
526,,,,fruit_compote,voćni_kompot
527,,,,dumpling,knedla
528,,,,flan,flan
529,,,,frozen_dessert,ledeni_desert
530,,,,junket,desert_u_čaši
531,,,,mold,DUPLICATE_NO_TRANSLATION
532,,,,mould,DUPLICATE_NO_TRANSLATION
533,,,,mousse,mousse
534,,,,pavlova,Pavlova
535,,,,peach_melba,melba_breskve
536,,,,pudding,puding
537,,,,pud,DUPLICATE_puding
538,,,,syllabub,silabub
539,,,,sillabub,DUPLICATE_silabub
540,,,,tiramisu,tiramisu
541,,,,whip,šlag
542,,,,zabaglione,zabaglione
543,,,,sabayon,DUPLICATE_zabaglione
544,,,,charlotte_russe,ruska_šarlota
545,,,,apple_dumpling,jabuke_u_šlafroku
546,,,,frozen_custard,DUPLICATE_NO_TRANSLATION
547,,,,soft_ice_cream,točeni_sladoled
548,,,,frozen_pudding,smrznuti_puding
549,,,,frozen_yogurt,smrznuti_jogurt
550,,,,ice-cream_cake,torta_od_sladoleda
551,,,,icebox_cake,DUPLICATE_torta_od_sladoleda
552,,,,ice-cream_cone,kornet
553,,,,ice-cream_sundae,DUPLICATE_sundae
554,,,,sundae,sundae
555,,,,ice,led
556,,,,frappe,frape
557,,,,ice_cream,sladoled
558,,,,icecream,DUPLICATE_sladoled
559,,,,ice_lolly,sladoledni_štapić
560,,,,lolly,liza
561,,,,lollipop,lizalica
562,,,,popsicle,sladoled_na_štapiću
563,,,,ice_milk,DUPLICATE_NO_TRANSLATION
564,,,,parfait,parfe
565,,,,sherbert,DUPLICATE_šerbet
566,,,,sherbet,šerbet
567,,,,snowball,DUPLICATE_NO_TRANSLATION
568,,,,split,DUPLICATE_NO_TRANSLATION
569,,,,chocolate_mousse,čokoladni_mousse
570,,,,trifle,trifle
571,,,,brown_betty,DUPLICATE_NO_TRANSLATION
572,,,,chocolate_pudding,čokoladni_puding
573,,,,duff,DUPLICATE_NO_TRANSLATION
574,,,,plum_duff,DUPLICATE_NO_TRANSLATION
575,,,,flummery,flummery
576,,,,nesselrode,DUPLICATE_NO_TRANSLATION
577,,,,nesselrode_pudding,DUPLICATE_NO_TRANSLATION
578,,,,pease_pudding,DUPLICATE_NO_TRANSLATION
579,,,,plum_pudding,puding_od_šljiva
580,,,,christmas_pudding,božićni_puding
581,,,,roly-poly,DUPLICATE_NO_TRANSLATION
582,,,,roly-poly_pudding,DUPLICATE_NO_TRANSLATION
583,,,,steamed_pudding,DUPLICATE_NO_TRANSLATION
584,,,,suet_pudding,puding_od_loja
585,,,,tapioca_pudding,puding_od_tapioke
586,,,,vanilla_pudding,puding_od_vanilije
587,,,,prune_whip,DUPLICATE_NO_TRANSLATION
588,,,,water_ice,vodeni_sladoled
589,,,,sorbet,sorbet
590,,,,chocolate_ice_cream,sladoled_od_čokolade
591,,,,neapolitan_ice_cream,napuljski_sladoled
592,,,,peach_ice_cream,sladoled_od_marelice
593,,,,strawberry_ice_cream,sladoled_od_jagode
594,,,,tutti-frutti,tutti_frutti
595,,,,vanilla_ice_cream,sladoled_od_vanilije
596,,,,banana_split,banana_split
597,,,,tipsy_cake,DUPLICATE_NO_TRANSLATION
598,,,,spotted_dick,DUPLICATE_NO_TRANSLATION
599,,,,choc-ice,DUPLICATE_NO_TRANSLATION
601,L03_23,hyponyms - misc,dress,,haljina
602,,,,gown,DUPLICATE_haljina
603,,,,caftan,DUPLICATE_kaftan
604,,,,kaftan,kaftan
605,,,,chemise,kombine
606,,,,sack,vrećasta_haljina
607,,,,shift,ravna_haljina
608,,,,coatdress,haljina_ogrtač
609,,,,cocktail_dress,koktel_haljina
610,,,,sheath,uska_haljina
611,,,,dirndl,dirndl
612,,,,jumper,pulover_haljina
613,,,,pinafore,treger_haljina
614,,,,pinny,DUPLICATE_treger_haljina
615,,,,kirtle,tunika
616,,,,morning,NO_TRANSLATION
617,,,,evening,DUPLICATE_NO_TRANSLATION
618,,,,muumuu,DUPLICATE_NO_TRANSLATION
619,,,,polonaise,DUPLICATE_NO_TRANSLATION
620,,,,sari,sari
621,,,,saree,DUPLICATE_sari
622,,,,shirtdress,košulja_haljina
623,,,,strapless,haljina_bez_naramenica
624,,,,sundress,ljetna_haljina
625,,,,,"svečana_haljina,večernja_haljina"
626,L03_24,hyponyms - misc,drum,,bubanj
627,,,,tambourine,tamburin
628,,,,bass_drum,bas_bubanj
629,,,,gran_casa,veliki_bubanj
630,,,,bongo,bongo
631,,,,bongo_drum,bongo_bubanj
632,,,,snare_drum,doboš
633,,,,snare,DUPLICATE_doboš
634,,,,side_drum,mali_bubanj
635,,,,tabor,tabor
636,,,,tabour,DUPLICATE_tabor
637,,,,tambour,tambour
638,,,,tenor_drum,tenorski_bubanj
639,,,,tom-tom,tom-tom
640,,,,timbrel,tof
641,,,,djembe,djembe
642,,,,doumbek,doumbek
643,,,,darbuka,darbuka
644,,,,,tom
645,L03_25,hyponyms - misc,emotion,,osjećaj
646,,,,anger,ljutnja
647,,,,choler,DUPLICATE_ljutnja
648,,,,ire,srdžba
649,,,,anxiety,anksioznost
650,,,,conditioned_emotional_response,uvjetovana_emocionalna_reakcija
651,,,,cer,DUPLICATE_uvjetovana_emocionalna_reakcija
652,,,,conditioned_emotion,uvjetovani_osjećaj
653,,,,emotional_state,emocionalno_stanje
654,,,,spirit,duh
655,,,,fear,strah
656,,,,fearfulness,prestrašenost
657,,,,fright,DUPLICATE_strah
658,,,,reverence,štovanje
659,,,,awe,strahopoštovanje
660,,,,veneration,poštovanje
661,,,,hate,mržnja
662,,,,hatred,DUPLICATE_mržnja
663,,,,joy,sreća
664,,,,joyousness,veselje
665,,,,joyfulness,radost
666,,,,love,ljubav
667,,,,annoyance,iritiranost
668,,,,chafe,razdraženost
669,,,,vexation,DUPLICATE_razdraženost
670,,,,bad_temper,loše_raspoloženje
671,,,,ill_temper,DUPLICATE_loše_raspoloženje
672,,,,dander,DUPLICATE_ljutnja
673,,,,hackles,DUPLICATE_ljutnja
674,,,,fury,gnjev
675,,,,rage,bijes
676,,,,madness,ludilo
677,,,,huffiness,DUPLICATE_srdžba
678,,,,indignation,indignacija
679,,,,outrage,ogorčenost
680,,,,infuriation,DUPLICATE_ljutnja
681,,,,enragement,DUPLICATE_bijes
682,,,,umbrage,DUPLICATE_uvreda
683,,,,offense,uvreda
684,,,,offence,DUPLICATE_uvreda
685,,,,angst,DUPLICATE_tjeskoba
686,,,,anxiousness,tjeskoba
687,,,,disquiet,uznemirenost
688,,,,concern,zabrinutost
689,,,,care,briga
690,,,,discomfiture,nelagoda
691,,,,discomposure,nespokoj
692,,,,disconcertion,zbunjenost
693,,,,disconcertment,DUPLICATE_uznemirenost
694,,,,edginess,DUPLICATE_nelagoda
695,,,,uneasiness,DUPLICATE_nelagoda
696,,,,inquietude,nemir
697,,,,disquietude,DUPLICATE_nemir
698,,,,insecurity,nesigurnost
699,,,,jitteriness,DUPLICATE_nervoza
700,,,,jumpiness,napetost
701,,,,nervousness,nervoza
702,,,,restiveness,DUPLICATE_nemir
703,,,,scruple,ustručavanje
704,,,,qualm,klonulost
705,,,,misgiving,bojazan
706,,,,sinking,potonutost
707,,,,sinking_feeling,osječaj_potonutosti
708,,,,worry,DUPLICATE_zabrinutost
709,,,,trouble,poteškoća
710,,,,ecstasy,ekstatičnost
711,,,,rapture,zanos
712,,,,transport,NO_TRANSLATION
713,,,,exaltation,ushićenje
714,,,,raptus,DUPLICATE_NO_TRANSLATION
715,,,,embarrassment,sramota
716,,,,gratification,DUPLICATE_zadovoljstvo
717,,,,satisfaction,zadovoljstvo
718,,,,happiness,DUPLICATE_sreća
719,,,,felicity,DUPLICATE_sreća
720,,,,state,DUPLICATE_emocionalno_stanje
721,,,,unhappiness,nesreća
722,,,,alarm,DUPLICATE_uznemirenost
723,,,,dismay,zgroženost
724,,,,consternation,preneraženost
725,,,,apprehension,strepnja
726,,,,apprehensiveness,zebnja
727,,,,dread,groza
728,,,,creeps,jeza
729,,,,frisson,DUPLICATE_jeza
730,,,,shiver,trnci
731,,,,chill,DUPLICATE_trnci
732,,,,quiver,treperenje
