,ID,Relation,Source,Target,HR
181,,,,exhaust_pipe,DUPLICATE_ispušna_cijev
182,,,,radiator_grille,rešetka_hladnjaka
183,,,,low_gear,niža_brzina
184,,,,flexible_joint,DUPLICATE_šarka
185,,,,head_restraint,DUPLICATE_naslon_za_glavu
186,,,,hood_ornament,ukras_za_haubu
187,,,,exhaust_valve,ispušni_ventil
188,,,,car_mirror,DUPLICATE_retrovizor
189,,,,gas_pedal,DUPLICATE_papučica_za_gas
190,,,,seat_belt,DUPLICATE_pojas
191,,,,reverse_gear,DUPLICATE_rikverc
192,,,,car_horn,DUPLICATE_automobilska_sirena
193,,,,car_window,prozor_auta
194,,,,suspension_system,ovjesni_sustav
196,,,,,"gepek,šiber"
197,L06_8,meronyms - part,castle,,dvorac
198,,,,donjon,donžon
199,,,,tower,toranj
200,,,,turret,kupola
201,,,,gate,vrata
202,,,,dungeon,tamnica
203,,,,moat,rov
204,,,,keep,DUPLICATE_donžon
205,,,,great_hall,velika_dvorana
207,L06_9,meronyms - part,cat,,mačka
208,,,,whiskers,brkovi
209,,,,coat,krzno
210,,,,paw,šapa
211,,,,paws,šape
212,,,,fur,DUPLICATE_krzno
213,,,,eyes,oči
214,,,,back,leđa
215,,,,claws,kandže
216,,,,tail,rep
217,,,,teeth,zubi
219,L06_10,meronyms - part,chair,,stolica
220,,,,seat,sjedište
221,,,,armrest,naslon_za_ruke
222,,,,headrest,naslon_za_glavu
223,,,,armrests,nasloni_za_ruke
224,,,,rest,naslon
225,,,,pad,jastučić
226,,,,back,leđa
227,,,,leg,noga
228,,,,backrest,DUPLICATE_naslon
229,,,,legs,noge
231,L06_11,meronyms - part,church,,crkva
232,,,,altar,oltar
233,,,,choir,zbor
234,,,,vestry,DUPLICATE_sakristija
235,,,,transept,poprečna_lađa
236,,,,apse,apsida
237,,,,sanctuary,hram
238,,,,rood,križ
239,,,,screen,zastor
240,,,,bema,svetište
241,,,,nave,lađa
242,,,,tower,toranj
243,,,,sacristy,sakristija
244,,,,corner,kut
245,,,,chancel,DUPLICATE_oltar
246,,,,amen,amen
247,,,,chapel,kapela
248,,,,apsis,DUPLICATE_apsida
249,,,,side,strana
250,,,,narthex,narteks
251,,,,presbytery,prezbiterij
252,,,,side_chapel,bočna_kapela
253,,,,lady_chapel,Marijina_kapela
254,,,,church_tower,crkveni_toranj
255,,,,rood_screen,križna_pregrada
256,,,,amen_corner,NO_TRANSLATION
257,,,,,ulaz
258,L06_12,meronyms - part,comb,,češalj
259,,,,teeth,zupci
260,,,,shaft,držak
261,,,,grip,ručka
262,,,,tooth,zubac
263,,,,handle,DUPLICATE_ručka
265,L06_13,meronyms - part,day,,dan
266,,,,hour,sat
267,,,,forenoon,prijepodne
268,,,,eventide,DUPLICATE_večer
269,,,,nanosecond,nanosekunda
270,,,,noonday,DUPLICATE_podne
271,,,,femtosecond,femtosekunda
272,,,,hr,hr
273,,,,minutes,minute
274,,,,microsecond,mikrosekunda
275,,,,msec,msec
276,,,,time,vrijeme
277,,,,midnight,ponoć
278,,,,sec,sec
279,,,,nighttime,DUPLICATE_noć
280,,,,min,min
281,,,,morning,jutro
282,,,,noon,podne
283,,,,evening,večer
284,,,,dark,mrak
285,,,,picosecond,pikosekunda
286,,,,daytime,dan
287,,,,minute,minuta
288,,,,daylight,dnevno_svjetlo
289,,,,s,s
290,,,,high,NO_TRANSLATION
291,,,,even,DUPLICATE_NO_TRANSLATION
292,,,,quarter,četvrt
293,,,,morn,zora
294,,,,noontide,DUPLICATE_podne
295,,,,second,sekunda
296,,,,afternoon,poslijepodne
297,,,,twelve,dvanaest
298,,,,millisecond,milisekunda
299,,,,midday,sredina_dana
300,,,,midafternoon,popodne
301,,,,attosecond,atosekunda
302,,,,night,noć
303,,,,morning_time,dopodne
304,,,,high_noon,zvizdan
305,,,,half-hour,pola_sata
306,,,,twelve_noon,dvanaest_popodne
307,,,,late-night_hour,kasni_sat
308,,,,early-morning_hour,rano_ujutro
309,,,,lights-out,spavanje
310,,,,60_minutes,60_minuta
311,,,,small_hours,sitni_sati
312,,,,30_minutes,30_minuta
313,,,,15_minutes,15_minuta
314,,,,quarter-hour,četvrt_sata
316,L06_14,meronyms - part,deer,,jelen
317,,,,antler,rog
318,,,,antlers,rogovi
319,,,,withers,hrbat
320,,,,flag,rep
321,,,,scut,kusati_repić
323,L06_15,meronyms - part,dollar,,dolar
324,,,,cent,cent
326,L06_16,meronyms - part,door,,vrata
327,,,,hinge,šarka
328,,,,keyhole,ključanica
329,,,,threshold,prag
330,,,,doorframe,okvir_vrata
331,,,,bolt,zasun
332,,,,deadbolt,DUPLICATE_zasun
333,,,,doorjamb,dovratnik
334,,,,tumbler,cilindrična_ključanica
335,,,,doorpost,DUPLICATE_dovratnik
336,,,,doorstep,DUPLICATE_prag
337,,,,doorcase,DUPLICATE_okvir_vrata
338,,,,case,okvir
339,,,,lock,brava
340,,,,casing,DUPLICATE_okvir_vrata
341,,,,doorsill,DUPLICATE_prag
343,L06_17,meronyms - part,dress,,haljina
344,,,,sleeve,rukav
345,,,,slide,DUPLICATE_patent
346,,,,plastron,plastron
347,,,,zip,patent
348,,,,zipper,ciferšlus
349,,,,fastener,kopča
350,,,,hemline,porub
351,,,,bodice,steznik
352,,,,neckline,izrez
353,,,,waistline,struk
354,,,,belt,pojas
355,,,,slide_fastener,DUPLICATE_patentni_zatvarač
356,,,,zip_fastener,patentni_zatvarač
357,,,,,smičak
358,L06_18,meronyms - part,filename,,ime_dokumenta
359,,,,extension,ektenzija
360,,,,name,ime
362,L06_19,meronyms - part,flower,,cvijet
363,,,,petal,latica
364,,,,leaf,list
365,,,,anther,prašnik
366,,,,style,vrat_tučka
367,,,,perianth,ocvijeće
368,,,,placenta,placenta
369,,,,stamen,DUPLICATE_prašnik
370,,,,pistil,tučak
371,,,,ovary,jajnik
372,,,,corolla,krunica
373,,,,carpel,karpel
374,,,,envelope,omot
375,,,,sepal,lap
376,,,,calyx,čašica
377,,,,stigma,njuška
378,,,,chlamys,DUPLICATE_ocvijeće
379,,,,petals,latice
380,,,,corona,kruna
381,,,,perigonium,perigon
382,,,,perigone,DUPLICATE_perigon
383,,,,flower_petal,DUPLICATE_latica
384,,,,floral_leaf,DUPLICATE_latica
385,,,,floral_envelope,NO_TRANSLATION
386,,,,gynostegium,gynostegium
389,L06_20,meronyms - part,gigabit,,gigabit
390,,,,megabit,megabit
391,,,,kbit,kbit
392,,,,kb,kb
393,,,,kilobit,kilobit
394,,,,mb,mb
395,,,,mbit,mbit
397,L06_21,meronyms - part,gramm,,gram
398,,,,milligram,miligram
399,,,,mg,mg
400,,,,grain,grain
401,,,,mcg,mcg
402,,,,carat,karat
403,,,,microgram,mikrogram
404,,,,ng,ng
405,,,,dg,dg
406,,,,decigram,decigram
407,,,,nanogram,nanogram
408,,,,metric_grain,metrički_grain
409,,,,obolus,obolus
411,L06_22,meronyms - part,guitar,,gitara
412,,,,string,žica
413,,,,deck,trup
414,,,,pegs,ključevi
415,,,,fret,prag
416,,,,strings,žice
417,,,,frets,pragovi
418,,,,peg,ključ
419,,,,fingerboard,hvataljka
421,L06_23,meronyms - part,gun,,pištolj
422,,,,trigger,okidač
423,,,,holder,držač
424,,,,safety,sigurnosna_kočnica
425,,,,extractor,ekstraktor
426,,,,clip,DUPLICATE_spremnik
427,,,,magazine,spremnik
428,,,,barrel,cijev
429,,,,hammer,kladivo
430,,,,viewfinder,DUPLICATE_nišan
431,,,,gunsight,nišan
432,,,,stock,DUPLICATE_kundak
433,,,,cartridge,naboj
434,,,,remover,izvadač
435,,,,chamber,komora
436,,,,ejector,izbacivač
437,,,,cock,nabiti
438,,,,catch,zategnuti
439,,,,finder,tražilo
440,,,,mechanism,mehanizam
441,,,,gunstock,kundak
442,,,,lock,DUPLICATE_okidač
443,,,,action,NO_TRANSLATION
444,,,,muzzle,otvor_cijevi
445,,,,key,ključ
446,,,,gunlock,DUPLICATE_okidač
447,,,,cartridge_holder,držač_naboja
448,,,,gun_muzzle,DUPLICATE_otvor_cijevi
449,,,,gun-sight,DUPLICATE_nišan
450,,,,action_mechanism,DUPLICATE_NO_TRANSLATION
451,,,,gun_chamber,DUPLICATE_komora
452,,,,gun_trigger,DUPLICATE_okidač
453,,,,firing_mechanism,okidački_mehanizam
454,,,,safety_lock,sigurnosni_mehanizam
455,,,,cartridge_extractor,izvlačivač_metaka
456,,,,firing_chamber,komora_za_okidanje
457,,,,cartridge_ejector,izbacivač_metaka
458,,,,view_finder,DUPLICATE_tražilo
459,,,,cartridge_clip,DUPLICATE_spremnik
460,,,,gun_barrel,cijev_pištolja
461,,,,safety_catch,DUPLICATE_sigurnosni_mehanizam
462,,,,cartridge_remover,DUPLICATE_NO_TRANSLATION
464,L06_24,meronyms - part,harbor,,luka
465,,,,dock,dok
466,,,,facility,zgrada
467,,,,anchorage,sidrište
468,,,,landing,pristanište
469,,,,docking,DUPLICATE_pristanište
470,,,,dockage,DUPLICATE_pristanište
471,,,,anchorage_ground,DUPLICATE_sidrište
472,,,,docking_facility,zgrada_pristaništa
473,,,,landing_place,DUPLICATE_pristanište
474,,,,landing_stage,DUPLICATE_pristanište
476,L06_25,meronyms - part,jail,,zatvor
477,,,,cell,ćelija
478,,,,cellblock,zatvorski_odjel
479,,,,guard,zatvorski_čuvar
480,,,,police,policija
481,,,,prison_cell,zatvorska_ćelija
482,,,,jail_cell,DUPLICATE_zatvorska_ćelija
484,L06_26,meronyms - part,jewellery,,nakit
485,,,,bead,perla
486,,,,stone,kamen
487,,,,wire,žica
488,,,,beads,perle
489,,,,gemstone,dragi_kamen
490,,,,gem,DUPLICATE_dragi_kamen
491,,,,metal,metal
492,,,,gold,zlato
493,,,,silver,srebro
494,,,,platina,platina
495,,,,jewel,dragulj
497,L06_27,meronyms - part,litre,,litra
498,,,,millilitre,mililitar
499,,,,cc,cc
500,,,,ml,ml
501,,,,milliliter,DUPLICATE_mililitar
502,,,,cl,cl
503,,,,dl,dl
504,,,,deciliter,decilitar
505,,,,mil,mil
506,,,,cubic_centimetre,kubični_centimetar
507,,,,centiliter,centilitar
508,,,,decilitre,DUPLICATE_decilitar
509,,,,cubic_centimeter,DUPLICATE_kubični_centimetar
510,,,,centilitre,DUPLICATE_centilitar
511,,,,cubic_millimeter,kubični_milimetar
512,,,,cubic_millimetre,DUPLICATE_kubični_milimetar
514,L06_28,meronyms - part,movie,,film
515,,,,scene,scena
516,,,,subtitles,titlovi
517,,,,footage,odjavna_špica
518,,,,credit,zahvala
519,,,,episode,epizoda
520,,,,shot,kadar
521,,,,sequence,sekvenca
522,,,,credits,zahvale
523,,,,caption,podnaslov
524,,,,,titl
525,L06_29,meronyms - part,orthography,,ortografija
526,,,,hyphenation,rastavljanje_riječi
527,,,,punctuation,interpunkcija
528,,,,punctuation_mark,pravopisni_znak
529,,,,word_division,DUPLICATE_rastavljanje_riječi
530,,,,spelling,pravopis
532,L06_30,meronyms - part,piano,,klavir
533,,,,keyboard,klavijatura
534,,,,clavier,DUPLICATE_klavijatura
535,,,,loud,DUPLICATE_forte_pedala
536,,,,hammer,batić
537,,,,sounding,DUPLICATE_rezonator
538,,,,pedal,pedala
539,,,,sustaining,DUPLICATE_pedala_za_zadržavanje
540,,,,soft,DUPLICATE_piano_pedala
541,,,,fingerboard,DUPLICATE_klavijatura
542,,,,soundboard,rezonator
543,,,,action,NO_TRANSLATION
544,,,,board,DUPLICATE_rezonator
545,,,,key,tipka
546,,,,fallboard,poklopac
547,,,,piano_action,mehanizam_klavira
548,,,,action_mechanism,DUPLICATE_mehanizam_klavira
549,,,,damper_block,ublaživač
550,,,,fall-board,DUPLICATE_poklopac
551,,,,sounding_board,DUPLICATE_rezonator
552,,,,sustaining_pedal,pedala_za_zadržavanje
553,,,,loud_pedal,forte_pedala
554,,,,piano_damper,prigušivač
555,,,,piano_keyboard,DUPLICATE_klavijatura
556,,,,sound_hole,DUPLICATE_NO_TRANSLATION
557,,,,soft_pedal,piano_pedala
558,,,,,"glasovir,žica,desna_pedala,lijeva_pedala"
559,L06_31,meronyms - part,pie,,pita
560,,,,crust,korica
561,,,,cheese,sir
562,,,,filling,punjenje
563,,,,fruit,voće
564,,,,apple,jabuka
565,,,,berries,bobice
566,,,,glazing,glazura
567,,,,pastry,tijesto
568,,,,icing,preljev
570,L06_32,meronyms - part,poem,,pjesma
571,,,,stanza,kitica
572,,,,canto,spjev
573,,,,prosody,prozodija
574,,,,rime,DUPLICATE_rima
575,,,,line,redak
576,,,,rhyme,rima
577,,,,verse,stih
578,,,,poetic_rhythm,poetski_ritam
579,,,,rhythmic_pattern,ritamski_uzorak
580,,,,verse_line,stihovni_redak
581,,,,line_of_verse,DUPLICATE_stihovni_redak
582,,,,line_of_poetry,redak_poezije
584,L06_33,meronyms - part,pub,,pub
585,,,,bar,šank
586,,,,barroom,barska_prostorija
587,,,,taproom,točionica
588,,,,saloon,salon
589,,,,ginmill,NO_TRANSLATION
591,L06_34,meronyms - part,radio,,radio
592,,,,receiver,prijamnik
593,,,,tuner,DUPLICATE_prijamnik
594,,,,radio,radio
595,,,,demodulator,demodulator
596,,,,transmitter,odašiljač
597,,,,detector,detektor
598,,,,receiving,primanje
599,,,,set,aparat
600,,,,amplifier,pojačalo
601,,,,wireless,DUPLICATE_radio
602,,,,radio_transmitter,radio_odašiljač
603,,,,receiving_set,uređaj_za_prijem
604,,,,radio_receiver,radio_prijamnik
605,,,,radio_set,radio_aparat
607,L06_35,meronyms - part,railcar,,vagon
608,,,,suspension,ovjes
609,,,,cushion,punjenje
610,,,,shock,NO_TRANSLATION
611,,,,shock_absorber,amortizer
612,,,,suspension_system,ovjesni_sustav
614,L06_36,meronyms - part,seafront,,morska_obala
615,,,,harbor,DUPLICATE_luka
616,,,,seaport,morska_luka
617,,,,dock,dok
618,,,,haven,utočište
619,,,,anchorage,sidrište
620,,,,landing,pristanište
621,,,,harbour,luka
622,,,,dockage,DUPLICATE_pristanište
623,,,,anchorage_ground,DUPLICATE_sidrište
624,,,,docking_facility,zgrada_pristaništa
625,,,,landing_place,DUPLICATE_pristanište
626,,,,landing_stage,DUPLICATE_pristanište
628,L06_37,meronyms - part,shilling,,šiling
629,,,,pence,peni
631,L06_38,meronyms - part,shirt,,košulja
632,,,,button,gumb
633,,,,dickie,DUPLICATE_ovratnik
634,,,,collar,ovratnik
635,,,,dickey,DUPLICATE_ovratnik
636,,,,sleeve,rukav
637,,,,buttons,dugmad
638,,,,dicky,DUPLICATE_ovratnik
639,,,,pocket,džep
640,,,,shirttail,NO_TRANSLATION
641,,,,shirtsleeve,rukav_košulje
642,,,,shirtfront,prednjica
643,,,,shirt_button,gumb_na_košulji
644,,,,,dugme
645,L06_39,meronyms - part,sonata,,sonata
646,,,,movement,stavak
647,,,,psrt,NO_TRANSLATION
650,L06_40,meronyms - part,staircase,,stubište
651,,,,step,stuba
652,,,,riser,NO_TRANSLATION
653,,,,landing,podest
654,,,,tread,gazište
655,,,,stair,stepenica
656,,,,stairhead,vrh_stepenica
658,L06_41,meronyms - part,sword,,mač
659,,,,blade,oštrica
660,,,,forte,forte
661,,,,hilt,drška
662,,,,peak,vrh
663,,,,foible,slabiji_dio
664,,,,point,DUPLICATE_vrh
665,,,,pommel,ručka
666,,,,haft,DUPLICATE_drška
667,,,,tip,DUPLICATE_vrh
668,,,,knob,kugla
669,,,,helve,DUPLICATE_drška
670,,,,knife_edge,DUPLICATE_oštrica
671,,,,cutting_edge,oštrica_mača
673,L06_42,meronyms - part,table,,stol
674,,,,tabletop,površina_stola
675,,,,tableware,pribor_za_jelo
676,,,,leg,noga
677,,,,legs,noge
679,L06_43,meronyms - part,teapot,,čajnik
680,,,,spout,kljun
681,,,,handle,drška
682,,,,knob,držalo_poklopca
683,,,,lid,poklopac
684,,,,body,tijelo
685,,,,belly,trbuh
686,,,,base,podloga
687,,,,filter,filter
688,,,,tea_filter,čajni_filter
690,L06_44,meronyms - part,telephone,,telefon
691,,,,receiver,slušalica
692,,,,mouthpiece,mikrofon
693,,,,dial,brojčanik
694,,,,wire,žica
695,,,,screen,ekran
696,,,,display,prikaznik
697,,,,telephone_receiver,telefonska_slušalica
699,L06_45,meronyms - part,tonne,,tona
700,,,,kilogram,kilogram
701,,,,mg,mg
702,,,,gm,gm
703,,,,hg,hg
704,,,,grain,grain
705,,,,milligram,miligram
706,,,,hundredweight,cent
707,,,,kilo,kila
708,,,,mcg,mcg
709,,,,dag,dag
710,,,,carat,karat
711,,,,microgram,mikrogram
712,,,,gramme,gram
713,,,,quintal,kvintal
714,,,,ng,ng
715,,,,gram,DUPLICATE_gram
716,,,,dg,dg
717,,,,g,g
718,,,,kg,kg
719,,,,decigram,decigram
720,,,,nanogram,nanogram
721,,,,myriagram,myriagram
722,,,,centner,centner
723,,,,metric_grain,metrički_grain
724,,,,myg,myg
725,,,,dekagram,dekagram
726,,,,decagram,DUPLICATE_dekagram
727,,,,metric_hundredweight,metrički_cent
728,,,,obolus,obolus
729,,,,doppelzentner,DUPLICATE_cent
730,,,,hectogram,hektogram
731,,,,dkg,dkg
733,L06_46,meronyms - part,torso,,torzo
734,,,,chest,prsa
735,,,,arse,guzica
736,,,,shoulder,rame
737,,,,bum,dupe
738,,,,midriff,srednji_dio
739,,,,groin,prepone
740,,,,deltoid,deltoidni_mišić
741,,,,diaphragm,dijafragma
742,,,,lat,leđni_mišić
743,,,,pectoralis,prsni_mišić
744,,,,behind,stražnjica
745,,,,gluteus,gluteus
746,,,,middle,sredina
747,,,,stomach,trbuh
748,,,,teres,obli_mišić
749,,,,thorax,toraks
750,,,,tush,guza
751,,,,ab,trbušnjak
752,,,,rump,DUPLICATE_stražnjica
753,,,,breastbone,prsna_kost
754,,,,buns,DUPLICATE_dupe
755,,,,gladiolus,grudna_kost
756,,,,haunch,bok
757,,,,backside,pozadina
758,,,,buttocks,guzevi
759,,,,serratus,seratus
760,,,,pectoral,DUPLICATE_prsni_mišić
761,,,,stern,DUPLICATE_prsna_kost
762,,,,navel,pupak
763,,,,paunch,trbuščić
764,,,,seat,DUPLICATE_zadnjica
765,,,,mediastinum,medijastinum
766,,,,ass,DUPLICATE_guzica
767,,,,axilla,pazuh
768,,,,back,leđa
769,,,,belly,DUPLICATE_trbuh
770,,,,bottom,zadnjica
771,,,,omphalos,DUPLICATE_pupak
772,,,,fundament,podloga
773,,,,acromion,akromion
774,,,,derriere,DUPLICATE_zadnjica
775,,,,hindgut,stražnje_crijevo
776,,,,gut,probavni_trakt
777,,,,gallbladder,žučni_mjehur
778,,,,saddle,NO_TRANSLATION
779,,,,cheek,guz
780,,,,waist,struk
781,,,,butt,DUPLICATE_dupe
782,,,,bowel,crijevo
783,,,,keister,DUPLICATE_guzica
784,,,,bellybutton,DUPLICATE_pupak
785,,,,pectus,prsni_koš
786,,,,prat,DUPLICATE_stražnjica
787,,,,loins,slabine
788,,,,abdominal,trbušni
789,,,,rear,DUPLICATE_pozadina
790,,,,dorsum,dorzum
791,,,,posterior,stražnji
792,,,,venter,DUPLICATE_trbuh
793,,,,small,malen
794,,,,abdomen,abdomen
795,,,,umbilicus,DUPLICATE_pupak
796,,,,armpit,pazušna_jama
797,,,,waistline,DUPLICATE_struk
798,,,,sternum,sternum
799,,,,scapula,lopatica
800,,,,glute,DUPLICATE_gluteus
801,,,,manubrium,manubrij
802,,,,fanny,DUPLICATE_dupe
803,,,,side,strana
804,,,,midsection,srednji_dio_tijela
805,,,,pecs,grudi
806,,,,hip,kuk
807,,,,buttock,DUPLICATE_guz
808,,,,intestine,DUPLICATE_crijevo
809,,,,breast,dojka
810,,,,can,DUPLICATE_stražnjica
811,,,,tail,rep
812,,,,hindquarters,zadak
813,,,,xiphoid_process,ksifoidni_nastavak
814,,,,thoracic_vertebra,prsna_kralježnica
815,,,,abdominal_wall,trbušni_zid
816,,,,musculus_deltoideus,DUPLICATE_deltoidni_mišić
817,,,,abdominal_cavity,trbušna_šupljina
818,,,,arteria_circumflexa_scapulae,okoštana_arterija_lopatice
819,,,,arteria_glutes,arterija_gluteusa
820,,,,arteria_axillaris,pazušna_arterija
821,,,,axillary_fossa,DUPLICATE_pazušna_jama
822,,,,arteria_colica,kolonska_arterija
823,,,,articulatio_humeri,zglob_ramena
824,,,,shoulder_joint,rameni_zglob
825,,,,gall_bladder,žučna_kesa
826,,,,spare_tire,DUPLICATE_NO_TRANSLATION
827,,,,arteria_circumflexa_humeri,okoštana_arterija_nadlaktice
828,,,,serratus_muscles,seratusni_mišići
829,,,,axillary_artery,pomoćna_arterija
830,,,,gluteus_muscle,mišić_gluteus
831,,,,love_handle,DUPLICATE_NO_TRANSLATION
832,,,,latissimus_dorsi,široki_leđni_mišić
833,,,,pectoral_muscle,DUPLICATE_prsni_mišić
834,,,,tooshie,DUPLICATE_guza
835,,,,abdominal_muscle,abdominalni_mišić
836,,,,circumflex_humeral_artery,DUPLICATE_okoštana_arterija_nadlaktice
837,,,,abdominal_aorta,abdominalna_aorta
838,,,,vena_thoracica,prsna_vena
839,,,,musculus_pectoralis,DUPLICATE_prsni_mišić
840,,,,hypochondrium,hipohond
841,,,,area_of_cardiac_dullness,DUPLICATE_NO_TRANSLATION
842,,,,glenoid_cavity,ramena_čašica
843,,,,rib_cage,DUPLICATE_prsa
844,,,,thoracic_aorta,prsna_aorta
845,,,,omphalus,DUPLICATE_pupak
846,,,,circumflex_scapular_artery,okoštana_lopatična_arterija
847,,,,acromial_process,akromijalni_proces
848,,,,shoulder_bone,ramena_kost
849,,,,tail_end,DUPLICATE_stražnji_kraj
