,ID,Relation,Source,Target,HR
84,L01_7,hypernyms - animals,buffalo,,bivol
85,,,,bovid,šupljorožac
86,,,,mammal,sisavac
87,,,,bison,bizon
88,,,,cow,krava
89,,,,vertebrate,kralježnjak
90,,,,creature,stvor
91,,,,ungulate,kopitar
92,,,,beast,zvijer
93,,,,being,biće
94,,,,animal,životinja
95,,,,organism,organizam
96,,,,fauna,fauna
97,,,,placental,plodvaš
98,,,,artiodactyl,parnoprstaš
99,,,,ruminant,preživač
100,,,,chordate,svitkovac
101,,,,eutherian,viši_sisavac
102,,,,mammalian,DUPLICATE_sisavac
103,,,,bovine,govedo
104,,,,animate_being,živo_biće
105,,,,eutherian_mammal,DUPLICATE_viši_sisavac
106,,,,placental_mammal,placentalni_sisavac
107,,,,craniate,lubanjac
108,,,,physical_hoofed_mammal,papkar
109,,,,physical_entity,fizički_entitet
110,,,,even-toed_ungulate,DUPLICATE_parnoprstaš
111,,,,artiodactyl_mammal,DUPLICATE_parnoprstaš
112,,,,living_thing,živa_stvar
113,,,,,dvopapkar
114,L01_8,hypernyms - animals,butterfly,,leptir
115,,,,insect,insekt
116,,,,creature,stvor
117,,,,beast,zvijer
118,,,,lepidopteran,DUPLICATE_leptir
119,,,,animal,životinja
120,,,,organism,organizam
121,,,,fauna,fauna
122,,,,arthropod,člankonožac
123,,,,lepidopterous_insect,DUPLICATE_leptir
124,,,,lepidopteron,DUPLICATE_leptir
125,,,,animate_being,živo_biće
126,,,,living_thing,živa_stvar
128,L01_9,hypernyms - animals,cat,,mačka
129,,,,feline,mala_mačka
130,,,,beast,zvijer
131,,,,animal,životinja
132,,,,organism,organizam
133,,,,fauna,fauna
134,,,,placental,plodvaš
135,,,,carnivore,mesojed
136,,,,chordate,svitkovac
137,,,,felid,DUPLICATE_mačka
138,,,,eutherian,viši_sisavac
139,,,,mammal,sisavac
140,,,,mammalian,DUPLICATE_sisavac
141,,,,eutherian_mammal,DUPLICATE_viši_sisavac
142,,,,animate_being,živo_biće
143,,,,placental_mammal,placentalni_sisavac
144,,,,craniate,lubanjac
146,L01_10,hypernyms - animals,chicken,,kokoš
147,,,,fowl,perad
148,,,,bird,ptica
149,,,,vertebrate,kralježnjak
150,,,,poultry,DUPLICATE_perad
151,,,,creature,stvor
152,,,,beast,zvijer
153,,,,being,biće
154,,,,animal,životinja
155,,,,organism,organizam
156,,,,fauna,fauna
157,,,,chordate,svitkovac
158,,,,domestic_fowl,domaća_perad
159,,,,animate_being,živo_biće
160,,,,gallinaceous_bird,kokoška
161,,,,craniate,lubanjac
162,,,,gallinacean,DUPLICATE_kokoška
163,,,,living_thing,živa_stvar
166,L01_11,hypernyms - animals,chimpanzee,,čimpanza
167,,,,primate,primat
168,,,,vertebrate,kralježnjak
169,,,,creature,stvor
170,,,,beast,zvijer
171,,,,being,biće
172,,,,animal,životinja
173,,,,organism,organizam
174,,,,fauna,fauna
175,,,,placental,plodvaš
176,,,,hominid,hominid
177,,,,chordate,svitkovac
178,,,,eutherian,viši_sisavac
179,,,,mammal,sisavac
180,,,,ape,čovjekoliki_majmun
181,,,,mammalian,DUPLICATE_sisavac
182,,,,animate_being,živo_biće
183,,,,eutherian_mammal,DUPLICATE_viši_sisavac
184,,,,placental_mammal,placentalni_sisavac
185,,,,craniate,lubanjac
187,,,,living_thing,živa_stvar
189,L01_12,hypernyms - animals,chinchilla,,činčila
190,,,,rodent,glodavac
191,,,,vertebrate,kralježnjak
192,,,,creature,stvor
193,,,,beast,zvijer
194,,,,animal,životinja
195,,,,organism,organizam
196,,,,fauna,fauna
197,,,,placental,plodvaš
198,,,,chordate,svitkovac
199,,,,eutherian,viši_sisavac
200,,,,mammal,sisavac
201,,,,mammalian,DUPLICATE_sisavac
202,,,,eutherian_mammal,DUPLICATE_viši_sisavac
203,,,,gnawer,DUPLICATE_glodavac
204,,,,animate_being,živo_biće
205,,,,living_thing,živa_stvar
206,,,,placental_mammal,placentalni_sisavac
207,,,,craniate,lubanjac
209,L01_13,hypernyms - animals,cobra,,kobra
210,,,,snake,zmija
211,,,,reptile,gmaz
212,,,,elapid,guja
213,,,,elapid_snake,DUPLICATE_guja
214,,,,serpent,DUPLICATE_zmija
215,,,,ophidian,DUPLICATE_zmija
217,L01_14,hypernyms - animals,cockroach,,žohar
218,,,,insect,insekt
219,,,,invertebrate,beskralježnjak
220,,,,creature,stvor
221,,,,beast,zvijer
222,,,,dictyopterous_insect,NO_TRANSLATION
223,,,,being,biće
224,,,,animal,životinja
225,,,,organism,organizam
226,,,,fauna,fauna
227,,,,arthropod,člankonožac
228,,,,animate_being,živo_biće
229,,,,physical_entity,fizički_entitet
230,,,,living_thing,živa_stvar
233,L01_15,hypernyms - animals,cow,,krava
234,,,,bovid,šupljorožac
235,,,,mammal,sisavac
236,,,,cattle,stoka
237,,,,vertebrate,kralježnjak
238,,,,creature,stvor
239,,,,ungulate,kopitar
240,,,,beast,zvijer
241,,,,being,biće
242,,,,animal,životinja
243,,,,organism,organizam
244,,,,fauna,fauna
245,,,,placental,plodvaš
246,,,,artiodactyl,parnoprstaš
247,,,,ruminant,preživač
248,,,,chordate,svitkovac
249,,,,eutherian,viši_sisavac
250,,,,mammalian,DUPLICATE_sisavac
251,,,,animate_being,živo_biće
252,,,,eutherian_mammal,DUPLICATE_viši_sisavac
253,,,,placental_mammal,placentalni_sisavac
254,,,,craniate,lubanjac
255,,,,physical_hoofed_mammal,papkar
256,,,,physical_entity,fizički_entitet
257,,,,even-toed_ungulate,DUPLICATE_parnoprstaš
258,,,,artiodactyl_mammal,DUPLICATE_parnoprstaš
259,,,,living_thing,živa_stvar
261,L01_16,hypernyms - animals,coyote,,kojot
262,,,,canine,pravi_pas
263,,,,vertebrate,kralježnjak
264,,,,creature,stvor
265,,,,beast,zvijer
266,,,,canid,pas
267,,,,being,biće
268,,,,animal,životinja
269,,,,organism,organizam
270,,,,fauna,fauna
271,,,,placental,plodvaš
272,,,,carnivore,mesojed
273,,,,chordate,svitkovac
274,,,,eutherian,viši_sisavac
275,,,,mammal,sisavac
276,,,,mammalian,DUPLICATE_sisavac
277,,,,animate_being,živo_biće
278,,,,eutherian_mammal,DUPLICATE_viši_sisavac
279,,,,locomote,NO_TRANSLATION
280,,,,placental_mammal,placentalni_sisavac
281,,,,craniate,lubanjac
282,,,,domesticated_animal,pripitomljena_životinja
283,,,,physical_entity,fizički_entitet
284,,,,domestic_animal,domaća_životinja
285,,,,living_thing,živa_stvar
287,L01_17,hypernyms - animals,deer,,jelen
288,,,,bovid,šupljorožac
289,,,,mammal,sisavac
290,,,,vertebrate,kralježnjak
291,,,,creature,stvor
292,,,,ungulate,kopitar
293,,,,beast,zvijer
294,,,,being,biće
295,,,,animal,životinja
296,,,,organism,organizam
297,,,,fauna,fauna
298,,,,placental,plodvaš
299,,,,artiodactyl,parnoprstaš
300,,,,ruminant,preživač
301,,,,chordate,svitkovac
302,,,,eutherian,viši_sisavac
303,,,,mammalian,DUPLICATE_sisavac
304,,,,bovine,govedo
305,,,,animate_being,živo_biće
306,,,,eutherian_mammal,DUPLICATE_viši_sisavac
307,,,,placental_mammal,placentalni_sisavac
308,,,,craniate,lubanjac
309,,,,physical_hoofed_mammal,papkar
310,,,,physical_entity,fizički_entitet
311,,,,even-toed_ungulate,DUPLICATE_parnoprstaš
312,,,,artiodactyl_mammal,DUPLICATE_parnoprstaš
313,,,,living_thing,živa_stvar
316,L01_18,hypernyms - animals,dog,,pas
317,,,,canine,pravi_pas
318,,,,vertebrate,kralježnjak
319,,,,creature,stvor
320,,,,beast,zvijer
321,,,,canid,DUPLICATE_pas
322,,,,being,biće
323,,,,animal,životinja
324,,,,organism,organizam
325,,,,fauna,fauna
326,,,,placental,plodvaš
327,,,,carnivore,mesojed
328,,,,chordate,svitkovac
329,,,,eutherian,viši_sisavac
330,,,,mammal,sisavac
331,,,,mammalian,DUPLICATE_sisavac
332,,,,animate_being,živo_biće
333,,,,eutherian_mammal,DUPLICATE_viši_sisavac
334,,,,locomote,NO_TRANSLATION
335,,,,placental_mammal,placentalni_sisavac
336,,,,craniate,lubanjac
337,,,,domesticated_animal,pripitomljena_životinja
338,,,,physical_entity,fizički_entitet
339,,,,domestic_animal,domaća_životinja
340,,,,living_thing,živa_stvar
342,L01_19,hypernyms - animals,duck,,patka
343,,,,fowl,perad
344,,,,bird,ptica
345,,,,vertebrate,kralježnjak
346,,,,poultry,DUPLICATE_perad
347,,,,creature,stvor
348,,,,beast,zvijer
349,,,,being,biće
350,,,,animal,životinja
351,,,,organism,organizam
352,,,,fauna,fauna
353,,,,chordate,svitkovac
354,,,,domestic_fowl,domaća_perad
355,,,,waterfowl,vodena_perad
356,,,,water_fowl,DUPLICATE_vodena_perad
357,,,,animate_being,živo_biće
358,,,,anseriform_bird,patkarica
359,,,,craniate,lubanjac
360,,,,living_thing,živa_stvar
361,,,,,guščarica
362,L01_20,hypernyms - animals,eagle,,orao
363,,,,raptor,grabljivica
364,,,,bird,ptica
365,,,,vertebrate,kralježnjak
366,,,,creature,stvor
367,,,,beast,zvijer
368,,,,being,biće
369,,,,animal,životinja
370,,,,organism,organizam
371,,,,fauna,fauna
372,,,,chordate,svitkovac
373,,,,animate_being,živo_biće
374,,,,craniate,lubanjac
375,,,,iving_thing,DUPLICATE_živo_biće
376,,,,raptorial_bird,DUPLICATE_ptica_grabljivica
377,,,,bird_of_prey,ptica_grabljivica
379,,,,,predator
380,L01_21,hypernyms - animals,falcon,,sokol
381,,,,raptor,grabljivica
382,,,,bird,ptica
383,,,,vertebrate,kralježnjak
384,,,,creature,stvor
385,,,,beast,zvijer
386,,,,being,biće
387,,,,animal,životinja
388,,,,organism,organizam
389,,,,fauna,fauna
390,,,,chordate,svitkovac
391,,,,animate_being,živo_biće
392,,,,craniate,lubanjac
393,,,,living_thing,živa_stvar
394,,,,raptorial_bird,DUPLICATE_ptica_grabljivica
395,,,,bird_of_prey,ptica_grabljivica
396,,,,,predator
397,L01_22,hypernyms - animals,fox,,lisica
398,,,,canine,pravi_pas
399,,,,vertebrate,kralježnjak
400,,,,creature,stvor
401,,,,beast,zvijer
402,,,,canid,pas
403,,,,being,biće
404,,,,animal,životinja
405,,,,organism,organizam
406,,,,fauna,fauna
407,,,,placental,plodvaš
408,,,,carnivore,mesojed
409,,,,chordate,svitkovac
410,,,,eutherian,viši_sisavac
411,,,,mammal,sisavac
412,,,,mammalian,DUPLICATE_sisavac
413,,,,animate_being,živo_biće
414,,,,eutherian_mammal,DUPLICATE_viši_sisavac
415,,,,locomote,NO_TRANSLATION
416,,,,placental_mammal,placentalni_sisavac
417,,,,craniate,lubanjac
418,,,,domesticated_animal,pripitomljena_životinja
419,,,,physical_entity,fizički_entitet
420,,,,domestic_animal,domaća_životinja
421,,,,living_thing,živa_stvar
423,L01_23,hypernyms - animals,gibbon,,gibon
424,,,,primate,primat
425,,,,vertebrate,kralježnjak
426,,,,creature,stvor
427,,,,beast,zvijer
428,,,,being,biće
429,,,,animal,životinja
430,,,,organism,organizam
431,,,,fauna,fauna
432,,,,placental,plodvaš
433,,,,chordate,svitkovac
434,,,,eutherian,viši_sisavac
435,,,,mammal,sisavac
436,,,,ape,čovjekoliki_majmun
437,,,,mammalian,DUPLICATE_sisavac
438,,,,animate_being,živo_biće
439,,,,eutherian_mammal,DUPLICATE_viši_sisavac
440,,,,placental_mammal,placentalni_sisavac
441,,,,craniate,lubanjac
443,,,,living_thing,živa_stvar
446,L01_24,hypernyms - animals,goat,,koza
447,,,,bovid,šupljorožac
448,,,,mammal,sisavac
449,,,,vertebrate,kralježnjak
450,,,,ungulate,kopitar
451,,,,beast,zvijer
452,,,,being,biće
453,,,,animal,životinja
454,,,,organism,organizam
455,,,,fauna,fauna
456,,,,placental,plodvaš
457,,,,artiodactyl,parnoprstaš
458,,,,chordate,svitkovac
459,,,,eutherian,viši_sisavac
460,,,,mammalian,DUPLICATE_sisavac
461,,,,animate_being,živo_biće
462,,,,eutherian_mammal,DUPLICATE_viši_sisavac
463,,,,placental_mammal,placentalni_sisavac
464,,,,craniate,lubanjac
465,,,,hoofed_mammal,papkar
466,,,,even-toed_ungulate,DUPLICATE_parnoprstaš
467,,,,artiodactyl_mammal,DUPLICATE_parnoprstaš
468,,,,living_thing,živa_stvar
470,L01_25,hypernyms - animals,goose,,guska
471,,,,fowl,perad
472,,,,bird,ptica
473,,,,vertebrate,kralježnjak
474,,,,poultry,DUPLICATE_perad
475,,,,creature,stvor
476,,,,beast,zvijer
477,,,,being,biće
478,,,,animal,životinja
479,,,,organism,organizam
480,,,,fauna,fauna
481,,,,chordate,svitkovac
482,,,,domestic_fowl,domaća_perad
483,,,,waterfowl,vodena_perad
484,,,,water_fowl,DUPLICATE_vodena_perad
485,,,,animate_being,živo_biće
486,,,,anseriform_bird,patkarica
487,,,,craniate,lubanjac
488,,,,living_thing,živa_stvar
489,,,,,guščarica
490,L01_26,hypernyms - animals,gorilla,,gorila
491,,,,primate,primat
492,,,,vertebrate,kralježnjak
493,,,,creature,stvor
494,,,,beast,zvijer
495,,,,being,biće
496,,,,animal,životinja
497,,,,organism,organizam
498,,,,fauna,fauna
499,,,,placental,plodvaš
500,,,,hominid,hominid
501,,,,chordate,svitkovac
502,,,,eutherian,viši_sisavac
503,,,,mammal,sisavac
504,,,,ape,čovjekoliki_majmun
505,,,,mammalian,DUPLICATE_sisavac
506,,,,animate_being,živo_biće
507,,,,eutherian_mammal,DUPLICATE_viši_sisavac
508,,,,placental_mammal,placentalni_sisavac
509,,,,craniate,lubanjac
511,,,,living_thing,živa_stvar
513,L01_27,hypernyms - animals,hawk,,jastreb
514,,,,raptor,grabljivica
515,,,,bird,ptica
516,,,,vertebrate,kralježnjak
517,,,,creature,stvor
518,,,,beast,zvijer
519,,,,being,biće
520,,,,animal,životinja
521,,,,organism,organizam
522,,,,fauna,fauna
523,,,,chordate,svitkovac
524,,,,animate_being,živo_biće
525,,,,craniate,lubanjac
526,,,,living_thing,živa_stvar
527,,,,raptorial_bird,DUPLICATE_ptica_grabljivica
528,,,,bird_of_prey,ptica_grabljivica
529,,,,,predator
530,L01_28,hypernyms - animals,human,,čovjek_
531,,,,primate,primat
532,,,,vertebrate,kralježnjak
533,,,,creature,stvor
534,,,,beast,zvijer
535,,,,being,biće
536,,,,animal,životinja
537,,,,organism,organizam
538,,,,fauna,fauna
539,,,,placental,plodvaš
540,,,,hominid,hominid
541,,,,chordate,svitkovac
542,,,,eutherian,viši_sisavac
543,,,,mammal,sisavac
544,,,,ape,čovjekoliki_majmun
545,,,,mammalian,DUPLICATE_sisavac
546,,,,animate_being,živo_biće
547,,,,eutherian_mammal,DUPLICATE_viši_sisavac
548,,,,placental_mammal,placentalni_sisavac
549,,,,craniate,lubanjac
551,,,,living_thing,živa_stvar
553,L01_29,hypernyms - animals,jackal,,čagalj_
554,,,,canine,pravi_pas
555,,,,vertebrate,kralježnjak
556,,,,creature,stvor
557,,,,beast,zvijer
558,,,,canid,pas
559,,,,being,biće
560,,,,animal,životinja
561,,,,organism,organizam
562,,,,fauna,fauna
563,,,,placental,plodvaš
564,,,,carnivore,mesojed
565,,,,chordate,svitkovac
566,,,,eutherian,viši_sisavac
567,,,,mammal,sisavac
568,,,,mammalian,DUPLICATE_sisavac
569,,,,animate_being,živo_biće
570,,,,eutherian_mammal,DUPLICATE_viši_sisavac
571,,,,locomote,NO_TRANSLATION
572,,,,placental_mammal,placentalni_sisavac
573,,,,craniate,lubanjac
574,,,,domesticated_animal,pripitomljena_životinja
575,,,,physical_entity,fizički_entitet
576,,,,domestic_animal,domaća_životinja
577,,,,living_thing,živa_stvar
578,,,,,šakal
579,L01_30,hypernyms - animals,jaguar,,jaguar
580,,,,feline,mala_mačka
581,,,,cat,mačka
582,,,,beast,zvijer
583,,,,animal,životinja
584,,,,organism,organizam
585,,,,fauna,fauna
586,,,,placental,plodvaš
587,,,,carnivore,mesojed
588,,,,chordate,svitkovac
589,,,,felid,DUPLICATE_mačka
590,,,,eutherian,viši_sisavac
591,,,,mammal,sisavac
592,,,,mammalian,DUPLICATE_sisavac
593,,,,eutherian_mammal,DUPLICATE_viši_sisavac
594,,,,animate_being,živo_biće
595,,,,placental_mammal,placentalni_sisavac
596,,,,craniate,lubanjac
597,,,,big_cat,velika_mačka
599,L01_31,hypernyms - animals,leopard,,leopard
600,,,,feline,mala_mačka
601,,,,cat,mačka
602,,,,beast,zvijer
603,,,,animal,životinja
604,,,,organism,organizam
605,,,,fauna,fauna
606,,,,placental,plodvaš
607,,,,carnivore,mesojed
608,,,,causal_agent,uzročni_agens
609,,,,chordate,svitkovac
610,,,,felid,DUPLICATE_mačka
611,,,,eutherian,viši_sisavac
612,,,,mammal,sisavac
613,,,,mammalian,DUPLICATE_sisavac
614,,,,eutherian_mammal,DUPLICATE_viši_sisavac
615,,,,animate_being,živo_biće
616,,,,placental_mammal,placentalni_sisavac
617,,,,craniate,lubanjac
618,,,,big_cat,velika_mačka
620,L01_32,hypernyms - animals,lion,,lav
621,,,,feline,mala_mačka
622,,,,cat,mačka
623,,,,beast,zvijer
624,,,,animal,životinja
625,,,,organism,organizam
626,,,,fauna,fauna
627,,,,placental,plodvaš
628,,,,carnivore,mesojed
629,,,,chordate,svitkovac
630,,,,felid,DUPLICATE_mačka
631,,,,eutherian,viši_sisavac
632,,,,mammal,sisavac
633,,,,mammalian,DUPLICATE_sisavac
634,,,,eutherian_mammal,DUPLICATE_viši_sisavac
635,,,,animate_being,živo_biće
636,,,,placental_mammal,placentalni_sisavac
637,,,,craniate,lubanjac
638,,,,big_cat,velika_mačka
640,L01_33,hypernyms - animals,mamba,,mamba
641,,,,snake,zmija
642,,,,reptile,gmaz
643,,,,elapid,guja
644,,,,elapid_snake,DUPLICATE_guja
645,,,,serpent,DUPLICATE_zmija
646,,,,ophidian,DUPLICATE_zmija
648,L01_34,hypernyms - animals,mouse,,miš
649,,,,rodent,glodavac
650,,,,vertebrate,kralježnjak
651,,,,creature,stvor
652,,,,beast,zvijer
653,,,,animal,životinja
654,,,,organism,organizam
655,,,,fauna,fauna
656,,,,placental,plodvaš
657,,,,chordate,svitkovac
658,,,,eutherian,viši_sisavac
659,,,,mammal,sisavac
660,,,,mammalian,DUPLICATE_sisavac
661,,,,eutherian_mammal,DUPLICATE_viši_sisavac
662,,,,gnawer,DUPLICATE_glodavac
663,,,,animate_being,živo_biće
664,,,,living_thing,živa_stvar
665,,,,placental_mammal,placentalni_sisavac
666,,,,craniate,lubanjac
669,L01_35,hypernyms - animals,orangutan,,orangutan
670,,,,primate,primat
671,,,,vertebrate,kralježnjak
672,,,,creature,stvor
673,,,,beast,zvijer
674,,,,being,biće
675,,,,animal,životinja
676,,,,organism,organizam
677,,,,fauna,fauna
678,,,,placental,plodvaš
679,,,,hominid,hominid
680,,,,chordate,svitkovac
681,,,,eutherian,viši_sisavac
682,,,,mammal,sisavac
683,,,,ape,čovjekoliki_majmun
684,,,,mammalian,DUPLICATE_sisavac
685,,,,animate_being,živo_biće
686,,,,eutherian_mammal,DUPLICATE_viši_sisavac
687,,,,placental_mammal,placentalni_sisavac
688,,,,craniate,lubanjac
690,,,,living_thing,živa_stvar
692,L01_36,hypernyms - animals,owl,,sova
693,,,,raptor,grabljivica
694,,,,bird,ptica
695,,,,vertebrate,kralježnjak
696,,,,creature,stvor
697,,,,beast,zvijer
698,,,,being,biće
699,,,,animal,životinja
700,,,,organism,organizam
701,,,,fauna,fauna
702,,,,chordate,svitkovac
703,,,,animate_being,živo_biće
704,,,,craniate,lubanjac
705,,,,living_thing,živa_stvar
706,,,,raptorial_bird,DUPLICATE_ptica_grabljivica
707,,,,bird_of_prey,ptica_grabljivica
708,,,,,predator
709,L01_37,hypernyms - animals,pony,,poni
710,,,,bovid,šupljorožac
711,,,,mammal,sisavac
712,,,,horse,konj
713,,,,vertebrate,kralježnjak
714,,,,creature,stvor
715,,,,beast,zvijer
716,,,,animal,životinja
717,,,,organism,organizam
718,,,,fauna,fauna
719,,,,placental,plodvaš
720,,,,eutherian,viši_sisavac
721,,,,equine,DUPLICATE_konj
722,,,,mammalian,DUPLICATE_sisavac
723,,,,equid,DUPLICATE_konj
724,,,,living_thing,živa_stvar
725,,,,odd-toed_ungulate,neparnoprstaš
726,,,,animate_being,živo_biće
727,,,,eutherian_mammal,DUPLICATE_viši_sisavac
728,,,,perissodactyl,lihoprstaš
729,,,,placental_mammal,placentalni_sisavac
730,,,,craniate,lubanjac
731,,,,hoofed_mammal,papkar
732,,,,physical_entity,fizički_entitet
733,,,,perissodactyl_mammal,lihoprsti_papkar
734,,,,equus_caballus,domaći_konj
736,L01_38,hypernyms - animals,porcupine,,dikobraz
737,,,,rodent,glodavac
738,,,,vertebrate,kralježnjak
739,,,,creature,stvor
740,,,,beast,zvijer
741,,,,animal,životinja
742,,,,organism,organizam
743,,,,fauna,fauna
744,,,,placental,plodvaš
745,,,,chordate,svitkovac
746,,,,eutherian,viši_sisavac
747,,,,mammal,sisavac
748,,,,mammalian,DUPLICATE_sisavac
749,,,,eutherian_mammal,DUPLICATE_viši_sisavac
750,,,,gnawer,DUPLICATE_glodavac
751,,,,animate_being,živo_biće
752,,,,living_thing,živa_stvar
753,,,,placental_mammal,placentalni_sisavac
754,,,,craniate,lubanjac
756,L01_39,hypernyms - animals,quail,,kokoška
757,,,,fowl,perad
758,,,,bird,ptica
759,,,,vertebrate,kralježnjak
760,,,,poultry,DUPLICATE_perad
761,,,,creature,stvor
762,,,,beast,zvijer
763,,,,being,biće
764,,,,animal,životinja
765,,,,organism,organizam
766,,,,fauna,fauna
767,,,,chordate,svitkovac
768,,,,wild_fowl,divlja_perad
769,,,,wildfowl,DUPLICATE_divlja_perad
770,,,,animate_being,živo_biće
771,,,,gallinaceous_bird,DUPLICATE_kokoška
772,,,,craniate,lubanjac
773,,,,gallinacean,kokoška
774,,,,living_thing,živa_stvar
776,L01_40,hypernyms - animals,rattlesnake,,čegrtuša
777,,,,snake,zmija
778,,,,reptile,gmaz
779,,,,pit_viper,jamičarka
780,,,,serpent,DUPLICATE_zmija
781,,,,ophidian,DUPLICATE_zmija
783,L01_41,hypernyms - animals,squirrel,,vjeverica
784,,,,rodent,glodavac
785,,,,vertebrate,kralježnjak
786,,,,creature,stvor
787,,,,beast,zvijer
788,,,,animal,životinja
789,,,,organism,organizam
790,,,,fauna,fauna
791,,,,placental,plodvaš
792,,,,chordate,svitkovac
793,,,,eutherian,viši_sisavac
794,,,,mammal,sisavac
795,,,,mammalian,DUPLICATE_sisavac
796,,,,eutherian_mammal,DUPLICATE_viši_sisavac
797,,,,gnawer,DUPLICATE_glodavac
798,,,,animate_being,živo_biće
799,,,,living_thing,živa_stvar
800,,,,placental_mammal,placentalni_sisavac
801,,,,craniate,lubanjac
803,L01_42,hypernyms - animals,stegosaurus,,stegosaur
804,,,,dinosaur,dinosaur
805,,,,reptile,gmaz
806,,,,armored_dinosaur,oklopni_dinosaur
807,,,,archosaur,arhosaur
808,,,,archosaurian,DUPLICATE_arhosaur
809,,,,archosaurian_reptile,arhosaurski_gmaz
810,,,,,arhosaurski_reptil
811,L01_43,hypernyms - animals,tiger,,tigar
812,,,,feline,mala_mačka
813,,,,cat,mačka
814,,,,beast,zvijer
815,,,,animal,životinja
816,,,,organism,organizam
817,,,,fauna,fauna
818,,,,placental,plodvaš
819,,,,carnivore,mesojed
820,,,,chordate,svitkovac
821,,,,felid,DUPLICATE_mačka
822,,,,eutherian,viši_sisavac
823,,,,mammal,sisavac
824,,,,mammalian,DUPLICATE_sisavac
825,,,,eutherian_mammal,DUPLICATE_viši_sisavac
826,,,,animate_being,živo_biće
827,,,,placental_mammal,placentalni_sisavac
828,,,,craniate,lubanjac
829,,,,big_cat,velika_mačka
832,L01_44,hypernyms - animals,triceratops,,triceratops
833,,,,dinosaur,dinosaur
834,,,,reptile,gmaz
835,,,,ceratopsian,ceratops
836,,,,horned_dinosaur,rogati_dinosaur
837,,,,archosaur,arhosaur
838,,,,archosaurian,DUPLICATE_arhosaur
839,,,,archosaurian_reptile,arhosaurski_gmaz
841,L01_45,hypernyms - animals,turkey,,purica
842,,,,fowl,perad
843,,,,bird,ptica
844,,,,vertebrate,kralježnjak
845,,,,poultry,DUPLICATE_perad
846,,,,creature,stvor
847,,,,beast,zvijer
848,,,,being,biće
849,,,,animal,životinja
850,,,,organism,organizam
851,,,,fauna,fauna
852,,,,chordate,svitkovac
853,,,,domestic_fowl,domaća_perad
854,,,,animate_being,živo_biće
855,,,,gallinaceous_bird,kokoška
856,,,,craniate,lubanjac
857,,,,gallinacean,DUPLICATE_kokoška
858,,,,living_thing,živa_stvar
860,L01_46,hypernyms - animals,tyrannosaurus,,tiranosaur
861,,,,dinosaur,dinosaur
862,,,,reptile,gmaz
863,,,,theropod,teropod
864,,,,theropod_dinosaur,dinosaur_teropod
865,,,,bird-footed_dinosaur,ptičji_dinosaur
866,,,,archosaur,arhosaur
867,,,,archosaurian,DUPLICATE_arhosaur
868,,,,archosaurian_reptile,arhosaurski_gmaz
