,ID,Relation,Source,Target,HR
353,,,,haggard,oronuo
354,,,,pinched,stisnut
355,,,,skeletal,DUPLICATE_suhonjav
356,,,,wasted,istrošen
357,,,,deep-eyed,DUPLICATE_upalih_očiju
358,,,,hollow-eyed,DUPLICATE_upalih_očiju
359,,,,sunken-eyed,upalih_očiju
360,,,,gangling,NO_TRANSLATION
361,,,,gangly,DUPLICATE_tanak
362,,,,lanky,DUPLICATE_tanak
363,,,,lank,DUPLICATE_tanak
364,,,,spindly,štrkljast
365,,,,rawboned,DUPLICATE_košćat
366,,,,reedy,DUPLICATE_NO_TRANSLATION
367,,,,reedlike,DUPLICATE_NO_TRANSLATION
368,,,,twiggy,DUPLICATE_NO_TRANSLATION
369,,,,twiglike,DUPLICATE_NO_TRANSLATION
370,,,,scarecrowish,DUPLICATE_NO_TRANSLATION
371,,,,scraggy,DUPLICATE_NO_TRANSLATION
372,,,,boney,DUPLICATE_košćat
373,,,,scrawny,DUPLICATE_mršav
374,,,,skinny,DUPLICATE_mršav
375,,,,underweight,pothranjen
376,,,,weedy,DUPLICATE_NO_TRANSLATION
377,,,,shriveled,osušen
378,,,,shrivelled,DUPLICATE_osušen
379,,,,shrunken,smanjen
380,,,,withered,ishlapio
381,,,,wizen,isušen
382,,,,wizened,smežuran
383,,,,slender,vitak
384,,,,slight,slab
385,,,,slim,DUPLICATE_mršav
386,,,,svelte,graciozan
387,,,,slender-waisted,vitka_struka
388,,,,slim-waisted,DUPLICATE_vitka_struka
389,,,,wasp-waisted,DUPLICATE_NO_TRANSLATION
390,,,,spare,DUPLICATE_NO_TRANSLATION
391,,,,trim,DUPLICATE_NO_TRANSLATION
392,,,,spindle-legged,DUPLICATE_NO_TRANSLATION
393,,,,spindle-shanked,DUPLICATE_NO_TRANSLATION
394,,,,stringy,DUPLICATE_NO_TRANSLATION
395,,,,wiry,vižljast
396,,,,wisplike,DUPLICATE_NO_TRANSLATION
397,,,,wispy,DUPLICATE_NO_TRANSLATION
399,L09_22,antonyms - gradable,full,,pun
400,,,,empty,prazan
401,,,,bare,gol
402,,,,stripped,ogoljen
403,,,,blank,DUPLICATE_prazan
404,,,,clean,čist
405,,,,white,bijel
406,,,,empty-handed,praznih_ruku
407,,,,glassy,staklen
408,,,,glazed,staklast
409,,,,lifeless,beživotan
410,,,,looted,pokraden
411,,,,pillaged,opljačkan
412,,,,plundered,DUPLICATE_pokraden
413,,,,ransacked,DUPLICATE_opljačkan
414,,,,vacant,ispražnjen
415,,,,vacuous,DUPLICATE_prazan
416,,,,void,ništavan
418,L09_23,antonyms - gradable,gaseous,,plinovit
419,,,,solid,krut
420,,,,hard,tvrd
421,,,,coagulated,koaguliran
422,,,,solidified,stvrdnut
423,,,,concrete,konkretan
424,,,,congealed,zgusnut
425,,,,jelled,DUPLICATE_zgusnut
426,,,,jellied,DUPLICATE_zgusnut
427,,,,dry,suh
428,,,,semisolid,polučvrst
429,,,,solid-state,čvrstog_stanja
430,,,,,čvrst
431,L09_24,antonyms - gradable,generous,,velikodušan
432,,,,stingy,škrt
433,,,,beggarly,jadan
434,,,,mean,DUPLICATE_škrt
435,,,,cheap,DUPLICATE_škrt
436,,,,chinchy,NO_TRANSLATION
437,,,,chintzy,DUPLICATE_NO_TRANSLATION
438,,,,cheeseparing,DUPLICATE_NO_TRANSLATION
439,,,,close,DUPLICATE_NO_TRANSLATION
440,,,,near,DUPLICATE_NO_TRANSLATION
441,,,,penny-pinching,DUPLICATE_NO_TRANSLATION
442,,,,skinny,DUPLICATE_škrt
443,,,,closefisted,DUPLICATE_NO_TRANSLATION
444,,,,hardfisted,DUPLICATE_NO_TRANSLATION
445,,,,tightfisted,DUPLICATE_NO_TRANSLATION
446,,,,grudging,DUPLICATE_NO_TRANSLATION
447,,,,niggardly,DUPLICATE_NO_TRANSLATION
448,,,,scrimy,DUPLICATE_škrt
449,,,,mingy,DUPLICATE_škrt
450,,,,miserly,DUPLICATE_škrt
451,,,,tight,uskogrudan
452,,,,parsimonious,štedljiv
453,,,,penurious,tvrd
454,,,,selfish,sebičan
455,,,,uncharitable,bezobziran
456,,,,ungenerous,nevelikodušan
457,,,,meanspirited,zloban
459,L09_25,antonyms - gradable,happy,,sretan
460,,,,sad,tužan
461,,,,bittersweet,gorkosladak
462,,,,doleful,nujan
463,,,,mournful,žalostan
464,,,,heavyhearted,teška_srca
465,,,,melancholy,melankoličan
466,,,,melancholic,DUPLICATE_melankoličan
467,,,,pensive,zamišljen
468,,,,wistful,sjetan
469,,,,tragic,tragičan
470,,,,tragical,DUPLICATE_tragičan
471,,,,tragicomic,tragikomičan
472,,,,tragicomical,DUPLICATE_tragikomičan
473,,,,deplorable,jadan
474,,,,distressing,DUPLICATE_tužan
475,,,,lamentable,DUPLICATE_tužan
476,,,,pitiful,DUPLICATE_žalostan
477,,,,sorry,DUPLICATE_žalostan
479,L09_26,antonyms - gradable,hard,,tvrd
480,,,,soft,mekan
481,,,,mellow,mek
482,,,,brushed,baršunast
483,,,,fleecy,DUPLICATE_mekan
484,,,,napped,NO_TRANSLATION
485,,,,cheeselike,DUPLICATE_NO_TRANSLATION
486,,,,compressible,kompresiran
487,,,,squeezable,zgnječiv
488,,,,cottony,pamučast
489,,,,cushioned,jastučast
490,,,,cushiony,DUPLICATE_jastučast
491,,,,padded,podstavljen
492,,,,demulcent,koji_ublažava
493,,,,emollient,umekšavajući
494,,,,salving,DUPLICATE_NO_TRANSLATION
495,,,,softening,omekšavajući
496,,,,downy,paperjast
497,,,,downlike,DUPLICATE_paperjast
498,,,,flossy,svilen
499,,,,fluffy,pahuljast
500,,,,flaccid,DUPLICATE_NO_TRANSLATION
501,,,,flocculent,DUPLICATE_NO_TRANSLATION
502,,,,woolly,vunast
503,,,,wooly,DUPLICATE_vunast
504,,,,yielding,podatan
505,,,,mushy,kašast
506,,,,overstuffed,DUPLICATE_NO_TRANSLATION
507,,,,softish,DUPLICATE_NO_TRANSLATION
508,,,,semisoft,polumekan
509,,,,spongy,spužvast
510,,,,squashy,DUPLICATE_mekan
511,,,,squishy,gnjecav
512,,,,spongelike,DUPLICATE_spužvast
513,,,,velvet,DUPLICATE_baršunast
514,,,,velvety,DUPLICATE_baršunast
516,L09_27,antonyms - gradable,hot,,vruć
517,,,,cold,hladan
518,,,,chilly,studen
519,,,,frosty,smrznut
520,,,,cool,prohladan
521,,,,frigid,leden
523,L09_28,antonyms - gradable,interesting,,zanimljiv
524,,,,uninteresting,nezanimljiv
525,,,,dull,dosadan
526,,,,boring,DUPLICATE_dosadan
527,,,,deadening,umrtvljujući
528,,,,ho-hum,DUPLICATE_dosadan
529,,,,irksome,zamoran
530,,,,slow,spor
531,,,,tedious,naporan
532,,,,tiresome,DUPLICATE_naporan
533,,,,wearisome,DUPLICATE_zamoran
534,,,,insipid,DUPLICATE_nezanimljiv
535,,,,jejune,DUPLICATE_dosadan
536,,,,narcotic,omamljujući
537,,,,soporiferous,DUPLICATE_uspavljujući
538,,,,soporific,uspavljujući
539,,,,prosaic,prozaičan
540,,,,prosy,DUPLICATE_prozaičan
541,,,,earthbound,prizeman
542,,,,ponderous,DUPLICATE_dosadan
543,,,,putdownable,NO_TRANSLATION
544,,,,unexciting,neuzbudljiv
545,,,,unstimulating,nestimulativan
547,L09_29,antonyms - gradable,introvert,,introvertiran
548,,,,extravert,ekstrovertiran
549,,,,extrovert,DUPLICATE_ekstrovertiran
550,,,,outgoing,otvoren
551,,,,extroverted,DUPLICATE_ekstrovertiran
552,,,,forthcoming,izravan
553,,,,sociable,društven
555,L09_30,antonyms - gradable,large,,velik
556,,,,small,malen
557,,,,little,DUPLICATE_malen
558,,,,atomic,atomski
559,,,,subatomic,subatomski
560,,,,bantam,majušan
561,,,,diminutive,DUPLICATE_sićušan
562,,,,lilliputian,liliputanski
563,,,,midget,patuljast
564,,,,petite,sitan
565,,,,tiny,sićušan
566,,,,flyspeck,DUPLICATE_sitan
567,,,,bitty,minijaturan
568,,,,bittie,NO_TRANSLATION
569,,,,teensy,DUPLICATE_NO_TRANSLATION
570,,,,teentsy,DUPLICATE_NO_TRANSLATION
571,,,,teeny,DUPLICATE_majušan
572,,,,wee,malecki
573,,,,weeny,DUPLICATE_majušan
574,,,,weensy,DUPLICATE_NO_TRANSLATION
575,,,,teensy-weensy,DUPLICATE_NO_TRANSLATION
576,,,,teeny-weeny,DUPLICATE_NO_TRANSLATION
577,,,,itty-bitty,DUPLICATE_NO_TRANSLATION
578,,,,itsy-bitsy,DUPLICATE_NO_TRANSLATION
579,,,,dinky,DUPLICATE_malen
580,,,,dwarfish,DUPLICATE_patuljast
581,,,,elfin,DUPLICATE_patuljast
582,,,,elflike,DUPLICATE_patuljast
583,,,,gnomish,DUPLICATE_patuljast
584,,,,half-size,DUPLICATE_NO_TRANSLATION
585,,,,infinitesimal,beskrajno_mali
586,,,,minute,DUPLICATE_minijaturan
587,,,,lesser,manji
588,,,,microscopic,mikroskopski
589,,,,microscopical,DUPLICATE_mikroskopski
590,,,,micro,mikro
591,,,,miniature,DUPLICATE_minijaturan
592,,,,minuscule,DUPLICATE_minijaturan
593,,,,miniscule,DUPLICATE_minijaturan
594,,,,olive-sized,veličine_masline
595,,,,pocket-size,stane_u_džep
596,,,,pocket-sized,DUPLICATE_stane_u_džep
597,,,,pocketable,DUPLICATE_stane_u_džep
598,,,,puny,zakržljao
599,,,,runty,DUPLICATE_NO_TRANSLATION
600,,,,shrimpy,DUPLICATE_NO_TRANSLATION
601,,,,slender,tanak
602,,,,slim,mršav
603,,,,smaller,DUPLICATE_manji
604,,,,littler,DUPLICATE_manji
605,,,,smallish,nevelik
606,,,,small-scale,mala_razmjera
607,,,,undersize,ispod_minimalnog
608,,,,undersized,DUPLICATE_ispod_minimalnog
610,L09_31,antonyms - gradable,long,,dug
611,,,,short,kratak
612,,,,abbreviated,skraćen
613,,,,shortened,DUPLICATE_skraćen
614,,,,truncated,okrnjen
615,,,,brief,DUPLICATE_kratak
616,,,,clipped,odrezan
617,,,,fleeting,kratkotrajan
618,,,,fugitive,časovit
619,,,,momentaneous,trenutan
620,,,,momentary,trenutačan
621,,,,short_and_sweet,kratko_i_slatko
622,,,,short-dated,kratka_vijeka
623,,,,short-range,kratkog_dometa
624,,,,short-run,NO_TRANSLATION
625,,,,short-term,DUPLICATE_NO_TRANSLATION
626,,,,close,blizak
627,,,,curtal,DUPLICATE_NO_TRANSLATION
628,,,,sawed-off,otpiljen
629,,,,sawn-off,DUPLICATE_otpiljen
630,,,,shortish,okraćao
631,,,,short-snouted,DUPLICATE_NO_TRANSLATION
632,,,,snub,DUPLICATE_NO_TRANSLATION
633,,,,stubby,kusast
634,,,,telescoped,DUPLICATE_NO_TRANSLATION
635,,,,truncate,DUPLICATE_okrnjen
636,,,,chunky,zdepast
637,,,,dumpy,DUPLICATE_zdepast
638,,,,low-set,DUPLICATE_NO_TRANSLATION
639,,,,squat,DUPLICATE_zdepast
640,,,,squatty,DUPLICATE_zdepast
641,,,,stumpy,DUPLICATE_zdepast
642,,,,compact,kompaktan
643,,,,heavyset,DUPLICATE_NO_TRANSLATION
644,,,,stocky,DUPLICATE_zdepast
645,,,,thick,debeo
646,,,,thickset,krupan
647,,,,half-length,DUPLICATE_NO_TRANSLATION
648,,,,pint-size,DUPLICATE_NO_TRANSLATION
649,,,,pint-sized,DUPLICATE_NO_TRANSLATION
650,,,,runty,DUPLICATE_NO_TRANSLATION
651,,,,short-stalked,DUPLICATE_NO_TRANSLATION
652,,,,squab,DUPLICATE_zdepast
653,,,,squabby,DUPLICATE_zdepast
655,L09_32,antonyms - gradable,lumpy,,namreškan
656,,,,flat,ravan
657,,,,level,izravnan
658,,,,plane,plosnat
659,,,,even,ravnomjeran
661,L09_33,antonyms - gradable,noisy,,bučan
662,,,,silent,tih
663,,,,uncommunicative,nekomunikativan
664,,,,dumb,nijem
665,,,,mute,bezvučan
666,,,,inarticulate,nerazgovjetan
667,,,,unarticulate,DUPLICATE_nerazgovjetan
668,,,,,"neartikuliran,nejasan"
669,L09_34,antonyms - gradable,normal,,normalan
670,,,,abnormal,nenormalan
671,,,,aberrant,neprirodan
672,,,,deviant,devijantan
673,,,,deviate,DUPLICATE_devijantan
674,,,,anomalous,anomalan
675,,,,antidromic,NO_TRANSLATION
676,,,,atypical,atipičan
677,,,,irregular,nepravilan
678,,,,brachydactylic,DUPLICATE_NO_TRANSLATION
679,,,,brachydactylous,DUPLICATE_NO_TRANSLATION
680,,,,defective,neispravan
681,,,,freakish,bizaran
682,,,,kinky,perverzan
683,,,,perverted,DUPLICATE_perverzan
684,,,,subnormal,subnormalan
685,,,,supernormal,iznadnormalan
686,,,,vicarious,zamjenski
687,,,,unusual,neobičan
688,,,,exceptional,izuzetan
689,,,,insane,sulud
690,,,,unnatural,DUPLICATE_neprirodan
691,,,,,izniman
692,L09_35,antonyms - gradable,organized,,organiziran
693,,,,unorganized,neorganiziran
694,,,,unstructured,nestrukturiran
695,,,,uncoordinated,nekordiniran
696,,,,unformed,neoblikovan
697,,,,unincorporated,neinkorporiran
699,L09_36,antonyms - gradable,pale,,blijed
700,,,,tanned,preplanuo
701,,,,bronzed,brončan
702,,,,suntanned,osunčan
703,,,,brunet,DUPLICATE_brineta
704,,,,brunette,brineta
706,L09_37,antonyms - gradable,rich,,bogat
707,,,,poor,siromašan
708,,,,broke,švorc
709,,,,bust,skršen
710,,,,skint,prebijen
711,,,,stone-broke,skroz_bez_svega
712,,,,stony-broke,DUPLICATE_skroz_bez_svega
713,,,,destitute,oskudan
714,,,,impoverished,osiromašen
715,,,,indigent,DUPLICATE_siromašan
716,,,,necessitous,DUPLICATE_oskudan
717,,,,needy,potrebit
718,,,,poverty-stricken,NO_TRANSLATION
719,,,,hard_up,u_tjesnacu
720,,,,impecunious,bez_novaca
721,,,,penniless,bez_novčića
722,,,,penurious,DUPLICATE_oskudan
723,,,,pinched,DUPLICATE_NO_TRANSLATION
724,,,,moneyless,DUPLICATE_bez_novaca
725,,,,unprovided,neosiguran
727,L09_38,antonyms - gradable,sane,,razuman
728,,,,crazy,lud
729,,,,loony,DUPLICATE_lud
730,,,,looney,DUPLICATE_luckast
731,,,,nutcase,luđak
732,,,,weirdo,čudak
733,,,,mad,DUPLICATE_lud
734,,,,insane,DUPLICATE_lud
735,,,,,umobolan
736,L09_39,antonyms - gradable,short,,nizak
737,,,,tall,visok
738,,,,gangling,NO_TRANSLATION
739,,,,gangly,tanak
740,,,,lanky,DUPLICATE_tanak
741,,,,rangy,vitak
742,,,,height,DUPLICATE_NO_TRANSLATION
743,,,,leggy,dugonog
744,,,,long-legged,DUPLICATE_dugonog
745,,,,long-shanked,DUPLICATE_NO_TRANSLATION
746,,,,tall-growing,visokog_rasta
747,,,,long,dug
748,,,,long-stalked,DUPLICATE_NO_TRANSLATION
749,,,,tall-stalked,DUPLICATE_NO_TRANSLATION
750,,,,stately,impozantan
751,,,,statuesque,monumentalan
752,,,,tallish,DUPLICATE_visok
754,L09_40,antonyms - gradable,simple,,jednostavan
755,,,,difficult,težak
756,,,,challenging,izazovan
757,,,,hard,DUPLICATE_težak
758,,,,complicated,kompliciran
759,,,,demanding,zahtjevan
760,,,,daunting,zastrašujući
761,,,,taxing,zamoran
763,L09_41,antonyms - gradable,sincere,,iskren
764,,,,insincere,neiskren
