,ID,Relation,Source,Target,IT
120,,,,cutter_boat,DUPLICATE_barca_a_vela
121,,,,tugboat,nave_da_rimorchio
122,,,,tug,DUPLICATE_nave_da_rimorchio
123,,,,towboat,rimorchiatore
124,,,,tower_boat,barca_a_torre
125,,,,yacht,yacht
126,,,,sail,DUPLICATE_barca_a_vela
127,,,,row,barca_a_remi
128,,,,canoe,canoa
129,,,,kayak,kayak
130,,,,paddle,pedalò
131,,,,paddle_boat,DUPLICATE_pedalò
132,,,,,"barca,barca_lunga,barca_vichinga,galea_fenicia,battello_a_vapore,barca_della_polizia,sandalo,paranza,gozzo,tartana,motobarca,bissona,beccaccino,bilancella,corallina,lampara,palischermo,peschereccio,motopeschereccio,guscio,finn,canotto,burichiello,bragozzo,snipe"
133,L03_5,hyponyms - misc,book,,libro
134,,,,paperback,libro_in_brossura
135,,,,album,album
136,,,,folio,in_folio
137,,,,hardback,libro_con_copertina_rigida
138,,,,hardcover,DUPLICATE_libro_con_copertina_rigida
139,,,,journal,diario
140,,,,novel,romanzo
141,,,,order,libro_degli_ordini
142,,,,paper-back,libro_tascabile
143,,,,softback,libro_con_copertina_flessibile
144,,,,soft-cover,DUPLICATE_libro_con_copertina_flessibile
145,,,,picture,libro_illustrato
146,,,,sketchbook,album_da_disegno
147,,,,sketch,DUPLICATE_album_da_disegno
148,,,,notebook,quaderno
149,,,,,"libretto,tamanoscritto,rivista,giornale,ricettario,libro_di_lettura,libro_di_testo,libro_strenna,manuale,quaderno_degli_appunti"
150,L03_6,hyponyms - misc,brush,,spazzola
151,,,,toothbrush,spazzolino
152,,,,bottlebrush,scovolino
153,,,,bristle,spazzola_a_setole
154,,,,clothesbrush,spazzola_per_gli_abiti
155,,,,hairbrush,spazzola_per_capelli
156,,,,nailbrush,spazzolino_da_unghie
157,,,,paintbrush,pennello
158,,,,sable,pennello_di_zibellino
159,,,,scrub,spazzolone
160,,,,scrubbing,DUPLICATE_spazzolone
161,,,,scrubber,DUPLICATE_spazzolone
162,,,,shaving_brush,pennello_da_barba
163,,,,,"scovolo,striglia,brusca"
164,L03_7,hyponyms - misc,burger,,panino
165,,,,hamburger,hamburger
166,,,,cheeseburger,cheeseburger
167,,,,50,NO_TRANSLATION
168,,,,50_burger,DUPLICATE_NO_TRANSLATION
169,,,,angus_burger,angus_burger
170,,,,banquet_burger,DUPLICATE_NO_TRANSLATION
171,,,,barbecue_burger,hamburger_alla_griglia
172,,,,bøfsandwich,bøfsandwich
173,,,,utter_burge,DUPLICATE_NO_TRANSLATION
174,,,,buffalo_burger,hamburger_di_bufalo
175,,,,california_burger,DUPLICATE_NO_TRANSLATION
176,,,,chili_burger,chili_burger
177,,,,curry_burger,curry_burger
178,,,,hamdog,hamdog
179,,,,salmon_burger,hamburger_di_salmone
180,,,,rice_burger,hamburger_di_riso
181,,,,veggie_burger,hamburger_vegetariano
182,,,,,"hamburger_al_piatto,hamburger_di_pollo,hamburger_vegano,tenerone"
183,L03_8,hyponyms - misc,camera,,macchina_fotografica
184,,,,camcorder,videocamera
185,,,,box_camera,fotocamera_a_cassetta
186,,,,box_kodak,macchina_kodak
187,,,,candid_camera,candid_camera
188,,,,digital_camera,camera_digitale
189,,,,flash_camera,fotocamera_con_camera
190,,,,motion-picture_camera,macchina_da_presa
191,,,,movie_camera,cinecamera
192,,,,cine-camera,cinepresa
193,,,,point-and-shoot_camera,fotocamera_analogica
194,,,,point-and-shoot,fotocamera_compatta
195,,,,polaroid_camera,fotocamera_polaroid
196,,,,polaroid_land_camera,fotocamera_terrestra_polaroid
197,,,,polaroid,polaroid
198,,,,portrait_camera,fotocamera_per_ritratti
199,,,,reflex_camera,fotocamera_reflex
200,,,,webcam,webcam
201,,,,webcamera,telecamera_web
202,,,,sound_camera,telecamera_acustica
203,,,,,"fotocamera_mirrorless,fotocamera_bridge,videocamera_sportiva"
204,L03_9,hyponyms - misc,candy,,dolcetto
205,,,,lollipop,lecca-lecca
206,,,,candy_bar,barretta_di_cioccolato
207,,,,carob_bar,barretta_di_carruba
208,,,,hard_candy,caramella
209,,,,brandyball,sfere_al_cacao_e_brandy
210,,,,patty,tortino
211,,,,bonbon,bonbon
212,,,,brittle,croccante
213,,,,toffee,toffee
214,,,,toffy,mou
215,,,,butterscotch,butterscotch
216,,,,candy_cane,bastoncino_di_zucchero
217,,,,candy_corn,candy_corn
218,,,,caramel,caramello
219,,,,cotton_candy,zucchero_filato
220,,,,spun_sugar,fili_di_caramello
221,,,,candyfloss,DUPLICATE_zucchero_filato
222,,,,dragee,confetto
223,,,,fondant,zucchero_fondente
224,,,,fudge,fudge
225,,,,gumdrop,giuggiola
226,,,,honey_crisp,mela_caramellata
227,,,,mint,caramella_a_menta
228,,,,mint_candy,DUPLICATE_caramella_a_menta
229,,,,horehound,caramelle_balsamiche
230,,,,jelly_bean,caramelle_di_gelatina
231,,,,jelly_egg,DUPLICATE_caramelle_di_gelatina
232,,,,kiss,caramelle_gommose_kiss
233,,,,candy_kiss,DUPLICATE_caramelle_gommose_kiss
234,,,,licorice,liquirizia
235,,,,liquorice,DUPLICATE_liquirizia
236,,,,life_saver,life_saver
237,,,,sucker,DUPLICATE_lecca-lecca
238,,,,all-day_sucker,DUPLICATE_lecca-lecca
239,,,,lozenge,caramelle_al_propoli
240,,,,marshmallow,marshmallow
241,,,,marzipan,marzapane
242,,,,marchpane,DUPLICATE_marzapane
243,,,,nougat,mandorlato
244,,,,nougat_bar,torrone
245,,,,nut_bar,barrette_energetiche
246,,,,peanut_bar,barretta_di_arachidi
247,,,,popcorn_ball,palline_di_popcorn
248,,,,praline,pralina
249,,,,rock_candy,cristalli_di_zucchero
250,,,,rock,DUPLICATE_cristalli_di_zucchero
251,,,,sugar_candy,zucchero_candito
252,,,,sugarplum,prugna_di_zucchero
253,,,,taffy,caramella_morbida
254,,,,truffle,tartufo
255,,,,chocolate_truffle,tartufo_al_cioccolato
256,,,,turkish_delight,lokum
257,,,,easter_egg,uovo_di_pasqua
258,,,,,"pasta_di_zucchero,zollette_di_zucchero,orsetti_gommosi,caramelle_all'_orzo,caramella_a_cocacola,caramella_rossana,caramella_alla_frutta,barretta_proteica,rotelle_di_liquirizia,caramella_mou,galatine,caramella_frizzante"
259,L03_10,hyponyms - misc,car,,automobile
260,,,,limousine,limousine
261,,,,convertible,decappottabile
262,,,,ambulance,ambulanza
263,,,,beach,spiaggina
264,,,,wagon,station_wagon
265,,,,station,DUPLICATE_station_wagon
266,,,,estate,DUPLICATE_station_wagon
267,,,,waggon,DUPLICATE_station_wagon
268,,,,bus,autobus
269,,,,jalopy,rottame
270,,,,heap,DUPLICATE_rottame
271,,,,cab,taxi
272,,,,hack,auto_a_noleggio
273,,,,taxi,DUPLICATE_taxi
274,,,,taxicab,DUPLICATE_taxi
275,,,,compact,auto_compatta
276,,,,coupe,auto_coupé
277,,,,cruiser,cruiser
278,,,,police,volante_della_polizia
279,,,,patrol,auto_pattuglia
280,,,,prowl,gazzella_della_polizia
281,,,,squad,auto_a_pannelli_solari
282,,,,electric,auto_elettrica
283,,,,hardtop,auto_a_tetto_rigido
284,,,,hatchback,hatchback
285,,,,hot-rod,macchina_hot-rod
286,,,,jeep,jeep
287,,,,landrover,landrover
288,,,,limo,DUPLICATE_limousine
289,,,,loaner,auto_in_prestito
290,,,,minicar,mini_auto
291,,,,minivan,minivan
292,,,,model,modellino
293,,,,pace,safety_car
294,,,,racer,macchina_da_corsa
295,,,,race,auto_da_corsa
296,,,,racing,auto_da_competizione
297,,,,roadster,roadster
298,,,,runabout,runabout
299,,,,two-seater,macchina_a_due_posti
300,,,,sedan,berlina
301,,,,saloon,DUPLICATE_berlina
302,,,,sports,auto_sportiva
303,,,,sport,DUPLICATE_auto_sportiva
304,,,,suv,suv
305,,,,stanley,macchina_stanley
306,,,,steamer,auto_a_vapore
307,,,,stock,auto_di_serie
308,,,,subcompact,auto_utilitaria
309,,,,touring,pullman
310,,,,tourer,turismo
311,,,,used,auto_usata
312,,,,secondhand,auto_di_seconda_mano
313,,,,,"familiare,giardinetta,monovolume,automobile_di_serie,cabrio,cabriolet,defender,auto-carro,camion,fuoristrada,macchina_di_sicurezza,microcar,macchinetta,macchina_cinquanta,monoposto"
314,L03_11,hyponyms - misc,church,,chiesa
315,,,,chapel,cappella
316,,,,abbey,abbazia
317,,,,basilica,basilica
318,,,,cathedral,cattedrale
319,,,,duomo,duomo
320,,,,kirk,chiesa_di_scozia
322,L03_12,hyponyms - misc,citrus,,agrume
323,,,,lemon,limone
324,,,,orange,arancia
325,,,,lime,lime
326,,,,mandarin,mandarino
327,,,,tangerine,clementina
328,,,,yuzu,yuzu
329,,,,,"pompelmo,mandarancio"
330,L03_13,hyponyms - misc,cloud,,nuvola
331,,,,thundercloud,nuvola_temporalesca
332,,,,cirrocumulus,cirrocumulo
333,,,,cirrostratus,cirrostrato
334,,,,cirrus,cirro
335,,,,contrail,scia_di_condensazione
336,,,,condensation,DUPLICATE_scia_di_condensazione
337,,,,trail,scia_di_vapore
338,,,,cumulonimbus,cumulonembo
339,,,,cumulus,cumulo
340,,,,nacreous,nube_madreperlacea
341,,,,nebule,nuvoletta
342,,,,nimbus,nembo
343,,,,rain,nuvola_di_pioggia
344,,,,storm,nembostrato
345,,,,stratus,strato
346,,,,mushroom,fungo_atomico
347,,,,smoke,nuvola_di_fumo
348,,,,,"nuvola_stratiforme,nuvole_stratosferiche_polari,nuvoletta,nube"
349,L03_14,hyponyms - misc,collar,,collare
350,,,,choker,girocollo
351,,,,ruff,gorgiera
352,,,,ruffle,goletta
353,,,,clerical,collarino
354,,,,roman_collar,DUPLICATE_collarino
355,,,,dog_collar,collare_per_cani
356,,,,eton_collar,colletto_eton_collar
357,,,,rabato_collar,DUPLUCATE_gorgiera
358,,,,rebato_collar,DUPLICATE_DUPLUCATE_gorgiera
359,,,,turtleneck,collo_alto
360,,,,polo-neck,DUPLICATE_collo_alto
361,,,,neckpiece,collo
362,,,,,"colletto_a_balze,solino,bavero,collarino_da_prete,colletto_bianco,colletto_inamidato,colletto_alla_collegiale,colletto_alla_marinara"
363,L03_15,hyponyms - misc,color,,colore
364,,,,white,bianco
365,,,,black,nero
366,,,,blue,blu
367,,,,green,verde
368,,,,red,rosso
369,,,,yello,giallo
370,,,,orange,arancione
371,,,,vermilion,vermiglio
372,,,,amber,ambra
373,,,,chartreuse,giallo_chartreuse
374,,,,teal,verde_acqua
375,,,,violet,viola
376,,,,magenta,magenta
377,,,,rose,rosa
378,,,,azure,azzurro
379,,,,cyan,blu_ciano
380,,,,indigo,indaco
381,,,,purple,porpora
382,,,,brown,marrone
384,,,,,turchese
385,L03_16,hyponyms - misc,computer,,computer
386,,,,laptop,computer_portatile
387,,,,desktop,desktop
388,,,,tablet,tablet
389,,,,smartphone,smartphone
390,,,,supercomputer,supercomputer
391,,,,iphone,iphone
392,,,,ipad,ipad
393,,,,,"monitor,pc,laptop"
394,L03_17,hyponyms - misc,container,,contenitore
395,,,,bag,borsa
396,,,,handbag,borsello
397,,,,pocketbook,portafoglio
398,,,,purse,borsetta
399,,,,basket,cestino
400,,,,handbasket,paniere
401,,,,bin,bidone
402,,,,bowl,ciotola
403,,,,pipe,tubo
404,,,,box,scatola
405,,,,bread-bin,portapane
406,,,,breadbox,DUPLICATE_paniere
407,,,,bunker,bunker
408,,,,can,barattolo
409,,,,tin,lattina
410,,,,canister,tanica
411,,,,cannister,tanca
412,,,,capsule,capsula
413,,,,cargo,container_di_spedizione
414,,,,case,astuccio
415,,,,display,schermo
416,,,,showcase,espositore
417,,,,vitrine,vetrina
418,,,,cassette,cassetta
419,,,,cup,tazza
420,,,,cylinder,contenitore_cilindrico
421,,,,dice,bussolotto
422,,,,dish,piattaia
423,,,,dispenser,dosatore
424,,,,drawer,pattumiera
425,,,,dumpster,cassoncino
426,,,,empty,contenitore_vuoto
427,,,,envelope,involucro
428,,,,glass,contenitore_di_vetro
429,,,,bottle,bottiglia
430,,,,mailer,pacco_postale
431,,,,manger,mangiatoia
432,,,,trough,trogolo
433,,,,measure,contenitore_graduato
434,,,,mold,stampo
435,,,,mould,DUPLICATE_stampo
436,,,,cast,evaporatore
437,,,,package,contenitore_per_pacchi
438,,,,parcel,vaschette_per_alimenti
439,,,,pan,recipiente_da_cucina
440,,,,pod,set_di_contenitori
441,,,,pot,vaso_da_fiori
442,,,,flowerpot,fioriera
443,,,,flask,borraccia
444,,,,receptacle,ricettacolo
445,,,,reliquary,reliquiario
446,,,,saltcellar,saliera
447,,,,savings,salvadanaio
448,,,,bank,banca
449,,,,coin,DUPLICATE_salvadanaio
450,,,,money,DUPLICATE_salvadanaio
451,,,,scuttle,cesta
452,,,,coal,carboniera
453,,,,shaker,shaker
454,,,,spoon,porta_cucchiai
455,,,,thimble,organizer_da_scrivania
456,,,,vessel,recipiente
457,,,,waste-paper,contenitore_per_la_carta
458,,,,wastebasket,cesto_dell'_immondizia
459,,,,waste,bidone_della_spazzatura
460,,,,file,portadocumenti
461,,,,workbasket,cestino_da_cucito
462,,,,workbox,magazzino
463,,,,workbag,borsa_da_lavoro
464,,,,,"dispenser,canister,tinozza,bacinella,mastello,barile,bacile,beriolo,gassometro,misurino,caldaia,conca,fiasco,fusto,giara,lattiera,lavacro,formaggiera,cista,catino,caraffa,calamaio,bombola,bollitore,beuta,cassone,damigiana,insalatiera,zuppiera,zuccheriera,vasca,tino,teiera,sacca,salsiera,pila,pepaiola,pesciaiola,serbatoio,sifone,oliatore,otre,carbonaia"
465,L03_18,hyponyms - misc,cookware,,pentolame
466,,,,pot,pentola
467,,,,baster,pipetta_contagocce
468,,,,chafing,scaldavivande
469,,,,dish,piatto
470,,,,cooker,piano_cottura
471,,,,sheet,teglia
472,,,,tray,vassoio
473,,,,enamelware,pentola_smaltata
474,,,,grid,griglia
475,,,,gridiron,graticola
476,,,,griddle,piastra
477,,,,pan,padella
478,,,,poacher,pentolino
479,,,,skimmer,schiumarola
480,,,,steamer,pentola_a_vapore
481,,,,turner,spatola
482,,,,,"stoviglie,schiumaiola,wok,pentola_a_pressione,siringa_dosatrice,bollilatte,pentola_antiaderente,bollitore,padellino,tegame,pirottino"
483,L03_19,hyponyms - misc,cup,,tazza
484,,,,teacup,tazza_da_tè
485,,,,beaker,bicchiere
486,,,,chalice,calice
487,,,,goblet,coppa
488,,,,coffee_cup,tazzina_da_caffè
489,,,,dixie,NO_TRANSLATION
490,,,,paper_cup,bicchiere_di_carta
491,,,,grace,DUPLICATE_NO_TRANSLATION
492,,,,kylix,cylix
493,,,,cylix,DUPLICATE_cylix
494,,,,mustache_cup,tazza_coi_baffi
495,,,,moustache_cup,DUPLICATE_tazza_coi_baffi
496,,,,scyphus,skyphos
497,,,,grail,graal
498,,,,,"flute,tazzina,bicchierino,bicchiere_di_plastica"
499,L03_20,hyponyms - misc,cushion,,cuscino
500,,,,pincushion,puntaspilli
501,,,,pillow,guanciale
502,,,,air,cuscino_gonfiabile
503,,,,inflatable,cuscino_d'aria_gonfiabile
504,,,,gaddi,NO_TRANSLATION
505,,,,hassock,inginocchiatoio
506,,,,headrest,poggiatesta
507,,,,seat,sedile
508,,,,,"capezzale,tombolo,paracolpi,cuscinetto,origliere"
509,L03_21,hyponyms - misc,cutlery,,posate
510,,,,knife,coltello
511,,,,fork,forchetta
512,,,,spoon,cucchiaio
513,,,,tablefork,DUPLICATE_forchetta
514,,,,teaspoon,cucchiaino
515,,,,dessert_spoon,cucchiaio_da_dolce
516,,,,salad_fork,forchetta_da_insalata
517,,,,carving_fork,forchettone
518,,,,,forchettina
519,L03_22,hyponyms - misc,dessert,,dessert
520,,,,cake,torta
521,,,,ambrosia,ambrosia
522,,,,baked_alaska,omelette_norvegese
523,,,,blancmange,biancomangiare
524,,,,charlotte,charlotte
525,,,,compote,composta
526,,,,fruit_compote,composta_di_frutta
527,,,,dumpling,dumpling_dolce
528,,,,flan,flan
529,,,,frozen_dessert,dessert_surgelato
530,,,,junket,giuncata
531,,,,mold,stampo_per_dessert
532,,,,mould,DUPLICATE_stampo_per_dessert
533,,,,mousse,mousse
534,,,,pavlova,pavlova
535,,,,peach_melba,pesca_melba
536,,,,pudding,budino
537,,,,pud,DUPLICATE_budino
538,,,,syllabub,syllabub
539,,,,sillabub,sillabub
540,,,,tiramisu,tiramisu
541,,,,whip,NO_TRANSLATION
542,,,,zabaglione,zabaione
543,,,,sabayon,DUPLICATE_zabaione
544,,,,charlotte_russe,charlotte_russa
545,,,,apple_dumpling,fagottino_di_mele
546,,,,frozen_custard,frozen_yogurt
547,,,,soft_ice_cream,gelato_alla_spina
548,,,,frozen_pudding,budino_gelato
549,,,,frozen_yogurt,DUPLICATE_frozen_yogurt
550,,,,ice-cream_cake,torta_gelato
551,,,,icebox_cake,DUPLICATE_torta_gelato
552,,,,ice-cream_cone,cono_gelato
553,,,,ice-cream_sundae,gelato_sundae
554,,,,sundae,sundae
555,,,,ice,dessert_congelato
556,,,,frappe,frappé
557,,,,ice_cream,gelato
558,,,,icecream,DUPLICATE_gelato
559,,,,ice_lolly,ghiacciolo
560,,,,lolly,torta_di_lecca-lecca
561,,,,lollipop,lecca-lecca
562,,,,popsicle,DUPLICATE_ghiacciolo
563,,,,ice_milk,latte_freddo
564,,,,parfait,parfait
565,,,,sherbert,sorbetto
566,,,,sherbet,DUPLICATE_sorbetto
567,,,,snowball,biscotti_snowball
568,,,,split,banana_split
569,,,,chocolate_mousse,mousse_al_cioccolato
570,,,,trifle,zuppa_inglese
571,,,,brown_betty,crumble_di_mele
572,,,,chocolate_pudding,budino_al_cioccolato
573,,,,duff,girella_alla_frutta
574,,,,plum_duff,plum_duff
575,,,,flummery,farinata
576,,,,nesselrode,nesselrode
577,,,,nesselrode_pudding,budino_alle_castagne
578,,,,pease_pudding,porridge_di_piselli
579,,,,plum_pudding,christmas_pudding
580,,,,christmas_pudding,pudding_di_natale
581,,,,roly-poly,roly-poly
582,,,,roly-poly_pudding,DUPLICATE_roly-poly
583,,,,steamed_pudding,budino_al_vapore
584,,,,suet_pudding,budino_di_spugna
585,,,,tapioca_pudding,budino_di_tapioca
586,,,,vanilla_pudding,budino_alla_vaniglia
587,,,,prune_whip,DUPLICATE_NO_TRANSLATION
588,,,,water_ice,granita
589,,,,sorbet,DUPLICATE_sorbetto
590,,,,chocolate_ice_cream,gelato_a_cioccolato
591,,,,neapolitan_ice_cream,gelato_napoletano
592,,,,peach_ice_cream,gelato_a_pesca
593,,,,strawberry_ice_cream,gelato_a_fragola
594,,,,tutti-frutti,tutti-frutti
595,,,,vanilla_ice_cream,gelato_a_vaniglia
596,,,,banana_split,DUPLICATE_banana_split
597,,,,tipsy_cake,torta_birillo
598,,,,spotted_dick,spotted_dick
599,,,,choc-ice,dessert_freddo
600,,,,,"duff,baci_di_dama,via_col_vento,bigné,profiterole,risolatte,chicchirichì,maddalena,struffoli,cassata,meringata,tartufata,cannolo,chiacchiera,focaccia,meringa,panforte,semifreddo,diplomatico,pandoro,panettone,marzapane,plum-cake,strudel,pan_di_spagna,cornetto,crostata,pastiera,saint-honorè,sachertorte,babà,sanguinaccio,maritozzo,brutti_ma_buoni,cantucci,crema,castagnaccio,panna_montata,fiocco_di_neve"
601,L03_23,hyponyms - misc,dress,,abito
602,,,,gown,abito_da_sera
603,,,,caftan,caftano
604,,,,kaftan,caffettano
605,,,,chemise,vestito_stile_impero
606,,,,sack,abito_a_sacco
607,,,,shift,abito_a_trapezio
608,,,,coatdress,soprabito
609,,,,cocktail_dress,abito_da_cocktail
610,,,,sheath,tubino
611,,,,dirndl,dirndl
612,,,,jumper,abito_di_maglia
613,,,,pinafore,scamiciato
614,,,,pinny,DUPLICATE_scamiciato
615,,,,kirtle,kirtle
616,,,,morning,tight
617,,,,evening,vestito_da_sera
618,,,,muumuu,muumuu
619,,,,polonaise,robe_à_la_polonaise
620,,,,sari,sari
621,,,,saree,saree
622,,,,shirtdress,abito_chemisier
623,,,,strapless,abito_senza_spalline
624,,,,sundress,prendisole
625,,,,,"vestitino,tailleur,vestito,veste,divisa,tenuta,vestaglia,sottana,frac,miniabito,porpora,palandrana,chimono,décolté,spezzato,toilette,travestimento,tunica,camice,futa,giacca,tonaca,stola,sopravveste,abito_da_cerimonia,abito_di_gala"
626,L03_24,hyponyms - misc,drum,,tamburo
627,,,,tambourine,tamburello
628,,,,bass_drum,grancassa
629,,,,gran_casa,gran_cassa
630,,,,bongo,bongo
631,,,,bongo_drum,DUPLICATE_bongo
632,,,,snare_drum,tamburo_rullante
633,,,,snare,rullante
634,,,,side_drum,timpano
635,,,,tabor,DUPLICATE_tamburo
636,,,,tabour,DUPLICATE_tamburo
637,,,,tambour,DUPLICATE_tamburo
638,,,,tenor_drum,tamburo_tenore
639,,,,tom-tom,tom
640,,,,timbrel,DUPLICATE_timpano
641,,,,djembe,djembe
642,,,,doumbek,doumbek
643,,,,darbuka,darbuka
644,,,,,"congas,timbales,tamburina,tamburo_a_cornice,campanaccio,kong,chimes,maracas,bonghetti,percussioni"
645,L03_25,hyponyms - misc,emotion,,emozione
646,,,,anger,rabbia
647,,,,choler,collera
648,,,,ire,ira
649,,,,anxiety,ansia
650,,,,conditioned_emotional_response,risposta_emotiva_condizionata
651,,,,cer,rec
652,,,,conditioned_emotion,emozione_condizionata
653,,,,emotional_state,stato_emotivo
654,,,,spirit,spirito
655,,,,fear,paura
656,,,,fearfulness,atterrimento
657,,,,fright,spavento
658,,,,reverence,riverenza
659,,,,awe,soggezione
660,,,,veneration,venerazione
661,,,,hate,odio
662,,,,hatred,malumore
663,,,,joy,gioia
664,,,,joyousness,gioiosità
665,,,,joyfulness,allegria
666,,,,love,amore
667,,,,annoyance,fastidio
668,,,,chafe,logoramento
669,,,,vexation,vessazione
670,,,,bad_temper,brutto_carattere
671,,,,ill_temper,cattivo_umore
672,,,,dander,incavolatura
673,,,,hackles,stizza
674,,,,fury,furia
675,,,,rage,furore
676,,,,madness,follia
677,,,,huffiness,permalosità
678,,,,indignation,indignazione
679,,,,outrage,oltraggio
680,,,,infuriation,irritazione_violenta
681,,,,enragement,arrabbiatura
682,,,,umbrage,ombrosità
683,,,,offense,offesa
684,,,,offence,DUPLICATE_offesa
685,,,,angst,angoscia
686,,,,anxiousness,ansietà
687,,,,disquiet,assillo
688,,,,concern,cruccio
689,,,,care,cura
690,,,,discomfiture,sconforto
691,,,,discomposure,scontento
692,,,,disconcertion,sconcerto
693,,,,disconcertment,disorientamento
694,,,,edginess,irritabilità
695,,,,uneasiness,imbarazzo
696,,,,inquietude,inquietudine
697,,,,disquietude,tensione
698,,,,insecurity,insicurezza
699,,,,jitteriness,impazienza
700,,,,jumpiness,concitazione
701,,,,nervousness,nervosismo
702,,,,restiveness,irrequietezza
703,,,,scruple,scrupolo
704,,,,qualm,dubbio
705,,,,misgiving,remora
706,,,,sinking,depressione
707,,,,sinking_feeling,demoralizzazione
708,,,,worry,preoccupazione
709,,,,trouble,agitazione
710,,,,ecstasy,estasi
711,,,,rapture,rapimento
712,,,,transport,trasporto
