,ID,Relation,Source,Target,IT
289,,,,substance,sostanza
290,,,,organic_compound,composto_organico
291,,,,matter,materia
292,,,,compound,miscela
293,,,,chemical_compound,composto_chimico
294,,,,physical_entity,entità_fisica
295,,,,chemical,prodotto_chimico
296,,,,chemical_substance,sostanza_chimica
297,,,,entity,entità
298,,,,material,materiale
299,,,,stuff,cosa
300,,,,part,parte
301,,,,portion,porzione
302,,,,component_part,parte_componente
303,,,,component,componente
304,,,,constituent,costituente
305,,,,relation,relazione
306,,,,abstraction,astrazione
307,,,,abstract_entity,entità_astratta
309,,,,,"gasolio,liquido,combustibile,combustibile_fossile,agente_chimico"
310,L02_17,hypernyms - misc,grapefruit,,pompelmo
311,,,,citrus,agrumi
312,,,,citrus_fruit,DUPLICATE_agrumi
313,,,,citrous_fruit,DUPLICATE_agrumi
314,,,,fruit,frutta
315,,,,edible_fruit,frutta_commestibile
316,,,,produce,prodotto
317,,,,green_goods,prodotti_ecologici
318,,,,green_groceries,prodotti_ortofrutticoli
319,,,,garden_truck,NO_TRANSLATION
320,,,,food,cibo
321,,,,matter,materia
322,,,,natural_object,oggetto_naturale
323,,,,physical_entity,entità_fisica
324,,,,unit,unità
325,,,,entity,entità
326,,,,object,oggetto
327,,,,physical_object,oggetto_fisico
328,,,,,"produzione,albero,essere_vivente,organismo_vegetale,prodotti_green,generi_alimentari"
329,L02_18,hypernyms - misc,hairnet,,cuffia
330,,,,net,rete
331,,,,network,reticolo
332,,,,mesh,maglia
333,,,,meshing,retinatura
334,,,,meshwork,DUPLICATE_reticolo
335,,,,fabric,tessuto
336,,,,cloth,stoffa
337,,,,material,materiale
338,,,,textile,tessile
339,,,,artifact,artefatto
340,,,,artefact,DUPLICATE_artefatto
341,,,,unit,unità
342,,,,object,oggetto
343,,,,physical_object,oggetto_fisico
344,,,,physical_entity,entità_fisica
345,,,,entity,entità
346,,,,,"cappello,copricapo,articolo_di_vestiario"
347,L02_19,hypernyms - misc,hairpin,,forcina
348,,,,pin,spilletta
349,,,,fastener,aggancio
350,,,,fastening,allacciatura
351,,,,holdfast,presa
352,,,,fixing,fissaggio
353,,,,restraint,contenimento
354,,,,constraint,DUPLICATE_contenimento
355,,,,device,strumento
356,,,,artifact,artefatto
357,,,,artefact,DUPLICATE_artefatto
358,,,,unit,unità
359,,,,object,oggetto
360,,,,physical_object,oggetto_fisico
361,,,,physical_entity,entità_fisica
362,,,,entity,entità
363,,,,,"attrezzo,arnese,fermaglio,fermacapelli,forcella"
364,L02_20,hypernyms - misc,hamburger,,hamburger
365,,,,sandwich,tramezzino
366,,,,snack_food,spuntino
367,,,,dish,piatto
368,,,,nutriment,nutrimento
369,,,,nourishment,DUPLICATE_nutrimento
370,,,,nutrition,nutrizione
371,,,,sustenance,sostentamento
372,,,,aliment,alimento
373,,,,alimentation,alimentazione
374,,,,victuals,viveri
375,,,,food,cibo
376,,,,nutrient,nutriente
377,,,,substance,sostanza
378,,,,matter,materia
379,,,,physical_entity,entità_fisica
380,,,,entity,entità
381,,,,beef,carne_bovina
382,,,,boeuf,manzo
383,,,,meat,carne
384,,,,solid_food,cibo_solido
385,,,,solid,DUPLICATE_cibo_solido
386,,,,,"merenda,sandwich,panino,vivande,vettovaglie,pietanza,bistecca,taglio,porzione"
387,L02_21,hypernyms - misc,jacket,,giacca
388,,,,clothes,vestiti
389,,,,coat,cappotto
390,,,,overgarment,soprabito
391,,,,outer_garment,indumento_esterno
392,,,,garment,capo
393,,,,clothing,abbigliamento
394,,,,article_of_clothing,capo_d'_abbigliamento
395,,,,vesture,veste
396,,,,wear,indumento
397,,,,wearable,vestimento
398,,,,habiliment,vestiario
399,,,,consumer_goods,beni_di_consumo
400,,,,covering,copertura
401,,,,commodity,merce
402,,,,trade_good,prodotto_commerciale
403,,,,good,bene
404,,,,artifact,artefatto
405,,,,artefact,DUPLICATE_artefatto
406,,,,unit,unità
407,,,,object,oggetto
408,,,,physical_object,oggetto_fisico
409,,,,physical_entity,entità_fisica
410,,,,entity,entità
411,,,,,"abito,capo_di_vestiario,giubba,vestito"
412,L02_22,hypernyms - misc,jeans,,jeans
413,,,,trousers,pantaloni
414,,,,pants,DUPLICATE_pantaloni
415,,,,workwear,abbigliamento_da_lavoro
416,,,,garment,capo
417,,,,clothing,abbigliamento
418,,,,clothes,vestiti
419,,,,article_of_clothing,capo_d'_abbigliamento
420,,,,vesture,veste
421,,,,wear,indumento
422,,,,wearable,vestimento
423,,,,habiliment,vestiario
424,,,,consumer_goods,beni_di_consumo
425,,,,covering,copertura
426,,,,commodity,merce
427,,,,trade_good,prodotto_commerciale
428,,,,good,bene
429,,,,artifact,artefatto
430,,,,artefact,DUPLICATE_artefatto
431,,,,unit,unità
432,,,,object,oggetto
433,,,,physical_object,oggetto_fisico
434,,,,physical_entity,entità_fisica
435,,,,entity,entità
436,,,,,"abiti_da_lavoro,denim,prodotto"
437,L02_23,hypernyms - misc,juicer,,spremiagrumi
438,,,,utensil,utensile
439,,,,physical_entity,entità_fisica
440,,,,entity,entità
441,,,,unit,unità
442,,,,object,oggetto
443,,,,physical_object,oggetto_fisico
444,,,,squeezer,DUPLICATE_spremiagrumi
445,,,,kitchen_utensil,utensile_da_cucina
446,,,,implement,strumento
447,,,,artifact,artefatto
448,,,,artefact,DUPLICATE_artefatto
449,,,,,"estrattore,centrifugatore,centrifuga,elettrodomenstico,apparecchio,meccanismo,congegno"
450,L02_24,hypernyms - misc,lemon,,limone
451,,,,citrus,agrumi
452,,,,citrus_fruit,DUPLICATE_agrumi
453,,,,citrous_fruit,DUPLICATE_agrumi
454,,,,fruit,frutta
455,,,,edible_fruit,frutta_commestibile
456,,,,produce,prodotto
457,,,,green_goods,prodotti_ecologici
458,,,,green_groceries,prodotti_ortofrutticoli
459,,,,garden_truck,NO_TRANSLATION
460,,,,food,cibo
461,,,,matter,materia
462,,,,natural_object,oggetto_naturale
463,,,,physical_entity,entità_fisica
464,,,,unit,unità
465,,,,entity,entità
466,,,,object,oggetto
467,,,,physical_object,oggetto_fisico
468,,,,,"albero,organismo_vegetale,pianta,essere_vivente"
469,L02_25,hypernyms - misc,lotion,,lozione
470,,,,toiletry,toeletta
471,,,,toilet_articles,articolo_da_bagno
472,,,,artifact,artefatto
473,,,,artefact,DUPLICATE_artefatto
474,,,,unit,unità
475,,,,object,oggetto
476,,,,physical_object,oggetto_fisico
477,,,,physical_entity,entità_fisica
478,,,,entity,entità
479,,,,,"farmaco,medicamento,sostanza,crema,cosmetico,unguento"
480,L02_26,hypernyms - misc,mascara,,mascara
481,,,,makeup,trucco
482,,,,make-up,make-up
483,,,,war_paint,NO_TRANSLATION
484,,,,cosmetic,cosmetico
485,,,,toiletry,toeletta
486,,,,toilet_articles,articolo_da_bagno
487,,,,artifact,artefatto
488,,,,artefact,DUPLICATE_artefatto
489,,,,unit,unità
490,,,,object,oggetto
491,,,,physical_object,oggetto_fisico
492,,,,physical_entity,entità_fisica
493,,,,entity,entità
494,,,,,"prodotto,maquillage"
495,L02_27,hypernyms - misc,necklace,,collana
496,,,,jewelry,articolo_di_gioielleria
497,,,,jewellery,DUPLICATE_articolo_di_gioielleria
498,,,,adornment,adornamento
499,,,,decoration,decorazione
500,,,,ornament,ornamento
501,,,,ornamentation,decoro
502,,,,artifact,artefatto
503,,,,artefact,DUPLICATE_artefatto
504,,,,unit,unità
505,,,,object,oggetto
506,,,,physical_object,oggetto_fisico
507,,,,physical_entity,entità_fisica
508,,,,entity,entità
509,,,,,"gioia,bijou,bigiotteria,gioiello,gioielleria,prodotto,manufatto,monile,oreficeria,"
510,L02_28,hypernyms - misc,notebook,,notebook
511,,,,book,libro
512,,,,volume,volume
513,,,,product,prodotto
514,,,,production,produzione
515,,,,creation,creazione
516,,,,artifact,artefatto
517,,,,artefact,DUPLICATE_artefatto
518,,,,unit,unità
519,,,,object,oggetto
520,,,,physical_object,oggetto_fisico
521,,,,physical_entity,entità_fisica
522,,,,entity,entità
523,,,,portable_computer,computer_portatile
524,,,,personal_computer,personal_computer
525,,,,pc,pc
526,,,,microcomputer,microcomputer
527,,,,digital_computer,computer_digitale
528,,,,computer,computer
529,,,,computing_machine,strumento_di_calcolo
530,,,,computing_device,dispositivo_informatico
531,,,,data_processor,processore_di_dati
532,,,,electronic_computer,computer_elettronico
533,,,,information_processing_system,sistema_di_elaborazione_delle_informazioni
534,,,,machine,macchina
535,,,,device,dispositivo
536,,,,,"laptop,calcolatore,portatile,dispositivo_di_calcolo,sistema_informatico,strumento,apparecchio,device"
537,L02_29,hypernyms - misc,notepad,,blocco_note
538,,,,pad,blocco
539,,,,pad_of_paper,blocco_di_carta
540,,,,tablet,tavoletta
541,,,,paper,carta
542,,,,material,materiale
543,,,,stuff,cosa
544,,,,substance,sostanza
545,,,,matter,materia
546,,,,part,parte
547,,,,portion,porzione
548,,,,component_part,parte_componente
549,,,,component,componente
550,,,,constituent,costituente
551,,,,physical_entity,entità_fisica
552,,,,relation,relazione
553,,,,entity,entità
554,,,,abstraction,astrazione
555,,,,abstract_entity,entità_astratta
556,,,,,"tacquino,bloc_notes,quaderno"
557,L02_30,hypernyms - misc,pastry,,sfoglia
558,,,,food,cibo
559,,,,dough,impasto
560,,,,concoction,mistura
561,,,,mixture,miscela
562,,,,intermixture,miscuglio
563,,,,foodstuff,alimento
564,,,,food_product,prodotto_alimentare
565,,,,nutrient,nutriente
566,,,,substance,sostanza
567,,,,matter,materia
568,,,,physical_entity,entità_fisica
569,,,,entity,entità
570,,,,baked_goods,prodotti_da_forno
571,,,,solid_food,cibo_solido
572,,,,solid,DUPLICATE_cibo_solido
573,,,,,"pasta,prodotto,amalgama,agglomerato,composto,melange"
574,L02_31,hypernyms - misc,peach,,pesca
575,,,,fruit,frutta
576,,,,drupe,drupa
577,,,,stone_fruit,drupacee
578,,,,edible_fruit,frutta_commestibile
579,,,,produce,prodotto
580,,,,green_goods,prodotti_ecologici
581,,,,green_groceries,prodotti_ortofrutticoli
582,,,,garden_truck,NO_TRANSLATION
583,,,,food,cibo
584,,,,matter,materia
585,,,,natural_object,oggetto_naturale
586,,,,physical_entity,entità_fisica
587,,,,unit,unità
588,,,,entity,entità
589,,,,object,oggetto
590,,,,physical_object,oggetto_fisico
591,,,,,frutta_con_nocciolo
592,L02_32,hypernyms - misc,perfume,,profumo
593,,,,toiletry,toeletta
594,,,,toilet_articles,articolo_da_bagno
595,,,,artifact,artefatto
596,,,,artefact,DUPLICATE_artefatto
597,,,,unit,unità
598,,,,object,oggetto
599,,,,physical_object,oggetto_fisico
600,,,,physical_entity,entità_fisica
601,,,,entity,entità
602,,,,,"liquido,sostanza,materia"
603,L02_33,hypernyms - misc,photo,,foto
604,,,,picture,fotografia
605,,,,image,immagine
606,,,,representation,rappresentazione
607,,,,creation,creazione
608,,,,artifact,artefatto
609,,,,artefact,DUPLICATE_artefatto
610,,,,unit,unità
611,,,,object,oggetto
612,,,,physical_object,oggetto_fisico
613,,,,physical_entity,entità_fisica
614,,,,entity,entità
615,,,,,"riproduzione,istantanea,figura,icona,raffigurazione,"
616,L02_34,hypernyms - misc,pie,,pasticcio
617,,,,pastry,pasticceria
618,,,,baked_goods,prodotti_da_forno
619,,,,food,cibo
620,,,,solid_food,cibo_solido
621,,,,solid,DUPLICATE_cibo_solido
622,,,,matter,materia
624,,,,entity,entità
625,,,,indo-european,indoeuropea
626,,,,indo-european_language,lingua_indoeuropea
627,,,,indo-hittite,indo-ittita
628,,,,natural_language,lingua_naturale
629,,,,tongue,lingua
630,,,,language,linguaggio
631,,,,linguistic_communication,comunicazione_linguistica
632,,,,communication,comunicazione
633,,,,abstraction,astrazione
634,,,,abstract_entity,entità_astratta
635,,,,,"torta,crostata,alimento,piatto,pietanza,dessert"
636,L02_35,hypernyms - misc,plum,,prugna
637,,,,fruit,frutta
638,,,,drupe,drupa
639,,,,stone_fruit,drupacee
640,,,,edible_fruit,frutta_commestibile
641,,,,produce,prodotto
642,,,,green_goods,prodotti_ecologici
643,,,,green_groceries,prodotti_ortofrutticoli
644,,,,garden_truck,NO_TRANSLATION
645,,,,food,cibo
646,,,,matter,materia
647,,,,natural_object,oggetto_naturale
648,,,,physical_entity,entità_fisica
649,,,,unit,unità
650,,,,entity,entità
651,,,,object,oggetto
652,,,,physical_object,oggetto_fisico
653,,,,,"frutta_con_nocciolo,susina"
654,L02_36,hypernyms - misc,postcard,,cartolina
655,,,,card,biglietto
656,,,,correspondence,corrispondenza
657,,,,first_class,posta_prioritaria
658,,,,1st_class,DUPLICATE_posta_prioritaria
659,,,,first-class_mail,DUPLICATE_posta_prioritaria
660,,,,1st-class_mail,DUPLICATE_posta_prioritaria
661,,,,written_communication,comunicazione_scritta
662,,,,written_language,parola_scritta
663,,,,black_and_white,nero_su_bianco
664,,,,mail,posta
665,,,,communication,comunicazione
666,,,,message,messaggio
667,,,,abstraction,astrazione
668,,,,abstract_entity,entità_astratta
669,,,,entity,entità
670,,,,,"cartoncino,talloncino,brano,porzione"
671,L02_37,hypernyms - misc,shelf,,scaffale
672,,,,furniture,mobili
673,,,,support,supporto
674,,,,piece_of_furniture,elemento_d'_arredamento
675,,,,article_of_furniture,complemento_d'_arredo
676,,,,furnishing,arredamento
677,,,,artifact,artefatto
678,,,,artefact,DUPLICATE_artefatto
679,,,,unit,unità
680,,,,object,oggetto
681,,,,physical_object,oggetto_fisico
682,,,,physical_entity,entità_fisica
683,,,,entity,entità
684,,,,,"mensola,scaffalatura,manufatto,suppellettile,arredo,mobile,mobilio,mobilia,articolo_d'_arredamento,pezzo_d'_arredamento,oggetto_materiale,oggetto_concreto"
685,L02_38,hypernyms - misc,shirt,,camicia
686,,,,clothes,vestiti
687,,,,garment,capo
688,,,,clothing,abbigliamento
689,,,,article_of_clothing,capo_d'_abbigliamento
690,,,,vesture,veste
691,,,,wear,indumento
692,,,,wearable,vestimento
693,,,,habiliment,vestiario
694,,,,consumer_goods,beni_di_consumo
695,,,,covering,copertura
696,,,,commodity,merce
697,,,,trade_good,prodotto_commerciale
698,,,,good,bene
699,,,,artifact,artefatto
700,,,,artefact,DUPLICATE_artefatto
701,,,,unit,unità
702,,,,object,oggetto
703,,,,physical_object,oggetto_fisico
704,,,,physical_entity,entità_fisica
705,,,,entity,entità
706,,,,,"capo_di_vestiario,cosa,prodotto,maglietta"
707,L02_39,hypernyms - misc,sidewalk,,marciapiede
708,,,,walk,passeggiata
709,,,,walkway,passaggio_pedonale
710,,,,paseo,viale
711,,,,path,percorso
712,,,,way,strada
713,,,,artifact,artefatto
714,,,,artefact,DUPLICATE_artefatto
715,,,,unit,unità
716,,,,object,oggetto
717,,,,physical_object,oggetto_fisico
718,,,,physical_entity,entità_fisica
719,,,,entity,entità
720,,,,,"area,zona,luogo,spazio"
721,L02_40,hypernyms - misc,skirt,,gonna
722,,,,clothes,vestiti
723,,,,garment,capo
724,,,,clothing,abbigliamento
725,,,,article_of_clothing,capo_d'_abbigliamento
726,,,,vesture,veste
727,,,,wear,indumento
728,,,,wearable,vestimento
729,,,,habiliment,vestiario
730,,,,consumer_goods,beni_di_consumo
731,,,,covering,copertura
732,,,,commodity,merce
733,,,,trade_good,prodotto_commerciale
734,,,,good,bene
735,,,,artifact,artefatto
736,,,,artefact,DUPLICATE_artefatto
737,,,,unit,unità
738,,,,object,oggetto
739,,,,physical_object,oggetto_fisico
740,,,,physical_entity,entità_fisica
741,,,,entity,entità
742,,,,,"gonnella,sottoveste,capo_di_vestiario,vestito,abito"
743,L02_41,hypernyms - misc,sofa,,divano
744,,,,furniture,mobili
745,,,,seat,seduta
746,,,,piece_of_furniture,elemento_d'_arredamento
747,,,,article_of_furniture,complemento_d'_arredo
748,,,,furnishing,arredamento
749,,,,artifact,artefatto
750,,,,artefact,DUPLICATE_artefatto
751,,,,unit,unità
752,,,,object,oggetto
753,,,,physical_object,oggetto_fisico
754,,,,physical_entity,entità_fisica
755,,,,entity,entità
756,,,,,"sofà,manufatto,suppellettile,arredo,mobile,mobilio,mobilia,articolo_d'_arredamento,pezzo_d'_arredamento,oggetto_materiale,oggetto_concreto"
757,L02_42,hypernyms - misc,stapler,,spillatrice
758,,,,device,strumento
759,,,,machine,macchina
760,,,,artifact,artefatto
761,,,,artefact,DUPLICATE_artefatto
762,,,,unit,unità
763,,,,object,oggetto
764,,,,physical_object,oggetto_fisico
765,,,,physical_entity,entità_fisica
766,,,,entity,entità
767,,,,,"cucitrice,pinzatrice,attrezzo,utansile,arnese"
768,L02_43,hypernyms - misc,sunscreen,,protezione_solare
769,,,,cream,crema
770,,,,lotion,lozione
771,,,,ointment,unguento
772,,,,emollient,emolliente
773,,,,toiletry,toeletta
774,,,,toilet_articles,articolo_da_bagno
775,,,,artifact,artefatto
776,,,,artefact,DUPLICATE_artefatto
777,,,,unit,unità
778,,,,object,oggetto
779,,,,physical_object,oggetto_fisico
780,,,,physical_entity,entità_fisica
781,,,,entity,entità
782,,,,,"fluido,cosmetico,muillage"
783,L02_44,hypernyms - misc,sweater,,maglione
784,,,,clothes,vestiti
785,,,,garment,capo
786,,,,clothing,abbigliamento
787,,,,article_of_clothing,capo_d'_abbigliamento
788,,,,vesture,veste
789,,,,wear,indumento
790,,,,wearable,vestimento
791,,,,habiliment,vestiario
792,,,,consumer_goods,beni_di_consumo
793,,,,covering,copertura
794,,,,commodity,merce
795,,,,trade_good,prodotto_commerciale
796,,,,good,bene
797,,,,artifact,artefatto
798,,,,artefact,DUPLICATE_artefatto
799,,,,unit,unità
800,,,,object,oggetto
801,,,,physical_object,oggetto_fisico
