,ID,Relation,Source,Target,IT
245,L10_42,antonyms - binary,southeast,,sud-est
246,,,,southwest,sud-ovest
247,,,,northeast,nord-est
249,L10_43,antonyms - binary,submerge,,immergere
250,,,,emerge,emerge
252,L10_44,antonyms - binary,top,,sopra
253,,,,bottom,sotto
254,,,,underside,lato_inferiore
255,,,,undersurface,superficie_inferiore
257,L10_45,antonyms - binary,toward,,verso
258,,,,away,via
259,,,,off,da
260,,,,forth,avanti
261,,,,aside,di_lato
263,L10_46,antonyms - binary,True,,?
264,,,,False,?
265,,,,incorrect,errato
266,,,,wrong,sbagliato
267,,,,mistaken,DUPLICATE_errato
269,L10_47,antonyms - binary,under,,sotto
270,,,,over,sopra
271,,,,above,DUPLICATE_sopra
272,,,,up,su
274,L10_48,antonyms - binary,up,,su
275,,,,down,giù
276,,,,downwards,verso_il_basso
277,,,,downward,DUPLICATE_verso_il_basso
278,,,,downwardly,DUPLICATE_verso_il_basso
280,L10_49,antonyms - binary,uphill,,in_salita
281,,,,downhill,in_discesa
282,,,,decline,rifiutare
283,,,,fall,cadere
284,,,,declivitous,ripido
285,,,,downward-sloping,in_pendenza_verso_il_basso
287,L10_50,antonyms - binary,west,,ovest
288,,,,east,est
