,ID,Relation,Source,Target,IT
130,,,,madame,DUPLICATE_signora
131,,,,woman,donna
133,L08_24,synonyms - exact,lazy,,pigro
134,,,,indolent,indolente
135,,,,faineant,scansafatiche
136,,,,otiose,ozioso
137,,,,slothful,poltrone
138,,,,work-shy,sfaticato
140,L08_25,synonyms - exact,list,,lista
141,,,,listing,elenco
142,,,,enumeration,conteggio
144,L08_26,synonyms - exact,loyal,,leale
145,,,,faithful,fidato
146,,,,True,?
147,,,,dependable,sicuro
148,,,,devoted,devoto
149,,,,reliable,affidabile
151,L08_27,synonyms - exact,market,,mercato
152,,,,marketplace,piazza_del_mercato
153,,,,mart,DUPLICATE_mercato
154,,,,bazaar,bazar
156,L08_28,synonyms - exact,mend,,rammendare
157,,,,repair,riparare
158,,,,fix,aggiustare
159,,,,fixing,riparazione
160,,,,fixture,impianto
161,,,,mending,rammendo
162,,,,reparation,DUPLICATE_riparazione
163,,,,patch,toppa
164,,,,darn,rammendare
165,,,,darning,DUPLICATE_rammendare
167,L08_29,synonyms - exact,mesh,,maglia
168,,,,gauze,garza
169,,,,netting,rete
170,,,,veiling,velatura
171,,,,hairnet,retina_per_capelli
172,,,,reseau,DUPLICATE_rete
173,,,,net,DUPLICATE_rete
174,,,,save-all,NO_TRANSLATION
175,,,,snood,fascia_per_capelli
176,,,,sparker,scintillante
177,,,,tulle,tulle
178,,,,wirework,fil_di_ferro
179,,,,grillwork,struttura_a_graticcio
181,L08_30,synonyms - exact,monument,,monumento
182,,,,memorial,memoriale
184,L08_31,synonyms - exact,mother,,madre
185,,,,mom,mamma
186,,,,mommy,mammina
187,,,,mum,DUPLICATE_mamma
189,L08_32,synonyms - exact,murder,,omicidio
190,,,,slaying,uccidere
191,,,,slay,DUPLICATE_uccidere
192,,,,execution,esecuzione
194,L08_33,synonyms - exact,new,,nuovo
195,,,,modern,moderno
196,,,,recent,recente
198,L08_34,synonyms - exact,obsolete,,obsoleto
199,,,,outdated,datato
200,,,,out-of-date,DUPLICATE_obsoleto
201,,,,superannuated,superato
203,L08_35,synonyms - exact,organized,,organizzato
204,,,,arranged,programmato
205,,,,configured,configurato
206,,,,corporate,aziendale
207,,,,incorporated,costituito
208,,,,re-formed,riformato
209,,,,reorganized,riorganizzato
210,,,,reorganised,DUPLICATE_riorganizzato
212,L08_36,synonyms - exact,package,,pacco
213,,,,parcel,pacchetto
214,,,,pack,DUPLICATE_pacco
215,,,,packet,confezione
216,,,,bundle,DUPLICATE_pacco
218,L08_37,synonyms - exact,phone,,telefono
219,,,,telephone,DUPLICATE_telefono
220,,,,cell,cellulare
221,,,,cellphone,telefono_cellulare
222,,,,smartphone,smartphone
224,L08_38,synonyms - exact,portion,,porzione
225,,,,part,parte
226,,,,component_part,componente
227,,,,component,DUPLICATE_componente
228,,,,constituent,costituente
230,L08_39,synonyms - exact,railway,,ferrovia
231,,,,railroad,DUPLICATE_ferrovia
233,L08_40,synonyms - exact,rational,,razionale
234,,,,logical,logico
235,,,,coherent,coerente
236,,,,reasonable,ragionevole
237,,,,sane,sensato
239,L08_41,synonyms - exact,reasonable,,ragionevole
240,,,,sensible,giudizioso
242,L08_42,synonyms - exact,rock,,sasso
243,,,,stone,pietra
245,L08_43,synonyms - exact,shore,,bagnasciuga
246,,,,coast,costa
247,,,,strand,spiaggia
248,,,,bank,sponda
249,,,,beach,DUPLICATE_spiaggia
251,L08_44,synonyms - exact,snake,,serpente
252,,,,serpent,DUPLICATE_serpente
253,,,,ophidian,ofide
255,L08_45,synonyms - exact,sofa,,divano
256,,,,couch,DUPLICATE_divano
257,,,,lounge,salotto
259,L08_46,synonyms - exact,spouse,,coniuge
260,,,,partner,partner
261,,,,mate,compagno
262,,,,better_half,metà_migliore
264,L08_47,synonyms - exact,style,,stile
265,,,,manner,comportamento
266,,,,mode,moda
267,,,,fashion,fashion
268,,,,way,mado
270,L08_48,synonyms - exact,sweets,,dolci
271,,,,confectionery,DUPLICATE_dolci
272,,,,dessert,dessert
273,,,,confection,dolcetto
275,L08_49,synonyms - exact,villain,,cattivo
276,,,,scoundrel,canaglia
277,,,,rascal,furfante
279,L08_50,synonyms - exact,vocabulary,,vocabolario
280,,,,lexicon,lessico
281,,,,wordbook,dizionario
282,,,,dictionary,DUPLICATE_dizionario
283,,,,glossary,glossario
