,ID,Relation,Source,Target,IT
175,,,,smudgy,imbrattato
176,,,,snotty,sporco_di_moccio
177,,,,snot-nosed,col_naso_che_cola
178,,,,sooty,fuligginoso
179,,,,travel-soiled,sporco_per_il_viaggio
180,,,,travel-stained,DUPLICATE_sporco_per_il_viaggio
181,,,,uncleanly,antigienico
182,,,,unswept,non_spazzato
183,,,,unwashed,non_lavato
185,L09_9,antonyms - gradable,clear,,trasparente
186,,,,vague,indistinto
187,,,,obscure,oscuro
188,,,,unclear,poco_chiaro
189,,,,undefined,imprecisato
190,,,,indefinable,indefinibile
191,,,,undefinable,DUPLICATE_indefinibile
193,L09_10,antonyms - gradable,close,,vicino
194,,,,distant,distante
195,,,,remote,remoto
196,,,,removed,spostato
197,,,,far,lontano
198,,,,faraway,DUPLICATE_remoto
200,L09_11,antonyms - gradable,colorful,,colorato
201,,,,colorless,incolore
202,,,,colourless,DUPLICATE_incolore
203,,,,dull,monotono
204,,,,neutral,neutro
205,,,,pale,pallido
206,,,,white,bianco
207,,,,bleached,schiarito
208,,,,faded,sbiadito
209,,,,washed-out,DUPLICATE_sbiadito
210,,,,washy,diluito
211,,,,drab,scialbo
212,,,,somber,cupo
213,,,,sombre,DUPLICATE_cupo
214,,,,dulled,spento
215,,,,greyed,ingrigito
216,,,,etiolate,eziolato
217,,,,etiolated,DUPLICATE_eziolato
218,,,,lurid,vivace
219,,,,waxen,cereo
220,,,,waxlike,DUPLICATE_cereo
221,,,,waxy,DUPLICATE_pallido
222,,,,whitened,sbiancato
224,L09_12,antonyms - gradable,common,,comune
225,,,,rare,raro
226,,,,infrequent,non_frequente
227,,,,scarce,scarso
228,,,,uncommon,inconsueto
229,,,,extraordinary,straordinario
231,L09_13,antonyms - gradable,competent,,competente
232,,,,incompetent,incompetente
233,,,,unskilled,non_specializzato
234,,,,unqualified,non_qualificato
235,,,,inefficient,inefficiente
237,L09_14,antonyms - gradable,concerned,,preoccupato
238,,,,unconcerned,indifferente
239,,,,blase,DUPLICATE_indifferente
240,,,,blithe,contento
241,,,,casual,informale
242,,,,insouciant,noncurante
243,,,,nonchalant,DUPLICATE_indifferente
244,,,,degage,degage
245,,,,detached,distaccato
246,,,,uninvolved,non_coinvolto
247,,,,indifferent,DUPLICATE_indifferente
248,,,,careless,distratto
249,,,,untroubled,imperturbato
251,L09_15,antonyms - gradable,cooked,,cotto
252,,,,raw,crudo
253,,,,half-baked,fatto_a_metà
254,,,,fresh,fresco
255,,,,natural,naturale
256,,,,underdone,non_cotto_a_sufficienza
257,,,,rare,al_sangue
258,,,,uncooked,DUPLICATE_crudo
259,,,,untoasted,non_tostato
261,L09_16,antonyms - gradable,dangerous,,pericoloso
262,,,,safe,sicuro
263,,,,fail-safe,piano_B
264,,,,risk-free,senza_rischio
265,,,,riskless,DUPLICATE_senza_rischio
266,,,,unhazardous,non_pericoloso
267,,,,safe-and-sound,sano_e_salvo
268,,,,unhurt,illeso
269,,,,harmless,innocuo
270,,,,invulnerable,invulnerabile
271,,,,secure,DUPLICATE_sicuro
272,,,,uninjured,incolume
274,L09_17,antonyms - gradable,decisive,,decisivo
275,,,,hesitating,esitante
276,,,,indecisive,incerto
277,,,,hesitant,DUPLICATE_esitante
278,,,,inconclusive,inconcludente
279,,,,irresolute,irresoluto
281,L09_18,antonyms - gradable,dry,,asciutto
282,,,,wet,bagnato
283,,,,bedewed,coperto_di_rugiada
284,,,,dewy,bagnato_di_rugiada
285,,,,besprent,coperto_di_gocce
286,,,,boggy,paludoso
287,,,,marshy,DUPLICATE_paludoso
288,,,,miry,DUPLICATE_paludoso
289,,,,mucky,sporco
290,,,,muddy,infangato
291,,,,quaggy,appantanato
292,,,,sloppy,superficiale
293,,,,sloughy,DUPLICATE_appantanato
294,,,,soggy,inzuppato
295,,,,squashy,molle
296,,,,swampy,DUPLICATE_paludoso
297,,,,waterlogged,allagato
298,,,,clammy,umidiccio
299,,,,dank,umido
300,,,,damp,DUPLICATE_umido
301,,,,dampish,DUPLICATE_umido
302,,,,moist,DUPLICATE_umido
303,,,,sodden,DUPLICATE_inzuppato
304,,,,soppy,sdolcinato
305,,,,drippy,grondante
306,,,,drizzly,piovigginoso
307,,,,humid,DUPLICATE_umido
308,,,,misty,annebbiato
309,,,,muggy,umido_e_afoso
310,,,,steamy,appannato
311,,,,sticky,appiccicoso
312,,,,reeking,che_puzza
313,,,,watery,acquoso
314,,,,rheumy,DUPLICATE_umido
315,,,,showery,piovoso
316,,,,rainy,DUPLICATE_piovoso
317,,,,steaming,fumante
318,,,,tacky,DUPLICATE_appiccicoso
319,,,,undried,non_secco
320,,,,washed,lavato
322,L09_19,antonyms - gradable,energetic,,energico
323,,,,lethargic,apatico
324,,,,unergetic,non_energico
325,,,,dazed,meravigliato
326,,,,foggy,annebbiato
327,,,,groggy,intontito
328,,,,logy,pigro
329,,,,stuporous,confuso
330,,,,dreamy,surreale
331,,,,lackadaisical,DUPLICATE_apatico
332,,,,languid,languido
333,,,,languorous,indolente
334,,,,listless,svogliato
335,,,,inactive,inattivo
337,L09_20,antonyms - gradable,familiar,,familiare
338,,,,unfamiliar,insolito
339,,,,strange,strano
340,,,,unknown,sconosciuto
341,,,,unacquainted,DUPLICATE_sconosciuto
342,,,,foreign,straniero
344,L09_21,antonyms - gradable,fat,,grasso
345,,,,thin,magro
346,,,,lean,DUPLICATE_magro
347,,,,anorexic,anoressico
348,,,,anorectic,anorettico
349,,,,bony,pelle_e_ossa
350,,,,cadaverous,cadaverico
351,,,,emaciated,emaciato
352,,,,gaunt,scarno
353,,,,haggard,smunto
354,,,,pinched,DUPLICATE_emaciato
355,,,,skeletal,scheletrico
356,,,,wasted,sciupato
357,,,,deep-eyed,NO_TRANSLATION
358,,,,hollow-eyed,DUPLICATE_NO_TRANSLATION
359,,,,sunken-eyed,DUPLICATE_NO_TRANSLATION
360,,,,gangling,allampanato
361,,,,gangly,DUPLICATE_allampanato
362,,,,lanky,smilzo
363,,,,lank,liscio
364,,,,spindly,DUPLICATE_allampanato
365,,,,rawboned,DUPLICATE_scarno
366,,,,reedy,esile
367,,,,reedlike,come_un_giunco
368,,,,twiggy,DUPLICATE_esile
369,,,,twiglike,come_un_ramo
370,,,,scarecrowish,spaventapasseri
371,,,,scraggy,DUPLICATE_scheletrico
372,,,,boney,molto_magro
373,,,,scrawny,ossuto
374,,,,skinny,DUPLICATE_magro
375,,,,underweight,sottopeso
376,,,,weedy,DUPLICATE_magro
377,,,,shriveled,avvinzito
378,,,,shrivelled,DUPLICATE_avvinzito
379,,,,shrunken,rinsecchito
380,,,,withered,appassito
381,,,,wizen,far_appassire
382,,,,wizened,DUPLICATE_appassito
383,,,,slender,filiforme
384,,,,slight,sottile
385,,,,slim,snello
386,,,,svelte,slanciato
387,,,,slender-waisted,con_vita_stretta
388,,,,slim-waisted,DUPLICATE_con_vita_stretta
389,,,,wasp-waisted,DUPLICATE_con_vita_stretta
390,,,,spare,di_scorta
391,,,,trim,tagliare
392,,,,spindle-legged,avere_gambe_lunghe_e_sottili
393,,,,spindle-shanked,DUPLICATE_avere_gambe_lunghe_e_sottili
394,,,,stringy,filamentoso
395,,,,wiry,asciutto
396,,,,wisplike,magro_e_debole
397,,,,wispy,DUPLICATE_sottile
399,L09_22,antonyms - gradable,full,,pieno
400,,,,empty,vuoto
401,,,,bare,spoglio
402,,,,stripped,spogliato
403,,,,blank,DUPLICATE_vuoto
404,,,,clean,pulito
405,,,,white,bianco
406,,,,empty-handed,a_mani_vuote
407,,,,glassy,trasparente
408,,,,glazed,vetrato
409,,,,lifeless,smorto
410,,,,looted,saccheggiato
411,,,,pillaged,DUPLICATE_saccheggiato
412,,,,plundered,depredato
413,,,,ransacked,passato_al_setaccio
414,,,,vacant,libero
415,,,,vacuous,vacuo
416,,,,void,nullo
418,L09_23,antonyms - gradable,gaseous,,gassoso
419,,,,solid,solido
420,,,,hard,duro
421,,,,coagulated,coagulato
422,,,,solidified,solidificato
423,,,,concrete,di_calcestruzzo
424,,,,congealed,rappreso
425,,,,jelled,gelatinizzato
426,,,,jellied,in_gelatina
427,,,,dry,asciutto
428,,,,semisolid,semisolido
429,,,,solid-state,allo_stato_solido
431,L09_24,antonyms - gradable,generous,,generoso
432,,,,stingy,avaro
433,,,,beggarly,in_estrema_povertà
434,,,,mean,spilorcio
435,,,,cheap,tirchio
436,,,,chinchy,gretto
437,,,,chintzy,DUPLICATE_spilorcio
438,,,,cheeseparing,DUPLICATE_avaro
439,,,,close,DUPLICATE_vicino
440,,,,near,vicino
441,,,,penny-pinching,taccagno
442,,,,skinny,magro
443,,,,closefisted,tirato
444,,,,hardfisted,DUPLICATE_tirato
445,,,,tightfisted,con_il_braccino_corto
446,,,,grudging,riluttante
447,,,,niggardly,DUPLICATE_tirchio
448,,,,scrimy,DUPLICATE_tirchio
449,,,,mingy,DUPLICATE_spilorcio
450,,,,miserly,DUPLICATE_avaro
451,,,,tight,stretto
452,,,,parsimonious,parsimonioso
453,,,,penurious,DUPLICATE_avaro
454,,,,selfish,egoista
455,,,,uncharitable,non_generoso
456,,,,ungenerous,DUPLICATE_gretto
457,,,,meanspirited,crudele
459,L09_25,antonyms - gradable,happy,,felice
460,,,,sad,triste
461,,,,bittersweet,agrodolce
462,,,,doleful,afflitto
463,,,,mournful,addolorato
464,,,,heavyhearted,scoraggiato
465,,,,melancholy,malinconia
466,,,,melancholic,malinconico
467,,,,pensive,pensieroso
468,,,,wistful,assorto
469,,,,tragic,tragico
470,,,,tragical,DUPLICATE_tragico
471,,,,tragicomic,tragicomico
472,,,,tragicomical,DUPLICATE_tragicomico
473,,,,deplorable,deplorevole
474,,,,distressing,angosciante
475,,,,lamentable,DUPLICATE_deplorevole
476,,,,pitiful,pietoso
477,,,,sorry,DUPLICATE_pietoso
479,L09_26,antonyms - gradable,hard,,duro
480,,,,soft,morbido
481,,,,mellow,dolce
482,,,,brushed,spazzolato
483,,,,fleecy,lanoso
484,,,,napped,felpato
485,,,,cheeselike,morbido_come_il_formaggio
486,,,,compressible,comprimibile
487,,,,squeezable,DUPLICATE_comprimibile
488,,,,cottony,cotonoso
489,,,,cushioned,imbottito
490,,,,cushiony,DUPLICATE_imbottito
491,,,,padded,DUPLICATE_imbottito
492,,,,demulcent,demulcente
493,,,,emollient,emolliente
494,,,,salving,alleviante
495,,,,softening,ammorbidimento_di
496,,,,downy,DUPLICATE_imbottito
497,,,,downlike,DUPLICATE_sericeo
498,,,,flossy,sericeo
499,,,,fluffy,coperto_di_pelo_morbido
500,,,,flaccid,flaccido
501,,,,flocculent,DUPLICATE_lanoso
502,,,,woolly,DUPLICATE_lanoso
503,,,,wooly,DUPLICATE_lanoso
504,,,,yielding,cedevole
505,,,,mushy,molle
506,,,,overstuffed,pieno_da_scoppiare
507,,,,softish,relativamente_morbido
508,,,,semisoft,quasi_morbido
509,,,,spongy,spugnoso
510,,,,squashy,molliccio
511,,,,squishy,attaccaticcio
512,,,,spongelike,come_una_spugna
513,,,,velvet,velluto
514,,,,velvety,vellutato
516,L09_27,antonyms - gradable,hot,,caldo
517,,,,cold,freddo
518,,,,chilly,DUPLICATE_freddo
519,,,,frosty,ghiacciato
520,,,,cool,fresco
521,,,,frigid,gelido
523,L09_28,antonyms - gradable,interesting,,interessante
524,,,,uninteresting,DUPLICATE_noioso
525,,,,dull,monotono
526,,,,boring,noioso
527,,,,deadening,svilente
528,,,,ho-hum,uffa
529,,,,irksome,irritante
530,,,,slow,lento
531,,,,tedious,DUPLICATE_noioso
532,,,,tiresome,fastidioso
533,,,,wearisome,pesante
534,,,,insipid,insipido
535,,,,jejune,DUPLICATE_noioso
536,,,,narcotic,narcotico
537,,,,soporiferous,DUPLICATE_soporifero
538,,,,soporific,soporifero
539,,,,prosaic,prosaico
540,,,,prosy,DUPLICATE_prosaico
541,,,,earthbound,piantato_a_terra
542,,,,ponderous,faticoso
543,,,,putdownable,non_interessante
544,,,,unexciting,DUPLICATE_monotono
545,,,,unstimulating,non_stimolante
547,L09_29,antonyms - gradable,introvert,,introverso
548,,,,extravert,estroverso
549,,,,extrovert,DUPLICATE_estroverso
550,,,,outgoing,socievole
551,,,,extroverted,DUPLICATE_estroverso
552,,,,forthcoming,imminente
553,,,,sociable,DUPLICATE_socievole
555,L09_30,antonyms - gradable,large,,grande
556,,,,small,piccolo
557,,,,little,DUPLICATE_piccolo
558,,,,atomic,atomico
559,,,,subatomic,subatomico
560,,,,bantam,polletto
561,,,,diminutive,diminutive
562,,,,lilliputian,lillipuziano
563,,,,midget,nano
564,,,,petite,minuto
565,,,,tiny,minuscolo
566,,,,flyspeck,caccola
567,,,,bitty,piccino
568,,,,bittie,DUPLICATE_piccino
569,,,,teensy,microscopico
570,,,,teentsy,molto_piccolo
571,,,,teeny,piccolino
572,,,,wee,DUPLICATE_minuscolo
573,,,,weeny,DUPLICATE_piccolino
574,,,,weensy,DUPLICATE_molto_piccolo
575,,,,teensy-weensy,piccolissimo
576,,,,teeny-weeny,DUPLICATE_piccolissimo
577,,,,itty-bitty,DUPLICATE_piccolissimo
578,,,,itsy-bitsy,DUPLICATE_piccolissimo
579,,,,dinky,DUPLICATE_minuscolo
580,,,,dwarfish,DUPLICATE_nano
581,,,,elfin,elfico
582,,,,elflike,DUPLICATE_elfico
583,,,,gnomish,gnomico
584,,,,half-size,di_dimensioni_dimezzate
585,,,,infinitesimal,infinitesimale
586,,,,minute,DUPLICATE_minuto
587,,,,lesser,minore
588,,,,microscopic,DUPLICATE_microscopico
589,,,,microscopical,DUPLICATE_microscopico
590,,,,micro,micro
591,,,,miniature,miniatura
592,,,,minuscule,DUPLICATE_minuscolo
593,,,,miniscule,DUPLICATE_minuscolo
594,,,,olive-sized,della_dimensione_di_un'oliva
595,,,,pocket-size,tascabile
596,,,,pocket-sized,DUPLICATE_tascabile
597,,,,pocketable,DUPLICATE_tascabile
598,,,,puny,mingherlino
599,,,,runty,piccolo_e_debole
600,,,,shrimpy,DUPLICATE_mingherlino
601,,,,slender,filiforme
602,,,,slim,snello
603,,,,smaller,più_piccolo
604,,,,littler,DUPLICATE_più_piccolo
605,,,,smallish,DUPLICATE_piccolino
606,,,,small-scale,in_scala_ridotta
607,,,,undersize,più_piccolo_del_normale
608,,,,undersized,DUPLICATE_più_piccolo_del_normale
610,L09_31,antonyms - gradable,long,,lungo
611,,,,short,corto
612,,,,abbreviated,abbreviato
613,,,,shortened,accorciato
614,,,,truncated,troncato
615,,,,brief,breve
616,,,,clipped,ritagliato
617,,,,fleeting,passeggero
618,,,,fugitive,fuggitivo
619,,,,momentaneous,momentaneo
620,,,,momentary,DUPLICATE_momentaneo
621,,,,short_and_sweet,breve_e_conciso
622,,,,short-dated,a_scadenza_breve
623,,,,short-range,a_corto_raggio
624,,,,short-run,a_breve_termine
625,,,,short-term,DUPLICATE_a_breve_termine
626,,,,close,DUPLICATE_corto
627,,,,curtal,DUPLICATE_corto
628,,,,sawed-off,a_canne_mozze
629,,,,sawn-off,DUPLICATE_a_canne_mozze
630,,,,shortish,un_pò_corto
631,,,,short-snouted,a_muso_corto
632,,,,snub,camuso
633,,,,stubby,tozzo
634,,,,telescoped,telescopico
635,,,,truncate,troncare
636,,,,chunky,massiccio
637,,,,dumpy,tarchiatello
638,,,,low-set,DUPLICATE_tozzo
639,,,,squat,DUPLICATE_tozzo
640,,,,squatty,DUPLICATE_tozzo
641,,,,stumpy,DUPLICATE_tozzo
642,,,,compact,compatto
643,,,,heavyset,robusto
644,,,,stocky,tarchiato
645,,,,thick,spesso
646,,,,thickset,DUPLICATE_tarchiato
647,,,,half-length,mezzo_busto
648,,,,pint-size,nano
649,,,,pint-sized,DUPLICATE_nano
650,,,,runty,piccolo_e_debole
651,,,,short-stalked,con_gambe_corte
652,,,,squab,bombolo
653,,,,squabby,DUPLICATE_bombolo
655,L09_32,antonyms - gradable,lumpy,,grumoso
656,,,,flat,liscio
657,,,,level,piatto
658,,,,plane,piano
659,,,,even,livellato
661,L09_33,antonyms - gradable,noisy,,rumoroso
662,,,,silent,silenzioso
663,,,,uncommunicative,poco_comunicativo
664,,,,dumb,stupido
665,,,,mute,muto
666,,,,inarticulate,inarticolato
667,,,,unarticulate,affetto_da_afasia_articolare
669,L09_34,antonyms - gradable,normal,,normale
670,,,,abnormal,anormale
671,,,,aberrant,aberrante
672,,,,deviant,deviante
673,,,,deviate,deviato
674,,,,anomalous,anomalo
675,,,,antidromic,antidromico
676,,,,atypical,atipico
677,,,,irregular,irregolare
678,,,,brachydactylic,brachidattilia
679,,,,brachydactylous,brachidattilo
680,,,,defective,difettoso
681,,,,freakish,strano
682,,,,kinky,insolito
683,,,,perverted,pervertito
684,,,,subnormal,subnormale
685,,,,supernormal,supernormale
686,,,,vicarious,indiretto
687,,,,unusual,DUPLICATE_insolito
688,,,,exceptional,eccezionale
689,,,,insane,pazzo
690,,,,unnatural,DUPLICATE_contro_natura
692,L09_35,antonyms - gradable,organized,,organizzato
693,,,,unorganized,non_organizzato
694,,,,unstructured,non_strutturato
695,,,,uncoordinated,scoordinato
696,,,,unformed,non_ancora_formato
697,,,,unincorporated,scoporato
699,L09_36,antonyms - gradable,pale,,pallido
700,,,,tanned,abbronzato
701,,,,bronzed,DUPLICATE_abbronzato
702,,,,suntanned,DUPLICATE_abbronzato
703,,,,brunet,castano
704,,,,brunette,bruna
706,L09_37,antonyms - gradable,rich,,ricco
707,,,,poor,povero
708,,,,broke,al_verde
709,,,,bust,in_bancarotta
710,,,,skint,in_bolletta
711,,,,stone-broke,squattrinato
712,,,,stony-broke,senza_un_soldo
713,,,,destitute,bisognoso
714,,,,impoverished,DUPLICATE_povero
715,,,,indigent,indigente
716,,,,necessitous,DUPLICATE_bisognoso
717,,,,needy,DUPLICATE_bisognoso
718,,,,poverty-stricken,poverissimo
719,,,,hard_up,DUPLICATE_al_verde
720,,,,impecunious,DUPLICATE_indigente
721,,,,penniless,senza_soldi
722,,,,penurious,povero_in_canna
723,,,,pinched,emaciato
724,,,,moneyless,DUPLICATE_squattrinato
725,,,,unprovided,privo_di_risorse_economiche
727,L09_38,antonyms - gradable,sane,,sano_di_mente
728,,,,crazy,pazzo
729,,,,loony,svitato
730,,,,looney,tipo_strano
731,,,,nutcase,fuori_di_testa
732,,,,weirdo,tipo_strambo
733,,,,mad,DUPLICATE_pazzo
734,,,,insane,malato_di_mente
736,L09_39,antonyms - gradable,short,,corto
737,,,,tall,alto
738,,,,gangling,allampanato
739,,,,gangly,DUPLICATE_allampanato
740,,,,lanky,smilzo
741,,,,rangy,snello
742,,,,height,altezza
743,,,,leggy,dalle_gambe_lunghe
744,,,,long-legged,DUPLICATE_dalle_gambe_lunghe
745,,,,long-shanked,DUPLICATE_dalle_gambe_lunghe
746,,,,tall-growing,DUPLICATE_dalle_gambe_lunghe
747,,,,long,lungo
748,,,,long-stalked,dallo_stelo_lungo
749,,,,tall-stalked,DUPLICATE_dallo_stelo_lungo
750,,,,stately,imponente
751,,,,statuesque,statuario
752,,,,tallish,piuttosto_alto
754,L09_40,antonyms - gradable,simple,,semplice
755,,,,difficult,difficile
756,,,,challenging,impegnativo
757,,,,hard,DUPLICATE_difficile
758,,,,complicated,complicato
759,,,,demanding,faticoso
760,,,,daunting,scoraggiante
761,,,,taxing,gravoso
763,L09_41,antonyms - gradable,sincere,,sincero
764,,,,insincere,falso
765,,,,bootlicking,leccare_i_piedi
766,,,,fawning,adulatorio
767,,,,obsequious,ossequioso
768,,,,sycophantic,servile
769,,,,toadyish,ruffiano
770,,,,buttery,burroso
771,,,,fulsome,esagerato
772,,,,oily,unto
773,,,,oleaginous,oleoso
774,,,,smarmy,viscido
775,,,,soapy,saponoso
776,,,,unctuous,DUPLICATE_oleoso
777,,,,dissimulative,dissimulatorio
779,,,,feigned,fittizio
780,,,,gilded,apparente
781,,,,meretricious,ingannevole
782,,,,specious,specioso
783,,,,hypocritical,ipocrita
784,,,,plausible,plausibile
785,,,,counterfeit,contraffatto
786,,,,imitative,imitatorio
787,,,,dishonest,disonesto
788,,,,dishonorable,disonorevole
789,,,,disingenuous,in_malafede
790,,,,artful,ingegnoso
791,,,,unreal,immaginario
793,L09_42,antonyms - gradable,slow,,lento
794,,,,fast,veloce
795,,,,quick,rapido
796,,,,accelerated,accelerato
797,,,,alacritous,alacrito
798,,,,blistering,rapidissimo
799,,,,hot,caldo
800,,,,red-hot,rovente
801,,,,double-quick,alla_velocità_della_luce
802,,,,express,espresso
803,,,,fast-breaking,contropiede
804,,,,fast-paced,frenetico
805,,,,fleet,DUPLICATE_veloce
806,,,,swift,DUPLICATE_rapido
807,,,,high-speed,alta_velocità
808,,,,high-velocity,DUPLICATE_alta_velocità
809,,,,hurrying,fretta
810,,,,scurrying,muoversi_di_fretta
811,,,,immediate,immediato
812,,,,prompt,pronto
813,,,,straightaway,subito
814,,,,instantaneous,istantaneo
815,,,,instant,istante
816,,,,meteoric,meteorico
817,,,,speedy,scattante
818,,,,rapid,DUPLICATE_rapido
819,,,,winged,alato
820,,,,windy,ventoso
822,L09_43,antonyms - gradable,sweet,,dolce
823,,,,sour,aspro
824,,,,acerb,acerbo
825,,,,acerbic,DUPLICATE_acerbo
826,,,,astringent,astringente
827,,,,acetose,acido
828,,,,acetous,acetoso
829,,,,vinegary,acidulo
830,,,,vinegarish,DUPLICATE_acetoso
831,,,,acidic,DUPLICATE_acido
832,,,,acid,DUPLICATE_acido
833,,,,acidulent,DUPLICATE_aspro
834,,,,acidulous,DUPLICATE_acidulo
835,,,,lemony,che_sa_di_limone
836,,,,lemonlike,DUPLICATE_che_sa_di_limone
837,,,,sourish,aspro_come_un_limone
838,,,,tangy,acre
839,,,,tart,DUPLICATE_aspro
840,,,,subacid,subacido
841,,,,bitter,amaro
843,L09_44,antonyms - gradable,tasty,,gustoso
844,,,,tasteless,insapore
