,ID,Relation,Source,Target,IT
115,,,,insect,insetto
116,,,,creature,creatura
117,,,,beast,bestia
118,,,,lepidopteran,lepidottero
119,,,,animal,animale
120,,,,organism,organismo
121,,,,fauna,fauna
122,,,,arthropod,artropode
123,,,,lepidopterous_insect,insetto_lepidottero
124,,,,lepidopteron,DUPLICATE_lepidottero
125,,,,animate_being,essere_vivente
126,,,,living_thing,DUPLICATE_essere_vivente
128,L01_9,hypernyms - animals,cat,,gatto
129,,,,feline,felino
130,,,,beast,bestia
131,,,,animal,animale
132,,,,organism,organismo
133,,,,fauna,fauna
134,,,,placental,placentare
135,,,,carnivore,carnivoro
136,,,,chordate,cordato
137,,,,felid,felide
138,,,,eutherian,euteriano
139,,,,mammal,mammifero
140,,,,mammalian,DUPLICATE_mammifero
141,,,,eutherian_mammal,mammifero_euteriano
142,,,,animate_being,essere_vivente
143,,,,placental_mammal,mammifero_placentare
144,,,,craniate,vertebrato
146,L01_10,hypernyms - animals,chicken,,gallina
147,,,,fowl,galloansere
148,,,,bird,uccello
149,,,,vertebrate,vertebrato
150,,,,poultry,pollame
151,,,,creature,creatura
152,,,,beast,bestia
153,,,,being,essere_vivente
154,,,,animal,animale
155,,,,organism,organismo
156,,,,fauna,fauna
157,,,,chordate,cordato
158,,,,domestic_fowl,pollo
159,,,,animate_being,DUPLICATE_essere_vivente
160,,,,gallinaceous_bird,uccello_galliforme
161,,,,craniate,DUPLICATE_vertebrato
163,,,,living_thing,DUPLICATE_essere_vivente
165,,,,,gallinaceo
166,L01_11,hypernyms - animals,chimpanzee,,scimpanzè
167,,,,primate,primato
168,,,,vertebrate,vertebrato
169,,,,creature,creatura
170,,,,beast,bestia
171,,,,being,essere_vivente
172,,,,animal,animale
173,,,,organism,organismo
174,,,,fauna,fauna
175,,,,placental,placentare
176,,,,hominid,ominide
177,,,,chordate,cordato
178,,,,eutherian,euteriano
179,,,,mammal,mammifero
180,,,,ape,scimmia
181,,,,mammalian,DUPLICATE_mammifero
182,,,,animate_being,DUPLICATE_essere_vivente
183,,,,eutherian_mammal,mammifero_euteriano
184,,,,placental_mammal,mammifero_placentare
185,,,,craniate,DUPLICATE_vertebrato
186,,,,physical_physical_entity,entità_fisica
187,,,,living_thing,DUPLICATE_essere_vivente
189,L01_12,hypernyms - animals,chinchilla,,cincillà
190,,,,rodent,roditore
191,,,,vertebrate,vertebrato
192,,,,creature,creatura
193,,,,beast,bestia
194,,,,animal,animale
195,,,,organism,organismo
196,,,,fauna,fauna
197,,,,placental,placentare
198,,,,chordate,cordato
199,,,,eutherian,euteriano
200,,,,mammal,mammifero
201,,,,mammalian,DUPLICATE_mammifero
202,,,,eutherian_mammal,mammifero_euteriano
203,,,,gnawer,DUPLICATE_roditore
204,,,,animate_being,essere_vivente
205,,,,living_thing,DUPLICATE_essere_vivente
206,,,,placental_mammal,mammifero_placentare
207,,,,craniate,DUPLICATE_vertebrato
209,L01_13,hypernyms - animals,cobra,,cobra
210,,,,snake,serpente
211,,,,reptile,rettile
212,,,,elapid,elapide
213,,,,elapid_snake,serpente_elapide
214,,,,serpent,DUPLICATE_serpente
215,,,,ophidian,ofide
217,L01_14,hypernyms - animals,cockroach,,scarafaggio
218,,,,insect,insetto
219,,,,invertebrate,invertebrato
220,,,,creature,creatura
221,,,,beast,bestia
222,,,,dictyopterous_insect,insetto_ictyoptera
223,,,,being,essere_vivente
224,,,,animal,animale
225,,,,organism,organismo
226,,,,fauna,fauna
227,,,,arthropod,artropode
228,,,,animate_being,DUPLICATE_essere_vivente
229,,,,physical_entity,entità_fisica
230,,,,living_thing,DUPLICATE_essere_vivente
233,L01_15,hypernyms - animals,cow,,mucca
234,,,,bovid,bovide
235,,,,mammal,mammifero
236,,,,cattle,bestiame
237,,,,vertebrate,vertebrato
238,,,,creature,creatura
239,,,,ungulate,ungulato
240,,,,beast,bestia
241,,,,being,essere_vivente
242,,,,animal,animale
243,,,,organism,organismo
244,,,,fauna,fauna
245,,,,placental,placentare
246,,,,artiodactyl,artiodattile
247,,,,ruminant,ruminante
248,,,,chordate,cordato
249,,,,eutherian,euteriano
250,,,,mammalian,DUPLICATE_mammifero
251,,,,animate_being,DUPLICATE_essere_vivente
252,,,,eutherian_mammal,mammifero_euteriano
253,,,,placental_mammal,mammifero_placentare
254,,,,craniate,DUPLICATE_vertebrato
255,,,,physical_hoofed_mammal,DUPLICATE_ungulato
256,,,,physical_entity,entità_fisica
257,,,,even-toed_ungulate,DUPLICATE_artiodattile
258,,,,artiodactyl_mammal,mammifero_artiodattile
259,,,,living_thing,DUPLICATE_essere_vivente
261,L01_16,hypernyms - animals,coyote,,coyote
262,,,,canine,canino
263,,,,vertebrate,vertebrato
264,,,,creature,creatura
265,,,,beast,bestia
266,,,,canid,canide
267,,,,being,essere_vivente
268,,,,animal,animale
269,,,,organism,organismo
270,,,,fauna,fauna
271,,,,placental,placentare
272,,,,carnivore,carnivoro
273,,,,chordate,cordato
274,,,,eutherian,euteriano
275,,,,mammal,mammifero
276,,,,mammalian,DUPLICATE_mammifero
277,,,,animate_being,DUPLICATE_essere_vivente
278,,,,eutherian_mammal,mammifero_euteriano
279,,,,locomote,locomozione_animale
280,,,,placental_mammal,mammifero_placentare
281,,,,craniate,DUPLICATE_vertebrato
282,,,,domesticated_animal,animale_domestico
283,,,,physical_entity,entità_fisica
284,,,,domestic_animal,DUPLICATE_animale_domestico
285,,,,living_thing,DUPLICATE_essere_vivente
287,L01_17,hypernyms - animals,deer,,cervo
288,,,,bovid,bovide
289,,,,mammal,mammifero
290,,,,vertebrate,vertebrato
291,,,,creature,creatura
292,,,,ungulate,ungulato
293,,,,beast,bestia
294,,,,being,essere_vivente
295,,,,animal,animale
296,,,,organism,organismo
297,,,,fauna,fauna
298,,,,placental,placentare
299,,,,artiodactyl,artiodattile
300,,,,ruminant,ruminante
301,,,,chordate,cordato
302,,,,eutherian,euteriano
303,,,,mammalian,DUPLICATE_mammifero
304,,,,bovine,bovino
305,,,,animate_being,DUPLICATE_essere_vivente
306,,,,eutherian_mammal,mammifero_euteriano
307,,,,placental_mammal,mammifero_placentare
308,,,,craniate,craniato
309,,,,physical_hoofed_mammal,DUPLICATE_ungulato
310,,,,physical_entity,entita_fisica
311,,,,even-toed_ungulate,DUPLICATE_artiodattile
312,,,,artiodactyl_mammal,mammifero_artiodattile
313,,,,living_thing,DUPLICATE_essere_vivente
316,L01_18,hypernyms - animals,dog,,cane
317,,,,canine,canino
318,,,,vertebrate,vertebrato
319,,,,creature,creatura
320,,,,beast,bestia
321,,,,canid,canide
322,,,,being,essere_vivente
323,,,,animal,animale
324,,,,organism,organismo
325,,,,fauna,fauna
326,,,,placental,placentare
327,,,,carnivore,carnivoro
328,,,,chordate,cordato
329,,,,eutherian,euteriano
330,,,,mammal,mammifero
331,,,,mammalian,DUPLICATE_mammifero
332,,,,animate_being,DUPLICATE_essere_vivente
333,,,,eutherian_mammal,mammifero_euteriano
334,,,,locomote,NO_TRANSLATION
335,,,,placental_mammal,mammifero_placentare
336,,,,craniate,craniato
337,,,,domesticated_animal,animale_domestico
338,,,,physical_entity,entita_fisica
339,,,,domestic_animal,DUPLICATE_animale_domestico
340,,,,living_thing,DUPLICATE_essere_vivente
342,L01_19,hypernyms - animals,duck,,anatra
343,,,,fowl,galloansere
344,,,,bird,uccello
345,,,,vertebrate,vertebrato
346,,,,poultry,pollame
347,,,,creature,creatura
348,,,,beast,bestia
349,,,,being,essere_vivente
350,,,,animal,animale
351,,,,organism,organismo
352,,,,fauna,fauna
353,,,,chordate,cordato
354,,,,domestic_fowl,pollo
355,,,,waterfowl,uccello_acquatico
356,,,,water_fowl,DUPLICATE_uccello_acquatico
357,,,,animate_being,DUPLICATE_essere_vivente
358,,,,anseriform_bird,anseriforme
359,,,,craniate,craniato
360,,,,living_thing,DUPLICATE_essere_vivente
362,L01_20,hypernyms - animals,eagle,,aquila
363,,,,raptor,rapace
364,,,,bird,uccello
365,,,,vertebrate,vertebrato
366,,,,creature,creatura
367,,,,beast,bestia
368,,,,being,essere_vivente
369,,,,animal,animale
370,,,,organism,organismo
371,,,,fauna,fauna
372,,,,chordate,cordato
373,,,,animate_being,DUPLICATE_essere_vivente
374,,,,craniate,craniato
376,,,,raptorial_bird,DUPLICATE_uccello_rapace
377,,,,bird_of_prey,uccello_rapace
378,,,,living_thing,DUPLICATE_essere_vivente
380,L01_21,hypernyms - animals,falcon,,falco
381,,,,raptor,rapace
382,,,,bird,uccello
383,,,,vertebrate,vertebrato
384,,,,creature,creatura
385,,,,beast,bestia
386,,,,being,essere_vivente
387,,,,animal,animale
388,,,,organism,organismo
389,,,,fauna,fauna
390,,,,chordate,cordato
391,,,,animate_being,DUPLICATE_essere_vivente
392,,,,craniate,craniato
393,,,,living_thing,DUPLICATE_essere_vivente
394,,,,raptorial_bird,DUPLICATE_uccello_rapace
395,,,,bird_of_prey,uccello_rapace
397,L01_22,hypernyms - animals,fox,,volpe
398,,,,canine,canino
399,,,,vertebrate,vertebrato
400,,,,creature,creatura
401,,,,beast,bestia
402,,,,canid,canide
403,,,,being,essere
404,,,,animal,animale
405,,,,organism,organismo
406,,,,fauna,fauna
407,,,,placental,placentare
408,,,,carnivore,carnivoro
409,,,,chordate,cordato
410,,,,eutherian,euteriano
411,,,,mammal,mammifero
412,,,,mammalian,DUPLICATE_mammifero
413,,,,animate_being,essere_vivente
414,,,,eutherian_mammal,mammifero_eurteriano
415,,,,locomote,NO_TRANSLATION
416,,,,placental_mammal,mammifero_placentare
417,,,,craniate,craniato
418,,,,domesticated_animal,animale_domestico
419,,,,physical_entity,entita_fisica
420,,,,domestic_animal,DUPLICATE_animale_domestico
421,,,,living_thing,DUPLICATE_essere_vivente
423,L01_23,hypernyms - animals,gibbon,,gibbone
424,,,,primate,primato
425,,,,vertebrate,vertebrato
426,,,,creature,creatura
427,,,,beast,bestia
428,,,,being,essere_vivente
429,,,,animal,animale
430,,,,organism,organismo
431,,,,fauna,fauna
432,,,,placental,placentare
433,,,,chordate,cordato
434,,,,eutherian,euteriano
435,,,,mammal,mammifero
436,,,,ape,scimmia
437,,,,mammalian,DUPLICATE_mammifero
438,,,,animate_being,DUPLICATE_essere_vivente
439,,,,eutherian_mammal,mammifero_euteriano
440,,,,placental_mammal,mammifero_placentare
441,,,,craniate,craniato
442,,,,physical_physical_entity,entità_fisica
443,,,,living_thing,DUPLICATE_essere_vivente
446,L01_24,hypernyms - animals,goat,,capra
447,,,,bovid,bovide
448,,,,mammal,mammifero
449,,,,vertebrate,vertebrato
450,,,,ungulate,ungulato
451,,,,beast,bestia
452,,,,being,essere
453,,,,animal,animale
454,,,,organism,organismo
455,,,,fauna,fauna
456,,,,placental,placentare
457,,,,artiodactyl,artiodattile
458,,,,chordate,cordato
459,,,,eutherian,euteriano
460,,,,mammalian,DUPLICATE_mammifero
461,,,,animate_being,essere_vivente
462,,,,eutherian_mammal,mammifero_euteriano
463,,,,placental_mammal,mammifero_placentare
464,,,,craniate,craniato
465,,,,hoofed_mammal,DUPLICATE_ungulato
466,,,,even-toed_ungulate,DUPLICATE_artiodattile
467,,,,artiodactyl_mammal,mammifero_artiodattile
468,,,,living_thing,DUPLICATE_essere_vivente
470,L01_25,hypernyms - animals,goose,,oca
471,,,,fowl,galloansere
472,,,,bird,uccello
473,,,,vertebrate,vertebrato
474,,,,poultry,pollame
475,,,,creature,creatura
476,,,,beast,bestia
477,,,,being,essere_vivente
478,,,,animal,animale
479,,,,organism,organismo
480,,,,fauna,fauna
481,,,,chordate,cordato
482,,,,domestic_fowl,pollo
483,,,,waterfowl,uccello_acquatico
484,,,,water_fowl,DUPLICATE_uccello_acquatico
485,,,,animate_being,DUPLICATE_essere_vivente
486,,,,anseriform_bird,anseriforme
487,,,,craniate,craniato
488,,,,living_thing,DUPLICATE_essere_vivente
490,L01_26,hypernyms - animals,gorilla,,gorilla
491,,,,primate,primato
492,,,,vertebrate,vertebrato
493,,,,creature,creatura
494,,,,beast,bestia
495,,,,being,essere_vivente
496,,,,animal,animale
497,,,,organism,organismo
498,,,,fauna,fauna
499,,,,placental,placentare
500,,,,hominid,ominide
501,,,,chordate,cordato
502,,,,eutherian,euteriano
503,,,,mammal,mammifero
504,,,,ape,scimmia
505,,,,mammalian,DUPLICATE_mammifero
506,,,,animate_being,DUPLICATE_essere_vivente
507,,,,eutherian_mammal,mammifero_euteriano
508,,,,placental_mammal,mammifero_placentare
509,,,,craniate,craniato
510,,,,physical_physical_entity,entità_fisica
511,,,,living_thing,DUPLICATE_essere_vivente
513,L01_27,hypernyms - animals,hawk,,falco
514,,,,raptor,rapace
515,,,,bird,uccello
516,,,,vertebrate,vertebrato
517,,,,creature,creatura
518,,,,beast,bestia
519,,,,being,essere_vivente
520,,,,animal,animale
521,,,,organism,organismo
522,,,,fauna,fauna
523,,,,chordate,cordato
524,,,,animate_being,DUPLICATE_essere_vivente
525,,,,craniate,craniato
526,,,,living_thing,DUPLICATE_essere_vivente
527,,,,raptorial_bird,DUPLICATE_uccello_rapace
528,,,,bird_of_prey,uccello_rapace
530,L01_28,hypernyms - animals,human,,essere_umano
531,,,,primate,primato
532,,,,vertebrate,vertebrato
533,,,,creature,creatura
534,,,,beast,bestia
535,,,,being,essere_vivente
536,,,,animal,animale
537,,,,organism,organismo
538,,,,fauna,fauna
539,,,,placental,placentare
540,,,,hominid,ominide
541,,,,chordate,cordato
542,,,,eutherian,euteriano
543,,,,mammal,mammifero
544,,,,ape,scimmia
545,,,,mammalian,DUPLICATE_mammifero
546,,,,animate_being,DUPLICATE_essere_vivente
547,,,,eutherian_mammal,mammifero_euteriano
548,,,,placental_mammal,mammifero_placentare
549,,,,craniate,craniato
550,,,,physical_physical_entity,entità_fisica
551,,,,living_thing,DUPLICATE_essere_vivente
553,L01_29,hypernyms - animals,jackal,,sciacallo
554,,,,canine,canino
555,,,,vertebrate,vertebrato
556,,,,creature,creatura
557,,,,beast,bestia
558,,,,canid,canide
559,,,,being,essere
560,,,,animal,animale
561,,,,organism,organismo
562,,,,fauna,fauna
563,,,,placental,placentare
564,,,,carnivore,carnivoro
565,,,,chordate,cordato
566,,,,eutherian,euteriano
567,,,,mammal,mammifero
568,,,,mammalian,DUPLICATE_mammifero
569,,,,animate_being,essere_vivente
570,,,,eutherian_mammal,mammifero_euteriano
571,,,,locomote,NO_TRANSLATION
572,,,,placental_mammal,mammifero_placentare
573,,,,craniate,craniato
574,,,,domesticated_animal,animale_domestico
575,,,,physical_entity,entita_fisica
576,,,,domestic_animal,DUPLICATE_animale_domestico
577,,,,living_thing,DUPLICATE_essere_vivente
579,L01_30,hypernyms - animals,jaguar,,giaguaro
580,,,,feline,felino
581,,,,cat,gatto
582,,,,beast,bestia
583,,,,animal,animale
584,,,,organism,organismo
585,,,,fauna,fauna
586,,,,placental,placentare
587,,,,carnivore,carnivoro
588,,,,chordate,cordato
589,,,,felid,felide
590,,,,eutherian,euteriano
591,,,,mammal,mammifero
592,,,,mammalian,DUPLICATE_mammifero
593,,,,eutherian_mammal,mammifero_euteriano
594,,,,animate_being,essere_vivente
595,,,,placental_mammal,mammifero_placentare
596,,,,craniate,craniato
597,,,,big_cat,DUPLICATE_felino
599,L01_31,hypernyms - animals,leopard,,leopardo
600,,,,feline,felino
601,,,,cat,gatto
602,,,,beast,bestia
603,,,,animal,animale
604,,,,organism,organismo
605,,,,fauna,fauna
606,,,,placental,placentare
607,,,,carnivore,carnivoro
608,,,,causal_agent,NO_TRANSLATION
609,,,,chordate,cordato
610,,,,felid,felide
611,,,,eutherian,euteriano
612,,,,mammal,mammifero
613,,,,mammalian,DUPLICATE_mammifero
614,,,,eutherian_mammal,mammifero_euteriano
615,,,,animate_being,essere_vivente
616,,,,placental_mammal,mammifero_placentare
617,,,,craniate,craniato
618,,,,big_cat,DUPLICATE_felino
620,L01_32,hypernyms - animals,lion,,leone
621,,,,feline,felino
622,,,,cat,gatto
623,,,,beast,bestia
624,,,,animal,animale
625,,,,organism,organismo
626,,,,fauna,fauna
627,,,,placental,placentare
628,,,,carnivore,carnivoro
629,,,,chordate,cordato
630,,,,felid,felide
631,,,,eutherian,euteriano
632,,,,mammal,mammifero
633,,,,mammalian,DUPLICATE_mammifero
634,,,,eutherian_mammal,mammifero_euteriano
635,,,,animate_being,essere_vivente
636,,,,placental_mammal,mammifero_placentare
637,,,,craniate,vertebrato
638,,,,big_cat,DUPLICATE_felino
640,L01_33,hypernyms - animals,mamba,,mamba
641,,,,snake,serpente
642,,,,reptile,rettile
643,,,,elapid,elapide
644,,,,elapid_snake,serpente_elapide
645,,,,serpent,DUPLICATE_serpente
646,,,,ophidian,ofide
648,L01_34,hypernyms - animals,mouse,,topo
649,,,,rodent,roditore
650,,,,vertebrate,vertebrato
651,,,,creature,creatura
652,,,,beast,bestia
654,,,,organism,organismo
655,,,,fauna,fauna
656,,,,placental,placentare
657,,,,chordate,cordato
658,,,,eutherian,euteriano
659,,,,mammal,mammifero
660,,,,mammalian,DUPLICATE_mammifero
661,,,,eutherian_mammal,mammifero_euteriano
662,,,,gnawer,DUPLICATE_roditore
663,,,,animate_being,DUPLICATE_essere_vivente
664,,,,living_thing,DUPLICATE_essere_vivente
665,,,,placental_mammal,mammifero_placentare
666,,,,craniate,craniato
667,,,,animale,animale
669,L01_35,hypernyms - animals,orangutan,,orango
670,,,,primate,primato
671,,,,vertebrate,vertebrato
672,,,,creature,creatura
673,,,,beast,bestia
674,,,,being,essere_vivente
675,,,,animal,animale
676,,,,organism,organismo
677,,,,fauna,fauna
678,,,,placental,placentare
679,,,,hominid,ominide
680,,,,chordate,cordato
681,,,,eutherian,euteriano
682,,,,mammal,mammifero
683,,,,ape,scimmia
684,,,,mammalian,DUPLICATE_mammifero
685,,,,animate_being,DUPLICATE_essere_vivente
686,,,,eutherian_mammal,mammifero_euteriano
687,,,,placental_mammal,mammifero_placentare
688,,,,craniate,craniato
689,,,,physical_physical_entity,entità_fisica
690,,,,living_thing,DUPLICATE_essere_vivente
692,L01_36,hypernyms - animals,owl,,gufo
693,,,,raptor,rapace
694,,,,bird,uccello
695,,,,vertebrate,vertebrato
696,,,,creature,creatura
697,,,,beast,bestia
698,,,,being,essere_vivente
699,,,,animal,animale
700,,,,organism,organismo
701,,,,fauna,fauna
702,,,,chordate,cordato
703,,,,animate_being,DUPLICATE_essere_vivente
704,,,,craniate,craniato
705,,,,living_thing,DUPLICATE_essere_vivente
706,,,,raptorial_bird,DUPLICATE_uccello_rapace
707,,,,bird_of_prey,uccello_rapace
709,L01_37,hypernyms - animals,pony,,pony
710,,,,bovid,bovide
711,,,,mammal,mammifero
712,,,,horse,cavallo
713,,,,vertebrate,vertebrato
714,,,,creature,creatura
715,,,,beast,bestia
716,,,,animal,animale
717,,,,organism,organismo
718,,,,fauna,fauna
719,,,,placental,placentare
720,,,,eutherian,euteriano
721,,,,equine,equino
722,,,,mammalian,DUPLICATE_mammifero
723,,,,equid,equide
724,,,,living_thing,essere_vivente
725,,,,odd-toed_ungulate,DUPLICATE_perissodattile
726,,,,animate_being,DUPLICATE_essere_vivente
727,,,,eutherian_mammal,mammifero_euteriano
728,,,,perissodactyl,perissodattile
729,,,,placental_mammal,mammifero_placentare
730,,,,craniate,craniato
731,,,,hoofed_mammal,ungulato
732,,,,physical_entity,entità_fisica
733,,,,perissodactyl_mammal,mammifero_perissodattile
734,,,,equus_caballus,cavallo_selvatico
736,L01_38,hypernyms - animals,porcupine,,porcospino
737,,,,rodent,roditore
738,,,,vertebrate,vertebrato
739,,,,creature,creatura
740,,,,beast,bestia
741,,,,animal,animal
742,,,,organism,organismo
743,,,,fauna,fauna
744,,,,placental,placentare
745,,,,chordate,cordato
746,,,,eutherian,euteriano
747,,,,mammal,mammifero
748,,,,mammalian,DUPLICATE_mammifero
749,,,,eutherian_mammal,mammifero_euteriano
750,,,,gnawer,DUPLICATE_roditore
751,,,,animate_being,essere_vivente
752,,,,living_thing,DUPLICATE_essere_vivente
753,,,,placental_mammal,mammifero_placentare
754,,,,craniate,craniato
756,L01_39,hypernyms - animals,quail,,quaglia
757,,,,fowl,galloansere
758,,,,bird,uccello
759,,,,vertebrate,vertebrato
760,,,,poultry,pollame
761,,,,creature,creatura
762,,,,beast,bestia
763,,,,being,essere_vivente
764,,,,animal,animale
765,,,,organism,organismo
766,,,,fauna,fauna
767,,,,chordate,cordato
768,,,,wild_fowl,DUPLICATE_uccello_selvatico
769,,,,wildfowl,uccello_selvatico
770,,,,animate_being,DUPLICATE_essere_vivente
771,,,,gallinaceous_bird,uccello_galliforme
772,,,,craniate,craniato
773,,,,gallinacean,gallinaceo
774,,,,living_thing,DUPLICATE_essere_vivente
776,L01_40,hypernyms - animals,rattlesnake,,serpente_a_sonagli
777,,,,snake,serpente
778,,,,reptile,rettile
779,,,,pit_viper,crotalina
780,,,,serpent,DUPLICATE_serpente
781,,,,ophidian,ofide
783,L01_41,hypernyms - animals,squirrel,,scoiattolo
784,,,,rodent,roditore
785,,,,vertebrate,vertebrato
786,,,,creature,creatura
787,,,,beast,bestia
788,,,,animal,animale
789,,,,organism,organismo
790,,,,fauna,fauna
791,,,,placental,placentare
792,,,,chordate,cordato
793,,,,eutherian,euteriano
794,,,,mammal,mammifero
795,,,,mammalian,DUPLICATE_mammifero
796,,,,eutherian_mammal,mammifero_euteriano
797,,,,gnawer,DUPLICATE_roditore
798,,,,animate_being,essere_vivente
799,,,,living_thing,DUPLICATE_essere_vivente
800,,,,placental_mammal,mammifero_placentare
801,,,,craniate,craniato
803,L01_42,hypernyms - animals,stegosaurus,,stegosauro
804,,,,dinosaur,dinosauro
805,,,,reptile,rettile
806,,,,armored_dinosaur,NO_TRANSLATION
807,,,,archosaur,arcosauro
808,,,,archosaurian,DUPLICATE_arcosauro
809,,,,archosaurian_reptile,rettile_arcosauro
811,L01_43,hypernyms - animals,tiger,,tigre
812,,,,feline,felino
813,,,,cat,gatto
814,,,,beast,bestia
815,,,,animal,animale
816,,,,organism,organismo
817,,,,fauna,fauna
818,,,,placental,placentare
819,,,,carnivore,carnivoro
820,,,,chordate,cordato
821,,,,felid,felide
822,,,,eutherian,euteriano
823,,,,mammal,mammifero
824,,,,mammalian,DUPLICATE_mammifero
825,,,,eutherian_mammal,mammifero_euteriano
826,,,,animate_being,essere_vivente
827,,,,placental_mammal,mammifero_placentare
828,,,,craniate,craniato
829,,,,big_cat,DUPLICATE_felino
832,L01_44,hypernyms - animals,triceratops,,triceratopo
833,,,,dinosaur,dinosauro
834,,,,reptile,rettile
835,,,,ceratopsian,ceratopo
836,,,,horned_dinosaur,DUPLICATE_ceratopo
837,,,,archosaur,arcosauro
838,,,,archosaurian,DUPLICATE_arcosauro
839,,,,archosaurian_reptile,rettile_arcosauro
841,L01_45,hypernyms - animals,turkey,,tacchino
842,,,,fowl,galloansere
843,,,,bird,uccello
844,,,,vertebrate,vertebrato
845,,,,poultry,pollame
846,,,,creature,creatura
847,,,,beast,bestia
848,,,,being,essere_vivente
849,,,,animal,animale
850,,,,organism,organismo
851,,,,fauna,fauna
852,,,,chordate,cordato
853,,,,domestic_fowl,pollo
854,,,,animate_being,DUPLICATE_essere_vivente
855,,,,gallinaceous_bird,uccello_galliforme
856,,,,craniate,craniato
857,,,,gallinacean,gallinaceo
858,,,,living_thing,DUPLICATE_essere_vivente
860,L01_46,hypernyms - animals,tyrannosaurus,,tirannosauro
861,,,,dinosaur,dinosauro
862,,,,reptile,rettile
863,,,,theropod,teropode
864,,,,theropod_dinosaur,dinosauro_teropode
865,,,,bird-footed_dinosaur,DUPLICATE_teropode
866,,,,archosaur,arcosauro
867,,,,archosaurian,DUPLICATE_arcosauro
868,,,,archosaurian_reptile,rettile_arcosauro
870,L01_47,hypernyms - animals,velociraptor,,velociraptor
871,,,,dinosaur,dinosauro
872,,,,reptile,rettile
873,,,,maniraptor,maniraptora
