,ID,Relation,Source,Target,MK
318,,,,green_groceries,зеленчук
319,,,,garden_truck,градинарски_растенија
320,,,,food,храна
321,,,,matter,"елемент,_материја"
322,,,,natural_object,природен_објект
323,,,,physical_entity,физички_ентитет
324,,,,unit,парче
325,,,,entity,ентитет
326,,,,object,објект
327,,,,physical_object,физички_објект
329,L02_18,hypernyms - misc,hairnet,,мрежа_за_коса
330,,,,net,мрежа
331,,,,network,DUPLICATE_мрежа
332,,,,mesh,котелец
333,,,,meshing,NO_TRANSLATION
334,,,,meshwork,DUPLICATE_NO_TRANSLATION
335,,,,fabric,ткаенина
336,,,,cloth,крпа
337,,,,material,материјал
338,,,,textile,текстил
339,,,,artifact,артефакт
340,,,,artefact,DUPLICATE_артефакт
341,,,,unit,парче
342,,,,object,објект
343,,,,physical_object,физички_објект
344,,,,physical_entity,физички_ентитет
345,,,,entity,ентитет
347,L02_19,hypernyms - misc,hairpin,,игла_за_коса
348,,,,pin,безопасна_игла
349,,,,fastener,"прицврстувач,_суста"
350,,,,fastening,NO_TRANSLATION
351,,,,holdfast,DUPLICATE_NO_TRANSLATION
352,,,,fixing,зацврстувач
353,,,,restraint,задршка
354,,,,constraint,скованост
355,,,,device,направа
356,,,,artifact,артефакт
357,,,,artefact,DUPLICATE_артефакт
358,,,,unit,парче
359,,,,object,објект
360,,,,physical_object,физички_објект
361,,,,physical_entity,физички_ентитет
362,,,,entity,ентитет
364,L02_20,hypernyms - misc,hamburger,,хамбургер
365,,,,sandwich,сендвич
366,,,,snack_food,грицки
367,,,,dish,јадење
368,,,,nutriment,храна
369,,,,nourishment,хранење
370,,,,nutrition,DUPLICATE_исхрана
371,,,,sustenance,издршка
372,,,,aliment,DUPLICATE_исхрана
373,,,,alimentation,DUPLICATE_исхрана
374,,,,victuals,намирници
375,,,,food,DUPLICATE_храна
376,,,,nutrient,хранлива_состојка
377,,,,substance,состојка
378,,,,matter,"елемент,_материја"
379,,,,physical_entity,физички_ентитет
380,,,,entity,ентитет
381,,,,beef,говедско
382,,,,boeuf,NO_TRANSLATION
383,,,,meat,месо
384,,,,solid_food,цврста_храна
385,,,,solid,цврсто
387,L02_21,hypernyms - misc,jacket,,жакет
388,,,,clothes,гардероба
389,,,,coat,капут
390,,,,overgarment,горни_облеки
391,,,,outer_garment,NO_TRANSLATION
392,,,,garment,парче_облека
393,,,,clothing,облека
394,,,,article_of_clothing,DUPLICATE_парче_облека
395,,,,vesture,DUPLICATE_NO_TRANSLATION
396,,,,wear,алишта
397,,,,wearable,DUPLICATE_NO_TRANSLATION
398,,,,habiliment,DUPLICATE_NO_TRANSLATION
399,,,,consumer_goods,потрошувачки_добра
400,,,,covering,прекривка
401,,,,commodity,стока
402,,,,trade_good,трговски_стоки
403,,,,good,роба
404,,,,artifact,артефакт
405,,,,artefact,DUPLICATE_артефакт
406,,,,unit,парче
407,,,,object,објект
408,,,,physical_object,физички_објект
409,,,,physical_entity,физички_ентитет
410,,,,entity,ентитет
412,L02_22,hypernyms - misc,jeans,,џинс
413,,,,trousers,панталони
414,,,,pants,DUPLICATE_панталони
415,,,,workwear,работно_одело
416,,,,garment,парче_облека
417,,,,clothing,облека
418,,,,clothes,гардероба
419,,,,article_of_clothing,DUPLICATE_парче_облека
420,,,,vesture,DUPLICATE_odjeća
421,,,,wear,алишта
422,,,,wearable,NO_TRANSLATION
423,,,,habiliment,DUPLICATE_NO_TRANSLATION
424,,,,consumer_goods,потрошувачки_добра
425,,,,covering,прекривка
426,,,,commodity,стока
427,,,,trade_good,трговски_стоки
428,,,,good,роба
429,,,,artifact,артефакт
430,,,,artefact,DUPLICATE_артефакт
431,,,,unit,парче
432,,,,object,објект
433,,,,physical_object,физички_објект
434,,,,physical_entity,физички_ентитет
435,,,,entity,ентитет
437,L02_23,hypernyms - misc,juicer,,соковник
438,,,,utensil,прибор
439,,,,physical_entity,физички_ентитет
440,,,,entity,ентитет
441,,,,unit,парче
442,,,,object,објект
443,,,,physical_object,физички_објект
444,,,,squeezer,цедалка
445,,,,kitchen_utensil,кујнски_прибор
446,,,,implement,изведба
447,,,,artifact,артефакт
448,,,,artefact,DUPLICATE_артефакт
450,L02_24,hypernyms - misc,lemon,,лимон
451,,,,citrus,агруми
453,,,,citrous_fruit,DUPLICATE_citrusno_voće
454,,,,fruit,овошје
455,,,,edible_fruit,овошје_за_јадење
456,,,,produce,производ
457,,,,green_goods,зелени_добра
458,,,,green_groceries,зеленчук
459,,,,garden_truck,градинарски_растенија
460,,,,food,храна
461,,,,matter,"елемент,_материја"
462,,,,natural_object,природен_објект
463,,,,physical_entity,физички_ентитет
464,,,,unit,парче
465,,,,entity,ентитет
466,,,,object,објект
467,,,,physical_object,физички_објект
469,L02_25,hypernyms - misc,lotion,,лосион
470,,,,toiletry,тоалетен_прибор
471,,,,toilet_articles,тоалетни_производи
472,,,,artifact,артефакт
473,,,,artefact,DUPLICATE_артефакт
474,,,,unit,парче
475,,,,object,објект
476,,,,physical_object,физички_објект
477,,,,physical_entity,физички_ентитет
478,,,,entity,ентитет
480,L02_26,hypernyms - misc,mascara,,маскара
481,,,,makeup,шминка
482,,,,make-up,DUPLICATE_шминка
483,,,,war_paint,војнички_бои
484,,,,cosmetic,козметика
485,,,,toiletry,тоалетен_прибор
486,,,,toilet_articles,тоалетни_производи
487,,,,artifact,артефакт
488,,,,artefact,DUPLICATE_артефакт
489,,,,unit,парче
490,,,,object,објект
491,,,,physical_object,физички_објект
492,,,,physical_entity,физички_ентитет
493,,,,entity,ентитет
495,L02_27,hypernyms - misc,necklace,,ѓердан
496,,,,jewelry,накит
497,,,,jewellery,DUPLICATE_накит
498,,,,adornment,ukras
499,,,,decoration,декорација
500,,,,ornament,орнамент
501,,,,ornamentation,ukrašavanje
502,,,,artifact,артефакт
503,,,,artefact,DUPLICATE_артефакт
504,,,,unit,парче
505,,,,object,објект
506,,,,physical_object,физички_објект
507,,,,physical_entity,физички_ентитет
508,,,,entity,ентитет
510,L02_28,hypernyms - misc,notebook,,бележник
511,,,,book,книга
512,,,,volume,том
513,,,,product,производ
514,,,,production,производство
515,,,,creation,креација
516,,,,artifact,артефакт
517,,,,artefact,DUPLICATE_артефакт
518,,,,unit,парче
519,,,,object,објект
520,,,,physical_object,физички_објект
521,,,,physical_entity,физички_ентитет
522,,,,entity,ентитет
523,,,,portable_computer,преносен_компјутер
524,,,,personal_computer,персонален_компјутер
525,,,,pc,PC
526,,,,microcomputer,микросметач
527,,,,digital_computer,дигитален_сметач
528,,,,computer,сметач
529,,,,computing_machine,пресметувачка_машина
530,,,,computing_device,компјутерски_уред
531,,,,data_processor,процесор
532,,,,electronic_computer,електронски_smeta;
534,,,,machine,машина
535,,,,device,уред
537,L02_29,hypernyms - misc,notepad,,notepad
538,,,,pad,подлога
540,,,,tablet,таблет
541,,,,paper,хартија
542,,,,material,материјал
543,,,,stuff,DUPLICATE_материјал
544,,,,substance,состојка
545,,,,matter,"елемент,_материја"
546,,,,part,дел
547,,,,portion,NO_TRANSLATION
548,,,,component_part,компјутерски_дел
549,,,,component,компонента
550,,,,constituent,составен_дел
551,,,,physical_entity,физички_ентитет
552,,,,relation,однос
553,,,,entity,ентитет
554,,,,abstraction,апстракција
555,,,,abstract_entity,апстректен_ентитет
557,L02_30,hypernyms - misc,pastry,,печиво
558,,,,food,храна
559,,,,dough,testo
560,,,,concoction,NO_TRANSLATION
561,,,,mixture,смеса
562,,,,intermixture,DUPLICATE_NO_TRANSLATION
563,,,,foodstuff,DUPLICATE_храна
564,,,,food_product,прехранбен_производ
565,,,,nutrient,хранлива_состојка
566,,,,substance,состојка
567,,,,matter,"елемент,_материја"
568,,,,physical_entity,физички_ентитет
569,,,,entity,ентитет
570,,,,baked_goods,пекарски_производи
571,,,,solid_food,цврста_храна
572,,,,solid,цврсто
574,L02_31,hypernyms - misc,peach,,праска
575,,,,fruit,овошје
576,,,,drupe,костелка
577,,,,stone_fruit,NO_TRANSLATION
578,,,,edible_fruit,овошје_за_јадење
579,,,,produce,производ
580,,,,green_goods,зелени_добра
581,,,,green_groceries,зеленчук
582,,,,garden_truck,градинарски_растенија
583,,,,food,храна
584,,,,matter,"елемент,_материја"
585,,,,natural_object,природен_објект
586,,,,physical_entity,физички_ентитет
587,,,,unit,парче
588,,,,entity,ентитет
589,,,,object,објект
590,,,,physical_object,физички_објект
592,L02_32,hypernyms - misc,perfume,,парфем
593,,,,toiletry,тоалетен_прибор
594,,,,toilet_articles,тоалетни_производи
595,,,,artifact,артефакт
596,,,,artefact,DUPLICATE_артефакт
597,,,,unit,парче
598,,,,object,објект
599,,,,physical_object,физички_објект
600,,,,physical_entity,физички_ентитет
601,,,,entity,ентитет
603,L02_33,hypernyms - misc,photo,,фотографија
604,,,,picture,слика
605,,,,image,DUPLICATE_слика
606,,,,representation,приказ
607,,,,creation,креација
608,,,,artifact,артефакт
609,,,,artefact,DUPLICATE_артефакт
610,,,,unit,парче
611,,,,object,објект
612,,,,physical_object,физички_објект
613,,,,physical_entity,физички_ентитет
614,,,,entity,ентитет
616,L02_34,hypernyms - misc,pie,,пита
617,,,,pastry,печиво
618,,,,baked_goods,пекарски_производи
619,,,,food,храна
620,,,,solid_food,цврста_храна
621,,,,solid,цврсто
622,,,,matter,"елемент,_материја"
623,,,,physical_entity,физички_ентитет
624,,,,entity,ентитет
625,,,,indo-european,индоевропски
626,,,,indo-european_language,индоевропски_јазик
627,,,,indo-hittite,NO_TRANSLATION
628,,,,natural_language,природен_јазик
629,,,,tongue,јазик
630,,,,language,DUPLICATE_јазик
631,,,,linguistic_communication,јазична_комуникација
632,,,,communication,комуникација
633,,,,abstraction,апстракција
634,,,,abstract_entity,апстрактен_ентитет
636,L02_35,hypernyms - misc,plum,,слива
637,,,,fruit,овошје
638,,,,drupe,костелка
639,,,,stone_fruit,NO_TRANSLATION
640,,,,edible_fruit,овошје_за_јадење
641,,,,produce,производ
642,,,,green_goods,зелени_добра
643,,,,green_groceries,зеленчук
644,,,,garden_truck,градинарски_растенија
645,,,,food,храна
646,,,,matter,"елемент,_материја"
647,,,,natural_object,prirodni_објект
648,,,,physical_entity,физички_ентитет
649,,,,unit,парче
650,,,,entity,ентитет
651,,,,object,објект
652,,,,physical_object,физички_објект
654,L02_36,hypernyms - misc,postcard,,разгледница
655,,,,card,картичка
656,,,,correspondence,преписка
657,,,,first_class,прва_класа
658,,,,1st_class,DUPLICATE_прва_класа
659,,,,first-class_mail,NO_TRANSLATION
660,,,,1st-class_mail,DUPLICATE_NO_TRANSLATION
661,,,,written_communication,пишана_комуникација
662,,,,written_language,пишан_јазик
663,,,,black_and_white,црно_бело
664,,,,mail,пошта
665,,,,communication,комуникација
666,,,,message,порака
667,,,,abstraction,апстракција
668,,,,abstract_entity,апстрактен_ентитет
669,,,,entity,ентитет
671,L02_37,hypernyms - misc,shelf,,полица
672,,,,furniture,мебел
673,,,,support,лежиште
674,,,,piece_of_furniture,парче_мебел
675,,,,article_of_furniture,DUPLICATE_парче_мебел
676,,,,furnishing,опремување
677,,,,artifact,артефакт
678,,,,artefact,DUPLICATE_артефакт
679,,,,unit,парче
680,,,,object,објект
681,,,,physical_object,физички_објект
682,,,,physical_entity,физички_ентитет
683,,,,entity,ентитет
685,L02_38,hypernyms - misc,shirt,,кошула
686,,,,clothes,гардероба
687,,,,garment,парче_облека
688,,,,clothing,облека
689,,,,article_of_clothing,DUPLICATE_парче_облека
690,,,,vesture,NO_TRANSLATION
691,,,,wear,DUPLICATE_NO_TRANSLATION
692,,,,wearable,DUPLICATE_NO_TRANSLATION
693,,,,habiliment,DUPLICATE_NO_TRANSLATION
694,,,,consumer_goods,потрошувачки_добра
695,,,,covering,прекривка
696,,,,commodity,стока
697,,,,trade_good,трговски_стоки
698,,,,good,добро
699,,,,artifact,артефакт
700,,,,artefact,DUPLICATE_артефакт
701,,,,unit,парче
702,,,,object,објект
703,,,,physical_object,физички_објект
704,,,,physical_entity,физички_ентитет
705,,,,entity,ентитет
707,L02_39,hypernyms - misc,sidewalk,,тротоар
708,,,,walk,корзо
709,,,,walkway,NO_TRANSLATION
710,,,,paseo,DUPLICATE_NO_TRANSLATION
711,,,,path,"пат,_патека"
712,,,,way,DUPLICATE_пат
713,,,,artifact,артефакт
714,,,,artefact,DUPLICATE_артефакт
715,,,,unit,парче
716,,,,object,објект
717,,,,physical_object,физички_објект
718,,,,physical_entity,физички_ентитет
719,,,,entity,ентитет
721,L02_40,hypernyms - misc,skirt,,здолниште
722,,,,clothes,гардероба
723,,,,garment,парче_облека
724,,,,clothing,облека
725,,,,article_of_clothing,DUPLICATE_парче_облека
726,,,,vesture,NO_TRANSLATION
727,,,,wear,DUPLICATE_NO_TRANSLATION
728,,,,wearable,DUPLICATE_NO_TRANSLATION
729,,,,habiliment,DUPLICATE_NO_TRANSLATION
730,,,,consumer_goods,потрошувачки_добра
731,,,,covering,прекривка
732,,,,commodity,стока
733,,,,trade_good,трговски_стоки
734,,,,good,роба
735,,,,artifact,артефакт
736,,,,artefact,DUPLICATE_артефакт
737,,,,unit,парче
738,,,,object,објект
739,,,,physical_object,физички_објект
740,,,,physical_entity,физички_ентитет
741,,,,entity,ентитет
743,L02_41,hypernyms - misc,sofa,,"диван,_отоман"
744,,,,furniture,мебел
745,,,,seat,седало
746,,,,piece_of_furniture,парче_мебел
747,,,,article_of_furniture,DUPLICATE_парче_мебел
748,,,,furnishing,опремување
749,,,,artifact,артефакт
750,,,,artefact,DUPLICATE_артефакт
751,,,,unit,парче
752,,,,object,објект
753,,,,physical_object,физички_објект
754,,,,physical_entity,физички_ентитет
755,,,,entity,ентитет
757,L02_42,hypernyms - misc,stapler,,хефталка
758,,,,device,уред
759,,,,machine,машина
760,,,,artifact,артефакт
761,,,,artefact,DUPLICATE_артефакт
762,,,,unit,парче
763,,,,object,објект
764,,,,physical_object,физички_објект
765,,,,physical_entity,физички_ентитет
766,,,,entity,ентитет
768,L02_43,hypernyms - misc,sunscreen,,крема_за_сончање
769,,,,cream,крема
770,,,,lotion,лосион
771,,,,ointment,"мелем,_мевлем"
772,,,,emollient,NO_TRANSLATION
773,,,,toiletry,тоалетен_прибор
774,,,,toilet_articles,тоалетни_производи
775,,,,artifact,артефакт
776,,,,artefact,DUPLICATE_артефакт
777,,,,unit,парче
778,,,,object,објект
779,,,,physical_object,физички_објект
780,,,,physical_entity,физички_ентитет
781,,,,entity,ентитет
783,L02_44,hypernyms - misc,sweater,,џемпер
784,,,,clothes,гардероба
785,,,,garment,парче_облека
786,,,,clothing,облека
787,,,,article_of_clothing,DUPLICATE_парче_облека
788,,,,vesture,NO_TRANSLATION
789,,,,wear,DUPLICATE_NO_TRANSLATION
790,,,,wearable,DUPLICATE_NO_TRANSLATION
791,,,,habiliment,DUPLICATE_NO_TRANSLATION
792,,,,consumer_goods,потрошувачки_добра
793,,,,covering,прекривка
794,,,,commodity,стока
795,,,,trade_good,трговски_стоки
796,,,,good,роба
797,,,,artifact,артефакт
798,,,,artefact,DUPLICATE_артефакт
799,,,,unit,парче
800,,,,object,објект
801,,,,physical_object,физички_објект
802,,,,physical_entity,физички_ентитет
803,,,,entity,ентитет
806,L02_45,hypernyms - misc,toaster,,тостер
807,,,,appliance,уред
808,,,,entity,ентитет
809,,,,unit,парче
810,,,,object,објект
811,,,,physical_object,физички_објект
812,,,,kitchen_appliance,кујнски_уред
813,,,,home_appliance,домашен_уред
814,,,,household_appliance,DUPLICATE_домашен_уред
815,,,,durables,трајна_роба
816,,,,durable_goods,трајни_добра
817,,,,consumer_durables,потрошувачка_роба
818,,,,consumer_goods,потрошувачки_добра
819,,,,commodity,стока
820,,,,trade_good,трговски_стоки
821,,,,good,роба
822,,,,artifact,артефакт
823,,,,artefact,DUPLICATE_артефакт
824,,,,physical_entity,физички_ентитет
826,L02_46,hypernyms - misc,toothbrush,,четка_за_заби
827,,,,brush,четка
828,,,,toiletry,тоалетен_прибор
829,,,,toilet_articles,тоалетни_производи
830,,,,implement,прибор
831,,,,artifact,артефакт
832,,,,artefact,DUPLICATE_артефакт
833,,,,unit,парче
834,,,,object,објект
835,,,,physical_object,физички_објект
836,,,,physical_entity,физички_ентитет
837,,,,entity,ентитет
838,,,,mustache,мустак
839,,,,moustache,DUPLICATE_мустак
840,,,,facial_hair,влакна_на_лицето
841,,,,hair,коса
842,,,,body_covering,крзно
843,,,,covering,прекривка
844,,,,natural_covering,природно_крзно
845,,,,cover,навлака
846,,,,natural_object,природен_објект
848,L02_47,hypernyms - misc,tub,,када
849,,,,container,контејнер
850,,,,vessel,сад
851,,,,artifact,артефакт
852,,,,artefact,DUPLICATE_артефакт
853,,,,unit,парче
854,,,,object,објект
855,,,,physical_object,физички_објект
856,,,,physical_entity,физички_ентитет
857,,,,entity,ентитет
859,L02_48,hypernyms - misc,tv,,ТВ
860,,,,device,уред
861,,,,machine,машина
862,,,,receiver,приемник
863,,,,receiving_system,приеемен_систем
864,,,,set,телевизор
865,,,,electronic_equipment,електронска_опрема
866,,,,equipment,опрема
867,,,,artifact,артефакт
868,,,,artefact,DUPLICATE_артефакт
869,,,,unit,парче
870,,,,object,објект
871,,,,physical_object,физички_објект
872,,,,physical_entity,физички_ентитет
873,,,,entity,ентитет
874,,,,broadcasting,пренос
875,,,,telecommunication,телекомуникации
876,,,,telecom,телеком
877,,,,medium,медиум
879,L02_49,hypernyms - misc,vase,,вазна
880,,,,jar,тегла
881,,,,vessel,сад
882,,,,container,контејнер
883,,,,artifact,артефакт
884,,,,artefact,DUPLICATE_артефакт
885,,,,unit,парче
886,,,,object,објект
887,,,,physical_object,физички_објект
888,,,,physical_entity,физички_ентитет
889,,,,entity,ентитет
891,L02_50,hypernyms - misc,wristband,,NO_TRANSLATION
892,,,,band,појас
893,,,,strip,лента
894,,,,slip,долниште
895,,,,artifact,артефакт
896,,,,artefact,DUPLICATE_артефакт
897,,,,unit,парче
898,,,,object,објект
899,,,,physical_object,физички_објект
900,,,,physical_entity,физички_ентитет
901,,,,entity,ентитет
