,ID,Relation,Source,Target,MK
222,,,,dictyopterous_insect,NO_TRANSLATION
223,,,,being,DUPLICATE_суштество
224,,,,animal,животно
225,,,,organism,органзиам
226,,,,fauna,фауна
227,,,,arthropod,членконоги
228,,,,animate_being,живо_суштество
229,,,,physical_entity,физички_ентитет
230,,,,living_thing,живо_битие
233,L01_15,hypernyms - animals,cow,,крава
234,,,,bovid,NO_TRANSLATION
235,,,,mammal,цицач
236,,,,cattle,стока
237,,,,vertebrate,`рбетник
238,,,,creature,суштество
239,,,,ungulate,копитар
240,,,,beast,ѕвер
241,,,,being,DUPLICATE_суштество
242,,,,animal,животно
243,,,,organism,организам
244,,,,fauna,фауна
245,,,,placental,плацентален_цицач
246,,,,artiodactyl,парнокопитни
247,,,,ruminant,преживар
248,,,,chordate,хордати
249,,,,eutherian,виш_цицач
250,,,,mammalian,DUPLICATE_цицач
251,,,,animate_being,живо_суштество
252,,,,eutherian_mammal,DUPLICATE_виш_цицач
253,,,,placental_mammal,DUPLICATE_плацентален_цицач
254,,,,craniate,черепни
255,,,,physical_hoofed_mammal,DUPLICATE_копитар
256,,,,physical_entity,физички_ентитет
257,,,,even-toed_ungulate,DUPLICATE_парнокопитни
258,,,,artiodactyl_mammal,DUPLICATE_парнокопитни
259,,,,living_thing,живо_битие
261,L01_16,hypernyms - animals,coyote,,којот
262,,,,canine,кучиња
263,,,,vertebrate,`рбетник
264,,,,creature,суштество
265,,,,beast,ѕвер
266,,,,canid,DUPLICATE_кучиња
267,,,,being,DUPLICATE_суштество
268,,,,animal,животно
269,,,,organism,организам
270,,,,fauna,фауна
271,,,,placental,плацентален_цицач
272,,,,carnivore,месојад
273,,,,chordate,хордати
274,,,,eutherian,виш_цицач
275,,,,mammal,цицач
276,,,,mammalian,DUPLICATE_цицач
277,,,,animate_being,живо_суштество
278,,,,eutherian_mammal,DUPLICATE_виш_цицач
280,,,,placental_mammal,DUPLICATE_плацентален_цицач
281,,,,craniate,черепни
282,,,,domesticated_animal,припитомено_животно
283,,,,physical_entity,физички_ентитет
284,,,,domestic_animal,домашно_животно
285,,,,living_thing,живо_битие
287,L01_17,hypernyms - animals,deer,,елен
288,,,,bovid,NO_TRANSLATION
289,,,,mammal,цицач
290,,,,vertebrate,`рбетник
291,,,,creature,суштество
292,,,,ungulate,копитар
293,,,,beast,ѕвер
294,,,,being,DUPLICATE_суштество
295,,,,animal,животно
296,,,,organism,организам
297,,,,fauna,фауна
298,,,,placental,плацентален_цицач
299,,,,artiodactyl,парнокопитни
300,,,,ruminant,преживар
301,,,,chordate,хордати
302,,,,eutherian,виш_цицач
303,,,,mammalian,DUPLICATE_цицач
304,,,,bovine,говеда
305,,,,animate_being,живо_суштество
306,,,,eutherian_mammal,DUPLICATE_виш_цицач
307,,,,placental_mammal,DUPLICATE_плацентален_цицач
308,,,,craniate,черепни
309,,,,physical_hoofed_mammal,DUPLICATE_копитар
310,,,,physical_entity,физички_ентитет
311,,,,even-toed_ungulate,DUPLICATE_парнокопитни
312,,,,artiodactyl_mammal,DUPLICATE_парникопитни
313,,,,living_thing,живо_битие
316,L01_18,hypernyms - animals,dog,,куче
317,,,,canine,кучиња
318,,,,vertebrate,`рбетник
319,,,,creature,суштество
320,,,,beast,ѕвер
321,,,,canid,DUPLICATE_кучиња
322,,,,being,DUPLICATE_суштество
323,,,,animal,животно
324,,,,organism,организам
325,,,,fauna,фауна
326,,,,placental,плацентален_цицач
327,,,,carnivore,месојад
328,,,,chordate,хордати
329,,,,eutherian,виш_цицач
330,,,,mammal,цицач
331,,,,mammalian,DUPLICATE_цицач
332,,,,animate_being,живо_суштество
333,,,,eutherian_mammal,DUPLICATE_виш_цицач
334,,,,locomote,NO_TRANSLATION
335,,,,placental_mammal,DUPLICATE_плацентален_цицач
336,,,,craniate,черепни
337,,,,domesticated_animal,припитомено_животно
338,,,,physical_entity,физички_ентитет
339,,,,domestic_animal,домашно_животно
340,,,,living_thing,живо_битие
342,L01_19,hypernyms - animals,duck,,патка
343,,,,fowl,живина
344,,,,bird,ptica
345,,,,vertebrate,`рбетник
346,,,,poultry,DUPLICATE_живина
347,,,,creature,суштество
348,,,,beast,ѕвер
349,,,,being,DUPLICATE_суштество
350,,,,animal,животно
351,,,,organism,организам
352,,,,fauna,фауна
353,,,,chordate,хордати
354,,,,domestic_fowl,домашна_живина
355,,,,waterfowl,водна_живина
356,,,,water_fowl,DUPLICATE_водна_живина
357,,,,animate_being,живо_суштество
358,,,,anseriform_bird,NO_TRANSLATION
359,,,,craniate,черепни
360,,,,living_thing,живо_битие
362,L01_20,hypernyms - animals,eagle,,орел
363,,,,raptor,птица_грабливка
364,,,,bird,птица
365,,,,vertebrate,`рбетник
366,,,,creature,суштество
367,,,,beast,ѕвер
368,,,,being,DUPLICATE_суштество
369,,,,animal,животно
370,,,,organism,организам
371,,,,fauna,фауна
372,,,,chordate,хордати
373,,,,animate_being,живо_суштество
374,,,,craniate,черепни
375,,,,iving_thing,DUPLICATE_живо_суштество
376,,,,raptorial_bird,DUPLICATE_птица_грабливка
377,,,,bird_of_prey,DUPLICATE_птица_грабливка
380,L01_21,hypernyms - animals,falcon,,сокол
381,,,,raptor,птица_грабливка
382,,,,bird,птица
383,,,,vertebrate,`рбетник
384,,,,creature,суштество
385,,,,beast,ѕвер
386,,,,being,DUPLICATE_суштество
387,,,,animal,животно
388,,,,organism,организам
389,,,,fauna,фауна
390,,,,chordate,хордати
391,,,,animate_being,живо_суштество
392,,,,craniate,черепни
393,,,,living_thing,живо_битие
394,,,,raptorial_bird,DUPLICATE_птица_грабливка
395,,,,bird_of_prey,DUPLICATE_птица_грабливка
397,L01_22,hypernyms - animals,fox,,лисица
398,,,,canine,кучиња
399,,,,vertebrate,`рбетник
400,,,,creature,суштество
401,,,,beast,ѕвер
402,,,,canid,DUPLICATE_кучиња
403,,,,being,DUPLICATE_суштество
404,,,,animal,животно
405,,,,organism,организам
406,,,,fauna,фауна
407,,,,placental,плацентален_цицач
408,,,,carnivore,месојад
409,,,,chordate,хордати
410,,,,eutherian,виш_цицач
411,,,,mammal,цицач
412,,,,mammalian,DUPLICATE_цицач
413,,,,animate_being,живо_суштество
414,,,,eutherian_mammal,DUPLICATE_виш_цицач
415,,,,locomote,NO_TRANSLATION
416,,,,placental_mammal,DUPLICATE_плацентален_цицач
417,,,,craniate,черепни
418,,,,domesticated_animal,припитомено_животно
419,,,,physical_entity,физички_ентитет
420,,,,domestic_animal,домашно_животно
421,,,,living_thing,живо_битие
423,L01_23,hypernyms - animals,gibbon,,гибон
424,,,,primate,примат
425,,,,vertebrate,`рбетник
426,,,,creature,суштество
427,,,,beast,ѕвер
428,,,,being,DUPLICATE_суштество
429,,,,animal,животно
430,,,,organism,организам
431,,,,fauna,фауна
432,,,,placental,плацентален_цицач
433,,,,chordate,хордати
434,,,,eutherian,виш_цицач
435,,,,mammal,цицач
436,,,,ape,DUPLICATE_човеколик_мајмун
437,,,,mammalian,DUPLICATE_цицач
438,,,,animate_being,живо_суштество
439,,,,eutherian_mammal,DUPLICATE_виш_цицач
440,,,,placental_mammal,DUPLICATE_плацентален_цицач
441,,,,craniate,черепни
442,,,,physical_physical_entity,физички_ентитет
443,,,,living_thing,живо_битие
446,L01_24,hypernyms - animals,goat,,коза
447,,,,bovid,NO_TRANSLATION
448,,,,mammal,цицач
449,,,,vertebrate,`рбетник
450,,,,ungulate,копитар
451,,,,beast,ѕвер
452,,,,being,суштество
453,,,,animal,животно
454,,,,organism,организам
455,,,,fauna,фауна
456,,,,placental,плацентален_цицач
457,,,,artiodactyl,парнокопитни
458,,,,chordate,хордати
459,,,,eutherian,виш_цицач
460,,,,mammalian,DUPLICATE_цицач
461,,,,animate_being,живо_суштество
462,,,,eutherian_mammal,DUPLICATE_виш_цицач
463,,,,placental_mammal,DUPLICATE_плацентален_цицач
464,,,,craniate,черепни
465,,,,hoofed_mammal,DUPLICATE_копитар
466,,,,even-toed_ungulate,DUPLICATE_парнокопитни
467,,,,artiodactyl_mammal,DUPLICATE_парнокопитни
468,,,,living_thing,живо_битие
470,L01_25,hypernyms - animals,goose,,гуска
471,,,,fowl,живина
472,,,,bird,птица
473,,,,vertebrate,`рбетник
474,,,,poultry,DUPLICATE_живина
475,,,,creature,суштество
476,,,,beast,ѕвер
477,,,,being,DUPLICATE_суштество
478,,,,animal,животно
479,,,,organism,организам
480,,,,fauna,фауна
481,,,,chordate,хордати
482,,,,domestic_fowl,домашна_живина
483,,,,waterfowl,водна_живина
484,,,,water_fowl,DUPLICATE_водна_живина
485,,,,animate_being,живо_суштество
486,,,,anseriform_bird,NO_TRANSLATION
487,,,,craniate,черепни
488,,,,living_thing,живо_битие
490,L01_26,hypernyms - animals,gorilla,,горило
491,,,,primate,примат
492,,,,vertebrate,`рбетник
493,,,,creature,суштество
494,,,,beast,ѕвер
495,,,,being,DUPLICATE_суштество
496,,,,animal,животно
497,,,,organism,организам
498,,,,fauna,фауна
499,,,,placental,плацентален_цицач
500,,,,hominid,човеколик_мајмун
501,,,,chordate,хордати
502,,,,eutherian,виш_цицач
503,,,,mammal,цицач
504,,,,ape,DUPLICATE_човеколик_мајмун
505,,,,mammalian,DUPLICATE_цицач
506,,,,animate_being,живо_суштество
507,,,,eutherian_mammal,DUPLICATE_виш_цицач
508,,,,placental_mammal,DUPLICATE_плацентален_цицач
509,,,,craniate,черепни
510,,,,physical_physical_entity,физички_ентитет
511,,,,living_thing,живо_битие
513,L01_27,hypernyms - animals,hawk,,јастреб
514,,,,raptor,птица_грабливка
515,,,,bird,птица
516,,,,vertebrate,`рбетник
517,,,,creature,суштество
518,,,,beast,ѕвер
519,,,,being,DUPLICATE_суштество
520,,,,animal,животно
521,,,,organism,организам
522,,,,fauna,фауна
523,,,,chordate,хордати
524,,,,animate_being,живо_суштество
525,,,,craniate,черепни
526,,,,living_thing,живо_битие
527,,,,raptorial_bird,DUPLICATE_птица_грабливка
528,,,,bird_of_prey,DUPLICATE_птица_грабливка
530,L01_28,hypernyms - animals,human,,човек
531,,,,primate,примат
532,,,,vertebrate,`рбетник
533,,,,creature,суштество
534,,,,beast,ѕвер
535,,,,being,DUPLICATE_суштество
536,,,,animal,животно
537,,,,organism,организам
538,,,,fauna,фауна
539,,,,placental,плацентален_цицач
540,,,,hominid,човеколик_мајмун
541,,,,chordate,хордати
542,,,,eutherian,виш_цицач
543,,,,mammal,цицач
544,,,,ape,DUPLICATE_човеколик_мајмун
545,,,,mammalian,DUPLICATE_цицач
546,,,,animate_being,живо_суштество
547,,,,eutherian_mammal,DUPLICATE_виш_цицач
548,,,,placental_mammal,DUPLICATE_плацентален_цицач
549,,,,craniate,черепни
550,,,,physical_physical_entity,физички_ентитет
551,,,,living_thing,живо_битие
553,L01_29,hypernyms - animals,jackal,,шакал
554,,,,canine,кучиња
555,,,,vertebrate,`рбетник
556,,,,creature,суштество
557,,,,beast,ѕвер
558,,,,canid,DUPLICATE_кучиња
559,,,,being,DUPLICATE_суштество
560,,,,animal,животно
561,,,,organism,организам
562,,,,fauna,фауна
563,,,,placental,плацентален_цицач
564,,,,carnivore,месојад
565,,,,chordate,хордати
566,,,,eutherian,виш_цицач
567,,,,mammal,цицач
568,,,,mammalian,DUPLICATE_цицач
569,,,,animate_being,живо_суштество
570,,,,eutherian_mammal,DUPLICATE_виш_цицач
571,,,,locomote,NO_TRANSLATION
572,,,,placental_mammal,DUPLICATE_плацентален_цицач
573,,,,craniate,черепни
574,,,,domesticated_animal,припитомено_животно
575,,,,physical_entity,физички_ентитет
576,,,,domestic_animal,домашно_животно
577,,,,living_thing,живо_битие
579,L01_30,hypernyms - animals,jaguar,,јагуар
580,,,,feline,мали_мачки
581,,,,cat,мачка
582,,,,beast,ѕвер
583,,,,animal,животно
584,,,,organism,организам
585,,,,fauna,фауна
586,,,,placental,плацентален_цицач
587,,,,carnivore,месојад
588,,,,chordate,хордати
589,,,,felid,DUPLICATE_mačka
590,,,,eutherian,виш_цицач
591,,,,mammal,цицач
592,,,,mammalian,DUPLICATE_цицач
593,,,,eutherian_mammal,DUPLICATE_виш_цицач
594,,,,animate_being,живо_суштество
595,,,,placental_mammal,DUPLICATE_плацентален_цицач
596,,,,craniate,черепни
597,,,,big_cat,голема_мачка
599,L01_31,hypernyms - animals,leopard,,леопард
600,,,,feline,мали_мачки
601,,,,cat,мачка
602,,,,beast,ѕвер
603,,,,animal,животно
604,,,,organism,организам
605,,,,fauna,фауна
606,,,,placental,плацентален_цицач
607,,,,carnivore,месојад
608,,,,causal_agent,NO_TRANSLATION
609,,,,chordate,хордати
610,,,,felid,DUPLICATE_mačka
611,,,,eutherian,виш_цицач
612,,,,mammal,цицач
613,,,,mammalian,DUPLICATE_цицач
614,,,,eutherian_mammal,DUPLICATE_виш_цицач
615,,,,animate_being,живо_суштество
616,,,,placental_mammal,DUPLICATE_плацентален_цицач
617,,,,craniate,черепни
618,,,,big_cat,голема_мачка
620,L01_32,hypernyms - animals,lion,,лав
621,,,,feline,мали_мачки
622,,,,cat,мачка
623,,,,beast,ѕвер
624,,,,animal,животно
625,,,,organism,организам
626,,,,fauna,фауна
627,,,,placental,плацентален_цицач
628,,,,carnivore,месојад
629,,,,chordate,хордати
630,,,,felid,DUPLICATE_mačka
631,,,,eutherian,виш_цицач
632,,,,mammal,цицач
633,,,,mammalian,DUPLICATE_цицач
634,,,,eutherian_mammal,DUPLICATE_виш_цицач
635,,,,animate_being,живо_суштество
636,,,,placental_mammal,DUPLICATE_плацентален_цицач
637,,,,craniate,черепни
638,,,,big_cat,голема_мачка
640,L01_33,hypernyms - animals,mamba,,мамба
641,,,,snake,змија
642,,,,reptile,рептил
643,,,,elapid,NO_TRANSLATION
644,,,,elapid_snake,DUPLICATE_NO_TRANSLATION
645,,,,serpent,DUPLICATE_змија
646,,,,ophidian,DUPLICATE_змија
648,L01_34,hypernyms - animals,mouse,,глушец
649,,,,rodent,глодач
650,,,,vertebrate,`рбетник
651,,,,creature,суштество
652,,,,beast,ѕвер
653,,,,animal,животно
654,,,,organism,организам
655,,,,fauna,фауна
656,,,,placental,плацентален_цицач
657,,,,chordate,хордати
658,,,,eutherian,виш_цицач
659,,,,mammal,цицач
660,,,,mammalian,DUPLICATE_цицач
661,,,,eutherian_mammal,DUPLICATE_виш_цицач
662,,,,gnawer,DUPLICATE_глодач
663,,,,animate_being,живо_суштество
664,,,,living_thing,живо_битие
665,,,,placental_mammal,DUPLICATE_плацентален_цицач
666,,,,craniate,черепни
669,L01_35,hypernyms - animals,orangutan,,орангутан
670,,,,primate,примат
671,,,,vertebrate,`рбетник
672,,,,creature,суштество
673,,,,beast,ѕвер
674,,,,being,DUPLICATE_суштество
675,,,,animal,животно
676,,,,organism,организам
677,,,,fauna,фауна
678,,,,placental,плацентален_цицач
679,,,,hominid,човеколик_мајмун
680,,,,chordate,хордати
681,,,,eutherian,виш_цицач
682,,,,mammal,цицач
683,,,,ape,DUPLICATE_човеколик_мајмун
684,,,,mammalian,DUPLICATE_цицач
685,,,,animate_being,живо_суштество
686,,,,eutherian_mammal,DUPLICATE_виш_цицач
687,,,,placental_mammal,DUPLICATE_плацентален_цицач
688,,,,craniate,черепни
689,,,,physical_physical_entity,физички_ентитет
690,,,,living_thing,живо_битие
692,L01_36,hypernyms - animals,owl,,буф
693,,,,raptor,птица_грабливка
694,,,,bird,птица
695,,,,vertebrate,`рбетник
696,,,,creature,суштество
697,,,,beast,ѕвер
698,,,,being,DUPLICATE_суштество
699,,,,animal,животно
700,,,,organism,организам
701,,,,fauna,фауна
702,,,,chordate,хордати
703,,,,animate_being,живо_суштество
704,,,,craniate,черепни
705,,,,living_thing,живо_битие
706,,,,raptorial_bird,DUPLICATE_птица_грабливка
707,,,,bird_of_prey,DUPLICATE_птица_грабливка
709,L01_37,hypernyms - animals,pony,,пони
710,,,,bovid,NO_TRANSLATION
711,,,,mammal,цицач
712,,,,horse,коњ
713,,,,vertebrate,`рбетник
714,,,,creature,суштество
715,,,,beast,ѕвер
716,,,,animal,животно
717,,,,organism,организам
718,,,,fauna,фауна
719,,,,placental,плацентален_цицач
720,,,,eutherian,виш_цицач
721,,,,equine,DUPLICATE_коњ
722,,,,mammalian,DUPLICATE_цицач
723,,,,equid,DUPLICATE_коњ
724,,,,living_thing,живо_битие
725,,,,odd-toed_ungulate,DUPLICATE_NO_TRANSLATION
726,,,,animate_being,живо_суштество
727,,,,eutherian_mammal,DUPLICATE_виш_цицач
728,,,,perissodactyl,DUPLICATE_NO_TRANSLATION
729,,,,placental_mammal,DUPLICATE_плацентален_цицач
730,,,,craniate,черепни
731,,,,hoofed_mammal,DUPLICATE_копитар
732,,,,physical_entity,физички_ентитет
733,,,,perissodactyl_mammal,DUPLICATE_NO_TRANSLATION
734,,,,equus_caballus,DUPLICATE_NO_TRANSLATION
756,L01_39,hypernyms - animals,quail,,потполошка
757,,,,fowl,живина
758,,,,bird,птица
759,,,,vertebrate,`рбетник
760,,,,poultry,DUPLICATE_живина
761,,,,creature,суштество
762,,,,beast,ѕвер
763,,,,being,DUPLICATE_суштество
764,,,,animal,животно
765,,,,organism,организам
766,,,,fauna,фауна
767,,,,chordate,хордати
768,,,,wild_fowl,дива_живина
769,,,,wildfowl,DUPLICATE_дива_живина
770,,,,animate_being,живо_суштество
771,,,,gallinaceous_bird,NO_TRANSLATION
772,,,,craniate,черепни
774,,,,living_thing,живо_битие
776,L01_40,hypernyms - animals,rattlesnake,,ѕвечарка
777,,,,snake,змија
778,,,,reptile,рептил
779,,,,pit_viper,аспида
780,,,,serpent,DUPLICATE_змија
781,,,,ophidian,DUPLICATE_змија
783,L01_41,hypernyms - animals,squirrel,,верверица
784,,,,rodent,глодач
785,,,,vertebrate,`рбетник
786,,,,creature,суштество
787,,,,beast,ѕвер
788,,,,animal,животно
789,,,,organism,организам
790,,,,fauna,фауна
791,,,,placental,плацентален_цицач
792,,,,chordate,хордати
793,,,,eutherian,виш_цицач
794,,,,mammal,цицач
795,,,,mammalian,DUPLICATE_цицач
796,,,,eutherian_mammal,DUPLICATE_виш_цицач
797,,,,gnawer,DUPLICATE_глодач
798,,,,animate_being,живо_суштество
799,,,,living_thing,живо_битие
800,,,,placental_mammal,DUPLICATE_плацентален_цицач
801,,,,craniate,черепни
803,L01_42,hypernyms - animals,stegosaurus,,стегосаурус
804,,,,dinosaur,доносаурус
805,,,,reptile,рептил
806,,,,armored_dinosaur,оклопен_диносаурус
807,,,,archosaur,NO_TRANSLATION
808,,,,archosaurian,DUPLICATE_NO_TRANSLATION
809,,,,archosaurian_reptile,DUPLICATE_NO_TRANSLATION
811,L01_43,hypernyms - animals,tiger,,тигар
812,,,,feline,мали_мачки
813,,,,cat,мачка
814,,,,beast,ѕвер
815,,,,animal,животно
816,,,,organism,организам
817,,,,fauna,фауна
818,,,,placental,плацентален_цицач
819,,,,carnivore,месојад
820,,,,chordate,хордати
821,,,,felid,мачки
822,,,,eutherian,виш_цицач
823,,,,mammal,цицач
824,,,,mammalian,DUPLICATE_цицач
825,,,,eutherian_mammal,DUPLICATE_виш_цицач
826,,,,animate_being,живо_суштество
827,,,,placental_mammal,DUPLICATE_плацентален_цицач
828,,,,craniate,черепни
829,,,,big_cat,голема_мачка
832,L01_44,hypernyms - animals,triceratops,,трицератопи
833,,,,dinosaur,диносаурус
834,,,,reptile,рептил
835,,,,ceratopsian,NO_TRANSLATION
836,,,,horned_dinosaur,DUPLICATE_NO_TRANSLATION
837,,,,archosaur,DUPLICATE_NO_TRANSLATION
838,,,,archosaurian,DUPLICATE_NO_TRANSLATION
839,,,,archosaurian_reptile,DUPLICATE_NO_TRANSLATION
841,L01_45,hypernyms - animals,turkey,,мисирка
842,,,,fowl,живина
843,,,,bird,птица
844,,,,vertebrate,`рбетник
845,,,,poultry,DUPLICATE_живина
846,,,,creature,суштество
847,,,,beast,ѕвер
848,,,,being,DUPLICATE_суштество
849,,,,animal,животно
850,,,,organism,организам
851,,,,fauna,фауна
852,,,,chordate,хордати
853,,,,domestic_fowl,домашна_живина
854,,,,animate_being,живо_суштество
855,,,,gallinaceous_bird,NO_TRANSLATION
856,,,,craniate,черепни
857,,,,gallinacean,DUPLICATE_NO_TRANSLATION
858,,,,living_thing,живо_битие
860,L01_46,hypernyms - animals,tyrannosaurus,,тираносаурус
861,,,,dinosaur,диносаурус
862,,,,reptile,рептил
863,,,,theropod,NO_TRANSLATION
864,,,,theropod_dinosaur,DUPLICATE_NO_TRANSLATION
865,,,,bird-footed_dinosaur,DUPLICATE_NO_TRANSLATION
866,,,,archosaur,DUPLICATE_NO_TRANSLATION
867,,,,archosaurian,DUPLICATE_NO_TRANSLATION
868,,,,archosaurian_reptile,DUPLICATE_NO_TRANSLATION
870,L01_47,hypernyms - animals,velociraptor,,велоцираптори
871,,,,dinosaur,диносаурус
