,ID,Relation,Source,Target,SL
71,,,,victuals,živila
72,,,,nutrient,hranilo
73,,,,substance,substanca
74,,,,matter,snov
75,,,,physical_entity,fizična_stvar
76,,,,entity,stvar
78,L02_6,hypernyms - misc,computer,,računalnik
79,,,,device,naprava
80,,,,machine,stroj
81,,,,gadget,pripomoček
82,,,,artifact,predmet
83,,,,artefact,DUPLICATE_predmet
84,,,,unit,kos
85,,,,object,objekt
86,,,,physical_object,fizični_predmet
87,,,,physical_entity,fizična_stvar
88,,,,entity,stvar
89,,,,expert,strokovnjak
90,,,,person,oseba
91,,,,individual,posameznik
92,,,,someone,DUPLICATE_nekdo
93,,,,somebody,nekdo
94,,,,mortal,smrtnik
95,,,,soul,duša
96,,,,causal_agent,povzročitelj
97,,,,cause,vzrok
98,,,,causal_agency,vzročna_agencija
99,,,,organism,organizem
100,,,,being,bitje
101,,,,living_thing,živo_bitje
102,,,,animate_thing,neživa_stvar
104,L02_7,hypernyms - misc,croissant,,rogljiček
105,,,,pastry,pecivo
106,,,,bun,žemlja
107,,,,roll,zavitek
108,,,,bread,kruh
109,,,,breadstuff,kruhovec
110,,,,staff_of_life,kruhovski_izdelki
111,,,,baked_goods,pekovske_dobrote
112,,,,starches,škrobni_izdelki
113,,,,food,hrana
114,,,,solid_food,trda_hrana
115,,,,foodstuff,živilo
116,,,,food_product,prehranski_izdelek
117,,,,solid,trdnina
118,,,,nutrient,hranilo
119,,,,matter,snov
120,,,,substance,substanca
121,,,,physical_entity,fizična_stvar
122,,,,entity,stvar
124,L02_8,hypernyms - misc,cup,,skodelica
125,,,,tableware,namizna_posoda
126,,,,crockery,DUPLICATE_posoda
127,,,,dishware,posoda
128,,,,ware,DUPLICATE_posoda
129,,,,article,kos
130,,,,artifact,predmet
131,,,,artefact,DUPLICATE_predmet
132,,,,unit,DUPLICATE_kos
133,,,,object,objekt
134,,,,physical_object,fizični_predmet
135,,,,physical_entity,fizična_stvar
136,,,,entity,stvar
137,,,,container,vsebnik
139,L02_9,hypernyms - misc,denim,,denim
140,,,,fabric,tkanina
141,,,,cloth,blago
142,,,,material,material
143,,,,textile,tekstil
144,,,,artifact,predmet
145,,,,artefact,DUPLICATE_predmet
146,,,,unit,kos
147,,,,object,objekt
148,,,,physical_object,fizični_predmet
149,,,,physical_entity,fizična_stvar
150,,,,entity,stvar
151,,,,garment,oblačilo
152,,,,clothing,obleka
153,,,,article_of_clothing,kos_obleke
154,,,,vesture,DUPLICATE_oblačilo
155,,,,wear,DUPLICATE_oblačilo
156,,,,wearable,nosljiv
157,,,,habiliment,DUPLICATE_oblačilo
158,,,,consumer_goods,potrošniško_blago
159,,,,covering,prekrivalo
160,,,,commodity,dobrina
161,,,,trade_good,tržno_blago
162,,,,good,DUPLICATE_dobrina
164,L02_10,hypernyms - misc,deodorant,,deodorant
165,,,,toiletry,toaletni_pribor
166,,,,toilet_articles,toaletni_predmeti
167,,,,artifact,predmet
168,,,,artefact,DUPLICATE_predmet
169,,,,unit,kos
170,,,,object,objekt
171,,,,physical_object,fizični_predmet
172,,,,physical_entity,fizična_stvar
173,,,,entity,stvar
175,L02_11,hypernyms - misc,desk,,miza
176,,,,furniture,pohištvo
177,,,,table,DUPLICATE_miza
178,,,,piece_of_furniture,kos_pohištva
179,,,,article_of_furniture,DUPLICATE_kos_pohištva
180,,,,furnishing,DUPLICATE_pohištvo
181,,,,artifact,predmet
182,,,,artefact,DUPLICATE_predmet
183,,,,unit,kos
184,,,,object,objekt
185,,,,physical_object,fizični_predmet
186,,,,physical_entity,fizična_stvar
187,,,,entity,stvar
189,L02_12,hypernyms - misc,diary,,dnevnik
190,,,,journal,DUPLICATE_dnevnik
191,,,,writing,pisanje
192,,,,written_material,pisni_material
193,,,,piece_of_writing,del_pisanja
194,,,,written_communication,pisna_komunikacija
195,,,,written_language,pisn_jezik
196,,,,black_and_white,črno_belo
197,,,,communication,komunikacija
198,,,,abstraction,abstrakcija
199,,,,abstract_entity,abstraktna_entiteta
200,,,,entity,stvar
201,,,,book,knjiga
202,,,,volume,izdaja
203,,,,product,izdelek
204,,,,production,proizvodnja
205,,,,creation,stvaritev
206,,,,artifact,predmet
207,,,,artefact,DUPLICATE_predmet
208,,,,unit,kos
209,,,,object,objekt
210,,,,physical_object,fizični_predmet
211,,,,physical_entity,fizična_stvar
213,L02_13,hypernyms - misc,dishwasher,,pomivalni_stroj
214,,,,appliance,aparat
215,,,,machine,stroj
216,,,,entity,stvar
217,,,,unit,kos
218,,,,object,objekt
219,,,,physical_object,fizični_predmet
220,,,,white_goods,bela_tehnika
221,,,,home_appliance,gospodinjski_aparati
222,,,,household_appliance,DUPLICATE_gespodinjski_aparati
223,,,,durables,DUPLICATE_trajno_blago
224,,,,durable_goods,trajno_blago
225,,,,consumer_durables,potrošniško_trajno_blago
226,,,,consumer_goods,potrošniško_blago
227,,,,commodity,dobrina
228,,,,trade_good,tržno_blago
229,,,,good,DUPLICATE_dobrina
230,,,,artifact,predmet
231,,,,artefact,DUPLICATE_predmet
232,,,,physical_entity,fizična_stvar
235,L02_14,hypernyms - misc,dress,,obleka
236,,,,clothes,oblačila
237,,,,garment,oblačilo
238,,,,clothing,obleka
239,,,,article_of_clothing,kos_obleke
240,,,,vesture,DUPLICATE_oblačilo
241,,,,wear,DUPLICATE_oblačilo
242,,,,wearable,nosljiv
243,,,,habiliment,DUPLICATE_oblačilo
244,,,,consumer_goods,potrošniško_blago
245,,,,covering,prekrivalo
246,,,,commodity,dobrina
247,,,,trade_good,tržno_blago
248,,,,good,DUPLICATE_dobrina
249,,,,artifact,predmet
250,,,,artefact,DUPLICATE_predmet
251,,,,unit,kos
252,,,,object,objekt
253,,,,physical_object,fizični_predmet
254,,,,physical_entity,fizična_stvar
255,,,,entity,stvar
265,L02_15,hypernyms - misc,fridge,,hladilnik
266,,,,appliance,aparat
267,,,,icebox,zamrzovalnik
268,,,,white_goods,bela_tehnika
269,,,,home_appliance,gospodinjski_aparat
270,,,,household_appliance,DUPLICATE_gospodinjski_aparat
271,,,,durables,DUPLICATE_trajno_blago
272,,,,durable_goods,trajno_blago
273,,,,consumer_durables,potrošniško_trajno_blago
274,,,,consumer_goods,potrošniško_blago
275,,,,commodity,dobrina
276,,,,trade_good,tržno_blago
277,,,,good,DUPLICATE_dobrina
278,,,,artifact,predmet
279,,,,artefact,DUPLICATE_predmet
280,,,,unit,kos
281,,,,object,objekt
282,,,,physical_object,fizični_predmet
283,,,,physical_entity,fizična_stvar
284,,,,entity,stvar
285,,,,,"hukinjski_aparati,shramba,priprava_hrane"
286,L02_16,hypernyms - misc,gasoline,,bencin
287,,,,fuel,gorivo
288,,,,hydrocarbon,ogljikovodik
289,,,,substance,snov
290,,,,organic_compound,organska_spojina
291,,,,matter,DUPLICATE_snov
292,,,,compound,spojina
293,,,,chemical_compound,kemijska_spojina
294,,,,physical_entity,fizična_stvar
295,,,,chemical,kemikalija
296,,,,chemical_substance,kemična_snov
297,,,,entity,stvar
298,,,,material,material
299,,,,stuff,DUPLICATE_stvar
300,,,,part,del
301,,,,portion,količina
302,,,,component_part,sestavni_del
303,,,,component,komponenta
304,,,,constituent,sestavina
305,,,,relation,relacija
306,,,,abstraction,abstrakcija
307,,,,abstract_entity,abstraktna_entiteta
309,,,,,tekočina
310,L02_17,hypernyms - misc,grapefruit,,grenivka
311,,,,citrus,citrus
312,,,,citrus_fruit,agrum
313,,,,citrous_fruit,DUPLICATE_agrum
314,,,,fruit,sadje
315,,,,edible_fruit,užitno_sadje
316,,,,produce,proizvod
317,,,,green_goods,zelene_dobrine
318,,,,green_groceries,zelena_živila
319,,,,garden_truck,vrtni_voziček
320,,,,food,hrana
321,,,,matter,snov
322,,,,natural_object,naravni_predmet
323,,,,physical_entity,fizična_stvar
324,,,,unit,kos
325,,,,entity,stvar
326,,,,object,objekt
327,,,,physical_object,fizični_predmet
328,,,,,pridelek
329,L02_18,hypernyms - misc,hairnet,,mreža_za_lase
330,,,,net,DUPLICATE_mreža
331,,,,network,omrežje
332,,,,mesh,mreža
333,,,,meshing,DUPLICATE_mreža
334,,,,meshwork,DUPLICATE_mreža
335,,,,fabric,tkanina
336,,,,cloth,blago
337,,,,material,material
338,,,,textile,tekstil
339,,,,artifact,predmet
340,,,,artefact,DUPLICATE_predmet
341,,,,unit,kos
342,,,,object,objekt
343,,,,physical_object,fizični_predmet
344,,,,physical_entity,fizična_stvar
345,,,,entity,stvar
347,L02_19,hypernyms - misc,hairpin,,lasnica
348,,,,pin,zaponka
349,,,,fastener,pritrdilni_element
350,,,,fastening,pritrditev
351,,,,holdfast,hitra_pritrditev
352,,,,fixing,pritrjevanje
353,,,,restraint,zadrževanje
354,,,,constraint,omejitev
355,,,,device,naprava
356,,,,artifact,predmet
357,,,,artefact,DUPLICATE_predmet
358,,,,unit,kos
359,,,,object,objekt
360,,,,physical_object,fizični_predmet
361,,,,physical_entity,fizična_stvar
362,,,,entity,stvar
364,L02_20,hypernyms - misc,hamburger,,hamburger
365,,,,sandwich,sendvič
366,,,,snack_food,prigrizek
367,,,,dish,jed
368,,,,nutriment,hranilo
369,,,,nourishment,DUPLICATE_prehrana
370,,,,nutrition,prehrana
371,,,,sustenance,preživninska_hrana
372,,,,aliment,DUPLICATE_prehrana
373,,,,alimentation,prehranjevanje
374,,,,victuals,živila
375,,,,food,hrana
376,,,,nutrient,DUPLICATE_hranilo
377,,,,substance,substanca
378,,,,matter,snov
379,,,,physical_entity,fizična_stvar
380,,,,entity,stvar
381,,,,beef,govedina
382,,,,boeuf,DUPLICATE_govedina
383,,,,meat,meso
384,,,,solid_food,trda_hrana
385,,,,solid,trdnina
386,,,,,hitra_hrana
387,L02_21,hypernyms - misc,jacket,,jakna
388,,,,clothes,obleke
389,,,,coat,plašč
390,,,,overgarment,vrhnje_oblačilo
391,,,,outer_garment,zunanje_oblačilo
392,,,,garment,oblačilo
393,,,,clothing,obleka
394,,,,article_of_clothing,kos_obleke
395,,,,vesture,DUPLICATE_oblačilo
396,,,,wear,DUPLICATE_oblačilo
397,,,,wearable,nosljiv
398,,,,habiliment,DUPLICATE_oblačilo
399,,,,consumer_goods,potrošniško_blago
400,,,,covering,prekrivalo
401,,,,commodity,dobrina
402,,,,trade_good,tržno_blago
403,,,,good,DUPLICATE_dobrina
404,,,,artifact,predmet
405,,,,artefact,DUPLICATE_predmet
406,,,,unit,kos
407,,,,object,objekt
408,,,,physical_object,fizični_predmet
409,,,,physical_entity,fizična_stvar
410,,,,entity,stvar
411,,,,,"zimska_obleka,zaščita_pred_dežjem,vodoodporna_oblačila"
412,L02_22,hypernyms - misc,jeans,,kavbojke
413,,,,trousers,hlače
414,,,,pants,DUPLICATE_hlače
415,,,,workwear,delovna_oblačila
416,,,,garment,oblačilo
417,,,,clothing,obleka
418,,,,clothes,oblačila
419,,,,article_of_clothing,kos_obleke
420,,,,vesture,DUPLICATE_oblačilo
421,,,,wear,DUPLICATE_oblačilo
422,,,,wearable,nosljiv
423,,,,habiliment,DUPLICATE_oblačilo
424,,,,consumer_goods,potrošniško_blago
425,,,,covering,prekrivalo
426,,,,commodity,dobrina
427,,,,trade_good,tržno_blago
428,,,,good,DUPLICATE_dobrina
429,,,,artifact,predmet
430,,,,artefact,DUPLICATE_predmet
431,,,,unit,kos
432,,,,object,objekt
433,,,,physical_object,fizični_predmet
434,,,,physical_entity,fizična_stvar
435,,,,entity,stvar
437,L02_23,hypernyms - misc,juicer,,sokovnik
438,,,,utensil,pripomoček
439,,,,physical_entity,fizična_stvar
440,,,,entity,stvar
441,,,,unit,kos
442,,,,object,objekt
443,,,,physical_object,fizični_predmet
444,,,,squeezer,stiskalec_soka
445,,,,kitchen_utensil,kuhinjski_aparat
446,,,,implement,orodje
447,,,,artifact,predmet
448,,,,artefact,DUPLICATE_predmet
450,L02_24,hypernyms - misc,lemon,,limona
451,,,,citrus,citrus
452,,,,citrus_fruit,agrum
453,,,,citrous_fruit,DUPLICATE_agrum
454,,,,fruit,sadje
455,,,,edible_fruit,užitno_sadje
456,,,,produce,proizvod
457,,,,green_goods,zelene_dobrine
458,,,,green_groceries,zelena_živila
459,,,,garden_truck,vrtni_voziček
460,,,,food,hrana
461,,,,matter,snov
462,,,,natural_object,naravni_predmet
463,,,,physical_entity,fizična_stvar
464,,,,unit,kos
465,,,,entity,stvar
466,,,,object,objekt
467,,,,physical_object,fizični_predmet
469,L02_25,hypernyms - misc,lotion,,losjon
470,,,,toiletry,toaletni_pribor
471,,,,toilet_articles,toaletni_predmeti
472,,,,artifact,predmet
473,,,,artefact,DUPLICATE_predmet
474,,,,unit,kos
475,,,,object,objekt
476,,,,physical_object,fizični_predmet
477,,,,physical_entity,fizična_stvar
478,,,,entity,stvar
480,L02_26,hypernyms - misc,mascara,,mascara
481,,,,makeup,ličila
482,,,,make-up,DUPLICATE_ličila
483,,,,war_paint,bojna_barva
484,,,,cosmetic,kozmetika
485,,,,toiletry,toaletni_pribor
486,,,,toilet_articles,toaletni_predmeti
487,,,,artifact,predmet
488,,,,artefact,DUPLICATE_predmet
489,,,,unit,kos
490,,,,object,objekt
491,,,,physical_object,fizični_predmet
492,,,,physical_entity,fizična_stvar
493,,,,entity,stvar
494,,,,,"ličila_za_oči,barvila"
495,L02_27,hypernyms - misc,necklace,,ogrlica
496,,,,jewelry,nakit
497,,,,jewellery,DUPLICATE_nakit
498,,,,adornment,DUPLICATE_okras
499,,,,decoration,dekoracija
500,,,,ornament,okras
501,,,,ornamentation,okrasitev
502,,,,artifact,predmet
503,,,,artefact,DUPLICATE_predmet
504,,,,unit,kos
505,,,,object,objekt
506,,,,physical_object,fizični_predmet
507,,,,physical_entity,fizična_stvar
508,,,,entity,stvar
509,,,,,"naglavni_nakit,zlatnina,srebrnina"
510,L02_28,hypernyms - misc,notebook,,zvezek
511,,,,book,knjiga
512,,,,volume,izdaja
513,,,,product,izdelek
514,,,,production,proizvodnja
515,,,,creation,stvaritev
516,,,,artifact,predmet
517,,,,artefact,DUPLICATE_predmet
518,,,,unit,kos
519,,,,object,objekt
520,,,,physical_object,fizični_predmet
521,,,,physical_entity,fizična_stvar
522,,,,entity,stvar
523,,,,portable_computer,prenosni_računalnik
524,,,,personal_computer,osebni_računalnik
525,,,,pc,pc
526,,,,microcomputer,mikroračunalnik
527,,,,digital_computer,digitalni_računalnik
528,,,,computer,računalnik
529,,,,computing_machine,računski_stroj
530,,,,computing_device,računska_naprava
531,,,,data_processor,procesor_podatkov
532,,,,electronic_computer,elektronski_računalnik
533,,,,information_processing_system,sistem_za_procesiranje_informacij
534,,,,machine,stroj
535,,,,device,naprava
536,,,,,"vezana_knjiga,zapiski"
537,L02_29,hypernyms - misc,notepad,,beležnica
538,,,,pad,beležka
539,,,,pad_of_paper,zvezek_papirja
540,,,,tablet,tablica
541,,,,paper,papir
542,,,,material,material
543,,,,stuff,DUPLICATE_stvar
544,,,,substance,substanca
545,,,,matter,snov
546,,,,part,del
547,,,,portion,količina
548,,,,component_part,sestavni_del
549,,,,component,komponenta
550,,,,constituent,sestavina
551,,,,physical_entity,fizična_stvar
552,,,,relation,relacija
553,,,,entity,stvar
554,,,,abstraction,abstrakcija
555,,,,abstract_entity,abstraktna_entiteta
557,L02_30,hypernyms - misc,pastry,,pecivo
558,,,,food,hrana
559,,,,dough,testo
560,,,,concoction,jed
561,,,,mixture,mešanica
562,,,,intermixture,mešanica_stvari
563,,,,foodstuff,živilo
564,,,,food_product,prehranski_izdelek
565,,,,nutrient,hranilo
566,,,,substance,substanca
567,,,,matter,snov
568,,,,physical_entity,fizična_stvar
569,,,,entity,stvar
570,,,,baked_goods,pečene_dobrote
571,,,,solid_food,trda_hrana
572,,,,solid,trdnina
574,L02_31,hypernyms - misc,peach,,breskev
575,,,,fruit,sadje
576,,,,drupe,koščičast_plod
577,,,,stone_fruit,koščičasto_sadje
578,,,,edible_fruit,užitno_sadje
579,,,,produce,proizvod
580,,,,green_goods,zelene_dobrine
581,,,,green_groceries,zelena_živila
582,,,,garden_truck,vrtni_voziček
583,,,,food,hrana
584,,,,matter,snov
585,,,,natural_object,naravni_predmet
586,,,,physical_entity,fizična_stvar
587,,,,unit,kos
588,,,,entity,stvar
589,,,,object,objekt
590,,,,physical_object,fizični_predmet
592,L02_32,hypernyms - misc,perfume,,parfum
593,,,,toiletry,toaletni_pribor
594,,,,toilet_articles,toaletni_predmeti
595,,,,artifact,predmet
596,,,,artefact,DUPLICATE_predmet
597,,,,unit,kos
598,,,,object,objekt
599,,,,physical_object,fizični_predmet
600,,,,physical_entity,fizična_stvar
601,,,,entity,stvar
603,L02_33,hypernyms - misc,photo,,fotografija
604,,,,picture,slika
605,,,,image,DUPLICATE_slika
606,,,,representation,predstavitev
607,,,,creation,stvaritev
608,,,,artifact,predmet
609,,,,artefact,DUPLICATE_predmet
610,,,,unit,kos
611,,,,object,objekt
612,,,,physical_object,fizični_predmet
613,,,,physical_entity,fizična_stvar
614,,,,entity,stvar
615,,,,,spominek
616,L02_34,hypernyms - misc,pie,,pita
617,,,,pastry,pecivo
618,,,,baked_goods,pečene_dobrote
619,,,,food,hrana
620,,,,solid_food,trda_hrana
621,,,,solid,trdnina
622,,,,matter,snov
623,,,,physical_entity,fizična_stvar
624,,,,entity,stvar
625,,,,indo-european,indoevropsko
626,,,,indo-european_language,indoevropski_jezik
627,,,,indo-hittite,indohetiti
628,,,,natural_language,naravni_jezik
629,,,,tongue,DUPLICATE_jezik
630,,,,language,jezik
631,,,,linguistic_communication,jezikovna_komunikacija
632,,,,communication,komunikacija
633,,,,abstraction,abstrakcija
634,,,,abstract_entity,abstraktna_entiteta
636,L02_35,hypernyms - misc,plum,,sliva
637,,,,fruit,sadje
638,,,,drupe,koščičast_plod
639,,,,stone_fruit,koščičasto_sadje
640,,,,edible_fruit,užitno_sadje
641,,,,produce,proizvod
642,,,,green_goods,zelene_dobrine
643,,,,green_groceries,zelena_živila
644,,,,garden_truck,vrtni_voziček
645,,,,food,hrana
646,,,,matter,snov
647,,,,natural_object,naravni_predmet
648,,,,physical_entity,fizična_stvar
649,,,,unit,kos
650,,,,entity,stvar
651,,,,object,objekt
652,,,,physical_object,fizični_predmet
654,L02_36,hypernyms - misc,postcard,,razglednica
655,,,,card,kartica
656,,,,correspondence,dopisovanje
657,,,,first_class,prvi_razred
658,,,,1st_class,1_razred
659,,,,first-class_mail,prvo_razredna_pošta
660,,,,1st-class_mail,1_razredna_pošta
661,,,,written_communication,pisna_komunikacija
662,,,,written_language,pisn_jezik
663,,,,black_and_white,črno_belo
664,,,,mail,pošta
665,,,,communication,komunikacija
666,,,,message,sporočilo
667,,,,abstraction,abstrakcija
668,,,,abstract_entity,abstraktna_entiteta
669,,,,entity,stvar
671,L02_37,hypernyms - misc,shelf,,polica
672,,,,furniture,pohištvo
673,,,,support,podpora
674,,,,piece_of_furniture,kos_pohištva
675,,,,article_of_furniture,DUPLICATE_kos_pohištva
676,,,,furnishing,DUPLICATE_pohištvo
677,,,,artifact,predmet
678,,,,artefact,DUPLICATE_predmet
679,,,,unit,kos
680,,,,object,objekt
681,,,,physical_object,fizični_predmet
682,,,,physical_entity,fizična_stvar
683,,,,entity,stvar
684,,,,,"nosilec,okrasitev"
685,L02_38,hypernyms - misc,shirt,,srajca
686,,,,clothes,oblačila
687,,,,garment,oblačilo
688,,,,clothing,obleka
689,,,,article_of_clothing,kos_obleke
690,,,,vesture,DUPLICATE_oblačilo
691,,,,wear,DUPLICATE_oblačilo
692,,,,wearable,nosljiv
693,,,,habiliment,DUPLICATE_oblačilo
694,,,,consumer_goods,potrošniško_blago
695,,,,covering,prekrivalo
696,,,,commodity,dobrina
697,,,,trade_good,tržno_blago
698,,,,good,DUPLICATE_dobrina
699,,,,artifact,predmet
700,,,,artefact,DUPLICATE_predmet
701,,,,unit,kos
702,,,,object,objekt
703,,,,physical_object,fizični_predmet
704,,,,physical_entity,fizična_stvar
705,,,,entity,stvar
706,,,,,"lepa_obleka,nedeljska_obleka"
707,L02_39,hypernyms - misc,sidewalk,,pločnik
708,,,,walk,hoja
709,,,,walkway,peš_pot
710,,,,paseo,NO_TRANSLATION
711,,,,path,pot
712,,,,way,DUPLICATE_pot
713,,,,artifact,predmet
714,,,,artefact,DUPLICATE_predmet
715,,,,unit,kos
716,,,,object,objekt
717,,,,physical_object,fizični_predmet
718,,,,physical_entity,fizična_stvar
719,,,,entity,stvar
720,,,,,"cesta,ulica"
721,L02_40,hypernyms - misc,skirt,,krilo
722,,,,clothes,oblačila
723,,,,garment,oblačilo
724,,,,clothing,obleka
725,,,,article_of_clothing,kos_obleke
726,,,,vesture,DUPLICATE_oblačilo
727,,,,wear,DUPLICATE_oblačilo
728,,,,wearable,nosljiv
729,,,,habiliment,DUPLICATE_oblačilo
730,,,,consumer_goods,potrošniško_blago
731,,,,covering,prekrivalo
732,,,,commodity,dobrina
733,,,,trade_good,tržno_blago
734,,,,good,DUPLICATE_dobrina
735,,,,artifact,predmet
736,,,,artefact,DUPLICATE_predmet
737,,,,unit,kos
738,,,,object,objekt
739,,,,physical_object,fizični_predmet
740,,,,physical_entity,fizična_stvar
741,,,,entity,stvar
743,L02_41,hypernyms - misc,sofa,,kavč
744,,,,furniture,pohištvo
745,,,,seat,sedež
746,,,,piece_of_furniture,kos_pohištva
747,,,,article_of_furniture,DUPLICATE_kos_pohištva
748,,,,furnishing,DUPLICATE_pohištvo
749,,,,artifact,predmet
750,,,,artefact,DUPLICATE_predmet
751,,,,unit,kos
752,,,,object,objekt
753,,,,physical_object,fizični_predmet
754,,,,physical_entity,fizična_stvar
755,,,,entity,stvar
756,,,,,"oblazinjeno_pohištvo,dnevna_soba"
757,L02_42,hypernyms - misc,stapler,,spenjač
758,,,,device,naprava
759,,,,machine,stroj
760,,,,artifact,predmet
761,,,,artefact,DUPLICATE_predmet
762,,,,unit,kos
763,,,,object,objekt
764,,,,physical_object,fizični_predmet
765,,,,physical_entity,fizična_stvar
766,,,,entity,stvar
768,L02_43,hypernyms - misc,sunscreen,,krema_za_sončenje
769,,,,cream,krema
770,,,,lotion,losjon
771,,,,ointment,mazilo
772,,,,emollient,mehčalo
773,,,,toiletry,toaletni_pribor
774,,,,toilet_articles,toaletni_predmeti
775,,,,artifact,predmet
776,,,,artefact,DUPLICATE_predmet
777,,,,unit,kos
778,,,,object,objekt
779,,,,physical_object,fizični_predmet
780,,,,physical_entity,fizična_stvar
781,,,,entity,stvar
783,L02_44,hypernyms - misc,sweater,,pulover
784,,,,clothes,oblačila
785,,,,garment,oblačilo
786,,,,clothing,obleka
787,,,,article_of_clothing,kos_obleke
788,,,,vesture,DUPLICATE_oblačilo
789,,,,wear,DUPLICATE_oblačilo
790,,,,wearable,nosljiv
791,,,,habiliment,DUPLICATE_oblačilo
792,,,,consumer_goods,potrošniško_blago
793,,,,covering,prekrivalo
794,,,,commodity,dobrina
795,,,,trade_good,tržno_blago
796,,,,good,DUPLICATE_dobrina
797,,,,artifact,predmet
798,,,,artefact,DUPLICATE_predmet
799,,,,unit,kos
800,,,,object,objekt
801,,,,physical_object,fizični_predmet
802,,,,physical_entity,fizična_stvar
803,,,,entity,stvar
806,L02_45,hypernyms - misc,toaster,,toster
807,,,,appliance,aparat
808,,,,entity,stvar
809,,,,unit,kos
810,,,,object,objekt
811,,,,physical_object,fizični_predmet
812,,,,kitchen_appliance,kuhinjski_aparat
813,,,,home_appliance,gospodinjski_aparati
814,,,,household_appliance,DUPLICATE_gespodinjski_aparati
815,,,,durables,DUPLICATE_trajno_blago
816,,,,durable_goods,trajno_blago
817,,,,consumer_durables,potrošniško_trajno_blago
818,,,,consumer_goods,potrošniško_blago
819,,,,commodity,dobrina
820,,,,trade_good,tržno_blago
821,,,,good,DUPLICATE_dobrina
822,,,,artifact,predmet
823,,,,artefact,DUPLICATE_predmet
824,,,,physical_entity,fizična_stvar
826,L02_46,hypernyms - misc,toothbrush,,zobna_ščetka
827,,,,brush,krtačka
828,,,,toiletry,toaletni_pribor
829,,,,toilet_articles,toaletni_predmeti
830,,,,implement,orodje
831,,,,artifact,predmet
832,,,,artefact,DUPLICATE_predmet
833,,,,unit,kos
834,,,,object,objekt
835,,,,physical_object,fizični_predmet
836,,,,physical_entity,fizična_stvar
837,,,,entity,stvar
838,,,,mustache,brki
839,,,,moustache,DUPLICATE_brki
840,,,,facial_hair,dlake_na_obrazu
841,,,,hair,lasje
842,,,,body_covering,prekritje_telesa
843,,,,covering,prekrivalo
844,,,,natural_covering,naravna_prevleka
845,,,,cover,prevleka
846,,,,natural_object,naravni_predmet
848,L02_47,hypernyms - misc,tub,,kad
849,,,,container,vsebnik
850,,,,vessel,posoda
851,,,,artifact,predmet
852,,,,artefact,DUPLICATE_predmet
853,,,,unit,kos
854,,,,object,objekt
855,,,,physical_object,fizični_predmet
856,,,,physical_entity,fizična_stvar
857,,,,entity,stvar
859,L02_48,hypernyms - misc,tv,,tv
860,,,,device,naprava
861,,,,machine,stroj
862,,,,receiver,sprejemnik
863,,,,receiving_system,sprejemni_sistem
864,,,,set,komplet
865,,,,electronic_equipment,elektronska_oprema
866,,,,equipment,oprema
867,,,,artifact,predmet
868,,,,artefact,DUPLICATE_predmet
869,,,,unit,kos
870,,,,object,objekt
871,,,,physical_object,fizični_predmet
872,,,,physical_entity,fizična_stvar
873,,,,entity,stvar
874,,,,broadcasting,oddajanje
875,,,,telecommunication,telekomunikacija
876,,,,telecom,DUPLICATE_telekomunikacija
877,,,,medium,medij
