,ID,Relation,Source,Target,SL
233,,,,candy_kiss,DUPLICATE_NO_TRANSLATION
234,,,,licorice,sladki_koren
235,,,,liquorice,DUPLICATE_sladki_koren
236,,,,life_saver,life_saver
237,,,,sucker,DUPLICATE_lizika
238,,,,all-day_sucker,velikanska_lizika
239,,,,lozenge,bonbon_za_grlo
240,,,,marshmallow,penica
241,,,,marzipan,marcipan
242,,,,marchpane,DUPLICATE_NO_TRANSLATION
243,,,,nougat,nugat
244,,,,nougat_bar,nugat_ploščica
245,,,,nut_bar,ploščica_z_oreščki
246,,,,peanut_bar,arašidova_ploščica
247,,,,popcorn_ball,kroglica_iz_pokovke
248,,,,praline,pralineje
249,,,,rock_candy,DUPLICATE_NO_TRANSLATION
250,,,,rock,DUPLICATE_NO_TRANSLATION
251,,,,sugar_candy,sladkorček
252,,,,sugarplum,sladkorna_sliva
253,,,,taffy,žvečljivi_bonbon
254,,,,truffle,čokoladna_kroglica
255,,,,chocolate_truffle,DUPLICATE_čokoladna_kroglica
256,,,,turkish_delight,lokum
257,,,,easter_egg,velikonočno_jajce
259,L03_10,hyponyms - misc,car,,avtomobil
260,,,,limousine,limuzina
261,,,,convertible,kabriolet
262,,,,ambulance,rešilec
263,,,,beach,poletni_avto
264,,,,wagon,voziček
265,,,,station,karavan
266,,,,estate,DUPLICATE_karavan
267,,,,waggon,DUPLICATE_karavan
268,,,,bus,avtobus
269,,,,jalopy,odpisan_avto
270,,,,heap,odpadni_avto
271,,,,cab,DUPLICATE_taksi
272,,,,hack,NO_TRANSLATION
273,,,,taxi,DUPLICATE_taksi
274,,,,taxicab,DUPLICATE_taksi
275,,,,compact,kompaktni_avto
276,,,,coupe,kupe
277,,,,cruiser,terenski_avtomobil
278,,,,police,policijski_avto
279,,,,patrol,policijski_avtomobil
280,,,,prowl,DUPLICATE_policijski_avto
281,,,,squad,DUPLICATE_policijski_avto
282,,,,electric,električni_avto
283,,,,hardtop,avto_s_trdo_streho
284,,,,hatchback,avto_z_dvižnimi_vrati_zadaj
285,,,,hot-rod,hot-rod
286,,,,jeep,džip
287,,,,landrover,landrover
288,,,,limo,DUPLICATE_limuzina
289,,,,loaner,začasni_avto
290,,,,minicar,mikroavto
291,,,,minivan,enoprostorec
292,,,,model,model_avtomobila
293,,,,pace,varnostni_avto
294,,,,racer,dirkaški_avto
295,,,,race,dirkalni_avto
296,,,,racing,dirkajoči_avto
297,,,,roadster,športni_kabriolet
298,,,,runabout,DUPLICATE_NO_TRANSLATION
299,,,,two-seater,dvosed
300,,,,sedan,DUPLICATE_limuzina
301,,,,saloon,DUPLICATE_limuzina
302,,,,sports,športni_avto
303,,,,sport,DUPLICATE_športni_avto
304,,,,suv,športni_terenec
305,,,,stanley,DUPLICATE_NO_TRANSLATION
306,,,,steamer,parni_avtomobil
307,,,,stock,predelan_avtomobil
308,,,,subcompact,majhen_avto
309,,,,touring,odprt_avto
310,,,,tourer,DUPLICATE_odprt_avto
311,,,,used,rabljen_avto
312,,,,secondhand,DUPLICATE_rabljen_avto
314,L03_11,hyponyms - misc,church,,cerkev
315,,,,chapel,kapela
316,,,,abbey,opatija
317,,,,basilica,bazilika
318,,,,cathedral,katedrala
319,,,,duomo,sobor
320,,,,kirk,DUPLICATE_cerkev
322,L03_12,hyponyms - misc,citrus,,citrus
323,,,,lemon,limona
324,,,,orange,pomaranča
325,,,,lime,limeta
326,,,,mandarin,mandarina
327,,,,tangerine,tangerina
328,,,,yuzu,yuzu
330,L03_13,hyponyms - misc,cloud,,oblak
331,,,,thundercloud,nevihtni_oblak
332,,,,cirrocumulus,cirokumulus
333,,,,cirrostratus,cirostratus
334,,,,cirrus,cirus
335,,,,contrail,kondenzacijska_sled
336,,,,condensation,kondenzacija
337,,,,trail,sled
338,,,,cumulonimbus,kumulonimbus
339,,,,cumulus,kumulus
340,,,,nacreous,biserni_oblak
341,,,,nebule,meglica
342,,,,nimbus,nimbus
343,,,,rain,deževni_oblak
344,,,,storm,nevihta
345,,,,stratus,stratusni_oblak
346,,,,mushroom,gobast_oblak
347,,,,smoke,dim
349,L03_14,hyponyms - misc,collar,,ovratnik
350,,,,choker,čoker
351,,,,ruff,napihnjen_ovratnik
352,,,,ruffle,čipkast_ovratnik
353,,,,clerical,kolar
354,,,,roman_collar,DUPLICATE_kolar
355,,,,dog_collar,pasja_ovratnica
356,,,,eton_collar,NO_TRANSLATION
357,,,,rabato_collar,rabato_ovratnik
358,,,,rebato_collar,DUPLICATE_rabato_ovratnik
359,,,,turtleneck,visok_ovratnik
360,,,,polo-neck,polo_ovratnik
361,,,,neckpiece,ogrlica
363,L03_15,hyponyms - misc,color,,barva
364,,,,white,bela
365,,,,black,črna
366,,,,blue,modra
367,,,,green,zelena
368,,,,red,rdeča
369,,,,yello,rumena
370,,,,orange,orančna
371,,,,vermilion,cinober
372,,,,amber,jantar
373,,,,chartreuse,NO_TRANSLATION
374,,,,teal,zelenomodra
375,,,,violet,vijolična
376,,,,magenta,magenta
377,,,,rose,rožnata
378,,,,azure,azurna
379,,,,cyan,cijan
380,,,,indigo,indigo
381,,,,purple,DUPLICATE_vijolična
382,,,,brown,rjava
385,L03_16,hyponyms - misc,computer,,računalnik
386,,,,laptop,prenostnik
387,,,,desktop,namizni_računalnik
388,,,,tablet,tablični_računalnik
389,,,,smartphone,pametni_telefon
390,,,,supercomputer,super_računalnik
391,,,,iphone,iphone
392,,,,ipad,ipad
394,L03_17,hyponyms - misc,container,,vsebnik
395,,,,bag,torba
396,,,,handbag,torbica
397,,,,pocketbook,žepnica
398,,,,purse,DUPLICATE_torbica
399,,,,basket,košara
400,,,,handbasket,košarica
401,,,,bin,zaboj
402,,,,bowl,skleda
403,,,,pipe,cev
404,,,,box,škatla
405,,,,bread-bin,škatla_za_kruh
406,,,,breadbox,DUPLICATE_škatla_za_kruh
407,,,,bunker,bunker
408,,,,can,pločevinka
409,,,,tin,DUPLICATE_pločevinka
410,,,,canister,kanister
411,,,,cannister,DUPLICATE_kanister
412,,,,capsule,kapsula
413,,,,cargo,tovor
414,,,,case,zabojnik
415,,,,display,izložba
416,,,,showcase,vitrina
417,,,,vitrine,DUPLICATE_vitrina
418,,,,cassette,kaseta
419,,,,cup,skodelica
420,,,,cylinder,cilinder
421,,,,dice,kocka
422,,,,dish,krožnik
423,,,,dispenser,razpršilec
424,,,,drawer,predal
425,,,,dumpster,smetnjak
426,,,,empty,praznina
427,,,,envelope,ovojnica
428,,,,glass,kozared
429,,,,bottle,steklenica
430,,,,mailer,poštni_predal
431,,,,manger,jasli
432,,,,trough,korito
433,,,,measure,merica
434,,,,mold,kalup
435,,,,mould,DUPLICATE_kalup
436,,,,cast,model
437,,,,package,paket
438,,,,parcel,DUPLICATE_paket
439,,,,pan,ponev
440,,,,pod,strok
441,,,,pot,lonec
442,,,,flowerpot,lonček_za_rože
443,,,,flask,bučka
444,,,,receptacle,posoda
445,,,,reliquary,relikvarij
446,,,,saltcellar,solnica
447,,,,savings,prihranki
448,,,,bank,banka
449,,,,coin,kovanec
450,,,,money,denar
451,,,,scuttle,vedro_za_premog
452,,,,coal,premog
453,,,,shaker,stresalnik
454,,,,spoon,žlica
455,,,,thimble,naprstnik
456,,,,vessel,DUPLICATE_vsebnik
457,,,,waste-paper,odpadni_papir
458,,,,wastebasket,koš_za_smeti
459,,,,waste,odpadki
460,,,,file,mapa
461,,,,workbasket,košara_za_orodje
462,,,,workbox,delovna_škatla
463,,,,workbag,delovna_vreča
465,L03_18,hyponyms - misc,cookware,,kuhinjska_posoda
466,,,,pot,lonec
467,,,,baster,kapalka
468,,,,chafing,šefing
469,,,,dish,jed
470,,,,cooker,kuhalnik
471,,,,sheet,prt
472,,,,tray,pladenj
473,,,,enamelware,emajlirana_posoda
474,,,,grid,mreža
475,,,,gridiron,rešetka
476,,,,griddle,cedilo
477,,,,pan,ponev
478,,,,poacher,poširnik
479,,,,skimmer,lopatka_z_luknjami
480,,,,steamer,soparnik
481,,,,turner,lopatka
483,L03_19,hyponyms - misc,cup,,skodelica
484,,,,teacup,skodelica_za_čaj
485,,,,beaker,čaša
486,,,,chalice,šalica
487,,,,goblet,kelih
488,,,,coffee_cup,skodelica_za_kavo
489,,,,dixie,kotel
490,,,,paper_cup,papirnata_skodelica
491,,,,grace,okraševalnik
492,,,,kylix,skodelica
493,,,,cylix,DUPLICATE_skodelica
494,,,,mustache_cup,skodelica_s_poličko
495,,,,moustache_cup,DUPLICATE_skodelica_s_poličko
496,,,,scyphus,skleda
497,,,,grail,gral
499,L03_20,hyponyms - misc,cushion,,blazina
500,,,,pincushion,blazina_za_igle
501,,,,pillow,vzglavnik
502,,,,air,zrak
503,,,,inflatable,napihljiv
504,,,,gaddi,NO_TRANSLATION
505,,,,hassock,stolček
506,,,,headrest,počivalnik_za_glavo
507,,,,seat,sedež
509,L03_21,hyponyms - misc,cutlery,,jedilni_pribor
510,,,,knife,nož
511,,,,fork,vilice
512,,,,spoon,žlica
513,,,,tablefork,DUPLICATE_vilice
514,,,,teaspoon,žlica_za_čaj
515,,,,dessert_spoon,žlica_za_sladico
516,,,,salad_fork,vilice_za_solato
517,,,,carving_fork,vilice_za_rezanje
519,L03_22,hyponyms - misc,dessert,,sladica
520,,,,cake,torta
521,,,,ambrosia,ambrozija
522,,,,baked_alaska,pečena_Aljaska
523,,,,blancmange,NO_TRANSLATION
524,,,,charlotte,šarlota
525,,,,compote,kompot
526,,,,fruit_compote,sadni_kompot
527,,,,dumpling,cmok
528,,,,flan,sadna_pita
529,,,,frozen_dessert,zamrznjen_jogurt
530,,,,junket,krema
531,,,,mold,plesen
532,,,,mould,DUPLICATE_plesen
533,,,,mousse,mus
534,,,,pavlova,torta_Pavlova
535,,,,peach_melba,breskvina_melba
536,,,,pudding,puding
537,,,,pud,DUPLICATE_sladica
538,,,,syllabub,DUPLICATE_puding
539,,,,sillabub,silabub
540,,,,tiramisu,tiramisu
541,,,,whip,DUPLICATE_krema
542,,,,zabaglione,vinski_šodo
543,,,,sabayon,sabajona
544,,,,charlotte_russe,šarlota_po_rusko
545,,,,apple_dumpling,jabolčni_cmok
546,,,,frozen_custard,zamrznjena_krema
547,,,,soft_ice_cream,mehak_sladoled
548,,,,frozen_pudding,zamrznjen_puding
549,,,,frozen_yogurt,DUPLICATE_zamrznjen_jogurt
550,,,,ice-cream_cake,sladoledna_torta
551,,,,icebox_cake,ledena_torta
552,,,,ice-cream_cone,sladoledni_kornet
553,,,,ice-cream_sundae,točen_sladoled
554,,,,sundae,točeno
555,,,,ice,led
556,,,,frappe,frape
557,,,,ice_cream,sladoled
558,,,,icecream,DUPLICATE_sladoled
559,,,,ice_lolly,ledena_lizika
560,,,,lolly,DUPLICATE_lizika
561,,,,lollipop,lizika
562,,,,popsicle,lučka
563,,,,ice_milk,ledeno_mleko
564,,,,parfait,DUPLICATE_krema
565,,,,sherbert,šerbert
566,,,,sherbet,DUPLICATE_šerbert
567,,,,snowball,kepica
568,,,,split,split
569,,,,chocolate_mousse,čokoladni_mus
570,,,,trifle,DUPLICATE_sladica
571,,,,brown_betty,rjava_Betty
572,,,,chocolate_pudding,čokoladni_puding
573,,,,duff,testo
574,,,,plum_duff,slivovo_testo
575,,,,flummery,DUPLICATE_NO_TRANSLATION
576,,,,nesselrode,češnja
577,,,,nesselrode_pudding,češnjev_puding
578,,,,pease_pudding,grahov_puding
579,,,,plum_pudding,puding_iz_sliv
580,,,,christmas_pudding,božični_puding
581,,,,roly-poly,rolada
582,,,,roly-poly_pudding,puding_z_rolado
583,,,,steamed_pudding,puding_kuhan_v_pari
584,,,,suet_pudding,sladkorni_puding
585,,,,tapioca_pudding,tapiokin_puding
586,,,,vanilla_pudding,vanilijin_puding
587,,,,prune_whip,stepen_puding
588,,,,water_ice,led_iz_vode
589,,,,sorbet,sorbet
590,,,,chocolate_ice_cream,čokoladni_sladoled
591,,,,neapolitan_ice_cream,napolitanka_sladoled
592,,,,peach_ice_cream,hruškov_sladoled
593,,,,strawberry_ice_cream,jagodni_sladoled
594,,,,tutti-frutti,tuti_fruti
595,,,,vanilla_ice_cream,vanilijin_sladoled
596,,,,banana_split,banana_split
597,,,,tipsy_cake,šeri_tortica
598,,,,spotted_dick,spotted_dick
599,,,,choc-ice,DUPLICATE_lučka
601,L03_23,hyponyms - misc,dress,,ženska_obleka
602,,,,gown,DUPLICATE_ženska_obleka
603,,,,caftan,kaftan
604,,,,kaftan,DUPLICATE_kaftan
605,,,,chemise,NO_TRANSLATION
606,,,,sack,vreča
607,,,,shift,ravna_obleka
608,,,,coatdress,plašč
609,,,,cocktail_dress,DUPLICATE_večerna_obleka
610,,,,sheath,DUPLICATE_NO_TRANSLATION
611,,,,dirndl,alpska_obleka
612,,,,jumper,pulover
613,,,,pinafore,obleka_brez_rokavov
614,,,,pinny,DUPLICATE_obleka_brez_rokavov
615,,,,kirtle,DUPLICATE_ženska_obleka
616,,,,morning,jutranja_obleka
617,,,,evening,večerna_obleka
618,,,,muumuu,dolga_havajska_obleka
619,,,,polonaise,poloneza
620,,,,sari,sari
621,,,,saree,DUPLICATE_sari
622,,,,shirtdress,srajčasta_obleka
623,,,,strapless,obleka_brez_naramnic
624,,,,sundress,poletna_obleka
626,L03_24,hyponyms - misc,drum,,boben
627,,,,tambourine,tamburin
628,,,,bass_drum,basovski_boben
629,,,,gran_casa,veliki_boben
630,,,,bongo,bongo
631,,,,bongo_drum,DUPLICATE_bongo
632,,,,snare_drum,mali_boben
633,,,,snare,DUPLICATE_mali_boben
634,,,,side_drum,stranski_boben
635,,,,tabor,tabor
636,,,,tabour,DUPLICATE_tabor
637,,,,tambour,tambour
638,,,,tenor_drum,tenorski_boben
639,,,,tom-tom,tom-tom
640,,,,timbrel,timbrel
641,,,,djembe,djembe
642,,,,doumbek,doumbek
643,,,,darbuka,darbuka
645,L03_25,hyponyms - misc,emotion,,čustvo
646,,,,anger,jeza
647,,,,choler,koler
648,,,,ire,DUPLICATE_jeza
649,,,,anxiety,tesnoba
650,,,,conditioned_emotional_response,pogojni_čustven_odziv
651,,,,cer,DUPLICATE_pogojni_čustven_odziv
652,,,,conditioned_emotion,pogojena_čustva
653,,,,emotional_state,čustveno_stanje
654,,,,spirit,duh
655,,,,fear,strah
656,,,,fearfulness,prestrašenost
657,,,,fright,DUPLICATE_strah
658,,,,reverence,spoštovanje
659,,,,awe,strahospoštovanje
660,,,,veneration,čaščenje
661,,,,hate,sovraštvo
662,,,,hatred,sovraženje
663,,,,joy,sreča
664,,,,joyousness,veselje
665,,,,joyfulness,DUPLICATE_veselje
666,,,,love,ljubezen
667,,,,annoyance,sitnost
668,,,,chafe,razdražen
669,,,,vexation,razdraženost
670,,,,bad_temper,slaba_volja
671,,,,ill_temper,DUPLICATE_slaba_volja
672,,,,dander,DUPLICATE_jeza
673,,,,hackles,DUPLICATE_jeza
674,,,,fury,bes
675,,,,rage,DUPLICATE_bes
676,,,,madness,norost
677,,,,huffiness,NO_TRANSLATION
678,,,,indignation,ogorčenje
679,,,,outrage,zgorženost
680,,,,infuriation,DUPLICATE_jeza
681,,,,enragement,razbesnitev
682,,,,umbrage,užaljenost
683,,,,offense,zamera
684,,,,offence,DUPLICATE_zamera
685,,,,angst,DUPLICATE_tesnoba
686,,,,anxiousness,tesnobnost
687,,,,disquiet,nemir
688,,,,concern,skrb
689,,,,care,oskrba
690,,,,discomfiture,nelagodje
691,,,,discomposure,nezbranost
692,,,,disconcertion,zaskrbljenost
693,,,,disconcertment,vznemirjenost
694,,,,edginess,ostrost
695,,,,uneasiness,nelagodnost
696,,,,inquietude,nemirnost
697,,,,disquietude,DUPLICATE_nemirnost
698,,,,insecurity,negotovost
699,,,,jitteriness,živčnost
700,,,,jumpiness,poskočnost
701,,,,nervousness,DUPLICATE_živčnost
702,,,,restiveness,DUPLICATE_nemirnost
703,,,,scruple,brezobzirnost
704,,,,qualm,pomisleki
705,,,,misgiving,pomislek
706,,,,sinking,ugrezanje
707,,,,sinking_feeling,občutek_ugrezanja
708,,,,worry,DUPLICATE_zaskrbljenost
709,,,,trouble,težave
710,,,,ecstasy,ekstatičnost
711,,,,rapture,navdušenje
712,,,,transport,DUPLICATE_NO_TRANSLATION
713,,,,exaltation,vzvišenost
714,,,,raptus,DUPLICATE_NO_TRANSLATION
715,,,,embarrassment,zadrega
716,,,,gratification,DUPLICATE_zadovoljstvo
717,,,,satisfaction,zadovoljstvo
718,,,,happiness,DUPLICATE_sreča
719,,,,felicity,DUPLICATE_sreča
720,,,,state,DUPLICATE_čustveno_stanje
721,,,,unhappiness,nesreča
722,,,,alarm,vznemirjenje
723,,,,dismay,zgroženost
724,,,,consternation,osuplost
725,,,,apprehension,DUPLICATE_strah
726,,,,apprehensiveness,DUPLICATE_prestrašenost
727,,,,dread,DUPLICATE_strah
728,,,,creeps,DUPLICATE_groza
729,,,,frisson,kurja_polt
730,,,,shiver,drhtenje
731,,,,chill,mrzlica
732,,,,quiver,degetanje
733,,,,shudder,tresenje
734,,,,thrill,DUPLICATE_vznemirjenje
735,,,,tingle,mravlinčenje
736,,,,horror,groza
737,,,,hysteria,histerija
738,,,,intimidation,zastraševanje
739,,,,panic,panika
740,,,,terror,DUPLICATE_groza
741,,,,affright,DUPLICATE_NO_TRANSLATION
742,,,,scare,prestrašiti
743,,,,panic_attack,panični_napad
744,,,,stage_fright,trema
745,,,,timidity,plahost
746,,,,timidness,plašnost
747,,,,timorousness,DUPLICATE_plašnost
748,,,,abhorrence,DUPLICATE_sovraštvo
749,,,,abomination,gnusoba
750,,,,detestation,gnusovanje
751,,,,execration,kletje
752,,,,loathing,prezir
753,,,,odium,osovražen
754,,,,despisal,prezrtje
755,,,,despising,zaničevanje
756,,,,hostility,sovražnost
757,,,,enmity,DUPLICATE_sovraštvo
758,,,,ill_will,zlohotno
759,,,,malevolence,zlobnost
760,,,,malignity,malignost
761,,,,misanthropy,mizantropija
762,,,,misogamy,mizogamija
763,,,,misogyny,preziranje_žensk
764,,,,misogynism,DUPLICATE_preziranje_žensk
765,,,,misology,DUPLICATE_sovraštvo
766,,,,misoneism,strah_pred_spremembo
767,,,,misopedia,sovraštvo_otrok
768,,,,murderousness,morilstvo
769,,,,elation,DUPLICATE_navdušenje
770,,,,high_spirits,dobra_volja
771,,,,lightness,lahkotnost
772,,,,exhilaration,DUPLICATE_navdušenje
773,,,,excitement,DUPLICATE_vznemirjenje
774,,,,exuberance,bujnost
775,,,,exultation,zmagoslavje
776,,,,jubilance,UPLICATE_veselje
777,,,,jubilancy,DUPLICATE_UPLICATE_veselje
778,,,,jubilation,DUPLICATE_sreča
779,,,,agape,agape
780,,,,agape_love,agape_ljubezen
