,ID,Relation,Source,Target,SL
135,L04_24,meronyms - substance,house,,hiša
136,,,,bricks,opeke
137,,,,cement,cement
138,,,,wood,les
139,,,,clay,glina
141,L04_25,meronyms - substance,ice,,led
142,,,,water,voda
143,,,,oxygen,kisik
144,,,,hydrogen,vodik
145,,,,h2o,h2o
146,,,,atomic_number_1,atomsko_število_1
147,,,,atomic_number_8,atomsko_število_8
148,,,,h,h
149,,,,o,o
151,L04_26,meronyms - substance,icicle,,ledena_sveča
152,,,,ice,led
153,,,,water,voda
155,L04_27,meronyms - substance,jam,,džem
156,,,,fruit,sadje
157,,,,sugar,sladkor
158,,,,berries,jagode
160,L04_28,meronyms - substance,jeans,,kavbojke
161,,,,fabric,tkanina
162,,,,denim,denim
164,L04_29,meronyms - substance,lawn,,trata
165,,,,grass,trava
167,L04_30,meronyms - substance,lens,,leča
168,,,,glass,steklo
169,,,,plastic,plastika
171,L04_31,meronyms - substance,mirror,,ogledalo
172,,,,glass,kozarec
173,,,,bronze,bron
175,L04_32,meronyms - substance,money,,denar
176,,,,paper,papir
177,,,,metal,jeklo
178,,,,silver,srebro
179,,,,gold,zlato
180,,,,iron,železo
181,,,,copper,baker
182,,,,tin,kositer
184,L04_33,meronyms - substance,ocean,,ocean
185,,,,water,voda
187,L04_34,meronyms - substance,omelette,,omleta
188,,,,eggs,jajca
189,,,,egg,jajce
190,,,,milk,mleko
191,,,,cheese,sir
193,L04_35,meronyms - substance,pastry,,pecivo
194,,,,flour,moka
195,,,,egg,jajce
196,,,,butter,maslo
197,,,,filling,polnilo
199,L04_36,meronyms - substance,penny,,peni
200,,,,metal,kovina
201,,,,alloy,zlitina
202,,,,bronze,bron
203,,,,nickel,nikelj
204,,,,zinc,cink
205,,,,copper,baker
206,,,,tin,kositer
208,L04_37,meronyms - substance,pill,,tableta
209,,,,medicine,zdravilo
210,,,,drug,DUPLICATE_zdravilo
212,L04_38,meronyms - substance,plastic,,plastika
213,,,,polymer,polimer
214,,,,oil,olje
215,,,,gas,plin
216,,,,coal,premog
218,L04_39,meronyms - substance,roof,,streha
219,,,,shingles,skodle
220,,,,tiles,ploščice
221,,,,wood,les
222,,,,metal,kovina
224,L04_40,meronyms - substance,sea,,morje
225,,,,water,voda
227,L04_41,meronyms - substance,snow,,sneg
228,,,,water,voda
229,,,,oxygen,kisik
230,,,,hydrogen,vodik
231,,,,flake,kosmiči
232,,,,ice,led
233,,,,snowflake,snežinka
234,,,,snowflakes,snežinke
235,,,,h2o,h2o
236,,,,atomic_number_1,atomsko_število_1
237,,,,atomic_number_8,atomsko_število_8
238,,,,h,h
239,,,,o,o
241,L04_42,meronyms - substance,spoon,,žlica
242,,,,aluminium,aluminij
243,,,,wood,les
244,,,,steel,jeklo
246,L04_43,meronyms - substance,steel,,jeklo
247,,,,iron,železo
248,,,,pearlite,perlit
249,,,,carbon,ogljik
250,,,,cementite,cementit
251,,,,ferrite,ferit
252,,,,iron_carbide,železov_karbid
253,,,,fe,fe
254,,,,atomic_number_26,atomsko_število_26
255,,,,alpha_iron,alfa_železo
257,L04_44,meronyms - substance,table,,miza
258,,,,wood,les
259,,,,metal,kovina
260,,,,plastic,plastika
262,L04_45,meronyms - substance,wall,,zid
263,,,,cement,cement
264,,,,bricks,opeke
265,,,,stones,kamni
266,,,,rocks,skale
267,,,,wood,les
268,,,,cardboard,karton
269,,,,board,deska
270,,,,plank,DUPLICATE_deska
271,,,,clay,glina
272,,,,mud,blato
274,L04_46,meronyms - substance,water,,voda
275,,,,oxygen,kisik
276,,,,hydrogen,vodik
277,,,,water,voda
278,,,,h2o,h2o
279,,,,atomic_number_1,atomsko_število_1
280,,,,atomic_number_8,atomsko_število_8
281,,,,h,h
282,,,,o,o
284,L04_47,meronyms - substance,wig,,lasulja
285,,,,hair,lasje
287,L04_48,meronyms - substance,wine,,vino
288,,,,grapes,grozdje
289,,,,grape,DUPLICATE_grozdje
291,L04_49,meronyms - substance,wire,,žica
292,,,,metal,kovina
294,L04_50,meronyms - substance,yogurt,,jogurt
295,,,,milk,mleko
