,ID,Relation,Source,Target,SL
106,,,,placental_mammal,DUPLICATE_placentalni_sesalec
107,,,,craniate,kraniat
108,,,,physical_hoofed_mammal,fizični_kopitar
109,,,,physical_entity,fizična_stvar
110,,,,even-toed_ungulate,sodoprsti_kopitar
111,,,,artiodactyl_mammal,NO_TRANSLATION
112,,,,living_thing,živo_bitje
114,L01_8,hypernyms - animals,butterfly,,metulj
115,,,,insect,žuželka
116,,,,creature,bitje
117,,,,beast,zver
118,,,,lepidopteran,DUPLICATE_metulj
119,,,,animal,žival
120,,,,organism,organizem
121,,,,fauna,favna
122,,,,arthropod,členonožec
123,,,,lepidopterous_insect,lepidoptera_žuželka
124,,,,lepidopteron,DUPLICATE_metulj
125,,,,animate_being,gibajoče_bitje
126,,,,living_thing,živo_bitje
128,L01_9,hypernyms - animals,cat,,mačka
129,,,,feline,DUPLICATE_mačka
130,,,,beast,zver
131,,,,animal,žival
132,,,,organism,organizem
133,,,,fauna,favna
134,,,,placental,placentalni_sesalec
135,,,,carnivore,mesojed
136,,,,chordate,strunar
137,,,,felid,DUPLICATE_mačka
138,,,,eutherian,višji_strunar
139,,,,mammal,sesalec
140,,,,mammalian,DUPLICATE_sesalec
141,,,,eutherian_mammal,višji_sesalec
142,,,,animate_being,gibajoče_bitje
143,,,,placental_mammal,DUPLICATE_placentalni_sesalec
144,,,,craniate,kraniat
146,L01_10,hypernyms - animals,chicken,,piščanec
147,,,,fowl,perjad
148,,,,bird,ptica
149,,,,vertebrate,vretenčar
150,,,,poultry,perutnina
151,,,,creature,DUPLICATE_bitje
152,,,,beast,zver
153,,,,being,bitje
154,,,,animal,žival
155,,,,organism,organizem
156,,,,fauna,favna
157,,,,chordate,strunar
158,,,,domestic_fowl,domača_perjad
159,,,,animate_being,gibajoče_bitje
160,,,,gallinaceous_bird,kura
161,,,,craniate,kraniat
162,,,,gallinacean,DUPLICATE_kura
163,,,,living_thing,živo_bitje
166,L01_11,hypernyms - animals,chimpanzee,,šimpanz
167,,,,primate,primat
168,,,,vertebrate,vretenčar
169,,,,creature,DUPLICATE_bitje
170,,,,beast,zver
171,,,,being,bitje
172,,,,animal,žival
173,,,,organism,organizem
174,,,,fauna,favna
175,,,,placental,placentalni_sesalec
176,,,,hominid,hominid
177,,,,chordate,strunar
178,,,,eutherian,višji_sesalec
179,,,,mammal,sesalec
180,,,,ape,opica
181,,,,mammalian,DUPLICATE_sesalec
182,,,,animate_being,gibajoče_bitje
183,,,,eutherian_mammal,DUPLICATE_višji_sesalec
184,,,,placental_mammal,DUPLICATE_placentalni_sesalec
185,,,,craniate,kraniat
186,,,,physical_physical_entity,fizična_fizična_stvar
187,,,,living_thing,živo_bitje
189,L01_12,hypernyms - animals,chinchilla,,činčila
190,,,,rodent,glodavec
191,,,,vertebrate,vretenčar
192,,,,creature,DUPLICATE_bitje
193,,,,beast,zver
194,,,,animal,žival
195,,,,organism,organizem
196,,,,fauna,favna
197,,,,placental,placentalni_sesalec
198,,,,chordate,strunar
199,,,,eutherian,višji_sesalec
200,,,,mammal,sesalec
201,,,,mammalian,DUPLICATE_sesalec
202,,,,eutherian_mammal,DUPLICATE_višji_sesalec
203,,,,gnawer,DUPLICATE_glodavec
204,,,,animate_being,gibajoče_bitje
205,,,,living_thing,živo_bitje
206,,,,placental_mammal,DUPLICATE_placentalni_sesalec
207,,,,craniate,kraniat
209,L01_13,hypernyms - animals,cobra,,kobra
210,,,,snake,kača
211,,,,reptile,plazilec
212,,,,elapid,strupeni_gož
213,,,,elapid_snake,strupena_kača
214,,,,serpent,DUPLICATE_kača
215,,,,ophidian,DUPLICATE_kača
216,,,,,strupenjača
217,L01_14,hypernyms - animals,cockroach,,ščurek
218,,,,insect,žuželka
219,,,,invertebrate,nevretenčar
220,,,,creature,DUPLICATE_bitje
221,,,,beast,zver
222,,,,dictyopterous_insect,NO_TRANSLATION
223,,,,being,bitje
224,,,,animal,žival
225,,,,organism,organizem
226,,,,fauna,favna
227,,,,arthropod,členonožec
228,,,,animate_being,gibajoče_bitje
229,,,,physical_entity,fizična_stvar
230,,,,living_thing,živo_bitje
233,L01_15,hypernyms - animals,cow,,krava
234,,,,bovid,votlorog
235,,,,mammal,sesalec
236,,,,cattle,govedo
237,,,,vertebrate,vretenčar
238,,,,creature,DUPLICATE_bitje
239,,,,ungulate,kopitar
240,,,,beast,zver
241,,,,being,bitje
242,,,,animal,žival
243,,,,organism,organizem
244,,,,fauna,favna
245,,,,placental,placentalni_sesalec
246,,,,artiodactyl,DUPLICATE_sodoprsti_kopitar
247,,,,ruminant,prežvekovalec
248,,,,chordate,strunar
249,,,,eutherian,višji_sesalec
250,,,,mammalian,DUPLICATE_sesalec
251,,,,animate_being,gibajoče_bitje
252,,,,eutherian_mammal,DUPLICATE_višji_sesalec
253,,,,placental_mammal,DUPLICATE_placentalni_sesalec
254,,,,craniate,kraniat
255,,,,physical_hoofed_mammal,fizični_kopitar
256,,,,physical_entity,fizična_stvar
257,,,,even-toed_ungulate,sodoprsti_kopitar
258,,,,artiodactyl_mammal,NO_TRANSLATION
259,,,,living_thing,živo_bitje
261,L01_16,hypernyms - animals,coyote,,kojot
262,,,,canine,pes
263,,,,vertebrate,vretenčar
264,,,,creature,DUPLICATE_bitje
265,,,,beast,zver
266,,,,canid,DUPLICATE_pes
267,,,,being,bitje
268,,,,animal,žival
269,,,,organism,organizem
270,,,,fauna,favna
271,,,,placental,placentalni_sesalec
272,,,,carnivore,mesojed
273,,,,chordate,strunar
274,,,,eutherian,višji_sesalec
275,,,,mammal,sesalec
276,,,,mammalian,DUPLICATE_sesalec
277,,,,animate_being,gibajoče_bitje
278,,,,eutherian_mammal,DUPLICATE_višji_sesalec
279,,,,locomote,NO_TRANSLATION
280,,,,placental_mammal,DUPLICATE_placentalni_sesalec
281,,,,craniate,kraniat
282,,,,domesticated_animal,udomačena_žival
283,,,,physical_entity,fizična_stvar
284,,,,domestic_animal,domača_žival
285,,,,living_thing,živo_bitje
287,L01_17,hypernyms - animals,deer,,jelen
288,,,,bovid,votlorog
289,,,,mammal,sesalec
290,,,,vertebrate,vretenčar
291,,,,creature,DUPLICATE_bitje
292,,,,ungulate,kopitar
293,,,,beast,zver
294,,,,being,bitje
295,,,,animal,žival
296,,,,organism,organizem
297,,,,fauna,favna
298,,,,placental,placentalni_sesalec
299,,,,artiodactyl,DUPLICATE_sodoprsti_kopitar
300,,,,ruminant,prežvekovalec
301,,,,chordate,strunar
302,,,,eutherian,višji_sesalec
303,,,,mammalian,DUPLICATE_sesalec
304,,,,bovine,pravo_govedo
305,,,,animate_being,gibajoče_bitje
306,,,,eutherian_mammal,DUPLICATE_višji_sesalec
307,,,,placental_mammal,DUPLICATE_placentalni_sesalec
308,,,,craniate,kraniat
309,,,,physical_hoofed_mammal,fizični_kopitar
310,,,,physical_entity,fizična_stvar
311,,,,even-toed_ungulate,sodoprsti_kopitar
312,,,,artiodactyl_mammal,NO_TRANSLATION
313,,,,living_thing,živo_bitje
316,L01_18,hypernyms - animals,dog,,pes
317,,,,canine,DUPLICATE_pes
318,,,,vertebrate,vretenčar
319,,,,creature,DUPLICATE_bitje
320,,,,beast,zver
321,,,,canid,DUPLICATE_pes
322,,,,being,bitje
323,,,,animal,žival
324,,,,organism,organizem
325,,,,fauna,favna
326,,,,placental,placentalni_sesalec
327,,,,carnivore,mesojed
328,,,,chordate,strunar
329,,,,eutherian,višji_sesalec
330,,,,mammal,sesalec
331,,,,mammalian,DUPLICATE_sesalec
332,,,,animate_being,gibajoče_bitje
333,,,,eutherian_mammal,DUPLICATE_višji_sesalec
334,,,,locomote,NO_TRANSLATION
335,,,,placental_mammal,DUPLICATE_placentalni_sesalec
336,,,,craniate,kraniat
337,,,,domesticated_animal,udomačena_žival
338,,,,physical_entity,fizična_stvar
339,,,,domestic_animal,domača_žival
340,,,,living_thing,živo_bitje
342,L01_19,hypernyms - animals,duck,,raca
343,,,,fowl,perjad
344,,,,bird,ptica
345,,,,vertebrate,vretenčar
346,,,,poultry,perutnina
347,,,,creature,DUPLICATE_bitje
348,,,,beast,zver
349,,,,being,bitje
350,,,,animal,žival
351,,,,organism,organizem
352,,,,fauna,favna
353,,,,chordate,strunar
354,,,,domestic_fowl,domača_perjad
355,,,,waterfowl,vodna_perjad
356,,,,water_fowl,DUPLICATE_vodna_perjad
357,,,,animate_being,gibajoče_bitje
358,,,,anseriform_bird,plojkokljun
359,,,,craniate,kraniat
360,,,,living_thing,živo_bitje
362,L01_20,hypernyms - animals,eagle,,orel
363,,,,raptor,ujeda
364,,,,bird,ptica
365,,,,vertebrate,vretenčar
366,,,,creature,DUPLICATE_bitje
367,,,,beast,zver
368,,,,being,bitje
369,,,,animal,žival
370,,,,organism,organizem
371,,,,fauna,favna
372,,,,chordate,strunar
373,,,,animate_being,gibajoče_bitje
374,,,,craniate,craniata
375,,,,iving_thing,živo_bitje
376,,,,raptorial_bird,DUPLICATE_ptica_ujeda
377,,,,bird_of_prey,ptica_ujeda
380,L01_21,hypernyms - animals,falcon,,sokol
381,,,,raptor,ujeda
382,,,,bird,ptica
383,,,,vertebrate,vretenčar
384,,,,creature,DUPLICATE_bitje
385,,,,beast,zver
386,,,,being,bitje
387,,,,animal,žival
388,,,,organism,organizem
389,,,,fauna,favna
390,,,,chordate,strunar
391,,,,animate_being,gibajoče_bitje
392,,,,craniate,craniata
393,,,,living_thing,živo_bitje
394,,,,raptorial_bird,DUPLICATE_ptica_ujeda
395,,,,bird_of_prey,ptica_ujeda
397,L01_22,hypernyms - animals,fox,,lisica
398,,,,canine,pes
399,,,,vertebrate,vretenčar
400,,,,creature,DUPLICATE_bitje
401,,,,beast,zver
402,,,,canid,DUPLICATE_pes
403,,,,being,bitje
404,,,,animal,žival
405,,,,organism,organizem
406,,,,fauna,favna
407,,,,placental,placentalni_sesalec
408,,,,carnivore,mesojed
409,,,,chordate,strunar
410,,,,eutherian,višji_sesalec
411,,,,mammal,sesalec
412,,,,mammalian,DUPLICATE_sesalec
413,,,,animate_being,gibajoče_bitje
414,,,,eutherian_mammal,DUPLICATE_višji_sesalec
415,,,,locomote,NO_TRANSLATION
416,,,,placental_mammal,DUPLICATE_placentalni_sesalec
417,,,,craniate,craniata
418,,,,domesticated_animal,udomačena_žival
419,,,,physical_entity,fizična_stvar
420,,,,domestic_animal,domača_žival
421,,,,living_thing,živo_bitje
423,L01_23,hypernyms - animals,gibbon,,gibon
424,,,,primate,primat
425,,,,vertebrate,vretenčar
426,,,,creature,DUPLICATE_bitje
427,,,,beast,zver
428,,,,being,bitje
429,,,,animal,žival
430,,,,organism,organizem
431,,,,fauna,favna
432,,,,placental,placentalni_sesalec
433,,,,chordate,strunar
434,,,,eutherian,višji_sesalec
435,,,,mammal,sesalec
436,,,,ape,opica
437,,,,mammalian,DUPLICATE_sesalec
438,,,,animate_being,gibajoče_bitje
439,,,,eutherian_mammal,DUPLICATE_višji_sesalec
440,,,,placental_mammal,DUPLICATE_placentalni_sesalec
441,,,,craniate,craniata
442,,,,physical_physical_entity,fizična_fizična_stvar
443,,,,living_thing,živo_bitje
446,L01_24,hypernyms - animals,goat,,koza
447,,,,bovid,votlorog
448,,,,mammal,sesalec
449,,,,vertebrate,vretenčar
450,,,,ungulate,kopitar
451,,,,beast,zver
452,,,,being,bitje
453,,,,animal,žival
454,,,,organism,organizem
455,,,,fauna,favna
456,,,,placental,placentalni_sesalec
457,,,,artiodactyl,DUPLICATE_sodoprsti_kopitar
458,,,,chordate,strunar
459,,,,eutherian,višji_sesalec
460,,,,mammalian,DUPLICATE_sesalec
461,,,,animate_being,gibajoče_bitje
462,,,,eutherian_mammal,DUPLICATE_višji_sesalec
463,,,,placental_mammal,DUPLICATE_placentalni_sesalec
464,,,,craniate,craniata
465,,,,hoofed_mammal,rogata_žival
466,,,,even-toed_ungulate,sodoprsti_kopitar
467,,,,artiodactyl_mammal,NO_TRANSLATION
468,,,,living_thing,živo_bitje
470,L01_25,hypernyms - animals,goose,,gos
471,,,,fowl,perjad
472,,,,bird,ptica
473,,,,vertebrate,vretenčar
474,,,,poultry,perutnina
475,,,,creature,DUPLICATE_bitje
476,,,,beast,zver
477,,,,being,bitje
478,,,,animal,žival
479,,,,organism,organizem
480,,,,fauna,favna
481,,,,chordate,strunar
482,,,,domestic_fowl,domača_perjad
483,,,,waterfowl,vodna_perjad
484,,,,water_fowl,DUPLICATE_vodna_perjad
485,,,,animate_being,gibajoče_bitje
486,,,,anseriform_bird,plojkokljun
487,,,,craniate,craniata
488,,,,living_thing,živo_bitje
490,L01_26,hypernyms - animals,gorilla,,gorila
491,,,,primate,primat
492,,,,vertebrate,vretenčar
493,,,,creature,DUPLICATE_bitje
494,,,,beast,zver
495,,,,being,bitje
496,,,,animal,žival
497,,,,organism,organizem
498,,,,fauna,favna
499,,,,placental,placentalni_sesalec
500,,,,hominid,hominid
501,,,,chordate,strunar
502,,,,eutherian,višji_sesalec
503,,,,mammal,sesalec
504,,,,ape,opica
505,,,,mammalian,DUPLICATE_sesalec
506,,,,animate_being,gibajoče_bitje
507,,,,eutherian_mammal,DUPLICATE_višji_sesalec
508,,,,placental_mammal,DUPLICATE_placentalni_sesalec
509,,,,craniate,craniata
510,,,,physical_physical_entity,fizična_fizična_stvar
511,,,,living_thing,živo_bitje
513,L01_27,hypernyms - animals,hawk,,sokol
514,,,,raptor,ujeda
515,,,,bird,ptica
516,,,,vertebrate,vretenčar
517,,,,creature,DUPLICATE_bitje
518,,,,beast,zver
519,,,,being,bitje
520,,,,animal,žival
521,,,,organism,organizem
522,,,,fauna,favna
523,,,,chordate,strunar
524,,,,animate_being,gibajoče_bitje
525,,,,craniate,craniata
526,,,,living_thing,živo_bitje
527,,,,raptorial_bird,DUPLICATE_ptica_ujeda
528,,,,bird_of_prey,ptica_ujeda
530,L01_28,hypernyms - animals,human,,človek
531,,,,primate,primat
532,,,,vertebrate,vretenčar
533,,,,creature,DUPLICATE_bitje
534,,,,beast,zver
535,,,,being,bitje
536,,,,animal,žival
537,,,,organism,organizem
538,,,,fauna,favna
539,,,,placental,placentalni_sesalec
540,,,,hominid,hominid
541,,,,chordate,strunar
542,,,,eutherian,višji_sesalec
543,,,,mammal,sesalec
544,,,,ape,opica
545,,,,mammalian,DUPLICATE_sesalec
546,,,,animate_being,gibajoče_bitje
547,,,,eutherian_mammal,DUPLICATE_višji_sesalec
548,,,,placental_mammal,DUPLICATE_placentalni_sesalec
549,,,,craniate,craniata
550,,,,physical_physical_entity,fizična_fizična_stvar
551,,,,living_thing,živo_bitje
553,L01_29,hypernyms - animals,jackal,,šakal
554,,,,canine,pes
555,,,,vertebrate,vretenčar
556,,,,creature,DUPLICATE_bitje
557,,,,beast,zver
558,,,,canid,DUPLICATE_pes
559,,,,being,bitje
560,,,,animal,žival
561,,,,organism,organizem
562,,,,fauna,favna
563,,,,placental,placentalni_sesalec
564,,,,carnivore,mesojed
565,,,,chordate,strunar
566,,,,eutherian,višji_sesalec
567,,,,mammal,sesalec
568,,,,mammalian,DUPLICATE_sesalec
569,,,,animate_being,gibajoče_bitje
570,,,,eutherian_mammal,DUPLICATE_višji_sesalec
571,,,,locomote,NO_TRANSLATION
572,,,,placental_mammal,DUPLICATE_placentalni_sesalec
573,,,,craniate,craniata
574,,,,domesticated_animal,udomačena_žival
575,,,,physical_entity,fizična_stvar
576,,,,domestic_animal,domača_žival
577,,,,living_thing,živo_bitje
579,L01_30,hypernyms - animals,jaguar,,jaguar
580,,,,feline,DUPLICATE_mačka
581,,,,cat,mačka
582,,,,beast,zver
583,,,,animal,žival
584,,,,organism,organizem
585,,,,fauna,favna
586,,,,placental,placentalni_sesalec
587,,,,carnivore,mesojed
588,,,,chordate,strunar
589,,,,felid,DUPLICATE_mačka
590,,,,eutherian,višji_sesalec
591,,,,mammal,sesalec
592,,,,mammalian,DUPLICATE_sesalec
593,,,,eutherian_mammal,DUPLICATE_višji_sesalec
594,,,,animate_being,gibajoče_bitje
595,,,,placental_mammal,DUPLICATE_placentalni_sesalec
596,,,,craniate,craniata
597,,,,big_cat,velika_mačka
599,L01_31,hypernyms - animals,leopard,,leopard
600,,,,feline,DUPLICATE_mačka
601,,,,cat,mačka
602,,,,beast,zver
603,,,,animal,žival
604,,,,organism,organizem
605,,,,fauna,favna
606,,,,placental,placentalni_sesalec
607,,,,carnivore,mesojed
608,,,,causal_agent,akter
609,,,,chordate,strunar
610,,,,felid,DUPLICATE_mačka
611,,,,eutherian,višji_sesalec
612,,,,mammal,sesalec
613,,,,mammalian,DUPLICATE_sesalec
614,,,,eutherian_mammal,DUPLICATE_višji_sesalec
615,,,,animate_being,gibajoče_bitje
616,,,,placental_mammal,DUPLICATE_placentalni_sesalec
617,,,,craniate,craniata
618,,,,big_cat,velika_mačka
620,L01_32,hypernyms - animals,lion,,lev
621,,,,feline,DUPLICATE_mačka
622,,,,cat,mačka
623,,,,beast,zver
624,,,,animal,žival
625,,,,organism,organizem
626,,,,fauna,favna
627,,,,placental,placentalni_sesalec
628,,,,carnivore,mesojed
629,,,,chordate,strunar
630,,,,felid,DUPLICATE_mačka
631,,,,eutherian,višji_sesalec
632,,,,mammal,sesalec
633,,,,mammalian,DUPLICATE_sesalec
634,,,,eutherian_mammal,DUPLICATE_višji_sesalec
635,,,,animate_being,gibajoče_bitje
636,,,,placental_mammal,DUPLICATE_placentalni_sesalec
637,,,,craniate,craniata
638,,,,big_cat,velika_mačka
640,L01_33,hypernyms - animals,mamba,,mamba
641,,,,snake,kača
642,,,,reptile,plazilec
643,,,,elapid,strupeni_gož
644,,,,elapid_snake,strupena_kača
645,,,,serpent,DUPLICATE_kača
646,,,,ophidian,DUPLICATE_kača
648,L01_34,hypernyms - animals,mouse,,miš
649,,,,rodent,glodavec
650,,,,vertebrate,vretenčar
651,,,,creature,DUPLICATE_bitje
652,,,,beast,zver
653,,,,animal,žival
654,,,,organism,organizem
655,,,,fauna,favna
656,,,,placental,placentalni_sesalec
657,,,,chordate,strunar
658,,,,eutherian,višji_sesalec
659,,,,mammal,sesalec
660,,,,mammalian,DUPLICATE_sesalec
661,,,,eutherian_mammal,DUPLICATE_višji_sesalec
662,,,,gnawer,DUPLICATE_glodavec
663,,,,animate_being,gibajoče_bitje
664,,,,living_thing,živo_bitje
665,,,,placental_mammal,DUPLICATE_placentalni_sesalec
666,,,,craniate,craniata
669,L01_35,hypernyms - animals,orangutan,,orangutan
670,,,,primate,primat
671,,,,vertebrate,vretenčar
672,,,,creature,DUPLICATE_bitje
673,,,,beast,zver
674,,,,being,bitje
675,,,,animal,žival
676,,,,organism,organizem
677,,,,fauna,favna
678,,,,placental,placentalni_sesalec
679,,,,hominid,hominid
680,,,,chordate,strunar
681,,,,eutherian,višji_sesalec
682,,,,mammal,sesalec
683,,,,ape,opica
684,,,,mammalian,DUPLICATE_sesalec
685,,,,animate_being,gibajoče_bitje
686,,,,eutherian_mammal,DUPLICATE_višji_sesalec
687,,,,placental_mammal,DUPLICATE_placentalni_sesalec
688,,,,craniate,craniata
689,,,,physical_physical_entity,fizična_fizična_stvar
690,,,,living_thing,živo_bitje
692,L01_36,hypernyms - animals,owl,,sova
693,,,,raptor,ujeda
694,,,,bird,ptica
695,,,,vertebrate,vretenčar
696,,,,creature,DUPLICATE_bitje
697,,,,beast,zver
698,,,,being,bitje
699,,,,animal,žival
700,,,,organism,organizem
701,,,,fauna,favna
702,,,,chordate,strunar
703,,,,animate_being,gibajoče_bitje
704,,,,craniate,craniata
705,,,,living_thing,živo_bitje
706,,,,raptorial_bird,DUPLICATE_ptica_ujeda
707,,,,bird_of_prey,ptica_ujeda
709,L01_37,hypernyms - animals,pony,,poni
710,,,,bovid,votlorog
711,,,,mammal,sesalec
712,,,,horse,konj
713,,,,vertebrate,vretenčar
714,,,,creature,DUPLICATE_bitje
715,,,,beast,zver
716,,,,animal,žival
717,,,,organism,organizem
718,,,,fauna,favna
719,,,,placental,placentalni_sesalec
720,,,,eutherian,višji_sesalec
721,,,,equine,DUPLICATE_konj
722,,,,mammalian,DUPLICATE_sesalec
723,,,,equid,DUPLICATE_konj
724,,,,living_thing,živo_bitje
725,,,,odd-toed_ungulate,lihoprsti_kopitar
726,,,,animate_being,gibajoče_bitje
727,,,,eutherian_mammal,DUPLICATE_višji_sesalec
728,,,,perissodactyl,DUPLICATE_lihoprsti_kopitar
729,,,,placental_mammal,DUPLICATE_placentalni_sesalec
730,,,,craniate,craniata
731,,,,hoofed_mammal,rogata_žival
732,,,,physical_entity,fizična_stvar
733,,,,perissodactyl_mammal,DUPLICATE_lihoprsti_kopitar
734,,,,equus_caballus,domači_konj
736,L01_38,hypernyms - animals,porcupine,,ježevec
737,,,,rodent,glodavec
738,,,,vertebrate,vretenčar
739,,,,creature,DUPLICATE_bitje
740,,,,beast,zver
741,,,,animal,žival
742,,,,organism,organizem
743,,,,fauna,favna
744,,,,placental,placentalni_sesalec
745,,,,chordate,strunar
746,,,,eutherian,višji_sesalec
747,,,,mammal,sesalec
748,,,,mammalian,DUPLICATE_sesalec
749,,,,eutherian_mammal,DUPLICATE_višji_sesalec
750,,,,gnawer,DUPLICATE_glodavec
751,,,,animate_being,gibajoče_bitje
752,,,,living_thing,živo_bitje
753,,,,placental_mammal,DUPLICATE_placentalni_sesalec
754,,,,craniate,craniata
756,L01_39,hypernyms - animals,quail,,prepelica
757,,,,fowl,perjad
758,,,,bird,ptica
759,,,,vertebrate,vretenčar
760,,,,poultry,perutnina
761,,,,creature,DUPLICATE_bitje
762,,,,beast,zver
763,,,,being,bitje
764,,,,animal,žival
765,,,,organism,organizem
766,,,,fauna,favna
767,,,,chordate,strunar
768,,,,wild_fowl,divja_perjad
769,,,,wildfowl,DUPLICATE_divja_perjad
770,,,,animate_being,gibajoče_bitje
771,,,,gallinaceous_bird,kura
772,,,,craniate,craniata
773,,,,gallinacean,DUPLICATE_kura
774,,,,living_thing,živo_bitje
776,L01_40,hypernyms - animals,rattlesnake,,klopotača
777,,,,snake,kača
778,,,,reptile,plazilec
779,,,,pit_viper,jamičarka
780,,,,serpent,DUPLICATE_kača
781,,,,ophidian,DUPLICATE_kača
783,L01_41,hypernyms - animals,squirrel,,veverica
784,,,,rodent,glodavec
785,,,,vertebrate,vretenčar
786,,,,creature,DUPLICATE_bitje
787,,,,beast,zver
788,,,,animal,žival
789,,,,organism,organizem
790,,,,fauna,favna
791,,,,placental,placentalni_sesalec
792,,,,chordate,strunar
793,,,,eutherian,višji_sesalec
794,,,,mammal,sesalec
795,,,,mammalian,DUPLICATE_sesalec
796,,,,eutherian_mammal,DUPLICATE_višji_sesalec
797,,,,gnawer,DUPLICATE_glodavec
798,,,,animate_being,gibajoče_bitje
799,,,,living_thing,živo_bitje
800,,,,placental_mammal,DUPLICATE_placentalni_sesalec
801,,,,craniate,craniata
803,L01_42,hypernyms - animals,stegosaurus,,stegozaver
804,,,,dinosaur,dinozaver
805,,,,reptile,plazilec
806,,,,armored_dinosaur,dinozaver_z_oklepom
807,,,,archosaur,arhozaver
808,,,,archosaurian,arhozaverski
809,,,,archosaurian_reptile,arhozaverski_plazilec
811,L01_43,hypernyms - animals,tiger,,tiger
812,,,,feline,DUPLICATE_mačka
813,,,,cat,mačka
814,,,,beast,zver
815,,,,animal,žival
816,,,,organism,organizem
817,,,,fauna,favna
818,,,,placental,placentalni_sesalec
819,,,,carnivore,mesojed
820,,,,chordate,strunar
821,,,,felid,DUPLICATE_mačka
822,,,,eutherian,višji_sesalec
823,,,,mammal,sesalec
824,,,,mammalian,DUPLICATE_sesalec
825,,,,eutherian_mammal,DUPLICATE_višji_sesalec
826,,,,animate_being,gibajoče_bitje
827,,,,placental_mammal,DUPLICATE_placentalni_sesalec
828,,,,craniate,craniata
829,,,,big_cat,velika_mačka
832,L01_44,hypernyms - animals,triceratops,,triceratop
833,,,,dinosaur,dinozaver
834,,,,reptile,plazilec
835,,,,ceratopsian,NO_TRANSLATION
836,,,,horned_dinosaur,rogati_dinozaver
837,,,,archosaur,arhozaver
838,,,,archosaurian,arhozaverski
839,,,,archosaurian_reptile,arhozaverski_plazilec
841,L01_45,hypernyms - animals,turkey,,puran
842,,,,fowl,perjad
843,,,,bird,ptica
844,,,,vertebrate,vretenčar
845,,,,poultry,perutnina
846,,,,creature,DUPLICATE_bitje
847,,,,beast,zver
848,,,,being,bitje
