,ID,Relation,Source,Target,SL
155,,,,automobile_horn,avtomobilska_hupa
156,,,,anti-sway,DUPLICATE_prečni_stabilizator
157,,,,automobile_engine,avtomobilski_motor
158,,,,gasoline_engine,bencinski_motor
159,,,,car_door,vrata_avta
160,,,,shock_absorber,amortizer
161,,,,luggage_compartment,DUPLICATE_prtljažnik
162,,,,glove_compartment,predal_za_rokavice
163,,,,bumper_guard,zaščita_za_odbijač
164,,,,exhaust_system,izpušni_sistem
165,,,,first_gear,prva_prestava
166,,,,high_gear,visoka_prestava
167,,,,rear_window,zadnje_okno
168,,,,sunshine-roof,sončna_streha
169,,,,third_gear,tretja_prestava
170,,,,air_bag,zračna_blazina
171,,,,doorlock,ključavnica
172,,,,petrol_engine,DUPLICATE_bencinski_motor
173,,,,automobile_trunk,DUPLICATE_prtljažnik
174,,,,auto_accessory,dodatek_za_avto
175,,,,inlet_manifold,sesalni_razdelilnik
176,,,,horn_button,gub_za_hupo
177,,,,running_board,stopnička
178,,,,stabilizer_bar,DUPLICATE_stabilizator
179,,,,motor_horn,DUPLICATE_hupa
180,,,,exhaust_manifold,izpušni_razdelilnik
181,,,,exhaust_pipe,DUPLICATE_izpušna_cev
182,,,,radiator_grille,rešetka_za_hladilnik
183,,,,low_gear,nizka_prestava
184,,,,flexible_joint,gibljivi_stik
185,,,,head_restraint,DUPLICATE_naslonjalo_za_glavo
186,,,,hood_ornament,okrasek_na_pokrovu
187,,,,exhaust_valve,izpušni_ventil
188,,,,car_mirror,ogledalo
189,,,,gas_pedal,DUPLICATE_pedal_za_plin
190,,,,seat_belt,DUPLICATE_varnostni_pas
191,,,,reverse_gear,vzvratna_prestava
192,,,,car_horn,DOUBLE_avtomobilska_hupa
193,,,,car_window,okno_na_avtu
194,,,,suspension_system,vzmetni_sistem
197,L06_8,meronyms - part,castle,,grad
198,,,,donjon,bivalno_obrambni_grad
199,,,,tower,stolp
200,,,,turret,stolpič
201,,,,gate,vrata
202,,,,dungeon,ječa
203,,,,moat,jarek
204,,,,keep,utrdba
205,,,,great_hall,velika_dvorana
207,L06_9,meronyms - part,cat,,mačka
208,,,,whiskers,brki
209,,,,coat,plašč
210,,,,paw,šapa
211,,,,paws,tace
212,,,,fur,krzno
213,,,,eyes,oči
214,,,,back,hrbet
215,,,,claws,kremplji
216,,,,tail,rep
217,,,,teeth,zobje
219,L06_10,meronyms - part,chair,,stol
220,,,,seat,sedež
221,,,,armrest,naslonjalo_za_roke
222,,,,headrest,naslonjalo_za_glavo
223,,,,armrests,naslonjala_za_roke
224,,,,rest,naslonjalo
225,,,,pad,blazina
226,,,,back,hrbet
227,,,,leg,noga
228,,,,backrest,DUPLICATE_naslonjalo
229,,,,legs,noge
231,L06_11,meronyms - part,church,,cerkev
232,,,,altar,oltar
233,,,,choir,zbor
234,,,,vestry,DUPLICATE_zakristija
235,,,,transept,transept
236,,,,apse,apsida
237,,,,sanctuary,svetišče
238,,,,rood,križ
239,,,,screen,zastor
240,,,,bema,bema
241,,,,nave,ladja
242,,,,tower,stolp
243,,,,sacristy,zakristija
244,,,,corner,kot
245,,,,chancel,kor
246,,,,amen,amen
247,,,,chapel,kapela
248,,,,apsis,DUPLICATE_apsida
249,,,,side,stran
250,,,,narthex,vhod
251,,,,presbytery,prezbiterij
252,,,,side_chapel,stranska_kapela
253,,,,lady_chapel,Marijina_kapela
254,,,,church_tower,cerkveni_stolp
255,,,,rood_screen,korna_pregrada
256,,,,amen_corner,NO_TRANSLATION
258,L06_12,meronyms - part,comb,,glavnik
259,,,,teeth,zobje
260,,,,shaft,gred
261,,,,grip,pjijemalo
262,,,,tooth,DUPLICATE_zobje
263,,,,handle,ročaj
265,L06_13,meronyms - part,day,,dan
266,,,,hour,ura
267,,,,forenoon,dopoldan
268,,,,eventide,DUPLICATE_večer
269,,,,nanosecond,nanosekunda
270,,,,noonday,DUPLICATE_opoldne
271,,,,femtosecond,femtosekunda
272,,,,hr,hr
273,,,,minutes,minute
274,,,,microsecond,mikrosekunda
275,,,,msec,msec
276,,,,time,čas
277,,,,midnight,polnoč
278,,,,sec,sec
279,,,,nighttime,nočni_čas
280,,,,min,min
281,,,,morning,jutro
282,,,,noon,opoldne
283,,,,evening,večer
284,,,,dark,tema
285,,,,picosecond,pikosekunda
286,,,,daytime,UDPLICATE_dan
287,,,,minute,minuta
288,,,,daylight,dnevna_svetloba
289,,,,s,s
290,,,,high,skrajni
291,,,,even,celo
292,,,,quarter,četrt
293,,,,morn,zjutraj
294,,,,noontide,DUPLICATE_opoldne
295,,,,second,sekunda
296,,,,afternoon,popoldne
297,,,,twelve,dvanajst
298,,,,millisecond,milisekunda
299,,,,midday,sredina_dneva
300,,,,midafternoon,sredi_popoldneva
301,,,,attosecond,attosekunda
302,,,,night,noč
303,,,,morning_time,jutranji_čas
304,,,,high_noon,pozno_opoldne
305,,,,half-hour,pol_ure
306,,,,twelve_noon,opoldne_ob_dvanajstih
307,,,,late-night_hour,pozne_ure
308,,,,early-morning_hour,zgodnje-jutranje_ure
309,,,,lights-out,čas_za_ugasniti_luči
310,,,,60_minutes,60_minut
311,,,,small_hours,zgodaj_zjutraj
312,,,,30_minutes,30_minut
313,,,,15_minutes,15_minut
314,,,,quarter-hour,četrt_ure
316,L06_14,meronyms - part,deer,,jelen
317,,,,antler,rog
318,,,,antlers,rogovi
319,,,,withers,viher
320,,,,flag,zastava
321,,,,scut,jelenjad
323,L06_15,meronyms - part,dollar,,dolar
324,,,,cent,cent
326,L06_16,meronyms - part,door,,vrata
327,,,,hinge,tečaj
328,,,,keyhole,luknja_v_ključavnici
329,,,,threshold,prag
330,,,,doorframe,okvir
331,,,,bolt,zapah
332,,,,deadbolt,DUPLICATE_zapah
333,,,,doorjamb,podboj
334,,,,tumbler,cilindrična_ključavnica
335,,,,doorpost,DUPLICATE_podboj
336,,,,doorstep,hišni_prag
337,,,,doorcase,vratni_okvir
338,,,,case,zaboj
339,,,,lock,ključavnica
340,,,,casing,ohišje_vrat
341,,,,doorsill,DUPLICATE_prag
343,L06_17,meronyms - part,dress,,obleka
344,,,,sleeve,obleka_z_rokavi
345,,,,slide,NO_TRANSLATION
346,,,,plastron,DUPLICATE_NO_TRANSLATION
347,,,,zip,DUPLICATE_obleka_z_zadrgo
348,,,,zipper,obleka_z_zadrgo
349,,,,fastener,obleka_na_zapenjanje
350,,,,hemline,spodnji_rob_obleke
351,,,,bodice,obleka_s_steznikom
352,,,,neckline,izrez
353,,,,waistline,DUPLICATE_pas
354,,,,belt,pas
355,,,,slide_fastener,zadrga
356,,,,zip_fastener,DUPLICATE_zadrga
358,L06_18,meronyms - part,filename,,ime_datoteke
359,,,,extension,končnica
360,,,,name,ime
362,L06_19,meronyms - part,flower,,roža
363,,,,petal,cvetni_list
364,,,,leaf,list
365,,,,anther,prašnik
366,,,,style,vrat
367,,,,perianth,cvetno_odevalo
368,,,,placenta,NO_TRANSLATION
369,,,,stamen,DUPLICATE_prašnik
370,,,,pistil,plodnica
371,,,,ovary,jajčniki
372,,,,corolla,venčni_list
373,,,,carpel,DUPLICATE_NO_TRANSLATION
374,,,,envelope,ovojnica
375,,,,sepal,čašni_list
376,,,,calyx,DUPLICATE_čašni_list
377,,,,stigma,brazda_na_cvetnem_pestiču
378,,,,chlamys,DUPLICATE_NO_TRANSLATION
379,,,,petals,cvetni_listi
380,,,,corona,korona
381,,,,perigonium,DUPLICATE_cvetno_odevalo
382,,,,perigone,DUPLICATE_cvetno_odevalo
383,,,,flower_petal,DUPLICATE_cvetni_list
384,,,,floral_leaf,DUPLICATE_cvetni_list
385,,,,floral_envelope,cvetna_ovojnica
386,,,,gynostegium,DUPLICATE_NO_TRANSLATION
389,L06_20,meronyms - part,gigabit,,gigabit
390,,,,megabit,megabit
391,,,,kbit,kbit
392,,,,kb,DUPLICATE_kbit
393,,,,kilobit,kilobit
394,,,,mb,mb
395,,,,mbit,mbit
397,L06_21,meronyms - part,gramm,,gram
398,,,,milligram,miligram
399,,,,mg,mg
400,,,,grain,zrno
401,,,,mcg,mcg
402,,,,carat,karat
403,,,,microgram,mikrogram
404,,,,ng,ng
405,,,,dg,dg
406,,,,decigram,decigram
407,,,,nanogram,nanogram
408,,,,metric_grain,metrično_zrno
409,,,,obolus,obolus
411,L06_22,meronyms - part,guitar,,kitara
412,,,,string,struna
413,,,,deck,trup
414,,,,pegs,ključi
415,,,,fret,prečka
416,,,,strings,strune
417,,,,frets,prečke
418,,,,peg,DUPLICATE_ključi
419,,,,fingerboard,ubiralka
421,L06_23,meronyms - part,gun,,pištola
422,,,,trigger,sprožilec
423,,,,holder,držalo
424,,,,safety,varnostni_zatič
425,,,,extractor,ekstraktor
426,,,,clip,okvir
427,,,,magazine,nabojnik
428,,,,barrel,cev
429,,,,hammer,kladivo
430,,,,viewfinder,iskalo
431,,,,gunsight,merek
432,,,,stock,kopito
433,,,,cartridge,naboj
434,,,,remover,odstranjevalec
435,,,,chamber,komora
436,,,,ejector,ejektor
437,,,,cock,nabiti
438,,,,catch,pas
439,,,,finder,DUPLICATE_iskalo
440,,,,mechanism,mehanizem
441,,,,gunstock,puškino_kopito
442,,,,lock,zaklep
443,,,,action,akcija
444,,,,muzzle,DUPLICATE_cev
445,,,,key,ključ
446,,,,gunlock,strelna_zapora
447,,,,cartridge_holder,držalo_nabojev
448,,,,gun_muzzle,DUPLICATE_cev_pištole
449,,,,gun-sight,namernik_za_pištolo
450,,,,action_mechanism,mehanizem_delovanja
451,,,,gun_chamber,komora_pištole
452,,,,gun_trigger,sprožilec_pištole
453,,,,firing_mechanism,sprožilni_mehanizem
454,,,,safety_lock,varnostni_zaklep
455,,,,cartridge_extractor,ekstraktor_nabojev
456,,,,firing_chamber,strelna_komora
457,,,,cartridge_ejector,ejektor_nabojev
458,,,,view_finder,DUPLICATE_iskalo
459,,,,cartridge_clip,sponka_nabojnika
460,,,,gun_barrel,cev_pištole
461,,,,safety_catch,DUPLICATE_varnostni_zatič
462,,,,cartridge_remover,odstranjevalec_naboja
464,L06_24,meronyms - part,harbor,,pristanišče
465,,,,dock,privez
466,,,,facility,storitev
467,,,,anchorage,sidrišče
468,,,,landing,pristan
469,,,,docking,priklop
470,,,,dockage,pristanišče
471,,,,anchorage_ground,DUPLICATE_sidrišče
472,,,,docking_facility,priklopni_objekt
473,,,,landing_place,mesto_pristanka
474,,,,landing_stage,pristajališče
476,L06_25,meronyms - part,jail,,zapor
477,,,,cell,celica
478,,,,cellblock,blok_celic
479,,,,guard,stražar
480,,,,police,policija
481,,,,prison_cell,zaporna_celica
482,,,,jail_cell,celica_v_ječi
484,L06_26,meronyms - part,jewellery,,nakit
485,,,,bead,kroglica
486,,,,stone,kamen
487,,,,wire,žica
488,,,,beads,kroglice
489,,,,gemstone,DUPLICATE_dragulj
490,,,,gem,dragulj
491,,,,metal,kovina
492,,,,gold,zlato
493,,,,silver,srebro
494,,,,platina,platina
495,,,,jewel,DUPLICATE_dragulj
497,L06_27,meronyms - part,litre,,liter
498,,,,millilitre,DUPLICATE_mililiter
499,,,,cc,cc
500,,,,ml,ml
501,,,,milliliter,milliliter
502,,,,cl,cl
503,,,,dl,dl
504,,,,deciliter,deciliter
505,,,,mil,mil
506,,,,cubic_centimetre,DUPLICATE_kubični_centimeter
507,,,,centiliter,centiliter
508,,,,decilitre,DUPLICATE_deciliter
509,,,,cubic_centimeter,kubični_centimeter
510,,,,centilitre,DUPLICATE_centiliter
511,,,,cubic_millimeter,kubični_milimeter
512,,,,cubic_millimetre,DUPLICATE_kubični_milimeter
514,L06_28,meronyms - part,movie,,film
515,,,,scene,prizor
516,,,,subtitles,podnapis
517,,,,footage,posnetki
518,,,,credit,odpis
519,,,,episode,epizoda
520,,,,shot,snemanje
521,,,,sequence,sekvenca
522,,,,credits,odpisi
523,,,,caption,napis
525,L06_29,meronyms - part,orthography,,ortografija
526,,,,hyphenation,dodajanje_vazajev
527,,,,punctuation,dodajanje_ločil
528,,,,punctuation_mark,DUPLICATE_dodajanje_ločil
529,,,,word_division,deljenje_besed
530,,,,spelling,črkovanje
532,L06_30,meronyms - part,piano,,klavir
533,,,,keyboard,klaviatura
534,,,,clavier,klavier
535,,,,loud,klasno
536,,,,hammer,kladivce
537,,,,sounding,zven
538,,,,pedal,pedal
539,,,,sustaining,zadrževanje
540,,,,soft,mehko
541,,,,fingerboard,tipkovnica
542,,,,soundboard,zvočna_plošča
543,,,,action,dejanje
544,,,,board,DUPLICATE_klaviatura
545,,,,key,tipka
546,,,,fallboard,pokrov
547,,,,piano_action,klavirska_akcija
548,,,,action_mechanism,mehanizem_delovanja
549,,,,damper_block,blažilec
550,,,,fall-board,pokrov_klavirja
551,,,,sounding_board,DUPLICATE_zvočna_plošča
552,,,,sustaining_pedal,zadrževalni_pedal
553,,,,loud_pedal,forte_pedal
554,,,,piano_damper,klavirski_dušilec
555,,,,piano_keyboard,klavirska_tipkovnica
556,,,,sound_hole,zvočna_luknja
557,,,,soft_pedal,piano_pedal
559,L06_31,meronyms - part,pie,,pita
560,,,,crust,skorja
561,,,,cheese,sir
562,,,,filling,polnilo
563,,,,fruit,sadja
564,,,,apple,jabolko
565,,,,berries,jagodičevje
566,,,,glazing,DUPLICATE_glazura
567,,,,pastry,pecivo
568,,,,icing,glazura
570,L06_32,meronyms - part,poem,,pesem
571,,,,stanza,kitica
572,,,,canto,spev
573,,,,prosody,prozodija
574,,,,rime,rima
575,,,,line,vrstica
576,,,,rhyme,rimanje
577,,,,verse,verz
578,,,,poetic_rhythm,poetični_ritem
579,,,,rhythmic_pattern,ritmični_vzorec
580,,,,verse_line,verzna_vrstica
581,,,,line_of_verse,vrstica_verza
582,,,,line_of_poetry,vrstica_poezije
584,L06_33,meronyms - part,pub,,gostilna
585,,,,bar,bar
586,,,,barroom,barska_soba
587,,,,taproom,točilnica
588,,,,saloon,salon
589,,,,ginmill,NO_TRANSLATION
591,L06_34,meronyms - part,radio,,radio
592,,,,receiver,sprejemnik
593,,,,tuner,DUPLICATE_sprejemnik
594,,,,radio,radio
595,,,,demodulator,demodulator
596,,,,transmitter,oddajnik
597,,,,detector,detektor
598,,,,receiving,sprejemanje
599,,,,set,aparat
600,,,,amplifier,ojačevalnik
601,,,,wireless,brezžično
602,,,,radio_transmitter,radio_oddajnik
603,,,,receiving_set,aparat_za_sprejemanje
604,,,,radio_receiver,radijski_sprejemnik
605,,,,radio_set,radijski_aparat
607,L06_35,meronyms - part,railcar,,vagon
608,,,,suspension,vzmetenje
609,,,,cushion,blazinjenje
610,,,,shock,udarec
611,,,,shock_absorber,amortizer
612,,,,suspension_system,amortizerni_sistem
614,L06_36,meronyms - part,seafront,,morksa_obala
615,,,,harbor,pristanišče
616,,,,seaport,morsko_pristanišče
617,,,,dock,dok
618,,,,haven,zatočišče
619,,,,anchorage,sidrišče
620,,,,landing,pristanek
621,,,,harbour,DUPLICATE_pristanišče
622,,,,dockage,DUPLICATE_pristanišče
623,,,,anchorage_ground,DUPLICATE_sidrišče
624,,,,docking_facility,pristaniščni_objekt
625,,,,landing_place,mesto_pristanka
626,,,,landing_stage,pristajališče
628,L06_37,meronyms - part,shilling,,šiling
629,,,,pence,penij
631,L06_38,meronyms - part,shirt,,srajca
632,,,,button,gumb
633,,,,dickie,DUPLICATE_ovratnik
634,,,,collar,ovratnik
635,,,,dickey,DUPLICATE_ovratnik
636,,,,sleeve,rokav
637,,,,buttons,gumbi
638,,,,dicky,DUPLICATE_ovratnik
639,,,,pocket,žep
640,,,,shirttail,srajčni_rep
641,,,,shirtsleeve,rokav_srajce
642,,,,shirtfront,NO_TRANSLATION
643,,,,shirt_button,gumb_na_srajci
645,L06_39,meronyms - part,sonata,,sonata
646,,,,movement,stavek
647,,,,psrt,NO_TRANSLATION
650,L06_40,meronyms - part,staircase,,stopnišče
651,,,,step,DUPLICATE_stopnica
652,,,,riser,ličnica
653,,,,landing,podest
654,,,,tread,pohodna_plošča
655,,,,stair,stopnica
656,,,,stairhead,NO_TRANSLATION
658,L06_41,meronyms - part,sword,,meč
659,,,,blade,rezilo
660,,,,forte,forte
661,,,,hilt,ročaj
662,,,,peak,vrh
663,,,,foible,slabost
664,,,,point,špica
665,,,,pommel,zaključek_ročaja
666,,,,haft,držalo
667,,,,tip,konica
668,,,,knob,DUPLICATE_držalo
669,,,,helve,DUPLICATE_ročaj
670,,,,knife_edge,rezilo_noža
671,,,,cutting_edge,ostri_rob
673,L06_42,meronyms - part,table,,miza
674,,,,tabletop,namizje
675,,,,tableware,namizni_pribor
676,,,,leg,noga
677,,,,legs,noge
679,L06_43,meronyms - part,teapot,,čajnik
680,,,,spout,izliv
681,,,,handle,ročaj
682,,,,knob,držalo_pokrova
683,,,,lid,pokrov
684,,,,body,telo
685,,,,belly,trebuh
686,,,,base,osnova
687,,,,filter,filter
688,,,,tea_filter,čajni_filter
690,L06_44,meronyms - part,telephone,,telefon
691,,,,receiver,sprejemnik
692,,,,mouthpiece,ustnik
693,,,,dial,številčnica
694,,,,wire,žica
695,,,,screen,zaslon
696,,,,display,ekran
697,,,,telephone_receiver,telefonski_sprejemnik
699,L06_45,meronyms - part,tonne,,tona
700,,,,kilogram,kilogram
701,,,,mg,mg
702,,,,gm,gm
703,,,,hg,hg
704,,,,grain,zrno
705,,,,milligram,milligram
706,,,,hundredweight,stotežka
707,,,,kilo,kila
708,,,,mcg,mcg
709,,,,dag,dag
710,,,,carat,karat
711,,,,microgram,mikrogram
712,,,,gramme,DUPLICATE_gram
713,,,,quintal,kvintal
714,,,,ng,ng
715,,,,gram,gram
716,,,,dg,dg
717,,,,g,g
718,,,,kg,kg
719,,,,decigram,decigram
720,,,,nanogram,nanogram
721,,,,myriagram,miriagram
722,,,,centner,center
723,,,,metric_grain,metrično_zrno
724,,,,myg,myg
725,,,,dekagram,dekagram
726,,,,decagram,DUPLICATE_dekagram
727,,,,metric_hundredweight,metrična_stotežka
728,,,,obolus,obol
729,,,,doppelzentner,NO_TRANSLATION
730,,,,hectogram,hektogram
731,,,,dkg,dkg
733,L06_46,meronyms - part,torso,,trup
734,,,,chest,prsi
735,,,,arse,rit
736,,,,shoulder,rama
737,,,,bum,zadnjica
738,,,,midriff,srednji_del
739,,,,groin,dimlja
740,,,,deltoid,deltoid
741,,,,diaphragm,prepona
742,,,,lat,široka_hrbtna_mišica
743,,,,pectoralis,velika_prsna_mišica
744,,,,behind,DUPLICATE_zadnjica
745,,,,gluteus,velika_zadnjična_mišica
746,,,,middle,sredina
747,,,,stomach,želodec
748,,,,teres,mala_okrogla_mišica
749,,,,thorax,oprsje
750,,,,tush,DUPLICATE_rit
751,,,,ab,trebušna_mišica
752,,,,rump,križ
753,,,,breastbone,prsnica
754,,,,buns,hlebčki
755,,,,gladiolus,NO_TRANSLATION
756,,,,haunch,stegno
757,,,,backside,DUPLICATE_rit
758,,,,buttocks,DUPLICATE_zadnjica
759,,,,serratus,sprednja_nazobčana_mišica
760,,,,pectoral,DUPLICATE_velika_prsna_mišica
761,,,,stern,obračalka_glave
762,,,,navel,popek
763,,,,paunch,žepek
764,,,,seat,sedež
765,,,,mediastinum,medplučje
766,,,,ass,DUPLICATE_rit
767,,,,axilla,pazduga
768,,,,back,hrbet
769,,,,belly,trebuh
770,,,,bottom,DUPLICATE_zadnjica
771,,,,omphalos,DUPLICATE_popek
772,,,,fundament,DUPLICATE_rit
773,,,,acromion,lopatica
774,,,,derriere,zadnja_plat
775,,,,hindgut,hrbtno_črevesje
776,,,,gut,črevesje
777,,,,gallbladder,žolčnik
778,,,,saddle,sedalne_kosti
779,,,,cheek,lice
780,,,,waist,pas
781,,,,butt,DUPLICATE_rit
782,,,,bowel,DUPLICATE_črevesje
783,,,,keister,DUPLICATE_rit
784,,,,bellybutton,DUPLICATE_popek
785,,,,pectus,DUPLICATE_oprsje
786,,,,prat,DUPLICATE_rit
787,,,,loins,ledja
788,,,,abdominal,DUPLICATE_trebuh
789,,,,rear,DUPLICATE_zadnjica
790,,,,dorsum,hrbtišče
791,,,,posterior,DUPLICATE_zadnjica
792,,,,venter,DUPLICATE_trebuh
793,,,,small,DUPLICATE_NO_TRANSLATION
794,,,,abdomen,DUPLICATE_trebuh
795,,,,umbilicus,DUPLICATE_popek
796,,,,armpit,pazduha
797,,,,waistline,DUPLICATE_pas
798,,,,sternum,DUPLICATE_prsnica
799,,,,scapula,DUPLICATE_lopatica
800,,,,glute,DUPLICATE_zadnjica
801,,,,manubrium,manubrij
802,,,,fanny,DUPLICATE_zadnjica
803,,,,side,stran
804,,,,midsection,DUPLICATE_srednji_del
805,,,,pecs,prsne_mišice
806,,,,hip,kolk
807,,,,buttock,DUPLICATE_zadnjica
808,,,,intestine,črevo
809,,,,breast,DUPLICATE_prsi
810,,,,can,DUPLICATE_NO_TRANSLATION
811,,,,tail,rep
812,,,,hindquarters,zadnji_del
813,,,,xiphoid_process,žlička
814,,,,thoracic_vertebra,vretence
815,,,,abdominal_wall,trebušna_stena
816,,,,musculus_deltoideus,deltoidna_mišica
817,,,,abdominal_cavity,trebušna_votlina
818,,,,arteria_circumflexa_scapulae,arteria_circumflexa_scapulae
819,,,,arteria_glutes,arteria_glutes
820,,,,arteria_axillaris,arteria_axillaris
821,,,,axillary_fossa,axillary_fossa
822,,,,arteria_colica,arteria_colica
823,,,,articulatio_humeri,articulatio_humeri
824,,,,shoulder_joint,ramenski_sklep
825,,,,gall_bladder,DUPLICATE_žolčnik
826,,,,spare_tire,obroč_okoli_trebuha
827,,,,arteria_circumflexa_humeri,arteria_circumflexa_humeri
828,,,,serratus_muscles,DUPLICATE_sprednja_nazobčana_mišica
829,,,,axillary_artery,subklavijska_arterija
830,,,,gluteus_muscle,zadnjična_mišica
831,,,,love_handle,ljubezenski_ročaj
832,,,,latissimus_dorsi,latissimus_dorsi
833,,,,pectoral_muscle,prsna_mišica
834,,,,tooshie,ritka
835,,,,abdominal_muscle,DUPLICATE_trebušna_mišica
836,,,,circumflex_humeral_artery,cirkumfleksna_humeralna_arterija
837,,,,abdominal_aorta,trebušna_aorta
838,,,,vena_thoracica,vena_thoracica
839,,,,musculus_pectoralis,musculus_pectoralis
840,,,,hypochondrium,hipohondrij
841,,,,area_of_cardiac_dullness,območje_srčne_otopelosti
842,,,,glenoid_cavity,glenoidna_votlina
843,,,,rib_cage,rebra
844,,,,thoracic_aorta,torakalna_aorta
845,,,,omphalus,DUPLICATE_popek
846,,,,circumflex_scapular_artery,cirkumfleksna_skapularna_arterija
847,,,,acromial_process,akromialni_postopek
848,,,,shoulder_bone,DUPLICATE_rama
849,,,,tail_end,zadek
850,,,,rear_end,DUPLICATE_zadnjica
851,,,,gluteal_muscle,DUPLICATE_zadnjična_mišica
852,,,,inguen,dimelj
853,,,,shoulder_blade,DUPLICATE_lopatica
854,,,,rotator_cuff,rotatorna_manšeta
855,,,,corpus_sternum,corpus_sternum
856,,,,dorsal_vertebra,dorsal_vertebra
857,,,,teres_muscle,velika_okrogla_mišica
858,,,,thoracic_cavity,DUPLICATE_prsna_votlina
859,,,,axillary_cavity,aksilarna_votlina
