,ID,Relation,Source,Target,AL
105,,,,eutherian_mammal,gjitar_euterian
106,,,,placental_mammal,gjitar_plancetal
107,,,,craniate,kafkë
108,,,,physical_hoofed_mammal,gjitar_fizik_me_thundra
109,,,,physical_entity,entitet_fizik
110,,,,even-toed_ungulate,thundrak_me_gishta_të_barabartë
111,,,,artiodactyl_mammal,gjitar_artiodaktil
112,,,,living_thing,gjë_e_gjallë
114,L01_8,hypernyms - animals,butterfly,,flutur
115,,,,insect,insekt
116,,,,creature,krijesë
117,,,,beast,bishë
118,,,,lepidopteran,lepidopteran
119,,,,animal,kafshë
120,,,,organism,organizëm
121,,,,fauna,faunë
122,,,,arthropod,artropod
123,,,,lepidopterous_insect,insekt_lepidopteran
124,,,,lepidopteron,DUPLICATE_lepidopteran
125,,,,animate_being,qenie_e_gjallë
126,,,,living_thing,gjë_e_gjallë
128,L01_9,hypernyms - animals,cat,,macë
129,,,,feline,mace
130,,,,beast,bishë
131,,,,animal,kafshë
132,,,,organism,organizëm
133,,,,fauna,faunë
134,,,,placental,plancental
135,,,,carnivore,mishngrënës
136,,,,chordate,kordatë
137,,,,felid,felid
138,,,,eutherian,euterian
139,,,,mammal,gjitar
140,,,,mammalian,DUPLICATE_gjitar
141,,,,eutherian_mammal,gjitar_euterian
142,,,,animate_being,qenie_e_gjallë
143,,,,placental_mammal,gjitar_plancental
144,,,,craniate,kafkë
146,L01_10,hypernyms - animals,chicken,,pulë
147,,,,fowl,shpend
148,,,,bird,zog
149,,,,vertebrate,vertebror
150,,,,poultry,DUPLICATE_pulë
151,,,,creature,krijesë
152,,,,beast,bishë
153,,,,being,gjallesë
154,,,,animal,kafshë
155,,,,organism,organizëm
156,,,,fauna,faunë
157,,,,chordate,kordatë
158,,,,domestic_fowl,shpend_shtëpiak
159,,,,animate_being,qenie_e_gjallë
160,,,,gallinaceous_bird,zog_galinatik
161,,,,craniate,kafkë
162,,,,gallinacean,galinatik
163,,,,living_thing,gjë_e_gjallë
166,L01_11,hypernyms - animals,chimpanzee,,shimpanze
167,,,,primate,primat
168,,,,vertebrate,vertebror
169,,,,creature,krijesë
170,,,,beast,bishë
171,,,,being,gjallesë
172,,,,animal,kafshë
173,,,,organism,organizëm
174,,,,fauna,faunë
175,,,,placental,placental
176,,,,hominid,hominid
177,,,,chordate,kordatë
178,,,,eutherian,euterik
179,,,,mammal,gjitar
180,,,,ape,majmun
181,,,,mammalian,DUPLICATE_gjitar
182,,,,animate_being,qenie_e_gjallë
183,,,,eutherian_mammal,gjitar_euterian
184,,,,placental_mammal,gjitar_placental
185,,,,craniate,kafkë
186,,,,physical_physical_entity,entitet_fizik
187,,,,living_thing,gjë_e_gjallë
189,L01_12,hypernyms - animals,chinchilla,,qinqilla
190,,,,rodent,brejtës
191,,,,vertebrate,vertebror
192,,,,creature,krijesë
193,,,,beast,bishë
194,,,,animal,kafshë
195,,,,organism,organizëm
196,,,,fauna,faunë
197,,,,placental,placental
198,,,,chordate,kordatë
199,,,,eutherian,euterik
200,,,,mammal,gjitar
201,,,,mammalian,DUPLICATE_gjitar
202,,,,eutherian_mammal,gjitar_euterian
203,,,,gnawer,gllabërues
204,,,,animate_being,qenie_e_gjallë
205,,,,living_thing,gjë_e_gjallë
206,,,,placental_mammal,gjitar_placental
207,,,,craniate,kafkë
209,L01_13,hypernyms - animals,cobra,,kobra
210,,,,snake,gjarpër
211,,,,reptile,zvarranik
212,,,,elapid,elapid
213,,,,elapid_snake,gjarpër_elapid
214,,,,serpent,DUPLICATE_gjarpër
215,,,,ophidian,ofidian
217,L01_14,hypernyms - animals,cockroach,,kacabu
218,,,,insect,insekt
219,,,,invertebrate,jo_vertebror
220,,,,creature,krijesë
221,,,,beast,bishë
222,,,,dictyopterous_insect,insekt_diktioper
223,,,,being,gjallesë
224,,,,animal,kafshë
225,,,,organism,organizëm
226,,,,fauna,faunë
227,,,,arthropod,artropod
228,,,,animate_being,qenie_e_gjallë
229,,,,physical_entity,entitet_fizik
230,,,,living_thing,gjë_e_gjallë
233,L01_15,hypernyms - animals,cow,,lopë
234,,,,bovid,gjedh
235,,,,mammal,gjitar
236,,,,cattle,bagëti
237,,,,vertebrate,vertebror
238,,,,creature,krijesë
239,,,,ungulate,thundrakë
240,,,,beast,bishë
241,,,,being,gjallesë
242,,,,animal,kafshë
243,,,,organism,organizëm
244,,,,fauna,faunë
245,,,,placental,placental
246,,,,artiodactyl,artiodaktil
247,,,,ruminant,ripërtypës
248,,,,chordate,kordatë
249,,,,eutherian,euterik
250,,,,mammalian,DUPLICATE_gjitar
251,,,,animate_being,qenie_e_gjallë
252,,,,eutherian_mammal,gjitar_euterian
253,,,,placental_mammal,gjitar_placental
254,,,,craniate,kafkë
255,,,,physical_hoofed_mammal,gjitar_fizik_me_thundra
256,,,,physical_entity,entitet_fizik
257,,,,even-toed_ungulate,thundrak_me_gishta_të_barabartë
258,,,,artiodactyl_mammal,gjitar_artiodaktil
259,,,,living_thing,gjë_e_gjallë
261,L01_16,hypernyms - animals,coyote,,kojota
262,,,,canine,qen
263,,,,vertebrate,vertebror
264,,,,creature,krijesë
265,,,,beast,bishë
266,,,,canid,DUPLICATE_qen
267,,,,being,gjallesë
268,,,,animal,kafshë
269,,,,organism,organizëm
270,,,,fauna,faunë
271,,,,placental,placental
272,,,,carnivore,mishngrënës
273,,,,chordate,kordatë
274,,,,eutherian,euterik
275,,,,mammal,gjitar
276,,,,mammalian,DUPLICATE_gjitar
277,,,,animate_being,qenie_e_gjallë
278,,,,eutherian_mammal,gjitar_euterian
280,,,,placental_mammal,gjitar_placental
281,,,,craniate,kafkë
282,,,,domesticated_animal,kafshë_shtëpiake
283,,,,physical_entity,entitet_fizik
284,,,,domestic_animal,DUPLICATE_kafshë_shtëpiake
285,,,,living_thing,gjë_e_gjallë
287,L01_17,hypernyms - animals,deer,,kaproll
288,,,,bovid,gjedh
289,,,,mammal,gjitar
290,,,,vertebrate,vertebror
291,,,,creature,krijesë
292,,,,ungulate,thundrakë
293,,,,beast,bishë
294,,,,being,gjallesë
295,,,,animal,kafshë
296,,,,organism,organizëm
297,,,,fauna,faunë
298,,,,placental,placental
299,,,,artiodactyl,artiodaktil
300,,,,ruminant,ripërtypës
301,,,,chordate,kordatë
302,,,,eutherian,euterik
303,,,,mammalian,DUPLICATE_gjitar
304,,,,bovine,DUPLICATE_gjedh
305,,,,animate_being,qenie_e_gjallë
306,,,,eutherian_mammal,gjitar_euterian
307,,,,placental_mammal,gjitar_placental
308,,,,craniate,kafkë
309,,,,physical_hoofed_mammal,DUPLICATE_gjitar
310,,,,physical_entity,entitet_fizik
311,,,,even-toed_ungulate,thundrak_me_gishta_të_barabartë
312,,,,artiodactyl_mammal,gjitar_artiodaktil
313,,,,living_thing,gjë_e_gjallë
316,L01_18,hypernyms - animals,dog,,qen
317,,,,canine,DUPLICATE_qen
318,,,,vertebrate,vertebror
319,,,,creature,krijesë
320,,,,beast,bishë
321,,,,canid,DUPLICATE_qen
322,,,,being,gjallesë
323,,,,animal,kafshë
324,,,,organism,organizëm
325,,,,fauna,faunë
326,,,,placental,placental
327,,,,carnivore,mishngrënës
328,,,,chordate,kordatë
329,,,,eutherian,euterik
330,,,,mammal,gjitar
331,,,,mammalian,DUPLICATE_gjitar
332,,,,animate_being,qenie_e_gjallë
333,,,,eutherian_mammal,gjitar_euterian
335,,,,placental_mammal,gjitar_placental
336,,,,craniate,kafkë
337,,,,domesticated_animal,kafshë_shtëpiake
338,,,,physical_entity,entitet_fizik
339,,,,domestic_animal,DUPLICATE_kafshë_shtëpiake
340,,,,living_thing,gjë_e_gjallë
342,L01_19,hypernyms - animals,duck,,rosë
343,,,,fowl,shpendë
344,,,,bird,zog
345,,,,vertebrate,vertebror
346,,,,poultry,DUPLICATE_shpendë
347,,,,creature,krijesë
348,,,,beast,bishë
349,,,,being,gjallesë
350,,,,animal,kafshë
351,,,,organism,organizëm
352,,,,fauna,faunë
353,,,,chordate,kordatë
354,,,,domestic_fowl,shpendë_shtëpiak
355,,,,waterfowl,shpend_uji
356,,,,water_fowl,DUPLICATE_shpend_uji
357,,,,animate_being,qenie_e_gjallë
358,,,,anseriform_bird,zog_anseriform
359,,,,craniate,kafkë
360,,,,living_thing,gjë_e_gjallë
362,L01_20,hypernyms - animals,eagle,,shqiponjë
363,,,,raptor,grabitqar
364,,,,bird,zog
365,,,,vertebrate,vertebror
366,,,,creature,krijesë
367,,,,beast,bishë
368,,,,being,gjallesë
369,,,,animal,kafshë
370,,,,organism,organizëm
371,,,,fauna,faunë
372,,,,chordate,kordatë
373,,,,animate_being,qenie_e_gjallë
374,,,,craniate,kafkë
376,,,,raptorial_bird,zog_grabitqar
377,,,,bird_of_prey,DUPLICATE_zog_grabitqar
378,,,,living_thing,gjë_e_gjallë
380,L01_21,hypernyms - animals,falcon,,falkon
381,,,,raptor,grabitqar
382,,,,bird,zog
383,,,,vertebrate,vertebror
384,,,,creature,krijesë
385,,,,beast,bishë
386,,,,being,gjallesë
387,,,,animal,kafshë
388,,,,organism,organizëm
389,,,,fauna,faunë
390,,,,chordate,kordatë
391,,,,animate_being,qenie_e_gjallë
392,,,,craniate,kafkë
393,,,,living_thing,gjë_e_gjallë
394,,,,raptorial_bird,zog_grabitqar
395,,,,bird_of_prey,DUPLICATE_zog_grabitqar
397,L01_22,hypernyms - animals,fox,,dhelpër
398,,,,canine,qen
399,,,,vertebrate,vertebror
400,,,,creature,krijesë
401,,,,beast,bishë
402,,,,canid,DUPLICATE_qen
403,,,,being,gjallesë
404,,,,animal,kafshë
405,,,,organism,organizëm
406,,,,fauna,faunë
407,,,,placental,placental
408,,,,carnivore,mishngrënës
409,,,,chordate,kordatë
410,,,,eutherian,euterik
411,,,,mammal,gjitar
412,,,,mammalian,DUPLICATE_gjitar
413,,,,animate_being,qenie_e_gjallë
414,,,,eutherian_mammal,gjitar_euterian
416,,,,placental_mammal,gjitar_placental
417,,,,craniate,kafkë
418,,,,domesticated_animal,kafshë_shtëpiake
419,,,,physical_entity,entitet_fizik
420,,,,domestic_animal,DUPLICATE_kafshë_shtëpiake
421,,,,living_thing,gjë_e_gjallë
423,L01_23,hypernyms - animals,gibbon,,gibon
424,,,,primate,primat
425,,,,vertebrate,vertebror
426,,,,creature,krijesë
427,,,,beast,bishë
428,,,,being,gjallesë
429,,,,animal,kafshë
430,,,,organism,organizëm
431,,,,fauna,faunë
432,,,,placental,placental
433,,,,chordate,kordatë
434,,,,eutherian,euterik
435,,,,mammal,gjitar
436,,,,ape,majmun
437,,,,mammalian,DUPLICATE_gjitar
438,,,,animate_being,qenie_e_gjallë
439,,,,eutherian_mammal,gjitar_euterian
440,,,,placental_mammal,gjitar_placental
441,,,,craniate,kafkë
442,,,,physical_physical_entity,entitet_fizik
443,,,,living_thing,gjë_e_gjallë
446,L01_24,hypernyms - animals,goat,,dhi
447,,,,bovid,gjedh
448,,,,mammal,gjitar
449,,,,vertebrate,vertebror
450,,,,ungulate,thundrakë
451,,,,beast,bishë
452,,,,being,gjallesë
453,,,,animal,kafshë
454,,,,organism,organizëm
455,,,,fauna,faunë
456,,,,placental,placental
457,,,,artiodactyl,artiodaktil
458,,,,chordate,kordatë
459,,,,eutherian,euterik
460,,,,mammalian,DUPLICATE_gjitar
461,,,,animate_being,qenie_e_gjallë
462,,,,eutherian_mammal,gjitar_euterian
463,,,,placental_mammal,gjitar_placental
464,,,,craniate,kafkë
465,,,,hoofed_mammal,gjitar_me_thundra
466,,,,even-toed_ungulate,thundrak_me_gishta_të_barabartë
467,,,,artiodactyl_mammal,gjitar_artiodaktil
468,,,,living_thing,gjë_e_gjallë
470,L01_25,hypernyms - animals,goose,,patë
471,,,,fowl,shpendë
472,,,,bird,zog
473,,,,vertebrate,vertebror
474,,,,poultry,DUPLICATE_shpendë
475,,,,creature,krijesë
476,,,,beast,bishë
477,,,,being,gjallesë
478,,,,animal,kafshë
479,,,,organism,organizëm
480,,,,fauna,faunë
481,,,,chordate,kordatë
482,,,,domestic_fowl,shpendë_shtëpiak
483,,,,waterfowl,shpend_uji
484,,,,water_fowl,DUPLICATE_shpend_uji
485,,,,animate_being,qenie_e_gjallë
486,,,,anseriform_bird,zog_anseriform
487,,,,craniate,kafkë
488,,,,living_thing,gjë_e_gjallë
490,L01_26,hypernyms - animals,gorilla,,gorillë
491,,,,primate,primat
492,,,,vertebrate,vertebror
493,,,,creature,krijesë
494,,,,beast,bishë
495,,,,being,gjallesë
496,,,,animal,kafshë
497,,,,organism,organizëm
498,,,,fauna,faunë
499,,,,placental,placental
500,,,,hominid,hominid
501,,,,chordate,kordatë
502,,,,eutherian,euterik
503,,,,mammal,gjitar
504,,,,ape,majmun
505,,,,mammalian,DUPLICATE_gjitar
506,,,,animate_being,qenie_e_gjallë
507,,,,eutherian_mammal,gjitar_euterian
508,,,,placental_mammal,gjitar_placental
509,,,,craniate,kafkë
510,,,,physical_physical_entity,entitet_fizik
511,,,,living_thing,gjë_e_gjallë
513,L01_27,hypernyms - animals,hawk,,skifter
514,,,,raptor,grabitqar
515,,,,bird,zog
516,,,,vertebrate,vertebror
517,,,,creature,krijesë
518,,,,beast,bishë
519,,,,being,gjallesë
520,,,,animal,kafshë
521,,,,organism,organizëm
522,,,,fauna,faunë
523,,,,chordate,kordatë
524,,,,animate_being,qenie_e_gjallë
525,,,,craniate,kafkë
526,,,,living_thing,gjë_e_gjallë
527,,,,raptorial_bird,zog_grabitqar
528,,,,bird_of_prey,DUPLICATE_zog_grabitqar
530,L01_28,hypernyms - animals,human,,njeri
531,,,,primate,primat
532,,,,vertebrate,vertebror
533,,,,creature,krijesë
534,,,,beast,bishë
535,,,,being,gjallesë
536,,,,animal,kafshë
537,,,,organism,organizëm
538,,,,fauna,faunë
539,,,,placental,placental
540,,,,hominid,hominid
541,,,,chordate,kordatë
542,,,,eutherian,euterik
543,,,,mammal,gjitar
544,,,,ape,majmun
545,,,,mammalian,DUPLICATE_gjitar
546,,,,animate_being,qenie_e_gjallë
547,,,,eutherian_mammal,gjitar_euterian
548,,,,placental_mammal,gjitar_placental
549,,,,craniate,kafkë
550,,,,physical_physical_entity,entitet_fizik
551,,,,living_thing,gjë_e_gjallë
553,L01_29,hypernyms - animals,jackal,,çakalli
554,,,,canine,qen
555,,,,vertebrate,vertebror
556,,,,creature,krijesë
557,,,,beast,bishë
558,,,,canid,DUPLICATE_qen
559,,,,being,gjallesë
560,,,,animal,kafshë
561,,,,organism,organizëm
562,,,,fauna,faunë
563,,,,placental,placental
564,,,,carnivore,mishngrënës
565,,,,chordate,kordatë
566,,,,eutherian,euterik
567,,,,mammal,gjitar
568,,,,mammalian,DUPLICATE_gjitar
569,,,,animate_being,qenie_e_gjallë
570,,,,eutherian_mammal,gjitar_euterian
572,,,,placental_mammal,gjitar_placental
573,,,,craniate,kafkë
574,,,,domesticated_animal,kafshë_shtëpiake
575,,,,physical_entity,entitet_fizik
576,,,,domestic_animal,DUPLICATE_kafshë_shtëpiake
577,,,,living_thing,gjë_e_gjallë
579,L01_30,hypernyms - animals,jaguar,,jaguar
580,,,,feline,mace
581,,,,cat,macë
582,,,,beast,bishë
583,,,,animal,kafshë
584,,,,organism,organizëm
585,,,,fauna,faunë
586,,,,placental,placental
587,,,,carnivore,mishngrënës
588,,,,chordate,kordatë
589,,,,felid,felid
590,,,,eutherian,euterik
591,,,,mammal,gjitar
592,,,,mammalian,DUPLICATE_gjitar
593,,,,eutherian_mammal,gjitar_euterian
594,,,,animate_being,qenie_e_gjallë
595,,,,placental_mammal,gjitar_placental
596,,,,craniate,kafkë
597,,,,big_cat,mace_e_madhe
599,L01_31,hypernyms - animals,leopard,,leopard
600,,,,feline,mace
601,,,,cat,macë
602,,,,beast,bishë
603,,,,animal,kafshë
604,,,,organism,organizëm
605,,,,fauna,faunë
606,,,,placental,placental
607,,,,carnivore,mishngrënës
608,,,,causal_agent,agjent_shkaktar
609,,,,chordate,kordatë
610,,,,felid,felid
611,,,,eutherian,euterik
612,,,,mammal,gjitar
613,,,,mammalian,DUPLICATE_gjitar
614,,,,eutherian_mammal,gjitar_euterian
615,,,,animate_being,qenie_e_gjallë
616,,,,placental_mammal,gjitar_placental
617,,,,craniate,kafkë
618,,,,big_cat,mace_e_madhe
620,L01_32,hypernyms - animals,lion,,luan
621,,,,feline,mace
622,,,,cat,macë
623,,,,beast,bishë
624,,,,animal,kafshë
625,,,,organism,organizëm
626,,,,fauna,faunë
627,,,,placental,placental
628,,,,carnivore,mishngrënës
629,,,,chordate,kordatë
630,,,,felid,felid
631,,,,eutherian,euterik
632,,,,mammal,gjitar
633,,,,mammalian,DUPLICATE_gjitar
634,,,,eutherian_mammal,gjitar_euterian
635,,,,animate_being,qenie_e_gjallë
636,,,,placental_mammal,gjitar_placental
637,,,,craniate,kafkë
638,,,,big_cat,mace_e_madhe
640,L01_33,hypernyms - animals,mamba,,mamba
641,,,,snake,gjarpër
642,,,,reptile,zvarranik
643,,,,elapid,elapid
644,,,,elapid_snake,DUPLICATE_elapid
645,,,,serpent,DUPLICATE_gjarpër
646,,,,ophidian,ofidian
648,L01_34,hypernyms - animals,mouse,,miu
649,,,,rodent,brejtës
650,,,,vertebrate,vertebror
651,,,,creature,krijesë
652,,,,beast,bishë
653,,,,animal,kafshë
654,,,,organism,organizëm
655,,,,fauna,faunë
656,,,,placental,placental
657,,,,chordate,kordatë
658,,,,eutherian,euterik
659,,,,mammal,gjitar
660,,,,mammalian,DUPLICATE_gjitar
661,,,,eutherian_mammal,gjitar_euterian
662,,,,gnawer,gllabërues
663,,,,animate_being,qenie_e_gjallë
664,,,,living_thing,gjë_e_gjallë
665,,,,placental_mammal,gjitar_placental
666,,,,craniate,kafkë
669,L01_35,hypernyms - animals,orangutan,,orangutan
670,,,,primate,primat
671,,,,vertebrate,vertebror
672,,,,creature,krijesë
673,,,,beast,bishë
674,,,,being,gjallesë
675,,,,animal,kafshë
676,,,,organism,organizëm
677,,,,fauna,faunë
678,,,,placental,placental
679,,,,hominid,hominid
680,,,,chordate,kordatë
681,,,,eutherian,euterik
682,,,,mammal,gjitar
683,,,,ape,majmun
684,,,,mammalian,DUPLICATE_gjitar
685,,,,animate_being,qenie_e_gjallë
686,,,,eutherian_mammal,gjitar_euterian
687,,,,placental_mammal,gjitar_placental
688,,,,craniate,kafkë
689,,,,physical_physical_entity,entitet_fizik
690,,,,living_thing,gjë_e_gjallë
692,L01_36,hypernyms - animals,owl,,buf
693,,,,raptor,grabitqar
694,,,,bird,zog
695,,,,vertebrate,vertebror
696,,,,creature,krijesë
697,,,,beast,bishë
698,,,,being,gjallesë
699,,,,animal,kafshë
700,,,,organism,organizëm
701,,,,fauna,faunë
702,,,,chordate,kordatë
703,,,,animate_being,qenie_e_gjallë
704,,,,craniate,kafkë
705,,,,living_thing,gjë_e_gjallë
706,,,,raptorial_bird,zog_grabitqar
707,,,,bird_of_prey,DUPLICATE_zog_grabitqar
709,L01_37,hypernyms - animals,pony,,poni
710,,,,bovid,gjedh
711,,,,mammal,gjitar
712,,,,horse,kal
713,,,,vertebrate,vertebror
714,,,,creature,krijesë
715,,,,beast,bishë
716,,,,animal,kafshë
717,,,,organism,organizëm
718,,,,fauna,faunë
719,,,,placental,placental
720,,,,eutherian,euterik
721,,,,equine,i_kalit
722,,,,mammalian,gjitar_mamal
723,,,,equid,ekuid
724,,,,living_thing,gjë_e_gjallë
725,,,,odd-toed_ungulate,thundrak_me_gishta_jo_të_barabartë
726,,,,animate_being,qenie_e_gjallë
727,,,,eutherian_mammal,gjitar_euterian
728,,,,perissodactyl,perisodaktil
729,,,,placental_mammal,gjitar_placental
730,,,,craniate,kafkë
731,,,,hoofed_mammal,gjitar_me_thundra
732,,,,physical_entity,entitet_fizik
733,,,,perissodactyl_mammal,gjitar_perisodaktil
734,,,,equus_caballus,ekus_kaballus
736,L01_38,hypernyms - animals,porcupine,,porkupin
737,,,,rodent,brejtës
738,,,,vertebrate,vertebror
739,,,,creature,krijesë
740,,,,beast,bishë
741,,,,animal,kafshë
742,,,,organism,organizëm
743,,,,fauna,faunë
744,,,,placental,placental
745,,,,chordate,kordatë
746,,,,eutherian,euterik
747,,,,mammal,gjitar
748,,,,mammalian,DUPLICATE_gjitar
749,,,,eutherian_mammal,gjitar_euterian
750,,,,gnawer,gllabërues
751,,,,animate_being,qenie_e_gjallë
752,,,,living_thing,gjë_e_gjallë
753,,,,placental_mammal,gjitar_placental
754,,,,craniate,kafkë
756,L01_39,hypernyms - animals,quail,,thëllëza
757,,,,fowl,shpendë
758,,,,bird,zog
759,,,,vertebrate,vertebror
760,,,,poultry,DUPLICATE_shpendë
761,,,,creature,krijesë
762,,,,beast,bishë
763,,,,being,gjallesë
764,,,,animal,kafshë
765,,,,organism,organizëm
766,,,,fauna,faunë
767,,,,chordate,kordatë
768,,,,wild_fowl,shpend_i_egër
769,,,,wildfowl,DUPLICATE_shpend_i_egër
770,,,,animate_being,qenie_e_gjallë
771,,,,gallinaceous_bird,zog_gallinac
772,,,,craniate,kafkë
773,,,,gallinacean,gallinac
774,,,,living_thing,gjë_e_gjallë
776,L01_40,hypernyms - animals,rattlesnake,,gjarpër_me_zile
777,,,,snake,gjarpër
778,,,,reptile,zvarranik
779,,,,pit_viper,nepërkë_grope
780,,,,serpent,DUPLICATE_gjarpër
781,,,,ophidian,ofidian
783,L01_41,hypernyms - animals,squirrel,,ketri
784,,,,rodent,brejtës
785,,,,vertebrate,vertebror
786,,,,creature,krijesë
787,,,,beast,bishë
788,,,,animal,kafshë
789,,,,organism,organizëm
790,,,,fauna,faunë
791,,,,placental,placental
792,,,,chordate,kordatë
793,,,,eutherian,euterik
794,,,,mammal,gjitar
795,,,,mammalian,DUPLICATE_gjitar
796,,,,eutherian_mammal,gjitar_euterian
797,,,,gnawer,gllabërues
798,,,,animate_being,qenie_e_gjallë
799,,,,living_thing,gjë_e_gjallë
800,,,,placental_mammal,gjitar_placental
801,,,,craniate,kafkë
803,L01_42,hypernyms - animals,stegosaurus,,stegosaurus
804,,,,dinosaur,dinosaur
805,,,,reptile,zvarranik
806,,,,armored_dinosaur,dinosaur_i_blinduar
807,,,,archosaur,arkosaur
808,,,,archosaurian,arkosaurian
809,,,,archosaurian_reptile,reptil_arkosaurian
811,L01_43,hypernyms - animals,tiger,,tigër
812,,,,feline,mace
813,,,,cat,macë
814,,,,beast,bishë
815,,,,animal,kafshë
816,,,,organism,organizëm
817,,,,fauna,faunë
818,,,,placental,placental
819,,,,carnivore,mishngrënës
820,,,,chordate,kordatë
821,,,,felid,felid
822,,,,eutherian,euterik
823,,,,mammal,gjitar
824,,,,mammalian,DUPLICATE_gjitar
825,,,,eutherian_mammal,gjitar_euterian
826,,,,animate_being,qenie_e_gjallë
827,,,,placental_mammal,gjitar_placental
828,,,,craniate,kafkë
829,,,,big_cat,mace_e_madhe
832,L01_44,hypernyms - animals,triceratops,,triceratop
833,,,,dinosaur,dinosaur
834,,,,reptile,zvarranik
835,,,,ceratopsian,ceratopsian
836,,,,horned_dinosaur,dinosaur_me_bri
837,,,,archosaur,arkosaur
838,,,,archosaurian,arkosaurian
839,,,,archosaurian_reptile,reptil_arkosaurian
841,L01_45,hypernyms - animals,turkey,,gjeldeti
842,,,,fowl,shpendë
843,,,,bird,zog
844,,,,vertebrate,vertebror
845,,,,poultry,DUPLICATE_shpendë
846,,,,creature,krijesë
847,,,,beast,bishë
848,,,,being,gjallesë
849,,,,animal,kafshë
850,,,,organism,organizëm
851,,,,fauna,faunë
852,,,,chordate,kordatë
853,,,,domestic_fowl,shpendë_shtëpiak
854,,,,animate_being,qenie_e_gjallë
855,,,,gallinaceous_bird,zog_galinaceus
856,,,,craniate,kafkë
857,,,,gallinacean,galinacean
858,,,,living_thing,gjë_e_gjallë
860,L01_46,hypernyms - animals,tyrannosaurus,,tiranosaurus
861,,,,dinosaur,dinosaur
862,,,,reptile,zvarranik
863,,,,theropod,teropod
864,,,,theropod_dinosaur,dinosaur_teropod
865,,,,bird-footed_dinosaur,dinosaur_kembë_madh
866,,,,archosaur,arkosaur
867,,,,archosaurian,arkosaurian
868,,,,archosaurian_reptile,reptil_arkosaurian
870,L01_47,hypernyms - animals,velociraptor,,velociraptor
871,,,,dinosaur,dinosaur
872,,,,reptile,zvarranik
873,,,,maniraptor,maniraptor
874,,,,archosaur,arkosaur
875,,,,archosaurian,arkosaurian
876,,,,archosaurian_reptile,reptil_arkosaurian
