,ID,Relation,Source,Target,AL
104,L02_7,hypernyms - misc,croissant,,kroasant
105,,,,pastry,brumëra
106,,,,bun,simite
107,,,,roll,e_mbështjellur
108,,,,bread,bukë
109,,,,breadstuff,DUPLICATE_bukë
110,,,,staff_of_life,gjëra_jetësore
111,,,,baked_goods,pjekurina
112,,,,starches,niseshte
113,,,,food,ushqim
114,,,,solid_food,ushqim_i_fortë
115,,,,foodstuff,gjëra_ushqimore
116,,,,food_product,produkt_ushqimor
117,,,,solid,i_fortë
118,,,,nutrient,lëndë_ushqyese
119,,,,matter,lëndë
120,,,,substance,substancë
121,,,,physical_entity,entitet_fizik
122,,,,entity,entitet
124,L02_8,hypernyms - misc,cup,,filxhan
125,,,,tableware,enë_tavoline
126,,,,crockery,enë
127,,,,dishware,mallra_enësh
128,,,,ware,mallra
129,,,,article,artikull
130,,,,artifact,artefakt
131,,,,artefact,DUPLICATE_artefakt
132,,,,unit,njësi
133,,,,object,objekt
134,,,,physical_object,objekt_fizik
135,,,,physical_entity,entitet_fizik
136,,,,entity,entitet
137,,,,container,kuti
139,L02_9,hypernyms - misc,denim,,xhinse
140,,,,fabric,pëlhurë
141,,,,cloth,DUPLICATE_pëlhurë
142,,,,material,material
143,,,,textile,tekstil
144,,,,artifact,artefakt
145,,,,artefact,DUPLICATE_artefakt
146,,,,unit,njësi
147,,,,object,objekt
148,,,,physical_object,objekt_fizik
149,,,,physical_entity,entitet_fizik
150,,,,entity,entitet
151,,,,garment,veshje
152,,,,clothing,DUPLICATE_veshje
153,,,,article_of_clothing,artikull_i_veshjeve
154,,,,vesture,DUPLICATE_veshje
155,,,,wear,mbathje
156,,,,wearable,të_mbathura
157,,,,habiliment,petk
158,,,,consumer_goods,mallra_konsumatori
159,,,,covering,mbulesë
160,,,,commodity,produkt
161,,,,trade_good,mallra_tregtare
162,,,,good,të_mira
164,L02_10,hypernyms - misc,deodorant,,deodorant
165,,,,toiletry,të_tualetit
166,,,,toilet_articles,artikuj_tualeti
167,,,,artifact,artefakt
168,,,,artefact,DUPLICATE_artefakt
169,,,,unit,njësi
170,,,,object,objekt
171,,,,physical_object,objekt_fizik
172,,,,physical_entity,entitet_fizik
173,,,,entity,entitet
175,L02_11,hypernyms - misc,desk,,tavolinë
176,,,,furniture,orendi
177,,,,table,DUPLICATE_tavolinë
178,,,,piece_of_furniture,pjesë_e_orendive
179,,,,article_of_furniture,artikull_i_orendive
180,,,,furnishing,mobilim
181,,,,artifact,artefakt
182,,,,artefact,DUPLICATE_artefakt
183,,,,unit,njësi
184,,,,object,objekt
185,,,,physical_object,objekt_fizik
186,,,,physical_entity,entitet_fizik
187,,,,entity,entitet
189,L02_12,hypernyms - misc,diary,,ditar
190,,,,journal,DUPLICATE_ditar
191,,,,writing,shkrim
192,,,,written_material,material_i_shkruar
193,,,,piece_of_writing,pjesë_shkrimi
194,,,,written_communication,komunikim_me_të_shkruar
195,,,,written_language,gjuhë_e_shkruar
196,,,,black_and_white,bardh_e_zi
197,,,,communication,komunikim
198,,,,abstraction,abstraksion
199,,,,abstract_entity,entitet_abstrakt
200,,,,entity,entitet
201,,,,book,libër
202,,,,volume,volum
203,,,,product,produkt
204,,,,production,produksion
205,,,,creation,krijim
206,,,,artifact,artefakt
207,,,,artefact,DUPLICATE_artefakt
208,,,,unit,njësi
209,,,,object,objekt
210,,,,physical_object,objekt_fizik
211,,,,physical_entity,entitet_fizik
213,L02_13,hypernyms - misc,dishwasher,,enëlarëse
214,,,,appliance,pajisje
215,,,,machine,makinë
216,,,,entity,entitet
217,,,,unit,njësi
218,,,,object,objekt
219,,,,physical_object,objekt_fizik
220,,,,white_goods,të_mira_të_bardha
221,,,,home_appliance,pajisje_shtëpiake
222,,,,household_appliance,pajisje_amvisërie
223,,,,durables,të_qëndrueshme
224,,,,durable_goods,të_mira_të_qëndrueshme
225,,,,consumer_durables,të_qëndrueshme_të_konsumatorit
226,,,,consumer_goods,të_mira_të_konsumatorit
227,,,,commodity,komoditete
228,,,,trade_good,mallra_tregtare
229,,,,good,të_mira
230,,,,artifact,artefakt
231,,,,artefact,DUPLICATE_artefakt
232,,,,physical_entity,entitet_fizik
235,L02_14,hypernyms - misc,dress,,fustan
236,,,,clothes,veshje
237,,,,garment,DUPLICATE_veshje
238,,,,clothing,DUPLICATE_veshje
239,,,,article_of_clothing,artikull_i_veshjes
240,,,,vesture,DUPLICATE_veshje
241,,,,wear,DUPLICATE_veshje
242,,,,wearable,të_veshura
243,,,,habiliment,petk
244,,,,consumer_goods,të_mira_të_konsumatorit
245,,,,covering,mbulesë
246,,,,commodity,komoditete
247,,,,trade_good,mallra_tregtare
248,,,,good,të_mira
249,,,,artifact,artefakt
250,,,,artefact,DUPLICATE_artefakt
251,,,,unit,njësi
252,,,,object,objekt
253,,,,physical_object,objekt_fizik
254,,,,physical_entity,entitet_fizik
255,,,,entity,entitet
265,L02_15,hypernyms - misc,fridge,,frigorifer
266,,,,appliance,pajisje
267,,,,icebox,kuti_akulli
268,,,,white_goods,të_mira_të_bardha
269,,,,home_appliance,pajisje_shtëpiake
270,,,,household_appliance,pajisje_amvisërie
271,,,,durables,të_qëndrueshme
272,,,,durable_goods,të_mira_të_qëndrueshme
273,,,,consumer_durables,të_qëndrueshme_të_konsumatorit
274,,,,consumer_goods,të_mira_të_konsumatorit
275,,,,commodity,komoditete
276,,,,trade_good,mallra_tregtare
277,,,,good,të_mira
278,,,,artifact,artefakt
279,,,,artefact,DUPLICATE_artefakt
280,,,,unit,njësi
281,,,,object,objekt
282,,,,physical_object,objekt_fizik
283,,,,physical_entity,entitet_fizik
284,,,,entity,entitet
286,L02_16,hypernyms - misc,gasoline,,benzinë
287,,,,fuel,karburant
288,,,,hydrocarbon,hidrokarbon
289,,,,substance,substancë
290,,,,organic_compound,përbërje_organike
291,,,,matter,lëndë
292,,,,compound,përbërje
293,,,,chemical_compound,përbërje_kimike
294,,,,physical_entity,entitet_fizik
295,,,,chemical,kimike
296,,,,chemical_substance,substancë_kimike
297,,,,entity,entitet
298,,,,material,material
299,,,,stuff,gjëra
300,,,,part,pjesë
301,,,,portion,DUPLICATE_pjesë
302,,,,component_part,pjesë_komponente
303,,,,component,komponente
304,,,,constituent,përbërës
305,,,,relation,relacion
306,,,,abstraction,abstraksion
307,,,,abstract_entity,entitet_abstrakt
310,L02_17,hypernyms - misc,grapefruit,,grejpfrut
311,,,,citrus,agrume
312,,,,citrus_fruit,frut_i_agrumeve
313,,,,citrous_fruit,frut_agrumesh
314,,,,fruit,frut
315,,,,edible_fruit,fruta_të_ngrënshëm
316,,,,produce,prodhim
317,,,,green_goods,mallra_të_gjelbra
318,,,,green_groceries,ushqimore_të_gjelbërta
319,,,,garden_truck,kamion_kopshti
320,,,,food,ushqim
321,,,,matter,çështje
322,,,,natural_object,objekt_natyror
323,,,,physical_entity,entitet_fizik
324,,,,unit,njësi
325,,,,entity,entite
326,,,,object,objekt
327,,,,physical_object,objekt_fizik
329,L02_18,hypernyms - misc,hairnet,,rrjetë_flokësh
330,,,,net,rrjetë
331,,,,network,DUPLICATE_rrjetë
332,,,,mesh,DUPLICATE_rrjetë
333,,,,meshing,rrjetëzim
334,,,,meshwork,DUPLICATE_rrjetë
335,,,,fabric,pëlhurë
336,,,,cloth,DUPLICATE_pëlhurë
337,,,,material,material
338,,,,textile,tekstil
339,,,,artifact,artefakt
340,,,,artefact,DUPLICATE_artefakt
341,,,,unit,njësi
342,,,,object,objekt
343,,,,physical_object,objekt_fizik
344,,,,physical_entity,entitet_fizik
345,,,,entity,entitet
347,L02_19,hypernyms - misc,hairpin,,kapëse_flokësh
348,,,,pin,kapëse
349,,,,fastener,mbërthyes
350,,,,fastening,shtrëngim
351,,,,holdfast,mbajtës
352,,,,fixing,fiksim
353,,,,restraint,kufizim
354,,,,constraint,DUPLICATE_kufizim
355,,,,device,pajisje
356,,,,artifact,artefakt
357,,,,artefact,DUPLICATE_artefakt
358,,,,unit,njësi
359,,,,object,objekt
360,,,,physical_object,objekt_fizik
361,,,,physical_entity,entitet_fizik
362,,,,entity,entitet
364,L02_20,hypernyms - misc,hamburger,,hamburger
365,,,,sandwich,sanduiç
366,,,,snack_food,ushqim_i_lehtë
367,,,,dish,gjellë
368,,,,nutriment,lëndë_ushqyese
369,,,,nourishment,ushqim
370,,,,nutrition,DUPLICATE_ushqim
371,,,,sustenance,DUPLICATE_ushqim
372,,,,aliment,DUPLICATE_ushqim
373,,,,alimentation,DUPLICATE_ushqim
374,,,,victuals,ushqime
375,,,,food,DUPLICATE_ushqim
376,,,,nutrient,DUPLICATE_lëndë_ushqyese
377,,,,substance,substancë
378,,,,matter,lëndë
379,,,,physical_entity,entitet_fizik
380,,,,entity,entitet
381,,,,beef,mish_lope
382,,,,boeuf,DUPLICATE_mish_lope
383,,,,meat,mish
384,,,,solid_food,ushqim_i_fortë
385,,,,solid,të_ngurta
387,L02_21,hypernyms - misc,jacket,,xhaketë
388,,,,clothes,rroba
389,,,,coat,pallto
390,,,,overgarment,veshje_e_sipërme
391,,,,outer_garment,veshje_e_jashtme
392,,,,garment,veshje
393,,,,clothing,DUPLICATE_veshje
394,,,,article_of_clothing,artikull_i_veshjes
395,,,,vesture,DUPLICATE_veshje
396,,,,wear,DUPLICATE_veshje
397,,,,wearable,të_veshura
398,,,,habiliment,petk
399,,,,consumer_goods,të_mira_të_konsumatorit
400,,,,covering,mbulesë
401,,,,commodity,komoditete
402,,,,trade_good,mallra_tregtare
403,,,,good,të_mira
404,,,,artifact,artefakt
405,,,,artefact,DUPLICATE_artefakt
406,,,,unit,njësi
407,,,,object,objekt
408,,,,physical_object,objekt_fizik
409,,,,physical_entity,entitet_fizik
410,,,,entity,entitet
412,L02_22,hypernyms - misc,jeans,,xhinse
413,,,,trousers,pantallona
414,,,,pants,DUPLICATE_pantallona
415,,,,workwear,veshje_pune
416,,,,garment,veshje
417,,,,clothing,DUPLICATE_veshje
418,,,,clothes,DUPLICATE_veshje
419,,,,article_of_clothing,artikull_i_veshjes
420,,,,vesture,DUPLICATE_veshje
421,,,,wear,DUPLICATE_veshje
422,,,,wearable,të_veshura
423,,,,habiliment,petk
424,,,,consumer_goods,të_mira_të_konsumatorit
425,,,,covering,mbulesë
426,,,,commodity,komoditete
427,,,,trade_good,mallra_tregtare
428,,,,good,të_mira
429,,,,artifact,artefakt
430,,,,artefact,DUPLICATE_artefakt
431,,,,unit,njësi
432,,,,object,objekt
433,,,,physical_object,objekt_fizik
434,,,,physical_entity,entitet_fizik
435,,,,entity,entitet
437,L02_23,hypernyms - misc,juicer,,shtrydhëse_frutash_e_perimesh
438,,,,utensil,vegël
439,,,,physical_entity,entitet_fizik
440,,,,entity,entitet
441,,,,unit,njësi
442,,,,object,objekt
443,,,,physical_object,objekt_fizik
444,,,,squeezer,shtrydhëse
445,,,,kitchen_utensil,pajisje_e_kuzhinës
446,,,,implement,DUPLICATE_vegël
447,,,,artifact,artefakt
448,,,,artefact,DUPLICATE_artefakt
450,L02_24,hypernyms - misc,lemon,,limon
451,,,,citrus,agrume
452,,,,citrus_fruit,frut_i_agrumeve
453,,,,citrous_fruit,frut_agrumesh
454,,,,fruit,frut
455,,,,edible_fruit,fruta_të_ngrënshëm
456,,,,produce,prodhim
457,,,,green_goods,mallra_të_gjelbra
458,,,,green_groceries,ushqimore_të_gjelbërta
459,,,,garden_truck,kamion_kopshti
460,,,,food,ushqim
461,,,,matter,çështje
462,,,,natural_object,objekt_natyror
463,,,,physical_entity,entitet_fizik
464,,,,unit,njësi
465,,,,entity,entitet
466,,,,object,objekt
467,,,,physical_object,objekt_fizik
469,L02_25,hypernyms - misc,lotion,,losion
470,,,,toiletry,të_tualetit
471,,,,toilet_articles,artikuj_tualeti
472,,,,artifact,artefakt
473,,,,artefact,DUPLICATE_artefakt
474,,,,unit,njësi
475,,,,object,objekt
476,,,,physical_object,objekt_fizik
477,,,,physical_entity,entitet_fizik
478,,,,entity,entitet
480,L02_26,hypernyms - misc,mascara,,maskara
481,,,,makeup,grim
482,,,,make-up,DUPLICATE_grim
483,,,,war_paint,ngjyrë_lufte
484,,,,cosmetic,kozmetikë
485,,,,toiletry,të_tualetit
486,,,,toilet_articles,artikuj_tualeti
487,,,,artifact,artefakt
488,,,,artefact,DUPLICATE_artefakt
489,,,,unit,njësi
490,,,,object,objekt
491,,,,physical_object,objekt_fizik
492,,,,physical_entity,entitet_fizik
493,,,,entity,entitet
495,L02_27,hypernyms - misc,necklace,,gjerdan
496,,,,jewelry,bizhuteri
497,,,,jewellery,DUPLICATE_bizhuteri
498,,,,adornment,stolisje
499,,,,decoration,dekorim
500,,,,ornament,stoli
501,,,,ornamentation,zbukurim
502,,,,artifact,artefakt
503,,,,artefact,DUPLICATE_artefakt
504,,,,unit,njësi
505,,,,object,objekt
506,,,,physical_object,objekt_fizik
507,,,,physical_entity,entitet_fizik
508,,,,entity,entitet
510,L02_28,hypernyms - misc,notebook,,fletore
511,,,,book,libër
512,,,,volume,volum
513,,,,product,produkt
514,,,,production,prodhim
515,,,,creation,krijim
516,,,,artifact,artefakt
517,,,,artefact,DUPLICATE_artefakt
518,,,,unit,njësi
519,,,,object,objekt
520,,,,physical_object,objekt_fizik
521,,,,physical_entity,entitet_fizik
522,,,,entity,entitet
523,,,,portable_computer,kompjuter_portativ
524,,,,personal_computer,kompjuter_personal
525,,,,pc,pc
526,,,,microcomputer,mikrokompjuter
527,,,,digital_computer,kompjuter_digjital
528,,,,computer,kompjuter
529,,,,computing_machine,makinë_kompjuterike
530,,,,computing_device,pajisje_kompjuterike
531,,,,data_processor,procesues_i_të_dhënave
532,,,,electronic_computer,kompjuter_elektronik
533,,,,information_processing_system,sistem_procesues_i_infomatave
534,,,,machine,makinë
535,,,,device,pajisje
537,L02_29,hypernyms - misc,notepad,,bllok_shënimesh
538,,,,pad,DUPLICATE_bllok_shënimesh
539,,,,pad_of_paper,bllok_letre
540,,,,tablet,bllok
541,,,,paper,letër
542,,,,material,material
543,,,,stuff,gjëra
544,,,,substance,substancë
545,,,,matter,lëndë
546,,,,part,pjesë
547,,,,portion,DUPLICATE_pjesë
548,,,,component_part,pjesë_përbërëse
549,,,,component,komponentë
550,,,,constituent,përbërës
551,,,,physical_entity,entitet_fizik
552,,,,relation,lidhje
553,,,,entity,entitet
554,,,,abstraction,abstraksion
555,,,,abstract_entity,entitet_abstrakt
557,L02_30,hypernyms - misc,pastry,,pastë
558,,,,food,ushqim
559,,,,dough,brum
560,,,,concoction,gatim
561,,,,mixture,përzierje
562,,,,intermixture,përzierje_e_brendshme
563,,,,foodstuff,DUPLICATE_ushqim
564,,,,food_product,prodhim_ushqimor
565,,,,nutrient,lëndë_ushqyese
566,,,,substance,substancë
567,,,,matter,lëndë
568,,,,physical_entity,entitet_fizik
569,,,,entity,entitet
570,,,,baked_goods,pjekurina
571,,,,solid_food,ushqim_i_fortë
572,,,,solid,të_ngurta
574,L02_31,hypernyms - misc,peach,,pjeshkë
575,,,,fruit,frut
576,,,,drupe,drupe
577,,,,stone_fruit,fruti_me_bërthamë
578,,,,edible_fruit,fruta_të_ngrënshëm
579,,,,produce,prodhim
580,,,,green_goods,mallra_të_gjelbra
581,,,,green_groceries,ushqimore_të_gjelbërta
582,,,,garden_truck,kamion_kopshti
583,,,,food,ushqim
584,,,,matter,çështje
585,,,,natural_object,objekt_natyror
586,,,,physical_entity,entitet_fizik
587,,,,unit,njësi
588,,,,entity,entite
589,,,,object,objekt
590,,,,physical_object,objekt_fizik
592,L02_32,hypernyms - misc,perfume,,parfum
593,,,,toiletry,të_tualetit
594,,,,toilet_articles,artikuj_tualeti
595,,,,artifact,artefakt
596,,,,artefact,DUPLICATE_artefakt
597,,,,unit,njësi
598,,,,object,objekt
599,,,,physical_object,objekt_fizik
600,,,,physical_entity,entitet_fizik
601,,,,entity,entitet
603,L02_33,hypernyms - misc,photo,,foto
604,,,,picture,fotografi
605,,,,image,imazh
606,,,,representation,reprezentim
607,,,,creation,krijim
608,,,,artifact,artefakt
609,,,,artefact,DUPLICATE_artefakt
610,,,,unit,njësi
611,,,,object,objekt
612,,,,physical_object,objekt_fizik
613,,,,physical_entity,entitet_fizik
614,,,,entity,entitet
616,L02_34,hypernyms - misc,pie,,pite
617,,,,pastry,brumëra
618,,,,baked_goods,pjekurina
619,,,,food,ushqim
620,,,,solid_food,ushqim_i_fortë
621,,,,solid,të_ngurta
622,,,,matter,lëndë
623,,,,physical_entity,entitet_fizik
624,,,,entity,entitet
625,,,,indo-european,indo-evropiane
626,,,,indo-european_language,gjuhë_indo_evropiane
627,,,,indo-hittite,indo_hitite
628,,,,natural_language,gjuhë_e_folur
629,,,,tongue,gjuhë
630,,,,language,DUPLICATE_gjuhë
631,,,,linguistic_communication,komunikim_gjuhësor
632,,,,communication,komunikim
633,,,,abstraction,abstraksion
634,,,,abstract_entity,entitet_abstrakt
636,L02_35,hypernyms - misc,plum,,kumbull
637,,,,fruit,frut
638,,,,drupe,drupe
639,,,,stone_fruit,fruti_me_bërthamë
640,,,,edible_fruit,fruta_të_ngrënshëm
641,,,,produce,prodhim
642,,,,green_goods,mallra_të_gjelbra
643,,,,green_groceries,ushqimore_të_gjelbra
644,,,,garden_truck,kamion_kopshti
645,,,,food,ushqim
646,,,,matter,çështje
647,,,,natural_object,objekt_natyror
648,,,,physical_entity,entitet_fizik
649,,,,unit,njësi
650,,,,entity,entite
651,,,,object,objekt
652,,,,physical_object,objekt_fizik
654,L02_36,hypernyms - misc,postcard,,kartolinë
655,,,,card,kartelë
656,,,,correspondence,korrespondencë
657,,,,first_class,klasa_e_parë
658,,,,1st_class,klasa_1
659,,,,first-class_mail,postë_e_klasit_të_parë
660,,,,1st-class_mail,postë_e_klasit_1
661,,,,written_communication,komunikim_me_të_shkruar
662,,,,written_language,gjuhë_e_shkruar
663,,,,black_and_white,bardh_e_zi
664,,,,mail,postë
665,,,,communication,komunikim
666,,,,message,mesazh
667,,,,abstraction,abstraksion
668,,,,abstract_entity,entitet_abstrakt
669,,,,entity,entitet
671,L02_37,hypernyms - misc,shelf,,raft
672,,,,furniture,orendi
673,,,,support,mbështetje
674,,,,piece_of_furniture,pjesë_e_orendive
675,,,,article_of_furniture,artikull_i_orendive
676,,,,furnishing,mobilim
677,,,,artifact,artefakt
678,,,,artefact,DUPLICATE_artefakt
679,,,,unit,njësi
680,,,,object,objekt
681,,,,physical_object,objekt_fizik
682,,,,physical_entity,entitet_fizik
683,,,,entity,entitet
685,L02_38,hypernyms - misc,shirt,,këmishë
686,,,,clothes,veshje
687,,,,garment,artikull_i_veshjes
688,,,,clothing,DUPLICATE_veshje
689,,,,article_of_clothing,DUPLICATE_artikull_i_veshjes
690,,,,vesture,DUPLICATE_veshje
691,,,,wear,DUPLICATE_veshje
692,,,,wearable,DUPLICATE_të_veshura
693,,,,habiliment,petk
694,,,,consumer_goods,të_mira_të_konsumatorit
695,,,,covering,mbulesë
696,,,,commodity,komoditete
697,,,,trade_good,mallra_tregtare
698,,,,good,të_mira
699,,,,artifact,artefakt
700,,,,artefact,DUPLICATE_artefakt
701,,,,unit,njësi
702,,,,object,objekt
703,,,,physical_object,objekt_fizik
704,,,,physical_entity,entitet_fizik
705,,,,entity,entitet
707,L02_39,hypernyms - misc,sidewalk,,trotuar
708,,,,walk,shëtitore
709,,,,walkway,vendkalim
710,,,,paseo,paseo
711,,,,path,shteg
712,,,,way,rrugë
713,,,,artifact,artefakt
714,,,,artefact,DUPLICATE_artefakt
715,,,,unit,njësi
716,,,,object,objekt
717,,,,physical_object,objekt_fizik
718,,,,physical_entity,entitet_fizik
719,,,,entity,entitet
721,L02_40,hypernyms - misc,skirt,,fund
722,,,,clothes,DUPLICATE_veshje
723,,,,garment,DUPLICATE_veshje
724,,,,clothing,DUPLICATE_veshje
725,,,,article_of_clothing,artikull_i_veshjes
726,,,,vesture,DUPLICATE_veshje
727,,,,wear,DUPLICATE_veshje
728,,,,wearable,DUPLICATE_të_veshura
729,,,,habiliment,petk
730,,,,consumer_goods,të_mira_të_konsumatorit
731,,,,covering,mbulesë
732,,,,commodity,komoditete
733,,,,trade_good,mallra_tregtare
734,,,,good,të_mira
735,,,,artifact,artefakt
736,,,,artefact,DUPLICATE_artefakt
737,,,,unit,njësi
738,,,,object,objekt
739,,,,physical_object,objekt_fizik
740,,,,physical_entity,entitet_fizik
741,,,,entity,entitet
743,L02_41,hypernyms - misc,sofa,,divan
744,,,,furniture,mobilje
745,,,,seat,karrige
746,,,,piece_of_furniture,pjesë_e_orendive
747,,,,article_of_furniture,artikull_i_orendive
748,,,,furnishing,mobilim
749,,,,artifact,artefakt
750,,,,artefact,DUPLICATE_artefakt
751,,,,unit,njësi
752,,,,object,objekt
753,,,,physical_object,objekt_fizik
754,,,,physical_entity,entitet_fizik
755,,,,entity,entitet
757,L02_42,hypernyms - misc,stapler,,kapëse
758,,,,device,pajisje
759,,,,machine,makinë
760,,,,artifact,artefakt
761,,,,artefact,DUPLICATE_artefakt
762,,,,unit,njësi
763,,,,object,objekt
764,,,,physical_object,objekt_fizik
765,,,,physical_entity,entitet_fizik
766,,,,entity,entitet
768,L02_43,hypernyms - misc,sunscreen,,krem_kundër_diellit
769,,,,cream,krem
770,,,,lotion,losion
771,,,,ointment,pomadë
772,,,,emollient,zbutës
773,,,,toiletry,të_tualetit
774,,,,toilet_articles,artikuj_tualeti
775,,,,artifact,artefakt
776,,,,artefact,DUPLICATE_artefakt
777,,,,unit,njësi
778,,,,object,objekt
779,,,,physical_object,objekt_fizik
780,,,,physical_entity,entitet_fizik
781,,,,entity,entitet
783,L02_44,hypernyms - misc,sweater,,triko
784,,,,clothes,veshje
785,,,,garment,DUPLICATE_veshje
786,,,,clothing,DUPLICATE_veshje
787,,,,article_of_clothing,artikull_i_veshjes
788,,,,vesture,të_veshura
789,,,,wear,DUPLICATE_veshje
790,,,,wearable,DUPLICATE_të_veshura
791,,,,habiliment,petk
792,,,,consumer_goods,të_mira_të_konsumatorit
793,,,,covering,mbulesë
794,,,,commodity,komoditete
795,,,,trade_good,mallra_tregtare
796,,,,good,të_mira
797,,,,artifact,artefakt
798,,,,artefact,DUPLICATE_artefakt
799,,,,unit,njësi
800,,,,object,objekt
801,,,,physical_object,objekt_fizik
802,,,,physical_entity,entitet_fizik
803,,,,entity,entitet
806,L02_45,hypernyms - misc,toaster,,toster
807,,,,appliance,pajisje
808,,,,entity,entitet
809,,,,unit,njësi
810,,,,object,objekt
811,,,,physical_object,objekt_fizik
812,,,,kitchen_appliance,pajisje_kuzhine
813,,,,home_appliance,pajisje_shtëpiake
814,,,,household_appliance,pajisje_amvisërie
815,,,,durables,të_qëndrueshme
816,,,,durable_goods,të_mira_të_qëndrueshme
817,,,,consumer_durables,të_qëndrueshme_të_konsumatorit
818,,,,consumer_goods,të_mira_të_konsumatorit
819,,,,commodity,komoditete
820,,,,trade_good,mallra_tregtare
821,,,,good,të_mira
822,,,,artifact,artefakt
823,,,,artefact,DUPPLICATE_artefakt
824,,,,physical_entity,entitet_fizik
826,L02_46,hypernyms - misc,toothbrush,,furçë_dhëmbësh
827,,,,brush,furçë
828,,,,toiletry,të_tualetit
829,,,,toilet_articles,artikuj_tualeti
830,,,,implement,vegël
831,,,,artifact,artefakt
832,,,,artefact,DUPPLICATE_artefakt
833,,,,unit,njësi
834,,,,object,objekt
835,,,,physical_object,objekt_fizik
836,,,,physical_entity,entitet_fizik
837,,,,entity,entitet
838,,,,mustache,mustaqe
839,,,,moustache,DUPLICATE_mustaqe
840,,,,facial_hair,qime_fytyre
841,,,,hair,flokë
842,,,,body_covering,mbulesë_trupore
843,,,,covering,mbulesë
844,,,,natural_covering,mbulesë_natyrore
845,,,,cover,DUPLICATE_mbulesë
846,,,,natural_object,objekt_natyral
848,L02_47,hypernyms - misc,tub,,vaskë
849,,,,container,enë
850,,,,vessel,DUPLICATE_enë
851,,,,artifact,artefakt
852,,,,artefact,DUPPLICATE_artefakt
853,,,,unit,njësi
854,,,,object,objekt
855,,,,physical_object,objekt_fizik
856,,,,physical_entity,entitet_fizik
857,,,,entity,entitet
859,L02_48,hypernyms - misc,tv,,tv
860,,,,device,pajisje
861,,,,machine,makinë
862,,,,receiver,pranues
863,,,,receiving_system,sistem_pranues
864,,,,set,gjëra
865,,,,electronic_equipment,pajisje_elektronike
866,,,,equipment,DUPLICATE_pajisje
867,,,,artifact,artefakt
