,ID,Relation,Source,Target,AL
69,,,,flight_feather,DUPLICATE_NO_TRANSLATION
70,,,,dark_meat,mish_i_kuq
72,L06_4,meronyms - part,brush,,furçë
73,,,,bristle,qime_e_fortë
74,,,,hold,mbajës
75,,,,shank,NO_TRANSLATION
76,,,,grip,dorezë_furçeje
77,,,,handgrip,DUPLICATE_dorezë_furçeje
78,,,,handle,DUPLICATE_dorezë_furçeje
79,,,,head,kokë
80,,,,stem,bisht
82,L06_5,meronyms - part,bus,,autobuz
83,,,,seats,sedile
84,,,,conductor,faturino
85,,,,window,dritare
86,,,,driver,shofer
87,,,,roof,tavan
89,L06_6,meronyms - part,byte,,byte
90,,,,bit,bit
92,L06_7,meronyms - part,car,,makinë
93,,,,engine,motorr
94,,,,armrest,mbështetëse_krahu
95,,,,headrest,mbështetëse_koke
96,,,,grille,grilë
97,,,,hinge,menteshë
98,,,,tailpipe,tub_shkarkimi
99,,,,suspension,pezullim
100,,,,hood,kofano
101,,,,horn,bori
102,,,,hooter,sirenë
103,,,,petrol,benzinë
104,,,,pintle,"gjilpërë,_kunj"
105,,,,trunk,portbagazh
106,,,,floorboard,tapet_makine
107,,,,bar,"shufër,_shirit"
108,,,,gas,gaz
109,,,,buffer,NO_TRANSLATION
110,,,,door,derë
111,,,,stabilizer,stabilizues
112,,,,seat,"vend,_sedile"
113,,,,window,dritare
114,,,,exhaust,marmitë
115,,,,tailfin,DUPLICATE_NO_TRANSLATION
116,,,,back,mbrapa
117,,,,luggage,bagazh
118,,,,pedal,pedale
119,,,,cowling,DUPLICATE_NO_TRANSLATION
120,,,,seatbelt,rrip_sigurimi
121,,,,high,DUPLICATE_NO_TRANSLATION
122,,,,wing,DUPLICATE_NO_TRANSLATION
123,,,,gasoline,DUPLICATE_benzinë
124,,,,fin,DUPLICATE_NO_TRANSLATION
125,,,,cowl,"kapak,_mbulesë"
126,,,,silencer,silenciator
127,,,,gun,DUPLICATE_NO_TRANSLATION
128,,,,compartment,"ndarës,_dhomëz"
129,,,,rear,DUPLICATE_mbrapa
130,,,,radiator,radiator
131,,,,accessory,aksesor
132,,,,sunroof,dritare_e_sipërme
133,,,,roof,çati
134,,,,lights,dritat
135,,,,bumper,parakolp
136,,,,glove,dorezë
137,,,,bag,DUPLICATE_NO_TRANSLATION
138,,,,cushion,DUPLICATE_NO_TRANSLATION
139,,,,backrest,mbështetëse
140,,,,accelerator,përshpejtues
141,,,,fender,parafango
142,,,,third,DUPLICATE_NO_TRANSLATION
143,,,,throttle,valvul
144,,,,bonnet,"mbulesë,_kapot"
145,,,,air,ajër
146,,,,gear,marsh
147,,,,muffler,DUPLICATE_silenciator
148,,,,mirror,pasqyrë
149,,,,shock,DUPLICATE_NO_TRANSLATION
150,,,,reverse,mbrapsh
151,,,,anti-sway_bar,DUPLICATE_NO_TRANSLATION
152,,,,tail_fin,DUPLICATE_NO_TRANSLATION
153,,,,accelerator_pedal,pedale_gazi
154,,,,car_seat,sedile_makine
155,,,,automobile_horn,bori_makine
156,,,,anti-sway,anti_lëkundje
157,,,,automobile_engine,motor_makine
158,,,,gasoline_engine,motor_me_benzinë
159,,,,car_door,derë_makine
160,,,,shock_absorber,amortizues
161,,,,luggage_compartment,ndarëse_bagazhi
162,,,,glove_compartment,kroskot
163,,,,bumper_guard,mbrojtës_parakolpi
164,,,,exhaust_system,sistem_shkarkimi
165,,,,first_gear,marshi_i_parë
166,,,,high_gear,marsh_i_lartë
167,,,,rear_window,dritare_e_pasme
168,,,,sunshine-roof,DUPLICATE_dritare_e_sipërme
169,,,,third_gear,marsh_i_tretë
170,,,,air_bag,airbeg
171,,,,doorlock,çelës_dere
172,,,,petrol_engine,DUPLICATE_motor_me_benzinë
173,,,,automobile_trunk,bagazh_makine
174,,,,auto_accessory,aksesor_makine
175,,,,inlet_manifold,DUPLICATE_NO_TRANSLATION
176,,,,horn_button,butoni_i_borisë
177,,,,running_board,shkallë
178,,,,stabilizer_bar,shirit_stabilizues
179,,,,motor_horn,DUPLICATE_NO_TRANSLATION
180,,,,exhaust_manifold,kolektor_shkarkimi
181,,,,exhaust_pipe,DUPLICATE_tub_shkarkimi
182,,,,radiator_grille,"grilë_radiatori,_skarë_radiatori"
183,,,,low_gear,marsh_i_ulët
184,,,,flexible_joint,"nyje_fleksibël,_bashkues_fleksibël"
185,,,,head_restraint,mbajtëse_koke
186,,,,hood_ornament,simbol_i_markës
187,,,,exhaust_valve,valvul_shkarkimi
188,,,,car_mirror,pasqyrë_makine
189,,,,gas_pedal,pedali_i_gazit
190,,,,seat_belt,DUPLICATE_rrip_sigurimi
191,,,,reverse_gear,marsh_i_pasëm
192,,,,car_horn,DUPLICATE_bori_makine
193,,,,car_window,dritare_makine
194,,,,suspension_system,sistem_pezullimi
197,L06_8,meronyms - part,castle,,"kështjellë,_kala"
198,,,,donjon,kullë_keshtjelle
199,,,,tower,kullë
200,,,,turret,frëngji
201,,,,gate,portë
202,,,,dungeon,birucë
203,,,,moat,hendek
204,,,,keep,mbaj
205,,,,great_hall,salla_e_madhe
207,L06_9,meronyms - part,cat,,mace
208,,,,whiskers,mustaqe
209,,,,coat,pallto
210,,,,paw,putra
211,,,,paws,putrat
212,,,,fur,gëzof
213,,,,eyes,sytë
214,,,,back,mbrapa
215,,,,claws,kthetrat
216,,,,tail,bisht
217,,,,teeth,dhëmbët
219,L06_10,meronyms - part,chair,,karrige
220,,,,seat,"sedilje,_vend"
221,,,,armrest,mbështetëse_krahu
222,,,,headrest,mbështetëse_koke
223,,,,armrests,DUPLICATE_mbështetëse_krahu
224,,,,rest,pushues
225,,,,pad,jastëk
226,,,,back,"mbrapa,_kurriz"
227,,,,leg,këmbë
228,,,,backrest,mbështetëse_kurrizi
229,,,,legs,këmbët
231,L06_11,meronyms - part,church,,kishë
232,,,,altar,altar
233,,,,choir,kor
234,,,,vestry,dhomë_ndërrimi
235,,,,transept,"tërthore,_anësore"
236,,,,apse,absida
237,,,,sanctuary,vend_i_shenjtë
238,,,,rood,NO_TRANSLATION
239,,,,screen,ekran
240,,,,bema,DUPLICATE_NO_TRANSLATION
241,,,,nave,nava
242,,,,tower,kullë
243,,,,sacristy,sakristi
244,,,,corner,"qoshe,_cep,_kënd"
245,,,,chancel,DUPLICATE_NO_TRANSLATION
246,,,,amen,amin
247,,,,chapel,kapelë
248,,,,apsis,apsia
249,,,,side,anësor
250,,,,narthex,narteks
251,,,,presbytery,presbiteri
252,,,,side_chapel,kapelë_anësore
253,,,,lady_chapel,kapelë_për_femra
254,,,,church_tower,kullë_kishe
255,,,,rood_screen,DUPLICATE_NO_TRANSLATION
256,,,,amen_corner,këndi_i_amenit
258,L06_12,meronyms - part,comb,,krehër
259,,,,teeth,dhëmbë
260,,,,shaft,NO_TRANSLATION
261,,,,grip,DUPLICATE_dorezë
262,,,,tooth,dhëmb
263,,,,handle,dorezë
265,L06_13,meronyms - part,day,,ditë
266,,,,hour,orë
267,,,,forenoon,paradreke
268,,,,eventide,mbrëmje
269,,,,nanosecond,nanosekonda
270,,,,noonday,mesditë
271,,,,femtosecond,femtosekondë
272,,,,hr,DUPLICATE_orë
273,,,,minutes,minuta
274,,,,microsecond,mikrosekondë
275,,,,msec,DUPLICATE_milisekonda
276,,,,time,ora
277,,,,midnight,mesnatë
278,,,,sec,DUPLICATE_sekondë
279,,,,nighttime,natën
280,,,,min,DUPLICATE_minutë
281,,,,morning,mëngjes
282,,,,noon,DUPLICATE_mesditë
283,,,,evening,muzg
284,,,,dark,errësirë
285,,,,picosecond,pikosekondë
286,,,,daytime,përgjatë_ditës
287,,,,minute,minutë
288,,,,daylight,drita_e_ditës
289,,,,s,s
290,,,,high,lartë
291,,,,even,DUPLICATE_mbrëmje
292,,,,quarter,tremujor
293,,,,morn,DUPLICATE_mëngjes
294,,,,noontide,DUPLICATE_mesditë
295,,,,second,sekondë
296,,,,afternoon,pasdite
297,,,,twelve,dymbëdhjetë
298,,,,millisecond,milisekonda
299,,,,midday,DUPLICATE_mesditë
300,,,,midafternoon,DUPLICATE_pasdite
301,,,,attosecond,atosekondë
302,,,,night,natë
303,,,,morning_time,DUPLICATE_mëngjes
304,,,,high_noon,NO_TRANSLATION
305,,,,half-hour,gjysmë_ore
306,,,,twelve_noon,dymbëdhjetë_në_mesdite
307,,,,late-night_hour,natën_vonë
308,,,,early-morning_hour,herët_në_mëngjes
309,,,,lights-out,"ikën_dritat,_fik_dritat"
310,,,,60_minutes,60_minuta
311,,,,small_hours,DUPLICATE_NO_TRANSLATION
312,,,,30_minutes,30_minuta
313,,,,15_minutes,15_minuta
314,,,,quarter-hour,çerek_ore
316,L06_14,meronyms - part,deer,,drerë
317,,,,antler,brirë
318,,,,antlers,brirët
319,,,,withers,NO_TRANSLATION
320,,,,flag,flamur
321,,,,scut,bisht
323,L06_15,meronyms - part,dollar,,dollar
324,,,,cent,qindarkë
326,L06_16,meronyms - part,door,,derë
327,,,,hinge,mentesha
328,,,,keyhole,vrima_e_çelësit
329,,,,threshold,prag
330,,,,doorframe,kornizë_dere
331,,,,bolt,"shul_dere,_gjuhëz"
332,,,,deadbolt,NO_TRANSLATION
333,,,,doorjamb,DUPLICATE_NO_TRANSLATION
334,,,,tumbler,DUPLICATE_NO_TRANSLATION
335,,,,doorpost,DUPLICATE_NO_TRANSLATION
336,,,,doorstep,DUPLICATE_prag
337,,,,doorcase,kasë_dere
338,,,,case,"parvaz,_DUPLICATE_kasë_dere"
339,,,,lock,çelës
340,,,,casing,kornizë
341,,,,doorsill,DUPLICATE_parvaz
343,L06_17,meronyms - part,dress,,fustan
344,,,,sleeve,mëngë
345,,,,slide,DUPLICATE_zinxhir
346,,,,plastron,parzmore
347,,,,zip,zinxhir
348,,,,zipper,DUPLICATE_zinxhir
349,,,,fastener,"kapëse,_mbërtheckë"
350,,,,hemline,buzë
351,,,,bodice,"bust,_jelek_grash"
352,,,,neckline,dekolte
353,,,,waistline,bel
354,,,,belt,rrip
355,,,,slide_fastener,DUPLICATE_zinxhir
356,,,,zip_fastener,DUPLICATE_zinxhir
358,L06_18,meronyms - part,filename,,skedar
359,,,,extension,"ekstension,_zgjatim"
360,,,,name,emër
362,L06_19,meronyms - part,flower,,lule
363,,,,petal,petal
364,,,,leaf,fletë
365,,,,anther,anteria
366,,,,style,stil
367,,,,perianth,perianth
368,,,,placenta,placentë
369,,,,stamen,thekë
370,,,,pistil,pistil
371,,,,ovary,vezore
372,,,,corolla,kurorë_e_lules
373,,,,carpel,karpel
374,,,,envelope,zarf
375,,,,sepal,nëpetël
376,,,,calyx,hi
377,,,,stigma,stigma
378,,,,chlamys,NO_TRANSLATION
379,,,,petals,petale
380,,,,corona,kurora
381,,,,perigonium,perigoni
382,,,,perigone,perigone
383,,,,flower_petal,petal_lulesh
384,,,,floral_leaf,gjethe_me_lule
385,,,,floral_envelope,zarf_me_lule
386,,,,gynostegium,gjinostegium
389,L06_20,meronyms - part,gigabit,,gigabit
390,,,,megabit,megabit
391,,,,kbit,kbit
392,,,,kb,kb
393,,,,kilobit,kilobit
394,,,,mb,mb
395,,,,mbit,mbit
397,L06_21,meronyms - part,gramm,,gram
398,,,,milligram,miligram
399,,,,mg,mg
400,,,,grain,kokërr
401,,,,mcg,mcg
402,,,,carat,karat
403,,,,microgram,mikrogram
404,,,,ng,ng
405,,,,dg,dg
406,,,,decigram,decigram
407,,,,nanogram,nanogram
408,,,,metric_grain,metrikë_kokrrize
409,,,,obolus,obolus
411,L06_22,meronyms - part,guitar,,kitarë
412,,,,string,"tel,_fije"
413,,,,deck,NO_TRANSLATION
414,,,,pegs,çelës
415,,,,fret,tast
416,,,,strings,"tela,_DUPLICATE_fije"
417,,,,frets,taste
418,,,,peg,çelësa
419,,,,fingerboard,tastierë
421,L06_23,meronyms - part,gun,,armë
422,,,,trigger,"këmëz,_shkrehës"
423,,,,holder,mbajtëse
424,,,,safety,siguri
425,,,,extractor,nxjerrës
426,,,,clip,klip
427,,,,magazine,karikator
428,,,,barrel,qyt
429,,,,hammer,shkrehës
430,,,,viewfinder,shikues
431,,,,gunsight,NO_TRANSLATION
432,,,,stock,"dorezë,_mbështetëse"
433,,,,cartridge,fishek
434,,,,remover,heqës
435,,,,chamber,dhomë
436,,,,ejector,"ejektor,_nxjerrës,_lëshues"
437,,,,cock,mbushës
438,,,,catch,kap
439,,,,finder,gjetës
440,,,,mechanism,mekanizëm
441,,,,gunstock,armë_zjarri
442,,,,lock,bllokim
443,,,,action,veprim
444,,,,muzzle,"tytë,_grykë"
445,,,,key,çelës
446,,,,gunlock,sigurues
447,,,,cartridge_holder,mbajtës_fishekësh
448,,,,gun_muzzle,gryka_e_armës
449,,,,gun-sight,shikuesi_i_armës
450,,,,action_mechanism,mekanizëm_veprimi
451,,,,gun_chamber,dhomë_arme
452,,,,gun_trigger,shkrehës_arme
453,,,,firing_mechanism,mekanizm_qitjeje
454,,,,safety_lock,çelësi_sigurisë
455,,,,cartridge_extractor,fishek_nxjerrës
456,,,,firing_chamber,dhoma_e_qitjes
457,,,,cartridge_ejector,ejektor_fisheku
458,,,,view_finder,DUPLICATE_shikuesi_i_armës
459,,,,cartridge_clip,krehër_fishekësh
460,,,,gun_barrel,tytë_armësh
461,,,,safety_catch,siguresë
462,,,,cartridge_remover,fishek_heqës
464,L06_24,meronyms - part,harbor,,"port,_liman"
465,,,,dock,dok
466,,,,facility,lehtësi
467,,,,anchorage,ankorim
468,,,,landing,ulje
469,,,,docking,DUPLICATE_ankorim
470,,,,dockage,futje_në_dok
471,,,,anchorage_ground,ankorim_në_tokë
472,,,,docking_facility,lehësues_ankorimi
473,,,,landing_place,vendi_i_uljes
474,,,,landing_stage,platformë_lundruese
476,L06_25,meronyms - part,jail,,burg
477,,,,cell,qelizë
478,,,,cellblock,blloku_qelive
479,,,,guard,roje
480,,,,police,policia
481,,,,prison_cell,qeli_burgu
482,,,,jail_cell,DUPLICATE_qeli_burgu
484,L06_26,meronyms - part,jewellery,,stoli
485,,,,bead,rruazë
486,,,,stone,gur
487,,,,wire,tel
488,,,,beads,rruaza
489,,,,gemstone,gur_i_çmuar
490,,,,gem,perlë
491,,,,metal,metalike
492,,,,gold,ar
493,,,,silver,argjend
494,,,,platina,platin
495,,,,jewel,xhevahir
497,L06_27,meronyms - part,litre,,litra
498,,,,millilitre,DUPLICATE_mililitër
499,,,,cc,cc
500,,,,ml,ml
501,,,,milliliter,mililitër
502,,,,cl,kl
503,,,,dl,dl
504,,,,deciliter,decilitër
505,,,,mil,mil
506,,,,cubic_centimetre,DUPLICATE_centimetër_kub
507,,,,centiliter,centilitër
508,,,,decilitre,DUPLICATE_decilitër
509,,,,cubic_centimeter,centimetër_kub
510,,,,centilitre,DUPLICATE_centilitër
511,,,,cubic_millimeter,milimetër_kub
512,,,,cubic_millimetre,DUPLICATE_milimetër_kub
514,L06_28,meronyms - part,movie,,film
515,,,,scene,skenë
516,,,,subtitles,titra
517,,,,footage,xhirime
518,,,,credit,atribuim
519,,,,episode,episod
520,,,,shot,"e_shtënë,_fotografi"
521,,,,sequence,sekuencë
522,,,,credits,DUPLICATE_atribuim
523,,,,caption,mbishkrim
525,L06_29,meronyms - part,orthography,,"ortografi,_drejtshkrim"
526,,,,hyphenation,NO_TRANSLATION
527,,,,punctuation,pikësim
528,,,,punctuation_mark,shenjë_pikësimi
529,,,,word_division,ndarës_fjale
530,,,,spelling,drejtshkrim
532,L06_30,meronyms - part,piano,,piano
533,,,,keyboard,tastierë
534,,,,clavier,klaviatur
535,,,,loud,"me_zë_të_lartë,_me_volum_të_lartë"
536,,,,hammer,çekiç
537,,,,sounding,kumbues
538,,,,pedal,pedale
539,,,,sustaining,mbështetës
540,,,,soft,zbutës
541,,,,fingerboard,DUPLICATE_tastierë
542,,,,soundboard,NO_TRANSLATION
543,,,,action,veprim
544,,,,board,"tabelë,_dërrasë"
545,,,,key,çelës
546,,,,fallboard,kapak_tastiere
547,,,,piano_action,mekanizmi_i_pianos
548,,,,action_mechanism,DUPLICATE_mekanizmi_i_pianos
549,,,,damper_block,bllok_amortizues
550,,,,fall-board,DUPLICATE_kapak_tastiere
551,,,,sounding_board,DUPLICATE_NO_TRANSLATION
552,,,,sustaining_pedal,pedal_mbështetës
553,,,,loud_pedal,pedali_i_zërit_të_lartë
554,,,,piano_damper,amortizues_për_piano
555,,,,piano_keyboard,tastierë_piano
556,,,,sound_hole,vrimë_tingulli
557,,,,soft_pedal,pedal_i_butë
559,L06_31,meronyms - part,pie,,byrek
560,,,,crust,kore
561,,,,cheese,djathë
562,,,,filling,mbushje
563,,,,fruit,fruta
564,,,,apple,mollë
565,,,,berries,manaferra
566,,,,glazing,lustrim
567,,,,pastry,pastë
568,,,,icing,ngricje
570,L06_32,meronyms - part,poem,,poemë
571,,,,stanza,strofë
572,,,,canto,kanto
573,,,,prosody,prozodi
574,,,,rime,rimë
575,,,,line,linjë
576,,,,rhyme,DUPLICATE_rimë
577,,,,verse,varg
578,,,,poetic_rhythm,ritëm_poetik
579,,,,rhythmic_pattern,strukturë_ritmi
580,,,,verse_line,DUPLICATE_varg
581,,,,line_of_verse,varg_i_strofës
582,,,,line_of_poetry,varg_i_poezisë
584,L06_33,meronyms - part,pub,,pijetore
585,,,,bar,bar
586,,,,barroom,lokal
587,,,,taproom,sallon
588,,,,saloon,DUPLICATE_sallon
589,,,,ginmill,DUPLICATE_bar
591,L06_34,meronyms - part,radio,,radio
592,,,,receiver,marrës
593,,,,tuner,sintonizues
594,,,,radio,radio
595,,,,demodulator,demodulator
596,,,,transmitter,transmetues
597,,,,detector,detektor
598,,,,receiving,marrje
599,,,,set,grup
600,,,,amplifier,përforcues
601,,,,wireless,wireless
602,,,,radio_transmitter,transmetues_radio
603,,,,receiving_set,grup_marrëse
604,,,,radio_receiver,radio_marrës
605,,,,radio_set,grup_radio
607,L06_35,meronyms - part,railcar,,hekurudhë
608,,,,suspension,pezullim
609,,,,cushion,jastëk
610,,,,shock,shok
611,,,,shock_absorber,amortizues
612,,,,suspension_system,sistem_pezullimi
614,L06_36,meronyms - part,seafront,,buzë_detit
615,,,,harbor,port
616,,,,seaport,porti_detar
617,,,,dock,dok
618,,,,haven,parajsë
619,,,,anchorage,ankorimi
620,,,,landing,ulje
621,,,,harbour,DUPLICATE_port
622,,,,dockage,futje_në_dok
623,,,,anchorage_ground,ankorim_në_tokë
624,,,,docking_facility,lehësues_ankorimi
625,,,,landing_place,vendi_i_uljes
626,,,,landing_stage,platformë_lundruese
628,L06_37,meronyms - part,shilling,,monedhë
629,,,,pence,NO_TRANSLATION
631,L06_38,meronyms - part,shirt,,këmishë
632,,,,button,"buton,_kopsë"
633,,,,dickie,grykëse
634,,,,collar,jakë
635,,,,dickey,NO_TRANSLATION
636,,,,sleeve,mëngë
637,,,,buttons,"butona,_kopësa"
638,,,,dicky,DUPLICATE_NO_TRANSLATION
639,,,,pocket,xhep
640,,,,shirttail,bisht_këmishe
641,,,,shirtsleeve,mëngë_bluze
642,,,,shirtfront,përparëse
643,,,,shirt_button,"buton_këmishe,_kopës_këmishe"
645,L06_39,meronyms - part,sonata,,sonatë
646,,,,movement,lëvizje
647,,,,psrt,NO_TRANSLATION
650,L06_40,meronyms - part,staircase,,shkallë
651,,,,step,hap
652,,,,riser,ngritës
653,,,,landing,ulje
654,,,,tread,shkel
655,,,,stair,DUPLICATE_shkallë
656,,,,stairhead,shkallët
658,L06_41,meronyms - part,sword,,shpatë
659,,,,blade,teh
660,,,,forte,i_fortë
661,,,,hilt,dorezë
662,,,,peak,"kulm,_majë"
663,,,,foible,e_pamundshme
664,,,,point,pikë
665,,,,pommel,NO_TRANSLATION
666,,,,haft,DUPLICATE_dorezë
667,,,,tip,bakshish
668,,,,knob,pullë
669,,,,helve,"bisht_sëpate,_bisht_çekiçi"
670,,,,knife_edge,teh_thike
671,,,,cutting_edge,prerëse
673,L06_42,meronyms - part,table,,tabelë
674,,,,tabletop,tavolinë
675,,,,tableware,enë_tavoline
676,,,,leg,këmbë
677,,,,legs,këmbët
679,L06_43,meronyms - part,teapot,,ibrik_çaji
680,,,,spout,grykë
681,,,,handle,dorezë
682,,,,knob,dorezë_kapaku
683,,,,lid,kapak
684,,,,body,trup
685,,,,belly,bark
686,,,,base,bazë
687,,,,filter,filtër
688,,,,tea_filter,filtër_çaji
690,L06_44,meronyms - part,telephone,,telefon
691,,,,receiver,marrës
692,,,,mouthpiece,folës
693,,,,dial,disk_telefoni
694,,,,wire,tel
695,,,,screen,ekran
696,,,,display,shfaqje
697,,,,telephone_receiver,marrës_telefoni
699,L06_45,meronyms - part,tonne,,ton
700,,,,kilogram,kilogram
701,,,,mg,mg
702,,,,gm,gm
703,,,,hg,hg
704,,,,grain,kokërr
705,,,,milligram,miligram
706,,,,hundredweight,NO_TRANSLATION
707,,,,kilo,DUPLICATE_kilogram
708,,,,mcg,mcg
709,,,,dag,dag
710,,,,carat,karat
711,,,,microgram,mikrogram
712,,,,gramme,gram
713,,,,quintal,kuintal
714,,,,ng,ng
715,,,,gram,DUPLICATE_gram
716,,,,dg,dg
717,,,,g,g
718,,,,kg,kg
719,,,,decigram,decigram
720,,,,nanogram,nanogram
721,,,,myriagram,miriagram
722,,,,centner,DUPLICATE_NO_TRANSLATION
723,,,,metric_grain,metrikë_kokrre
724,,,,myg,myg
725,,,,dekagram,dekagram
726,,,,decagram,DUPLICATE_dekagram
727,,,,metric_hundredweight,DUPLICATE_NO_TRANSLATION
728,,,,obolus,DUPLICATE_NO_TRANSLATION
729,,,,doppelzentner,DUPLICATE_kuintal
730,,,,hectogram,hektogram
731,,,,dkg,dkg
733,L06_46,meronyms - part,torso,,"bust,_trung"
734,,,,chest,gjoks
735,,,,arse,anus
736,,,,shoulder,"sup,_shpatulla"
737,,,,bum,të_ndenjura
738,,,,midriff,mes
739,,,,groin,ije
740,,,,deltoid,deltoid
741,,,,diaphragm,diafragma
742,,,,lat,NO_TRANSLATION
743,,,,pectoralis,muskul_i_gjoksit
744,,,,behind,mbrapa
745,,,,gluteus,vithe
746,,,,middle,e_mesme
747,,,,stomach,stomak
748,,,,teres,DUPLICATE_NO_TRANSLATION
749,,,,thorax,kraharor
750,,,,tush,dhëmbi_kanin
751,,,,ab,DUPLICATE_NO_TRANSLATION
752,,,,rump,gung
753,,,,breastbone,kockë_gjoksi
754,,,,buns,DUPLICATE_vithe
755,,,,gladiolus,DUPLICATE_NO_TRANSLATION
756,,,,haunch,DUPLICATE_ije
757,,,,backside,DUPLICATE_kurriz
758,,,,buttocks,DUPLICATE_vithe
759,,,,serratus,DUPLICATE_NO_TRANSLATION
760,,,,pectoral,gjoksore
761,,,,stern,prapanicë
762,,,,navel,kërthizë
763,,,,paunch,"DUPLICATE_bark,_DUPLICATE_mullë"
764,,,,seat,"DUPLICATE_bythë,_DUPLICATE_vithe"
765,,,,mediastinum,DUPLICATE_NO_TRANSLATION
766,,,,ass,"DUPLICATE_bythë,_DUPLICATE_vithe"
767,,,,axilla,aksillë
768,,,,back,kurriz
769,,,,belly,bark
770,,,,bottom,DUPLICATE_prapanicë
771,,,,omphalos,DUPLICATE_NO_TRANSLATION
772,,,,fundament,themel
773,,,,acromion,akromion
774,,,,derriere,DUPLICATE_prapanicë
775,,,,hindgut,zorra_e_pasme
776,,,,gut,zorrë
777,,,,gallbladder,tëmth
778,,,,saddle,shalë
779,,,,cheek,faqe
780,,,,waist,beli
781,,,,butt,DUPLICATE_bythë
782,,,,bowel,DUPLICATE_zorrë
783,,,,keister,DUPLICATE_NO_TRANSLATION
784,,,,bellybutton,DUPLICATE_kërthizë
785,,,,pectus,pektus
786,,,,prat,DUPLICATE_prapanicë
787,,,,loins,"kryqe,_DUPLICATE_ije"
788,,,,abdominal,abdominal
789,,,,rear,e_pasme
790,,,,dorsum,shpinor
791,,,,posterior,DUPLICATE_e_pasme
792,,,,venter,DUPLICATE_bark
793,,,,small,i_vogël
794,,,,abdomen,abdom
795,,,,umbilicus,DUPLICATE_kërthizë
796,,,,armpit,sqetull
797,,,,waistline,DUPLICATE_bel
798,,,,sternum,DUPLICATE_kafaz_i_kraharorit
799,,,,scapula,DUPLICATE_shpatull
800,,,,glute,DUPLICATE_vithe
801,,,,manubrium,manubrium
802,,,,fanny,DUPLICATE_prapanicë
803,,,,side,anësor
804,,,,midsection,seksion_i_mesëm
805,,,,pecs,DUPLICATE_NO_TRANSLATION
806,,,,hip,legen
807,,,,buttock,DUPLICATE_vithe
808,,,,intestine,DUPLICATE_zorrë
809,,,,breast,gji
810,,,,can,DUPLICATE_NO_TRANSLATION
811,,,,tail,bisht
812,,,,hindquarters,të_pasmet
813,,,,xiphoid_process,DUPLICATE_NO_TRANSLATION
814,,,,thoracic_vertebra,vertebër_kraharori
815,,,,abdominal_wall,muri_abdomit
816,,,,musculus_deltoideus,muskulus_deltoideus
817,,,,abdominal_cavity,zgavra_e_barkut
818,,,,arteria_circumflexa_scapulae,arteria_circumflexa_scapulae
819,,,,arteria_glutes,arterie_e_vitheve
820,,,,arteria_axillaris,arteria_aksilarie
821,,,,axillary_fossa,gropë_sqetullore
