,ID,Relation,Source,Target,HE
153,,,,accelerator_pedal,דוושת_האצה
154,,,,car_seat,מושב_רכב
155,,,,automobile_horn,צופר_לרכב
156,,,,anti-sway,נגד_נדנוד
157,,,,automobile_engine,מנוע_רכב
158,,,,gasoline_engine,מנוע_דלק
159,,,,car_door,דלת_מכונית
160,,,,shock_absorber,בולם_זעזועים
161,,,,luggage_compartment,תא_מזוודות
162,,,,glove_compartment,תא_כפפות
163,,,,bumper_guard,מגן_פגוש
164,,,,exhaust_system,מערכת_פליטה
165,,,,first_gear,הילוך_ראשון
166,,,,high_gear,הילוך_גבוה
167,,,,rear_window,חלון_אחורי
168,,,,sunshine-roof,DUPLICATE_גג_שמש
169,,,,third_gear,הילוך_שלישי
170,,,,air_bag,כרית_אוויר
171,,,,doorlock,מנעול_דלת
172,,,,petrol_engine,מנוע_בנזין
173,,,,automobile_trunk,תא_מטען_של_רכב
174,,,,auto_accessory,אביזר_אוטומטי
175,,,,inlet_manifold,סעפת_כניסה
176,,,,horn_button,כפתור_צופר
177,,,,running_board,קרש_ריצה
178,,,,stabilizer_bar,מוט_ייצוב
179,,,,motor_horn,צופר_מנוע
180,,,,exhaust_manifold,סעפת_פליטה
181,,,,exhaust_pipe,צינור_פליטה
182,,,,radiator_grille,סורג_רדיאטור
183,,,,low_gear,הילוך_נמוך
184,,,,flexible_joint,מפרק_גמיש
185,,,,head_restraint,DUPLICATE_משענת_ראש
186,,,,hood_ornament,קישוט_מכסה_מנוע
187,,,,exhaust_valve,שסתום_פליטה
188,,,,car_mirror,מראה_לרכב
189,,,,gas_pedal,דוושת_גז
190,,,,seat_belt,חגורת_בטיחות
191,,,,reverse_gear,הילוך_אחורי
192,,,,car_horn,DUPLICATE_צופר
193,,,,car_window,חלון_לרכב
194,,,,suspension_system,מערכת_מתלים
197,L06_8,meronyms - part,castle,,טִירָה
198,,,,donjon,DUPLICATE_צינוק
199,,,,tower,מִגדָל
200,,,,turret,צָרִיחַ
201,,,,gate,שַׁעַר
202,,,,dungeon,צִינוֹק
203,,,,moat,תעלת_מגן
204,,,,keep,שמירה
205,,,,great_hall,אולם_גדול
207,L06_9,meronyms - part,cat,,חתול
208,,,,whiskers,שָׂפָם
209,,,,coat,מעיל
210,,,,paw,כפה
211,,,,paws,DUPLICATE_כפה
212,,,,fur,פרווה
213,,,,eyes,עיניים
214,,,,back,גב
215,,,,claws,טפרים
216,,,,tail,זָנָב
217,,,,teeth,שיניים
219,L06_10,meronyms - part,chair,,כִּסֵא
220,,,,seat,מושב
221,,,,armrest,משענת_יד
222,,,,headrest,משענת_ראש
223,,,,armrests,משענות
224,,,,rest,מנוחה
225,,,,pad,כָּרִית
226,,,,back,גב
227,,,,leg,רגל
228,,,,backrest,משען_גב
229,,,,legs,רגליים
231,L06_11,meronyms - part,church,,כְּנֵסִיָה
232,,,,altar,מִזבֵּחַ
233,,,,choir,מקהלה
234,,,,vestry,וסטרי
235,,,,transept,טרנספט
236,,,,apse,אפסיס
237,,,,sanctuary,מקדש
238,,,,rood,צלב_בכנסייה
239,,,,screen,מָסָך
240,,,,bema,בימה
241,,,,nave,אולם_התווך
242,,,,tower,מִגדָל
243,,,,sacristy,סקרסטיה
244,,,,corner,פינה
245,,,,chancel,קנצלה
246,,,,amen,אָמֵן
247,,,,chapel,קפלה
248,,,,apsis,DUPLICATE_אפסיס
249,,,,side,צַד
250,,,,narthex,נרתקס
251,,,,presbytery,בית_דין
252,,,,side_chapel,קפלה_צדדית
253,,,,lady_chapel,קפלת_הגברת
254,,,,church_tower,מגדל_הכנסייה
255,,,,rood_screen,קיר_מחיצה
256,,,,amen_corner,פינת_אמן
258,L06_12,meronyms - part,comb,,מַסרֵק
259,,,,teeth,שיניים
260,,,,shaft,מוט
261,,,,grip,DUPLICATE_ידית
262,,,,tooth,שן
263,,,,handle,ידית
265,L06_13,meronyms - part,day,,יְוֹם
266,,,,hour,שָׁעָה
267,,,,forenoon,לפני_הצהריים
268,,,,eventide,ערב
269,,,,nanosecond,ננו_שניה
270,,,,noonday,DUPLICATE_צהריים
271,,,,femtosecond,פמט_שנייה
272,,,,hr,DUPLICATE_שעה
273,,,,minutes,DUPLICATE_דקה
274,,,,microsecond,מיקרו_-שניות
275,,,,msec,DUPLICATE_מילישניה
276,,,,time,זְמַן
277,,,,midnight,חצות
278,,,,sec,שניות
279,,,,nighttime,לילה
280,,,,min,דקה
281,,,,morning,בוקר
282,,,,noon,צָהֳרַיִים
283,,,,evening,עֶרֶב
284,,,,dark,אפל
285,,,,picosecond,פיקושניה
286,,,,daytime,שעות_היום
287,,,,minute,דַקָה
288,,,,daylight,אור_היום
289,,,,s,NO_TRANSLATION
290,,,,high,גָבוֹהַ
291,,,,even,שווה
292,,,,quarter,רובע
293,,,,morn,DUPLICATE_בוקר
294,,,,noontide,DUPLICATE_אחר_הצהריים
295,,,,second,שְׁנִיָה
296,,,,afternoon,אחר_הצהריים
297,,,,twelve,שתיים_עשרה
298,,,,millisecond,מילישניה
299,,,,midday,DUPLICATE_צהריים
300,,,,midafternoon,אמצע_אחר_הצהריים
301,,,,attosecond,אתו-שניה
302,,,,night,לַיְלָה
303,,,,morning_time,שעת_בוקר
304,,,,high_noon,צהרי_היום
305,,,,half-hour,חצי_שעה
306,,,,twelve_noon,שתיים_עשרה_בצהריים
307,,,,late-night_hour,שעת_לילה_מאוחרת
308,,,,early-morning_hour,שעת_בוקר_מוקדמת
309,,,,lights-out,כיבוי_אורות
310,,,,60_minutes,60_דקות
311,,,,small_hours,שעות_קטנות
312,,,,30_minutes,30_דקות
313,,,,15_minutes,15_דקות
314,,,,quarter-hour,רבע_שעה
316,L06_14,meronyms - part,deer,,צְבִי
317,,,,antler,קרן_הצבי
318,,,,antlers,קרניים
319,,,,withers,קמים
320,,,,flag,דֶגֶל
321,,,,scut,זנב_קצר
323,L06_15,meronyms - part,dollar,,דוֹלָר
324,,,,cent,סֶנט
326,L06_16,meronyms - part,door,,דלת
327,,,,hinge,צִיר
328,,,,keyhole,חור_המנעול
329,,,,threshold,מפתן
330,,,,doorframe,משקוף
331,,,,bolt,בְּרִיחַ
332,,,,deadbolt,DUPLICATE_בריח
333,,,,doorjamb,משקוף_דלת
334,,,,tumbler,כּוֹס
335,,,,doorpost,עמוד_הדלת
336,,,,doorstep,מפתן_הדלת
337,,,,doorcase,כיסוי_הדלת
338,,,,case,קופסה
339,,,,lock,מנעול
340,,,,casing,מַעֲטֶפֶת
341,,,,doorsill,סף
343,L06_17,meronyms - part,dress,,שמלה
344,,,,sleeve,שרוול
345,,,,slide,שקופית
346,,,,plastron,פלסטרון
347,,,,zip,רוכסן
348,,,,zipper,DUPLICATE_רוכסן
349,,,,fastener,סגר
350,,,,hemline,קו_מכפלת
351,,,,bodice,מָחוֹך
352,,,,neckline,מחשוף
353,,,,waistline,קו_המתניים
354,,,,belt,חֲגוֹרָה
355,,,,slide_fastener,מהדק_שקופיות
356,,,,zip_fastener,אטב_רוכסן
358,L06_18,meronyms - part,filename,,שֵׁם_קובץ
359,,,,extension,סיומת
360,,,,name,שֵׁם
362,L06_19,meronyms - part,flower,,פֶּרַח
363,,,,petal,עלי_כותרת
364,,,,leaf,עלה
365,,,,anther,מַאֲבָק
366,,,,style,סִגְנוֹן
367,,,,perianth,עטיף
368,,,,placenta,שִׁליָה
369,,,,stamen,אַבקָן
370,,,,pistil,עֱלִי
371,,,,ovary,שַׁחֲלָה
372,,,,corolla,כּוֹתֶרֶת
373,,,,carpel,עלה_שחלה
374,,,,envelope,מַעֲטֶפֶת
375,,,,sepal,עלה_גביע
376,,,,calyx,גביע
377,,,,stigma,צַלֶּקֶת
378,,,,chlamys,חלק_חיצוני_של_הפרח
379,,,,petals,DUPLICATE_עלי_כותרת
380,,,,corona,הילה
381,,,,perigonium,פריגוניום
382,,,,perigone,פריגון
383,,,,flower_petal,עלה_כותרת_של_פרח
384,,,,floral_leaf,עלה_פרחוני
385,,,,floral_envelope,מעטפה__פרחונית
386,,,,gynostegium,מיזוג_אבקן_וסטיגמה
389,L06_20,meronyms - part,gigabit,,ג'יגביט
390,,,,megabit,מגביט
391,,,,kbit,DUPLICATE_קילוביט
392,,,,kb,DUPLICATE_קילוביט
393,,,,kilobit,קילוביט
394,,,,mb,DUPLICATE_מגביט
395,,,,mbit,DUPLICATE_מגביט
397,L06_21,meronyms - part,gramm,,גראם
398,,,,milligram,מִילִיגרָם
399,,,,mg,"מ""ג"
400,,,,grain,גריין
401,,,,mcg,DUPLICATE_מיקרוגרם
402,,,,carat,קָרָט
403,,,,microgram,מיקרוגרם
404,,,,ng,ננוגרם
405,,,,dg,DUPLICATE_דציגרם
406,,,,decigram,דציגרם
407,,,,nanogram,DUPLICATE_ננוגרם
408,,,,metric_grain,גריין_מטרי
409,,,,obolus,אובולוס
411,L06_22,meronyms - part,guitar,,גִיטָרָה
412,,,,string,מיתר
413,,,,deck,דק
414,,,,pegs,DUPLICATE_יתד_כוונון
415,,,,fret,סריג
416,,,,strings,DUPLICATE_מיתר
417,,,,frets,DUPLICATE_סריג
418,,,,peg,יתד_כוונון
419,,,,fingerboard,צוואר_הגיטרה
421,L06_23,meronyms - part,gun,,אֶקְדָח
422,,,,trigger,הדק
423,,,,holder,מַחְזִיק
424,,,,safety,בְּטִיחוּת
425,,,,extractor,חוֹלֵץ
426,,,,clip,קליפ
427,,,,magazine,מחסנית
428,,,,barrel,קנה
429,,,,hammer,מפץ
430,,,,viewfinder,עינית
431,,,,gunsight,מראה_ירי
432,,,,stock,קת
433,,,,cartridge,מַחסָנִית
434,,,,remover,מסיר
435,,,,chamber,בית_הבליעה
436,,,,ejector,מַפלִיט
437,,,,cock,לדרוך_נשק
438,,,,catch,תפס
439,,,,finder,מוֹצֵא
440,,,,mechanism,מַנגָנוֹן
441,,,,gunstock,DUPLICATE_אקדח
442,,,,lock,מנעול
443,,,,action,פעולה
444,,,,muzzle,לוֹעַ
445,,,,key,מַפְתֵחַ
446,,,,gunlock,נִצְרָה
447,,,,cartridge_holder,מחזיק_מחסנית
448,,,,gun_muzzle,לוע_של_אקדח
449,,,,gun-sight,מראה_אקדח
450,,,,action_mechanism,מנגנון_פעולה
451,,,,gun_chamber,תא_אקדח
452,,,,gun_trigger,הקד_אקדח
453,,,,firing_mechanism,מנגנון_ירי
454,,,,safety_lock,מנעול_בטיחות
455,,,,cartridge_extractor,מחלץ_מחסניות
456,,,,firing_chamber,תא_ירי
457,,,,cartridge_ejector,מפלט_מחסנית
458,,,,view_finder,כַּוֶּנֶת
459,,,,cartridge_clip,תפס_מחסנית
460,,,,gun_barrel,קנה_אקדח
461,,,,safety_catch,תופסת_בטיחות
462,,,,cartridge_remover,מסיר_מחסניות
464,L06_24,meronyms - part,harbor,,נמל
465,,,,dock,לַעֲגוֹן
466,,,,facility,מִתקָן
467,,,,anchorage,מַעֲגָן
468,,,,landing,נְחִיתָה
469,,,,docking,עגינה
470,,,,dockage,DUPLICATE_עגינה
471,,,,anchorage_ground,קרקע_מעגן
472,,,,docking_facility,מתקן_מעגן
473,,,,landing_place,מקום_נחיתה
474,,,,landing_stage,במת_נחיתה
476,L06_25,meronyms - part,jail,,כלא
477,,,,cell,תָא
478,,,,cellblock,אֲגַף
479,,,,guard,שומר
480,,,,police,מִשׁטָרָה
481,,,,prison_cell,תָא_כלא
482,,,,jail_cell,DUPLICATE_תא_כלא
484,L06_26,meronyms - part,jewellery,,תַכשִׁיטִים
485,,,,bead,חָרוּז
486,,,,stone,אֶבֶן
487,,,,wire,חוּט
488,,,,beads,DUPLICATE_חרוז
489,,,,gemstone,אבן_חן
490,,,,gem,פְּנִינָה
491,,,,metal,מַתֶכֶת
492,,,,gold,זהב
493,,,,silver,כסף
494,,,,platina,פלטינה
495,,,,jewel,תַכשִׁיט
497,L06_27,meronyms - part,litre,,לִיטר
498,,,,millilitre,מיליליטר
499,,,,cc,CC
500,,,,ml,"מ""ל"
501,,,,milliliter,DUPLICATE_מיליליטר
502,,,,cl,DUPLICATE_סנטיליטר
503,,,,dl,DUPLICATE_דציליטר
504,,,,deciliter,דֵצִילִיטר
505,,,,mil,מִיל
506,,,,cubic_centimetre,DUPLICATE_סנטימטר_מעוקב
507,,,,centiliter,סנטיליטר
508,,,,decilitre,DUPLICATE_דציליטר
509,,,,cubic_centimeter,סנטימטר_מעוקב
510,,,,centilitre,DUPLICATE_סנטיליטר
511,,,,cubic_millimeter,מילימטר_מעוקב
512,,,,cubic_millimetre,DUPLICATE_מילימטר_מעוקב
514,L06_28,meronyms - part,movie,,סרט
515,,,,scene,סְצֵינָה
516,,,,subtitles,כתוביות
517,,,,footage,חומר_מוסרט
518,,,,credit,קְרֶדִיט
519,,,,episode,פרק
520,,,,shot,שׁוֹט
521,,,,sequence,סדר_פעולות
522,,,,credits,DUPLICATE_קרדיט
523,,,,caption,כְּתוּבִית
525,L06_29,meronyms - part,orthography,,אוֹרתוֹגְרָפִיָה
526,,,,hyphenation,מִקוּף
527,,,,punctuation,פיסוק
528,,,,punctuation_mark,סימן_פיסוק
529,,,,word_division,חלוקת_מילים
530,,,,spelling,אִיוּת
532,L06_30,meronyms - part,piano,,פְּסַנְתֵר
533,,,,keyboard,מקלדת
534,,,,clavier,DUPLICATE_מקלדת
535,,,,loud,בקול_רם
536,,,,hammer,פטיש
537,,,,sounding,סאונדינג
538,,,,pedal,פֵּדָל
539,,,,sustaining,שמירה
540,,,,soft,רַך
541,,,,fingerboard,שָׁחִיף
542,,,,soundboard,DUPLICATE_לוח_תהודה
543,,,,action,פעולה
544,,,,board,לוח
545,,,,key,מַפְתֵחַ
546,,,,fallboard,NO_TRANSLATION
547,,,,piano_action,פעולת_פסנתר
548,,,,action_mechanism,מנגון_פעולה
549,,,,damper_block,חוסם_מנחת
550,,,,fall-board,DUPLICATE_NO_TRANSLATION
551,,,,sounding_board,לוח_תהודה
552,,,,sustaining_pedal,פדל_התמשכות
553,,,,loud_pedal,דוושה_רועשת
554,,,,piano_damper,פסנתר_מנטרל
555,,,,piano_keyboard,מקלדת_פסנתר
556,,,,sound_hole,חור_קול
557,,,,soft_pedal,דוושת_עמעום
559,L06_31,meronyms - part,pie,,פַּאִי
560,,,,crust,קרום
561,,,,cheese,גבינה
562,,,,filling,מילוי
563,,,,fruit,פרי
564,,,,apple,תפוח_עץ
565,,,,berries,גרגירי_יער
566,,,,glazing,זִגוּג
567,,,,pastry,מאפה
568,,,,icing,DUPLICATE_זיגוג
570,L06_32,meronyms - part,poem,,שִׁיר
571,,,,stanza,חֲרוּזָה
572,,,,canto,קאנטו
573,,,,prosody,פְּרוֹזוֹדְיָה
574,,,,rime,DUPLICATE_חרוז
575,,,,line,קַו
576,,,,rhyme,חרוז
577,,,,verse,פָּסוּק
578,,,,poetic_rhythm,קצב_פואטי
579,,,,rhythmic_pattern,דפוס_קצבי
580,,,,verse_line,שורת_פסוק
581,,,,line_of_verse,שורת_פסוקים
582,,,,line_of_poetry,קו_שורה
584,L06_33,meronyms - part,pub,,פָּאבּ
585,,,,bar,בַּר
586,,,,barroom,DUPLICATE_מסבאה
587,,,,taproom,DUPLICATE_מסבאה
588,,,,saloon,מִסְבָּאָה
589,,,,ginmill,DUPLICATE_בר
591,L06_34,meronyms - part,radio,,רָדִיוֹ
592,,,,receiver,מַקְלֵט
593,,,,tuner,מכון
594,,,,radio,רָדִיוֹ
595,,,,demodulator,ממצב_אפנון
596,,,,transmitter,מַשׁדֵר
597,,,,detector,גַלַאִי
598,,,,receiving,DUPLICATE_מקלט
599,,,,set,DUPLICATE_מקלט
600,,,,amplifier,מַגבֵּר
601,,,,wireless,אַלחוּט
602,,,,radio_transmitter,משדר_רדיו
603,,,,receiving_set,סט_קבלה
604,,,,radio_receiver,מקלט_רדיו
605,,,,radio_set,מערכת_רדיו
607,L06_35,meronyms - part,railcar,,קְרוֹנוֹעַ
608,,,,suspension,מתלה
609,,,,cushion,כרית
610,,,,shock,הֶלֶם
611,,,,shock_absorber,בּוֹלֵם_זַעֲזוּעִים
612,,,,suspension_system,מערכת_תליה
614,L06_36,meronyms - part,seafront,,מול_הים
615,,,,harbor,נמל
616,,,,seaport,DUPLICATE_נמל
617,,,,dock,לַעֲגוֹן
618,,,,haven,DUPLICATE_נמל
619,,,,anchorage,מַעֲגָן
620,,,,landing,רציף
621,,,,harbour,DUPLICATE_נמל
622,,,,dockage,עגינה
623,,,,anchorage_ground,קרקע_מעגן
624,,,,docking_facility,מתקן_מעגן
625,,,,landing_place,מקום_נחיתה
626,,,,landing_stage,במת_נחיתה
628,L06_37,meronyms - part,shilling,,שִׁילִינג
629,,,,pence,פֶּנִי
631,L06_38,meronyms - part,shirt,,חוּלצָה
632,,,,button,כפתור
633,,,,dickie,DUPLICATE_חזית_חולצה
634,,,,collar,צוארון
635,,,,dickey,חזית_חולצה
636,,,,sleeve,שרוול
637,,,,buttons,DUPLICATE_כפתור
638,,,,dicky,DUPLICATE_חזית_חולצה
639,,,,pocket,כִּיס
640,,,,shirttail,זנב_חולצה
641,,,,shirtsleeve,שרוול_חולצה
642,,,,shirtfront,חזית_החולצה
643,,,,shirt_button,כפתור_חולצה
645,L06_39,meronyms - part,sonata,,סונטה
646,,,,movement,פֶּרֶק
647,,,,psrt,NO_TRANSLATION
650,L06_40,meronyms - part,staircase,,גרם_מדרגות
651,,,,step,מַדְרֵגָה
652,,,,riser,מִגְבָּהּ
653,,,,landing,מִישֹׁרֶת
654,,,,tread,לִדרוֹך
655,,,,stair,DUPLICATE_מדרגה
656,,,,stairhead,ראש_מדרגות
658,L06_41,meronyms - part,sword,,חֶרֶב
659,,,,blade,להב
660,,,,forte,פוֹרטֶה
661,,,,hilt,נְיצב_החרב
662,,,,peak,חוד_בולט
663,,,,foible,נְקוּדָה_חלשה
664,,,,point,חוד
665,,,,pommel,גולת_הניצב
666,,,,haft,קת
667,,,,tip,DUPLICATE_חוד
668,,,,knob,ידית
669,,,,helve,DUPLICATE_ידית
670,,,,knife_edge,חוד_הסכין
671,,,,cutting_edge,קצה_להב
673,L06_42,meronyms - part,table,,שולחן
674,,,,tabletop,משטח_השולחן
675,,,,tableware,כְּלֵי_שֻׁלְחָן
676,,,,leg,רגל
677,,,,legs,DUPLICATE_רגל
679,L06_43,meronyms - part,teapot,,קוּמקוּם
680,,,,spout,זַרבּוּבִית
681,,,,handle,ידית
682,,,,knob,כַּפתוֹר
683,,,,lid,מִכסֶה
684,,,,body,גוּף
685,,,,belly,בֶּטֶן
686,,,,base,בסיס
687,,,,filter,מַסְנֵן
688,,,,tea_filter,מסנן_תה
690,L06_44,meronyms - part,telephone,,טֵלֵפוֹן
691,,,,receiver,מַקְלֵט
692,,,,mouthpiece,פִּיָה
693,,,,dial,חוּגָה
694,,,,wire,חוּט
695,,,,screen,מָסָך
696,,,,display,מִרְקָע
697,,,,telephone_receiver,מקלט_טלפון
699,L06_45,meronyms - part,tonne,,טון
700,,,,kilogram,קִילוֹגרָם
701,,,,mg,"מ""ג"
702,,,,gm,DUPLICATE_גרם
703,,,,hg,DUPLICATE_הקטוגרמה
704,,,,grain,גריין
705,,,,milligram,מִילִיגרָם
706,,,,hundredweight,משקל_מאה
707,,,,kilo,קִילוֹ
708,,,,mcg,DUPLICATE_מיקרוגרם
709,,,,dag,DUPLICATE_דקאגרם
710,,,,carat,קָרָט
711,,,,microgram,מיקרוגרם
712,,,,gramme,DUPLICATE_גרם
713,,,,quintal,קווינטל
714,,,,ng,DUPLICATE_ננוגרם
715,,,,gram,גְרַם
716,,,,dg,DUPLICATE_דציגרם
717,,,,g,DUPLICATE_גרם
718,,,,kg,"ק""ג"
719,,,,decigram,דהגרם
720,,,,nanogram,ננוגרם
721,,,,myriagram,NO_TRANSLATION
722,,,,centner,סנטרנר
723,,,,metric_grain,גריין_מטרי
724,,,,myg,DUPLICATE_NO_TRANSLATION
725,,,,dekagram,דקאגרם
726,,,,decagram,DUPLICATE_דקאגרם
727,,,,metric_hundredweight,משקל_מאה_מטרי
728,,,,obolus,אובולוס
729,,,,doppelzentner,חמישית
730,,,,hectogram,הקטוגרמה
731,,,,dkg,DUPLICATE_דקאגרם
733,L06_46,meronyms - part,torso,,טוֹרסוֹ
734,,,,chest,חזה
735,,,,arse,DUPLICATE_ישבן
736,,,,shoulder,כָּתֵף
737,,,,bum,DUPLICATE_ישבן
738,,,,midriff,סַרעֶפֶת
739,,,,groin,מִפשָׂעָה
740,,,,deltoid,דִלטא
741,,,,diaphragm,דִיאָפרַגמָה
742,,,,lat,לטיסימוס
743,,,,pectoralis,DUPLICATE_חזה
744,,,,behind,מֵאָחוֹר
745,,,,gluteus,שרירי_העכוז
746,,,,middle,לב
747,,,,stomach,קיבה
748,,,,teres,טרס
749,,,,thorax,בית_החזה
750,,,,tush,DUPLICATE_ישבן
751,,,,ab,DUPLICATE_שרירי_בטן
752,,,,rump,עַכּוּז
753,,,,breastbone,עצם_החזה
754,,,,buns,קוקו_עגול
755,,,,gladiolus,סֵיפָן
756,,,,haunch,יָרֵך
757,,,,backside,DUPLICATE_ישבן
758,,,,buttocks,ישבן
759,,,,serratus,שריר_המסור
760,,,,pectoral,של_חזה
761,,,,stern,נוקשה
762,,,,navel,טַבּוּר
763,,,,paunch,כֶּרֶס
764,,,,seat,DUPLICATE_ישבן
765,,,,mediastinum,מדיאסטינום
766,,,,ass,תַחַת
767,,,,axilla,DUPLICATE_בית_השחי
768,,,,back,גב
769,,,,belly,בֶּטֶן
770,,,,bottom,DUPLICATE_תחת
771,,,,omphalos,אומפלוס
772,,,,fundament,DUPLICATE_ישבן
773,,,,acromion,אקרומיון
774,,,,derriere,אֲחוֹרַיִם
775,,,,hindgut,מעי_אחורי
776,,,,gut,DUPLICATE_מעי
777,,,,gallbladder,כיס_המרה
778,,,,saddle,אוּכָּף
779,,,,cheek,לֶחִי
780,,,,waist,מוֹתֶן
781,,,,butt,DUPLICATE_תחת
782,,,,bowel,מְעִי
783,,,,keister,DUPLICATE_עכוז
784,,,,bellybutton,חור_הטבור
785,,,,pectus,פקטוס
786,,,,prat,DUPLICATE_עכוז
787,,,,loins,מָתנַיִם
788,,,,abdominal,בִּטנִי
789,,,,rear,חלק_אחורי
790,,,,dorsum,דורסום
791,,,,posterior,אֲחוֹרִי
792,,,,venter,גחון
793,,,,small,קָטָן
794,,,,abdomen,DUPLICATE_בטן
795,,,,umbilicus,טָבּוּרִית
796,,,,armpit,בית_השחי
