,ID,Relation,Source,Target,HE
107,,,,craniate,בעל_גולגולת
108,,,,physical_hoofed_mammal,יונק_מרוסק_פיזית
109,,,,physical_entity,ישות_פיזית
110,,,,even-toed_ungulate,DUPLICATE_מפריס_פרסה
111,,,,artiodactyl_mammal,DUPLICATE_יונק
112,,,,living_thing,יצור_חי
113,,,,,"בריה,ברוא,בהמה"
114,L01_8,hypernyms - animals,butterfly,,פרפר
115,,,,insect,חֶרֶק
116,,,,creature,יצור
117,,,,beast,DUPLICATE_חיה
118,,,,lepidopteran,פרפראים
119,,,,animal,חיה
120,,,,organism,אורגניזם
121,,,,fauna,ממלכת_עולם_החי
122,,,,arthropod,פרוקי_רגליים
123,,,,lepidopterous_insect,NO_TRANSLATION
124,,,,lepidopteron,DUPLICATE_NO_TRANSLATION
125,,,,animate_being,DUPLICATE_יצור_חי
126,,,,living_thing,יצור_חי
127,,,,,"בריה,ברוא"
128,L01_9,hypernyms - animals,cat,,חתול
129,,,,feline,DUPLICATE_חתול
130,,,,beast,DUPLICATE_חיה
131,,,,animal,חיה
132,,,,organism,אורגניזם
133,,,,fauna,ממלכת_עולם_החי
134,,,,placental,שִׁלְיָתִי
135,,,,carnivore,טורף
136,,,,chordate,מיתרנים
137,,,,felid,בעל_חיים_ממשפחת_החתוליים
138,,,,eutherian,יונקי_שליה
139,,,,mammal,יונק
140,,,,mammalian,DUPLICATE_יונק
141,,,,eutherian_mammal,יונק_אוטרי
142,,,,animate_being,DUPLICATE_יצור_חי
143,,,,placental_mammal,יונק_שליה_DUPLICATE
144,,,,craniate,בעל_גולגולת
145,,,,,אוכלי_בשר
146,L01_10,hypernyms - animals,chicken,,תרנגולת
147,,,,fowl,DUPLICATE_עוף
148,,,,bird,צפור
149,,,,vertebrate,בעלי_חוליות
150,,,,poultry,עוֹף
151,,,,creature,יצור
152,,,,beast,DUPLICATE_חיה
153,,,,being,DUPLICATE_יצור
154,,,,animal,חיה
155,,,,organism,אורגניזם
156,,,,fauna,ממלכת_עולם_החי
157,,,,chordate,מיתרנים
158,,,,domestic_fowl,עוף_ביתי
159,,,,animate_being,DUPLICATE_יצור_חי
160,,,,gallinaceous_bird,ציפור_גלינסית
161,,,,craniate,בעל_גולגולת
162,,,,gallinacean,NO_TRANSLATION
163,,,,living_thing,יצור_חי
165,,,,,"בריה,ברוא"
166,L01_11,hypernyms - animals,chimpanzee,,שימפנזה
167,,,,primate,פּרִימַט
168,,,,vertebrate,בעלי_חוליות
169,,,,creature,יצור
170,,,,beast,DUPLICATE_חיה
171,,,,being,DUPLICATE_יצור
172,,,,animal,חיה
173,,,,organism,אורגניזם
174,,,,fauna,ממלכת_עולם_החי
175,,,,placental,שִׁלְיָתִי
176,,,,hominid,הומיניד
177,,,,chordate,מיתרנים
178,,,,eutherian,יונקי_שליה
179,,,,mammal,יוֹנֵק
180,,,,ape,קוֹף
181,,,,mammalian,DUPLICATE_יונק
182,,,,animate_being,DUPLICATE_יצור_חי
183,,,,eutherian_mammal,יונק_אוטרי
184,,,,placental_mammal,יונק_שליה_DUPLICATE
185,,,,craniate,בעל_גולגולת
186,,,,physical_physical_entity,ישות_פיזית
187,,,,living_thing,יצור_חי
188,,,,,"בריה,ברוא,בהמה"
189,L01_12,hypernyms - animals,chinchilla,,"_צִ'ינְצִ'ילָה,_שִׁינְשִׁילָה,_מכרסם_בעל_פרווה_יקרה_"
190,,,,rodent,מְכַרְסֵם
191,,,,vertebrate,בעלי_חוליות
192,,,,creature,יצור
193,,,,beast,DUPLICATE_חיה
194,,,,animal,חיה
195,,,,organism,אורגניזם
196,,,,fauna,ממלכת_עולם_החי
197,,,,placental,שִׁלְיָתִי
198,,,,chordate,מיתרנים
199,,,,eutherian,יונקי_שליה
200,,,,mammal,יוֹנֵק
201,,,,mammalian,DUPLICATE_יונק
202,,,,eutherian_mammal,יונק_אוטרי
203,,,,gnawer,מכרסמים
204,,,,animate_being,DUPLICATE_יצור_חי
205,,,,living_thing,יצור_חי
206,,,,placental_mammal,יונק_שליה_DUPLICATE
207,,,,craniate,בעל_גולגולת
208,,,,,"בריה,ברוא"
209,L01_13,hypernyms - animals,cobra,,קוֹברה
210,,,,snake,נחש
211,,,,reptile,זוחל
212,,,,elapid,פתניים
213,,,,elapid_snake,DUPLICATE_פתניים
214,,,,serpent,DUPLICATE_נחש
215,,,,ophidian,דמוי_נחש
217,L01_14,hypernyms - animals,cockroach,,מקק
218,,,,insect,חֶרֶק
219,,,,invertebrate,חסרי_חוליות
220,,,,creature,יצור
221,,,,beast,DUPLICATE_חיה
222,,,,dictyopterous_insect,חרק_דיקטיופטרוסי
224,,,,animal,חיה
225,,,,organism,אורגניזם
226,,,,fauna,ממלכת_עולם_החי
227,,,,arthropod,פרוקי_רגליים
228,,,,animate_being,DUPLICATE_יצור_חי
229,,,,physical_entity,ישות_פיזית
230,,,,living_thing,יצור_חי
231,,,,פרוקי_רגליים,DUPLICATE_יצור
232,,,,,"תיקן,ג'וק,בריה,ברוא"
233,L01_15,hypernyms - animals,cow,,פרה
234,,,,bovid,פריים
235,,,,mammal,יוֹנֵק
236,,,,cattle,בָּקָר
237,,,,vertebrate,בעלי_חוליות
238,,,,creature,יצור
239,,,,ungulate,מפריס_פרסה
240,,,,beast,DUPLICATE_חיה
241,,,,being,DUPLICATE_יצור
242,,,,animal,חיה
243,,,,organism,אורגניזם
244,,,,fauna,ממלכת_עולם_החי
245,,,,placental,שִׁלְיָתִי
246,,,,artiodactyl,מכפילי_פרסה
247,,,,ruminant,מעלי_גרה
248,,,,chordate,מיתרנים
249,,,,eutherian,יונקי_שליה
250,,,,mammalian,DUPLICATE_יונק
251,,,,animate_being,DUPLICATE_יצור_חי
252,,,,eutherian_mammal,יונק_אוטרי
253,,,,placental_mammal,יונק_שליה_DUPLICATE
254,,,,craniate,בעל_גולגולת
255,,,,physical_hoofed_mammal,יונק_מרוסק_פיזית
256,,,,physical_entity,ישות_פיזית
257,,,,even-toed_ungulate,DUPLICATE_מפריס_פרסה
258,,,,artiodactyl_mammal,DUPLICATE_יונק
259,,,,living_thing,יצור_חי
260,,,,,"בריה,בורא"
261,L01_16,hypernyms - animals,coyote,,זאב_ערבות
262,,,,canine,כַּלבִּי
263,,,,vertebrate,בעלי_חוליות
264,,,,creature,יצור
265,,,,beast,DUPLICATE_חיה
266,,,,canid,כלביים
267,,,,being,DUPLICATE_יצור
268,,,,animal,חיה
269,,,,organism,אורגניזם
270,,,,fauna,ממלכת_עולם_החי
271,,,,placental,שִׁלְיָתִי
272,,,,carnivore,טורף
273,,,,chordate,מיתרנים
274,,,,eutherian,יונקי_שליה
275,,,,mammal,יוֹנֵק
276,,,,mammalian,DUPLICATE_יונק
277,,,,animate_being,DUPLICATE_יצור_חי
278,,,,eutherian_mammal,יונק_אוטרי
279,,,,locomote,נע_ממקום_למקום
280,,,,placental_mammal,יונק_שליה_DUPLICATE
281,,,,craniate,בעל_גולגולת
282,,,,domesticated_animal,חיה_מבויתת
283,,,,physical_entity,ישות_פיזית
284,,,,domestic_animal,חיית_בית
285,,,,living_thing,יצור_חי
286,,,,,"בריה,ברוא,אוכל_בשר"
287,L01_17,hypernyms - animals,deer,,_אַיָּל_
288,,,,bovid,פריים
289,,,,mammal,יוֹנֵק
290,,,,vertebrate,בעלי_חוליות
291,,,,creature,יצור
292,,,,ungulate,מפריס_פרסה
293,,,,beast,DUPLICATE_חיה
294,,,,being,DUPLICATE_יצור
295,,,,animal,חיה
296,,,,organism,אורגניזם
297,,,,fauna,ממלכת_עולם_החי
298,,,,placental,שִׁלְיָתִי
299,,,,artiodactyl,מכפילי_פרסה
300,,,,ruminant,מעלי_גרה
301,,,,chordate,מיתרנים
302,,,,eutherian,יונקי_שליה
303,,,,mammalian,DUPLICATE_יונק
304,,,,bovine,דמוי_שור
305,,,,animate_being,DUPLICATE_יצור_חי
306,,,,eutherian_mammal,יונק_אוטרי
307,,,,placental_mammal,יונק_שליה_DUPLICATE
308,,,,craniate,בעל_גולגולת
309,,,,physical_hoofed_mammal,יונק_מרוסק_פיזית
310,,,,physical_entity,ישות_פיזית
311,,,,even-toed_ungulate,DUPLICATE_מפריס_פרסה
312,,,,artiodactyl_mammal,DUPLICATE_יונק
313,,,,living_thing,יצור_חי
315,,,,,"בריה,ברוא"
316,L01_18,hypernyms - animals,dog,,כלב
317,,,,canine,כַּלבִּי
318,,,,vertebrate,בעלי_חוליות
319,,,,creature,יצור
320,,,,beast,DUPLICATE_חיה
321,,,,canid,כלביים
322,,,,being,DUPLICATE_יצור
323,,,,animal,חיה
324,,,,organism,אורגניזם
325,,,,fauna,ממלכת_עולם_החי
326,,,,placental,שִׁלְיָתִי
327,,,,carnivore,טורף
328,,,,chordate,מיתרנים
329,,,,eutherian,יונקי_שליה
330,,,,mammal,יוֹנֵק
331,,,,mammalian,DUPLICATE_יונק
332,,,,animate_being,DUPLICATE_יצור_חי
333,,,,eutherian_mammal,יונק_אוטרי
334,,,,locomote,נע_ממקום_למקום
335,,,,placental_mammal,יונק_שליה_DUPLICATE
336,,,,craniate,בעל_גולגולת
337,,,,domesticated_animal,חיה_מבויתת
338,,,,physical_entity,ישות_פיזית
339,,,,domestic_animal,חיית_בית
340,,,,living_thing,יצור_חי
341,,,,,"בריה,ברוא,אוכלי_בשר"
342,L01_19,hypernyms - animals,duck,,ברווז
343,,,,fowl,DUPLICATE_עוף
344,,,,bird,צפור
345,,,,vertebrate,בעלי_חוליות
346,,,,poultry,עוֹף
347,,,,creature,יצור
348,,,,beast,DUPLICATE_חיה
349,,,,being,DUPLICATE_יצור
350,,,,animal,חיה
351,,,,organism,אורגניזם
352,,,,fauna,ממלכת_עולם_החי
353,,,,chordate,מיתרנים
354,,,,domestic_fowl,עוף_ביתי
355,,,,waterfowl,עוף_מים
356,,,,water_fowl,DUPLICATE_עוף_מים
357,,,,animate_being,DUPLICATE_יצור_חי
358,,,,anseriform_bird,ציפור_אנסריפורמית
359,,,,craniate,בעל_גולגולת
360,,,,living_thing,יצור_חי
361,,,,,"בריה,ברוא"
362,L01_20,hypernyms - animals,eagle,,_עַיִט_
363,,,,raptor,עוֹף_דּוֹרֵס
364,,,,bird,צפור
365,,,,vertebrate,בעלי_חוליות
366,,,,creature,יצור
367,,,,beast,DUPLICATE_חיה
368,,,,being,DUPLICATE_יצור
369,,,,animal,חיה
370,,,,organism,אורגניזם
371,,,,fauna,ממלכת_עולם_החי
372,,,,chordate,מיתרנים
373,,,,animate_being,DUPLICATE_יצור_חי
374,,,,craniate,בעל_גולגולת
375,,,,iving_thing,יצור_חי
376,,,,raptorial_bird,ציפור_דורס
377,,,,bird_of_prey,עוף_דורס
379,,,,,"בריה,ברוא,ציפור_טרף"
380,L01_21,hypernyms - animals,falcon,,בז
381,,,,raptor,עוף_דורס
382,,,,bird,צפור
383,,,,vertebrate,בעלי_חוליות
384,,,,creature,יצור
385,,,,beast,DUPLICATE_חיה
386,,,,being,DUPLICATE_יצור
387,,,,animal,חיה
388,,,,organism,אורגניזם
389,,,,fauna,ממלכת_עולם_החי
390,,,,chordate,מיתרנים
391,,,,animate_being,DUPLICATE_יצור_חי
392,,,,craniate,בעל_גולגולת
393,,,,living_thing,יצור_חי
394,,,,raptorial_bird,ציפור_דורס
395,,,,bird_of_prey,DUPLICATE_עוף_דורס
396,,,,,"בריה,ברוא,ציפור_טרף"
397,L01_22,hypernyms - animals,fox,,_שׁוּעָל_
398,,,,canine,כַּלבִּי
399,,,,vertebrate,בעלי_חוליות
400,,,,creature,יצור
401,,,,beast,DUPLICATE_חיה
402,,,,canid,כלביים
403,,,,being,DUPLICATE_יצור
404,,,,animal,חיה
405,,,,organism,אורגניזם
406,,,,fauna,ממלכת_עולם_החי
407,,,,placental,שִׁלְיָתִי
408,,,,carnivore,טורף
409,,,,chordate,מיתרנים
410,,,,eutherian,יונקי_שליה
411,,,,mammal,יוֹנֵק
412,,,,mammalian,DUPLICATE_יונק
413,,,,animate_being,DUPLICATE_יצור_חי
414,,,,eutherian_mammal,יונק_אוטרי
415,,,,locomote,נע_ממקום_למקום
416,,,,placental_mammal,יונק_שליה_DUPLICATE
417,,,,craniate,בעל_גולגולת
418,,,,domesticated_animal,חיה_מבויתת
419,,,,physical_entity,ישות_פיזית
420,,,,domestic_animal,חיית_בית
421,,,,living_thing,יצור_חי
422,,,,,"בריה,ברוא,אוכל_בשר"
423,L01_23,hypernyms - animals,gibbon,,גיבוניים
424,,,,primate,פּרִימַט
425,,,,vertebrate,בעלי_חוליות
426,,,,creature,יצור
427,,,,beast,DUPLICATE_חיה
428,,,,being,DUPLICATE_יצור
429,,,,animal,חיה
430,,,,organism,אורגניזם
431,,,,fauna,ממלכת_עולם_החי
432,,,,placental,שִׁלְיָתִי
433,,,,chordate,מיתרנים
434,,,,eutherian,יונקי_שליה
435,,,,mammal,יוֹנֵק
436,,,,ape,קוֹף
437,,,,mammalian,DUPLICATE_יונק
438,,,,animate_being,DUPLICATE_יצור_חי
439,,,,eutherian_mammal,יונק_אוטרי
440,,,,placental_mammal,יונק_שליה_DUPLICATE
441,,,,craniate,בעל_גולגולת
442,,,,physical_physical_entity,ישות_פיזית
443,,,,living_thing,יצור_חי
445,,,,,"בריה,ברוא"
446,L01_24,hypernyms - animals,goat,,עֵז
447,,,,bovid,פריים
448,,,,mammal,יוֹנֵק
449,,,,vertebrate,בעלי_חוליות
450,,,,ungulate,מפריס_פרסה
451,,,,beast,DUPLICATE_חיה
452,,,,being,DUPLICATE_יצור
453,,,,animal,חיה
454,,,,organism,אורגניזם
455,,,,fauna,ממלכת_עולם_החי
456,,,,placental,שִׁלְיָתִי
457,,,,artiodactyl,DUPLICATE_יונק
458,,,,chordate,מיתרנים
459,,,,eutherian,יונקי_שליה
460,,,,mammalian,DUPLICATE_יונק
461,,,,animate_being,DUPLICATE_יצור_חי
462,,,,eutherian_mammal,יונק_אוטרי
463,,,,placental_mammal,יונק_שליה_DUPLICATE
464,,,,craniate,בעל_גולגולת
465,,,,hoofed_mammal,יונק_מרוסק_פיזית
466,,,,even-toed_ungulate,DUPLICATE_מפריס_פרסה
467,,,,artiodactyl_mammal,DUPLICATE_יונק
468,,,,living_thing,יצור_חי
470,L01_25,hypernyms - animals,goose,,אווזה
471,,,,fowl,DUPLICATE_עוף
472,,,,bird,צפור
473,,,,vertebrate,בעלי_חוליות
474,,,,poultry,עוֹף
475,,,,creature,יצור
476,,,,beast,DUPLICATE_חיה
477,,,,being,DUPLICATE_יצור
478,,,,animal,חיה
479,,,,organism,אורגניזם
480,,,,fauna,ממלכת_עולם_החי
481,,,,chordate,מיתרנים
482,,,,domestic_fowl,עוף_ביתי
483,,,,waterfowl,עוף_מים
484,,,,water_fowl,DUPLICATE_עוף_מים
485,,,,animate_being,DUPLICATE_יצור_חי
486,,,,anseriform_bird,ציפור_אנסריפורמית
487,,,,craniate,בעל_גולגולת
488,,,,living_thing,יצור_חי
489,,,,,"בריה,ברוא"
490,L01_26,hypernyms - animals,gorilla,,גורילה
491,,,,primate,פּרִימַט
492,,,,vertebrate,בעלי_חוליות
493,,,,creature,יצור
494,,,,beast,DUPLICATE_חיה
495,,,,being,DUPLICATE_יצור
496,,,,animal,חיה
497,,,,organism,אורגניזם
498,,,,fauna,ממלכת_עולם_החי
499,,,,placental,שִׁלְיָתִי
500,,,,hominid,הומיניד
501,,,,chordate,מיתרנים
502,,,,eutherian,יונקי_שליה
503,,,,mammal,יוֹנֵק
504,,,,ape,קוֹף
505,,,,mammalian,DUPLICATE_יונק
506,,,,animate_being,DUPLICATE_יצור_חי
507,,,,eutherian_mammal,יונק_אוטרי
508,,,,placental_mammal,יונק_שליה_DUPLICATE
509,,,,craniate,בעל_גולגולת
510,,,,physical_physical_entity,ישות_פיזית
511,,,,living_thing,יצור_חי
512,,,,,"בריה,ברוא"
513,L01_27,hypernyms - animals,hawk,,נץ
514,,,,raptor,עוף_דורס
515,,,,bird,צפור
516,,,,vertebrate,בעלי_חוליות
517,,,,creature,יצור
518,,,,beast,DUPLICATE_חיה
519,,,,being,DUPLICATE_יצור
520,,,,animal,חיה
521,,,,organism,אורגניזם
522,,,,fauna,ממלכת_עולם_החי
523,,,,chordate,מיתרנים
524,,,,animate_being,DUPLICATE_יצור_חי
525,,,,craniate,בעל_גולגולת
526,,,,living_thing,יצור_חי
527,,,,raptorial_bird,ציפור_דורס
528,,,,bird_of_prey,DUPLICATE_עוף_דורס
529,,,,,"בריה,ברוא,ציפור_טרף"
530,L01_28,hypernyms - animals,human,,בֶּן_אֱנוֹשׁ
531,,,,primate,פּרִימַט
532,,,,vertebrate,בעלי_חוליות
533,,,,creature,יצור
534,,,,beast,DUPLICATE_חיה
535,,,,being,DUPLICATE_יצור
536,,,,animal,חיה
537,,,,organism,אורגניזם
538,,,,fauna,ממלכת_עולם_החי
539,,,,placental,שִׁלְיָתִי
540,,,,hominid,הומיניד
541,,,,chordate,מיתרנים
542,,,,eutherian,יונקי_שליה
543,,,,mammal,יוֹנֵק
544,,,,ape,קוֹף
545,,,,mammalian,DUPLICATE_יונק
546,,,,animate_being,DUPLICATE_יצור_חי
547,,,,eutherian_mammal,יונק_אוטרי
548,,,,placental_mammal,יונק_שליה_DUPLICATE
549,,,,craniate,בעל_גולגולת
550,,,,physical_physical_entity,ישות_פיזית
551,,,,living_thing,יצור_חי
552,,,,,"בריה,ברוא"
553,L01_29,hypernyms - animals,jackal,,תן
554,,,,canine,כַּלבִּי
555,,,,vertebrate,בעלי_חוליות
556,,,,creature,יצור
557,,,,beast,DUPLICATE_חיה
558,,,,canid,כלביים
559,,,,being,DUPLICATE_יצור
560,,,,animal,חיה
561,,,,organism,אורגניזם
562,,,,fauna,ממלכת_עולם_החי
563,,,,placental,שִׁלְיָתִי
564,,,,carnivore,טורף
565,,,,chordate,מיתרנים
566,,,,eutherian,יונקי_שליה
567,,,,mammal,יוֹנֵק
568,,,,mammalian,DUPLICATE_יונק
569,,,,animate_being,DUPLICATE_יצור_חי
570,,,,eutherian_mammal,יונק_אוטרי
571,,,,locomote,נע_ממקום_למקום
572,,,,placental_mammal,יונק_שליה_DUPLICATE
573,,,,craniate,בעל_גולגולת
574,,,,domesticated_animal,חיה_מבויתת
575,,,,physical_entity,ישות_פיזית
576,,,,domestic_animal,חיית_בית
577,,,,living_thing,יצור_חי
578,,,,,"בריה,ברוא,אוכל_בשר"
579,L01_30,hypernyms - animals,jaguar,,יגואר
580,,,,feline,DUPLICATE_חתול
581,,,,cat,חתול
582,,,,beast,DUPLICATE_חיה
583,,,,animal,חיה
584,,,,organism,אורגניזם
585,,,,fauna,ממלכת_עולם_החי
586,,,,placental,שִׁלְיָתִי
587,,,,carnivore,טורף
588,,,,chordate,מיתרנים
589,,,,felid,בעל_חיים_ממשפחת_החתוליים
590,,,,eutherian,יונקי_שליה
591,,,,mammal,יוֹנֵק
592,,,,mammalian,DUPLICATE_יונק
593,,,,eutherian_mammal,יונק_אוטרי
594,,,,animate_being,DUPLICATE_יצור_חי
595,,,,placental_mammal,יונק_שליה_DUPLICATE
596,,,,craniate,בעל_גולגולת
597,,,,big_cat,חתול_גדול
598,,,,,אוכל_בשר
599,L01_31,hypernyms - animals,leopard,,נָמֵר
600,,,,feline,DUPLICATE_חתול
601,,,,cat,חתול
602,,,,beast,DUPLICATE_חיה
603,,,,animal,חיה
604,,,,organism,אורגניזם
605,,,,fauna,ממלכת_עולם_החי
606,,,,placental,שִׁלְיָתִי
607,,,,carnivore,טורף
608,,,,causal_agent,סוכן_סיבתי
609,,,,chordate,מיתרנים
610,,,,felid,בעל_חיים_ממשפחת_החתוליים
611,,,,eutherian,יונקי_שליה
612,,,,mammal,יוֹנֵק
613,,,,mammalian,DUPLICATE_יונק
614,,,,eutherian_mammal,יונק_אוטרי
615,,,,animate_being,DUPLICATE_יצור_חי
616,,,,placental_mammal,יונק_שליה_DUPLICATE
617,,,,craniate,בעל_גולגולת
618,,,,big_cat,חתול_גדול
619,,,,,אוכל_בשר
620,L01_32,hypernyms - animals,lion,,אריה
621,,,,feline,DUPLICATE_חתול
622,,,,cat,חתול
623,,,,beast,DUPLICATE_חיה
624,,,,animal,חיה
625,,,,organism,אורגניזם
626,,,,fauna,ממלכת_עולם_החי
627,,,,placental,שִׁלְיָתִי
628,,,,carnivore,טורף
629,,,,chordate,מיתרנים
630,,,,felid,בעל_חיים_ממשפחת_החתוליים
631,,,,eutherian,יונקי_שליה
632,,,,mammal,יוֹנֵק
633,,,,mammalian,DUPLICATE_יונק
634,,,,eutherian_mammal,יונק_אוטרי
635,,,,animate_being,DUPLICATE_יצור_חי
636,,,,placental_mammal,יונק_שליה_DUPLICATE
637,,,,craniate,בעל_גולגולת
638,,,,big_cat,חתול_גדול
639,,,,,אוכל_בשר
640,L01_33,hypernyms - animals,mamba,,מַמְבָּה
641,,,,snake,נחש
642,,,,reptile,זוחל
643,,,,elapid,פתניים
644,,,,elapid_snake,DUPLICATE_פתניים
645,,,,serpent,DUPLICATE_נחש
646,,,,ophidian,דמוי_נחש
648,L01_34,hypernyms - animals,mouse,,עכבר
649,,,,rodent,מְכַרְסֵם
650,,,,vertebrate,בעלי_חוליות
651,,,,creature,יצור
652,,,,beast,DUPLICATE_חיה
653,,,,animal,חיה
654,,,,organism,אורגניזם
655,,,,fauna,ממלכת_עולם_החי
656,,,,placental,שִׁלְיָתִי
657,,,,chordate,מיתרנים
658,,,,eutherian,יונקי_שליה
659,,,,mammal,יוֹנֵק
660,,,,mammalian,DUPLICATE_יונק
661,,,,eutherian_mammal,יונק_אוטרי
662,,,,gnawer,מכרסמים
663,,,,animate_being,DUPLICATE_יצור_חי
664,,,,living_thing,יצור_חי
665,,,,placental_mammal,יונק_שליה_DUPLICATE
666,,,,craniate,בעל_גולגלת
668,,,,,"בריה,ברוא"
669,L01_35,hypernyms - animals,orangutan,,אוּרַנְגְּאוּטָן
670,,,,primate,פּרִימַט
671,,,,vertebrate,בעלי_חוליות
672,,,,creature,יצור
673,,,,beast,DUPLICATE_חיה
674,,,,being,DUPLICATE_יצור
675,,,,animal,חיה
676,,,,organism,אורגניזם
677,,,,fauna,ממלכת_עולם_החי
678,,,,placental,שִׁלְיָתִי
679,,,,hominid,הומוניד
680,,,,chordate,מיתרנים
681,,,,eutherian,יונקי_שליה
682,,,,mammal,יוֹנֵק
683,,,,ape,קוֹף
684,,,,mammalian,DUPLICATE_יונק
685,,,,animate_being,DUPLICATE_יצור_חי
686,,,,eutherian_mammal,יונק_אוטרי
687,,,,placental_mammal,יונק_שליה_DUPLICATE
688,,,,craniate,בעל_גולגלת
689,,,,physical_physical_entity,ישות_פיזית
690,,,,living_thing,יצור_חי
691,,,,,"בריה,ברוא"
692,L01_36,hypernyms - animals,owl,,יַנְשׁוּף
693,,,,raptor,עוף_דורס
694,,,,bird,צפור
695,,,,vertebrate,בעלי_חוליות
696,,,,creature,יצור
697,,,,beast,DUPLICATE_חיה
698,,,,being,DUPLICATE_יצור
699,,,,animal,חיה
700,,,,organism,אורגניזם
701,,,,fauna,ממלכת_עולם_החי
702,,,,chordate,מיתרנים
703,,,,animate_being,DUPLICATE_יצור_חי
704,,,,craniate,בעל_גולגלת
705,,,,living_thing,יצור_חי
706,,,,raptorial_bird,ציפור_דורס
707,,,,bird_of_prey,DUPLICATE_עוף_דורס
708,,,,,"בריה,ברוא,ציפור_טרף"
709,L01_37,hypernyms - animals,pony,,פּוֹנִי
710,,,,bovid,פריים
711,,,,mammal,יוֹנֵק
712,,,,horse,סוס
713,,,,vertebrate,בעלי_חוליות
714,,,,creature,יצור
715,,,,beast,DUPLICATE_חיה
716,,,,animal,חיה
717,,,,organism,אורגניזם
718,,,,fauna,ממלכת_עולם_החי
719,,,,placental,שִׁלְיָתִי
720,,,,eutherian,יונקי_שליה
721,,,,equine,סוסי
722,,,,mammalian,DUPLICATE_יונק
723,,,,equid,סוסיים
