,ID,Relation,Source,Target,HE
205,,,,lollipop,סוכריה_על_מקל
206,,,,candy_bar,חטיף_בעל_צורה_מוארכת
207,,,,carob_bar,חרוב_בר
208,,,,hard_candy,סוכריה_קשה
209,,,,brandyball,לא_ברור_המשמעות
210,,,,patty,פשטידית
211,,,,bonbon,בונבון
212,,,,brittle,שביר
213,,,,toffee,טופי
214,,,,toffy,DUPLICATE_טופי
215,,,,butterscotch,סוכריית_חמאה
216,,,,candy_cane,מקל_סבא
217,,,,candy_corn,סוכריית_תירס
218,,,,caramel,קרמל
219,,,,cotton_candy,צמר_גפן_מתוק
220,,,,spun_sugar,DUPLICATE_צמר_גפן_מתוק
221,,,,candyfloss,DUPLICATE_צמר_גפן_מתוק
222,,,,dragee,משיכה
223,,,,fondant,פונדן
224,,,,fudge,פאדג'
225,,,,gumdrop,DUPLICATE_סוכריית_גומי
226,,,,honey_crisp,פריך_דבש
227,,,,mint,מנטה
228,,,,mint_candy,סוכריית_מנטה
229,,,,horehound,מרמר_מצוי
230,,,,jelly_bean,סוכריית_גומי
231,,,,jelly_egg,ביצת_ג'לי
232,,,,kiss,נשיקה
233,,,,candy_kiss,סוכריית_נשיקה
234,,,,licorice,שוש
235,,,,liquorice,ליקריץ
236,,,,life_saver,מציל
237,,,,sucker,פתי
238,,,,all-day_sucker,פראייר_כל_יום
239,,,,lozenge,גלולה
240,,,,marshmallow,מרשמלו
241,,,,marzipan,מרציפן
242,,,,marchpane,מרצפת
243,,,,nougat,נוגט
244,,,,nougat_bar,חטיף_נוגט
245,,,,nut_bar,חטיף_אגוזים
246,,,,peanut_bar,חטיף_בוטנים
247,,,,popcorn_ball,פופקורן
248,,,,praline,פרלין
249,,,,rock_candy,DUPLICATE_לא_ברור_המשמעות
250,,,,rock,סלע
251,,,,sugar_candy,סוכריית_סוכר
252,,,,sugarplum,שזיף_סוכר
253,,,,taffy,DUPLICATE_טופי
254,,,,truffle,כמהין
255,,,,chocolate_truffle,טראפל
256,,,,turkish_delight,רחת_לוקום
257,,,,easter_egg,ביצת_פסחא
259,L03_10,hyponyms - misc,car,,מכונית
260,,,,limousine,לימוזינה
261,,,,convertible,מכונית_בעלת_גג_נפתח
262,,,,ambulance,אמבלונס
263,,,,beach,חוף
264,,,,wagon,עֶגלה
265,,,,station,תחנה
266,,,,estate,אחוזה
267,,,,waggon,DUPLICATE_עגלה
268,,,,bus,אוטובוס
269,,,,jalopy,גרוטה
270,,,,heap,עֶרימה
271,,,,cab,DUPLICATE_מונית
272,,,,hack,גרזן
273,,,,taxi,מונית
274,,,,taxicab,DUPLICATE_מונית
275,,,,compact,קוֹמְפַּקְטִי
276,,,,coupe,כלי_דו_מושבי_סגור
277,,,,cruiser,שַׁיֶּטֶת
278,,,,police,משטרה
279,,,,patrol,סיור
280,,,,prowl,שׁוֹטְטוּת
281,,,,squad,יחידה
282,,,,electric,חשמלי
283,,,,hardtop,רכב_עם_גג_קשיח
284,,,,hatchback,מכונית_עם_חמש_דלתות
285,,,,hot-rod,מוט_חם
286,,,,jeep,ג'יפ
287,,,,landrover,לנד_רובר
288,,,,limo,DUPLICATE_לימוזינה
289,,,,loaner,מלווה
290,,,,minicar,מיני_מכונית
291,,,,minivan,מיניוואן
292,,,,model,מודל
293,,,,pace,צַעַד
294,,,,racer,מִתְחָרֶה
295,,,,race,מירוץ
296,,,,racing,השתתפות_במירוץ
297,,,,roadster,מכונית_פתוחה
298,,,,runabout,כלי_תחבורה_קטן_מימדים
299,,,,two-seater,רכב_דו_מושבי
300,,,,sedan,מכונית_סגורה_לארבעה_נוסעים_או_יותר
301,,,,saloon,מִסְבָּאָה
302,,,,sports,DUPLICATE_ספורט
303,,,,sport,ספורט
304,,,,suv,רכב_פנאי_שטח
305,,,,stanley,גומה_בעצם_או_באיבר
306,,,,steamer,אונית_קיטור
307,,,,stock,מלאי
308,,,,subcompact,דגם_של_מכונית_קטנה_מאוד
309,,,,touring,תיור
310,,,,tourer,מטוס_סיור
311,,,,used,בשימוש
312,,,,secondhand,יד_שניה
314,L03_11,hyponyms - misc,church,,כנסיה
315,,,,chapel,קפלה
316,,,,abbey,מנזר
317,,,,basilica,בזליקיה
318,,,,cathedral,קתדרלה
319,,,,duomo,דואומו
320,,,,kirk,DUPLICATE_כנסייה
322,L03_12,hyponyms - misc,citrus,,פרי_הדר
323,,,,lemon,לימון
324,,,,orange,תפוז
325,,,,lime,ליים
326,,,,mandarin,מנדרינה
327,,,,tangerine,DUPLICATE_מנדרינה
328,,,,yuzu,יוזו
330,L03_13,hyponyms - misc,cloud,,ענן
331,,,,thundercloud,קוּמוּלוֹנִימְבּוּס
332,,,,cirrocumulus,צִירוֹקוּמוּלוּס
333,,,,cirrostratus,צִירוֹסְטְרָטוּס
334,,,,cirrus,ענן_נוצות
335,,,,contrail,פס_התעבות
336,,,,condensation,עיבוי
337,,,,trail,שביל
338,,,,cumulonimbus,קומולונימבוס
339,,,,cumulus,קומולוס
340,,,,nacreous,פניני
341,,,,nebule,ערפילית
342,,,,nimbus,נימבוס
343,,,,rain,גשם
344,,,,storm,סערה
345,,,,stratus,סְטְרָטוּס
346,,,,mushroom,פטריה
347,,,,smoke,עשן
349,L03_14,hyponyms - misc,collar,,קולר
350,,,,choker,שרשרת_צמודה_לצוואר
351,,,,ruff,צווארון_ישן
352,,,,ruffle,קֵפֶל
353,,,,clerical,פְּקִידוּתִי
354,,,,roman_collar,צווארון_רומי
355,,,,dog_collar,קוֹלָר
356,,,,eton_collar,צווארון_איטון
357,,,,rabato_collar,צווארון_רבטו
358,,,,rebato_collar,DUPLICATE_צווארון_רבטו
359,,,,turtleneck,גולף
360,,,,polo-neck,צווארון_פולו
361,,,,neckpiece,צווארון
363,L03_15,hyponyms - misc,color,,צבע
364,,,,white,לבן
365,,,,black,שחור
366,,,,blue,כחול
367,,,,green,ירוק
368,,,,red,אדום
369,,,,yello,צהוב
370,,,,orange,כתום
371,,,,vermilion,שני
372,,,,amber,ענבר
373,,,,chartreuse,ירקרק
374,,,,teal,צבע_ירוק_כחול
375,,,,violet,סגול
376,,,,magenta,מגנטה
377,,,,rose,ורוד
378,,,,azure,תְּכֵלֶת
379,,,,cyan,ציאן
380,,,,indigo,אינדיגו
381,,,,purple,DUPLICATE_סגול
382,,,,brown,חום
385,L03_16,hyponyms - misc,computer,,מחשב
386,,,,laptop,מחשב_נייד
387,,,,desktop,שולחן_עבודה
388,,,,tablet,טאבלט
389,,,,smartphone,סמרטפון
390,,,,supercomputer,מחשב_על
391,,,,iphone,אייפון
392,,,,ipad,אייפד
394,L03_17,hyponyms - misc,container,,מיכל
395,,,,bag,תיק
396,,,,handbag,תיק_יד
397,,,,pocketbook,פנקס
398,,,,purse,ארנק
399,,,,basket,סל
400,,,,handbasket,סל_יד
401,,,,bin,פח
402,,,,bowl,קערה
403,,,,pipe,צינור
404,,,,box,קופסא
405,,,,bread-bin,DUPLICATE_ארגז_לחם
406,,,,breadbox,ארגז_לחם
407,,,,bunker,בונקר
408,,,,can,פחית
409,,,,tin,בדיל
410,,,,canister,DUPLICATE_מיכל
411,,,,cannister,לא_ברור_המשמעות
412,,,,capsule,כמוסה
413,,,,cargo,קרגו
414,,,,case,DUPLICATE_תיק
415,,,,display,תצוגה
416,,,,showcase,ארון_תצוגה
417,,,,vitrine,ויטרינה
418,,,,cassette,קלטת
419,,,,cup,גביע
420,,,,cylinder,צילינדר
421,,,,dice,קוביה
422,,,,dish,תבשיל
423,,,,dispenser,מנפק
424,,,,drawer,מגרה
425,,,,dumpster,פח_אשפה
426,,,,empty,ריק
427,,,,envelope,מעטפה
428,,,,glass,זכוכית
429,,,,bottle,בקבוק
430,,,,mailer,דואר
431,,,,manger,אֵבוּס
432,,,,trough,שוקת
433,,,,measure,מידה
434,,,,mold,תבנית
435,,,,mould,DUPLICATE_תבנית
436,,,,cast,יצוק
437,,,,package,חבילה
438,,,,parcel,DUPLICATE_חבילה
439,,,,pan,מַחֲבַת
440,,,,pod,תַּרְמִיל
441,,,,pot,סיר
442,,,,flowerpot,עציץ
443,,,,flask,בקבוקון
444,,,,receptacle,כלי_קיבול
445,,,,reliquary,מכל_של_שרידים_קדושים
446,,,,saltcellar,מלחיה
447,,,,savings,חסכון
448,,,,bank,בנק
449,,,,coin,מטבע
450,,,,money,כֶּסֶף
451,,,,scuttle,"אָץ,_רָץ,_נֶחְפַּז"
452,,,,coal,פֶּחָם
453,,,,shaker,מטרף
454,,,,spoon,כף
455,,,,thimble,אֶצְבָּעוֹן
456,,,,vessel,כלי_שיט
457,,,,waste-paper,פסולת_נייר
458,,,,wastebasket,DUPLICATE_פח_אשפה
459,,,,waste,פסולת
460,,,,file,קובץ
461,,,,workbasket,סל_עבודה
462,,,,workbox,ארגז_כלים
463,,,,workbag,תיבת_עבודה
465,L03_18,hyponyms - misc,cookware,,כלי_מטבח
466,,,,pot,סיר
467,,,,baster,באסטר
468,,,,chafing,שפשפת
469,,,,dish,תבשיל
470,,,,cooker,תנור
471,,,,sheet,גליון
472,,,,tray,מגש
473,,,,enamelware,כלי_אמייל
474,,,,grid,רשת
475,,,,gridiron,אסכלה
476,,,,griddle,מחתה
477,,,,pan,מחבת
478,,,,poacher,צייד_בלי_רישיון
479,,,,skimmer,מקפה
480,,,,steamer,אונית_קיטור
481,,,,turner,חרט
483,L03_19,hyponyms - misc,cup,,גביע
484,,,,teacup,ספל_תה
485,,,,beaker,ספל
486,,,,chalice,DUPLICATE_גביע
487,,,,goblet,DUPLICATE_גביע
488,,,,coffee_cup,כוס_קפה
489,,,,dixie,כוס_דיקסי
490,,,,paper_cup,כוס_נייר
491,,,,grace,חן
492,,,,kylix,DUPLICATE_קיליקס
493,,,,cylix,קיליקס
494,,,,mustache_cup,כוס_שפם
495,,,,moustache_cup,DUPLICATE_כוס_שפם
496,,,,scyphus,ססיפוס
497,,,,grail,DUPLICATE_גביע
499,L03_20,hyponyms - misc,cushion,,כרית
500,,,,pincushion,DUPLICATE_כרית
501,,,,pillow,כָּרִית
502,,,,air,אויר
503,,,,inflatable,מתנפח
504,,,,gaddi,גדי
505,,,,hassock,DUPLICATE_כרית
506,,,,headrest,מסעד_ראש
507,,,,seat,מושב
509,L03_21,hyponyms - misc,cutlery,,"סכו""ם"
510,,,,knife,סכין
511,,,,fork,מזלג
512,,,,spoon,כף
513,,,,tablefork,מזלג_שולחן
514,,,,teaspoon,כפית
515,,,,dessert_spoon,כפית_קינוחים
516,,,,salad_fork,מזלג_לסלט
517,,,,carving_fork,מזלג_גירוף
519,L03_22,hyponyms - misc,dessert,,קינוח
520,,,,cake,עוגה
521,,,,ambrosia,אמברוסיה
522,,,,baked_alaska,אלסקה_אפויה
523,,,,blancmange,רפרפת
524,,,,charlotte,שארלוט
525,,,,compote,לפתן
526,,,,fruit_compote,קומפוט_פירות
527,,,,dumpling,כופתה
528,,,,flan,פלאן
529,,,,frozen_dessert,קינוח_קפוא
530,,,,junket,DUPLICATE_פודינג
531,,,,mold,תבנית
532,,,,mould,DUPLICATE_תבנית
533,,,,mousse,מוּס
534,,,,pavlova,פַּבְלוֹבָה
535,,,,peach_melba,מלבה_אפרסק
536,,,,pudding,פּוּדִינְג
537,,,,pud,לא_ברור_המשמעות
538,,,,syllabub,סילאבוב
539,,,,sillabub,DUPLICATE_סילאבוב
540,,,,tiramisu,טִירָמִיסוּ
541,,,,whip,רַפְרֶפֶת
542,,,,zabaglione,זביונה
543,,,,sabayon,סביון
544,,,,charlotte_russe,שרלוט_רוס
545,,,,apple_dumpling,כופתאת_תפוחים
546,,,,frozen_custard,רפרפת_קפואה
547,,,,soft_ice_cream,גלידה_רכה
548,,,,frozen_pudding,פודינג_קפוא
549,,,,frozen_yogurt,יוגורט_קפוא
550,,,,ice-cream_cake,עוגת_גלידה
551,,,,icebox_cake,עוגת_קופסת_קרח
552,,,,ice-cream_cone,גביע_גלידה
553,,,,ice-cream_sundae,גלידת_סנדיי
554,,,,sundae,DUPLICATE_גלידה
555,,,,ice,קרח
556,,,,frappe,ברד
557,,,,ice_cream,גלידה
558,,,,icecream,DUPLICATE_גלידה
559,,,,ice_lolly,DUPLICATE_קרטיב
560,,,,lolly,DUPLICATE_סוכריה_על_מקל
561,,,,lollipop,סוכריה_על_מקל
562,,,,popsicle,קרטיב
563,,,,ice_milk,חלק_קרח
564,,,,parfait,פרפה
565,,,,sherbert,DUPLICATE_סורבה
566,,,,sherbet,DUPLICATE_סורבה
567,,,,snowball,כדור_שלג
568,,,,split,פיצול
569,,,,chocolate_mousse,מוס_שוקולד
570,,,,trifle,DUPLICATE_עוגה
571,,,,brown_betty,קינוח_מפירות
572,,,,chocolate_pudding,פודינג_שוקולד
573,,,,duff,דאף
574,,,,plum_duff,דאף_שזיפים
575,,,,flummery,פלאמרי
576,,,,nesselrode,נסלרוד
577,,,,nesselrode_pudding,פודינג_נסלרוד
578,,,,pease_pudding,פודינג_פיז
579,,,,plum_pudding,פודינג_שזיפים
580,,,,christmas_pudding,פודינג_של_חג_המולד
581,,,,roly-poly,רולי_פולי
582,,,,roly-poly_pudding,פודינג_רולי_פולי
583,,,,steamed_pudding,פודינג_מאודה
584,,,,suet_pudding,פודינג_סואט
585,,,,tapioca_pudding,פודינג_טפיוקה
586,,,,vanilla_pudding,פודינג_וניל
587,,,,prune_whip,שוט_שזיפים
588,,,,water_ice,מי_קרח
589,,,,sorbet,סורבה
590,,,,chocolate_ice_cream,גלידת_שוקולד
591,,,,neapolitan_ice_cream,גלידה_נפוליטנית
592,,,,peach_ice_cream,גלידת_אפרסק
593,,,,strawberry_ice_cream,גלידת_תות
594,,,,tutti-frutti,גלידת_פירות
595,,,,vanilla_ice_cream,גלידת_וניל
596,,,,banana_split,בננה_ספליט
597,,,,tipsy_cake,עוגת_טיפסי
599,,,,choc-ice,שוקו_קרח
601,L03_23,hyponyms - misc,dress,,שמלה
602,,,,gown,שמלת_ערב
603,,,,caftan,DUPLICATE_קפטן
604,,,,kaftan,קפטן
605,,,,chemise,תחתונית
606,,,,sack,שק
607,,,,shift,משמרת
608,,,,coatdress,שמלת_מעיל
609,,,,cocktail_dress,שמלת_קוקטייל
610,,,,sheath,נדן
611,,,,dirndl,סָרָפָן
612,,,,jumper,אפודה
613,,,,pinafore,סינר
614,,,,pinny,DUPLICATE_סינר
615,,,,kirtle,DUPLICATE_חצאית
616,,,,morning,בֹּקֶר
617,,,,evening,ערב
618,,,,muumuu,מומו
619,,,,polonaise,פולונז
620,,,,sari,DUPLICATE_סארי
621,,,,saree,סארי
622,,,,shirtdress,שמלת_חולצה
623,,,,strapless,סטרפלס
624,,,,sundress,שמלת_שמש
626,L03_24,hyponyms - misc,drum,,תוף
627,,,,tambourine,טמבורין
628,,,,bass_drum,תוף_בס
629,,,,gran_casa,גראן_קאזה
630,,,,bongo,בונגו
631,,,,bongo_drum,תוף_בונגו
632,,,,snare_drum,תוף_סנייר
633,,,,snare,סנייר
634,,,,side_drum,תוף_צד
635,,,,tabor,תוף_קטן
636,,,,tabour,DUPLICATE_תוף_קטן
637,,,,tambour,טנבור
638,,,,tenor_drum,תוף_טנור
639,,,,tom-tom,דומדום
640,,,,timbrel,תוף_מרים
641,,,,djembe,דג'מבה
642,,,,doumbek,דומבק
643,,,,darbuka,דרבוקה
645,L03_25,hyponyms - misc,emotion,,רגש
646,,,,anger,כעס
647,,,,choler,זעם
648,,,,ire,חימה
649,,,,anxiety,חֲרָדָה
650,,,,conditioned_emotional_response,תגובה_רגשית_מותנת
651,,,,cer,DUPLICATE_תגובה_רגשית_מותנת
652,,,,conditioned_emotion,רגש_מותנה
653,,,,emotional_state,מצב_רגשי
654,,,,spirit,רוח
655,,,,fear,פחד
656,,,,fearfulness,DUPLICATE_פחד
657,,,,fright,DUPLICATE_פחד
658,,,,reverence,הַעֲרָצָה
659,,,,awe,יראת_כבוד
660,,,,veneration,הערכה
661,,,,hate,שנאה
662,,,,hatred,DUPLICATE_שנאה
663,,,,joy,שמחה
664,,,,joyousness,DUPLICATE_שמחה
665,,,,joyfulness,DUPLICATE_שמחה
666,,,,love,אהבה
667,,,,annoyance,מורת_רוח
668,,,,chafe,לחמם
669,,,,vexation,רוגז
670,,,,bad_temper,מזג_רע
671,,,,ill_temper,חמום_מוח
672,,,,dander,קשקש
673,,,,hackles,האקלס
674,,,,fury,DUPLICATE_זעם
675,,,,rage,DUPLICATE_זעם
676,,,,madness,שגעון
677,,,,huffiness,רגזן
678,,,,indignation,התמרמרות
679,,,,outrage,עלבון
680,,,,infuriation,הרגיז
681,,,,enragement,DUPLICATE_זעם
682,,,,umbrage,DUPLICATE_עלבון
683,,,,offense,עברה
684,,,,offence,DUPLICATE_עברה
685,,,,angst,DUPLICATE_מתח
686,,,,anxiousness,דאגתנות
687,,,,disquiet,אי_שקט
688,,,,concern,DUPLICATE_דאגה
689,,,,care,זהירות
690,,,,discomfiture,אי_נוחות
691,,,,discomposure,חוסר_נוחות
692,,,,disconcertion,חוסר_הכרה
693,,,,disconcertment,הפריע
694,,,,edginess,ערוץ
695,,,,uneasiness,DUPLICATE_אי_נוחות
696,,,,inquietude,DUPLICATE_אי_שקט
697,,,,disquietude,DUPLICATE_אי_שקט
698,,,,insecurity,חוסר_ביטחון
699,,,,jitteriness,ריצוד
700,,,,jumpiness,DUPLICATE_עצבנות
701,,,,nervousness,עַצבָּנוּת
702,,,,restiveness,איפוק
703,,,,scruple,מַצְפּוּן
704,,,,qualm,בְּחִילָה
705,,,,misgiving,חֲשָׁשׁ
706,,,,sinking,שקיעה
707,,,,sinking_feeling,תחושת_שקיעות
708,,,,worry,דאגה
709,,,,trouble,צרה
710,,,,ecstasy,אֶקסְטָזָה
711,,,,rapture,הִתלַהֲבוּת
712,,,,transport,תַחְבּוּרָה
713,,,,exaltation,DUPLICATE_התרוממות_רוח
714,,,,raptus,ראפטוס
715,,,,embarrassment,מְבוּכָה
716,,,,gratification,סיפוק
717,,,,satisfaction,שביעות_רצון
718,,,,happiness,אושר
719,,,,felicity,DUPLICATE_שמחה
720,,,,state,מצב
721,,,,unhappiness,אוּמלָלוּת
722,,,,alarm,חרדה
723,,,,dismay,דכדוך
724,,,,consternation,תַדְהֵמָה
725,,,,apprehension,DUPLICATE_חֲשָׁשׁ
726,,,,apprehensiveness,חששנות
727,,,,dread,אֵימָה
728,,,,creeps,צְמַרְמֹרֶת
729,,,,frisson,רִגּוּשׁ
730,,,,shiver,רַעַד
731,,,,chill,צינה
732,,,,quiver,DUPLICATE_רטט
733,,,,shudder,DUPLICATE_רַעַד
734,,,,thrill,DUPLICATE_רטט
735,,,,tingle,עקצוץ
736,,,,horror,DUPLICATE_חרדה
737,,,,hysteria,הִיסטֵרִיָה
738,,,,intimidation,הַפחָדָה
739,,,,panic,בהלה
740,,,,terror,טֵרוֹר
741,,,,affright,אימה_פתאומית
742,,,,scare,DUPLICATE_בהלה
743,,,,panic_attack,התקף_חרדה
744,,,,stage_fright,פחד_במה
745,,,,timidity,הַסְסָנוּת
746,,,,timidness,ביישנות
747,,,,timorousness,DUPLICATE_ביישנות
748,,,,abhorrence,תועלת
749,,,,abomination,תוֹעֵבָה
750,,,,detestation,DUPLICATE_תיעוב
751,,,,execration,DUPLICATE_תיעוב
752,,,,loathing,תיעוב
753,,,,odium,DUPLICATE_איבה
754,,,,despisal,בוז
755,,,,despising,בִּזוּי
756,,,,hostility,עוֹיְנוּת
757,,,,enmity,טִינָה
758,,,,ill_will,זדון
759,,,,malevolence,רוע_לב
760,,,,malignity,רִשׁעוּת
761,,,,misanthropy,שנאת_הבריות
762,,,,misogamy,מיזוגמיה
763,,,,misogyny,שנאת_נשים
764,,,,misogynism,DUPLICATE_שנאת_נשים
765,,,,misology,שנאת_היגיון
766,,,,misoneism,מיזוניזם
767,,,,misopedia,מיסופדיה
768,,,,murderousness,רצחנות
769,,,,elation,התרוממות_רוח
