,ID,Relation,Source,Target,HE
151,L04_26,meronyms - substance,icicle,,נטיף_קרח
152,,,,ice,קרח
153,,,,water,מים
155,L04_27,meronyms - substance,jam,,ריבה
156,,,,fruit,פרי
157,,,,sugar,סוכר
158,,,,berries,פירות_יער
160,L04_28,meronyms - substance,jeans,,גִ'ינס
161,,,,fabric,בד
162,,,,denim,דֵנִים
164,L04_29,meronyms - substance,lawn,,דֶשֶׁא
165,,,,grass,DUPLICATE_דשא
167,L04_30,meronyms - substance,lens,,עֲדָשָׁה
168,,,,glass,זכוכית
169,,,,plastic,פלסטי
171,L04_31,meronyms - substance,mirror,,מַרְאָה
172,,,,glass,זכוכית
173,,,,bronze,בְּרוֹנזָה
175,L04_32,meronyms - substance,money,,כֶּסֶף
176,,,,paper,עיתון
177,,,,metal,מַתֶכֶת
178,,,,silver,צבע_כסף
179,,,,gold,צבע_זהב
180,,,,iron,בַּרזֶל
181,,,,copper,נְחוֹשֶׁת
182,,,,tin,פַּח
184,L04_33,meronyms - substance,ocean,,אוקיינוס
185,,,,water,מים
187,L04_34,meronyms - substance,omelette,,חֲבִיתָה
188,,,,eggs,ביצים
189,,,,egg,ביצה
190,,,,milk,חלב
191,,,,cheese,גבינה
193,L04_35,meronyms - substance,pastry,,מאפה
194,,,,flour,קמח
195,,,,egg,ביצה
196,,,,butter,חמאה
197,,,,filling,מילוי
199,L04_36,meronyms - substance,penny,,פֶּנִי
200,,,,metal,מַתֶכֶת
201,,,,alloy,סַגסוֹגֶת
202,,,,bronze,בְּרוֹנזָה
203,,,,nickel,ניקל
204,,,,zinc,אָבָץ
205,,,,copper,נְחוֹשֶׁת
206,,,,tin,פַּח
208,L04_37,meronyms - substance,pill,,כַּדוּר
209,,,,medicine,תרופה
210,,,,drug,תְרוּפָה
212,L04_38,meronyms - substance,plastic,,פלסטי
213,,,,polymer,פּוֹלִימֵר
214,,,,oil,שמן
215,,,,gas,גַז
216,,,,coal,פֶּחָם
218,L04_39,meronyms - substance,roof,,גג
219,,,,shingles,קירוי
220,,,,tiles,אריחים
221,,,,wood,עץ
222,,,,metal,מַתֶכֶת
224,L04_40,meronyms - substance,sea,,יָם
225,,,,water,מים
227,L04_41,meronyms - substance,snow,,שֶׁלֶג
228,,,,water,מים
229,,,,oxygen,חַמצָן
230,,,,hydrogen,מֵימָן
231,,,,flake,לְהִתְקַלֵף
232,,,,ice,קרח
233,,,,snowflake,פְּתִית_שֶׁלֶג
234,,,,snowflakes,פתיתי_שלג
235,,,,h2o,H2O
236,,,,atomic_number_1,מספר_אטומי_8
237,,,,atomic_number_8,מספר_אטומי_1
238,,,,h,DUPLICATE_מימן
239,,,,o,DUPLICATE_חמצן
241,L04_42,meronyms - substance,spoon,,כף
242,,,,aluminium,אֲלוּמִינְיוּם
243,,,,wood,עץ
244,,,,steel,פְּלָדָה
246,L04_43,meronyms - substance,steel,,פְּלָדָה
247,,,,iron,בַּרזֶל
248,,,,pearlite,פרלייט
249,,,,carbon,פַּחמָן
250,,,,cementite,מלט
251,,,,ferrite,פֵרִיט
252,,,,iron_carbide,ברזל_קרביד
253,,,,fe,DUPLICATE_ברזל
254,,,,atomic_number_26,מספר_אטומי_26
255,,,,alpha_iron,ברזל_אלפא
257,L04_44,meronyms - substance,table,,שולחן
258,,,,wood,עץ
259,,,,metal,מַתֶכֶת
260,,,,plastic,פלסטי
262,L04_45,meronyms - substance,wall,,קִיר
263,,,,cement,בטון
264,,,,bricks,לבנים
265,,,,stones,אבנים
266,,,,rocks,סלעים
267,,,,wood,עץ
268,,,,cardboard,קַרטוֹן
269,,,,board,גלשן
270,,,,plank,קֶרֶשׁ
271,,,,clay,חֶרֶס
272,,,,mud,בּוֹץ
274,L04_46,meronyms - substance,water,,מים
275,,,,oxygen,חַמצָן
276,,,,hydrogen,מֵימָן
277,,,,water,מים
278,,,,h2o,H2O
279,,,,atomic_number_1,מספר_אטומי_8
280,,,,atomic_number_8,מספר_אטומי_1
281,,,,h,DUPLICATE_מימן
282,,,,o,DUPLICATE_חמצן
284,L04_47,meronyms - substance,wig,,פֵּאָה
285,,,,hair,שיער
287,L04_48,meronyms - substance,wine,,יַיִן
288,,,,grapes,ענבים
289,,,,grape,עַנָב
291,L04_49,meronyms - substance,wire,,חוּט
292,,,,metal,מַתֶכֶת
294,L04_50,meronyms - substance,yogurt,,יוגורט
295,,,,milk,חלב
