,ID,Relation,Source,Target,HE
184,L08_31,synonyms - exact,mother,,אִמָא
185,,,,mom,DUPLICATE_אמא
186,,,,mommy,DUPLICATE_אמא
187,,,,mum,DUPLICATE_אמא
189,L08_32,synonyms - exact,murder,,רֶצַח
190,,,,slaying,הֶרֶג
191,,,,slay,לִקְטוֹל
192,,,,execution,הוצאה_להורג
194,L08_33,synonyms - exact,new,,חָדָשׁ
195,,,,modern,מוֹדֶרנִי
196,,,,recent,לאחרונה
198,L08_34,synonyms - exact,obsolete,,מְיוּשָׁן
199,,,,outdated,DUPLICATE_מיושן
200,,,,out-of-date,פג_תוקף
201,,,,superannuated,הפך_למיושן
203,L08_35,synonyms - exact,organized,,מְאוּרגָן
204,,,,arranged,מְסוּדָר
205,,,,configured,מוגדר
206,,,,corporate,תאגידי
207,,,,incorporated,משולב
208,,,,re-formed,נוצר_מחדש
209,,,,reorganized,ארגון_מחדש
210,,,,reorganised,DUPLICATE_ארגון_מחדש
212,L08_36,synonyms - exact,package,,חֲבִילָה
213,,,,parcel,DUPLICATE_חבילה
214,,,,pack,DUPLICATE_חבילה
215,,,,packet,DUPLICATE_חבילה
216,,,,bundle,DUPLICATE_חבילה
218,L08_37,synonyms - exact,phone,,טלפון
219,,,,telephone,DUPLICATE_טלפון
220,,,,cell,תָא
221,,,,cellphone,טלפון_נייד
222,,,,smartphone,סמארטפון
224,L08_38,synonyms - exact,portion,,חֵלֶק
225,,,,part,DUPLICATE_חלק
226,,,,component_part,חלק_מרכיב
227,,,,component,רְכִיב
228,,,,constituent,מַרכִּיב
230,L08_39,synonyms - exact,railway,,מסילת_רכבת
231,,,,railroad,רכבת
233,L08_40,synonyms - exact,rational,,רַצִיוֹנָלִי
234,,,,logical,הגיוני
235,,,,coherent,קוהרנטי
236,,,,reasonable,סביר
237,,,,sane,שפוי_בדעתו
239,L08_41,synonyms - exact,reasonable,,סביר
240,,,,sensible,הגיוני
242,L08_42,synonyms - exact,rock,,סלע
243,,,,stone,אֶבֶן
245,L08_43,synonyms - exact,shore,,חוף
246,,,,coast,DUPLICATE_חוף
247,,,,strand,DUPLICATE_חוף
248,,,,bank,גדה
249,,,,beach,DUPLICATE_חוף
251,L08_44,synonyms - exact,snake,,נָחָשׁ
252,,,,serpent,DUPLICATE_נחש
253,,,,ophidian,אופידיאן
255,L08_45,synonyms - exact,sofa,,סַפָּה
256,,,,couch,DUPLICATE_ספה
257,,,,lounge,טְרַקלִין
259,L08_46,synonyms - exact,spouse,,בן_זוג
260,,,,partner,שותף
261,,,,mate,DUPLICATE_בן_זוג
262,,,,better_half,חצי_טוב_יותר
264,L08_47,synonyms - exact,style,,סִגְנוֹן
265,,,,manner,DUPLICATE_סגנון
266,,,,mode,DUPLICATE_אופנה
267,,,,fashion,אופנה
268,,,,way,דֶרֶך
270,L08_48,synonyms - exact,sweets,,דִברֵי_מְתִיקָה
271,,,,confectionery,מַמתָקִים
272,,,,dessert,קינוח
273,,,,confection,מִרקַחַת
275,L08_49,synonyms - exact,villain,,נָבָל
276,,,,scoundrel,DUPLICATE_נבל
277,,,,rascal,בן_בליעל
279,L08_50,synonyms - exact,vocabulary,,אוצר_מילים
280,,,,lexicon,לֵקסִיקוֹן
281,,,,wordbook,ספר_מילים
282,,,,dictionary,מילון
283,,,,glossary,מילון_מונחים
