,ID,Relation,Source,Target,EL
92,,,,runty,μπασμένος
93,,,,shrimpy,μικροκαμωμένος
94,,,,slender,DUPLICATE_λεπτός
95,,,,slim,λιγνός
96,,,,smaller,μικρότερος
97,,,,littler,DUPLICATE_μικρότερος
98,,,,smallish,πολύ_μικρός
99,,,,small-scale,μικρής_κλίμακας
100,,,,undersize,μικρότερου_μεγέθους
101,,,,undersized,υπομεγέθης
103,L09_6,antonyms - gradable,bright,,λαμπρός
104,,,,pale,χλωμός
105,,,,colorless,άχρωμος
106,,,,colourless,DUPLICATE_άχρωμος
107,,,,dull,θαμπός
108,,,,neutral,ουδέτερος
109,,,,white,λευκός
110,,,,bleached,ξασπρισμένος
111,,,,faded,ξεθωριασμένος
112,,,,washed-out,ξεπλυμένος
113,,,,washy,άτονος
114,,,,drab,μουντός
115,,,,somber,σκοτεινιασμένος
116,,,,sombre,σκοτεινός
117,,,,dulled,βαρετός
118,,,,greyed,γκριζαρισμένος
119,,,,etiolate,που_έχει_υποστεί_ωχρίαση
120,,,,etiolated,μαραζωμένος
121,,,,lurid,ζωηρός
122,,,,waxen,κέρινος
123,,,,waxlike,κηρώδης
124,,,,waxy,κερένιος
125,,,,whitened,DUPLICATE_ξασπρισμένος
127,L09_7,antonyms - gradable,cheap,,φτηνός
128,,,,expensive,ακριβός
129,,,,big-ticket,με_υψηλό_κόστος
130,,,,high-ticket,υψηλού_κόστους
131,,,,costly,δαπανηρός
132,,,,dear,DUPLICATE_ακριβός
133,,,,high-priced,με_υψηλή_τιμή
134,,,,pricey,DUPLICATE_ακριβός
135,,,,pricy,DUPLICATE_ακριβός
136,,,,dearly-won,ακριβοκερδισμένος
137,,,,overpriced,υπερτιμημένος
138,,,,valuable,πολύτιμος
139,,,,,τσουχτερός
140,L09_8,antonyms - gradable,clean,,καθαρός
141,,,,dirty,βρόμικος
142,,,,soiled,λερωμένος
143,,,,unclean,ακάθαρτος
144,,,,augean,δυσάρεστος
145,,,,bedraggled,κουρελιασμένος
146,,,,draggled,στραπατσαρισμένος
147,,,,befouled,DUPLICATE_βρόμικος
148,,,,fouled,DUPLICATE_λερωμένος
149,,,,begrimed,ρυπαρός
150,,,,dingy,DUPLICATE_βρόμικος
151,,,,grimy,βρομερός
152,,,,grubby,μπιχλιάρικος
153,,,,grungy,DUPLICATE_βρόμικος
154,,,,raunchy,πρόστυχος
155,,,,black,μαύρος
156,,,,smutty,μουντζουρωμένος
157,,,,buggy,ελαττωματικός
158,,,,cobwebby,αραχνιασμένος
159,,,,dirty-faced,με_βρόμικο_πρόσωπο
160,,,,feculent,DUPLICATE_ακάθαρτος
161,,,,filthy,DUPLICATE_βρόμικος
162,,,,foul,DUPLICATE_βρόμικος
163,,,,nasty,κακός
164,,,,flyblown,μολυσμένος
165,,,,squalid,άθλιος
166,,,,sordid,DUPLICATE_άθλιος
167,,,,greasy,λιπαρός
168,,,,oily,λαδωμένος
169,,,,lousy,χάλια
170,,,,maculate,κηλιδωμένος
171,,,,mucky,DUPLICATE_βρόμικος
172,,,,muddy,λασπωμένος
173,,,,ratty,εξαθλιωμένος
174,,,,scummy,γλιτσιασμένος
175,,,,smudgy,πασαλειμμένος
176,,,,snotty,που_τρέχει_η_μύτη_του
177,,,,snot-nosed,DUPLICATE_που_τρέχει_η_μύτη_του
178,,,,sooty,καπνισμένος
179,,,,travel-soiled,λεκιασμένος_από_ταξίδι
180,,,,travel-stained,λερωμένος_από_ταξίδι
181,,,,uncleanly,DUPLICATE_ακάθαρτος
182,,,,unswept,ασκούπιστος
183,,,,unwashed,άπλυτος
185,L09_9,antonyms - gradable,clear,,καθαρός
186,,,,vague,ασαφής
187,,,,obscure,αόριστος
188,,,,unclear,μη_ξεκάθαρος
189,,,,undefined,απροσδιόριστος
190,,,,indefinable,ακαθόριστος
191,,,,undefinable,DUPLICATE_απροσδιόριστος
193,L09_10,antonyms - gradable,close,,κοντινός
194,,,,distant,μακρινός
195,,,,remote,απομακρυσμένος
196,,,,removed,που_έχει_αφαιρεθεί
197,,,,far,DUPLICATE_μακρινός
198,,,,faraway,DUPLICATE_μακρινός
200,L09_11,antonyms - gradable,colorful,,χρωματιστός
201,,,,colorless,άχρωμος
202,,,,colourless,DUPLICATE_άχρωμος
203,,,,dull,θαμπός
204,,,,neutral,ουδέτερος
205,,,,pale,χλωμός
206,,,,white,λευκός
207,,,,bleached,λευκασμένος
208,,,,faded,ξεθωριασμένος
209,,,,washed-out,ξεπλυμένος
210,,,,washy,άτονος
211,,,,drab,μουντός
212,,,,somber,σκοτεινιασμένος
213,,,,sombre,σκοτεινός
214,,,,dulled,βαρετός
215,,,,greyed,γκριζαρισμένος
216,,,,etiolate,που_έχει_υποστεί_ωχρίαση
217,,,,etiolated,μαραζωμένος
218,,,,lurid,ζωηρός
219,,,,waxen,κέρινος
220,,,,waxlike,κηρώδης
221,,,,waxy,κερένιος
222,,,,whitened,ξασπρισμένος
224,L09_12,antonyms - gradable,common,,κοινός
225,,,,rare,σπάνιος
226,,,,infrequent,μη_συχνός
227,,,,scarce,σπανίζων
228,,,,uncommon,ασυνήθιστος
229,,,,extraordinary,μη_συνηθισμένος
231,L09_13,antonyms - gradable,competent,,ικανός
232,,,,incompetent,ανίκανος
233,,,,unskilled,ανειδίκευτος
234,,,,unqualified,χωρίς_τα_απαιτούμενα_προσόντα
235,,,,inefficient,αναποτελεσματικός
237,L09_14,antonyms - gradable,concerned,,ανήσυχος
238,,,,unconcerned,αδιάφορος
239,,,,blase,μπλαζέ
240,,,,blithe,χαλαρός
241,,,,casual,άνετος
242,,,,insouciant,που_δεν_ανησυχεί
243,,,,nonchalant,απαθής
244,,,,degage,που_δε_νοιάζεται
245,,,,detached,αποστασιοποιημένος
246,,,,uninvolved,αμέτοχος
247,,,,indifferent,DUPLICATE_αδιάφορος
248,,,,careless,απρόσεκτος
249,,,,untroubled,DUPLICATE_αδιάφορος
251,L09_15,antonyms - gradable,cooked,,μαγειρεμένος
252,,,,raw,ωμός
253,,,,half-baked,μισοψημένος
254,,,,fresh,φρέσκος
255,,,,natural,φυσικός
256,,,,underdone,που_δεν_έχει_μαγειρευτεί_αρκετά
257,,,,rare,σενιάν
258,,,,uncooked,άψητος
259,,,,untoasted,αφρυγάνιστος
261,L09_16,antonyms - gradable,dangerous,,επικίνδυνος
262,,,,safe,ασφαλής
263,,,,fail-safe,αξιόπιστος
264,,,,risk-free,χωρίς_κίνδυνο
265,,,,riskless,ακίνδυνος
266,,,,unhazardous,DUPLICATE_ακίνδυνος
267,,,,safe-and-sound,ασφαλής_και_υγιής
268,,,,unhurt,άθικτος
269,,,,harmless,αβλαβής
270,,,,invulnerable,άτρωτος
271,,,,secure,DUPLICATE_ασφαλής
272,,,,uninjured,αλώβητος
274,L09_17,antonyms - gradable,decisive,,αποφασιστικός
275,,,,hesitating,διστακτικός
276,,,,indecisive,αναποφάσιστος
277,,,,hesitant,DUPLICATE_διστακτικός
278,,,,inconclusive,ατελέσφορος
279,,,,irresolute,ακαταστάλαχτος
281,L09_18,antonyms - gradable,dry,,στεγνός
282,,,,wet,υγρός
283,,,,bedewed,που_έχει_σταγόνες_νερό
284,,,,dewy,παχνισμένος
285,,,,besprent,ραντισμένος
286,,,,boggy,βαλτώδης
287,,,,marshy,ελώδης
288,,,,miry,λασπώδης
289,,,,mucky,βρόμικος
290,,,,muddy,λασπωμένος
291,,,,quaggy,DUPLICATE_βαλτώδης
292,,,,sloppy,DUPLICATE_λασπωμένος
293,,,,sloughy,DUPLICATE_βαλτώδης
294,,,,soggy,μουλιασμένος
295,,,,squashy,μαλακός
296,,,,swampy,γεμάτος_λάσπες
297,,,,waterlogged,πλημμυρισμένος
298,,,,clammy,ιδρωμένος
299,,,,dank,κρύος_και_υγρός
300,,,,damp,νοτισμένος
301,,,,dampish,υγρούτσικος
302,,,,moist,νωπός
303,,,,sodden,μουσκεμένος
304,,,,soppy,κάθυγρος
305,,,,drippy,που_στάζει
306,,,,drizzly,βροχερός
307,,,,humid,με_υγρασία
308,,,,misty,ομιχλώδης
309,,,,muggy,πνιγηρός
310,,,,steamy,αχνιστός
311,,,,sticky,κολλώδης
312,,,,reeking,που_βρωμάει
313,,,,watery,υδάτινος
314,,,,rheumy,βλεννώδης
315,,,,showery,DUPLICATE_βροχερός
316,,,,rainy,DUPLICATE_βροχερός
317,,,,steaming,που_αχνίζει
318,,,,tacky,DUPLICATE_κολλώδης
319,,,,undried,που_δεν_έχει_στεγνώσει
320,,,,washed,πλυμένος
322,L09_19,antonyms - gradable,energetic,,δραστήριος
323,,,,lethargic,ληθαργικός
324,,,,unergetic,χωρίς_ενέργεια
325,,,,dazed,θολωμένος
326,,,,foggy,θολός
327,,,,groggy,ζαβλακωμένος
328,,,,logy,νωθρός
329,,,,stuporous,που_ζαβλακώνει
330,,,,dreamy,ονειρικός
331,,,,lackadaisical,αμέριμνος
332,,,,languid,DUPLICATE_νωθρός
333,,,,languorous,οκνηρός
334,,,,listless,άτονος
335,,,,inactive,αδρανής
336,,,,,"αποχαυνωμένος,απαθής,οκνός"
337,L09_20,antonyms - gradable,familiar,,οικείος
338,,,,unfamiliar,ανοίοκειος
339,,,,strange,ξένος
340,,,,unknown,άγνωστος
341,,,,unacquainted,μη_γνωστός
342,,,,foreign,DUPLICATE_ξένος
344,L09_21,antonyms - gradable,fat,,χοντρός
345,,,,thin,λεπτός
346,,,,lean,άπαχος
347,,,,anorexic,ανορεξικός
348,,,,anorectic,ανορεκτικός
349,,,,bony,κοκκαλιάρης
350,,,,cadaverous,χλεμπονιάρης
351,,,,emaciated,αδυνατισμένος
352,,,,gaunt,ισχνός
353,,,,haggard,λιπόσαρκος
354,,,,pinched,τσιμπημένος
355,,,,skeletal,αποστεωμένος
356,,,,wasted,καχεκτικός
357,,,,deep-eyed,με_βαθιά_μάτια
358,,,,hollow-eyed,με_βαθουλωτά_μάτια
359,,,,sunken-eyed,με_σκαμμένα_μάτια
360,,,,gangling,ψιλόλιγνος
361,,,,gangly,DUPLICATE_ψιλόλιγνος
362,,,,lanky,ξερακιανός
363,,,,lank,DUPLICATE_ξερακιανός
364,,,,spindly,μακρύς_και_λεπτός
365,,,,rawboned,σκελετωμένος
366,,,,reedy,DUPLICATE_ψιλόλιγνος
367,,,,reedlike,DUPLICATE_ψιλόλιγνος
368,,,,twiggy,πετσί_και_κόκκαλο
369,,,,twiglike,που_μοιάζει_κοκκαλιάρης
370,,,,scarecrowish,που_μοιάζει_με_σκιάχτρο
371,,,,scraggy,DUPLICATE_κοκκαλιάρης
372,,,,boney,κοκκαλιάρικος
373,,,,scrawny,DUPLICATE_λιπόσαρκος
374,,,,skinny,DUPLICATE_κοκαλιάρης
375,,,,underweight,ελλιποβαρής
376,,,,weedy,αδύναμος
377,,,,shriveled,ζαρωμένος
378,,,,shrivelled,DUPLICATE_ζαρωμένος
379,,,,shrunken,DUPLICATE_ζαρωμένος
380,,,,withered,μαραμένος
381,,,,wizen,ρυτιδιασμένος
382,,,,wizened,DUPLICATE_ρυτιδιασμένος
383,,,,slender,DUPLICATE_λεπτός
384,,,,slight,ελαφρύς
385,,,,slim,αδύνατος
386,,,,svelte,καλίγραμμος
387,,,,slender-waisted,με_λεπτή_μέση
388,,,,slim-waisted,DUPLICATE_με_λεπτή_μέση
389,,,,wasp-waisted,με_σφηκοειδή_μέση
390,,,,spare,DUPLICATE_ισχνός
391,,,,trim,DUPLICATE_λεπτός
392,,,,spindle-legged,καλαμοπόδαρος
393,,,,spindle-shanked,DUPLICATE_καλαμοπόδαρος
394,,,,stringy,στεγνός
395,,,,wiry,DUPLICATE_στεγνός
396,,,,wisplike,DUPLICATE_λιπόσαρκος
397,,,,wispy,DUPLICATE_αδύναμος
399,L09_22,antonyms - gradable,full,,γεμάτος
400,,,,empty,άδειος
401,,,,bare,γυμνός
402,,,,stripped,γυμνωμένος
403,,,,blank,αδειανός
404,,,,clean,καθαρός
405,,,,white,λευκός
406,,,,empty-handed,με_άδεια_χέρια
407,,,,glassy,διαφανής
408,,,,glazed,θολός
409,,,,lifeless,άψυχος
410,,,,looted,λεηλατημένος
411,,,,pillaged,λεηλατηθείς
412,,,,plundered,κλεμμένος
413,,,,ransacked,DUPLICATE_λεηλατημένος
414,,,,vacant,κενός
415,,,,vacuous,DUPLICATE_κενός
416,,,,void,DUPLICATE_κενός
418,L09_23,antonyms - gradable,gaseous,,αέριος
419,,,,solid,στερεός
420,,,,hard,σκληρός
421,,,,coagulated,πηγμένος
422,,,,solidified,στερεοποιημένος
423,,,,concrete,συγκεκριμένος
424,,,,congealed,DUPLICATE_πηγμένος
425,,,,jelled,DUPLICATE_πηγμένος
426,,,,jellied,DUPLICATE_πηγμένος
427,,,,dry,στεγνός
428,,,,semisolid,ημιστερεός
429,,,,solid-state,σε_στερεά_κατάσταση
431,L09_24,antonyms - gradable,generous,,γενναιόδωρος
432,,,,stingy,τσιγκούνης
433,,,,beggarly,άπορος
434,,,,mean,μίζερος
435,,,,cheap,φτηνός
436,,,,chinchy,σπαγκοραμμένος
437,,,,chintzy,DUPLICATE_σπαγκοραμμένος
438,,,,cheeseparing,τσιφούτης
439,,,,close,κοντινός
440,,,,near,πλησίον
441,,,,penny-pinching,φραγκοφονιάς
442,,,,skinny,λεπτός
443,,,,closefisted,σφιχτοχέρης
444,,,,hardfisted,DUPLICATE_σφιχτοχέρης
445,,,,tightfisted,DUPLICATE_σφιχτοχέρης
446,,,,grudging,DUPLICATE_μίζερος
447,,,,niggardly,DUPLICATE_τσιγκούνης
448,,,,scrimy,DUPLICATE_φιλάργυρος
449,,,,mingy,DUPLICATE_μίζερος
450,,,,miserly,DUPLICATE_φιλάργυρος
451,,,,tight,σφιχτός
452,,,,parsimonious,φειδωλός
453,,,,penurious,πενιχρός
454,,,,selfish,εγωιστής
455,,,,uncharitable,άσπλαχνος
456,,,,ungenerous,μη_γεναιόδωρος
457,,,,meanspirited,κακοπροαίρετος
459,L09_25,antonyms - gradable,happy,,ευτυχισμένος
460,,,,sad,λυπημένος
461,,,,bittersweet,γλυκόπικρος
462,,,,doleful,θλιβερός
463,,,,mournful,πένθιμος
464,,,,heavyhearted,με_βαριά_καρδιά
465,,,,melancholy,μελαγχολία
466,,,,melancholic,μελαγχολικός
467,,,,pensive,στοχαστικός
468,,,,wistful,DUPLICATE_μελαγχολικός
469,,,,tragic,τραγικός
470,,,,tragical,DUPLICATE_τραγικός
471,,,,tragicomic,τραγικωμικός
472,,,,tragicomical,DUPLICATE_τραγικωμικός
473,,,,deplorable,καταθλιπτικός
474,,,,distressing,ανησυχητικός
475,,,,lamentable,οικτρός
476,,,,pitiful,DUPLICATE_θλιβερός
477,,,,sorry,DUPLICATE_λυπημένος
478,,,,,στενοχωρημένος
479,L09_26,antonyms - gradable,hard,,σκληρός
480,,,,soft,μαλακός
481,,,,mellow,απαλός
482,,,,brushed,ξυσμένος
483,,,,fleecy,χνουδωτός
484,,,,napped,DUPLICATE_μαλακός
485,,,,cheeselike,τυρένιος
486,,,,compressible,συμπιέσιμος
487,,,,squeezable,που_μπορεί_να_πιεστεί
488,,,,cottony,βαμβακερός
489,,,,cushioned,DUPLICATE_μαλακός
490,,,,cushiony,DUPLICATE_μαλακός
491,,,,padded,παραγεμισμένος
492,,,,demulcent,μαλακτικός
493,,,,emollient,DUPLICATE_μαλακτικός
494,,,,salving,ηρεμιστικός
495,,,,softening,DUPLICATE_μαλακτικός
496,,,,downy,DUPLICATE_χνουδωτός
497,,,,downlike,πουπουλένιος
498,,,,flossy,μεταξένιος
499,,,,fluffy,αφράτος
500,,,,flaccid,χαλαρός
501,,,,flocculent,DUPLICATE_χνουδωτός
502,,,,woolly,μαλλιαρός
503,,,,wooly,DUPLICATE_μαλλιαρός
504,,,,yielding,ελαστικός
505,,,,mushy,πολτώδης
506,,,,overstuffed,DUPLICATE_παραγεμισμένος
507,,,,softish,μαλακούτσικος
508,,,,semisoft,ημι-μαλακός
509,,,,spongy,σπογγώδης
510,,,,squashy,χυμώδης
511,,,,squishy,DUPLICATE_χυμώδης
512,,,,spongelike,σαν_σφουγγάρι
513,,,,velvet,βελουδένιος
514,,,,velvety,βελούδινος
516,L09_27,antonyms - gradable,hot,,ζεστός
517,,,,cold,κρύος
518,,,,chilly,ψυχρός
519,,,,frosty,παγωμένος
520,,,,cool,δροσερός
521,,,,frigid,παγερός
523,L09_28,antonyms - gradable,interesting,,ενδιαφέρων
524,,,,uninteresting,αδιάφορος
525,,,,dull,βαρετός
526,,,,boring,πληκτικός
527,,,,deadening,θανατερός
528,,,,ho-hum,NO_TRANSLATION
529,,,,irksome,ενοχλητικός
530,,,,slow,αργός
531,,,,tedious,κουραστικός
532,,,,tiresome,DUPLICATE_βαρετός
533,,,,wearisome,DUPLICATE_κουραστικός
534,,,,insipid,ανούσιος
535,,,,jejune,αφελής
536,,,,narcotic,ναρκωτικός
537,,,,soporiferous,υπνωτικός
538,,,,soporific,DUPLICATE_υπνωτικός
539,,,,prosaic,πεζός
540,,,,prosy,DUPLICATE_πεζός
541,,,,earthbound,γήινος
542,,,,ponderous,βαρύγδουπος
543,,,,putdownable,που_ρίχνει
544,,,,unexciting,μη_ενθουσιώδης
545,,,,unstimulating,μη_συναρπαστικός
546,,,,,"μονότονος,κοινότοπος"
547,L09_29,antonyms - gradable,introvert,,εσωστρεφής
548,,,,extravert,εξωστρεφής
549,,,,extrovert,DUPLICATE_εξωστρεφής
550,,,,outgoing,που_εξωτερικεύεται
551,,,,extroverted,DUPLICATE_εξωστρεφής
552,,,,forthcoming,προσεχής
553,,,,sociable,κοινωνικός
555,L09_30,antonyms - gradable,large,,μεγάλος
556,,,,small,μικρός
557,,,,little,DUPLICATE_μικρός
558,,,,atomic,ατομικός
559,,,,subatomic,υποατομικός
560,,,,bantam,NO_TRANSLATION
561,,,,diminutive,μικροσκοπικός
562,,,,lilliputian,λιλιπούτειος
563,,,,midget,νάνος
564,,,,petite,πετίτ
565,,,,tiny,DUPLICATE_μικροσκοπικός
566,,,,flyspeck,ασήμαντος
567,,,,bitty,μικρούλης
568,,,,bittie,DUPLICATE_μικροσκοπικός
569,,,,teensy,DUPLICATE_μικρούλης
570,,,,teentsy,DUPLICATE_μικρούλης
571,,,,teeny,DUPLICATE_μικρούλης
572,,,,wee,κούτσικος
573,,,,weeny,DUPLICATE_κούτσικος
574,,,,weensy,DUPLICATE_κούτσικος
575,,,,teensy-weensy,DUPLICATE_κούτσικος
576,,,,teeny-weeny,DUPLICATE_κούτσικος
577,,,,itty-bitty,DUPLICATE_κούτσικος
578,,,,itsy-bitsy,DUPLICATE_κούτσικος
579,,,,dinky,τοσοδούλικος
580,,,,dwarfish,DUPLICATE_νάνος
581,,,,elfin,μικροσκοπικός_και_χαριτωμένος
582,,,,elflike,ξωτικός
583,,,,gnomish,DUPLICATE_μικρός
584,,,,half-size,μισού_μεγέθους
585,,,,infinitesimal,απειροελάχιστος
586,,,,minute,λεπτός
587,,,,lesser,λιγότερος_από
588,,,,microscopic,DUPLICATE_μικροσκοπικός
589,,,,microscopical,DUPLICATE_μικροσκοπικός
590,,,,micro,μικρο
591,,,,miniature,μινιατούρα
592,,,,minuscule,DUPLICATE_μικροσκοπικός
593,,,,miniscule,DUPLICATE_μικροσκοπικός
594,,,,olive-sized,σε_μέγεθος_ελιάς
595,,,,pocket-size,σε_μέγεθος_τσέπης
596,,,,pocket-sized,μεγέθους_τσέπης
597,,,,pocketable,που_χωράει_στην_τσέπη
598,,,,puny,πενιχρός
599,,,,runty,μπασμένος
600,,,,shrimpy,μικροκαμωμένος
601,,,,slender,DUPLICATE_λεπτός
602,,,,slim,λιγνός
603,,,,smaller,μικρότερος
604,,,,littler,DUPLICATE_μικρότερος
605,,,,smallish,πολύ_μικρός
606,,,,small-scale,μικρής_κλίμακας
607,,,,undersize,μικρότερου_μεγέθους
608,,,,undersized,υπομεγέθης
610,L09_31,antonyms - gradable,long,,μακρύς
611,,,,short,κοντός
612,,,,abbreviated,συντετμημένος
613,,,,shortened,συντομευμένος
614,,,,truncated,κουτσουρεμένος
615,,,,brief,σύντομος
616,,,,clipped,ψαλιδισμένος
617,,,,fleeting,φευγαλέος
618,,,,fugitive,παροδικός
619,,,,momentaneous,στιγμιαίος
620,,,,momentary,DUPLICATE_στιγμιαίος
621,,,,short_and_sweet,μικρός_και_γλυκός
622,,,,short-dated,βραχυπρόθεσμος
623,,,,short-range,μικρού_βεληνεκούς
624,,,,short-run,DUPLICATE_βραχυπρόθεσμος
625,,,,short-term,μικρής_διάρκειας
626,,,,close,κοντινός
627,,,,curtal,DUPLICATE_συντομευμένος
628,,,,sawed-off,πριονισμένος
629,,,,sawn-off,DUPLICATE_πριονισμένος
630,,,,shortish,συντομούτσικος
631,,,,short-snouted,DUPLICATE_μικρής_διάρκειας
632,,,,snub,κοντοκομμένος
633,,,,stubby,DUPLICATE_κοντοκομμένος
634,,,,telescoped,συμπτυγμένος
635,,,,truncate,DUPLICATE_κουτσουρεμένος
636,,,,chunky,κομματιασμένος
637,,,,dumpy,κοντόχοντρος
638,,,,low-set,χαμηλός
639,,,,squat,DUPLICATE_κοντόχοντρος
640,,,,squatty,DUPLICATE_κοντόχοντρος
641,,,,stumpy,DUPLICATE_κοντόχοντρος
642,,,,compact,συμπαγής
643,,,,heavyset,βαρύς
644,,,,stocky,στιβαρός
645,,,,thick,πυκνός
646,,,,thickset,DUPLICATE_πυκνός
647,,,,half-length,μεσαίου_μήκους
648,,,,pint-size,μεγέθους_πίντας
649,,,,pint-sized,DUPLICATE_μεγέθους_πίντας
650,,,,runty,μικρόσωμος
651,,,,short-stalked,με_μικρό_μίσχο
652,,,,squab,κοντοπίθαρος
653,,,,squabby,DUPLICATE_κοντοπίθαρος
655,L09_32,antonyms - gradable,lumpy,,σβωλιασμένος
656,,,,flat,επίπεδος
657,,,,level,ίσιος
658,,,,plane,DUPLICATE_επίπεδος
659,,,,even,ομαλός
661,L09_33,antonyms - gradable,noisy,,θορυβώδης
662,,,,silent,σιωπηλός
663,,,,uncommunicative,ολιγόλογος
664,,,,dumb,βουβός
665,,,,mute,μουγκός
666,,,,inarticulate,άναρθρος
667,,,,unarticulate,άφωνος
669,L09_34,antonyms - gradable,normal,,κανονικός
670,,,,abnormal,ανώμαλος
671,,,,aberrant,παρεκκλίνων
672,,,,deviant,αφύσικος
673,,,,deviate,αποκκλίνων
674,,,,anomalous,DUPLICATE_ανώμαλος
675,,,,antidromic,αντιδρομικός
676,,,,atypical,άτυπος
677,,,,irregular,ακανόνιστος
678,,,,brachydactylic,βραχυδακτυλικός
679,,,,brachydactylous,DUPLICATE_βραχυδακτυλικός
680,,,,defective,ελαττωματικός
681,,,,freakish,τερατώδης
682,,,,kinky,διεστραμμένος
683,,,,perverted,DUPLICATE_διεστραμμένος
684,,,,subnormal,κάτω_του_φυσιολογικού
685,,,,supernormal,πάνω_από_το_φυσιολογικό
686,,,,vicarious,αναπληρωματικός
687,,,,unusual,ασυνήθιστος
688,,,,exceptional,εξαιρετικός
689,,,,insane,παράλογος
690,,,,unnatural,μη_φυσιολογικός
691,,,,,"ατακτοποίητος,μη_φυσικός,αλλόκοτος"
692,L09_35,antonyms - gradable,organized,,οργανωμένος
693,,,,unorganized,ανοργάνωτος
694,,,,unstructured,αδόμητος
695,,,,uncoordinated,ασυντόνιστος
696,,,,unformed,αδιαμόρφωτος
697,,,,unincorporated,μη_ενσωματωμένος
699,L09_36,antonyms - gradable,pale,,χλωμός
700,,,,tanned,μαυρισμένος
701,,,,bronzed,DUPLICATE_μαυρισμένος
702,,,,suntanned,ηλιοκαμένος
703,,,,brunet,μελαχρινός
704,,,,brunette,μελαχρινή
706,L09_37,antonyms - gradable,rich,,πλούσιος
707,,,,poor,φτωχός
708,,,,broke,άπορος
709,,,,bust,χρεοκοπημένος
710,,,,skint,αδέκαρος
711,,,,stone-broke,ταπί
712,,,,stony-broke,DUPLICATE_ταπί
713,,,,destitute,άφραγκος
714,,,,impoverished,εξαθλιωμένος
715,,,,indigent,DUPLICATE_άπορος
