,ID,Relation,Source,Target,EL
128,,,,atomic_number_1,ατομικός_αριθμός_1
129,,,,o,o
130,,,,water_ice,παγωμένο_νερό
132,L04_23,meronyms - substance,glass,,γυαλί
133,,,,silicone,πυρίτιο
135,L04_24,meronyms - substance,house,,σπίτι
136,,,,bricks,τούβλο
137,,,,cement,τσιμέντο
138,,,,wood,ξύλο
139,,,,clay,πηλός
141,L04_25,meronyms - substance,ice,,παγός
142,,,,water,νερό
143,,,,oxygen,οξυγόνο
144,,,,hydrogen,υδρογόνο
145,,,,h2o,h2o
146,,,,atomic_number_1,ατομικός_αριθμός_1
147,,,,atomic_number_8,ατομικός_αριθμός_8
148,,,,h,h
149,,,,o,o
151,L04_26,meronyms - substance,icicle,,παγάκι
152,,,,ice,πάγος
153,,,,water,νερό
155,L04_27,meronyms - substance,jam,,μαρμελάδα
156,,,,fruit,φρούτο
157,,,,sugar,ζάχαρη
158,,,,berries,μούρο
160,L04_28,meronyms - substance,jeans,,τζιν
161,,,,fabric,ύφασμα
162,,,,denim,ντένιμ
164,L04_29,meronyms - substance,lawn,,γκαζόν
165,,,,grass,γρασίδι
166,,,,,χορτάρι
167,L04_30,meronyms - substance,lens,,φακός
168,,,,glass,γυαλί
169,,,,plastic,πλαστικό
171,L04_31,meronyms - substance,mirror,,καθρέφτης
172,,,,glass,γυαλί
173,,,,bronze,μπρούντζος
175,L04_32,meronyms - substance,money,,χρήμα
176,,,,paper,χαρτί
177,,,,metal,μέταλο
178,,,,silver,ασήμι
179,,,,gold,χρυσός
180,,,,iron,σίδηρος
181,,,,copper,χαλκός
182,,,,tin,κασσίτερος
184,L04_33,meronyms - substance,ocean,,ωκεανός
185,,,,water,νερό
187,L04_34,meronyms - substance,omelette,,ομελέτα
188,,,,eggs,αυγά
189,,,,egg,αυγό
190,,,,milk,γάλα
191,,,,cheese,τυρί
193,L04_35,meronyms - substance,pastry,,ζύμη
194,,,,flour,αλεύρι
195,,,,egg,αυγό
196,,,,butter,βούτυρο
197,,,,filling,γέμιση
199,L04_36,meronyms - substance,penny,,πένα
200,,,,metal,μέταλο
201,,,,alloy,κράμα
202,,,,bronze,μπρούντζος
203,,,,nickel,νικέλιο
204,,,,zinc,ψευδάργυρος
205,,,,copper,χαλκός
206,,,,tin,κασσίτερος
207,,,,,τσίγκος
208,L04_37,meronyms - substance,pill,,χάπι
209,,,,medicine,φάρμακο
210,,,,drug,DUPLICATE_φάρμακο
212,L04_38,meronyms - substance,plastic,,πλαστικό
213,,,,polymer,πολυμερές
214,,,,oil,πετρέλαιο
215,,,,gas,βενζίνη
216,,,,coal,άνθρακας
217,,,,,κάρβουνο
218,L04_39,meronyms - substance,roof,,οροφή
219,,,,shingles,πλάκα
220,,,,tiles,κεραμίδι
221,,,,wood,ξύλο
222,,,,metal,μέταλο
223,,,,,σανίδι
224,L04_40,meronyms - substance,sea,,θάλασσα
225,,,,water,νερό
227,L04_41,meronyms - substance,snow,,χιόνι
228,,,,water,νερό
229,,,,oxygen,οξυγόνο
230,,,,hydrogen,υδρογόνο
231,,,,flake,νιφάδα
232,,,,ice,πάγος
233,,,,snowflake,νιφάδα_χιονιού
234,,,,snowflakes,νιφάδες_χιονιού
235,,,,h2o,h2o
236,,,,atomic_number_1,ατομικός_αριθμός_1
237,,,,atomic_number_8,ατομικός_αριθμός_8
238,,,,h,h
239,,,,o,o
241,L04_42,meronyms - substance,spoon,,κουτάλι
242,,,,aluminium,αλουμίνιο
243,,,,wood,ξύλο
244,,,,steel,ατσάλι
246,L04_43,meronyms - substance,steel,,ατσάλι
247,,,,iron,σίδηρος
248,,,,pearlite,περλίτης
249,,,,carbon,άνθρακος
250,,,,cementite,τσιμεντίτης
251,,,,ferrite,φερρίτης
252,,,,iron_carbide,καρβίδιο_σιδήρου
253,,,,fe,fe
254,,,,atomic_number_26,ατομικός_αριθμός_26
255,,,,alpha_iron,α-σίδηρος
256,,,,,α-Fe
257,L04_44,meronyms - substance,table,,τραπέζι
258,,,,wood,ξύλο
259,,,,metal,μέταλλο
260,,,,plastic,πλαστικό
262,L04_45,meronyms - substance,wall,,τοίχος
263,,,,cement,τσιμέντο
264,,,,bricks,τούβλο
265,,,,stones,πέτρα
266,,,,rocks,βράχος
267,,,,wood,ξύλο
268,,,,cardboard,χαρτόνι
269,,,,board,σανίδα
270,,,,plank,μαδέρι
271,,,,clay,πήλος
272,,,,mud,λάσπη
273,,,,,"τάβλα,σανίδι"
274,L04_46,meronyms - substance,water,,νερό
275,,,,oxygen,οξυγόνο
276,,,,hydrogen,υδρογόνο
277,,,,water,νερό
278,,,,h2o,h2o
279,,,,atomic_number_1,ατομικός_αριθμός_1
280,,,,atomic_number_8,ατομικός_αριθμός_8
281,,,,h,h
282,,,,o,o
284,L04_47,meronyms - substance,wig,,περούκα
285,,,,hair,τρίχα
287,L04_48,meronyms - substance,wine,,κρασί
288,,,,grapes,σταφύλια
289,,,,grape,σταφύλι
291,L04_49,meronyms - substance,wire,,σύρμα
292,,,,metal,μέταλλο
294,L04_50,meronyms - substance,yogurt,,γιαούρτι
295,,,,milk,γάλα
