,ID,Relation,Source,Target,EL
265,L06_13,meronyms - part,day,,ημέρα
266,,,,hour,ώρα
267,,,,forenoon,πρωία
268,,,,eventide,εσπέρα
269,,,,nanosecond,νανοδευτερόλεπτο
270,,,,noonday,μεσημβρία
271,,,,femtosecond,φεμτοδευτερόλεπτο
272,,,,hr,ω
273,,,,minutes,λεπτά
274,,,,microsecond,μικροδευτερόλεπτο
275,,,,msec,μsec
276,,,,time,χρόνος
277,,,,midnight,μεσάνυχτα
278,,,,sec,δευτ
279,,,,nighttime,νυχτερινή_ώρα
280,,,,min,λ
281,,,,morning,πρωί
282,,,,noon,μεσημέρι
283,,,,evening,βράδυ
284,,,,dark,σκοτάδι
285,,,,picosecond,πικοδευτερόλεπτο
286,,,,daytime,διάρκεια_της_ημέρας
287,,,,minute,λεπτό
288,,,,daylight,φως_της_ημέρας
289,,,,s,δ
290,,,,high,NO_TRANSLATION
291,,,,even,DUPLICATE_βράδυ
292,,,,quarter,τέταρτο
293,,,,morn,πρωινό
294,,,,noontide,DUPLICATE_μεσημέρι
295,,,,second,δευτερόλεπτο
296,,,,afternoon,απόγευμα
297,,,,twelve,δώδεκα
298,,,,millisecond,μιλιδευτερόλεπτο
299,,,,midday,DUPLICATE_μεσημέρι
300,,,,midafternoon,DUPLICATE_απόγευμα
301,,,,attosecond,ατοδευτερόλεπτο
302,,,,night,νύχτα
303,,,,morning_time,πρωινή_ώρα
304,,,,high_noon,καταμεσήμερο
305,,,,half-hour,μισάωρο
306,,,,twelve_noon,δώδεκα_το_μεσημέρι
307,,,,late-night_hour,βαθιά_νύχτα
308,,,,early-morning_hour,αξημέρωτα
309,,,,lights-out,ώρα_ύπνου
310,,,,60_minutes,60_λεπτά
311,,,,small_hours,μικρές_ώρες
312,,,,30_minutes,30λεπτο
313,,,,15_minutes,15λεπτο
314,,,,quarter-hour,τέταρτο_της_ώρας
316,L06_14,meronyms - part,deer,,ελάφι
317,,,,antler,κέρατο
318,,,,antlers,κέρατα
319,,,,withers,πλάτη
320,,,,flag,NO_TRANSLATION
321,,,,scut,ουρά
323,L06_15,meronyms - part,dollar,,δολάριο
324,,,,cent,σεντ
325,,,,,λεπτό
326,L06_16,meronyms - part,door,,πόρτα
327,,,,hinge,μεντεσές
328,,,,keyhole,κλειδαρότρυπα
329,,,,threshold,κατώφλι
330,,,,doorframe,πλαίσιο
331,,,,bolt,σύρτης
332,,,,deadbolt,άγκιστρο_ασφάλισης
333,,,,doorjamb,δοκός
334,,,,tumbler,κύλινδρος
335,,,,doorpost,DUPLICATE_δοκός
336,,,,doorstep,DUPLICATE_κατώφλι
337,,,,doorcase,DUPLICATE_πλαίσιο
338,,,,case,κάσα
339,,,,lock,κλειδαριά
340,,,,casing,κάσωμα
341,,,,doorsill,περβάζι
342,,,,,"μάνδαλο,γλωσσίδι"
343,L06_17,meronyms - part,dress,,φόρεμα
344,,,,sleeve,μανίκι
345,,,,slide,διαφάνεια
346,,,,plastron,πλαστρόν
347,,,,zip,φερμουάρ
348,,,,zipper,DUPLICATE_φερμουάρ
349,,,,fastener,αγκράφα
350,,,,hemline,τελείωμα
351,,,,bodice,μπούστο
352,,,,neckline,λαιμός
353,,,,waistline,μέση
354,,,,belt,ζώνη
355,,,,slide_fastener,DUPLICATE_φερμουάρ
356,,,,zip_fastener,DUPLICATE_φερμουάρ
357,,,,,ποδόγυρος
358,L06_18,meronyms - part,filename,,όνομα_αρχείου
359,,,,extension,επέκταση
360,,,,name,όνομα
362,L06_19,meronyms - part,flower,,λουλούδι
363,,,,petal,πέταλο
364,,,,leaf,φύλλο
365,,,,anther,ανθήρας
366,,,,style,στύλος
367,,,,perianth,περιάνθιο
368,,,,placenta,πλακούντας
369,,,,stamen,στήμονας
370,,,,pistil,ύπερος
371,,,,ovary,ωοθήκη
372,,,,corolla,στεφάνη
373,,,,carpel,καρπόφυλλο
374,,,,envelope,DUPLICATE_περιάνθιο
375,,,,sepal,σέπαλο
376,,,,calyx,κάλυκας
377,,,,stigma,στίγμα
378,,,,chlamys,DUPLICATE_περιάνθιο
379,,,,petals,πέταλα
380,,,,corona,κορόνα
381,,,,perigonium,DUPLICATE_περιάνθιο
382,,,,perigone,DUPLICATE_περιάνθιο
383,,,,flower_petal,πέταλο_λουλουδιού
384,,,,floral_leaf,φύλλο_λουλουδιού
385,,,,floral_envelope,DUPLICATE_περιάνθιο
386,,,,gynostegium,γυνοστέγιο
388,,,,,"πέταλλο_άνθους,φύλλο_άνθους"
389,L06_20,meronyms - part,gigabit,,γίγαμπιτ
390,,,,megabit,μέγκαμπιτ
391,,,,kbit,κίλομπιτ
392,,,,kb,kb
393,,,,kilobit,DUPLICATE_κίλομπιτ
394,,,,mb,mb
395,,,,mbit,DUPLICATE_μέγκαμπιτ
397,L06_21,meronyms - part,gramm,,γραμμάριο
398,,,,milligram,χιλιοστόγραμμο
399,,,,mg,χιλγρ
400,,,,grain,γράνο
401,,,,mcg,mcg
402,,,,carat,καράτι
403,,,,microgram,μικρογραμμάριο
404,,,,ng,ng
405,,,,dg,dc
406,,,,decigram,δέκατο_του_γραμμαρίου
407,,,,nanogram,νανογραμμάριο
408,,,,metric_grain,μετρικό_γράνο
409,,,,obolus,DUPLICATE_δέκατο_του_γραμμαρίου
411,L06_22,meronyms - part,guitar,,κιθάρα
412,,,,string,χορδή
413,,,,deck,καπάκι
414,,,,pegs,κλειδιά
415,,,,fret,τάστο
416,,,,strings,χορδές
417,,,,frets,τάστα
418,,,,peg,κλειδί
419,,,,fingerboard,ταστιέρα
421,L06_23,meronyms - part,gun,,όπλο
422,,,,trigger,σκανδάλη
423,,,,holder,βάση
424,,,,safety,ασφάλεια
425,,,,extractor,εξολκέας
426,,,,clip,κλιπ
427,,,,magazine,γεμιστήρας
428,,,,barrel,κάνη
429,,,,hammer,επικρουστήρας
430,,,,viewfinder,σκόπευτρο
431,,,,gunsight,στόχαστρο
432,,,,stock,κοντάκι
433,,,,cartridge,φυσίγγι
434,,,,remover,κουμπί_απελευθέρωσης
435,,,,chamber,θάλαμος
436,,,,ejector,εκτοξευτήρας
437,,,,cock,κόκορας
438,,,,catch,εξάρτημα_στερέωσης
439,,,,finder,DUPLICATE_σκόπευτρο
440,,,,mechanism,μηχανισμός
441,,,,gunstock,DUPLICATE_κοντάκι
442,,,,lock,κλειδαριά
443,,,,action,δράση
444,,,,muzzle,στόμιο
445,,,,key,κλειδί
446,,,,gunlock,κλειδαριά_όπλου
447,,,,cartridge_holder,θήκη_γεμιστήρα
448,,,,gun_muzzle,στόμιο_όπλου
449,,,,gun-sight,DUPLICATE_σκόπευτρο
450,,,,action_mechanism,μηχανισμός_δράσης
451,,,,gun_chamber,θάλαμος_όπλου
452,,,,gun_trigger,σκανδάλη_όπλου
453,,,,firing_mechanism,μηχανισμός_πυροβολισμού
454,,,,safety_lock,κλειδαριά_ασφαλείας
455,,,,cartridge_extractor,εξαγωγέας_φυσιγγιού
456,,,,firing_chamber,θάλαμος_πυροβολισμού
457,,,,cartridge_ejector,DUPLICATE_εξαγωγέας_φυσιγγιού
458,,,,view_finder,DUPLICATE_σκόπευτρο
459,,,,cartridge_clip,κλιπ_φυσιγγιού
460,,,,gun_barrel,μοχλός_όπλισης_όπλου
461,,,,safety_catch,μηχανισμός_ασφαλείας
462,,,,cartridge_remover,DUPLICATE_εξαγωγέας_φυσιγγιού
464,L06_24,meronyms - part,harbor,,λιμάνι
465,,,,dock,αποβάθρα
466,,,,facility,εγκατάσταση
467,,,,anchorage,αγκυροβόλιο
468,,,,landing,κατάπλους
469,,,,docking,εγκατάσταση_ελλιμενισμού
470,,,,dockage,προβλήτα
471,,,,anchorage_ground,χώρος_αγκυροβόλιου
472,,,,docking_facility,DUPLICATE_εγκατάσταση_ελλιμενισμού
473,,,,landing_place,χώρος_ελλιμενισμού
474,,,,landing_stage,βάση_ελλιμενισμού
476,L06_25,meronyms - part,jail,,φυλακή
477,,,,cell,κελί
478,,,,cellblock,πτέρυγα_με_κελιά
479,,,,guard,φρουρά
480,,,,police,αστυνομία
481,,,,prison_cell,κελί_φυλακής
482,,,,jail_cell,DUPLICATE_κελί_φυλακής
484,L06_26,meronyms - part,jewellery,,κόσμημα
485,,,,bead,χάντρα
486,,,,stone,πέτρα
487,,,,wire,σύρμα
488,,,,beads,χάντρες
489,,,,gemstone,πολύτιμος_λίθος
490,,,,gem,πολύτιμη_πέτρα
491,,,,metal,μέταλλο
492,,,,gold,χρυσός
493,,,,silver,ασήμι
494,,,,platina,λευκόχρυσος
495,,,,jewel,κόσμημα
496,,,,,"λίθος,πλατίνα"
497,L06_27,meronyms - part,litre,,λίτρο
498,,,,millilitre,χιλιοστόλιτρο
499,,,,cc,cc
500,,,,ml,ml
501,,,,milliliter,DUPLICATE_χιλιοστόλιτρο
502,,,,cl,cl
503,,,,dl,dl
504,,,,deciliter,δεκάλιτρο
505,,,,mil,mil
506,,,,cubic_centimetre,κυβικό_εκατοστό
507,,,,centiliter,εκατοστόλιτρο
508,,,,decilitre,DUPLICATE_δεκάλιτρο
509,,,,cubic_centimeter,DUPLICATE_κυβικό_εκατοστό
510,,,,centilitre,DUPLICATE_εκατοστόλιτρο
511,,,,cubic_millimeter,κυβικό_χιλιοστόλιτρο
512,,,,cubic_millimetre,DUPLICATE_κυβικό_χιλιοστόλιτρο
514,L06_28,meronyms - part,movie,,ταινία
515,,,,scene,σκηνή
516,,,,subtitles,υπότιτλοι
517,,,,footage,πλάνο
518,,,,credit,ευχαριστία
519,,,,episode,επεισόδιο
520,,,,shot,λήψη
521,,,,sequence,σεκάνς
522,,,,credits,ζενερίκ
523,,,,caption,υπότιτλος
524,,,,,"τίτλοι_τέλους,λεζάντα"
525,L06_29,meronyms - part,orthography,,ορθογραφία
526,,,,hyphenation,συλλαβισμός
527,,,,punctuation,στίξη
528,,,,punctuation_mark,σημείο_στίξης
529,,,,word_division,τμήμα_λέξης
530,,,,spelling,γραφή
532,L06_30,meronyms - part,piano,,πιάνο
533,,,,keyboard,πληκτρολόγιο
534,,,,clavier,κλαβιέ
535,,,,loud,δυνατός
536,,,,hammer,σφυρί
537,,,,sounding,ήχος
538,,,,pedal,πεντάλ
539,,,,sustaining,κράτημα_ήχουν
540,,,,soft,μαλακός
541,,,,fingerboard,ταστιέρα
542,,,,soundboard,αρμονική_τράπεζα
543,,,,action,δράση
544,,,,board,βάση
545,,,,key,κλειδί
546,,,,fallboard,καπάκι
547,,,,piano_action,δράση_πιάνου
548,,,,action_mechanism,μηχανισμός_δράσης
549,,,,damper_block,σουρντίνα
550,,,,fall-board,DUPLICATE_καπάκι
551,,,,sounding_board,ηχείο
552,,,,sustaining_pedal,πεντάλ_κρατήματος_ήχου
553,,,,loud_pedal,δυνατό_πεντάλ
554,,,,piano_damper,σουρντίνα_πιάνου
555,,,,piano_keyboard,κλαβιέ_πιάνου
556,,,,sound_hole,τρύπα_ηχείου
557,,,,soft_pedal,πεντάλ_μείωσης_ήχου
558,,,,,"μαρτό,μονωτήρας,πεντάλ_παράτασης_ήχου"
559,L06_31,meronyms - part,pie,,πίτα
560,,,,crust,κρούστα
561,,,,cheese,τυρί
562,,,,filling,γέμιση
563,,,,fruit,φρούτο
564,,,,apple,μήλο
565,,,,berries,μούρα
566,,,,glazing,γλασάρισμα
567,,,,pastry,ζύμη
568,,,,icing,γλάσο
570,L06_32,meronyms - part,poem,,ποίημα
571,,,,stanza,στροφή
572,,,,canto,ωδή
573,,,,prosody,προσωδία
574,,,,rime,ομοιοκαταληξία
575,,,,line,γραμμή
576,,,,rhyme,DUPLICATE_ομοιοκαταληξία
577,,,,verse,στίχος
578,,,,poetic_rhythm,ποιητικός_ρυθμός
579,,,,rhythmic_pattern,ρυθμικό_μοτίβο
580,,,,verse_line,DUPLICATE_στίχος
581,,,,line_of_verse,DUPLICATE_στίχος
582,,,,line_of_poetry,γραμμή_ποίησης
583,,,,,ρίμα
584,L06_33,meronyms - part,pub,,παμπ
585,,,,bar,μπαρ
586,,,,barroom,αίθουσα_μπαρ
587,,,,taproom,μπαρ_ξενοδοχείου
588,,,,saloon,σαλούν
589,,,,ginmill,DUPLICATE_μπαρ
590,,,,,μπάρα
591,L06_34,meronyms - part,radio,,ραδιόφωνο
592,,,,receiver,δέκτης
593,,,,tuner,τιούνερ
595,,,,demodulator,αποδιαμορφωτής
596,,,,transmitter,πομπός
597,,,,detector,ανιχνευτής
598,,,,receiving,λήψη
599,,,,set,σύστημα
600,,,,amplifier,ενισχυτής
601,,,,wireless,ασύρματο
602,,,,radio_transmitter,ραδιοφωνικός_αναμεταδότης
603,,,,receiving_set,σύστημα_λήψης
604,,,,radio_receiver,ραδιοφωνικός_δέκτης
605,,,,radio_set,ραδιοφωνικό_σύστημα
607,L06_35,meronyms - part,railcar,,βαγόνι
608,,,,suspension,ανάρτηση
609,,,,cushion,αμορτισέρ
610,,,,shock,κραδασμός
611,,,,shock_absorber,DUPLICATE_αμορτισέρ
612,,,,suspension_system,σύστημα_ανάρτησης
614,L06_36,meronyms - part,seafront,,παραλία
615,,,,harbor,λιμάνι
616,,,,seaport,θαλάσσιο_λιμάνι
617,,,,dock,αποβάθρα
618,,,,haven,απάγκιο
619,,,,anchorage,αγκυροβόλιο
620,,,,landing,κατάπλους
621,,,,harbour,DUPLICATE_λιμάνι
622,,,,dockage,προβλήτα
623,,,,anchorage_ground,χώρος_αγκυροβόλιου
624,,,,docking_facility,εγκατάσταση_ελλιμενισμού
625,,,,landing_place,χώρος_ελλιμενισμού
626,,,,landing_stage,βάση_ελλιμενισμού
628,L06_37,meronyms - part,shilling,,σελίνι
629,,,,pence,πένες
631,L06_38,meronyms - part,shirt,,πουκάμισο
632,,,,button,κουμπί
633,,,,dickie,αφαιρούμενο_κολάρο
634,,,,collar,κολάρο
635,,,,dickey,DUPLICATE_αφαιρούμενο_κολάρο
636,,,,sleeve,μανίκι
637,,,,buttons,κουμπιά
638,,,,dicky,DUPLICATE_αφαιρούμενο_κολάρο
639,,,,pocket,τσέπη
640,,,,shirttail,άκρη_πουκάμισου
641,,,,shirtsleeve,μανίκι_πουκάμισου
642,,,,shirtfront,μπροστινό_μέρος_πουκάμισου
643,,,,shirt_button,κουμπί_πουκάμισου
644,,,,,μπροστινό_τμήμα_πουκάμισου
645,L06_39,meronyms - part,sonata,,σονάτα
646,,,,movement,κίνηση
647,,,,psrt,μέρος
650,L06_40,meronyms - part,staircase,,σκάλα
651,,,,step,σκαλί
652,,,,riser,μετόπη
653,,,,landing,πλατύσκαλο
654,,,,tread,πάτημα
655,,,,stair,σκαλοπάτι
656,,,,stairhead,κεφαλόσκαλο
658,L06_41,meronyms - part,sword,,σπαθί
659,,,,blade,λεπίδα
660,,,,forte,NO_TRANSLATION
661,,,,hilt,λαβή
662,,,,peak,αιχμή
663,,,,foible,DUPLICATE_NO_TRANSLATION
664,,,,point,άκρη
665,,,,pommel,άκρο_ξίφους
666,,,,haft,DUPLICATE_λαβή
667,,,,tip,μύτη
668,,,,knob,άκρο_λαβής
669,,,,helve,DUPLICATE_λαβή
670,,,,knife_edge,κόψη_μαχαιριού
671,,,,cutting_edge,κόψη
673,L06_42,meronyms - part,table,,τραπέζι
674,,,,tabletop,επιφάνεια_τραπεζιού
675,,,,tableware,επιτραπέζια_σκεύη
676,,,,leg,τραπέζι
677,,,,legs,τραπέζια
679,L06_43,meronyms - part,teapot,,τσαγιέρα
680,,,,spout,στόμιο
681,,,,handle,λαβή
682,,,,knob,κουμπί_καπακιού
683,,,,lid,καπάκι
684,,,,body,σώμα
685,,,,belly,κοιλιά
686,,,,base,βάση
687,,,,filter,φίλτρο
688,,,,tea_filter,φίλτρο_τσαγιού
690,L06_44,meronyms - part,telephone,,τηλέφωνο
691,,,,receiver,ακουστικό
692,,,,mouthpiece,μικρόφωνο
693,,,,dial,πλήκτρα
694,,,,wire,καλώδιο
695,,,,screen,οθόνη
696,,,,display,DUPLICATE_οθόνη
697,,,,telephone_receiver,δέκτης_τηλεφώνου
698,,,,,καντράν
699,L06_45,meronyms - part,tonne,,τόνος
700,,,,kilogram,κιλό
701,,,,mg,mg
702,,,,gm,gm
703,,,,hg,hg
704,,,,grain,γράνο
705,,,,milligram,χιλιοστόγραμμο
706,,,,hundredweight,εκατόβαρο
707,,,,kilo,DUPLICATE_κιλό
708,,,,mcg,mcg
709,,,,dag,dag
710,,,,carat,καράτι
711,,,,microgram,μικρογραμμάριο
712,,,,gramme,DUPLICATE_γραμμάριο
713,,,,quintal,καντάρι
714,,,,ng,ng
715,,,,gram,γραμμάριο
716,,,,dg,dg
717,,,,g,g
718,,,,kg,kg
719,,,,decigram,δεκατο_γραμμαρίου
720,,,,nanogram,νανογραμμάριο
721,,,,myriagram,μυριογραμμο
722,,,,centner,NO_TRANSLATION
723,,,,metric_grain,μετρικό_γράνο
724,,,,myg,myg
725,,,,dekagram,δέκα_γραμμάρια
726,,,,decagram,DUPLICATE_δέκα_γραμμάρια
727,,,,metric_hundredweight,μετρικό_εκατόβαρο
728,,,,obolus,δέκατο_γραμμαρίου
729,,,,doppelzentner,εκατόκιλο
730,,,,hectogram,εκατόγραμμο
731,,,,dkg,dkg
733,L06_46,meronyms - part,torso,,κορμός
734,,,,chest,στήθος
735,,,,arse,κώλος
736,,,,shoulder,ώμος
737,,,,bum,ποπός
738,,,,midriff,κοιλιά
739,,,,groin,βουβώνας
740,,,,deltoid,δελτοειδής
741,,,,diaphragm,διάφραγμα
