,ID,Relation,Source,Target,EL
125,,,,yacht,γιοτ
126,,,,sail,ιστιοπλοϊκό
127,,,,row,λέμβος
128,,,,canoe,κανό
129,,,,kayak,καγιάκ
130,,,,paddle,βάρκα_με_κουπιά
131,,,,paddle_boat,ποδήλατο_θαλάσσης
133,L03_5,hyponyms - misc,book,,βιβλίο
134,,,,paperback,χαρτόδετο_βιβλίο
135,,,,album,άλμπουμ
136,,,,folio,τόμος
137,,,,hardback,σκληρόδετο_βιβλίο
138,,,,hardcover,βιβλίο_με_σκληρό_εξώφυλλο
139,,,,journal,ημερολόγιο
140,,,,novel,μυθιστόρημα
141,,,,order,βιβλίο_παραγγελιών
142,,,,paper-back,βιβλίο_τσέπης
143,,,,softback,DUPLICATE_χαρτόδετο_βιβλίο
144,,,,soft-cover,βιβλίο_με_μαλακό_εξώφυλλο
145,,,,picture,εικονογραφημένο_βιβλίο
146,,,,sketchbook,μπλοκ_ζωγραφικής
148,,,,notebook,σημειωματάριο
150,L03_6,hyponyms - misc,brush,,βούρτσα
151,,,,toothbrush,οδοντόβουρτσα
152,,,,bottlebrush,βούρτσα_για_μπουκάλια
153,,,,bristle,DUPLICATE_βούρτσα
154,,,,clothesbrush,βούρτσα_ρούχων
155,,,,hairbrush,βούρτσα_μαλλιών
156,,,,nailbrush,βουρτσάκι_νυχιών
157,,,,paintbrush,πινέλο
158,,,,sable,πινέλο_με_τρίχες_από_σαμούρι
159,,,,scrub,βούρτσα_για_τρίψιμο
160,,,,scrubbing,DUPLICATE_βούρτσα_για_τρίψιμο
161,,,,scrubber,DUPLICATE_βούρτσα_για_τρίψιμο
162,,,,shaving_brush,βούρτσα_ξυρίσματος
164,L03_7,hyponyms - misc,burger,,μπέργκερ
165,,,,hamburger,χάμπουργκερ
166,,,,cheeseburger,τσίσμπεργκερ
167,,,,50,NO_TRANSLATION
168,,,,50_burger,DUPLICATE_NO_TRANSLATION
169,,,,angus_burger,χάμπουργκερ_από_angus
170,,,,banquet_burger,DUPLICATE_NO_TRANSLATION
171,,,,barbecue_burger,χάμπουργκερ_μπάρμπεκιου
172,,,,bøfsandwich,DUPLICATE_NO_TRANSLATION
173,,,,utter_burge,DUPLICATE_NO_TRANSLATION
174,,,,buffalo_burger,βουβαλίσιο_χάμπουργκερ
175,,,,california_burger,χάμπουργκερ_καλιφόρνια
176,,,,chili_burger,χάμπουργκερ_με_τσίλι
177,,,,curry_burger,χάμπουργκερ_με_κάρι
178,,,,hamdog,DUPLICATE_NO_TRANSLATION
179,,,,salmon_burger,χάμπουργκερ_με_σολομό
180,,,,rice_burger,χάμπουργκερ_ρυζιού
181,,,,veggie_burger,χορτοφαγικό_χάμπουργκερ
182,,,,,βέτζι_μπέργκερ
183,L03_8,hyponyms - misc,camera,,κάμερα
184,,,,camcorder,βιντεοκάμερα
185,,,,box_camera,κάμερα
186,,,,box_kodak,κόντακ
187,,,,candid_camera,κρυφή_κάμερα
188,,,,digital_camera,ψηφιακή_κάμερα
189,,,,flash_camera,κάμερα_με_φλας
190,,,,motion-picture_camera,κινηματογραφική_μηχανή_λήψης
191,,,,movie_camera,κινηματογραφική_μηχανή
192,,,,cine-camera,DUPLICATE_κινηματογραφική_μηχανή
193,,,,point-and-shoot_camera,NO_TRANSLATION
194,,,,point-and-shoot,DUPLICATE_NO_TRANSLATION
195,,,,polaroid_camera,πόλαροϊντ_μηχανή
196,,,,polaroid_land_camera,DUPLICATE_NO_TRANSLATION
197,,,,polaroid,πόλαροϊντ
198,,,,portrait_camera,φωτογραφική_μηχανή_για_πορτραίτα
199,,,,reflex_camera,φωτογραφική_μηχανή_με_αντανακλαστικό_φακό
200,,,,webcam,κάμερα_υπολογιστή
201,,,,webcamera,DUPLICATE_κάμερα_υπολογιστή
202,,,,sound_camera,κάμερα_με_ήχο
204,L03_9,hyponyms - misc,candy,,γλύκισμα
205,,,,lollipop,γλειφιτζούρι
206,,,,candy_bar,μπάρα_σοκολάτας
207,,,,carob_bar,σοκολάτα_από_χαρούπι
208,,,,hard_candy,σκληρή_καραμέλα
209,,,,brandyball,καραμέλα_κονιάκ
210,,,,patty,NO_TRANSLATION
211,,,,bonbon,ζαχαρωτό
212,,,,brittle,μπάρα_με_ξηρούς_καρπούς
213,,,,toffee,καραμέλα_βουτύρου
214,,,,toffy,DUPLICATE_καραμέλα_βουτύρου
215,,,,butterscotch,DUPLICATE_καραμέλα_βουτύρου
216,,,,candy_cane,γλειφιτζούρι_μπαστουνάκι
217,,,,candy_corn,καραμέλα_καλαμπόκι
218,,,,caramel,καραμέλα
219,,,,cotton_candy,μαλλί_της_γριάς
220,,,,spun_sugar,DUPLICATE_μαλλί_της_γριάς
221,,,,candyfloss,DUPLICATE_μαλλί_της_γριάς
222,,,,dragee,κουφέτο
223,,,,fondant,φοντάν
224,,,,fudge,φατζ
225,,,,gumdrop,ζελεδάκι
226,,,,honey_crisp,DUPLICATE_NO_TRANSLATION
227,,,,mint,μέντα
228,,,,mint_candy,καραμέλα_μέντα
229,,,,horehound,μαρρούβιο
230,,,,jelly_bean,DUPLICATE_ζελεδάκι
231,,,,jelly_egg,DUPLICATE_ζελεδάκι
232,,,,kiss,φιλί
233,,,,candy_kiss,γλύκισμα_φιλί
234,,,,licorice,γλυκόριζα
235,,,,liquorice,DUPLICATE_γλυκόριζα
236,,,,life_saver,DUPLICATE_NO_TRANSLATION
237,,,,sucker,DUPLICATE_NO_TRANSLATION
238,,,,all-day_sucker,DUPLICATE_NO_TRANSLATION
239,,,,lozenge,παστίλια
240,,,,marshmallow,DUPLICATE_ζαχαρωτό
241,,,,marzipan,αμυγδαλωτό
242,,,,marchpane,μαρζιπάν
243,,,,nougat,μαντολάτο
244,,,,nougat_bar,νουγκά
245,,,,nut_bar,μπάρα_με_καρύδια
246,,,,peanut_bar,μπάρα_φιστίκι
247,,,,popcorn_ball,ποπ_κορν
248,,,,praline,πραλίνα
249,,,,rock_candy,DUPLICATE_καραμέλα
250,,,,rock,βράχος
251,,,,sugar_candy,DUPLICATE_ζαχαρωτό
252,,,,sugarplum,ζαχαρωτό_δαμάσκηνο
253,,,,taffy,μαστιχωτή_καραμέλα
254,,,,truffle,τρούφα
255,,,,chocolate_truffle,σοκολάτα_τρούφα
256,,,,turkish_delight,λουκούμι
257,,,,easter_egg,πασχαλινο_αυγό
259,L03_10,hyponyms - misc,car,,αυτοκίνητο
260,,,,limousine,λιμουζίνα
261,,,,convertible,κάμπριο
262,,,,ambulance,ασθενοφόρο
263,,,,beach,αυτοκίνητο_παραλίας
264,,,,wagon,κάρο
265,,,,station,κάραβαν
266,,,,estate,DUPLICATE_κάραβαν
267,,,,waggon,DUPLICATE_κάρο
268,,,,bus,λεωφορείο
269,,,,jalopy,σακαράκα
270,,,,heap,DUPLICATE_σακαράκα
271,,,,cab,ταξί
272,,,,hack,αμάξι_για_μίσθωση
273,,,,taxi,DUPLICATE_ταξί
274,,,,taxicab,DUPLICATE_ταξί
275,,,,compact,μικρό_αυτοκίνητο
276,,,,coupe,κουπέ
277,,,,cruiser,κρούζερ
278,,,,police,αστυνομικό
279,,,,patrol,περιπολικό
280,,,,prowl,DUPLICATE_περιπολικό
281,,,,squad,DUPLICATE_περιπολικό
282,,,,electric,ηλεκτρικό_αυτοκίνητο
283,,,,hardtop,αυτοκίνητο_με_σκληρή_οροφή
284,,,,hatchback,χάτσμπακ
285,,,,hot-rod,πειραγμένο_αυτοκίνητο
286,,,,jeep,τζιπ
287,,,,landrover,λάντροβερ
288,,,,limo,DUPLICATE_λιμουζίνα
289,,,,loaner,αυτοκίνητο_αντικατάστασης
290,,,,minicar,μίνι_αυτοκίνητο
291,,,,minivan,μίνι_βαν
292,,,,model,μοντέλο
293,,,,pace,αυτοκίνητο_ασφαλείας
294,,,,racer,αγωνιστικό
295,,,,race,αγωνιστικό_αυτοκίνητο
296,,,,racing,DUPLICATE_αγωνιστικό
297,,,,roadster,ανοικτό_αυτοκίνητο
298,,,,runabout,DUPLICATE_μικρό_αυτοκίνητο
299,,,,two-seater,διθέσιο
300,,,,sedan,σεντάν
301,,,,saloon,DUPLICATE_σεντάν
302,,,,sports,DUPLICATE_αγωνιστικό
303,,,,sport,DUPLICATE_αγωνιστικό
304,,,,suv,SUV
305,,,,stanley,αυτοκίνητο_stanley
306,,,,steamer,ατμοκίνητο_αυτοκίνητο
307,,,,stock,ντράγκστερ
308,,,,subcompact,σούπερ_μίνι
309,,,,touring,τουριστικό
310,,,,tourer,DUPLICATE_τουριστικό
311,,,,used,μεταχειρισμένο
312,,,,secondhand,από_δεύτερο_χέρι
314,L03_11,hyponyms - misc,church,,εκκλησία
315,,,,chapel,παρεκκλήσι
316,,,,abbey,αβαείο
317,,,,basilica,βασιλική
318,,,,cathedral,καθεδρικός_ναός
319,,,,duomo,ντουόμο
320,,,,kirk,σκωτσέζικη_εκκλησία
322,L03_12,hyponyms - misc,citrus,,κίτρο
323,,,,lemon,λεμόνι
324,,,,orange,πορτοκάλι
325,,,,lime,λάιμ
326,,,,mandarin,μανταρίνι
327,,,,tangerine,DUPLICATE_μανταρίνι
328,,,,yuzu,γιούζου
330,L03_13,hyponyms - misc,cloud,,σύννεφο
331,,,,thundercloud,"σύννεφο_που_φέρνει_καταιγίδα,_βαρύ_σύννεφο"
332,,,,cirrocumulus,θυσανοσωρείτης
333,,,,cirrostratus,θυσανόστρωμα
334,,,,cirrus,θύσανος
335,,,,contrail,ουρά_συμπύκνωσης
336,,,,condensation,συμπύκνωση
337,,,,trail,ίχνος
338,,,,cumulonimbus,σωρειτομελανίας
339,,,,cumulus,σωρείτης
340,,,,nacreous,NO_TRANSLATION
341,,,,nebule,μικρό_σύννεφο
342,,,,nimbus,φωτοστέφανο
343,,,,rain,σύννεφο_βροχής
344,,,,storm,σύννεφο_καταιγίδας
345,,,,stratus,στρώμα
346,,,,mushroom,σύννεφο_μανιτάρι
347,,,,smoke,νέφος_καπνού
348,,,,,"παχύ_νέφος,πυκνό_σύννεφο"
349,L03_14,hyponyms - misc,collar,,κολάρο
350,,,,choker,τσόκερ
351,,,,ruff,κολάρο_με_φρίζες
352,,,,ruffle,σούφρα
353,,,,clerical,κολάρο_κληρικού
354,,,,roman_collar,DUPLICATE_κολάρο_κληρικού
355,,,,dog_collar,DUPLICATE_κολάρο_σκύλου
356,,,,eton_collar,NO_TRANSLATION
357,,,,rabato_collar,DUPLICATE_NO_TRANSLATION
358,,,,rebato_collar,DUPLICATE_NO_TRANSLATION
359,,,,turtleneck,ζιβάγκο
360,,,,polo-neck,γιακάς_πόλο
361,,,,neckpiece,αξεσουάρ_λαιμού
363,L03_15,hyponyms - misc,color,,χρώμα
364,,,,white,άσπρο
365,,,,black,μαύρο
366,,,,blue,μπλε
367,,,,green,πράσινο
368,,,,red,κόκκινο
369,,,,yello,κίτρινο
370,,,,orange,πορτοκάλι
371,,,,vermilion,έντονο_κόκκινο
372,,,,amber,κεχριμπαρένιο
373,,,,chartreuse,κιτρινοπράσινο
374,,,,teal,γαλαζοπράσινο
375,,,,violet,βιολετί
376,,,,magenta,ματζέντα
377,,,,rose,τριανταφυλλί
378,,,,azure,γαλανό
379,,,,cyan,κυανό
380,,,,indigo,λουλακί
381,,,,purple,μοβ
382,,,,brown,καφέ
385,L03_16,hyponyms - misc,computer,,ηλεκτρονικός_υπολογιστής
386,,,,laptop,λάπτοπ
387,,,,desktop,υπολογιστής_γραφείου
388,,,,tablet,ταμπλέτα
389,,,,smartphone,έξυπνο_κινητό
390,,,,supercomputer,υπερυπολογιστής
391,,,,iphone,iphone
392,,,,ipad,ipad
393,,,,,"φορητός_υπολογιστής,ντέσκτοπ,smartphone"
394,L03_17,hyponyms - misc,container,,δοχείο
395,,,,bag,τσάντα
396,,,,handbag,DUPLICATE_τσάντα
397,,,,pocketbook,πορτοφόλι
398,,,,purse,DUPLICATE_πορτοφόλι
399,,,,basket,καλάθι
400,,,,handbasket,καλάθι_χειρός
401,,,,bin,κάδος
402,,,,bowl,μπολ
403,,,,pipe,σωλήνας
404,,,,box,κουτί
405,,,,bread-bin,ψωμιέρα
406,,,,breadbox,DUPLICATE_ψωμιέρα
407,,,,bunker,ανθρακαποθήκη
408,,,,can,κονσέρβα
409,,,,tin,DUPLICATE_κονσέρβα
410,,,,canister,μεταλλικό_κουτί
411,,,,cannister,μεταλλικό_δοχείο
412,,,,capsule,κάψουλα
413,,,,cargo,φορτίο
414,,,,case,θήκη
415,,,,display,βιτρίνα
416,,,,showcase,DUPLICATE_βιτρίνα
417,,,,vitrine,DUPLICATE_βιτρίνα
418,,,,cassette,κασέτα
419,,,,cup,φλιτζάνι
420,,,,cylinder,κύλινδρος
421,,,,dice,ζάρι
422,,,,dish,πιάτο
423,,,,dispenser,δοχείο
424,,,,drawer,συρτάρι
425,,,,dumpster,κάδος_σκουπιδιών
427,,,,envelope,φάκελος
428,,,,glass,ποτήρι
429,,,,bottle,μπουκάλι
430,,,,mailer,κουτί_αλληλογραφίας
431,,,,manger,φάτνη
432,,,,trough,ταΐστρα
434,,,,mold,καλούπι
435,,,,mould,DUPLICATE_καλούπι
436,,,,cast,εκμαγείο
437,,,,package,πακέτο
438,,,,parcel,δέμα
439,,,,pan,τηγάνι
440,,,,pod,δεξαμενή
441,,,,pot,κατσαρόλα
442,,,,flowerpot,τσουκάλι
443,,,,flask,φλασκί
444,,,,receptacle,DUPLICATE_δοχείο
445,,,,reliquary,λειψανοθήκη
446,,,,saltcellar,αλατιέρα
447,,,,savings,οικονομίες
448,,,,bank,τράπεζα
449,,,,coin,νόμισμα
450,,,,money,χρήματα
451,,,,scuttle,κουβάς_με_κάρβουνα
452,,,,coal,δοχείο_με_κάρβουνα
453,,,,shaker,σέικερ
454,,,,spoon,κουτάλι
455,,,,thimble,δακτυλήθρα
456,,,,vessel,σκάφος
457,,,,waste-paper,καλάθι_αχρήστων
458,,,,wastebasket,DUPLICATE_καλάθι_αχρήστων
459,,,,waste,DUPLICATE_καλάθι_αχρήστων
460,,,,file,DUPLICATE_φάκελος
461,,,,workbasket,καλάθι_εργασίας
462,,,,workbox,κουτί_εργασίας
463,,,,workbag,σάκκος_εργαλείων
465,L03_18,hyponyms - misc,cookware,,μαγειρικό_σκεύος
466,,,,pot,τσουκάλι
467,,,,baster,εργαλείο_έγχυσης_γέμισης_και_μαρινάδας
468,,,,chafing,ρεσό
469,,,,dish,πιάτο
470,,,,cooker,κουζίνα
471,,,,sheet,σεντόνι
472,,,,tray,δίσκος
473,,,,enamelware,εμαγιέ_σκεύος
474,,,,grid,πλέγμα
475,,,,gridiron,σχάρα
476,,,,griddle,μαγειρική_πλάκα
477,,,,pan,τηγάνι
478,,,,poacher,συσκευή_για_αυγά_ποσέ
479,,,,skimmer,κουτάλα_ξαφρίσματος
480,,,,steamer,ατμομάγειρας
481,,,,turner,σπάτουλα
483,L03_19,hyponyms - misc,cup,,κύπελλο
484,,,,teacup,φλιτζάνι_τσαγιού
485,,,,beaker,ποτήρι_ζέσεως
486,,,,chalice,δισκοπότηρο
487,,,,goblet,κύπελλο
488,,,,coffee_cup,φλιτζάνι_καφέ
489,,,,dixie,χάρτινο_ποτήρι
490,,,,paper_cup,DUPLICATE_χάρτινο_ποτήρι
491,,,,grace,NO_TRANLSATION
492,,,,kylix,κύλικα
493,,,,cylix,DUPLICATE_κύλικα
494,,,,mustache_cup,φλιτζάνι_για_μουστακαλήδες
495,,,,moustache_cup,DUPLICATE_φλιτζάνι_για_μουστακαλήδες
496,,,,scyphus,σκύφος
497,,,,grail,άγιο_δισκοπότηρο
499,L03_20,hyponyms - misc,cushion,,μαξιλάρι
500,,,,pincushion,μαξιλαράκι_για_καρφίτσες
501,,,,pillow,μαξιλάρι
502,,,,air,μαξιλάρι_αέρα
503,,,,inflatable,φουσκωτό
504,,,,gaddi,NO_TRANSLATION
505,,,,hassock,υποπόδιο
506,,,,headrest,προσκέφαλο
507,,,,seat,μαξιλαράκι_καθίσματος
509,L03_21,hyponyms - misc,cutlery,,μαχαιροπίρουνα
510,,,,knife,μαχαίρι
511,,,,fork,πιρούνι
512,,,,spoon,κουτάλι
513,,,,tablefork,DUPLICATE_πιρούνι
514,,,,teaspoon,κουταλάκι_του_καφέ
515,,,,dessert_spoon,κουταλάκι_γλυκού
516,,,,salad_fork,πιρούνι_σαλάτας
517,,,,carving_fork,πιρούνι_τεμαχίσματος
519,L03_22,hyponyms - misc,dessert,,επιδόρπιο
520,,,,cake,κέικ
521,,,,ambrosia,αμβροσία
522,,,,baked_alaska,ψημένη_αλάσκα
523,,,,blancmange,NO_TRANSLATION
524,,,,charlotte,σαρλότ
525,,,,compote,κομπόστα
526,,,,fruit_compote,φρούτα_κομπόστα
527,,,,dumpling,λουκουμάς
528,,,,flan,φλαν
529,,,,frozen_dessert,κατεψυγμένο_επιδόρπιο
530,,,,junket,DUPLICATE_NO_TRANSLATION
531,,,,mold,γλυκό_φόρμας
532,,,,mould,DUPLICATE_γλυκό_φόρμας
533,,,,mousse,μους
534,,,,pavlova,πάβλοβα
535,,,,peach_melba,πες_μελμπά
536,,,,pudding,πουτίγκα
537,,,,pud,DUPLICATE_πουτίγκα
538,,,,syllabub,DUPLICATE_NO_TRANSLATION
539,,,,sillabub,DUPLICATE_NO_TRANSLATION
540,,,,tiramisu,τιραμισού
542,,,,zabaglione,ζαμπαγιόνε
543,,,,sabayon,ζαμπαγιόν
544,,,,charlotte_russe,ρώσικη_σαρλότ
545,,,,apple_dumpling,μηλοπιτάκι
546,,,,frozen_custard,παγωμένη_κρέμα
547,,,,soft_ice_cream,μαλακό_παγωτό
548,,,,frozen_pudding,παγωμένη_πουτίγκα
549,,,,frozen_yogurt,παγωμένο_γιαούρτι
550,,,,ice-cream_cake,τούρτα_παγωτού
551,,,,icebox_cake,DUPLICATE_τούρτα_παγωτού
552,,,,ice-cream_cone,παγωτό_χωνάκι
553,,,,ice-cream_sundae,παγωτό_με_σαντιγί
554,,,,sundae,DUPLICATE_παγωτό_με_σαντιγί
555,,,,ice,παγωτό
556,,,,frappe,φραπέ
557,,,,ice_cream,DUPLICATE_παγωτό
558,,,,icecream,DUPLICATE_παγωτό
559,,,,ice_lolly,γρανίτα
560,,,,lolly,γλειφιτζούρι
561,,,,lollipop,DUPLICATE_γλειφιτζούρι
562,,,,popsicle,παγωτό_ξυλάκι
563,,,,ice_milk,DUPLICATE_NO_TRANSLATION
564,,,,parfait,παγωτό_παρφέ
565,,,,sherbert,σορμπέ
566,,,,sherbet,σερμπέτι
567,,,,snowball,χιονόμπαλα
568,,,,split,σπλιτ
569,,,,chocolate_mousse,μους_σοκολάτα
570,,,,trifle,τράιφλ
571,,,,brown_betty,DUPLICATE_NO_TRANSLATION
572,,,,chocolate_pudding,πουτίγκα_σοκολάτα
573,,,,duff,DUPLICATE_πουτίγκα
574,,,,plum_duff,πουτίγκα_με_δαμάσκηνα
575,,,,flummery,DUPLICATE_NO_TRANSLATION
576,,,,nesselrode,DUPLICATE_NO_TRANSLATION
577,,,,nesselrode_pudding,DUPLICATE_NO_TRANSLATION
578,,,,pease_pudding,DUPLICATE_NO_TRANSLATION
579,,,,plum_pudding,πουτίγκα_δαμάσκηνο
580,,,,christmas_pudding,χριστουγεννιάτικη_πουτίγκα
581,,,,roly-poly,DUPLICATE_NO_TRANSLATION
582,,,,roly-poly_pudding,DUPLICATE_NO_TRANSLATION
583,,,,steamed_pudding,πουτίγκα_στον_ατμό
584,,,,suet_pudding,DUPLICATE_NO_TRANSLATION
585,,,,tapioca_pudding,πουτίγκα_ταπιόκα
586,,,,vanilla_pudding,πουτίγκα_βανίλια
587,,,,prune_whip,DUPLICATE_NO_TRANSLATION
588,,,,water_ice,DUPLICATE_σορμπέ
589,,,,sorbet,DUPLICATE_σορμπέ
590,,,,chocolate_ice_cream,παγωτό_σοκολάτα
591,,,,neapolitan_ice_cream,DUPLICATE_NO_TRANSLATION
592,,,,peach_ice_cream,παγωτό_ροδάκινο
593,,,,strawberry_ice_cream,παγωτό_φράουλα
594,,,,tutti-frutti,παγωτό_τούτι_φρούτι
595,,,,vanilla_ice_cream,παγωτό_βανίλια
596,,,,banana_split,μπανάνα_σπλιτ
597,,,,tipsy_cake,DUPLICATE_NO_TRANSLATION
598,,,,spotted_dick,DUPLICATE_NO_TRANSLATION
599,,,,choc-ice,παγωτό_με_επικάλυψη_σοκολάτας
600,,,,,ντάμπλιν
601,L03_23,hyponyms - misc,dress,,φόρεμα
602,,,,gown,τουαλέτα
603,,,,caftan,καφτάνι
604,,,,kaftan,DUPLICATE_καφτάνι
605,,,,chemise,πουκαμίσα
606,,,,sack,φόρεμα_σάκος
607,,,,shift,φόρεμα_σε_ίσια_γραμμή
608,,,,coatdress,NO_TRANSLATION
609,,,,cocktail_dress,φόρεμα_κοκτέιλ
610,,,,sheath,εφαρμοστό_φόρεμα
611,,,,dirndl,ντιρντλ
612,,,,jumper,φόρεμα-σαλοπέτα
613,,,,pinafore,σαλοπέτα
614,,,,pinny,ποδιά
615,,,,kirtle,DUPLICATE_NO_TRANSLATION
616,,,,morning,πρωινό_φόρεμα
617,,,,evening,βραδινό_φόρεμα
618,,,,muumuu,DUPLICATE_NO_TRANSLATION
619,,,,polonaise,DUPLICATE_NO_TRANSLATION
620,,,,sari,σάρι
621,,,,saree,DUPLICATE_σάρι
622,,,,shirtdress,φόρεμα_με_κουμπιά
623,,,,strapless,στράπλες
624,,,,sundress,αμάνικο
626,L03_24,hyponyms - misc,drum,,τύμπανο
627,,,,tambourine,ντέφι
628,,,,bass_drum,μπάσο_τύμπανο
629,,,,gran_casa,γκρανκάσα
630,,,,bongo,μπόνγκο
631,,,,bongo_drum,τύμπανο_μπόνγκο
632,,,,snare_drum,ταμπούρο
633,,,,snare,DUPLICATE_ταμπούρο
634,,,,side_drum,DUPLICATE_ταμπούρο
635,,,,tabor,ταμπόρ
636,,,,tabour,DUPLICATE_ταμπόρ
637,,,,tambour,ταμπουρίνο
638,,,,tenor_drum,τενόρο_τύμπανο
639,,,,tom-tom,NO_TRANSLATION
640,,,,timbrel,DUPLICATE_ντέφι
641,,,,djembe,τζέμπε
642,,,,doumbek,DUPLICATE_NO_TRANSLATION
643,,,,darbuka,ταραμπούκα
645,L03_25,hyponyms - misc,emotion,,συναίσθημα
