,ID,Relation,Source,Target,SK
120,,,,cutter_boat,kuter
121,,,,tugboat,remorkér
122,,,,tug,DUPLICATE_remorkér
123,,,,towboat,tlačný_remorkér
124,,,,tower_boat,DUPLICATE_NO_TRANSLATION
125,,,,yacht,jachta
126,,,,sail,plachetnica
127,,,,row,veslica
128,,,,canoe,kanoe
129,,,,kayak,kajak
130,,,,paddle,DUPLICATE_kolesový_parník
131,,,,paddle_boat,kolesový_parník
132,,,,,"bark,barkentína,briga,brigantína,drakkar,feluka,flauta,fregata,galeáza,galeota,galeóna,galéra,karaka,karavela,katamaran,kliper,koga,korveta,lorcha,prao,šalupa,šebeka,škuner,triéra"
133,L03_5,hyponyms - misc,book,,kniha
134,,,,paperback,paperback
135,,,,album,album
136,,,,folio,fólio
137,,,,hardback,NO_TRANSLATION
138,,,,hardcover,DUPLICATE_NO_TRANSLATION
139,,,,journal,denník
140,,,,novel,román
141,,,,order,kniha_objednávok
142,,,,paper-back,DUPLICATE_paperback
143,,,,softback,DUPLICATE_paperback
144,,,,soft-cover,DUPLICATE_paperback
145,,,,picture,obrázková_kniha
146,,,,sketchbook,skicár
147,,,,sketch,náčrtník
148,,,,notebook,zošit
149,,,,,"brožúra,brožúrka,blok,leporelo"
150,L03_6,hyponyms - misc,brush,,kefa
151,,,,toothbrush,zubná_kefka
152,,,,bottlebrush,kefka_na_fľašu
153,,,,bristle,štetiny
154,,,,clothesbrush,kefa_na_oblečenie
155,,,,hairbrush,kefa_na_vlasy
156,,,,nailbrush,nechtová_kefka
157,,,,paintbrush,maliarska_kefa
158,,,,sable,sobolí_štetec
159,,,,scrub,peelingová_kefka
160,,,,scrubbing,kefka_na_tvár
161,,,,scrubber,čistiaca_kefka
162,,,,shaving_brush,kefa_na_holenie
164,L03_7,hyponyms - misc,burger,,burger
165,,,,hamburger,hamburger
166,,,,cheeseburger,cheeseburger
167,,,,50,NO_TRANSLATION
168,,,,50_burger,DUPLICATE_NO_TRANSLATION
169,,,,angus_burger,DUPLICATE_NO_TRANSLATION
170,,,,banquet_burger,DUPLICATE_NO_TRANSLATION
171,,,,barbecue_burger,DUPLICATE_NO_TRANSLATION
172,,,,bøfsandwich,DUPLICATE_NO_TRANSLATION
173,,,,utter_burge,DUPLICATE_NO_TRANSLATION
174,,,,buffalo_burger,DUPLICATE_NO_TRANSLATION
175,,,,california_burger,DUPLICATE_NO_TRANSLATION
176,,,,chili_burger,chili_burger
177,,,,curry_burger,DUPLICATE_NO_TRANSLATION
178,,,,hamdog,DUPLICATE_NO_TRANSLATION
179,,,,salmon_burger,DUPLICATE_NO_TRANSLATION
180,,,,rice_burger,DUPLICATE_NO_TRANSLATION
181,,,,veggie_burger,veggie_burger
182,,,,,"Big_Mac,McChicken,Big_King,chicken_burger"
183,L03_8,hyponyms - misc,camera,,kamera
184,,,,camcorder,kamkordér
185,,,,box_camera,skrinkový_fotoaparát
186,,,,box_kodak,DUPLICATE_skrinkový_fotoaparát
187,,,,candid_camera,skrytá_kamera
188,,,,digital_camera,digitálny_fotoaparát
189,,,,flash_camera,fotoaparát_s_bleskom
190,,,,motion-picture_camera,filmová_kamera
191,,,,movie_camera,DUPLICATE_filmová_kamera
192,,,,cine-camera,DUPLICATE_filmová_kamera
193,,,,point-and-shoot_camera,kompaktný_fotoaparát
194,,,,point-and-shoot,kompakt
195,,,,polaroid_camera,instantný_fotoaparát
196,,,,polaroid_land_camera,NO_TRANSLATION
197,,,,polaroid,polaroid
198,,,,portrait_camera,DUPLICATE_NO_TRANSLATION
199,,,,reflex_camera,zrkadlovka
200,,,,webcam,webcam
201,,,,webcamera,webkamera
202,,,,sound_camera,DUPLICATE_NO_TRANSLATION
203,,,,,"čiernobiely_fotoaparát,bezzrkadlovka,jednooká_zrkadlovka,dvojoká_zrkadlovka,panoramatický_fotoaparát,stereofotoaparát"
204,L03_9,hyponyms - misc,candy,,sladkosť
205,,,,lollipop,lízatko
206,,,,candy_bar,čokoládová_tyčinka
207,,,,carob_bar,karobová_tyčinka
208,,,,hard_candy,cukrík
209,,,,brandyball,NO_TRANSLATION
210,,,,patty,DUPLICATE_NO_TRANSLATION
211,,,,bonbon,bonbón
212,,,,brittle,griláž
213,,,,toffee,karamelka
214,,,,toffy,štolverka
215,,,,butterscotch,DUPLICATE_NO_TRANSLATION
216,,,,candy_cane,karamelová_tyčinka
217,,,,candy_corn,DUPLICATE_NO_TRANSLATION
218,,,,caramel,karamel
219,,,,cotton_candy,cukrová_vata
220,,,,spun_sugar,DUPLICATE_cukrová_vata
221,,,,candyfloss,DUPLICATE_cukrová_vata
222,,,,dragee,dražé
223,,,,fondant,fondán
224,,,,fudge,fudge
225,,,,gumdrop,gumový_cukrík
226,,,,honey_crisp,DUPLICATE_NO_TRANSLATION
227,,,,mint,mentolka
228,,,,mint_candy,mentolový_cukrík
229,,,,horehound,DUPLICATE_NO_TRANSLATION
230,,,,jelly_bean,lentilka
231,,,,jelly_egg,DUPLICATE_lentilka
232,,,,kiss,pyštek
233,,,,candy_kiss,pusinka
234,,,,licorice,pelendrek
235,,,,liquorice,pendrek
236,,,,life_saver,DUPLICATE_NO_TRANSLATION
237,,,,sucker,cucací_cukrík
238,,,,all-day_sucker,DUPLICATE_NO_TRANSLATION
239,,,,lozenge,pastilka
240,,,,marshmallow,marshmallow
241,,,,marzipan,marcipán
242,,,,marchpane,DUPLICATE_marcipán
243,,,,nougat,nugát
244,,,,nougat_bar,nugátová_tyčinka
245,,,,nut_bar,oriešková_tyčinka
246,,,,peanut_bar,arašidová_tyčinka
247,,,,popcorn_ball,DUPLICATE_NO_TRANSLATION
248,,,,praline,pralinka
249,,,,rock_candy,kandizovaný_cukor
250,,,,rock,DUPLICATE_kandizovaný_cukor
251,,,,sugar_candy,cukrovinka
252,,,,sugarplum,drops
253,,,,taffy,DUPLICATE_NO_TRANSLATION
254,,,,truffle,truffle
255,,,,chocolate_truffle,čokoládové_truffle
256,,,,turkish_delight,lokum
257,,,,easter_egg,veľkonočné_vajíčko
258,,,,,"rumová_pralinka,lízanka,kyslý_cukrík,ovocný_cukrík,gumový_medvedík,salónka"
259,L03_10,hyponyms - misc,car,,auto
260,,,,limousine,limuzína
261,,,,convertible,kabriolet
262,,,,ambulance,ambulancia
263,,,,beach,plážové_auto
264,,,,wagon,kombi
265,,,,station,DUPLICATE_kombi
266,,,,estate,kombík
267,,,,waggon,combi
268,,,,bus,autobus
269,,,,jalopy,kraksňa
270,,,,heap,rachotina
271,,,,cab,DUPLICATE_taxík
272,,,,hack,NO_TRANSLATION
273,,,,taxi,taxi
274,,,,taxicab,taxík
275,,,,compact,kompakt
276,,,,coupe,kupé
277,,,,cruiser,DUPLICATE_policajné_auto
278,,,,police,policajné_auto
279,,,,patrol,DUPLICATE_policajné_auto
280,,,,prowl,DUPLICATE_policajné_auto
281,,,,squad,DUPLICATE_policajné_auto
282,,,,electric,elektromobil
283,,,,hardtop,hardtop
284,,,,hatchback,hatchback
285,,,,hot-rod,hot_rod
286,,,,jeep,džíp
287,,,,landrover,landrover
288,,,,limo,DUPLICATE_limuzína
289,,,,loaner,náhradné_vozidlo
290,,,,minicar,miniauto
291,,,,minivan,minivan
292,,,,model,autíčko
293,,,,pace,safety_car
294,,,,racer,pretekárske_auto
295,,,,race,závodné_auto
296,,,,racing,DUPLICATE_pretekárske_auto
297,,,,roadster,roadster
298,,,,runabout,DUPLICATE_NO_TRANSLATION
299,,,,two-seater,dvojsedadlové_auto
300,,,,sedan,sedan
301,,,,saloon,DUPLICATE_sedan
302,,,,sports,športové_auto
303,,,,sport,športiak
304,,,,suv,SUV
305,,,,stanley,stanley
306,,,,steamer,parné_auto
307,,,,stock,továrenské_auto
308,,,,subcompact,DUPLICATE_NO_TRANSLATION
309,,,,touring,DUPLICATE_NO_TRANSLATION
310,,,,tourer,tourer
311,,,,used,jazdené_auto
312,,,,secondhand,ojazdené_auto
313,,,,,"terénne_auto,teréniak,gazík,fáro,búrak,záchranka,sanitka,vrak,pohrebné_auto,liftback"
314,L03_11,hyponyms - misc,church,,kostol
315,,,,chapel,chrám
316,,,,abbey,opátstvo
317,,,,basilica,bazilika
318,,,,cathedral,katedrála
319,,,,duomo,duomo
320,,,,kirk,NO_TRANSLATION
321,,,,,cerkva
322,L03_12,hyponyms - misc,citrus,,citrus
323,,,,lemon,citrón
324,,,,orange,pomaranč
325,,,,lime,limetka
326,,,,mandarin,mandarínka
327,,,,tangerine,tangerínka
328,,,,yuzu,yuzu
330,L03_13,hyponyms - misc,cloud,,oblak
331,,,,thundercloud,búrkový_oblak
332,,,,cirrocumulus,cirokumulus
333,,,,cirrostratus,cirostratus
334,,,,cirrus,cirus
335,,,,contrail,kondenzačná_stopa
336,,,,condensation,NO_TRANSLATION
337,,,,trail,DUPLICATE_NO_TRANSLATION
338,,,,cumulonimbus,kumulonimbus
339,,,,cumulus,kumulus
340,,,,nacreous,perleťový_oblak
341,,,,nebule,obláčik
342,,,,nimbus,nimbus
343,,,,rain,dažďový_oblak
344,,,,storm,DUPLICATE_búrkový_oblak
345,,,,stratus,stratus
346,,,,mushroom,hríbový_oblak
347,,,,smoke,dymový_oblak
349,L03_14,hyponyms - misc,collar,,golier
350,,,,choker,choker
351,,,,ruff,okružie
352,,,,ruffle,volánikový_golier
353,,,,clerical,kolárik
354,,,,roman_collar,kolár
355,,,,dog_collar,DUPLICATE_kolárik
356,,,,eton_collar,NO_TRANSLATION
357,,,,rabato_collar,rabat
358,,,,rebato_collar,DUPLICATE_rabat
359,,,,turtleneck,DUPLICATE_NO_TRANSLATION
360,,,,polo-neck,DUPLICATE_NO_TRANSLATION
361,,,,neckpiece,DUPLICATE_NO_TRANSLATION
362,,,,,"kent,cutaway,matrózový_golier,cica,nákrčný_golier,námornícky_golier,hazucha,stojak"
363,L03_15,hyponyms - misc,color,,farba
364,,,,white,biely
365,,,,black,čierny
366,,,,blue,modrý
367,,,,green,zelený
368,,,,red,červený
369,,,,yello,žltý
370,,,,orange,oranžový
371,,,,vermilion,rumelkový
372,,,,amber,jantárový
373,,,,chartreuse,šartrézovy
374,,,,teal,NO_TRANSLATION
375,,,,violet,fialový
376,,,,magenta,magenta
377,,,,rose,ružový
378,,,,azure,azúrový
379,,,,cyan,cyanový
380,,,,indigo,indigový
381,,,,purple,purpurový
382,,,,brown,hnedý
384,,,,,kakavkovo-nebíčkový
385,L03_16,hyponyms - misc,computer,,počítač
386,,,,laptop,laptop
387,,,,desktop,desktop
388,,,,tablet,tablet
389,,,,smartphone,smartfón
390,,,,supercomputer,superpočítač
391,,,,iphone,iphone
392,,,,ipad,ipad
394,L03_17,hyponyms - misc,container,,kontajner
395,,,,bag,vrece
396,,,,handbag,taška
397,,,,pocketbook,DUPLICATE_kabelka
398,,,,purse,kabelka
399,,,,basket,kôš
400,,,,handbasket,košík
401,,,,bin,odpadkový_kôš
402,,,,bowl,misa
403,,,,pipe,rúra
404,,,,box,krabica
405,,,,bread-bin,chlebovka
406,,,,breadbox,chlebovnica
407,,,,bunker,bunker
408,,,,can,plechovka
409,,,,tin,konzerva
410,,,,canister,kanister
411,,,,cannister,kanistra
412,,,,capsule,kapsula
413,,,,cargo,nákladný_kontajner
414,,,,case,puzdro
415,,,,display,reklamný_obal
416,,,,showcase,DUPLICATE_vitrína
417,,,,vitrine,vitrína
418,,,,cassette,kazeta
419,,,,cup,šálka
420,,,,cylinder,bomba
421,,,,dice,NO_TRANSLATION
422,,,,dish,tanier
423,,,,dispenser,dispenzer
424,,,,drawer,zásuvka
425,,,,dumpster,smetiak
426,,,,empty,DUPLICATE_NO_TRANSLATION
427,,,,envelope,obálka
428,,,,glass,pohár
429,,,,bottle,fľaša
430,,,,mailer,listová_obálka
431,,,,manger,válov
432,,,,trough,koryto
433,,,,measure,mierka
434,,,,mold,forma
435,,,,mould,DUPLICATE_forma
436,,,,cast,DUPLICATE_forma
437,,,,package,balík
438,,,,parcel,balíček
439,,,,pan,panvica
440,,,,pod,vrecko
441,,,,pot,črepník
442,,,,flowerpot,kvetináč
443,,,,flask,čutora
444,,,,receptacle,kontajner_na_odpadky
445,,,,reliquary,relikviár
446,,,,saltcellar,soľnička
447,,,,savings,sporiteľnička
448,,,,bank,pokladnička
449,,,,coin,mincovník
450,,,,money,kasička
451,,,,scuttle,uhliak
452,,,,coal,nádoba_na_uhlie
453,,,,shaker,šejker
454,,,,spoon,lyžička
455,,,,thimble,náprstok
456,,,,vessel,nádoba
457,,,,waste-paper,kontajner_na_papier
458,,,,wastebasket,kôš_na_odpadky
459,,,,waste,DUPLICATE_kôš_na_odpadky
460,,,,file,šanón
461,,,,workbasket,DUPLICATE_NO_TRANSLATION
462,,,,workbox,skrinka_na_náradie
463,,,,workbag,DUPLICATE_NO_TRANSLATION
464,,,,,"hrant,škatuľa,buzitaška,skúmavka,fľaštička,ploskačka"
465,L03_18,hyponyms - misc,cookware,,kuchynské_náčinie
466,,,,pot,hrniec
467,,,,baster,NO_TRANSLATION
468,,,,chafing,DUPLICATE_NO_TRANSLATION
469,,,,dish,tanier
470,,,,cooker,varič
471,,,,sheet,plech
472,,,,tray,podnos
473,,,,enamelware,DUPLICATE_NO_TRANSLATION
474,,,,grid,DUPLICATE_rošt
475,,,,gridiron,rošt
476,,,,griddle,DUPLICATE_plech
477,,,,pan,panvica
478,,,,poacher,varič_vajec
479,,,,skimmer,cediaca_lyžica
480,,,,steamer,parák
481,,,,turner,obracačka
482,,,,,"škrabka,miska,naberačka,krájač"
483,L03_19,hyponyms - misc,cup,,NO_TRANSLATION
484,,,,teacup,čajová_šálka
485,,,,beaker,pohárik
486,,,,chalice,kalich
487,,,,goblet,čaša
488,,,,coffee_cup,šálka_na_kávu
489,,,,dixie,DUPLICATE_papierový_pohárik
490,,,,paper_cup,papierový_pohárik
491,,,,grace,NO_TRANSLATION
492,,,,kylix,kylix
493,,,,cylix,DUPLICATE_kylix
494,,,,mustache_cup,DUPLICATE_NO_TRANSLATION
495,,,,moustache_cup,DUPLICATE_NO_TRANSLATION
496,,,,scyphus,skyfos
497,,,,grail,grál
498,,,,,"kantaros,kalíšok,napoleonka,nautilus,pokál"
499,L03_20,hyponyms - misc,cushion,,vankúš
500,,,,pincushion,ihelník
501,,,,pillow,poduška
502,,,,air,vzduchový_vankúš
503,,,,inflatable,nafukovací_vankúš
504,,,,gaddi,NO_TRANSLATION
505,,,,hassock,DUPLICATE_NO_TRANSLATION
506,,,,headrest,opierka_hlavy
507,,,,seat,sedací_vankúšik
508,,,,,"podhlavník,anatomický_vankúš"
509,L03_21,hyponyms - misc,cutlery,,príbor
510,,,,knife,nôž
511,,,,fork,vidlička
512,,,,spoon,lyžica
513,,,,tablefork,DUPLICATE_vidlička
514,,,,teaspoon,čajová_lyžička
515,,,,dessert_spoon,dezertná_lyžička
516,,,,salad_fork,šalátová_vidlička
517,,,,carving_fork,vidlica
518,,,,,lyžička
519,L03_22,hyponyms - misc,dessert,,dezert
520,,,,cake,koláč
521,,,,ambrosia,ambrózia
522,,,,baked_alaska,pečená_Aljaška
523,,,,blancmange,DUPLICATE_puding
524,,,,charlotte,šarlotka
525,,,,compote,kompót
526,,,,fruit_compote,ovocný_kompót
527,,,,dumpling,knedlík
528,,,,flan,flan
529,,,,frozen_dessert,ľadový_dezert
530,,,,junket,junket
531,,,,mold,NO_TRANSLATION
532,,,,mould,DUPLICATE_NO_TRANSLATION
533,,,,mousse,čokoládový_krém
534,,,,pavlova,pavlova
535,,,,peach_melba,broskyňa_melba
536,,,,pudding,puding
537,,,,pud,DUPLICATE_puding
538,,,,syllabub,syllabub
539,,,,sillabub,DUPLICATE_syllabub
540,,,,tiramisu,tiramisu
541,,,,whip,šľahačka
542,,,,zabaglione,zabaglione
543,,,,sabayon,šodó
544,,,,charlotte_russe,ruská_šarlotka
545,,,,apple_dumpling,jablkový_knedlík
546,,,,frozen_custard,ľadová_pudingová_torta
547,,,,soft_ice_cream,točená_zmrzlina
548,,,,frozen_pudding,mrazený_puding
549,,,,frozen_yogurt,mrazený_jogurt
550,,,,ice-cream_cake,koláč_so_zmrzlinou
551,,,,icebox_cake,DUPLICATE_NO_TRANSLATION
552,,,,ice-cream_cone,zmrzlinový_kornútik
553,,,,ice-cream_sundae,zmrzlinový_pohár
554,,,,sundae,Sundae
555,,,,ice,DUPLICATE_zmrzlina
556,,,,frappe,frappé
557,,,,ice_cream,DUPLICATE_zmrzlina
558,,,,icecream,zmrzlina
559,,,,ice_lolly,nanuk
560,,,,lolly,lízatko
561,,,,lollipop,lízanka
562,,,,popsicle,DUPLICATE_nanuk
563,,,,ice_milk,DUPLICATE_NO_TRANSLATION
564,,,,parfait,parfé
565,,,,sherbert,DUPLICATE_šerbet
566,,,,sherbet,šerbet
567,,,,snowball,DUPLICATE_NO_TRANSLATION
568,,,,split,DUPLICATE_NO_TRANSLATION
569,,,,chocolate_mousse,DUPLICATE_čokoládový_krém
570,,,,trifle,piškótová_torta
571,,,,brown_betty,žemľovka_s_jablkami
572,,,,chocolate_pudding,čokoládový_puding
573,,,,duff,DUPLICATE_NO_TRANSLATION
574,,,,plum_duff,DUPLICATE_NO_TRANSLATION
575,,,,flummery,flameri
576,,,,nesselrode,DUPLICATE_NO_TRANSLATION
577,,,,nesselrode_pudding,DUPLICATE_NO_TRANSLATION
578,,,,pease_pudding,hrachová_kaša
579,,,,plum_pudding,slivkový_puding
580,,,,christmas_pudding,vianočný_puding
581,,,,roly-poly,DUPLICATE_NO_TRANSLATION
582,,,,roly-poly_pudding,DUPLICATE_NO_TRANSLATION
583,,,,steamed_pudding,DUPLICATE_NO_TRANSLATION
584,,,,suet_pudding,lojový_puding
585,,,,tapioca_pudding,tapiokový_puding
586,,,,vanilla_pudding,valinkový_puding
587,,,,prune_whip,DUPLICATE_NO_TRANSLATION
588,,,,water_ice,taliansky_ľad
589,,,,sorbet,sorbet
590,,,,chocolate_ice_cream,čokoládová_zmrzlina
591,,,,neapolitan_ice_cream,DUPLICATE_NO_TRANSLATION
592,,,,peach_ice_cream,broskiňová_zmrzlina
593,,,,strawberry_ice_cream,jahodová_zmrzlina
594,,,,tutti-frutti,tutti-frutti
595,,,,vanilla_ice_cream,vanilková_zmrzlina
596,,,,banana_split,banana_split
597,,,,tipsy_cake,DUPLICATE_NO_TRANSLATION
598,,,,spotted_dick,DUPLICATE_NO_TRANSLATION
599,,,,choc-ice,čokoládový_nanuk
600,,,,,"zmrzlinová_bomba,banánový_split,tutti_frutti,palacinka,tvarohový_koláč,koláčik,krémeš,múčnik,šarlota"
601,L03_23,hyponyms - misc,dress,,šaty
602,,,,gown,NO_TRANSLATION
603,,,,caftan,kaftan
604,,,,kaftan,DUPLICATE_kaftan
605,,,,chemise,DUPLICATE_NO_TRANSLATION
606,,,,sack,DUPLICATE_NO_TRANSLATION
607,,,,shift,šaty_voľného_strihu
608,,,,coatdress,prepínacie_šaty
609,,,,cocktail_dress,koktejlové_šaty
610,,,,sheath,DUPLICATE_NO_TRANSLATION
611,,,,dirndl,dirndl
612,,,,jumper,džemper
613,,,,pinafore,DUPLICATE_džemper
614,,,,pinny,DUPLICATE_džemper
615,,,,kirtle,DUPLICATE_NO_TRANSLATION
616,,,,morning,DUPLICATE_NO_TRANSLATION
617,,,,evening,DUPLICATE_NO_TRANSLATION
618,,,,muumuu,DUPLICATE_NO_TRANSLATION
619,,,,polonaise,DUPLICATE_NO_TRANSLATION
620,,,,sari,sárí
621,,,,saree,DUPLICATE_sárí
622,,,,shirtdress,košeľové_šaty
623,,,,strapless,DUPLICATE_NO_TRANSLATION
624,,,,sundress,letné_šaty
625,,,,,"róba,gala,kostým,kostýmček,trojštvrťové_šaty,toaleta"
626,L03_24,hyponyms - misc,drum,,bubon
627,,,,tambourine,tamburína
628,,,,bass_drum,basový_bubon
629,,,,gran_casa,NO_TRANSLATION
630,,,,bongo,bongo
631,,,,bongo_drum,DUPLICATE_bongo
632,,,,snare_drum,malý_bubon
633,,,,snare,vírivý_bubon
634,,,,side_drum,DUPLICATE_vírivý_bubon
635,,,,tabor,DUPLICATE_NO_TRANSLATION
636,,,,tabour,DUPLICATE_NO_TRANSLATION
637,,,,tambour,bubienok
638,,,,tenor_drum,tenorový_bubon
639,,,,tom-tom,tomtom
640,,,,timbrel,DUPLICATE_NO_TRANSLATION
641,,,,djembe,djembe
642,,,,doumbek,DUPLICATE_darbuka
643,,,,darbuka,darbuka
644,,,,,"tam-tam,tamtam,kongá,timbales,cajon,džembe"
645,L03_25,hyponyms - misc,emotion,,emócia
646,,,,anger,hnev
647,,,,choler,NO_TRANSLATION
648,,,,ire,DUPLICATE_zúrivosť
649,,,,anxiety,úzkosť
650,,,,conditioned_emotional_response,DUPLICATE_NO_TRANSLATION
651,,,,cer,DUPLICATE_NO_TRANSLATION
652,,,,conditioned_emotion,DUPLICATE_NO_TRANSLATION
653,,,,emotional_state,DUPLICATE_NO_TRANSLATION
654,,,,spirit,nadšenie
655,,,,fear,strach
656,,,,fearfulness,bojazlivosť
657,,,,fright,ľak
658,,,,reverence,DUPLICATE_uctievanie
659,,,,awe,bázeň
660,,,,veneration,zbožňovanie
661,,,,hate,nenávisť
662,,,,hatred,zášť
663,,,,joy,radosť
664,,,,joyousness,rozradostenosť
665,,,,joyfulness,potešenie
666,,,,love,láska
667,,,,annoyance,otrávenosť
668,,,,chafe,podráždenie
669,,,,vexation,trápenie
670,,,,bad_temper,zlá_nálada
671,,,,ill_temper,DUPLICATE_NO_TRANSLATION
672,,,,dander,dopálenie
673,,,,hackles,husia_koža
674,,,,fury,zúrivosť
675,,,,rage,besnenie
676,,,,madness,šialenstvo
677,,,,huffiness,DUPLICATE_podráždenosť
678,,,,indignation,znechutenie
679,,,,outrage,pobúrenie
680,,,,infuriation,nazúrenie_sa
681,,,,enragement,rozzúrenie_sa
682,,,,umbrage,pohoršenie
683,,,,offense,urážka
684,,,,offence,DUPLICATE_urážka
685,,,,angst,úzkostlivosť
686,,,,anxiousness,znepokojenie
687,,,,disquiet,vnútorný_nepokoj
688,,,,concern,starosť
689,,,,care,starostlivosť
690,,,,discomfiture,DUPLICATE_frustrácia
691,,,,discomposure,nekľud
692,,,,disconcertion,DUPLICATE_rozpaky
693,,,,disconcertment,rozpačitosť
694,,,,edginess,podráždenosť
695,,,,uneasiness,nepohoda
696,,,,inquietude,nepokoj
697,,,,disquietude,DUPLICATE_nepokoj
698,,,,insecurity,neistota
699,,,,jitteriness,nervozita
700,,,,jumpiness,ľakavosť
701,,,,nervousness,nervóznosť
702,,,,restiveness,DUPLICATE_NO_TRANSLATION
703,,,,scruple,škrupule
704,,,,qualm,zábrany
705,,,,misgiving,pochybnosť
706,,,,sinking,DUPLICATE_zlá_predtucha
707,,,,sinking_feeling,zlá_predtucha
708,,,,worry,obava
709,,,,trouble,DUPLICATE_NO_TRANSLATION
710,,,,ecstasy,extáza
711,,,,rapture,vytrženie
712,,,,transport,unesenie
713,,,,exaltation,exaltovanosť
714,,,,raptus,DUPLICATE_extáza
715,,,,embarrassment,rozpaky
716,,,,gratification,uspokojenie
717,,,,satisfaction,spokojnosť
718,,,,happiness,šťastie
719,,,,felicity,blaženosť
720,,,,state,DUPLICATE_NO_TRANSLATION
721,,,,unhappiness,nešťastie
722,,,,alarm,vyľakanie
723,,,,dismay,zdesenie
