,ID,Relation,Source,Target,SK
150,,,,entity,entita
151,,,,garment,odev
152,,,,clothing,oblečenie
153,,,,article_of_clothing,kus_oblečenia
154,,,,vesture,ošatenie
155,,,,wear,DUPLICATE_odev
156,,,,wearable,DUPLICATE_odev
157,,,,habiliment,oblek
158,,,,consumer_goods,spotrebný_tovar
159,,,,covering,pokrývka
160,,,,commodity,produkt
161,,,,trade_good,DUPLICATE_tovar
162,,,,good,tovar
164,L02_10,hypernyms - misc,deodorant,,deodorant
165,,,,toiletry,toaletná_potreba
166,,,,toilet_articles,DUPLICATE_toaletná_potreba
167,,,,artifact,artefakt
168,,,,artefact,DUPLICATE_artefakt
169,,,,unit,NO_TRANSLATION
170,,,,object,objekt
171,,,,physical_object,fyzický_objekt
172,,,,physical_entity,fyzická_entita
173,,,,entity,entita
174,,,,,kozmetika
175,L02_11,hypernyms - misc,desk,,písací_stôl
176,,,,furniture,nábytok
177,,,,table,stôl
178,,,,piece_of_furniture,DUPLICATE_nábytok
179,,,,article_of_furniture,kus_nábytku
180,,,,furnishing,zariadenie
181,,,,artifact,artefakt
182,,,,artefact,DUPLICATE_artefakt
183,,,,unit,NO_TRANSLATION
184,,,,object,objekt
185,,,,physical_object,fyzický_objekt
186,,,,physical_entity,fyzická_entita
187,,,,entity,entita
189,L02_12,hypernyms - misc,diary,,denník
190,,,,journal,DUPLICATE_denník
191,,,,writing,písanie
192,,,,written_material,písomný_materiál
193,,,,piece_of_writing,NO_TRANSLATION
194,,,,written_communication,písomná_komunikácia
195,,,,written_language,písaný_jazyk
196,,,,black_and_white,DUPLICATE_NO_TRANSLATION
197,,,,communication,komunikácia
198,,,,abstraction,abstrakcia
199,,,,abstract_entity,abstraktná_entita
200,,,,entity,entita
201,,,,book,kniha
202,,,,volume,zväzok
203,,,,product,produkt
204,,,,production,produkcia
205,,,,creation,výtvor
206,,,,artifact,artefakt
207,,,,artefact,DUPLICATE_artefakt
208,,,,unit,DUPLICATE_NO_TRANSLATION
209,,,,object,objekt
210,,,,physical_object,fyzický_objekt
211,,,,physical_entity,fyzická_entita
213,L02_13,hypernyms - misc,dishwasher,,umývačka_riadu
214,,,,appliance,zariadenie
215,,,,machine,stroj
216,,,,entity,entita
217,,,,unit,NO_TRANSLATION
218,,,,object,objekt
219,,,,physical_object,fyzický_objekt
220,,,,white_goods,biela_technika
221,,,,home_appliance,domáci_spotrebič
222,,,,household_appliance,DUPLICATE_domáci_spotrebič
223,,,,durables,tovar_dlhodobej_spotreby
224,,,,durable_goods,DUPLICATE_tovar_dlhodobej_spotreby
225,,,,consumer_durables,DUPLICATE_tovar_dlhodobej_spotreby
226,,,,consumer_goods,spotrebný_tovar
227,,,,commodity,produkt
228,,,,trade_good,DUPLICATE_tovar
229,,,,good,tovar
230,,,,artifact,artefakt
231,,,,artefact,DUPLICATE_artefakt
232,,,,physical_entity,fyzická_entita
235,L02_14,hypernyms - misc,dress,,šaty
236,,,,clothes,DUPLICATE_oblečenie
237,,,,garment,odev
238,,,,clothing,oblečenie
239,,,,article_of_clothing,kus_oblečenia
240,,,,vesture,ošatenie
241,,,,wear,DUPLICATE_odev
242,,,,wearable,DUPLICATE_odev
243,,,,habiliment,oblek
244,,,,consumer_goods,spotrebný_tovar
245,,,,covering,pokrývka
246,,,,commodity,produkt
247,,,,trade_good,DUPLICATE_tovar
248,,,,good,tovar
249,,,,artifact,artefakt
250,,,,artefact,DUPLICATE_artefakt
251,,,,unit,NO_TRANSLATION
252,,,,object,objekt
253,,,,physical_object,fyzický_objekt
254,,,,physical_entity,fyzická_entita
255,,,,entity,entita
265,L02_15,hypernyms - misc,fridge,,chladnička
266,,,,appliance,zariadenie
267,,,,icebox,ľadnička
268,,,,white_goods,biela_technika
269,,,,home_appliance,domáci_spotrebič
270,,,,household_appliance,DUPLICATE_domáci_spotrebič
271,,,,durables,tovar_dlhodobej_spotreby
272,,,,durable_goods,DUPLICATE_tovar_dlhodobej_spotreby
273,,,,consumer_durables,DUPLICATE_tovar_dlhodobej_spotreby
274,,,,consumer_goods,spotrebný_tovar
275,,,,commodity,produkt
276,,,,trade_good,DUPLICATE_tovar
277,,,,good,tovar
278,,,,artifact,artefakt
279,,,,artefact,DUPLICATE_artefakt
280,,,,unit,NO_TRANSLATION
281,,,,object,objekt
282,,,,physical_object,fyzický_objekt
283,,,,physical_entity,fyzická_entita
284,,,,entity,entita
286,L02_16,hypernyms - misc,gasoline,,benzín
287,,,,fuel,palivo
288,,,,hydrocarbon,uhľovodík
289,,,,substance,látka
290,,,,organic_compound,organická_zlúčenina
291,,,,matter,hmota
292,,,,compound,zlúčenina
293,,,,chemical_compound,chemická_zlúčenina
294,,,,physical_entity,fyzická_entita
295,,,,chemical,chemikália
296,,,,chemical_substance,chemická_látka
297,,,,entity,entita
298,,,,material,materiál
299,,,,stuff,NO_TRANSLATION
300,,,,part,časť
301,,,,portion,kus
302,,,,component_part,DUPLICATE_komponent
303,,,,component,komponent
304,,,,constituent,súčasť
305,,,,relation,vzťah
306,,,,abstraction,abstrakcia
307,,,,abstract_entity,abstraktná_entita
310,L02_17,hypernyms - misc,grapefruit,,grapefruit
311,,,,citrus,citrus
312,,,,citrus_fruit,citrusové_ovocie
313,,,,citrous_fruit,DUPLICATE_citrusové_ovocie
314,,,,fruit,ovocie
315,,,,edible_fruit,jedlé_ovocie
316,,,,produce,plodina
317,,,,green_goods,NO_TRANSLATION
318,,,,green_groceries,DUPLICATE_NO_TRANSLATION
319,,,,garden_truck,DUPLICATE_NO_TRANSLATION
320,,,,food,potrava
321,,,,matter,hmota
322,,,,natural_object,prirodzený_objekt
323,,,,physical_entity,fyzická_entita
324,,,,unit,DUPLICATE_NO_TRANSLATION
325,,,,entity,entita
326,,,,object,objekt
327,,,,physical_object,fyzický_objekt
329,L02_18,hypernyms - misc,hairnet,,sieťka_na_vlasy
330,,,,net,sieť
331,,,,network,DUPLICATE_sieť
332,,,,mesh,mriežka
333,,,,meshing,DUPLICATE_mriežka
334,,,,meshwork,DUPLICATE_mriežka
335,,,,fabric,tkanina
336,,,,cloth,látka
337,,,,material,materiál
338,,,,textile,textília
339,,,,artifact,artefakt
340,,,,artefact,DUPLICATE_artefakt
341,,,,unit,NO_TRANSLATION
342,,,,object,objekt
343,,,,physical_object,fyzický_objekt
344,,,,physical_entity,fyzická_entita
345,,,,entity,entita
347,L02_19,hypernyms - misc,hairpin,,špendlík_do_vlasov
348,,,,pin,špendlík
349,,,,fastener,NO_TRANSLATION
350,,,,fastening,DUPLICATE_NO_TRANSLATION
351,,,,holdfast,DUPLICATE_NO_TRANSLATION
352,,,,fixing,DUPLICATE_NO_TRANSLATION
353,,,,restraint,obmedzenie
354,,,,constraint,ohraničenie
355,,,,device,zariadenie
356,,,,artifact,artefakt
357,,,,artefact,DUPLICATE_artefakt
358,,,,unit,DUPLICATE_NO_TRANSLATION
359,,,,object,objekt
360,,,,physical_object,fyzický_objekt
361,,,,physical_entity,fyzická_entita
362,,,,entity,entita
364,L02_20,hypernyms - misc,hamburger,,hamburger
365,,,,sandwich,sendvič
366,,,,snack_food,občerstvenie
367,,,,dish,jedlo
368,,,,nutriment,výživa
369,,,,nourishment,DUPLICATE_výživa
370,,,,nutrition,DUPLICATE_výživa
371,,,,sustenance,obživa
372,,,,aliment,DUPLICATE_potrava
373,,,,alimentation,DUPLICATE_potrava
374,,,,victuals,DUPLICATE_potrava
375,,,,food,potrava
376,,,,nutrient,živina
377,,,,substance,látka
378,,,,matter,hmota
379,,,,physical_entity,fyzická_entita
380,,,,entity,entita
381,,,,beef,hovädzie
382,,,,boeuf,hovädzina
383,,,,meat,mäso
384,,,,solid_food,pevná_potrava
385,,,,solid,pevná_látka
387,L02_21,hypernyms - misc,jacket,,sako
388,,,,clothes,DUPLICATE_oblečenie
389,,,,coat,kabát
390,,,,overgarment,zvrchník
391,,,,outer_garment,DUPLICATE_zvrchník
392,,,,garment,odev
393,,,,clothing,oblečenie
394,,,,article_of_clothing,kus_oblečenia
395,,,,vesture,ošatenie
396,,,,wear,DUPLICATE_odev
397,,,,wearable,DUPLICATE_odev
398,,,,habiliment,oblek
399,,,,consumer_goods,spotrebný_tovar
400,,,,covering,pokrývka
401,,,,commodity,produkt
402,,,,trade_good,DUPLICATE_tovar
403,,,,good,tovar
404,,,,artifact,artefakt
405,,,,artefact,DUPLICATE_artefakt
406,,,,unit,NO_TRANSLATION
407,,,,object,objekt
408,,,,physical_object,fyzický_objekt
409,,,,physical_entity,fyzická_entita
410,,,,entity,entita
412,L02_22,hypernyms - misc,jeans,,džínsy
413,,,,trousers,nohavice
414,,,,pants,DUPLICATE_nohavice
415,,,,workwear,pracovné_oblečenie
416,,,,garment,odev
417,,,,clothing,oblečenie
418,,,,clothes,DUPLICATE_oblečenie
419,,,,article_of_clothing,kus_oblečenia
420,,,,vesture,ošatenie
421,,,,wear,DUPLICATE_odev
422,,,,wearable,DUPLICATE_odev
423,,,,habiliment,oblek
424,,,,consumer_goods,spotrebný_tovar
425,,,,covering,pokrývka
426,,,,commodity,produkt
427,,,,trade_good,DUPLICATE_tovar
428,,,,good,tovar
429,,,,artifact,artefakt
430,,,,artefact,DUPLICATE_artefakt
431,,,,unit,NO_TRANSLATION
432,,,,object,objekt
433,,,,physical_object,fyzický_objekt
434,,,,physical_entity,fyzická_entita
435,,,,entity,entita
437,L02_23,hypernyms - misc,juicer,,odšťavovač
438,,,,utensil,DUPLICATE_kuchynské_zariadenie
439,,,,physical_entity,fyzická_entita
440,,,,entity,entita
441,,,,unit,NO_TRANSLATION
442,,,,object,objekt
443,,,,physical_object,fyzický_objekt
444,,,,squeezer,lis
445,,,,kitchen_utensil,kuchynské_zariadenie
446,,,,implement,nástroj
447,,,,artifact,artefakt
448,,,,artefact,DUPLICATE_artefakt
450,L02_24,hypernyms - misc,lemon,,citrón
451,,,,citrus,citrus
452,,,,citrus_fruit,citrusové_ovocie
453,,,,citrous_fruit,DUPLICATE_citrusové_ovocie
454,,,,fruit,ovocie
455,,,,edible_fruit,jedlé_ovocie
456,,,,produce,plodina
457,,,,green_goods,NO_TRANSLATION
458,,,,green_groceries,DUPLICATE_NO_TRANSLATION
459,,,,garden_truck,DUPLICATE_NO_TRANSLATION
460,,,,food,potrava
461,,,,matter,hmota
462,,,,natural_object,prírodný_objekt
463,,,,physical_entity,fyzická_entita
464,,,,unit,DUPLICATE_NO_TRANSLATION
465,,,,entity,entita
466,,,,object,objekt
467,,,,physical_object,fyzický_objekt
469,L02_25,hypernyms - misc,lotion,,kozmetická_voda
470,,,,toiletry,toaletná_potreba
471,,,,toilet_articles,DUPLICATE_toaletná_potreba
472,,,,artifact,artefakt
473,,,,artefact,DUPLICATE_artefakt
474,,,,unit,NO_TRANSLATION
475,,,,object,objekt
476,,,,physical_object,fyzický_objekt
477,,,,physical_entity,fyzická_entita
478,,,,entity,entita
480,L02_26,hypernyms - misc,mascara,,maskara
481,,,,makeup,mejkap
482,,,,make-up,make_up
483,,,,war_paint,bojová_farba
484,,,,cosmetic,kozmetika
485,,,,toiletry,toaletná_potreba
486,,,,toilet_articles,DUPLICATE_toaletná_potreba
487,,,,artifact,artefakt
488,,,,artefact,DUPLICATE_artefakt
489,,,,unit,NO_TRANSLATION
490,,,,object,objekt
491,,,,physical_object,fyzický_objekt
492,,,,physical_entity,fyzická_entita
493,,,,entity,entita
495,L02_27,hypernyms - misc,necklace,,náhrdelník
496,,,,jewelry,šperky
497,,,,jewellery,DUPLICATE_šperky
498,,,,adornment,ozdoba
499,,,,decoration,dekorácia
500,,,,ornament,ornament
501,,,,ornamentation,DUPLICATE_ornament
502,,,,artifact,artefakt
503,,,,artefact,DUPLICATE_artefakt
504,,,,unit,NO_TRANSLATION
505,,,,object,objekt
506,,,,physical_object,fyzický_objekt
507,,,,physical_entity,fyzická_entita
508,,,,entity,entita
510,L02_28,hypernyms - misc,notebook,,notebook
511,,,,book,kniha
512,,,,volume,zväzok
513,,,,product,produkt
514,,,,production,produkcia
515,,,,creation,výtvor
516,,,,artifact,artefakt
517,,,,artefact,DUPLICATE_artefakt
518,,,,unit,NO_TRANSLATION
519,,,,object,objekt
520,,,,physical_object,fyzický_objekt
521,,,,physical_entity,fyzická_entita
522,,,,entity,entita
523,,,,portable_computer,prenosný_počítač
524,,,,personal_computer,osobný_počítač
525,,,,pc,PC
526,,,,microcomputer,mikropočítač
527,,,,digital_computer,digitálny_počítač
528,,,,computer,počítač
529,,,,computing_machine,počítací_stroj
530,,,,computing_device,výpočtové_zariadenie
531,,,,data_processor,spracovanie_dát
532,,,,electronic_computer,elektronický_počítač
533,,,,information_processing_system,informačný_sytém
534,,,,machine,stroj
535,,,,device,zariadenie
537,L02_29,hypernyms - misc,notepad,,poznámkový_blok
538,,,,pad,blok
539,,,,pad_of_paper,papierový_blok
540,,,,tablet,DUPLICATE_blok
541,,,,paper,papier
542,,,,material,materiál
543,,,,stuff,NO_TRANSLATION
544,,,,substance,látka
545,,,,matter,hmota
546,,,,part,časť
547,,,,portion,kus
548,,,,component_part,DUPLICATE_komponent
549,,,,component,komponent
550,,,,constituent,súčasť
551,,,,physical_entity,fyzická_entita
552,,,,relation,vzťah
553,,,,entity,entita
554,,,,abstraction,abstrakcia
555,,,,abstract_entity,abstraktná_entita
557,L02_30,hypernyms - misc,pastry,,pečivo
558,,,,food,potrava
559,,,,dough,cesto
560,,,,concoction,zmes
561,,,,mixture,zmiešanina
562,,,,intermixture,DUPLICATE_zmiešanina
563,,,,foodstuff,potravina
564,,,,food_product,DUPLICATE_potravina
565,,,,nutrient,živina
566,,,,substance,látka
567,,,,matter,hmota
568,,,,physical_entity,fyzická_entita
569,,,,entity,entita
570,,,,baked_goods,DUPLICATE_pečivo
571,,,,solid_food,pevná_potrava
572,,,,solid,pevná_látka
574,L02_31,hypernyms - misc,peach,,broskyňa
575,,,,fruit,ovocie
576,,,,drupe,kôstkové_ovocie
577,,,,stone_fruit,kôstkovina
578,,,,edible_fruit,jedlé_ovocie
579,,,,produce,plodina
580,,,,green_goods,NO_TRANSLATION
581,,,,green_groceries,DUPLICATE_NO_TRANSLATION
582,,,,garden_truck,DUPLICATE_NO_TRANSLATION
583,,,,food,potrava
584,,,,matter,hmota
585,,,,natural_object,prírodný_objekt
586,,,,physical_entity,fyzická_entita
587,,,,unit,DUPLICATE_NO_TRANSLATION
588,,,,entity,entita
589,,,,object,objekt
590,,,,physical_object,fyzický_objekt
592,L02_32,hypernyms - misc,perfume,,parfém
593,,,,toiletry,toaletná_potreba
594,,,,toilet_articles,DUPLICATE_toaletná_potreba
595,,,,artifact,artefakt
596,,,,artefact,DUPLICATE_artefakt
597,,,,unit,NO_TRANSLATION
598,,,,object,objekt
599,,,,physical_object,fyzický_objekt
600,,,,physical_entity,fyzická_entita
601,,,,entity,entita
603,L02_33,hypernyms - misc,photo,,fotografia
604,,,,picture,obrázok
605,,,,image,obraz
606,,,,representation,reprezentácia
607,,,,creation,výtvor
608,,,,artifact,artefakt
609,,,,artefact,DUPLICATE_artefakt
610,,,,unit,NO_TRANSLATION
611,,,,object,objekt
612,,,,physical_object,fyzický_objekt
613,,,,physical_entity,fyzická_entita
614,,,,entity,entita
616,L02_34,hypernyms - misc,pie,,"koláč,_protoindoeurópsky_jazyk"
617,,,,pastry,DUPLICATE_pečivo
618,,,,baked_goods,pečivo
619,,,,food,potrava
620,,,,solid_food,pevná_potrava
621,,,,solid,pevná_látka
622,,,,matter,hmota
623,,,,physical_entity,fyzická_entita
624,,,,entity,entita
625,,,,indo-european,indoeurópsky_jazyk
626,,,,indo-european_language,DUPLICATE_indoeurópsky_jazyk
627,,,,indo-hittite,indochetitský_jazyk
628,,,,natural_language,prirodzený_jazyk
629,,,,tongue,DUPLICATE_jazyk
630,,,,language,jazyk
631,,,,linguistic_communication,jazyková_komunikácia
632,,,,communication,komunikácia
633,,,,abstraction,abstrakcia
634,,,,abstract_entity,abstraktná_entita
636,L02_35,hypernyms - misc,plum,,slivka
637,,,,fruit,ovocie
638,,,,drupe,kôstkové_ovocie
639,,,,stone_fruit,kôstkovina
640,,,,edible_fruit,jedlé_ovocie
641,,,,produce,plodina
642,,,,green_goods,NO_TRANSLATION
643,,,,green_groceries,DUPLICATE_NO_TRANSLATION
644,,,,garden_truck,DUPLICATE_NO_TRANSLATION
645,,,,food,potrava
646,,,,matter,hmota
647,,,,natural_object,prírodný_objekt
648,,,,physical_entity,fyzická_entita
649,,,,unit,DUPLICATE_NO_TRANSLATION
650,,,,entity,entita
651,,,,object,objekt
652,,,,physical_object,fyzický_objekt
654,L02_36,hypernyms - misc,postcard,,pohľadnica
655,,,,card,karta
656,,,,correspondence,korešpodencia
657,,,,first_class,prvá_trieda
658,,,,1st_class,1._trieda
659,,,,first-class_mail,pošta_prvej_triedy
660,,,,1st-class_mail,pošta_1._triedy
661,,,,written_communication,písomná_komunikácia
662,,,,written_language,písaný_jazyk
663,,,,black_and_white,čiernobiela_pohľadnica
664,,,,mail,pošta
665,,,,communication,komunikácia
666,,,,message,správa
667,,,,abstraction,abstrakcia
668,,,,abstract_entity,abstraktná_entita
669,,,,entity,entita
671,L02_37,hypernyms - misc,shelf,,polička
672,,,,furniture,nábytok
673,,,,support,opora
674,,,,piece_of_furniture,DUPLICATE_kus_nábytku
675,,,,article_of_furniture,kus_nábytku
676,,,,furnishing,zariadenie
677,,,,artifact,artefakt
678,,,,artefact,DUPLICATE_artefakt
679,,,,unit,NO_TRANSLATION
680,,,,object,objekt
681,,,,physical_object,fyzický_objekt
682,,,,physical_entity,fyzická_entita
683,,,,entity,entita
685,L02_38,hypernyms - misc,shirt,,košeľa
686,,,,clothes,DUPLICATE_oblečenie
687,,,,garment,odev
688,,,,clothing,oblečenie
689,,,,article_of_clothing,kus_oblečenia
690,,,,vesture,ošatenie
691,,,,wear,DUPLICATE_odev
692,,,,wearable,DUPLICATE_odev
693,,,,habiliment,oblek
694,,,,consumer_goods,spotrebný_tovar
695,,,,covering,pokrývka
696,,,,commodity,produkt
697,,,,trade_good,DUPLICATE_tovar
698,,,,good,tovar
699,,,,artifact,artefakt
700,,,,artefact,DUPLICATE_artefakt
701,,,,unit,NO_TRANSLATION
702,,,,object,objekt
703,,,,physical_object,fyzický_objekt
704,,,,physical_entity,fyzická_entita
705,,,,entity,entita
707,L02_39,hypernyms - misc,sidewalk,,chodník
708,,,,walk,cestička
709,,,,walkway,cesta_pre_peších
710,,,,paseo,DUPLICATE_cestička
711,,,,path,cesta
712,,,,way,DUPLICATE_cesta
713,,,,artifact,artefakt
714,,,,artefact,DUPLICATE_artefakt
715,,,,unit,NO_TRANSLATION
716,,,,object,objekt
717,,,,physical_object,fyzický_objekt
718,,,,physical_entity,fyzická_entita
719,,,,entity,entita
721,L02_40,hypernyms - misc,skirt,,sukňa
722,,,,clothes,DUPLICATE_oblečenie
723,,,,garment,odev
724,,,,clothing,oblečenie
725,,,,article_of_clothing,kus_oblečenia
726,,,,vesture,ošatenie
727,,,,wear,DUPLICATE_odev
728,,,,wearable,DUPLICATE_odev
729,,,,habiliment,oblek
730,,,,consumer_goods,spotrebný_tovar
731,,,,covering,pokrývka
732,,,,commodity,produkt
733,,,,trade_good,DUPLICATE_tovar
734,,,,good,tovar
735,,,,artifact,artefakt
736,,,,artefact,DUPLICATE_artefakt
737,,,,unit,NO_TRANSLATION
738,,,,object,objekt
739,,,,physical_object,fyzický_objekt
740,,,,physical_entity,fyzická_entita
741,,,,entity,entita
743,L02_41,hypernyms - misc,sofa,,pohovka
744,,,,furniture,nábytok
745,,,,seat,sedadlo
746,,,,piece_of_furniture,DUPLICATE_kus_nábytku
747,,,,article_of_furniture,kus_nábytku
748,,,,furnishing,zariadenie
749,,,,artifact,artefakt
750,,,,artefact,DUPLICATE_artefakt
751,,,,unit,NO_TRANSLATION
752,,,,object,objekt
753,,,,physical_object,fyzický_objekt
754,,,,physical_entity,fyzická_entita
755,,,,entity,entita
757,L02_42,hypernyms - misc,stapler,,kancelárska_zošívačka
758,,,,device,zariadenie
759,,,,machine,stroj
760,,,,artifact,artefakt
761,,,,artefact,DUPLICATE_artefakt
762,,,,unit,NO_TRANSLATION
763,,,,object,objekt
764,,,,physical_object,fyzický_objekt
765,,,,physical_entity,fyzická_entita
766,,,,entity,entita
768,L02_43,hypernyms - misc,sunscreen,,krém_na_opaľovanie
769,,,,cream,krém
770,,,,lotion,kozmetická_voda
771,,,,ointment,masť
772,,,,emollient,zmäkčovač
773,,,,toiletry,toaletná_potreba
774,,,,toilet_articles,DUPLICATE_toaletná_potreba
775,,,,artifact,artefakt
776,,,,artefact,DUPLICATE_artefakt
777,,,,unit,NO_TRANSLATION
778,,,,object,objekt
779,,,,physical_object,fyzický_objekt
780,,,,physical_entity,fyzická_entita
781,,,,entity,entita
783,L02_44,hypernyms - misc,sweater,,sveter
784,,,,clothes,DUPLICATE_oblečenie
785,,,,garment,odev
786,,,,clothing,oblečenie
787,,,,article_of_clothing,kus_oblečenia
788,,,,vesture,ošatenie
789,,,,wear,DUPLICATE_odev
790,,,,wearable,DUPLICATE_odev
791,,,,habiliment,oblek
792,,,,consumer_goods,spotrebný_tovar
793,,,,covering,pokrývka
794,,,,commodity,produkt
795,,,,trade_good,DUPLICATE_tovar
796,,,,good,tovar
797,,,,artifact,artefakt
798,,,,artefact,DUPLICATE_artefakt
799,,,,unit,NO_TRANSLATION
800,,,,object,objekt
801,,,,physical_object,fyzický_objekt
802,,,,physical_entity,fyzická_entita
803,,,,entity,entita
806,L02_45,hypernyms - misc,toaster,,hriankovač
807,,,,appliance,zariadenie
808,,,,entity,entita
809,,,,unit,NO_TRANSLATION
810,,,,object,objekt
811,,,,physical_object,fyzický_objekt
812,,,,kitchen_appliance,kuchynský_spotrebič
813,,,,home_appliance,domáci_spotrebič
814,,,,household_appliance,DUPLICATE_domáci_spotrebič
815,,,,durables,tovar_dlhodobej_spotreby
816,,,,durable_goods,DUPLICATE_tovar_dlhodobej_spotreby
817,,,,consumer_durables,DUPLICATE_tovar_dlhodobej_spotreby
818,,,,consumer_goods,spotrebný_tovar
819,,,,commodity,produkt
820,,,,trade_good,DUPLICATE_tovar
821,,,,good,tovar
822,,,,artifact,artefakt
823,,,,artefact,DUPLICATE_artefakt
824,,,,physical_entity,fyzická_entita
826,L02_46,hypernyms - misc,toothbrush,,"zubná_kefka,_fúzy"
827,,,,brush,kefka
828,,,,toiletry,toaletná_potreba
829,,,,toilet_articles,DUPLICATE_toaletná_potreba
830,,,,implement,nástroj
831,,,,artifact,artefakt
832,,,,artefact,DUPLICATE_artefakt
833,,,,unit,NO_TRANSLATION
834,,,,object,objekt
835,,,,physical_object,fyzický_objekt
836,,,,physical_entity,fyzická_entita
837,,,,entity,entita
838,,,,mustache,DUPLICATE_fúzy
839,,,,moustache,fúzy
840,,,,facial_hair,DUPLICATE_fúzy
841,,,,hair,vlasy
842,,,,body_covering,DUPLICATE_NO_TRANSLATION
843,,,,covering,pokrývka
