,ID,Relation,Source,Target,SK
127,,,,gun,DUPLICATE_NO_TRANSLATION
128,,,,compartment,kupé
129,,,,rear,DUPLICATE_zadná_časť
130,,,,radiator,chladič
131,,,,accessory,doplnky
132,,,,sunroof,strešné_okno
133,,,,roof,strecha
134,,,,lights,svetlá
135,,,,bumper,nárazník
136,,,,glove,rukavica
137,,,,bag,DUPLICATE_NO_TRANSLATION
138,,,,cushion,DUPLICATE_NO_TRANSLATION
139,,,,backrest,operadlo
140,,,,accelerator,plyn
141,,,,fender,blatník
142,,,,third,DUPLICATE_trojka
143,,,,throttle,ventil
144,,,,bonnet,DUPLICATE_kapota
145,,,,air,DUPLICATE_NO_TRANSLATION
146,,,,gear,rýchlosť
147,,,,muffler,DUPLICATE_tlmič
148,,,,mirror,zrkadlo
149,,,,shock,DUPLICATE_NO_TRANSLATION
150,,,,reverse,spiatočka
151,,,,anti-sway_bar,DUPLICATE_stabilizátor
152,,,,tail_fin,DUPLICATE_plutva
153,,,,accelerator_pedal,plynový_pedál
154,,,,car_seat,autosedadlo
155,,,,automobile_horn,DUPLICATE_klaksón
156,,,,anti-sway,DUPLICATE_stabilizátor
157,,,,automobile_engine,automobilový_motor
158,,,,gasoline_engine,benzínový_motor
159,,,,car_door,DUPLICATE_dvere
160,,,,shock_absorber,tlmič
161,,,,luggage_compartment,batožinový_priestor
162,,,,glove_compartment,skrinka_na_rukavice
163,,,,bumper_guard,DUPLICATE_NO_TRANSLATION
164,,,,exhaust_system,výfukový_systém
165,,,,first_gear,jednotka
166,,,,high_gear,vyšší_prevodový_stupeň
167,,,,rear_window,zadné_okno
168,,,,sunshine-roof,DUPLICATE_strešné_okno
169,,,,third_gear,trojka
170,,,,air_bag,airbag
171,,,,doorlock,zámok
172,,,,petrol_engine,DUPLICATE_benzínový_motor
173,,,,automobile_trunk,DUPLICATE_batožinový_priestor
174,,,,auto_accessory,príslušenstvo_do_auta
175,,,,inlet_manifold,zberné_sacie_potrubie
176,,,,horn_button,tlačidlo_klaksónu
177,,,,running_board,nástupný_schodík
178,,,,stabilizer_bar,DUPLICATE_stabilizátor
179,,,,motor_horn,DUPLICATE_klaksón
180,,,,exhaust_manifold,výfukový_zvod
181,,,,exhaust_pipe,DUPLICATE_výfukové_potrubie
182,,,,radiator_grille,DUPLICATE_maska_chladiča
183,,,,low_gear,nízky_prevodový_stupeň
184,,,,flexible_joint,pletenec
185,,,,head_restraint,operka_hlavy
186,,,,hood_ornament,ozdoba_kapoty
187,,,,exhaust_valve,výfukový_ventil
188,,,,car_mirror,autozrkadlo
189,,,,gas_pedal,DUPLICATE_plynový_pedál
190,,,,seat_belt,bezpečnostný_pás
191,,,,reverse_gear,spiatočná_rýchlosť
192,,,,car_horn,DUPLICATE_klaksón
193,,,,car_window,okno_na_aute
194,,,,suspension_system,odpruženie
197,L06_8,meronyms - part,castle,,hrad
198,,,,donjon,donjon
199,,,,tower,veža
200,,,,turret,vežička
201,,,,gate,brána
202,,,,dungeon,temnica
203,,,,moat,priekopa
204,,,,keep,donžon
205,,,,great_hall,hlavná_hala
207,L06_9,meronyms - part,cat,,mačka
208,,,,whiskers,fúzy
209,,,,coat,kožuch
210,,,,paw,laba
211,,,,paws,laby
212,,,,fur,kožušina
213,,,,eyes,oči
214,,,,back,chrbár
215,,,,claws,pazúry
216,,,,tail,chvost
217,,,,teeth,zuby
219,L06_10,meronyms - part,chair,,stolička
220,,,,seat,sedadlo
221,,,,armrest,opierka_na_ruky
222,,,,headrest,opierka_na_hlavu
223,,,,armrests,opierky_na_ruky
224,,,,rest,opierka
225,,,,pad,poduška
226,,,,back,operadlo
227,,,,leg,noha
228,,,,backrest,DUPLICATE_operadlo
229,,,,legs,nohy
231,L06_11,meronyms - part,church,,kostol
232,,,,altar,oltár
233,,,,choir,kruchta
234,,,,vestry,zákristia
235,,,,transept,transcept
236,,,,apse,apsida
237,,,,sanctuary,sanktuárium
238,,,,rood,krucifix
239,,,,screen,lektórium
240,,,,bema,bema
241,,,,nave,loď
242,,,,tower,veža
243,,,,sacristy,sakristia
244,,,,corner,NO_TRANSLATION
245,,,,chancel,letner
246,,,,amen,DUPLICATE_NO_TRANSLATION
247,,,,chapel,kaplnka
248,,,,apsis,DUPLICATE_apsis
249,,,,side,DUPLICATE_NO_TRANSLATION
250,,,,narthex,nartex
251,,,,presbytery,presbytérium
252,,,,side_chapel,bočná_kaplnka
253,,,,lady_chapel,mariánska_kaplnka
254,,,,church_tower,kostolná_veža
255,,,,rood_screen,chórová_prepážka
256,,,,amen_corner,DUPLICATE_NO_TRANSLATION
258,L06_12,meronyms - part,comb,,hrebeň
259,,,,teeth,zuby
260,,,,shaft,držiak
261,,,,grip,rúčka
262,,,,tooth,zub
263,,,,handle,rukoväť
265,L06_13,meronyms - part,day,,deň
266,,,,hour,hodina
267,,,,forenoon,predpoludnie
268,,,,eventide,DUPLICATE_večer
269,,,,nanosecond,nanosekunda
270,,,,noonday,DUPLICATE_poludnie
271,,,,femtosecond,femtosekunda
272,,,,hr,h
273,,,,minutes,minúty
274,,,,microsecond,mikrosekunda
275,,,,msec,ms
276,,,,time,čas
277,,,,midnight,polnoc
278,,,,sec,sek.
279,,,,nighttime,nočný_čas
280,,,,min,m
281,,,,morning,ráno
282,,,,noon,poludnie
283,,,,evening,večer
284,,,,dark,temno
285,,,,picosecond,pikosekunda
286,,,,daytime,denná_doba
287,,,,minute,minúta
288,,,,daylight,denný_čas
289,,,,s,s
290,,,,high,NO_TRANSLATION
291,,,,even,DUPLICATE_NO_TRANSLATION
292,,,,quarter,štvrť
293,,,,morn,DUPLICATE_ráno
294,,,,noontide,DUPLICATE_poludnie
295,,,,second,sekunda
296,,,,afternoon,popoludnie
297,,,,twelve,dvanásť
298,,,,millisecond,milisekunda
299,,,,midday,DUPLICATE_poludnie
300,,,,midafternoon,DUPLICATE_NO_TRANSLATION
301,,,,attosecond,attosekunda
302,,,,night,noc
303,,,,morning_time,DUPLICATE_ráno
304,,,,high_noon,pravé_poludnie
305,,,,half-hour,polhodina
306,,,,twelve_noon,DUPLICATE_NO_TRANSLATION
307,,,,late-night_hour,neskorá_noc
308,,,,early-morning_hour,skoré_ráno
309,,,,lights-out,večierka
310,,,,60_minutes,60_minút
311,,,,small_hours,nekresťanská_hodina
312,,,,30_minutes,30_minút
313,,,,15_minutes,15_minút
314,,,,quarter-hour,štvrťhodina
316,L06_14,meronyms - part,deer,,jeleň
317,,,,antler,paroh
318,,,,antlers,parohy
319,,,,withers,kohútik
320,,,,flag,vztýčený_chvost
321,,,,scut,chvost
323,L06_15,meronyms - part,dollar,,dolár
324,,,,cent,cent
326,L06_16,meronyms - part,door,,dvere
327,,,,hinge,pánt
328,,,,keyhole,kľúčová_dierka
329,,,,threshold,prah
330,,,,doorframe,zárubňa
331,,,,bolt,západka
332,,,,deadbolt,závora
333,,,,doorjamb,veraj
334,,,,tumbler,vačka
335,,,,doorpost,veraje
336,,,,doorstep,DUPLICATE_prah
337,,,,doorcase,rám_dverí
338,,,,case,rám
339,,,,lock,zámka
340,,,,casing,DUPLICATE_rám_dverí
341,,,,doorsill,DUPLICATE_prah
342,,,,,zámok
343,L06_17,meronyms - part,dress,,šaty
344,,,,sleeve,rukáv
345,,,,slide,vrecko
346,,,,plastron,náprsenka
347,,,,zip,zip
348,,,,zipper,zips
349,,,,fastener,spona
350,,,,hemline,lem
351,,,,bodice,blúzka
352,,,,neckline,výstrih
353,,,,waistline,pás
354,,,,belt,opasok
355,,,,slide_fastener,DUPLICATE_zdrhovadlo
356,,,,zip_fastener,zdrhovadlo
358,L06_18,meronyms - part,filename,,meno_súboru
359,,,,extension,prípona
360,,,,name,meno
362,L06_19,meronyms - part,flower,,kvet
363,,,,petal,okvetný_lístok
364,,,,leaf,list
365,,,,anther,peľnica
366,,,,style,čnelka
367,,,,perianth,periant
368,,,,placenta,placenta
369,,,,stamen,tyčinka
370,,,,pistil,piestik
371,,,,ovary,semenník
372,,,,corolla,kvetná_korunka
373,,,,carpel,gyneceum
374,,,,envelope,DUPLICATE_okvetie
375,,,,sepal,kališný_lístok
376,,,,calyx,kalich
377,,,,stigma,blizna
378,,,,chlamys,okvetie
379,,,,petals,okvetné_lístky
380,,,,corona,koruna
381,,,,perigonium,perigónium
382,,,,perigone,perigón
383,,,,flower_petal,DUPLICATE_okvetný_lístok
384,,,,floral_leaf,DUPLICATE_okvetný_lístok
385,,,,floral_envelope,DUPLICATE_okvetie
386,,,,gynostegium,gynostegium
388,,,,,gynéceum
389,L06_20,meronyms - part,gigabit,,gigabit
390,,,,megabit,megabit
391,,,,kbit,kbit
392,,,,kb,kb
393,,,,kilobit,kilobit
394,,,,mb,Mb
395,,,,mbit,mbit
397,L06_21,meronyms - part,gramm,,gram
398,,,,milligram,milligram
399,,,,mg,mg
400,,,,grain,grain
401,,,,mcg,μg
402,,,,carat,karát
403,,,,microgram,mikrogram
404,,,,ng,ng
405,,,,dg,dg
406,,,,decigram,decigram
407,,,,nanogram,nanogram
408,,,,metric_grain,metrický_grain
409,,,,obolus,obolus
411,L06_22,meronyms - part,guitar,,gitara
412,,,,string,struna
413,,,,deck,NO_TRANSLATION
414,,,,pegs,kolíky
415,,,,fret,pražec
416,,,,strings,struny
417,,,,frets,pražce
418,,,,peg,kolík
419,,,,fingerboard,hmatník
421,L06_23,meronyms - part,gun,,pištoľ
422,,,,trigger,spúšť
423,,,,holder,puzdro
424,,,,safety,poistka
425,,,,extractor,vyťahovač
426,,,,clip,zásobník
427,,,,magazine,nábojová_schránka
428,,,,barrel,hlaveň
429,,,,hammer,úderník
430,,,,viewfinder,hľadáčik
431,,,,gunsight,muška
432,,,,stock,DUPLICATE_pažba
433,,,,cartridge,náboj
434,,,,remover,NO_TRANSLATION
435,,,,chamber,DUPLICATE_nábojová_komora
436,,,,ejector,vyhadzovač
437,,,,cock,kohútik
438,,,,catch,DUPLICATE_NO_TRANSLATION
439,,,,finder,DUPLICATE_NO_TRANSLATION
440,,,,mechanism,DUPLICATE_NO_TRANSLATION
441,,,,gunstock,pažba
442,,,,lock,zámka
443,,,,action,DUPLICATE_NO_TRANSLATION
444,,,,muzzle,ústie
445,,,,key,DUPLICATE_NO_TRANSLATION
446,,,,gunlock,DUPLICATE_zámka
447,,,,cartridge_holder,držiak_nábojov
448,,,,gun_muzzle,ústie_hlavne
449,,,,gun-sight,DUPLICATE_muška
450,,,,action_mechanism,DUPLICATE_NO_TRANSLATION
451,,,,gun_chamber,nábojová_komora
452,,,,gun_trigger,DUPLICATE_spúšť
453,,,,firing_mechanism,DUPLICATE_NO_TRANSLATION
454,,,,safety_lock,DUPLICATE_poistka
455,,,,cartridge_extractor,vyťahovač_nábojov
456,,,,firing_chamber,DUPLICATE_nábojová_komora
457,,,,cartridge_ejector,vyhadzovač_nábojov
458,,,,view_finder,DUPLICATE_hľadáčik
459,,,,cartridge_clip,DUPLICATE_zásobník
460,,,,gun_barrel,DUPLICATE_hlaveň
461,,,,safety_catch,DUPLICATE_poistka
462,,,,cartridge_remover,DUPLICATE_NO_TRANSLATION
463,,,,,"spúšťová_páka,bicia_pružina,zápalníková_pružina,cieľnik,mieridlá,kohút"
464,L06_24,meronyms - part,harbor,,prístav
465,,,,dock,dok
466,,,,facility,NO_TRANSLATION
467,,,,anchorage,kotvisko
468,,,,landing,DUPLICATE_NO_TRANSLATION
469,,,,docking,DUPLICATE_NO_TRANSLATION
470,,,,dockage,prístavisko
471,,,,anchorage_ground,kotvište
472,,,,docking_facility,DUPLICATE_NO_TRANSLATION
473,,,,landing_place,DUPLICATE_NO_TRANSLATION
474,,,,landing_stage,prístavný_mostík
475,,,,,"mólo,prístavište,prístavné_mólo"
476,L06_25,meronyms - part,jail,,väzenie
477,,,,cell,cela
478,,,,cellblock,NO_TRANSLATION
479,,,,guard,stráž
480,,,,police,väzenská_polícia
481,,,,prison_cell,väzenská_cela
482,,,,jail_cell,DUPLICATE_väzenská_cela
484,L06_26,meronyms - part,jewellery,,šperky
485,,,,bead,korálka
486,,,,stone,kameň
487,,,,wire,drôt
488,,,,beads,korálky
489,,,,gemstone,DUPLICATE_klenot
490,,,,gem,klenot
491,,,,metal,kov
492,,,,gold,zlato
493,,,,silver,striebro
494,,,,platina,platina
495,,,,jewel,drahokam
497,L06_27,meronyms - part,litre,,liter
498,,,,millilitre,mililiter
499,,,,cc,ccm
500,,,,ml,ml
501,,,,milliliter,DUPLICATE_mililiter
502,,,,cl,cl
503,,,,dl,dl
504,,,,deciliter,deciliter
505,,,,mil,mil
506,,,,cubic_centimetre,kubický_centimeter
507,,,,centiliter,centiliter
508,,,,decilitre,DUPLICATE_deciliter
509,,,,cubic_centimeter,DUPLICATE_kubický_centimeter
510,,,,centilitre,DUPLICATE_centiliter
511,,,,cubic_millimeter,kubický_milimeter
512,,,,cubic_millimetre,DUPLICATE_kubický_milimeter
514,L06_28,meronyms - part,movie,,film
515,,,,scene,scéna
516,,,,subtitles,titulky
517,,,,footage,nakrútený_materiál
518,,,,credit,DUPLICATE_záverečné_titulky
519,,,,episode,epizóda
520,,,,shot,záber
521,,,,sequence,sekvencia
522,,,,credits,záverečné_titulky
523,,,,caption,titulok
525,L06_29,meronyms - part,orthography,,ortografia
526,,,,hyphenation,delenie_slov
527,,,,punctuation,interpunkcia
528,,,,punctuation_mark,interpunkčné_znamienko
529,,,,word_division,DUPLICATE_delenie_slov
530,,,,spelling,pravopis
532,L06_30,meronyms - part,piano,,klavír
533,,,,keyboard,klávesnica
534,,,,clavier,klaviatúra
535,,,,loud,NO_TRANSLATION
536,,,,hammer,kladivko
537,,,,sounding,DUPLICATE_NO_TRANSLATION
538,,,,pedal,pedál
539,,,,sustaining,DUPLICATE_NO_TRANSLATION
540,,,,soft,DUPLICATE_NO_TRANSLATION
541,,,,fingerboard,DUPLICATE_klaviatúra
542,,,,soundboard,ozvučnica
543,,,,action,DUPLICATE_NO_TRANSLATION
544,,,,board,DUPLICATE_NO_TRANSLATION
545,,,,key,kláves
546,,,,fallboard,DUPLICATE_NO_TRANSLATION
547,,,,piano_action,klavírna_mechanika
548,,,,action_mechanism,DUPLICATE_NO_TRANSLATION
549,,,,damper_block,tlmič
550,,,,fall-board,DUPLICATE_NO_TRANSLATION
551,,,,sounding_board,DUPLICATE_ozvučnica
552,,,,sustaining_pedal,DUPLICATE_pravý_pedál
553,,,,loud_pedal,pravý_pedál
554,,,,piano_damper,DUPLICATE_tlmič
555,,,,piano_keyboard,klávesnica_klavíra
556,,,,sound_hole,DUPLICATE_NO_TRANSLATION
557,,,,soft_pedal,una_corda
558,,,,,"krídlo,struna,kolík,kladivková_lišta,vidlica"
559,L06_31,meronyms - part,pie,,koláč
560,,,,crust,krusta
561,,,,cheese,syr
562,,,,filling,plnka
563,,,,fruit,ovocie
564,,,,apple,jablko
565,,,,berries,bobuľové_ovocie
566,,,,glazing,poleva
567,,,,pastry,cesto
568,,,,icing,zmrzlina
570,L06_32,meronyms - part,poem,,báseň
571,,,,stanza,sloha
572,,,,canto,spev
573,,,,prosody,prozódia
574,,,,rime,DUPLICATE_rým
575,,,,line,DUPLICATE_verš
576,,,,rhyme,rým
577,,,,verse,strofa
578,,,,poetic_rhythm,NO_TRANSLATION
579,,,,rhythmic_pattern,DUPLICATE_NO_TRANSLATION
580,,,,verse_line,verš
581,,,,line_of_verse,DUPLICATE_verš
582,,,,line_of_poetry,DUPLICATE_verš
583,,,,,"metrum,rytmus"
584,L06_33,meronyms - part,pub,,hostinec
585,,,,bar,bar
586,,,,barroom,NO_TRANSLATION
587,,,,taproom,DUPLICATE_NO_TRANSLATION
588,,,,saloon,salón
589,,,,ginmill,DUPLICATE_NO_TRANSLATION
590,,,,,terasa
591,L06_34,meronyms - part,radio,,rádio
592,,,,receiver,prijímač
593,,,,tuner,tuner
594,,,,radio,rádio
595,,,,demodulator,demodulátor
596,,,,transmitter,vysielací_obvod
597,,,,detector,detektor
598,,,,receiving,NO_TRANSLATION
599,,,,set,DUPLICATE_NO_TRANSLATION
600,,,,amplifier,zosilňovač
601,,,,wireless,DUPLICATE_NO_TRANSLATION
602,,,,radio_transmitter,rádiový_vysielač
603,,,,receiving_set,DUPLICATE_NO_TRANSLATION
604,,,,radio_receiver,rozhlasový_prijímač
605,,,,radio_set,DUPLICATE_NO_TRANSLATION
607,L06_35,meronyms - part,railcar,,električka
608,,,,suspension,tlmiče
609,,,,cushion,NO_TRANSLATION
610,,,,shock,DUPLICATE_NO_TRANSLATION
611,,,,shock_absorber,tlmič
612,,,,suspension_system,DUPLICATE_tlmiče
613,,,,,"tiahlo,spriahadlo"
614,L06_36,meronyms - part,seafront,,morské_pobrežie
615,,,,harbor,prístav
616,,,,seaport,námorný_prístav
617,,,,dock,dok
618,,,,haven,DUPLICATE_prístav
619,,,,anchorage,kotvisko
620,,,,landing,NO_TRANSLATION
621,,,,harbour,DUPLICATE_prístav
622,,,,dockage,prístavisko
623,,,,anchorage_ground,kotvište
624,,,,docking_facility,DUPLICATE_NO_TRANSLATION
625,,,,landing_place,DUPLICATE_NO_TRANSLATION
626,,,,landing_stage,prístavný_mostík
627,,,,,mólo
628,L06_37,meronyms - part,shilling,,šiling
629,,,,pence,penca
631,L06_38,meronyms - part,shirt,,košeľa
632,,,,button,gombík
633,,,,dickie,NO_TRANSLATION
634,,,,collar,golier
635,,,,dickey,DUPLICATE_NO_TRANSLATION
636,,,,sleeve,rukáv
637,,,,buttons,gombíky
638,,,,dicky,DUPLICATE_NO_TRANSLATION
639,,,,pocket,vrecko
640,,,,shirttail,DUPLICATE_NO_TRANSLATION
641,,,,shirtsleeve,DUPLICATE_rukáv
642,,,,shirtfront,DUPLICATE_NO_TRANSLATION
643,,,,shirt_button,gombík_na_košeli
644,,,,,"manžeta,léga,lem"
645,L06_39,meronyms - part,sonata,,sonáta
646,,,,movement,veta
647,,,,psrt,časť
650,L06_40,meronyms - part,staircase,,schodisko
651,,,,step,schod
652,,,,riser,podstupnica
653,,,,landing,podesta
654,,,,tread,stupnica
655,,,,stair,schody
656,,,,stairhead,NO_TRANSLATION
657,,,,,"stupienok,stupeň,odpočívadlo"
658,L06_41,meronyms - part,sword,,meč
659,,,,blade,čepeľ
660,,,,forte,forte
661,,,,hilt,rukoväť
662,,,,peak,DUPLICATE_špička
663,,,,foible,debole
664,,,,point,hrot
665,,,,pommel,hruška
666,,,,haft,DUPLICATE_rukoväť
667,,,,tip,špička
668,,,,knob,hlavica
669,,,,helve,rúčka
670,,,,knife_edge,ostrie
671,,,,cutting_edge,ostrie_meča
672,,,,,"záštita,brit"
673,L06_42,meronyms - part,table,,stôl
674,,,,tabletop,doska
675,,,,tableware,stolový_riad
676,,,,leg,noha
677,,,,legs,nohy
679,L06_43,meronyms - part,teapot,,čajník
680,,,,spout,výpust
681,,,,handle,rukoväť
682,,,,knob,NO_TRANSLATION
683,,,,lid,pokrievka
684,,,,body,telo
685,,,,belly,bruško
686,,,,base,podložka
687,,,,filter,filter
688,,,,tea_filter,filter_na_čaj
689,,,,,"veko,hrdlo,viečko"
690,L06_44,meronyms - part,telephone,,telefón
691,,,,receiver,slúchadlo
692,,,,mouthpiece,mikrofón
693,,,,dial,ciferník
694,,,,wire,kábel
695,,,,screen,obrazovka
696,,,,display,displej
697,,,,telephone_receiver,telefónne_slúchadlo
699,L06_45,meronyms - part,tonne,,tona
700,,,,kilogram,kilogram
701,,,,mg,mg
702,,,,gm,DUPLICATE_g
703,,,,hg,hg
704,,,,grain,grain
705,,,,milligram,milligram
706,,,,hundredweight,cent
707,,,,kilo,kilo
708,,,,mcg,μg
709,,,,dag,dag
710,,,,carat,karát
711,,,,microgram,mikrogram
712,,,,gramme,DUPLICATE_gram
713,,,,quintal,DUPLICATE_cent
714,,,,ng,ng
715,,,,gram,gram
716,,,,dg,dg
717,,,,g,g
718,,,,kg,kg
719,,,,decigram,decigram
720,,,,nanogram,nanogram
721,,,,myriagram,myriagram
722,,,,centner,DUPLICATE_cent
723,,,,metric_grain,metrický_grain
724,,,,myg,myg
725,,,,dekagram,dekagram
726,,,,decagram,DUPLICATE_dekagram
727,,,,metric_hundredweight,metrický_cent
728,,,,obolus,obolus
729,,,,doppelzentner,DUPLICATE_cent
730,,,,hectogram,hektogram
731,,,,dkg,dkg
732,,,,,"pikogram,pg,femtogram,fg,attogram,ag"
733,L06_46,meronyms - part,torso,,trup
734,,,,chest,hrudník
735,,,,arse,zadok
736,,,,shoulder,plece
737,,,,bum,riť
738,,,,midriff,DUPLICATE_brucho
739,,,,groin,rozkrok
740,,,,deltoid,DUPLICATE_deltový_sval
741,,,,diaphragm,bránica
742,,,,lat,NO_TRANSLATION
743,,,,pectoralis,DUPLICATE_NO_TRANSLATION
744,,,,behind,zadnica
745,,,,gluteus,gluteus
746,,,,middle,DUPLICATE_pás
747,,,,stomach,žalúdok
748,,,,teres,DUPLICATE_oblý_sval
749,,,,thorax,tórax
750,,,,tush,DUPLICATE_zadok
751,,,,ab,DUPLICATE_NO_TRANSLATION
752,,,,rump,DUPLICATE_zadok
753,,,,breastbone,hrudná_kosť
754,,,,buns,DUPLICATE_zadok
755,,,,gladiolus,telo_hrudnej_kosti
756,,,,haunch,DUPLICATE_bedro
757,,,,backside,DUPLICATE_zadok
758,,,,buttocks,DUPLICATE_zadok
759,,,,serratus,pílovitý_sval
760,,,,pectoral,prsný_sval
761,,,,stern,DUPLICATE_NO_TRANSLATION
762,,,,navel,pupok
763,,,,paunch,brušisko
764,,,,seat,sednica
765,,,,mediastinum,mediastinum
766,,,,ass,prdel
767,,,,axilla,axila
768,,,,back,chrbát
769,,,,belly,brucho
770,,,,bottom,DUPLICATE_zadok
771,,,,omphalos,omfalos
772,,,,fundament,DUPLICATE_zadok
773,,,,acromion,akromion
774,,,,derriere,DUPLICATE_zadok
775,,,,hindgut,epigaster
776,,,,gut,tráviaci_trakt
777,,,,gallbladder,žlčník
778,,,,saddle,DUPLICATE_NO_TRANSLATION
779,,,,cheek,DUPLICATE_zadok
780,,,,waist,pás
781,,,,butt,DUPLICATE_zadok
782,,,,bowel,hrubé_črevo
783,,,,keister,DUPLICATE_zadok
784,,,,bellybutton,DUPLICATE_pupok
785,,,,pectus,hruď
786,,,,prat,DUPLICATE_zadok
787,,,,loins,lono
788,,,,abdominal,DUPLICATE_NO_TRANSLATION
789,,,,rear,DUPLICATE_zadok
790,,,,dorsum,dorsum
791,,,,posterior,DUPLICATE_NO_TRANSLATION
792,,,,venter,venter
793,,,,small,DUPLICATE_NO_TRANSLATION
794,,,,abdomen,abdómen
795,,,,umbilicus,DUPLICATE_pupok
796,,,,armpit,podpazušie
797,,,,waistline,DUPLICATE_pás
798,,,,sternum,sternum
799,,,,scapula,lopatka
800,,,,glute,sedacie_svalstvo
801,,,,manubrium,manubrium
802,,,,fanny,DUPLICATE_zadok
803,,,,side,strana
804,,,,midsection,DUPLICATE_brucho
805,,,,pecs,DUPLICATE_prsný_sval
806,,,,hip,bedro
807,,,,buttock,DUPLICATE_zadok
808,,,,intestine,črevo
809,,,,breast,prsník
810,,,,can,DUPLICATE_NO_TRANSLATION
811,,,,tail,chvost
812,,,,hindquarters,DUPLICATE_zadok
813,,,,xiphoid_process,mečovitý_výbežok
814,,,,thoracic_vertebra,hrudný_stavec
815,,,,abdominal_wall,brušná_stena
816,,,,musculus_deltoideus,musculus_deltoideus
817,,,,abdominal_cavity,brušná_dutina
818,,,,arteria_circumflexa_scapulae,arteria_circumflexa_scapulae
819,,,,arteria_glutes,arteria_glutes
820,,,,arteria_axillaris,arteria_axillaris
821,,,,axillary_fossa,pazuchová_jama
822,,,,arteria_colica,arteria_colica
823,,,,articulatio_humeri,glenohumerálny_kĺb
824,,,,shoulder_joint,plecový_kĺb
