,ID,Relation,Source,Target,LT
113,,,,,"pastovus,nekintantis"
114,L10_17,antonyms - binary,employ,,įdarbinti
115,,,,dismiss,atleisti
116,,,,fire,išmesti_iš_darbo
117,,,,sack,DUPLICATE_išmesti_iš_darbo
118,,,,displace,DUPLICATE_atleisti
119,,,,terminate,nutraukti_sutartį
121,L10_18,antonyms - binary,exit,,išėjimas
122,,,,entrance,įėjimas
123,,,,entranceway,DUPLICATE_įėjimas
124,,,,entryway,DUPLICATE_įėjimas
125,,,,entry,DUPLICATE_įėjimas
126,,,,entree,įėjimo_teisė
127,,,,,"įvažiavimas,įėjimo_durys,įvažiavimo_vartai"
128,L10_19,antonyms - binary,fall,,kirsti
129,,,,rise,kilti
130,,,,upward,aukštyn
131,,,,climb,kopti
133,L10_20,antonyms - binary,first,,pirmas
134,,,,last,paskutinis
135,,,,end,galutinis
136,,,,terminal,galinis
137,,,,ending,baigiamasis
138,,,,final,finalinis
139,,,,finish,DUPLICATE_galutinis
140,,,,finale,DUPLICATE_finalinis
141,,,,conclusion,DUPLICATE_baigiamasis
143,L10_21,antonyms - binary,forget,,užmiršti
144,,,,remember,prisiminti
145,,,,retrieve,atgaminti
146,,,,recall,DUPLICATE_prisiminti
147,,,,call_back,DUPLICATE_prisiminti
148,,,,call_up,DUPLICATE_prisiminti
149,,,,recollect,atsiminti
151,L10_22,antonyms - binary,forward,,pirmyn
152,,,,backward,atgal
153,,,,back,DUPLICATE_atgal
154,,,,backwards,DUPLICATE_atgal
155,,,,rearward,DUPLICATE_atgalios
156,,,,rearwards,DUPLICATE_atgalios
158,L10_23,antonyms - binary,front,,priekinis
159,,,,back,galinis
160,,,,rear,užpakalinis
161,,,,forepart,NO_TRANSLATION
163,L10_24,antonyms - binary,in,,vidinis
164,,,,out,išorinis
165,,,,outer,DUPLICATE_išorinis
166,,,,exterior,DUPLICATE_išorinis
167,,,,outside,DUPLICATE_išorinis
169,L10_25,antonyms - binary,inbound,,atskrendantis
170,,,,outbound,išskrendantis
171,,,,,"išplaukiantis,įplaukiantis"
172,L10_26,antonyms - binary,inhale,,įkvėpti
173,,,,exhale,iškvėpti
175,L10_27,antonyms - binary,input,,indėlis
176,,,,output,išeiga
178,L10_28,antonyms - binary,inside,,viduje
179,,,,outside,išorėje
180,,,,exterior,DUPLICATE_išorėje
181,,,,out,DUPLICATE_išorėje
183,L10_29,antonyms - binary,interior,,vidinis
184,,,,exterior,išorinis
185,,,,outdoor,lauko
186,,,,out-of-door,DUPLICATE_lauko
187,,,,outside,DUPLICATE_išorinis
189,L10_30,antonyms - binary,internal,,vidinis
190,,,,external,išorinis
191,,,,outer,DUPLICATE_išorinis
192,,,,outside,DUPLICATE_išorinis
194,L10_31,antonyms - binary,inverse,,atvirkštinis
195,,,,reverse,priešingas
196,,,,reversion,grįžimas
197,,,,reversal,apsivertimas
198,,,,turnabout,posūkis
199,,,,turnaround,DUPLICATE_posūkis
201,L10_32,antonyms - binary,mortal,,mirtingas
202,,,,immortal,nemirtingas
204,L10_33,antonyms - binary,occupied,,užimtas
205,,,,vacant,neužimtas
206,,,,free,laisvas
208,L10_34,antonyms - binary,off,,nuo
209,,,,on,ant
211,L10_35,antonyms - binary,out,,iš
212,,,,in,į
213,,,,inside,DUPLICATE_į
215,L10_36,antonyms - binary,outward,,išorėn
216,,,,upward,aukštyn
217,,,,up,į_viršų
218,,,,upwards,DUPLICATE_aukštyn
220,L10_37,antonyms - binary,over,,virš
221,,,,under,po
222,,,,below,apačioje
223,,,,beneath,žemiau
225,L10_38,antonyms - binary,previously,,DUBLICATE_anksčiau
226,,,,subsequently,paskui
227,,,,later,vėliau
228,,,,afterwards,DUPLICATE_vėliau
229,,,,afterward,DUPLICATE_vėliau
230,,,,after,po
231,,,,subsequent,paskesnis
233,L10_39,antonyms - binary,proceed,,tęsti
234,,,,retreat,atsitraukti
235,,,,return,sugrįžti
237,L10_40,antonyms - binary,rise,,kilti
238,,,,sink,skęsti
239,,,,drop,kristi
240,,,,fall,DUPLICATE_kristi
242,L10_41,antonyms - binary,south,,pietūs
243,,,,north,šiaurė
245,L10_42,antonyms - binary,southeast,,pietryčiai
246,,,,southwest,pietvakariai
247,,,,northeast,šiaurės_rytai
249,L10_43,antonyms - binary,submerge,,nugrimzti
250,,,,emerge,pasirodyti
252,L10_44,antonyms - binary,top,,viršus
253,,,,bottom,apačia
254,,,,underside,DUPLICATE_apačia
255,,,,undersurface,DUPLICATE_apačia
257,L10_45,antonyms - binary,toward,,link
258,,,,away,šalin
259,,,,off,nuo
260,,,,forth,tolyn
261,,,,aside,DUPLICATE_šalin
262,,,,,šalia
263,L10_46,antonyms - binary,True,,teisingas
264,,,,False,klaidingas
265,,,,incorrect,neteisingas
266,,,,wrong,blogas
267,,,,mistaken,neteisus
269,L10_47,antonyms - binary,under,,po
270,,,,over,virš
271,,,,above,viršuje
272,,,,up,aukštyn
273,,,,,aukščiau
274,L10_48,antonyms - binary,up,,aukštyn
275,,,,down,žemyn
276,,,,downwards,DUPLICATE_žemyn
277,,,,downward,DUPLICATE_žemėjantis
278,,,,downwardly,žemėjančiai
280,L10_49,antonyms - binary,uphill,,įkalnė
281,,,,downhill,nuokalnė
282,,,,decline,nuolydis
283,,,,fall,kritimas
284,,,,declivitous,nuožulnus
285,,,,downward-sloping,žemėjantis
287,L10_50,antonyms - binary,west,,vakarai
288,,,,east,rytai
