,ID,Relation,Source,Target,LT
116,,,,food_product,maisto_produktas
117,,,,solid,kieta
118,,,,nutrient,maistinga_medžiaga
119,,,,matter,dalykas
120,,,,substance,medžiaga
121,,,,physical_entity,fizinis_subjektas
122,,,,entity,subjektas
124,L02_8,hypernyms - misc,cup,,puodelis
125,,,,tableware,stalo_įrankiai
126,,,,crockery,virtuvės_reikmenys
127,,,,dishware,indai
128,,,,ware,dirbiniai
129,,,,article,straipsnis
130,,,,artifact,žmogaus_darbo_produktas
131,,,,artefact,artefaktas
132,,,,unit,vienetas
133,,,,object,objektas
134,,,,physical_object,fizinis_objektas
135,,,,physical_entity,fizinis_subjektas
136,,,,entity,subjektas
137,,,,container,talpa
139,L02_9,hypernyms - misc,denim,,džinsinis_audinys
140,,,,fabric,audinys
141,,,,cloth,audeklas
142,,,,material,medžiaga
143,,,,textile,tekstilė
144,,,,artifact,žmogaus_darbo_produktas
145,,,,artefact,artefaktas
146,,,,unit,vienetas
147,,,,object,objektas
148,,,,physical_object,fizinis_objektas
149,,,,physical_entity,fizinis_subjektas
150,,,,entity,subjektas
151,,,,garment,drabužis
152,,,,clothing,apranga
153,,,,article_of_clothing,drabužių_gaminys
154,,,,vesture,apdaras
155,,,,wear,rūbai
156,,,,wearable,nešiojami_daiktai
157,,,,habiliment,drapanos
158,,,,consumer_goods,plataus_vartojimo_prekės
159,,,,covering,danga
160,,,,commodity,produktas
161,,,,trade_good,prekybos_prekė
162,,,,good,prekė
164,L02_10,hypernyms - misc,deodorant,,dezodorantas
165,,,,toiletry,asmeninės_priežiūros_reikmenys
166,,,,toilet_articles,tualeto_reikmenys
167,,,,artifact,žmogaus_darbo_produktas
168,,,,artefact,artefaktas
169,,,,unit,vienetas
170,,,,object,objektas
171,,,,physical_object,fizinis_objektas
172,,,,physical_entity,fizinis_subjektas
173,,,,entity,subjektas
175,L02_11,hypernyms - misc,desk,,rašomasis_stalas
176,,,,furniture,baldai
177,,,,table,stalas
178,,,,piece_of_furniture,baldas
179,,,,article_of_furniture,baldų_gaminys
180,,,,furnishing,apstatymas_baldais
181,,,,artifact,žmogaus_darbo_produktas
182,,,,artefact,artefaktas
183,,,,unit,vienetas
184,,,,object,objektas
185,,,,physical_object,fizinis_objektas
186,,,,physical_entity,fizinis_subjektas
187,,,,entity,subjektas
189,L02_12,hypernyms - misc,diary,,dienoraštis
190,,,,journal,žurnalas
191,,,,writing,rašymas
192,,,,written_material,rašytinė_medžiaga
193,,,,piece_of_writing,rašto_gabalas
194,,,,written_communication,rašytinis_bendravimas
195,,,,written_language,rašytinė_kalba
196,,,,black_and_white,juoda_balta
197,,,,communication,bendravimas
198,,,,abstraction,abstrakcija
199,,,,abstract_entity,abstraktus_subjektas
200,,,,entity,subjektas
201,,,,book,knyga
202,,,,volume,tomas
203,,,,product,produktas
204,,,,production,veikalas
205,,,,creation,kūrinys
206,,,,artifact,žmogaus_darbo_produktas
207,,,,artefact,artefaktas
208,,,,unit,vienetas
209,,,,object,objektas
210,,,,physical_object,fizinis_objektas
211,,,,physical_entity,fizinis_subjektas
213,L02_13,hypernyms - misc,dishwasher,,indaplovė
214,,,,appliance,prietaisas
215,,,,machine,mašina
216,,,,entity,subjektas
217,,,,unit,vienetas
218,,,,object,objektas
219,,,,physical_object,fizinis_objektas
220,,,,white_goods,baltosios_gėrybės
221,,,,home_appliance,buities_prietaisas
222,,,,household_appliance,buitinė_technika
223,,,,durables,ilgaamžės_prekės
224,,,,durable_goods,ilgalaikio_vartojimo_prekės
225,,,,consumer_durables,ilgalaikio_naudojimo_prekės
226,,,,consumer_goods,plataus_vartojimo_prekės
227,,,,commodity,produktas
228,,,,trade_good,prekybos_prekė
229,,,,good,prekė
230,,,,artifact,žmogaus_darbo_produktas
231,,,,artefact,artefaktas
232,,,,physical_entity,fizinis_subjektas
235,L02_14,hypernyms - misc,dress,,suknelė
236,,,,clothes,drabužiai
237,,,,garment,drabužis
238,,,,clothing,apranga
239,,,,article_of_clothing,drabužių_gaminys
240,,,,vesture,apdaras
241,,,,wear,rūbai
242,,,,wearable,nešiojami_daiktai
243,,,,habiliment,drapanos
244,,,,consumer_goods,plataus_vartojimo_prekės
245,,,,covering,danga
246,,,,commodity,produktas
247,,,,trade_good,prekybos_prekė
248,,,,good,prekė
249,,,,artifact,žmogaus_darbo_produktas
250,,,,artefact,artefaktas
251,,,,unit,vienetas
252,,,,object,objektas
253,,,,physical_object,fizinis_objektas
254,,,,physical_entity,fizinis_subjektas
255,,,,entity,subjektas
265,L02_15,hypernyms - misc,fridge,,šaldytuvas
266,,,,appliance,prietaisas
267,,,,icebox,kambarinė_ledainė
268,,,,white_goods,baltosios_gėrybės
269,,,,home_appliance,buities_prietaisas
270,,,,household_appliance,DUPLICATE_buities_prietaisas
271,,,,durables,ilgalaikio_naudojimo_prekės
272,,,,durable_goods,ilgalaikio_vartojimo_prekės
273,,,,consumer_durables,DUPLICATE_ilgalaikio_naudojimo_prekės
274,,,,consumer_goods,plataus_vartojimo_prekės
275,,,,commodity,produktas
276,,,,trade_good,prekybos_prekė
277,,,,good,prekė
278,,,,artifact,žmogaus_darbo_produktas
279,,,,artefact,artefaktas
280,,,,unit,vienetas
281,,,,object,objektas
282,,,,physical_object,fizinis_objektas
283,,,,physical_entity,fizinis_subjektas
284,,,,entity,subjektas
286,L02_16,hypernyms - misc,gasoline,,benzinas
287,,,,fuel,kuras
288,,,,hydrocarbon,angliavandenilis
289,,,,substance,medžiaga
290,,,,organic_compound,organinis_junginys
291,,,,matter,daiktas
292,,,,compound,junginys
293,,,,chemical_compound,cheminis_junginys
294,,,,physical_entity,fizinis_subjektas
295,,,,chemical,cheminis_preparatas
296,,,,chemical_substance,cheminė_medžiaga
297,,,,entity,subjektas
298,,,,material,priemonė
299,,,,stuff,daikčiukas
300,,,,part,dalis
301,,,,portion,porcija
302,,,,component_part,sudedamoji_dalis
303,,,,component,komponentas
304,,,,constituent,sudėtinė_dalis
305,,,,relation,ryšys
306,,,,abstraction,abstrakcija
307,,,,abstract_entity,abstraktus_subjektas
310,L02_17,hypernyms - misc,grapefruit,,greipfrutas
311,,,,citrus,citrusinis
312,,,,citrus_fruit,citrusinis_vaisius
313,,,,citrous_fruit,DUPLICATE_citrusinis_vaisius
314,,,,fruit,vaisius
315,,,,edible_fruit,valgomas_vaisius
316,,,,produce,produkcija
317,,,,green_goods,žaliosios_prekės
318,,,,green_groceries,žalia_bakalėja
319,,,,garden_truck,sodo_vežimėlis
320,,,,food,maistas
321,,,,matter,daiktas
322,,,,natural_object,gamtos_objektas
323,,,,physical_entity,fizinis_subjektas
324,,,,unit,vienetas
325,,,,entity,subjektas
326,,,,object,objektas
327,,,,physical_object,fizinis_objektas
328,,,,,citrinmedis
329,L02_18,hypernyms - misc,hairnet,,plaukų_tinklelis
330,,,,net,tinklelis
331,,,,network,tinklas
332,,,,mesh,kilpa
333,,,,meshing,susirišimas
334,,,,meshwork,tinklinė_struktūra
335,,,,fabric,medžiaga
336,,,,cloth,audeklas
337,,,,material,priemonė
338,,,,textile,tekstilė
339,,,,artifact,žmogaus_darbo_produktas
340,,,,artefact,artefaktas
341,,,,unit,vienetas
342,,,,object,objektas
343,,,,physical_object,fizinis_objektas
344,,,,physical_entity,fizinis_subjektas
345,,,,entity,subjektas
347,L02_19,hypernyms - misc,hairpin,,plaukų_segtukas
348,,,,pin,smeigtukas
349,,,,fastener,segė
350,,,,fastening,tvirtinimas
351,,,,holdfast,laikiklis
352,,,,fixing,įtvirtinimas
353,,,,restraint,sulaikymas
354,,,,constraint,apribojimas
355,,,,device,įrenginys
356,,,,artifact,žmogaus_darbo_produktas
357,,,,artefact,artefaktas
358,,,,unit,vienetas
359,,,,object,objektas
360,,,,physical_object,fizinis_objektas
361,,,,physical_entity,fizinis_subjektas
362,,,,entity,subjektas
364,L02_20,hypernyms - misc,hamburger,,mėsainis
365,,,,sandwich,sumuštinis
366,,,,snack_food,užkandis
367,,,,dish,valgis
368,,,,nutriment,maistinės_medžiagos
369,,,,nourishment,maitinimas
370,,,,nutrition,mityba
371,,,,sustenance,būtiniausi_produktai
372,,,,aliment,maistingumas
373,,,,alimentation,išlaikymas
374,,,,victuals,maisto_produktai
375,,,,food,maistas
376,,,,nutrient,maistinga_medžiaga
377,,,,substance,medžiaga
378,,,,matter,daiktas
379,,,,physical_entity,fizinis_subjektas
380,,,,entity,subjektas
381,,,,beef,jautiena
382,,,,boeuf,DUPLICATE_jautiena
383,,,,meat,mėsa
384,,,,solid_food,kietas_maistas
385,,,,solid,kietas
386,,,,,patiekalas
387,L02_21,hypernyms - misc,jacket,,striukė
388,,,,clothes,drabužiai
389,,,,coat,apsiaustas
390,,,,overgarment,išorinis_drabužis
391,,,,outer_garment,viršutinis_drabužis
392,,,,garment,drabužis
393,,,,clothing,apranga
394,,,,article_of_clothing,drabužių_gaminys
395,,,,vesture,apdaras
396,,,,wear,rūbai
397,,,,wearable,nešiojami_daiktai
398,,,,habiliment,drapanos
399,,,,consumer_goods,plataus_vartojimo_prekės
400,,,,covering,danga
401,,,,commodity,produktas
402,,,,trade_good,prekybos_prekė
403,,,,good,prekė
404,,,,artifact,žmogaus_darbo_produktas
405,,,,artefact,artefaktas
406,,,,unit,vienetas
407,,,,object,objektas
408,,,,physical_object,fizinis_objektas
409,,,,physical_entity,fizinis_subjektas
410,,,,entity,subjektas
412,L02_22,hypernyms - misc,jeans,,džinsai
413,,,,trousers,kelnės
414,,,,pants,kelnaitės
415,,,,workwear,darbiniai_drabužiai
416,,,,garment,drabužis
417,,,,clothing,apranga
418,,,,clothes,drabužiai
419,,,,article_of_clothing,drabužių_gaminys
420,,,,vesture,apdaras
421,,,,wear,rūbai
422,,,,wearable,nešiojami_daiktai
423,,,,habiliment,drapanos
424,,,,consumer_goods,plataus_vartojimo_prekės
425,,,,covering,danga
426,,,,commodity,produktas
427,,,,trade_good,prekybos_prekė
428,,,,good,prekė
429,,,,artifact,žmogaus_darbo_produktas
430,,,,artefact,artefaktas
431,,,,unit,vienetas
432,,,,object,objektas
433,,,,physical_object,fizinis_objektas
434,,,,physical_entity,fizinis_subjektas
435,,,,entity,subjektas
437,L02_23,hypernyms - misc,juicer,,sulčiaspaudė
438,,,,utensil,indas
439,,,,physical_entity,fizinis_subjektas
440,,,,entity,subjektas
441,,,,unit,vienetas
442,,,,object,objektas
443,,,,physical_object,fizinis_objektas
444,,,,squeezer,spaudiklis
445,,,,kitchen_utensil,virtuvės_indai
446,,,,implement,padargas
447,,,,artifact,žmogaus_darbo_produktas
448,,,,artefact,artefaktas
450,L02_24,hypernyms - misc,lemon,,citrina
451,,,,citrus,citrusinis
452,,,,citrus_fruit,citrusinis_vaisius
453,,,,citrous_fruit,DUPLICATE_citrusinis_vaisius
454,,,,fruit,vaisius
455,,,,edible_fruit,valgomas_vaisius
456,,,,produce,produkcija
457,,,,green_goods,žaliosios_prekės
458,,,,green_groceries,žalia_bakalėja
459,,,,garden_truck,Sodo_vežimėlis
460,,,,food,maistas
461,,,,matter,daiktas
462,,,,natural_object,gamtos_objektas
463,,,,physical_entity,fizinis_subjektas
464,,,,unit,vienetas
465,,,,entity,subjektas
466,,,,object,objektas
467,,,,physical_object,fizinis_objektas
468,,,,,citrinmedis
469,L02_25,hypernyms - misc,lotion,,losjonas
470,,,,toiletry,asmeninės_priežiūros_reikmenys
471,,,,toilet_articles,tualeto_reikmenys
472,,,,artifact,žmogaus_darbo_produktas
473,,,,artefact,artefaktas
474,,,,unit,vienetas
475,,,,object,objektas
476,,,,physical_object,fizinis_objektas
477,,,,physical_entity,fizinis_subjektas
478,,,,entity,subjektas
480,L02_26,hypernyms - misc,mascara,,tušas
481,,,,makeup,makiažas
482,,,,make-up,grimas
483,,,,war_paint,karo_grimas
484,,,,cosmetic,kosmetika
485,,,,toiletry,asmeninės_priežiūros_reikmenys
486,,,,toilet_articles,tualeto_reikmenys
487,,,,artifact,žmogaus_darbo_produktas
488,,,,artefact,artefaktas
489,,,,unit,vienetas
490,,,,object,objektas
491,,,,physical_object,fizinis_objektas
492,,,,physical_entity,fizinis_subjektas
493,,,,entity,subjektas
495,L02_27,hypernyms - misc,necklace,,vėrinys
496,,,,jewelry,juvelyriniai_papuošalai
497,,,,jewellery,papuošalai
498,,,,adornment,puošmena
499,,,,decoration,papuošimas
500,,,,ornament,ornamentas
501,,,,ornamentation,puošimas
502,,,,artifact,žmogaus_darbo_produktas
503,,,,artefact,artefaktas
504,,,,unit,vienetas
505,,,,object,objektas
506,,,,physical_object,fizinis_objektas
507,,,,physical_entity,fizinis_subjektas
508,,,,entity,subjektas
510,L02_28,hypernyms - misc,notebook,,užrašų_knygutė
511,,,,book,knyga
512,,,,volume,tomas
513,,,,product,prekė
514,,,,production,veikalas
515,,,,creation,kūrinys
516,,,,artifact,žmogaus_darbo_produktas
517,,,,artefact,artefaktas
518,,,,unit,vienetas
519,,,,object,objektas
520,,,,physical_object,fizinis_objektas
521,,,,physical_entity,fizinis_subjektas
522,,,,entity,subjektas
523,,,,portable_computer,nešiojamasis_kompiuteris
524,,,,personal_computer,asmeninis_kompiuteris
525,,,,pc,vnt.
526,,,,microcomputer,mikrokompiuteris
527,,,,digital_computer,skaitmeninis_kompiuteris
528,,,,computer,kompiuteris
529,,,,computing_machine,skaičiavimo_mašina
530,,,,computing_device,skaičiavimo_įrenginys
531,,,,data_processor,duomenų_tvarkytojas
532,,,,electronic_computer,elektroninis_kompiuteris
533,,,,information_processing_system,informacijos_apdorojimo_sistema
534,,,,machine,mašina
535,,,,device,įrenginys
537,L02_29,hypernyms - misc,notepad,,delninukas
538,,,,pad,bloknotas
539,,,,pad_of_paper,popierinis_bloknotas
540,,,,tablet,planšetinis_kompiuteris
541,,,,paper,popierius
542,,,,material,priemonė
543,,,,stuff,daikčiukas
544,,,,substance,medžiaga
545,,,,matter,daiktas
546,,,,part,dalis
547,,,,portion,DUPLICATE_dalis
548,,,,component_part,sudedamoji_dalis
549,,,,component,komponentas
550,,,,constituent,sudėtinė_dalis
551,,,,physical_entity,fizinis_subjektas
552,,,,relation,ryšys
553,,,,entity,subjektas
554,,,,abstraction,abstrakcija
555,,,,abstract_entity,abstraktus_subjektas
557,L02_30,hypernyms - misc,pastry,,pyragaitis
558,,,,food,maistas
559,,,,dough,tešla
560,,,,concoction,pagaminimas
561,,,,mixture,mišinys
562,,,,intermixture,mišinio
563,,,,foodstuff,maisto_produktai
564,,,,food_product,maisto_produktas
565,,,,nutrient,maistinga_medžiaga
566,,,,substance,medžiaga
567,,,,matter,daiktas
568,,,,physical_entity,fizinis_subjektas
569,,,,entity,subjektas
570,,,,baked_goods,kepiniai
571,,,,solid_food,Kietas_maistas
572,,,,solid,kietas
574,L02_31,hypernyms - misc,peach,,persikas
575,,,,fruit,vaisius
576,,,,drupe,kaulavaisis
577,,,,stone_fruit,kaulavaisiai
578,,,,edible_fruit,valgomas_vaisius
579,,,,produce,produkcija
580,,,,green_goods,žaliosios_prekės
581,,,,green_groceries,žalia_bakalėja
582,,,,garden_truck,sodo_vežimėlis
583,,,,food,maistas
584,,,,matter,daiktas
585,,,,natural_object,gamtos_objektas
586,,,,physical_entity,fizinis_subjektas
587,,,,unit,vienetas
588,,,,entity,subjektas
589,,,,object,objektas
590,,,,physical_object,fizinis_objektas
592,L02_32,hypernyms - misc,perfume,,kvepalai
593,,,,toiletry,asmeninės_priežiūros_reikmenys
594,,,,toilet_articles,tualeto_reikmenys
595,,,,artifact,žmogaus_darbo_produktas
596,,,,artefact,artefaktas
597,,,,unit,vienetas
598,,,,object,objektas
599,,,,physical_object,fizinis_objektas
600,,,,physical_entity,fizinis_subjektas
601,,,,entity,subjektas
603,L02_33,hypernyms - misc,photo,,nuotrauka
604,,,,picture,paveikslas
605,,,,image,DUPLICATE_paveikslas
606,,,,representation,atstovavimas
607,,,,creation,kūrinys
608,,,,artifact,žmogaus_darbo_produktas
609,,,,artefact,artefaktas
610,,,,unit,vienetas
611,,,,object,objektas
612,,,,physical_object,fizinis_objektas
613,,,,physical_entity,fizinis_subjektas
614,,,,entity,subjektas
616,L02_34,hypernyms - misc,pie,,pyragėlis
617,,,,pastry,pyragaitis
618,,,,baked_goods,kepiniai
619,,,,food,maistas
620,,,,solid_food,kietas_maistas
621,,,,solid,kietas
622,,,,matter,daiktas
623,,,,physical_entity,fizinis_subjektas
624,,,,entity,subjektas
625,,,,indo-european,indoeuropietiškas
626,,,,indo-european_language,indoeuropiečių_kalba
627,,,,indo-hittite,indohetitas
628,,,,natural_language,natūrali_kalba
629,,,,tongue,liežuvis
630,,,,language,kalba
631,,,,linguistic_communication,kalbinis_bendravimas
632,,,,communication,bendravimas
633,,,,abstraction,abstrakcija
634,,,,abstract_entity,abstraktus_subjektas
636,L02_35,hypernyms - misc,plum,,slyva
637,,,,fruit,vaisius
638,,,,drupe,kaulavaisis
639,,,,stone_fruit,kaulavaisiai
640,,,,edible_fruit,valgomas_vaisius
641,,,,produce,produkcija
642,,,,green_goods,žaliosios_prekės
643,,,,green_groceries,žalia_bakalėja
644,,,,garden_truck,sodo_vežimėlis
645,,,,food,maistas
646,,,,matter,daiktas
647,,,,natural_object,gamtos_objektas
648,,,,physical_entity,fizinis_subjektas
649,,,,unit,vienetas
650,,,,entity,subjektas
651,,,,object,objektas
652,,,,physical_object,fizinis_objektas
654,L02_36,hypernyms - misc,postcard,,atvirukas
655,,,,card,kortelė
656,,,,correspondence,susirašinėjimas
657,,,,first_class,pirmos_klasės
658,,,,1st_class,DUPLICATE_pirmos_klasės
659,,,,first-class_mail,pirmos_klasės_paštas
660,,,,1st-class_mail,DUPLICATE_pirmos_klasės_paštas
661,,,,written_communication,rašytinis_bendravimas
662,,,,written_language,rašytinė_kalba
663,,,,black_and_white,juoda_balta
664,,,,mail,paštas
665,,,,communication,pasikeitimas_informacija
666,,,,message,žinutė
667,,,,abstraction,abstrakcija
668,,,,abstract_entity,abstraktus_subjektas
669,,,,entity,subjektas
670,,,,,"siuntinys,laiškas"
671,L02_37,hypernyms - misc,shelf,,lentyna
672,,,,furniture,baldai
673,,,,support,atrama
674,,,,piece_of_furniture,baldas
675,,,,article_of_furniture,baldų_gaminys
676,,,,furnishing,apstatymas_baldais
677,,,,artifact,žmogaus_darbo_produktas
678,,,,artefact,artefaktas
679,,,,unit,vienetas
680,,,,object,objektas
681,,,,physical_object,fizinis_objektas
682,,,,physical_entity,fizinis_subjektas
683,,,,entity,subjektas
685,L02_38,hypernyms - misc,shirt,,marškiniai
686,,,,clothes,drabužiai
687,,,,garment,drabužis
688,,,,clothing,apranga
689,,,,article_of_clothing,drabužių_gaminys
690,,,,vesture,apdaras
691,,,,wear,rūbai
692,,,,wearable,nešiojami_daiktai
693,,,,habiliment,drapanos
694,,,,consumer_goods,plataus_vartojimo_prekės
695,,,,covering,danga
696,,,,commodity,produktas
697,,,,trade_good,prekybos_prekė
698,,,,good,prekė
699,,,,artifact,žmogaus_darbo_produktas
700,,,,artefact,artefaktas
701,,,,unit,vienetas
702,,,,object,objektas
703,,,,physical_object,fizinis_objektas
704,,,,physical_entity,fizinis_subjektas
705,,,,entity,subjektas
707,L02_39,hypernyms - misc,sidewalk,,šaligatvis
708,,,,walk,vaikščiojimas
709,,,,walkway,šalikelė
710,,,,paseo,pasivaikščiojimas
711,,,,path,takas
712,,,,way,kelias
713,,,,artifact,žmogaus_darbo_produktas
714,,,,artefact,artefaktas
715,,,,unit,vienetas
716,,,,object,objektas
717,,,,physical_object,fizinis_objektas
718,,,,physical_entity,fizinis_subjektas
719,,,,entity,subjektas
721,L02_40,hypernyms - misc,skirt,,sijonas
722,,,,clothes,drabužiai
723,,,,garment,drabužis
724,,,,clothing,apranga
725,,,,article_of_clothing,drabužių_gaminys
726,,,,vesture,apdaras
727,,,,wear,rūbai
728,,,,wearable,nešiojami_daiktai
729,,,,habiliment,drapanos
730,,,,consumer_goods,plataus_vartojimo_prekės
731,,,,covering,danga
732,,,,commodity,produktas
733,,,,trade_good,prekybos_prekė
734,,,,good,prekė
735,,,,artifact,žmogaus_darbo_produktas
736,,,,artefact,artefaktas
737,,,,unit,vienetas
738,,,,object,objektas
739,,,,physical_object,fizinis_objektas
740,,,,physical_entity,fizinis_subjektas
741,,,,entity,subjektas
743,L02_41,hypernyms - misc,sofa,,sofa
744,,,,furniture,baldai
745,,,,seat,vieta_atsisėsti
746,,,,piece_of_furniture,baldas
747,,,,article_of_furniture,baldų_gaminys
748,,,,furnishing,apstatymas_baldais
749,,,,artifact,žmogaus_darbo_produktas
750,,,,artefact,artefaktas
751,,,,unit,vienetas
752,,,,object,objektas
753,,,,physical_object,fizinis_objektas
754,,,,physical_entity,fizinis_subjektas
755,,,,entity,subjektas
756,,,,,"sėdynė,kėdė"
757,L02_42,hypernyms - misc,stapler,,segiklis
758,,,,device,įrenginys
759,,,,machine,mašina
760,,,,artifact,žmogaus_darbo_produktas
761,,,,artefact,artefaktas
762,,,,unit,vienetas
763,,,,object,objektas
764,,,,physical_object,fizinis_objektas
765,,,,physical_entity,fizinis_subjektas
766,,,,entity,subjektas
768,L02_43,hypernyms - misc,sunscreen,,kremas_nuo_saulės
769,,,,cream,kremas
770,,,,lotion,losjonas
771,,,,ointment,tepalas
772,,,,emollient,minkštiklis
773,,,,toiletry,asmeninės_priežiūros_reikmenys
774,,,,toilet_articles,tualeto_reikmenys
775,,,,artifact,žmogaus_darbo_produktas
776,,,,artefact,artefaktas
777,,,,unit,vienetas
778,,,,object,objektas
779,,,,physical_object,fizinis_objektas
780,,,,physical_entity,fizinis_subjektas
781,,,,entity,subjektas
783,L02_44,hypernyms - misc,sweater,,megztinis
784,,,,clothes,drabužiai
785,,,,garment,drabužis
786,,,,clothing,apranga
787,,,,article_of_clothing,drabužių_gaminys
788,,,,vesture,apdaras
789,,,,wear,rūbai
790,,,,wearable,nešiojami_daiktai
791,,,,habiliment,drapanos
792,,,,consumer_goods,plataus_vartojimo_prekės
793,,,,covering,danga
794,,,,commodity,produktas
795,,,,trade_good,prekybos_prekė
796,,,,good,prekė
797,,,,artifact,žmogaus_darbo_produktas
798,,,,artefact,artefaktas
799,,,,unit,vienetas
800,,,,object,objektas
801,,,,physical_object,fizinis_objektas
802,,,,physical_entity,fizinis_subjektas
803,,,,entity,subjektas
806,L02_45,hypernyms - misc,toaster,,skrudintuvas
807,,,,appliance,prietaisas
808,,,,entity,subjektas
809,,,,unit,vienetas
810,,,,object,objektas
811,,,,physical_object,fizinis_objektas
812,,,,kitchen_appliance,virtuvė_prietaisas
813,,,,home_appliance,buities_prietaisas
814,,,,household_appliance,buitinis_prietaisas
815,,,,durables,ilgalaikio_naudojimo_prekės
816,,,,durable_goods,ilgalaikio_vartojimo_prekės
817,,,,consumer_durables,DUPLICATE_ilgalaikio_naudojimo_prekės
818,,,,consumer_goods,plataus_vartojimo_prekės
819,,,,commodity,produktas
820,,,,trade_good,prekybos_prekė
821,,,,good,prekė
822,,,,artifact,žmogaus_darbo_produktas
823,,,,artefact,artefaktas
824,,,,physical_entity,fizinis_subjektas
826,L02_46,hypernyms - misc,toothbrush,,dantų_šepetukas
827,,,,brush,šepetys
828,,,,toiletry,asmeninės_priežiūros_reikmenys
829,,,,toilet_articles,tualeto_reikmenys
830,,,,implement,padargas
831,,,,artifact,žmogaus_darbo_produktas
832,,,,artefact,artefaktas
833,,,,unit,vienetas
834,,,,object,objektas
835,,,,physical_object,fizinis_objektas
836,,,,physical_entity,fizinis_subjektas
837,,,,entity,subjektas
838,,,,mustache,ūsai
839,,,,moustache,DUPLICATE_ūsai
840,,,,facial_hair,veido_plaukai
841,,,,hair,plaukai
842,,,,body_covering,kūno_danga
843,,,,covering,danga
844,,,,natural_covering,naturali_danga
845,,,,cover,apdengimas
846,,,,natural_object,naturalus_objektas
847,,,,,šepetukas
848,L02_47,hypernyms - misc,tub,,vonia
849,,,,container,talpa
850,,,,vessel,indas
851,,,,artifact,žmogaus_darbo_produktas
852,,,,artefact,artefaktas
853,,,,unit,vienetas
