,ID,Relation,Source,Target,LT
146,,,,gear,pavara
147,,,,muffler,DUPLICATE_duslintuvas
148,,,,mirror,veidrodėlis
149,,,,shock,smūgis
150,,,,reverse,atbulinis
151,,,,anti-sway_bar,DUPLICATE_stabilizatorius
152,,,,tail_fin,DUPLICATE_išmetimo_vamzdis
153,,,,accelerator_pedal,DUPLICATE_greičio_pedalas
154,,,,car_seat,automobilio_sėdynė
155,,,,automobile_horn,automobilio_signalas
156,,,,anti-sway,DUPLICATE_stabilizatorius
157,,,,automobile_engine,automobilio_variklis
158,,,,gasoline_engine,bezininis_variklis
159,,,,car_door,automobilio_durelės
160,,,,shock_absorber,amortizatorius
161,,,,luggage_compartment,DUPLICATE_bagažinė
162,,,,glove_compartment,dėtuvė
163,,,,bumper_guard,bamperio_apsauga
164,,,,exhaust_system,išmetimo_sistema
165,,,,first_gear,pirma_pavara
166,,,,high_gear,aukšta_pavara
167,,,,rear_window,galinis_langas
168,,,,sunshine-roof,DUPLICATE_stoglangis
169,,,,third_gear,trečia_pavara
170,,,,air_bag,oro_pagalvė
171,,,,doorlock,durų_spynėlė
172,,,,petrol_engine,benzininis_variklis
173,,,,automobile_trunk,DUPLICATE_bagažinė
174,,,,auto_accessory,automobilio_priedai
175,,,,inlet_manifold,įleidimo_kolektorius
176,,,,horn_button,signalo_mygtukas
177,,,,running_board,slenkstis
178,,,,stabilizer_bar,DUPLICATE_stabilizatorius
179,,,,motor_horn,DUPLICATE_garso_signalas
180,,,,exhaust_manifold,išmetimo_kolektorius
181,,,,exhaust_pipe,DUPLICATE_išmetimo_vamzdis
182,,,,radiator_grille,radiatoriaus_grotelės
183,,,,low_gear,žema_pavara
184,,,,flexible_joint,lanksti_jungtis
185,,,,head_restraint,DUPLICATE_atrama_galvai
186,,,,hood_ornament,kapoto_ornamentas
187,,,,exhaust_valve,išleidimo_vožtuvas
188,,,,car_mirror,automobilio_veidrodos
189,,,,gas_pedal,akceleratorius
190,,,,seat_belt,DUPLICATE_saugos_diržas
191,,,,reverse_gear,atbulinė_pavara
192,,,,car_horn,garso_signalas
193,,,,car_window,autromobilio_langas
194,,,,suspension_system,DUPLICATE_pakaba
197,L06_8,meronyms - part,castle,,pilis
198,,,,donjon,donžonas
199,,,,tower,bokštas
200,,,,turret,bokštelis
201,,,,gate,vartai
202,,,,dungeon,požeminis_kalėjimas
203,,,,moat,griovys
204,,,,keep,DUPLICATE_donjon
205,,,,great_hall,didžioji_salė
206,,,,,didžioji_menė
207,L06_9,meronyms - part,cat,,katė
208,,,,whiskers,ūsai
209,,,,coat,kailis
210,,,,paw,letena
211,,,,paws,letenos
212,,,,fur,DUPLICATE_kailis
213,,,,eyes,akys
214,,,,back,nugara
215,,,,claws,nagai
216,,,,tail,uodega
217,,,,teeth,dantys
219,L06_10,meronyms - part,chair,,kėdė
220,,,,seat,sėdynė
221,,,,armrest,ranktūris
222,,,,headrest,atlošas
223,,,,armrests,ranktūriai
224,,,,rest,NO_TRANSLATION
225,,,,pad,pagalvėlė
226,,,,back,DUPLICATE_nugara
227,,,,leg,koja
228,,,,backrest,DUPLICATE_atlošas
229,,,,legs,kojos
230,,,,,porankiai
231,L06_11,meronyms - part,church,,bažnyčia
232,,,,altar,altorius
233,,,,choir,choras
234,,,,vestry,zakristija
235,,,,transept,skersinė_nava
236,,,,apse,apsidė
237,,,,sanctuary,vieta_aplink_altorių
238,,,,rood,krucifiksas
239,,,,screen,pertvara
240,,,,bema,presbiterija
241,,,,nave,nava
242,,,,tower,bokštas
243,,,,sacristy,DUPLICATE_zakristija
244,,,,corner,NO_TRANSLATION
245,,,,chancel,DUPLICATE_bema
246,,,,amen,amen
247,,,,chapel,koplyčia
248,,,,apsis,DUPLICATE_apsidė
249,,,,side,DUPLICATE_NO_TRANSLATION
250,,,,narthex,narteksas
251,,,,presbytery,DUPLICATE_presbiterija
252,,,,side_chapel,šoninė_koplyčia
253,,,,lady_chapel,DUPLICATE_NO_TRANSLATION
254,,,,church_tower,bažnyčios_bokštas
255,,,,rood_screen,DUPLICATE_pertvara
256,,,,amen_corner,maldos_kampelis
258,L06_12,meronyms - part,comb,,šukos
259,,,,teeth,dantys
260,,,,shaft,NO_TRANSLATION
261,,,,grip,rankena
262,,,,tooth,dantis
263,,,,handle,DUPLICATE_rankena
265,L06_13,meronyms - part,day,,para
266,,,,hour,valanda
267,,,,forenoon,priešpietis
268,,,,eventide,pavakarė
269,,,,nanosecond,nanosekundė
270,,,,noonday,vidurdienis
271,,,,femtosecond,femtosekundė
272,,,,hr,val.
273,,,,minutes,minutės
274,,,,microsecond,mikrosekundė
275,,,,msec,ms
276,,,,time,laikas
277,,,,midnight,vidurnaktis
278,,,,sec,sek.
279,,,,nighttime,nakties_metas
280,,,,min,min.
281,,,,morning,rytas
282,,,,noon,pusiaudienis
283,,,,evening,vakaras
284,,,,dark,tamsa
285,,,,picosecond,pikosekundė
286,,,,daytime,dienos_metas
287,,,,minute,minutė
288,,,,daylight,dienos_šviesa
289,,,,s,DUPLICATE_sek.
290,,,,high,pikas
291,,,,even,DUPLICATE_vakaras
292,,,,quarter,ketvirtis_valandos
293,,,,morn,DUPLICATE_rytas
294,,,,noontide,DUPLICATE_vidurdienis
295,,,,second,sekundė
296,,,,afternoon,popietė
297,,,,twelve,dvylika
298,,,,millisecond,milisekundė
299,,,,midday,DUPLICATE_vidurdienis
300,,,,midafternoon,įpusėjusi_popietė
301,,,,attosecond,atosekundė
302,,,,night,naktis
303,,,,morning_time,rytmetis
304,,,,high_noon,pats_vidurdienis
305,,,,half-hour,pusvalandis
306,,,,twelve_noon,DUPLICATE_vidurdienis
307,,,,late-night_hour,vėlyva_naktis
308,,,,early-morning_hour,ankstyvas_rytas
309,,,,lights-out,ramybės_laikas
310,,,,60_minutes,60_minučių
311,,,,small_hours,priešaušris
312,,,,30_minutes,30_minučių
313,,,,15_minutes,15_minučių
314,,,,quarter-hour,DUPLICATE_ketvirtis_valandos
315,,,,,"pusiaunaktis,tamsuma,diena,rytmetys,ryto_metas,paryčiai"
316,L06_14,meronyms - part,deer,,elnias
317,,,,antler,ragas
318,,,,antlers,ragai
319,,,,withers,gogas
320,,,,flag,NO_TRANSLATION
321,,,,scut,trumpa_uodega
323,L06_15,meronyms - part,dollar,,doleris
324,,,,cent,centas
326,L06_16,meronyms - part,door,,durys
327,,,,hinge,vyriai
328,,,,keyhole,rakto_skylutė
329,,,,threshold,slenkstis
330,,,,doorframe,durų_stakta
331,,,,bolt,sklendė
332,,,,deadbolt,įleistinė_spyna
333,,,,doorjamb,durų_staktos_šulas
334,,,,tumbler,burbulinė_spyna
335,,,,doorpost,DUPLICATE_durų_staktos_šulas
336,,,,doorstep,laiptelis_prie_lauko_durų
337,,,,doorcase,DUPLICATE_durų_stakta
338,,,,case,stakta
339,,,,lock,užraktas
340,,,,casing,apdaila
341,,,,doorsill,durų_slenkstis
343,L06_17,meronyms - part,dress,,suknelė
344,,,,sleeve,rankovė
345,,,,slide,NO_TRANSLATION
346,,,,plastron,antkrūtinis
347,,,,zip,užtrauktukas
348,,,,zipper,DUPLICATE_užtrauktukas
349,,,,fastener,užsegimas
350,,,,hemline,apatinis_drabužio_kraštas
351,,,,bodice,korsažas
352,,,,neckline,iškirpimo_linija
353,,,,waistline,juosmuo
354,,,,belt,diržas
355,,,,slide_fastener,DUPLICATE_užtrauktukas
356,,,,zip_fastener,DUPLICATE_užtrauktukas
357,,,,,iškirptė
358,L06_18,meronyms - part,filename,,bylos_pavadinimas
359,,,,extension,pratęsimas
360,,,,name,pavadinimas
362,L06_19,meronyms - part,flower,,gelė
363,,,,petal,žiedlapis
364,,,,leaf,lapas
365,,,,anther,dulkinė
366,,,,style,stilius
367,,,,perianth,apyžiedis
368,,,,placenta,placenta
369,,,,stamen,kuokelis
370,,,,pistil,piestelė
371,,,,ovary,mezginė
372,,,,corolla,vainikėlis
373,,,,carpel,vaislapėlis
374,,,,envelope,DUPLICATE_apyžiedis
375,,,,sepal,taurėlapis
376,,,,calyx,taurelė
377,,,,stigma,purka
378,,,,chlamys,DUPLICATE_apyžiedis
379,,,,petals,žiedlapiai
380,,,,corona,vainikas
381,,,,perigonium,DUPLICATE_
382,,,,perigone,DUPLICATE_apyžiedis
383,,,,flower_petal,gėlės_žiedlapis
384,,,,floral_leaf,gėlės_lapas
385,,,,floral_envelope,DUPLICATE_apyžiedis
386,,,,gynostegium,DUPLICATE_purka
389,L06_20,meronyms - part,gigabit,,gigabitas
390,,,,megabit,megabitas
391,,,,kbit,NO_TRANSLATION
392,,,,kb,DUPLICATE_NO_TRANSLATION
393,,,,kilobit,DUPLICATE_NO_TRANSLATION
394,,,,mb,Mb
395,,,,mbit,DUPLICATE_Mb
397,L06_21,meronyms - part,gramm,,gramas
398,,,,milligram,miligramas
399,,,,mg,mg
400,,,,grain,granas
401,,,,mcg,NO_TRANSLATION
402,,,,carat,karatas
403,,,,microgram,mikrogramas
404,,,,ng,DUPLICATE_NO_TRANSLATION
405,,,,dg,DUPLICATE_NO_TRANSLATION
406,,,,decigram,DUPLICATE_NO_TRANSLATION
407,,,,nanogram,nanogramas
408,,,,metric_grain,DUPLICATE_NO_TRANSLATION
409,,,,obolus,obolas
411,L06_22,meronyms - part,guitar,,gitara
412,,,,string,styga
413,,,,deck,korpusas
414,,,,pegs,derinimo_kuoliukai
415,,,,fret,skirsnis
416,,,,strings,stygos
417,,,,frets,skirsniai
418,,,,peg,derinimo_kuoliukas
419,,,,fingerboard,grifas
421,L06_23,meronyms - part,gun,,ginklas
422,,,,trigger,gaidukas
423,,,,holder,laikiklis
424,,,,safety,saugiklis
425,,,,extractor,išmetiklis
426,,,,clip,apkaba
427,,,,magazine,dėtuvė
428,,,,barrel,vamzdis
429,,,,hammer,NO_TRANSLATION
430,,,,viewfinder,taikiklis
431,,,,gunsight,DUPLICATE_taikiklis
432,,,,stock,apsodas
433,,,,cartridge,šovinys
434,,,,remover,išėmėjas
435,,,,chamber,šovinio_lizdas
436,,,,ejector,ežektorius
437,,,,cock,DUPLICATE_gaidukas
438,,,,catch,DUPLICATE_NO_TRANSLATION
439,,,,finder,DUPLICATE_taikiklis
440,,,,mechanism,mechanizamas
441,,,,gunstock,šautuvo_apsodas
442,,,,lock,užraktas
443,,,,action,veikimas
444,,,,muzzle,žiotys
445,,,,key,DUPLICATE_NO_TRANSLATION
446,,,,gunlock,DUPLICATE_užraktas
447,,,,cartridge_holder,šovinių_laikilis
448,,,,gun_muzzle,ginklo_žiotys
449,,,,gun-sight,kryptukas
450,,,,action_mechanism,veikimo_mechanizmas
451,,,,gun_chamber,DUPLICATE_šovinio_lizdas
452,,,,gun_trigger,šautuvo_gaidukas
453,,,,firing_mechanism,iššovimo_mechanizmas
454,,,,safety_lock,DUPLICATE_užraktas
455,,,,cartridge_extractor,tūtų_išmetiklis
456,,,,firing_chamber,DUPLICATE_ežektorius
457,,,,cartridge_ejector,DUPLICATE_NO_TRANSLATION
458,,,,view_finder,vaizdo_ieškiklis
459,,,,cartridge_clip,šovinių_apkaba
460,,,,gun_barrel,ginklo_vamzdis
461,,,,safety_catch,DUPLICATE_NO_TRANSLATION
462,,,,cartridge_remover,DUPLICATE_tūtų_išmetiklis
464,L06_24,meronyms - part,harbor,,uostas
465,,,,dock,dokas
466,,,,facility,įranga
467,,,,anchorage,inkaravietė
468,,,,landing,iškrovimas
469,,,,docking,stovėjimas_doke
470,,,,dockage,DUPLICATE_stovėjimas_doke
471,,,,anchorage_ground,DUPLICATE_inkaravietė
472,,,,docking_facility,doko_įranga
473,,,,landing_place,iškrovimo_vieta
474,,,,landing_stage,prieplauka
476,L06_25,meronyms - part,jail,,kalėjimas
477,,,,cell,kamera
478,,,,cellblock,kalėjimo_korpusas
479,,,,guard,prižiūrėtojas
480,,,,police,policija
481,,,,prison_cell,kalėjimo_kamera
482,,,,jail_cell,DUPLICATE_kalėjimo_kamera
484,L06_26,meronyms - part,jewellery,,papuošalai
485,,,,bead,karolis
486,,,,stone,akmuo
487,,,,wire,viela
488,,,,beads,karoliai
489,,,,gemstone,brangakmenis
490,,,,gem,DUPLICATE_brangakmenis
491,,,,metal,metalas
492,,,,gold,auksas
493,,,,silver,sidabras
494,,,,platina,platina
495,,,,jewel,DUPLICATE_brangakmenis
497,L06_27,meronyms - part,litre,,litras
498,,,,millilitre,mililitras
499,,,,cc,NO_TRANSLATION
500,,,,ml,ml
501,,,,milliliter,DUPLICATE_mililitras
502,,,,cl,DUPLICATE_NO_TRANSLATION
503,,,,dl,DUPLICATE_NO_TRANSLATION
504,,,,deciliter,dekalitras
505,,,,mil,DUPLICATE_ml
506,,,,cubic_centimetre,kubinis_centrimetras
507,,,,centiliter,šimtas_litrų
508,,,,decilitre,DUPLICATE_dekalitras
509,,,,cubic_centimeter,DUPLICATE_kubinis_centimetras
510,,,,centilitre,DUPLICATE_šimtas_litrų
511,,,,cubic_millimeter,kubinis_milimetras
512,,,,cubic_millimetre,DUPLICATE_kubinis_milimetras
514,L06_28,meronyms - part,movie,,filmas
515,,,,scene,scena
516,,,,subtitles,subtitrai
517,,,,footage,filmuota_medžiaga
518,,,,credit,titras
519,,,,episode,epizodas
520,,,,shot,kadras
521,,,,sequence,DUPLICATE_epizodas
522,,,,credits,titrai
523,,,,caption,užrašas
525,L06_29,meronyms - part,orthography,,ortografija
526,,,,hyphenation,rašymas_su_brūkšneliu
527,,,,punctuation,punktuacija
528,,,,punctuation_mark,skyrybos_ženklas
529,,,,word_division,DUPLICATE_rašymas_su_brūkšneliu
530,,,,spelling,rašyba
532,L06_30,meronyms - part,piano,,pianinas
533,,,,keyboard,klaviatūra
534,,,,clavier,DUPLICATE_klaviatūra
535,,,,loud,garsus
536,,,,hammer,plaktukėlis
537,,,,sounding,skambėjimas
538,,,,pedal,pedalas
539,,,,sustaining,išlaikymas
540,,,,soft,minkštas
541,,,,fingerboard,DUPLICATE_klaviatūra
542,,,,soundboard,DUPLICATE_klaviatūra
543,,,,action,mechanika
544,,,,board,lenta
545,,,,key,klavišas
546,,,,fallboard,dangtis
547,,,,piano_action,pianino_mechanika
548,,,,action_mechanism,DUPLICATE_mechanika
549,,,,damper_block,dusliklis
550,,,,fall-board,DUPLICATE_dangtis
551,,,,sounding_board,deka
552,,,,sustaining_pedal,kairysis_pedalas
553,,,,loud_pedal,dešinysis_pedalas
554,,,,piano_damper,pianino_dusliklis
555,,,,piano_keyboard,pianino_klaviatūra
556,,,,sound_hole,garso_ertmė
557,,,,soft_pedal,vidurinis_pedalas
559,L06_31,meronyms - part,pie,,pyragas
560,,,,crust,pluta
561,,,,cheese,sūris
562,,,,filling,įdaras
563,,,,fruit,vaisius
564,,,,apple,obuolys
565,,,,berries,uogos
566,,,,glazing,glajus
567,,,,pastry,tešla
568,,,,icing,DUPLICATE_glajus
570,L06_32,meronyms - part,poem,,eilėraštis
571,,,,stanza,stulpelis
572,,,,canto,giesmė
573,,,,prosody,prozodija
574,,,,rime,rimas
575,,,,line,eilutė
576,,,,rhyme,DUPLICATE_rimas
577,,,,verse,DUPLICATE_poem
578,,,,poetic_rhythm,DUPLICATE_rimas
579,,,,rhythmic_pattern,ritminė_struktūra
580,,,,verse_line,eilėraščio_eilutė
581,,,,line_of_verse,DUPLICATE_eilėraščio_eilutė
582,,,,line_of_poetry,DUPLICATE_eilėraščio_eilutė
583,,,,,poezija
584,L06_33,meronyms - part,pub,,smuklė
585,,,,bar,baras
586,,,,barroom,DUPLICATE_baras
587,,,,taproom,DUPLICATE_baras
588,,,,saloon,DUPLICATE_baras
589,,,,ginmill,alinė
590,,,,,alaus_baras
591,L06_34,meronyms - part,radio,,radijas
592,,,,receiver,imtuvas
593,,,,tuner,imtuvinis_derintuvas
594,,,,radio,DUPLICATE_radijas
595,,,,demodulator,demoduliatorius
596,,,,transmitter,siųstuvas
597,,,,detector,detektorius
598,,,,receiving,priėmimas
599,,,,set,aparatas
600,,,,amplifier,stiprintuvas
601,,,,wireless,DUPLICATE_radijas
602,,,,radio_transmitter,radijo_siųstuvas
603,,,,receiving_set,DUPLICATE_radijo_imtuvas
604,,,,radio_receiver,DUPLICATE_radijo_imtuvas
605,,,,radio_set,radijo_aparatas
606,,,,,"derintuvas,tiuneris,ieškiklis,stoties_nustatymo_įtaisas"
607,L06_35,meronyms - part,railcar,,vagonas
608,,,,suspension,pakaba
609,,,,cushion,pagalvė
610,,,,shock,smūgis
611,,,,shock_absorber,amortizatorius
612,,,,suspension_system,DUPLICATE_pakaba
614,L06_36,meronyms - part,seafront,,pajūris
615,,,,harbor,jūrų_uostas
616,,,,seaport,DUPLICATE_jūrų_uostas
617,,,,dock,dokas
618,,,,haven,DUPLICATE_jūrų_uostas
619,,,,anchorage,inkaravietė
620,,,,landing,iškrovimas
621,,,,harbour,DUPLICATE_jūrų_uostas
622,,,,dockage,doko_įranga
623,,,,anchorage_ground,DUPLICATE_inkaravietė
624,,,,docking_facility,DUPLICATE_doko_įranga
625,,,,landing_place,iškrovimo_vieta
626,,,,landing_stage,prieplauka
628,L06_37,meronyms - part,shilling,,šilingas
629,,,,pence,pensas
631,L06_38,meronyms - part,shirt,,marškiniai
632,,,,button,saga
633,,,,dickie,antkrūtinis
634,,,,collar,apykaklė
635,,,,dickey,DUPLICATE_antkrūtinis
636,,,,sleeve,rankovė
637,,,,buttons,sagos
638,,,,dicky,DUPLICATE_antkrūtinis
639,,,,pocket,kišenė
640,,,,shirttail,marškinių_apačia
641,,,,shirtsleeve,marškinių_rankove
642,,,,shirtfront,DUPLICATE_antkrūtinis
643,,,,shirt_button,marškinių_saga
645,L06_39,meronyms - part,sonata,,sonata
646,,,,movement,dalis
648,,,,part,DUPLICATE_dalis
650,L06_40,meronyms - part,staircase,,laiptine
651,,,,step,laiptas
652,,,,riser,laiptų_popakopis
653,,,,landing,aikštelė
654,,,,tread,DUPLICATE_laiptas
655,,,,stair,laiptai
656,,,,stairhead,DUPLICATE_laiptinė
658,L06_41,meronyms - part,sword,,kardas
659,,,,blade,ašmenys
660,,,,forte,forte
661,,,,hilt,rankena
662,,,,peak,smaigalys
663,,,,foible,NO_TRANSLATION
664,,,,point,DUPLICATE_smaigalys
665,,,,pommel,DUPLICATE_smaigalys
666,,,,haft,DUPLICATE_rankena
667,,,,tip,DUPLICATE_smaigalys
668,,,,knob,DUPLICATE_rankena
669,,,,helve,DUPLICATE_rankena
670,,,,knife_edge,peilio_ašmenys
671,,,,cutting_edge,DUPLICATE_peilio_ašmenys
673,L06_42,meronyms - part,table,,stalas
674,,,,tabletop,stalviršis
675,,,,tableware,stalo_indai
676,,,,leg,koja
677,,,,legs,kojos
679,L06_43,meronyms - part,teapot,,arbatinis
680,,,,spout,snapelis
681,,,,handle,rankena
682,,,,knob,DUPLICATE_rankena
683,,,,lid,dangtis
684,,,,body,pagrindas
685,,,,belly,DUPLICATE_pagrindas
686,,,,base,DUPLICATE_pagrindas
687,,,,filter,filtras
688,,,,tea_filter,arbatos_filtras
689,,,,,arbatinukas
690,L06_44,meronyms - part,telephone,,telefonas
691,,,,receiver,imtuvas
692,,,,mouthpiece,ragelis
693,,,,dial,rinkiklis
694,,,,wire,laidas
695,,,,screen,ekranas
696,,,,display,DUPLICATE_ekranas
697,,,,telephone_receiver,telefono_imtuvas
699,L06_45,meronyms - part,tonne,,tona
700,,,,kilogram,kilogramas
701,,,,mg,mg
702,,,,gm,g
703,,,,hg,hg
704,,,,grain,granas
705,,,,milligram,miligramas
706,,,,hundredweight,DUPLICATE_centneris
707,,,,kilo,kilas
708,,,,mcg,mcg
709,,,,dag,DUPLICATE_dkg
710,,,,carat,karatas
711,,,,microgram,mikrogramas
712,,,,gramme,gramas
713,,,,quintal,DUPLICATE_centneris
714,,,,ng,ng
715,,,,gram,DUPLICATE_gramas
716,,,,dg,dg
717,,,,g,DUPLICATE_g
718,,,,kg,kg
719,,,,decigram,decigramas
720,,,,nanogram,nanogramas
721,,,,myriagram,NO_TRANSLATION
722,,,,centner,centneris
723,,,,metric_grain,DUPLICATE_granas
724,,,,myg,DUPLICATE_NO_TRANSLATION
725,,,,dekagram,dekagramas
726,,,,decagram,DUPLICATE_dekagramas
727,,,,metric_hundredweight,DUPLICATE_centneris
728,,,,obolus,obolas
729,,,,doppelzentner,DUPLICATE_NO_TRANSLATION
730,,,,hectogram,hektogramas
731,,,,dkg,dkg
733,L06_46,meronyms - part,torso,,liemuo
734,,,,chest,krūtinė
735,,,,arse,šikna
736,,,,shoulder,petys
737,,,,bum,užpakalis
738,,,,midriff,DUPLICATE_diafragma
739,,,,groin,kirkšnis
740,,,,deltoid,deltinis_ramuo
741,,,,diaphragm,diafragma
742,,,,lat,platusis_nugaros_raumuo
743,,,,pectoralis,krūtinės_raumenys
744,,,,behind,DUPLICATE_užpakalis
745,,,,gluteus,sėdmenys
746,,,,middle,pusiaujas
747,,,,stomach,skrandis
748,,,,teres,apvalusis_raumuo
749,,,,thorax,krūtinės_ląsta
750,,,,tush,DUPLICATE_užpakalis
751,,,,ab,pilvo_raumuo
752,,,,rump,pasturgalis
753,,,,breastbone,krūtinkaulis
754,,,,buns,DUPLICATE_užpakalis
755,,,,gladiolus,krūtinkaulio_kūnas
756,,,,haunch,šlaunis
757,,,,backside,DUPLICATE_užpakalis
758,,,,buttocks,DUPLICATE_sėdmenys
759,,,,serratus,priekinis_raumuo
760,,,,pectoral,krūtinės
761,,,,stern,DUPLICATE_pasturgalis
762,,,,navel,bamba
763,,,,paunch,DUPLICATE_pilvas
764,,,,seat,sėdynė
765,,,,mediastinum,tarpuplautis
766,,,,ass,DUPLICATE_šikna
767,,,,axilla,DUPLICATE_pažastis
768,,,,back,nugara
769,,,,belly,pilvas
770,,,,bottom,DUPLICATE_užpakalis
771,,,,omphalos,DUPLICATE_bamba
772,,,,fundament,DUPLICATE_užpakalis
773,,,,acromion,mentės_petinė_atauga
774,,,,derriere,DUPLICATE_užpakalis
775,,,,hindgut,DUPLICATE_žarnynas
776,,,,gut,žarna
777,,,,gallbladder,tulžies_pūslė
778,,,,saddle,balninis_sąnarys
779,,,,cheek,skruostas
780,,,,waist,liemuo
781,,,,butt,DUPLICATE_užpakalis
782,,,,bowel,viduriai
783,,,,keister,DUPLICATE_užpakalis
784,,,,bellybutton,DUPLICATE_bamba
785,,,,pectus,DUPLICATE_krūtinė
786,,,,prat,DUPLICATE_sėdynė
787,,,,loins,strėnos
788,,,,abdominal,pilvo
789,,,,rear,DUPLICATE_užpakalis
790,,,,dorsum,DUPLICATE_nugara
791,,,,posterior,DUPLICATE_užpakalis
792,,,,venter,DUPLICATE_pilvas
793,,,,small,NO_TRANSLATION
794,,,,abdomen,DUPLICATE_pilvas
795,,,,umbilicus,bambos
796,,,,armpit,pažastis
797,,,,waistline,juosmuo
