,ID,Relation,Source,Target,LT
178,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
179,,,,mammal,žinduolis
180,,,,ape,žmogbeždžionė
181,,,,mammalian,DUPLICATE_žinduolis
182,,,,animate_being,gyva_esybė
183,,,,eutherian_mammal,aukštesnysis_žinduolis
184,,,,placental_mammal,placentinis_žinduolis
185,,,,craniate,kaukolinis_gyvūnas
186,,,,physical_physical_entity,gyva_būtybė
187,,,,living_thing,gyvas_daiktas
188,,,,,gyvūnija
189,L01_12,hypernyms - animals,chinchilla,,šinšila
190,,,,rodent,graužikas
191,,,,vertebrate,stuburinis_gyvūnas
192,,,,creature,būtybė
193,,,,beast,žvėris
194,,,,animal,gyvūnas
195,,,,organism,organizmas
196,,,,fauna,fauna
197,,,,placental,placentiniai
198,,,,chordate,chordiniai
199,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
200,,,,mammal,žinduolis
201,,,,mammalian,DUPLICATE_žinduolis
202,,,,eutherian_mammal,aukštesnysis_žinduolis
203,,,,gnawer,graužėjas
204,,,,animate_being,gyva_esybė
205,,,,living_thing,gyvas_daiktas
206,,,,placental_mammal,placentinis_žinduolis
207,,,,craniate,kaukolinis_gyvūnas
208,,,,,gyvūnija
209,L01_13,hypernyms - animals,cobra,,kobra
210,,,,snake,gyvatė
211,,,,reptile,roplys
212,,,,elapid,aspidas
213,,,,elapid_snake,aspidų_gyvatė
214,,,,serpent,DUPLICATE_gyvatė
215,,,,ophidian,ofidijos
216,,,,,"žaltys,reptilija"
217,L01_14,hypernyms - animals,cockroach,,tarakonas
218,,,,insect,vabzdys
219,,,,invertebrate,bestuburiai
220,,,,creature,būtybė
221,,,,beast,žvėris
222,,,,dictyopterous_insect,tarakongyvis_vabzdys
223,,,,being,esybė
224,,,,animal,gyvūnas
225,,,,organism,organizmas
226,,,,fauna,fauna
227,,,,arthropod,nariuotakojis
228,,,,animate_being,gyva_esybė
229,,,,physical_entity,fizinis_subjektas
230,,,,living_thing,gyvas_daiktas
232,,,,,gyvūnija
233,L01_15,hypernyms - animals,cow,,karvė
234,,,,bovid,dykaraginiai
235,,,,mammal,žinduolis
236,,,,cattle,galvijai
237,,,,vertebrate,stuburinis_gyvūnas
238,,,,creature,būtybė
239,,,,ungulate,kanopiniai
240,,,,beast,žvėris
241,,,,being,esybė
242,,,,animal,gyvūnas
243,,,,organism,organizmas
244,,,,fauna,fauna
245,,,,placental,placentiniai
246,,,,artiodactyl,porakanopiai
247,,,,ruminant,atrajotojas
248,,,,chordate,chordiniai
249,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
250,,,,mammalian,DUPLICATE_žinduolis
251,,,,animate_being,gyva_esybė
252,,,,eutherian_mammal,aukštesnysis_žinduolis
253,,,,placental_mammal,placentinis_žinduolis
254,,,,craniate,kaukolinis_gyvūnas
255,,,,physical_hoofed_mammal,fizinis_kanopinis_žinduolis
256,,,,physical_entity,fizinis_subjektas
257,,,,even-toed_ungulate,lygiapirštis_kanopinis
258,,,,artiodactyl_mammal,porakanopis_žinduolis
259,,,,living_thing,gyvas_daiktas
260,,,,,"gyvulys,gyvūnija"
261,L01_16,hypernyms - animals,coyote,,kojotas
262,,,,canine,DUPLICATE_šuniniai
263,,,,vertebrate,stuburinis_gyvūnas
264,,,,creature,būtybė
265,,,,beast,žvėris
266,,,,canid,šuniniai
267,,,,being,esybė
268,,,,animal,gyvūnas
269,,,,organism,organizmas
270,,,,fauna,fauna
271,,,,placental,placentiniai
272,,,,carnivore,mėsėdžiai
273,,,,chordate,chordiniai
274,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
275,,,,mammal,žinduolis
276,,,,mammalian,DUPLICATE_žinduolis
277,,,,animate_being,gyva_esybė
278,,,,eutherian_mammal,aukštesnysis_žinduolis
279,,,,locomote,vaikštantis
280,,,,placental_mammal,placentinis_žinduolis
281,,,,craniate,kaukolinis_gyvūnas
282,,,,domesticated_animal,prijaukintas_gyvūnas
283,,,,physical_entity,fizinis_subjektas
284,,,,domestic_animal,naminis_gyvūnas
285,,,,living_thing,gyvas_daiktas
286,,,,,"gyvulys,plėšrūnas,gyvūnija"
287,L01_17,hypernyms - animals,deer,,elnias
288,,,,bovid,dykaraginiai
289,,,,mammal,žinduolis
290,,,,vertebrate,stuburinis_gyvūnas
291,,,,creature,būtybė
292,,,,ungulate,kanopiniai
293,,,,beast,žvėris
294,,,,being,esybė
295,,,,animal,gyvūnas
296,,,,organism,organizmas
297,,,,fauna,fauna
298,,,,placental,placentiniai
299,,,,artiodactyl,porakanopiai
300,,,,ruminant,atrajotojas
301,,,,chordate,chordiniai
302,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
303,,,,mammalian,DUPLICATE_žinduolis
304,,,,bovine,galvijas
305,,,,animate_being,gyva_esybė
306,,,,eutherian_mammal,aukštesnysis_žinduolis
307,,,,placental_mammal,placentinis_žinduolis
308,,,,craniate,kaukolinis_gyvūnas
309,,,,physical_hoofed_mammal,fizinis_kanopinis_žinduolis
310,,,,physical_entity,fizinis_subjektas
311,,,,even-toed_ungulate,lygiapirštis_kanopinis
312,,,,artiodactyl_mammal,porakanopis_žinduolis
313,,,,living_thing,gyvas_daiktas
315,,,,,gyvūnija
316,L01_18,hypernyms - animals,dog,,šuo
317,,,,canine,DUPLICATE_šuniniai
318,,,,vertebrate,stuburinis_gyvūnas
319,,,,creature,būtybė
320,,,,beast,žvėris
321,,,,canid,šuniniai
322,,,,being,esybė
323,,,,animal,gyvūnas
324,,,,organism,organizmas
325,,,,fauna,fauna
326,,,,placental,placentiniai
327,,,,carnivore,mėsėdžiai
328,,,,chordate,chordiniai
329,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
330,,,,mammal,žinduolis
331,,,,mammalian,DUPLICATE_žinduolis
332,,,,animate_being,gyva_esybė
333,,,,eutherian_mammal,aukštesnysis_žinduolis
334,,,,locomote,vaikštantis
335,,,,placental_mammal,placentinis_žinduolis
336,,,,craniate,kaukolinis_gyvūnas
337,,,,domesticated_animal,prijaukintas_gyvūnas
338,,,,physical_entity,fizinis_subjektas
339,,,,domestic_animal,naminis_gyvūnas
340,,,,living_thing,gyvas_daiktas
341,,,,,"gyvulys,gyvūnija,plėšrūnas"
342,L01_19,hypernyms - animals,duck,,antis
343,,,,fowl,paukštiena
344,,,,bird,paukštis
345,,,,vertebrate,stuburinis_gyvūnas
346,,,,poultry,naminiai_paukščiai
347,,,,creature,būtybė
348,,,,beast,žvėris
349,,,,being,esybė
350,,,,animal,gyvūnas
351,,,,organism,organizmas
352,,,,fauna,fauna
353,,,,chordate,chordiniai
354,,,,domestic_fowl,naminė_višta
355,,,,waterfowl,vandens_paukštis
356,,,,water_fowl,vandens_višta
357,,,,animate_being,gyva_esybė
358,,,,anseriform_bird,žąsinis_paukštis
359,,,,craniate,kaukolinis_gyvūnas
360,,,,living_thing,gyvas_daiktas
361,,,,,gyvūnija
362,L01_20,hypernyms - animals,eagle,,erelis
363,,,,raptor,plėšrūnas
364,,,,bird,paukštis
365,,,,vertebrate,stuburinis_gyvūnas
366,,,,creature,būtybė
367,,,,beast,žvėris
368,,,,being,esybė
369,,,,animal,gyvūnas
370,,,,organism,organizmas
371,,,,fauna,fauna
372,,,,chordate,chordiniai
373,,,,animate_being,gyva_esybė
374,,,,craniate,kaukolinis_gyvūnas
376,,,,raptorial_bird,paukštis_plėšrūnas
377,,,,bird_of_prey,plėšrusis_paukštis
378,,,,living_thing,gyva_būtybė
379,,,,,gyvūnija
380,L01_21,hypernyms - animals,falcon,,sakalas
381,,,,raptor,plėšrūnas
382,,,,bird,paukštis
383,,,,vertebrate,stuburinis_gyvūnas
384,,,,creature,būtybė
385,,,,beast,žvėris
386,,,,being,esybė
387,,,,animal,gyvūnas
388,,,,organism,organizmas
389,,,,fauna,fauna
390,,,,chordate,chordiniai
391,,,,animate_being,gyva_esybė
392,,,,craniate,kaukolinis_gyvūnas
393,,,,living_thing,gyvas_daiktas
394,,,,raptorial_bird,paukštis_plėšrūnas
395,,,,bird_of_prey,plėšrusis_paukštis
396,,,,,gyvūnija
397,L01_22,hypernyms - animals,fox,,lapė
398,,,,canine,DUPLICATE_šuniniai
399,,,,vertebrate,stuburinis_gyvūnas
400,,,,creature,būtybė
401,,,,beast,žvėris
402,,,,canid,šuniniai
403,,,,being,esybė
404,,,,animal,gyvūnas
405,,,,organism,organizmas
406,,,,fauna,fauna
407,,,,placental,placentiniai
408,,,,carnivore,mėsėdžiai
409,,,,chordate,chordiniai
410,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
411,,,,mammal,žinduolis
412,,,,mammalian,DUPLICATE_žinduolis
413,,,,animate_being,gyva_esybė
414,,,,eutherian_mammal,aukštesnysis_žinduolis
415,,,,locomote,vaikštantis
416,,,,placental_mammal,placentinis_žinduolis
417,,,,craniate,kaukolinis_gyvūnas
418,,,,domesticated_animal,prijaukintas_gyvūnas
419,,,,physical_entity,fizinis_subjektas
420,,,,domestic_animal,naminis_gyvūnas
421,,,,living_thing,gyvas_daiktas
422,,,,,"gyvulys,gyvūnija,plėšrūnas"
423,L01_23,hypernyms - animals,gibbon,,gibonas
424,,,,primate,primatas
425,,,,vertebrate,stuburinis_gyvūnas
426,,,,creature,būtybė
427,,,,beast,žvėris
428,,,,being,esybė
429,,,,animal,gyvūnas
430,,,,organism,organizmas
431,,,,fauna,fauna
432,,,,placental,placentiniai
433,,,,chordate,chordiniai
434,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
435,,,,mammal,žinduolis
436,,,,ape,žmogbeždžionė
437,,,,mammalian,DUPLICATE_žinduolis
438,,,,animate_being,gyva_esybė
439,,,,eutherian_mammal,aukštesnysis_žinduolis
440,,,,placental_mammal,placentinis_žinduolis
441,,,,craniate,kaukolinis_gyvūnas
442,,,,physical_physical_entity,fizinė_būtybė
443,,,,living_thing,gyvas_daiktas
445,,,,,gyvūnija
446,L01_24,hypernyms - animals,goat,,ožys
447,,,,bovid,dykaraginiai
448,,,,mammal,žinduolis
449,,,,vertebrate,stuburinis_gyvūnas
450,,,,ungulate,kanopiniai
451,,,,beast,žvėris
452,,,,being,esybė
453,,,,animal,gyvūnas
454,,,,organism,organizmas
455,,,,fauna,fauna
456,,,,placental,placentiniai
457,,,,artiodactyl,porakanopiai
458,,,,chordate,chordiniai
459,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
460,,,,mammalian,DUPLICATE_žinduolis
461,,,,animate_being,gyva_esybė
462,,,,eutherian_mammal,aukštesnysis_žinduolis
463,,,,placental_mammal,placentinis_žinduolis
464,,,,craniate,kaukolinis_gyvūnas
465,,,,hoofed_mammal,kanopinis_žinduolis
466,,,,even-toed_ungulate,lygiapirštis_kanopinis
467,,,,artiodactyl_mammal,porakanopis_žinduolis
468,,,,living_thing,gyvas_daiktas
469,,,,,"gyvulys,gyvūnija"
470,L01_25,hypernyms - animals,goose,,žąsis
471,,,,fowl,paukštiena
472,,,,bird,paukštis
473,,,,vertebrate,stuburinis_gyvūnas
474,,,,poultry,naminiai_paukščiai
475,,,,creature,būtybė
476,,,,beast,žvėris
477,,,,being,esybė
478,,,,animal,gyvūnas
479,,,,organism,organizmas
480,,,,fauna,fauna
481,,,,chordate,chordiniai
482,,,,domestic_fowl,naminė_višta
483,,,,waterfowl,vandens_paukštis
484,,,,water_fowl,vandens_vištos
485,,,,animate_being,gyva_esybė
486,,,,anseriform_bird,žąsinis_paukštis
487,,,,craniate,kaukolinis_gyvūnas
488,,,,living_thing,gyvas_daiktas
489,,,,,gyvūnija
490,L01_26,hypernyms - animals,gorilla,,gorila
491,,,,primate,primatas
492,,,,vertebrate,stuburinis_gyvūnas
493,,,,creature,būtybė
494,,,,beast,žvėris
495,,,,being,esybė
496,,,,animal,gyvūnas
497,,,,organism,organizmas
498,,,,fauna,fauna
499,,,,placental,placentiniai
500,,,,hominid,hominidas
501,,,,chordate,chordiniai
502,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
503,,,,mammal,žinduolis
504,,,,ape,žmogbeždžionė
505,,,,mammalian,DUPLICATE_žinduolis
506,,,,animate_being,gyva_esybė
507,,,,eutherian_mammal,aukštesnysis_žinduolis
508,,,,placental_mammal,placentinis_žinduolis
509,,,,craniate,kaukolinis_gyvūnas
510,,,,physical_physical_entity,fizinė_būtybė
511,,,,living_thing,gyva_būtybė
512,,,,,gyvūnija
513,L01_27,hypernyms - animals,hawk,,vanagas
514,,,,raptor,plėšrūnas
515,,,,bird,paukštis
516,,,,vertebrate,stuburinis_gyvūnas
517,,,,creature,būtybė
518,,,,beast,žvėris
519,,,,being,esybė
520,,,,animal,gyvūnas
521,,,,organism,organizmas
522,,,,fauna,fauna
523,,,,chordate,chordiniai
524,,,,animate_being,gyva_esybė
525,,,,craniate,kaukolinis_gyvūnas
526,,,,living_thing,gyvas_daiktas
527,,,,raptorial_bird,paukštis_plėšrūnas
528,,,,bird_of_prey,plėšrusis_paukštis
529,,,,,gyvūnija
530,L01_28,hypernyms - animals,human,,žmogus
531,,,,primate,primatas
532,,,,vertebrate,stuburinis_gyvūnas
533,,,,creature,būtybė
534,,,,beast,žvėris
535,,,,being,esybė
536,,,,animal,gyvūnas
537,,,,organism,organizmas
538,,,,fauna,fauna
539,,,,placental,placentiniai
540,,,,hominid,hominidas
541,,,,chordate,chordiniai
542,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
543,,,,mammal,žinduolis
544,,,,ape,žmogbeždžionė
545,,,,mammalian,DUPLICATE_žinduolis
546,,,,animate_being,gyva_esybė
547,,,,eutherian_mammal,aukštesnysis_žinduolis
548,,,,placental_mammal,placentinis_žinduolis
549,,,,craniate,kaukolinis_gyvūnas
550,,,,physical_physical_entity,fizinė_būtybė
551,,,,living_thing,gyvas_daiktas
552,,,,,gyvūnija
553,L01_29,hypernyms - animals,jackal,,šakalas
554,,,,canine,DUPLICATE_šuniniai
555,,,,vertebrate,stuburinis_gyvūnas
556,,,,creature,būtybė
557,,,,beast,žvėris
558,,,,canid,šuniniai
559,,,,being,esybė
560,,,,animal,gyvūnas
561,,,,organism,organizmas
562,,,,fauna,fauna
563,,,,placental,placentiniai
564,,,,carnivore,mėsėdžiai
565,,,,chordate,chordiniai
566,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
567,,,,mammal,žinduolis
568,,,,mammalian,DUPLICATE_žinduolis
569,,,,animate_being,gyva_esybė
570,,,,eutherian_mammal,aukštesnysis_žinduolis
571,,,,locomote,vaikštantis
572,,,,placental_mammal,placentinis_žinduolis
573,,,,craniate,kaukolinis_gyvūnas
574,,,,domesticated_animal,prijaukintas_gyvūnas
575,,,,physical_entity,fizinis_subjektas
576,,,,domestic_animal,naminis_gyvūnas
577,,,,living_thing,gyvas_daiktas
578,,,,,"gyvulys,gyvūnija,plėšrūnas"
579,L01_30,hypernyms - animals,jaguar,,jaguaras
580,,,,feline,kačių_šeimos_žinduolis
581,,,,cat,katė
582,,,,beast,žvėris
583,,,,animal,gyvūnas
584,,,,organism,organizmas
585,,,,fauna,fauna
586,,,,placental,placentiniai
587,,,,carnivore,mėsėdžiai
588,,,,chordate,chordiniai
589,,,,felid,katinių_šeimos_gyvūnas
590,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
591,,,,mammal,žinduolis
592,,,,mammalian,DUPLICATE_žinduolis
593,,,,eutherian_mammal,aukštesnysis_žinduolis
594,,,,animate_being,gyva_esybė
595,,,,placental_mammal,placentinis_žinduolis
596,,,,craniate,kaukolinis_gyvūnas
597,,,,big_cat,didžioji_katė
598,,,,,"gyvūnija,plėšrūnas"
599,L01_31,hypernyms - animals,leopard,,leopardas
600,,,,feline,kačių_šeimos_žinduolis
601,,,,cat,katė
602,,,,beast,žvėris
603,,,,animal,gyvūnas
604,,,,organism,organizmas
605,,,,fauna,fauna
606,,,,placental,placentiniai
607,,,,carnivore,mėsėdžiai
608,,,,causal_agent,priežastinis_veiksnys
609,,,,chordate,chordiniai
610,,,,felid,katinių_šeimos_gyvūnas
611,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
612,,,,mammal,žinduolis
613,,,,mammalian,DUPLICATE_žinduolis
614,,,,eutherian_mammal,aukštesnysis_žinduolis
615,,,,animate_being,gyva_esybė
616,,,,placental_mammal,placentinis_žinduolis
617,,,,craniate,kaukolinis_gyvūnas
618,,,,big_cat,didžioji_katė
619,,,,,"gyvūnija,plėšrūnas"
620,L01_32,hypernyms - animals,lion,,liūtas
621,,,,feline,kačių_šeimos_žinduolis
622,,,,cat,katė
623,,,,beast,žvėris
624,,,,animal,gyvūnas
625,,,,organism,organizmas
626,,,,fauna,fauna
627,,,,placental,placentiniai
628,,,,carnivore,mėsėdžiai
629,,,,chordate,chordiniai
630,,,,felid,katinių_šeimos_gyvūnas
631,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
632,,,,mammal,žinduolis
633,,,,mammalian,DUPLICATE_žinduolis
634,,,,eutherian_mammal,aukštesnysis_žinduolis
635,,,,animate_being,gyva_esybė
636,,,,placental_mammal,placentinis_žinduolis
637,,,,craniate,kaukolinis_gyvūnas
638,,,,big_cat,didžioji_katė
639,,,,,"plėšrūnas,gyvūnija"
640,L01_33,hypernyms - animals,mamba,,mamba
641,,,,snake,gyvatė
642,,,,reptile,roplys
643,,,,elapid,aspidas
644,,,,elapid_snake,aspidų_gyvatė
645,,,,serpent,DUPLICATE_gyvatė
646,,,,ophidian,ofidijos
647,,,,,reptilija
648,L01_34,hypernyms - animals,mouse,,pelė
649,,,,rodent,graužikas
650,,,,vertebrate,stuburinis_gyvūnas
651,,,,creature,būtybė
652,,,,beast,žvėris
653,,,,animal,gyvūnas
654,,,,organism,organizmas
655,,,,fauna,fauna
656,,,,placental,placentiniai
657,,,,chordate,chordiniai
658,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
659,,,,mammal,žinduolis
660,,,,mammalian,DUPLICATE_žinduolis
661,,,,eutherian_mammal,aukštesnysis_žinduolis
662,,,,gnawer,graužėjas
663,,,,animate_being,gyva_esybė
664,,,,living_thing,gyvas_daiktas
665,,,,placental_mammal,placentinis_žinduolis
666,,,,craniate,kaukolinis_gyvūnas
668,,,,,gyvūnija
669,L01_35,hypernyms - animals,orangutan,,orangutangas
670,,,,primate,primatas
671,,,,vertebrate,stuburinis_gyvūnas
672,,,,creature,būtybė
673,,,,beast,žvėris
674,,,,being,esybė
675,,,,animal,gyvūnas
676,,,,organism,organizmas
677,,,,fauna,fauna
678,,,,placental,placentiniai
679,,,,hominid,hominidas
680,,,,chordate,chordiniai
681,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
682,,,,mammal,žinduolis
683,,,,ape,žmogbeždžionė
684,,,,mammalian,"DUPLICATE_""žinduolis"""
685,,,,animate_being,gyva_esybė
686,,,,eutherian_mammal,aukštesnysis_žinduolis
687,,,,placental_mammal,placentinis_žinduolis
688,,,,craniate,kaukolinis_gyvūnas
689,,,,physical_physical_entity,fizinė_būtybė
690,,,,living_thing,gyvas_daiktas
691,,,,,gyvūnija
692,L01_36,hypernyms - animals,owl,,pelėda
693,,,,raptor,plėšrūnas
694,,,,bird,paukštis
695,,,,vertebrate,stuburinis_gyvūnas
696,,,,creature,būtybė
697,,,,beast,žvėris
698,,,,being,esybė
699,,,,animal,gyvūnas
700,,,,organism,organizmas
701,,,,fauna,fauna
702,,,,chordate,chordiniai
703,,,,animate_being,gyva_esybė
704,,,,craniate,kaukolinis_gyvūnas
705,,,,living_thing,living_būtybė
706,,,,raptorial_bird,paukštis_plėšrūnas
707,,,,bird_of_prey,plėšrusis_paukštis
708,,,,,gyvūnija
709,L01_37,hypernyms - animals,pony,,ponis
710,,,,bovid,dykaraginiai
711,,,,mammal,žinduolis
712,,,,horse,arklys
713,,,,vertebrate,stuburinis_gyvūnas
714,,,,creature,būtybė
715,,,,beast,žvėris
716,,,,animal,gyvūnas
717,,,,organism,organizmas
718,,,,fauna,fauna
719,,,,placental,placentiniai
720,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
721,,,,equine,arkliniai
722,,,,mammalian,DUPLICATE_žinduolis
723,,,,equid,arklinių_šeimos_gyvūnas
724,,,,living_thing,gyvas_daiktas
725,,,,odd-toed_ungulate,neporakanopiai
726,,,,animate_being,gyva_esybė
727,,,,eutherian_mammal,aukštesnysis_žinduolis
728,,,,perissodactyl,DUPLICATE_neporakanopiai
729,,,,placental_mammal,placentinis_žinduolis
730,,,,craniate,kaukolinis_gyvūnas
731,,,,hoofed_mammal,kanopinis_žinduolis
732,,,,physical_entity,fizinis_subjektas
733,,,,perissodactyl_mammal,neporakanopis_žinduolis
734,,,,equus_caballus,naminis_arklys
735,,,,,"gyvulys,gyvūnija"
736,L01_38,hypernyms - animals,porcupine,,dygliakiaulė_
737,,,,rodent,graužikas
738,,,,vertebrate,stuburinis_gyvūnas
739,,,,creature,būtybė
740,,,,beast,žvėris
741,,,,animal,gyvūnas
742,,,,organism,organizmas
743,,,,fauna,fauna
744,,,,placental,placentiniai
745,,,,chordate,chordiniai
746,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
747,,,,mammal,žinduolis
748,,,,mammalian,DUPLICATE_žinduolis
749,,,,eutherian_mammal,aukštesnysis_žinduolis
750,,,,gnawer,graužėjas
751,,,,animate_being,gyva_esybė
752,,,,living_thing,gyvas_daiktas
