,ID,Relation,Source,Target,LT
59,,,,flyspeck,DUPLICATE_mažytis
60,,,,bitty,mažutėlis
61,,,,bittie,DUPLICATE_mažutėlis
62,,,,teensy,mažyčiukas
63,,,,teentsy,DUPLICATE_mažyčiukas
64,,,,teeny,DUPLICATE_mažyčiukas
65,,,,wee,DUPLICATE_mažytis
66,,,,weeny,DUPLICATE_mažytis
67,,,,weensy,DUPLICATE_mažytis
68,,,,teensy-weensy,DUPLICATE_mažytis
69,,,,teeny-weeny,DUPLICATE_mažytis
70,,,,itty-bitty,DUPLICATE_mažytis
71,,,,itsy-bitsy,DUPLICATE_mažytis
72,,,,dinky,DUPLICATE_mažytis
73,,,,dwarfish,nykštukinis
74,,,,elfin,DUPLICATE_smulkus
75,,,,elflike,DUPLICATE_smulkus
76,,,,gnomish,DUPLICATE_nykštukinis
77,,,,half-size,DUPLICATE_mažas
78,,,,infinitesimal,be_galo_mažas
79,,,,minute,smulkiausias
80,,,,lesser,mažasis
81,,,,microscopic,mikroskopinis
82,,,,microscopical,mikroskopiškas
83,,,,micro,mikro
84,,,,miniature,miniatiūrinis
85,,,,minuscule,DUPLICATE_labai_mažas
86,,,,miniscule,DUPLICATE_labai_mažas
87,,,,olive-sized,žirnio_dydžio
88,,,,pocket-size,kišeninis
89,,,,pocket-sized,DUPLICATE_kišeninis
90,,,,pocketable,DUPLICATE_kišeninis
91,,,,puny,DUPLICATE_mažas
92,,,,runty,žemaūgis
93,,,,shrimpy,DUPLICATE_mažas
94,,,,slender,menkas
95,,,,slim,nežymus
96,,,,smaller,mažesnis
97,,,,littler,DUPLICATE_mažesnis
98,,,,smallish,mažokas
99,,,,small-scale,nedidelis
100,,,,undersize,DUPLICATE_žemaūgis
101,,,,undersized,DUPLICATE_žemaūgis
103,L09_6,antonyms - gradable,bright,,ryškus
104,,,,pale,išbalęs
105,,,,colorless,bespalvis
106,,,,colourless,DUPLICATE_bespalvis
107,,,,dull,blankus
108,,,,neutral,neutralus
109,,,,white,blyškus
110,,,,bleached,išblukęs
111,,,,faded,nublukęs
112,,,,washed-out,DUPLICATE_nuskalbtas
113,,,,washy,DUPLICATE_nuskalbtas
114,,,,drab,nuobodus
115,,,,somber,niūrus
116,,,,sombre,DUPLICATE_niūrus
117,,,,dulled,DUPLICATE_blankus
118,,,,greyed,papilkėjęs
119,,,,etiolate,išblyškęs
120,,,,etiolated,DUPLICATE_išblyškęs
121,,,,lurid,DUPLICATE_išbalęs
122,,,,waxen,DUPLICATE_blankus
123,,,,waxlike,DUPLICATE_blankus
124,,,,waxy,DUPLICATE_blankus
125,,,,whitened,DUPLICATE_išblyškęs
127,L09_7,antonyms - gradable,cheap,,pigus
128,,,,expensive,brangus
129,,,,big-ticket,brangiai_kainuojantis
130,,,,high-ticket,DUPLICATE_brangiai_kainuojantis
131,,,,costly,DUPLICATE_brangus
132,,,,dear,DUPLICATE_brangus
133,,,,high-priced,DUPLICATE_brangus
134,,,,pricey,DUPLICATE_brangus
135,,,,pricy,DUPLICATE_brangus
136,,,,dearly-won,DUPLICATE_brangus
137,,,,overpriced,per_brangus
138,,,,valuable,DUPLICATE_brangus
140,L09_8,antonyms - gradable,clean,,švarus
141,,,,dirty,purvinas
142,,,,soiled,suteptas
143,,,,unclean,nešvarus
144,,,,augean,užterštas
145,,,,bedraggled,susivėlęs
146,,,,draggled,DUPLICATE_purvinas
147,,,,befouled,suterštas
148,,,,fouled,DUPLICATE_suterštas
149,,,,begrimed,suodinas
150,,,,dingy,DUPLICATE_purvinas
151,,,,grimy,DUPLICATE_suodinas
152,,,,grubby,nevalus
153,,,,grungy,DUPLICATE_nešvarus
154,,,,raunchy,nevalyvas
155,,,,black,juodas
156,,,,smutty,paišinas
157,,,,buggy,utėlėtas
158,,,,cobwebby,aptrauktas_voratinkliu
159,,,,dirty-faced,DUPLICATE_purvinas
160,,,,feculent,drumzlinas
161,,,,filthy,DUPLICATE_purvinas
162,,,,foul,DUPLICATE_nešvarus
163,,,,nasty,DUPLICATE_bjaurus
164,,,,flyblown,DUPLICATE_nešvarus
165,,,,squalid,apsileidęs
166,,,,sordid,DUPLICATE_nešvarus
167,,,,greasy,riebaluotas
168,,,,oily,tepaluotas
169,,,,lousy,DUPLICATE_utėlėtas
170,,,,maculate,dėmėtas
171,,,,mucky,mėšluotas
172,,,,muddy,DUPLICATE_purvinas
173,,,,ratty,DUPLICATE_paišinas
174,,,,scummy,DUPLICATE_purvinas
175,,,,smudgy,DUPLICATE_suteptas
176,,,,snotty,snargliuotas
177,,,,snot-nosed,DUPLICATE_snargliuotas
178,,,,sooty,suodžiuotas
179,,,,travel-soiled,DUPLICATE_purvinas
180,,,,travel-stained,DUPLICATE_purvinas
181,,,,uncleanly,DUPLICATE_nešvarus
182,,,,unswept,neiššluotas
183,,,,unwashed,neplautas
185,L09_9,antonyms - gradable,clear,,aiškus
186,,,,vague,miglotas
187,,,,obscure,DUPLICATE_miglotas
188,,,,unclear,neaiškus
189,,,,undefined,neapibrėžtas
190,,,,indefinable,nenusakomas
191,,,,undefinable,DUPLICATE_neapibrėžtas
193,L09_10,antonyms - gradable,close,,artimas
194,,,,distant,tolimas
195,,,,remote,nutolęs
196,,,,removed,atskirtas
197,,,,far,tolus
198,,,,faraway,DUPLICATE_tolimas
200,L09_11,antonyms - gradable,colorful,,spalvingas
201,,,,colorless,bespalvis
202,,,,colourless,DUPLICATE_bespalvis
203,,,,dull,blankus
204,,,,neutral,neutralus
205,,,,pale,išbalęs
206,,,,white,išblyškęs
207,,,,bleached,išblukęs
208,,,,faded,nublukęs
209,,,,washed-out,nuskalbtas
210,,,,washy,DUPLICATE_nuskalbtas
211,,,,drab,nuobodus
212,,,,somber,niūrus
213,,,,sombre,DUPLICATE_niūrus
214,,,,dulled,DUPLICATE_blankus
215,,,,greyed,papilkėjęs
216,,,,etiolate,DUPLICATE_išblukęs
217,,,,etiolated,DUPLICATE_išblukęs
218,,,,lurid,DUPLICATE_išblukęs
219,,,,waxen,DUPLICATE_blankus
220,,,,waxlike,DUPLICATE_blankus
221,,,,waxy,DUPLICATE_blankus
222,,,,whitened,DUPLICATE_išblukęs
224,L09_12,antonyms - gradable,common,,įprastas
225,,,,rare,retas
226,,,,infrequent,nedažnas
227,,,,scarce,retai_pasitaikantis
228,,,,uncommon,neįpratas
229,,,,extraordinary,neeilinis
231,L09_13,antonyms - gradable,competent,,kompetentingas
232,,,,incompetent,nekompetentingas
233,,,,unskilled,nekvalifikuotas
234,,,,unqualified,DUPLICATE_nekvalifikuotas
235,,,,inefficient,neefektyvus
237,L09_14,antonyms - gradable,concerned,,suinteresuotas
238,,,,unconcerned,nesuinteresuotas
239,,,,blase,abejingas
240,,,,blithe,atsainus
241,,,,casual,nerūpestingas
242,,,,insouciant,DUPLICATE_nerūpestingas
243,,,,nonchalant,DUPLICATE_abejingas
244,,,,degage,DUPLICATE_nerūpestingas
245,,,,detached,neįsitraukęs
246,,,,uninvolved,DUPLICATE_neįsitraukęs
247,,,,indifferent,DUPLICATE_abejingas
248,,,,careless,DUPLICATE_nerūpestingas
249,,,,untroubled,ramus
251,L09_15,antonyms - gradable,cooked,,pagamintas
252,,,,raw,žalias
253,,,,half-baked,neiškepęs
254,,,,fresh,šviežias
255,,,,natural,natūralus
256,,,,underdone,nevisiškai_išvirtas
257,,,,rare,pusžalis
258,,,,uncooked,DUPLICATE_žalias
259,,,,untoasted,DUPLICATE_žalias
261,L09_16,antonyms - gradable,dangerous,,pavojingas
262,,,,safe,saugus
263,,,,fail-safe,DUPLICATE_patikimas
264,,,,risk-free,nerizikingas
265,,,,riskless,DUPLICATE_nerizikingas
266,,,,unhazardous,DUPLICATE_nerizikingas
267,,,,safe-and-sound,DUPLICATE_saugus
268,,,,unhurt,DUPLICATE_saugus
269,,,,harmless,nežalingas
270,,,,invulnerable,nepažeidžiamas
271,,,,secure,DUPLICATE_safe
272,,,,uninjured,DUPLICATE_nepažeidžiamas
274,L09_17,antonyms - gradable,decisive,,ryžtingas
275,,,,hesitating,abejojantis
276,,,,indecisive,neapsisprendžiantis
277,,,,hesitant,svyruojantis
278,,,,inconclusive,dvejojantis
279,,,,irresolute,neryžtingas
281,L09_18,antonyms - gradable,dry,,sausas
282,,,,wet,šlapias
283,,,,bedewed,rasotas
284,,,,dewy,DUPLICATE_rasotas
285,,,,besprent,apipurkštas
286,,,,boggy,balotas
287,,,,marshy,pelkėtas
288,,,,miry,klampus
289,,,,mucky,dumblinas
290,,,,muddy,DUPLICATE_dumblinas
291,,,,quaggy,DUPLICATE_klampus
292,,,,sloppy,aptaškytas
293,,,,sloughy,DUPLICATE_klampus
294,,,,soggy,įmirkęs
295,,,,squashy,pažliugęs
296,,,,swampy,DUPLICATE_pelkėtas
297,,,,waterlogged,permirkęs
298,,,,clammy,drėgnas
299,,,,dank,DUPLICATE_drėgnas
300,,,,damp,DUPLICATE_drėgnas
301,,,,dampish,DUPLICATE_drėgnas
302,,,,moist,DUPLICATE_drėgnas
303,,,,sodden,peršlapęs
304,,,,soppy,DUPLICATE_permirkęs
305,,,,drippy,varvantis
306,,,,drizzly,dulksnus
307,,,,humid,DUPLICATE_drėgnas
308,,,,misty,aprasojęs
309,,,,muggy,DUPLICATE_drėgnas
310,,,,steamy,prigaravęs
311,,,,sticky,DUPLICATE_drėgnas
312,,,,reeking,garuojantis
313,,,,watery,vandeningas
314,,,,rheumy,NO_TRANSLATION
315,,,,showery,liūtinis
316,,,,rainy,lietingas
317,,,,steaming,DUPLICATE_garuojantis
318,,,,tacky,lipnus
319,,,,undried,DUPLICATE_drėgnas
320,,,,washed,DUPLICATE_drėgnas
322,L09_19,antonyms - gradable,energetic,,energingas
323,,,,lethargic,mieguistas
324,,,,unergetic,neenergingas
325,,,,dazed,apsvaigęs
326,,,,foggy,NO_TRANSLATION
327,,,,groggy,silpnas
328,,,,logy,vangus
329,,,,stuporous,sustingęs
330,,,,dreamy,užsisvajojęs
331,,,,lackadaisical,apatiškas
332,,,,languid,lėtas
333,,,,languorous,nuvargęs
334,,,,listless,DUPLICATE_vangus
335,,,,inactive,neaktyvus
337,L09_20,antonyms - gradable,familiar,,žinomas
338,,,,unfamiliar,nepažįstamas
339,,,,strange,DUPLICATE_nepažįstamas
340,,,,unknown,nežinomas
341,,,,unacquainted,DUPLICATE_nepažįstamas
342,,,,foreign,svetimas
344,L09_21,antonyms - gradable,fat,,storas
345,,,,thin,plonas
346,,,,lean,lieknas
347,,,,anorexic,anoreksiškas
348,,,,anorectic,DUPLICATE_anoreksiškas
349,,,,bony,kaulėtas
350,,,,cadaverous,liesas
351,,,,emaciated,išsekęs
352,,,,gaunt,DUPLICATE_liesas
353,,,,haggard,DUPLICATE_išsekęs
354,,,,pinched,sumenkęs
355,,,,skeletal,skeletiškas
356,,,,wasted,DUPLICATE_išsekęs
357,,,,deep-eyed,įdubakis
358,,,,hollow-eyed,DUPLICATE_įdubakis
359,,,,sunken-eyed,DUPLICATE_įdubakis
360,,,,gangling,ištįsęs
361,,,,gangly,DUPLICATE_ištysęs
362,,,,lanky,išstypęs
363,,,,lank,DUPLICATE_išstypęs
364,,,,spindly,DUPLICATE_išstypęs
365,,,,rawboned,prakaulus
366,,,,reedy,DUPLICATE_lieknas
367,,,,reedlike,DUPLICATE_lieknas
368,,,,twiggy,liaunas
369,,,,twiglike,DUPLICATE_liaunas
370,,,,scarecrowish,sudžiūvęs
371,,,,scraggy,DUPLICATE_prakaulus
372,,,,boney,DUPLICATE_kaulėtas
373,,,,scrawny,DUPLICATE_prakaulus
374,,,,skinny,DUPLICATE_sudžiūvęs
375,,,,underweight,NO_TRANSLATION
376,,,,weedy,geibus
377,,,,shriveled,DUPLICATE_sudžiūvęs
378,,,,shrivelled,DUPLICATE_sudžiūvęs
379,,,,shrunken,DUPLICATE_sudžiūvęs
380,,,,withered,suplonėjęs
381,,,,wizen,DUPLICATE_sudžiūvęs
382,,,,wizened,DUPLICATE_sudžiūvęs
383,,,,slender,DUPLICATE_lieknas
384,,,,slight,gležnas
385,,,,slim,grakštus
386,,,,svelte,gracingas
387,,,,slender-waisted,plono_liemens
388,,,,slim-waisted,DUPLICATE_plono_liemens
389,,,,wasp-waisted,vapsvos_liemens
390,,,,spare,DUPLICATE_liesas
391,,,,trim,DUPLICATE_lieknas
392,,,,spindle-legged,laibakojis
393,,,,spindle-shanked,DUPLICATE_laibakojis
394,,,,stringy,DUPLICATE_liesas
395,,,,wiry,DUPLICATE_liesas
396,,,,wisplike,DUPLICATE_plonas
397,,,,wispy,DUPLICATE_plonas
399,L09_22,antonyms - gradable,full,,pilnas
400,,,,empty,tuščias
401,,,,bare,plikas
402,,,,stripped,nuogas
403,,,,blank,DUPLICATE_tuščias
404,,,,clean,DUPLICATE_tuščias
405,,,,white,DUPLICATE_tuščias
406,,,,empty-handed,tuščiom_rankom
407,,,,glassy,be_gyvybės
408,,,,glazed,DUPLICATE_be_gyvybės
409,,,,lifeless,DUPLICATE_be_gyvybės
410,,,,looted,apiplėštas
411,,,,pillaged,DUPLICATE_apiplėštas
412,,,,plundered,DUPLICATE_apiplėštas
413,,,,ransacked,DUPLICATE_apiplėštas
414,,,,vacant,laisvas
415,,,,vacuous,DUPLICATE_tuščias
416,,,,void,DUPLICATE_tuščias
418,L09_23,antonyms - gradable,gaseous,,dujinis
419,,,,solid,kietas
420,,,,hard,DUPLICATE_kietas
421,,,,coagulated,sutirštėjęs
422,,,,solidified,sukietėjęs
423,,,,concrete,DUPLICATE_kietas
424,,,,congealed,sustingęs
425,,,,jelled,sutenėjęs
426,,,,jellied,DUPLICATE_sutenėjęs
427,,,,dry,sudžiūvęs
428,,,,semisolid,puskietis
429,,,,solid-state,DUPLICATE_kietas
431,L09_24,antonyms - gradable,generous,,dosnus
432,,,,stingy,šykštus
433,,,,beggarly,varganas
434,,,,mean,DUPLICATE_šykštus
435,,,,cheap,DUPLICATE_šykštus
436,,,,chinchy,skūpas
437,,,,chintzy,DUPLICATE_skūpas
438,,,,cheeseparing,DUPLICATE_šykštus
439,,,,close,DUPLICATE_šykštus
440,,,,near,DUPLICATE_skūpas
441,,,,penny-pinching,DUPLICATE_šykštus
442,,,,skinny,DUPLICATE_šykštus
443,,,,closefisted,DUPLICATE_šykštus
444,,,,hardfisted,DUPLICATE_šykštus
445,,,,tightfisted,DUPLICATE_šykštus
446,,,,grudging,DUPLICATE_šykštus
447,,,,niggardly,DUPLICATE_varganas
448,,,,scrimy,skurdus
449,,,,mingy,godus
450,,,,miserly,DUPLICATE_šykštus
451,,,,tight,nepakankamas
452,,,,parsimonious,DUPLICATE_šykštus
453,,,,penurious,vargdienio
454,,,,selfish,savanaudis
455,,,,uncharitable,nedosnus
456,,,,ungenerous,DUPLICATE_nedosnus
457,,,,meanspirited,DUPLICATE_šykštus
459,L09_25,antonyms - gradable,happy,,laimingas
460,,,,sad,liūdnas
461,,,,bittersweet,liūdnas_ir_kartu_malonus
462,,,,doleful,graudulingas
463,,,,mournful,gedintis
464,,,,heavyhearted,prislėgtas
465,,,,melancholy,melancholiškas
466,,,,melancholic,DUPLICATE_melancholiškas
467,,,,pensive,susimąstęs
468,,,,wistful,ilgesingas
469,,,,tragic,DUPLICATE_liūdnas
470,,,,tragical,DUPLICATE_liūdnas
471,,,,tragicomic,DUPLICATE_liūdnas
472,,,,tragicomical,DUPLICATE_liūdnas
473,,,,deplorable,DUPLICATE_liūdnas
474,,,,distressing,kankinamas
475,,,,lamentable,verksmingas
476,,,,pitiful,graudus
477,,,,sorry,nelaimingas
479,L09_26,antonyms - gradable,hard,,kietas
480,,,,soft,minkštas
481,,,,mellow,nunokęs
482,,,,brushed,švelnus
483,,,,fleecy,DUPLICATE_švelnus
484,,,,napped,DUPLICATE_švelnus
485,,,,cheeselike,DUPLICATE_minkštas
486,,,,compressible,suspaudžiamas
487,,,,squeezable,DUPLICATE_suspaudžiamas
488,,,,cottony,DUPLICATE_pūkuotas
489,,,,cushioned,DUPLICATE_minkštas
490,,,,cushiony,DUPLICATE_minkštas
491,,,,padded,DUPLICATE_minkštas
492,,,,demulcent,minkštinantis
493,,,,emollient,DUPLICATE_minkštinantis
494,,,,salving,DUPLICATE_minkštinantis
495,,,,softening,DUPLICATE_minkštinantis
496,,,,downy,DUPLICATE_pūkuotas
497,,,,downlike,DUPLICATE_pūkuotas
498,,,,flossy,DUPLICATE_pūkuotas
499,,,,fluffy,pūkuotas
500,,,,flaccid,DUPLICATE_minkštas
501,,,,flocculent,DUPLICATE_pūkuotas
502,,,,woolly,DUPLICATE_pūkuotas
503,,,,wooly,DUPLICATE_pūkuotas
504,,,,yielding,lankstus
505,,,,mushy,DUPLICATE_minkštas
506,,,,overstuffed,DUPLICATE_minkštas
507,,,,softish,minkštokas
508,,,,semisoft,pusminkštis
509,,,,spongy,akytas
510,,,,squashy,pažliugęs
511,,,,squishy,išskydęs
512,,,,spongelike,DUPLICATE_akytas
513,,,,velvet,DUPLICATE_švelnus
514,,,,velvety,DUPLICATE_švelnus
516,L09_27,antonyms - gradable,hot,,karštas
517,,,,cold,šaltas
518,,,,chilly,šaltokas
519,,,,frosty,speiguotas
520,,,,cool,vėsus
521,,,,frigid,ledinis
523,L09_28,antonyms - gradable,interesting,,įdomus
524,,,,uninteresting,neįdomus
525,,,,dull,nuobodus
526,,,,boring,DUPLICATE_nuobodus
527,,,,deadening,bukinantis
528,,,,ho-hum,nykus
529,,,,irksome,varginantis
530,,,,slow,DUPLICATE_nuobodus
531,,,,tedious,DUPLICATE_nuobodus
532,,,,tiresome,DUPLICATE_varginantis
533,,,,wearisome,DUPLICATE_nuobodus
534,,,,insipid,lėkštas
535,,,,jejune,sausas
536,,,,narcotic,migdantis
537,,,,soporiferous,DUPLICATE_migdantis
538,,,,soporific,DUPLICATE_migdantis
539,,,,prosaic,proziškas
540,,,,prosy,DUPLICATE_proziškas
541,,,,earthbound,žemiškas
542,,,,ponderous,DUPLICATE_nuobodus
543,,,,putdownable,DUPLICATE_žemiškas
544,,,,unexciting,DUPLICATE_neįdomus
545,,,,unstimulating,DUPLICATE_neįdomus
547,L09_29,antonyms - gradable,introvert,,intravertas
548,,,,extravert,ekstravertas
549,,,,extrovert,DUPLICATE_ekstravertas
550,,,,outgoing,bendraujantis
551,,,,extroverted,DUPLICATE_ekstravertas
552,,,,forthcoming,DUPLICATE_bendraujantis
553,,,,sociable,draugus
555,L09_30,antonyms - gradable,large,,didelis
556,,,,small,mažas
557,,,,little,DUPLICATE_mažas
558,,,,atomic,labai_mažas
559,,,,subatomic,DUPLICATE_labai_mažas
560,,,,bantam,mažytis
561,,,,diminutive,mažybinis
562,,,,lilliputian,liliputiškas
563,,,,midget,neūžauga
564,,,,petite,smulkus
565,,,,tiny,smulkutis
566,,,,flyspeck,DUPLICATE_mažytis
567,,,,bitty,mažutėlis
568,,,,bittie,DUPLICATE_mažutėlis
569,,,,teensy,mažyčiukas
570,,,,teentsy,DUPLICATE_mažyčiukas
571,,,,teeny,DUPLICATE_mažyčiukas
572,,,,wee,DUPLICATE_mažytis
573,,,,weeny,DUPLICATE_mažytis
574,,,,weensy,DUPLICATE_mažytis
575,,,,teensy-weensy,DUPLICATE_mažytis
576,,,,teeny-weeny,DUPLICATE_mažytis
577,,,,itty-bitty,DUPLICATE_mažytis
578,,,,itsy-bitsy,DUPLICATE_mažytis
579,,,,dinky,DUPLICATE_mažytis
580,,,,dwarfish,nykštukinis
581,,,,elfin,DUPLICATE_smulkus
582,,,,elflike,DUPLICATE_smulkus
583,,,,gnomish,DUPLICATE_nykštukinis
584,,,,half-size,DUPLICATE_mažas
585,,,,infinitesimal,be_galo_mažas
586,,,,minute,smulkiausias
587,,,,lesser,mažasis
588,,,,microscopic,mikroskopinis
589,,,,microscopical,mikroskopiškas
590,,,,micro,mikro
591,,,,miniature,miniatiūrinis
592,,,,minuscule,DUPLICATE_labai_mažas
593,,,,miniscule,DUPLICATE_labai_mažas
594,,,,olive-sized,žirnio_dydžio
595,,,,pocket-size,kišeninis
596,,,,pocket-sized,DUPLICATE_kišeninis
597,,,,pocketable,DUPLICATE_kišeninis
598,,,,puny,DUPLICATE_mažas
599,,,,runty,žemaūgis
600,,,,shrimpy,DUPLICATE_mažas
601,,,,slender,menkas
602,,,,slim,nežymus
603,,,,smaller,mažesnis
604,,,,littler,DUPLICATE_mažesnis
605,,,,smallish,mažokas
606,,,,small-scale,nedidelis
607,,,,undersize,DUPLICATE_žemaūgis
608,,,,undersized,DUPLICATE_žemaūgis
610,L09_31,antonyms - gradable,long,,ilgas
611,,,,short,trumpas
612,,,,abbreviated,sutrumpintas
613,,,,shortened,DUPLICATE_sutrumpintas
614,,,,truncated,DUPLICATE_sutrumpintas
615,,,,brief,DUPLICATE_trumpas
616,,,,clipped,DUPLICATE_sutrumpintas
617,,,,fleeting,trumpalaikis
618,,,,fugitive,DUPLICATE_trumpalaikis
619,,,,momentaneous,momentiškas
620,,,,momentary,DUPLICATE_momentiškas
621,,,,short_and_sweet,DUPLICATE_trumpalaikis
622,,,,short-dated,DUPLICATE_trumpalaikis
623,,,,short-range,artimas
624,,,,short-run,DUPLICATE_trumpalaikis
625,,,,short-term,DUPLICATE_trumpalaikis
626,,,,close,DUPLICATE_artimas
627,,,,curtal,DUPLICATE_trumpas
628,,,,sawed-off,DUPLICATE_trumpas
629,,,,sawn-off,DUPLICATE_trumpas
630,,,,shortish,trumpokas
631,,,,short-snouted,striukas
632,,,,snub,DUPLICATE_trumpas
633,,,,stubby,trumpas_ir_storas
634,,,,telescoped,DUPLICATE_sutrumpintas
635,,,,truncate,DUPLICATE_sutrumpintas
636,,,,chunky,DUPLICATE_trumpas_ir_storas
637,,,,dumpy,DUPLICATE_trumpas_ir_storas
638,,,,low-set,DUPLICATE_trumpas_ir_storas
639,,,,squat,DUPLICATE_trumpas_ir_storas
640,,,,squatty,DUPLICATE_trumpas_ir_storas
641,,,,stumpy,DUPLICATE_trumpas_ir_storas
642,,,,compact,glaustas
643,,,,heavyset,DUPLICATE_trumpas_ir_storas
644,,,,stocky,DUPLICATE_trumpas_ir_storas
645,,,,thick,koncentruotas
646,,,,thickset,DUPLICATE_koncentruotas
647,,,,half-length,DUPLICATE_sutrumpintas
648,,,,pint-size,mažas
649,,,,pint-sized,DUPLICATE_mažas
650,,,,runty,DUPLICATE_mažas
651,,,,short-stalked,DUPLICATE_mažas
652,,,,squab,DUPLICATE_mažas_ir_storas
653,,,,squabby,DUPLICATE_mažas_ir_storas
655,L09_32,antonyms - gradable,lumpy,,kauburiuotas
656,,,,flat,plokščias
657,,,,level,lygus
658,,,,plane,lėkštas
659,,,,even,DUPLICATE_lygus
661,L09_33,antonyms - gradable,noisy,,triukšmingas
662,,,,silent,tylus
663,,,,uncommunicative,nešnekus
664,,,,dumb,nebylus
665,,,,mute,begarsis
666,,,,inarticulate,bežadis
667,,,,unarticulate,neartikuliuotas
669,L09_34,antonyms - gradable,normal,,normalus
670,,,,abnormal,nenormalus
671,,,,aberrant,neįprastas
672,,,,deviant,nukrypęs
673,,,,deviate,DUPLICATE_nukrypę
674,,,,anomalous,anomalus
675,,,,antidromic,netipiškas
676,,,,atypical,DUPLICATE_netipšikas
677,,,,irregular,netaisyklingas
678,,,,brachydactylic,DUPLICATE_nenormalus
679,,,,brachydactylous,DUPLICATE_nenormalus
680,,,,defective,defektinis
681,,,,freakish,keistas
682,,,,kinky,iškrypęs
683,,,,perverted,DUPLICATE_iškrypęs
684,,,,subnormal,DUPLICATE_nenormalus
685,,,,supernormal,DUPLICATE_nenormalus
686,,,,vicarious,DUPLICATE_nenormalus
687,,,,unusual,DUPLICATE_neįprastas
688,,,,exceptional,išskirtinis
689,,,,insane,nesveikas
690,,,,unnatural,nenatūralus
692,L09_35,antonyms - gradable,organized,,organizuotas
693,,,,unorganized,neorganizuotas
694,,,,unstructured,nestruktūruotas
695,,,,uncoordinated,nekoordinuotas
696,,,,unformed,nesuformuotas
697,,,,unincorporated,DUPLICATE_neorganizuotas
699,L09_36,antonyms - gradable,pale,,išblyškęs
700,,,,tanned,įdegęs
701,,,,bronzed,DUPLICATE_įdegęs
702,,,,suntanned,DUPLICATE_įdegęs
703,,,,brunet,NO_TRANSLATION
704,,,,brunette,DUPLICATE_NO_TRANSLATION
706,L09_37,antonyms - gradable,rich,,turtingas
707,,,,poor,neturtingas
708,,,,broke,subankrutavęs
709,,,,bust,DUPLICATE_subankrutavęs
710,,,,skint,bepinigis
711,,,,stone-broke,nusigyvenęs
712,,,,stony-broke,DUPLICATE_nusigyvenęs
713,,,,destitute,skurstantis
714,,,,impoverished,DUPLICATE_nusigyvenęs
715,,,,indigent,DUPLICATE_neturtingas
716,,,,necessitous,nepasiturintis
717,,,,needy,vargstantis
718,,,,poverty-stricken,nuskurdęs
719,,,,hard_up,DUPLICATE_neturtingas
720,,,,impecunious,DUPLICATE_bepinigis
721,,,,penniless,DUPLICATE_bepinigis
722,,,,penurious,skurdus
723,,,,pinched,DUPLICATE_nuskurdęs
724,,,,moneyless,DUPLICATE_bepinigis
725,,,,unprovided,neaprūpintas
727,L09_38,antonyms - gradable,sane,,sveikas
728,,,,crazy,išprotėjęs
729,,,,loony,pakvaišėlis
730,,,,looney,DUPLICATE_pakvaišėlis
731,,,,nutcase,pamišėlis
732,,,,weirdo,keistuolis
733,,,,mad,beprotis
734,,,,insane,nesveikas
736,L09_39,antonyms - gradable,short,,žemas
737,,,,tall,aukštas
738,,,,gangling,ištįsęs
739,,,,gangly,DUPLICATE_ištysęs
740,,,,lanky,išstypęs
741,,,,rangy,DUPLICATE_ilgakojis
742,,,,height,NO_TRANSLATION
