,ID,Relation,Source,Target,LT
391,,,,iphone,iphone_telefonas
392,,,,ipad,ipad_planšetinis_kompiuteris
393,,,,,"nešiojamasis_kompiuteris,stalinis_kompiuteris,planšetė"
394,L03_17,hyponyms - misc,container,,talpa
395,,,,bag,krepšys
396,,,,handbag,rankinė
397,,,,pocketbook,DUPLICATE_rankinė
398,,,,purse,piniginė
399,,,,basket,pintinė
400,,,,handbasket,DUPLICATE_pintinė
401,,,,bin,šiukšlių_dėžė
402,,,,bowl,dubuo
403,,,,pipe,vamzdis
404,,,,box,dežė
405,,,,bread-bin,duoninė
406,,,,breadbox,DUPLICATE_duoninė
407,,,,bunker,bunkeris
408,,,,can,skardinė
409,,,,tin,DUPLICATE_skardinė
410,,,,canister,kanistras
411,,,,cannister,DUPLICATE_kanistras
412,,,,capsule,kapsulė
413,,,,cargo,konteineris
414,,,,case,DUPLICATE_dėžė
415,,,,display,displėjus
416,,,,showcase,vitrina
417,,,,vitrine,DUPLICATE_vitrina
418,,,,cassette,kasetė
419,,,,cup,puodelis
420,,,,cylinder,cilindras
421,,,,dice,kauliukas
422,,,,dish,pusdubenis
423,,,,dispenser,dalytuvas
424,,,,drawer,stalčius
425,,,,dumpster,atliekų_konteineris
426,,,,empty,tara
427,,,,envelope,vokas
428,,,,glass,stiklinė
429,,,,bottle,butelis
430,,,,mailer,DUPLICATE_envelope
431,,,,manger,ėdžios
432,,,,trough,lovys
433,,,,measure,talpos_matavimo_indas
434,,,,mold,kepimo_forma
435,,,,mould,DUPLICATE_kepimo_forma
436,,,,cast,liejimo_forma
437,,,,package,ryšulys
438,,,,parcel,siuntinys
439,,,,pan,keptuvė
440,,,,pod,ankštis
441,,,,pot,puodas
442,,,,flowerpot,vazonas
443,,,,flask,flakonas
444,,,,receptacle,talpykla
445,,,,reliquary,relikvijorius
446,,,,saltcellar,druskinė
447,,,,savings,taupyklė
448,,,,bank,bankas
449,,,,coin,monetinė
450,,,,money,DUPLICATE_taupyklė
451,,,,scuttle,anglių_kibiras
452,,,,coal,DUPLICATE_anglių_kibiras
453,,,,shaker,bertuvėlė
454,,,,spoon,šaukštas
455,,,,thimble,antpirštis
456,,,,vessel,indas
457,,,,waste-paper,popierdėžė
458,,,,wastebasket,DUPLICATE_popierdėžė
459,,,,waste,DUPLICATE_popierdėžė
460,,,,file,failas
461,,,,workbasket,rankdarbių_reikmenų_pintinėlė
462,,,,workbox,rankdarbių_reikmenų_dėžutė
463,,,,workbag,rankdarbių_reikmenų_krepšelis
464,,,,,"popieriaus_dėžė,relikvinė"
465,L03_18,hyponyms - misc,cookware,,virtuvės_reikmenys
466,,,,pot,puodas
467,,,,baster,kepsnių_laistymo_įrankis
468,,,,chafing,maisto_šildytuvas
469,,,,dish,pusdubenis
470,,,,cooker,viryklė
471,,,,sheet,kepimo_skarda
472,,,,tray,padėklas
473,,,,enamelware,emaliuoti_dirbiniai
474,,,,grid,grotelės
475,,,,gridiron,grotelės_su_rankena
476,,,,griddle,griliaus_keptuvė
477,,,,pan,keptuvė
478,,,,poacher,prikaistuvas
479,,,,skimmer,griebtukas
480,,,,steamer,garpuodis
481,,,,turner,mentelė
482,,,,,"keptuvas,sumuštinių_keptuvas"
483,L03_19,hyponyms - misc,cup,,puodelis
484,,,,teacup,arbatos_puodelis
485,,,,beaker,stiklinė
486,,,,chalice,taurė
487,,,,goblet,DUPLICATE_taurė
488,,,,coffee_cup,kavos_puodelis
489,,,,dixie,NO_TRANSLATION
490,,,,paper_cup,popierinis_puodelis
491,,,,grace,DUPLICATE_NO_TRANSLATION
492,,,,kylix,kilikas
493,,,,cylix,DUPLICATE_kilikas
494,,,,mustache_cup,DUPLICATE_NO_TRANSLATION
495,,,,moustache_cup,DUPLICATE_NO_TRANSLATION
496,,,,scyphus,skifosas
497,,,,grail,Gralio_taurė
498,,,,,"bokalas,vienkartinis_puodelis,plastikinis_puodelis,metalinis_puodelis,termopuodelis,termosinis_puodelis,kelioninis_puodelis"
499,L03_20,hyponyms - misc,cushion,,pagalvėlė
500,,,,pincushion,pagalvėlė_segtukams
501,,,,pillow,pagalvė
502,,,,air,oro_pagalvė
503,,,,inflatable,pripučiama_pagalvė
504,,,,gaddi,NO_TRANSLATION
505,,,,hassock,pagalvėlė_atsiklaupti
506,,,,headrest,atlošas_galvai
507,,,,seat,sėdynės_paminkštinimas
508,,,,,priegalvis
509,L03_21,hyponyms - misc,cutlery,,stalo_įrankiai
510,,,,knife,peilis
511,,,,fork,šakutė
512,,,,spoon,šaukštas
513,,,,tablefork,DUPLICATE_šakutė
514,,,,teaspoon,šaukštelis
515,,,,dessert_spoon,desertinis_šaukštas
516,,,,salad_fork,salotų_šakutė
517,,,,carving_fork,mėsos_šakutė
518,,,,,"šakutė_salotoms,šakutė_mėsai,šakutė_pjausniams,šakutė_kepsniams,žuvies_šakutė,šakutė_žuviai,desertinė_šakutė,šakutė_desertui,desertinis_šaukštelis"
519,L03_22,hyponyms - misc,dessert,,desertas
520,,,,cake,pyragas
521,,,,ambrosia,ambrozija
522,,,,baked_alaska,"ledų_desertas_""Kepta_Aliaska"""
523,,,,blancmange,blanmanžė
524,,,,charlotte,"obuolių_pyragas_""Šarlotė"""
525,,,,compote,kompotas
526,,,,fruit_compote,vaisių_kompotas
527,,,,dumpling,tešloje_įkeptas_vaisius
528,,,,flan,apkepas
529,,,,frozen_dessert,užšaldytas_desertas
530,,,,junket,saldi_varškė_su_grietinėle
531,,,,mold,forminis_pyragaitis
532,,,,mould,DUPLICATE_forminis_pyragaitis
533,,,,mousse,musas
534,,,,pavlova,Pavlovos_tortas
535,,,,peach_melba,"ledų_desertas_""Melba"""
536,,,,pudding,pudingas
537,,,,pud,DUPLICATE_pudingas
538,,,,syllabub,silebebas
539,,,,sillabub,DUPLICATE_silebebas
540,,,,tiramisu,tiramisu
541,,,,whip,putėsiai
542,,,,zabaglione,zabaljonė
543,,,,sabayon,sabajonas
544,,,,charlotte_russe,Rusiška_Šarlotė
545,,,,apple_dumpling,keptas_obuolys_tešloje
546,,,,frozen_custard,šaldytas_kremas
547,,,,soft_ice_cream,minkšti_ledai
548,,,,frozen_pudding,šaldytas_pudingas
549,,,,frozen_yogurt,šaldytas_jogurtas
550,,,,ice-cream_cake,ledų_tortas
551,,,,icebox_cake,DUPLICATE_ledų_tortas
552,,,,ice-cream_cone,ledų_vaflinis_indelis
553,,,,ice-cream_sundae,"ledų_desertas_""Sundae"""
554,,,,sundae,"DUPLICATE_ledų_desertas_""Sundae"""
555,,,,ice,ledai
556,,,,frappe,graikiška_frapė
557,,,,ice_cream,DUPLICATE_ledai
558,,,,icecream,DUPLICATE_ledai
559,,,,ice_lolly,ledai_ant_pagaliuko
560,,,,lolly,ledinukas
561,,,,lollipop,DUPLICATE_ledinukas
562,,,,popsicle,ledinukas_ant_pagaliuko
563,,,,ice_milk,pieno_kokteilis
564,,,,parfait,parfė
565,,,,sherbert,šerbetas
566,,,,sherbet,DUPLICATE_šerbetas
567,,,,snowball,"saldainis_""Sniego_gniūžtė"""
568,,,,split,saldus_patiekalas
569,,,,chocolate_mousse,šokoladinis_musas
570,,,,trifle,"sluoksniuotas_angliškas_desertas_""Trifle"""
571,,,,brown_betty,"pudingas_""Rudoji_Betė"""
572,,,,chocolate_pudding,šokoladinis_pudingas
573,,,,duff,pudingas_su_razinomis
574,,,,plum_duff,DUPLICATE_pudingas_su_razinomis
575,,,,flummery,saldus_apkepas
576,,,,nesselrode,DUPLICATE_Nesselrode_pudingas
577,,,,nesselrode_pudding,Nesselrode_pudingas
578,,,,pease_pudding,žirnių_pudingas
579,,,,plum_pudding,slyvų_pudingas
580,,,,christmas_pudding,angliškas_kalėdinis_pudingas
581,,,,roly-poly,pudingas_su_uogiene
582,,,,roly-poly_pudding,DUPLICATE_pudingas_su_uogiene
583,,,,steamed_pudding,garuose_keptas_pudingas
584,,,,suet_pudding,taukinis_pudingas
585,,,,tapioca_pudding,tapijokos_pudingas
586,,,,vanilla_pudding,vanilinis_pudingas
587,,,,prune_whip,putėsiai_su_džiovintomis_slyvomis
588,,,,water_ice,vaisiniai_ledai
589,,,,sorbet,DUPLICATE_šerbetas
590,,,,chocolate_ice_cream,šokoladiniai_ledai
591,,,,neapolitan_ice_cream,neapolietiški_ledai
592,,,,peach_ice_cream,persikiniai_ledai
593,,,,strawberry_ice_cream,braškiniai_ledai
594,,,,tutti-frutti,"guminukai_""Tutti_Frutti"""
595,,,,vanilla_ice_cream,vaniliniai_ledai
596,,,,banana_split,bananinis_desertas
597,,,,tipsy_cake,romu_sulaistytas_biskvitinis_tortas
598,,,,spotted_dick,pudingas_su_džiovintais_vaisiais
599,,,,choc-ice,DUPLICATE_šokoladiniai_ledai
600,,,,,minkštieji_ledai
601,L03_23,hyponyms - misc,dress,,suknelė
602,,,,gown,ilga_suknelė
603,,,,caftan,kaftanas
604,,,,kaftan,DUPLICATE_kaftanas
605,,,,chemise,tiesaus_kirpimo_suknelė
606,,,,sack,trumpas_platus_moteriškas_apsiaustas
607,,,,shift,laisva_tiesaus_kirpimo_suknelė
608,,,,coatdress,apsiausto_kirpimo_suknelė
609,,,,cocktail_dress,kokteilinė_suknelė
610,,,,sheath,siaura_aptempta_suknelė
611,,,,dirndl,tiroliečių_moterų_kostiumas
612,,,,jumper,sarafanas
613,,,,pinafore,prijuostė
614,,,,pinny,DUPLICATE_prijuostė
615,,,,kirtle,NO_TRANSLATION
616,,,,morning,vyriškas_vizitinis_kostiumas
617,,,,evening,vakarinė_suknelė
618,,,,muumuu,muumuu_suknelė
619,,,,polonaise,polonezo_stiliaus_suknelė
620,,,,sari,saris
621,,,,saree,DUPLICATE_saris
622,,,,shirtdress,sportiška_suknelė
623,,,,strapless,suknelė_be_petnešėlių
624,,,,sundress,paplūdimio_suknelė
626,L03_24,hyponyms - misc,drum,,būgnas
627,,,,tambourine,tambūrinas
628,,,,bass_drum,bosinis_būgnas
629,,,,gran_casa,didysis_koncertinis_būgnas
630,,,,bongo,bongai
631,,,,bongo_drum,bongo_būgnai
632,,,,snare_drum,būgnelis
633,,,,snare,DUPLICATE_būgnelis
634,,,,side_drum,DUPLICATE_būgnelis
635,,,,tabor,DUPLICATE_tambūrinas
636,,,,tabour,DUPLICATE_tambūrinas
637,,,,tambour,DUPLICATE_tambūrinas
638,,,,tenor_drum,tenorinis_būgnas
