,ID,Relation,Source,Target,BM
252,L10_44,antonyms - binary,top,,san_fɛ
253,,,,bottom,jukɔrɔla
254,,,,underside,jukɔrɔla_fan_fɛ
255,,,,undersurface,dugukolo_jukɔrɔla
257,L10_45,antonyms - binary,toward,,toward
258,,,,away,jàn
259,,,,off,k'a_bɔ_a_la
260,,,,forth,ɲɛfɛ
261,,,,aside,kɛrɛfɛ
263,L10_46,antonyms - binary,True,,tiɲɛ
264,,,,False,galon
265,,,,incorrect,min_tɛ__tiɲɛ_ye
266,,,,wrong,hakɛ
267,,,,mistaken,fili
269,L10_47,antonyms - binary,under,,jukɔrɔ
270,,,,over,a_kan
271,,,,above,sanfɛ
272,,,,up,DUPLICATE_sanfɛ
274,L10_48,antonyms - binary,up,,sanfɛ
275,,,,down,duguma
276,,,,downwards,ka_taa_duguma
277,,,,downward,DUPLICATE_duguma
278,,,,downwardly,DUPLICATE_duguma
280,L10_49,antonyms - binary,uphill,,sanfɛ_kuluw_kan
281,,,,downhill,jiginɛ
282,,,,decline,ka_ban
283,,,,fall,ka_bi
284,,,,declivitous,dɔgɔyalen
285,,,,downward-sloping,duguma-sɔgɔli
287,L10_50,antonyms - binary,west,,tilebinyanfan
288,,,,east,kɔrɔnyanfan
