,ID,Relation,Source,Target,BM
161,,,,craniate,DUPLICATE_NO_TRANSLATION
162,,,,gallinacean,DUPLICATE_NO_TRANSLATION
163,,,,living_thing,ɲɛnama_fɛn
166,L01_11,hypernyms - animals,chimpanzee,,worõ
167,,,,primate,NO_TRANSLATION
168,,,,vertebrate,kolomafɛn
169,,,,creature,"datanfɛn,_fɛndalen"
170,,,,beast,bagan
171,,,,being,ni_ma_fɛn
172,,,,animal,DUPLICATE_bagan
173,,,,organism,fɛnɲɛnamaw
174,,,,fauna,kungosogow
175,,,,placental,denso_kɔnɔ
176,,,,hominid,DUPLICATE_NO_TRANSLATION
177,,,,chordate,DUPLICATE_NO_TRANSLATION
178,,,,eutherian,DUPLICATE_NO_TRANSLATION
179,,,,mammal,DUPLICATE_bagan
180,,,,ape,"warabilen,bouboutiga"
181,,,,mammalian,baganw
182,,,,animate_being,ɲɛnamaya
183,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
184,,,,placental_mammal,denso_bagan
185,,,,craniate,DUPLICATE_NO_TRANSLATION
186,,,,physical_physical_entity,farikolo-ɲɛnajɛ-fɛn
187,,,,living_thing,ɲɛnama_fɛn
189,L01_12,hypernyms - animals,chinchilla,,NO_TRANSLATION
190,,,,rodent,NO_TRANSLATION
191,,,,vertebrate,kolomafɛn
192,,,,creature,"datanfɛn,_fɛndalen"
193,,,,beast,bagan
194,,,,animal,DUPLICATE_bagan
195,,,,organism,fɛnɲɛnamaw
196,,,,fauna,kungosogow
197,,,,placental,denso_kɔnɔ
198,,,,chordate,DUPLICATE_NO_TRANSLATION
199,,,,eutherian,DUPLICATE_NO_TRANSLATION
200,,,,mammal,DUPLICATE_bagan
201,,,,mammalian,baganw
202,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
203,,,,gnawer,DUPLICATE_NO_TRANSLATION
204,,,,animate_being,ɲɛnamaya
205,,,,living_thing,ɲɛnama_fɛn
206,,,,placental_mammal,denso_bagan
207,,,,craniate,DUPLICATE_NO_TRANSLATION
209,L01_13,hypernyms - animals,cobra,,ngorongo
210,,,,snake,sa
211,,,,reptile,fɛnɲɛnɛma
212,,,,elapid,sa_bagaman
213,,,,elapid_snake,DUPLICATE_sa
214,,,,serpent,DUPLICATE_sa
215,,,,ophidian,dugumafen
217,L01_14,hypernyms - animals,cockroach,,ɲinbɛrɛ
218,,,,insect,fɛnɲɛnɛmani
219,,,,invertebrate,DUPLICATE_fɛnɲɛnɛmani
220,,,,creature,"datanfɛn,_fɛndalen"
221,,,,beast,bagan
222,,,,dictyopterous_insect,NO_TRANSLATION
223,,,,being,ni_ma_fɛn
224,,,,animal,DUPLICATE_bagan
225,,,,organism,fɛnɲɛnamaw
226,,,,fauna,kungosogow
227,,,,arthropod,DUPLICATE_NO_TRANSLATION
228,,,,animate_being,ɲɛnamaya
229,,,,physical_entity,farikolo-ɲɛnajɛ-fɛn
230,,,,living_thing,ɲɛnama_fɛn
233,L01_15,hypernyms - animals,cow,,misi
234,,,,bovid,"gɛrɛnmafɛn_,_biɲɛwmafɛn"
235,,,,mammal,DUPLICATE_bagan
236,,,,cattle,misiw
237,,,,vertebrate,kolomafɛn
238,,,,creature,"datanfɛn,_fɛndalen"
239,,,,ungulate,NO_TRANSLATION
240,,,,beast,bagan
241,,,,being,ni_ma_fɛn
242,,,,animal,DUPLICATE_bagan
243,,,,organism,fɛnɲɛnamaw
244,,,,fauna,kungosogow
245,,,,placental,denso_kɔnɔ
246,,,,artiodactyl,DUPLICATE_NO_TRANSLATION
247,,,,ruminant,DUPLICATE_NO_TRANSLATION
248,,,,chordate,DUPLICATE_NO_TRANSLATION
249,,,,eutherian,DUPLICATE_NO_TRANSLATION
250,,,,mammalian,baganw
251,,,,animate_being,ɲɛnamaya
252,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
253,,,,placental_mammal,denso_bagan
254,,,,craniate,DUPLICATE_NO_TRANSLATION
255,,,,physical_hoofed_mammal,DUPLICATE_NO_TRANSLATION
256,,,,physical_entity,farikolo-ɲɛnajɛ-fɛn
257,,,,even-toed_ungulate,DUPLICATE_NO_TRANSLATION
258,,,,artiodactyl_mammal,DUPLICATE_NO_TRANSLATION
259,,,,living_thing,ɲɛnama_fɛn
261,L01_16,hypernyms - animals,coyote,,kungowulu
262,,,,canine,wulu
263,,,,vertebrate,kolomafɛn
264,,,,creature,"datanfɛn,_fɛndalen"
265,,,,beast,bagan
266,,,,canid,DUPLICATE_wulu
267,,,,being,ni_ma_fɛn
268,,,,animal,DUPLICATE_bagan
269,,,,organism,fɛnɲɛnamaw
270,,,,fauna,kungosogow
271,,,,placental,denso_kɔnɔ
272,,,,carnivore,sogodunbagan
273,,,,chordate,NO_TRANSLATION
274,,,,eutherian,DUPLICATE_NO_TRANSLATION
275,,,,mammal,DUPLICATE_bagan
276,,,,mammalian,baganw
277,,,,animate_being,ɲɛnamaya
278,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
279,,,,locomote,DUPLICATE_NO_TRANSLATION
280,,,,placental_mammal,denso_bagan
281,,,,craniate,DUPLICATE_NO_TRANSLATION
282,,,,domesticated_animal,DUPLICATE_sokɔnɔbagan
283,,,,physical_entity,farikolo-ɲɛnajɛ-fɛn
284,,,,domestic_animal,sokɔnɔbagan
285,,,,living_thing,ɲɛnama_fɛn
287,L01_17,hypernyms - animals,deer,,mangalani
288,,,,bovid,"gɛrɛnmafɛn,biɲɛwmafɛn"
289,,,,mammal,DUPLICATE_bagan
290,,,,vertebrate,kolomafɛn
291,,,,creature,"datanfɛn,_fɛndalen"
292,,,,ungulate,NO_TRANSLATION
293,,,,beast,bagan
294,,,,being,ni_ma_fɛn
295,,,,animal,DUPLICATE_bagan
296,,,,organism,fɛnɲɛnamaw
297,,,,fauna,kungosogow
298,,,,placental,denso_kɔnɔ
299,,,,artiodactyl,DUPLICATE_NO_TRANSLATION
300,,,,ruminant,DUPLICATE_NO_TRANSLATION
301,,,,chordate,DUPLICATE_NO_TRANSLATION
302,,,,eutherian,DUPLICATE_NO_TRANSLATION
303,,,,mammalian,baganw
304,,,,bovine,misi
305,,,,animate_being,ɲɛnamaya
306,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
307,,,,placental_mammal,denso_bagan
308,,,,craniate,DUPLICATE_NO_TRANSLATION
309,,,,physical_hoofed_mammal,DUPLICATE_NO_TRANSLATION
310,,,,physical_entity,farikolo-ɲɛnajɛ-fɛn
311,,,,even-toed_ungulate,DUPLICATE_NO_TRANSLATION
312,,,,artiodactyl_mammal,DUPLICATE_NO_TRANSLATION
313,,,,living_thing,ɲɛnama_fɛn
316,L01_18,hypernyms - animals,dog,,wulu
317,,,,canine,DUPLICATE_wulu
318,,,,vertebrate,kolomafɛn
319,,,,creature,"datanfɛn,_fɛndalen"
320,,,,beast,bagan
321,,,,canid,DUPLICATE_wulu
322,,,,being,ni_ma_fɛn
323,,,,animal,DUPLICATE_bagan
324,,,,organism,fɛnɲɛnamaw
325,,,,fauna,kungosogow
326,,,,placental,denso_kɔnɔ
327,,,,carnivore,sogodunbagan
328,,,,chordate,NO_TRANSLATION
329,,,,eutherian,DUPLICATE_NO_TRANSLATION
330,,,,mammal,DUPLICATE_bagan
331,,,,mammalian,baganw
332,,,,animate_being,ɲɛnamaya
333,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
334,,,,locomote,DUPLICATE_NO_TRANSLATION
335,,,,placental_mammal,denso_bagan
336,,,,craniate,DUPLICATE_NO_TRANSLATION
337,,,,domesticated_animal,sokɔnɔbagan
338,,,,physical_entity,farikolo-ɲɛnajɛ-fɛn
339,,,,domestic_animal,DUPLICATE_sokɔnɔbagan
340,,,,living_thing,ɲɛnama_fɛn
342,L01_19,hypernyms - animals,duck,,tɔnkɔnɔ
343,,,,fowl,kɔnɔw
344,,,,bird,kɔnɔ
345,,,,vertebrate,kolomafɛn
346,,,,poultry,DUPLICATE_kɔnɔ
347,,,,creature,"datanfɛn,_fɛndalen"
348,,,,beast,bagan
349,,,,being,ni_ma_fɛn
350,,,,animal,DUPLICATE_bagan
351,,,,organism,fɛnɲɛnamaw
352,,,,fauna,kungosogow
353,,,,chordate,NO_TRANSLATION
354,,,,domestic_fowl,sokɔnɔ_kɔnɔw
355,,,,waterfowl,ji_kɔnɔ_kɔnɔw
356,,,,water_fowl,DUPLICATE_waterfowl
357,,,,animate_being,ɲɛnamaya
358,,,,anseriform_bird,DUPLICATE_NO_TRANSLATION
359,,,,craniate,DUPLICATE_NO_TRANSLATION
360,,,,living_thing,ɲɛnama_fɛn
362,L01_20,hypernyms - animals,eagle,,sɛgɛ
363,,,,raptor,NO_TRANSLATION
364,,,,bird,kɔnɔ
365,,,,vertebrate,kolomafɛn
366,,,,creature,"datanfɛn,_fɛndalen"
367,,,,beast,bagan
368,,,,being,ni_ma_fɛn
369,,,,animal,DUPLICATE_bagan
370,,,,organism,fɛnɲɛnamaw
371,,,,fauna,kungosogow
372,,,,chordate,DUPLICATE_NO_TRANSLATION
373,,,,animate_being,ɲɛnamaya
374,,,,craniate,DUPLICATE_NO_TRANSLATION
376,,,,raptorial_bird,DUPLICATE_NO_TRANSLATION
377,,,,bird_of_prey,fɛn_min__kɔnɔnin
378,,,,living_thing,ɲɛnama_fɛn
380,L01_21,hypernyms - animals,falcon,,sɛgɛ
381,,,,raptor,NO_TRANSLATION
382,,,,bird,kɔnɔ
383,,,,vertebrate,kolomafɛn
384,,,,creature,"datanfɛn,_fɛndalen"
385,,,,beast,bagan
386,,,,being,ni_ma_fɛn
387,,,,animal,DUPLICATE_bagan
388,,,,organism,fɛnɲɛnamaw
389,,,,fauna,kungosogow
390,,,,chordate,DUPLICATE_NO_TRANSLATION
391,,,,animate_being,ɲɛnamaya
392,,,,craniate,DUPLICATE_NO_TRANSLATION
393,,,,living_thing,ɲɛnama_fɛn
394,,,,raptorial_bird,DUPLICATE_NO_TRANSLATION
395,,,,bird_of_prey,fɛn_min__kɔnɔnin
397,L01_22,hypernyms - animals,fox,,kungowulu
398,,,,canine,wulu
399,,,,vertebrate,kolomafɛn
400,,,,creature,"datanfɛn,_fɛndalen"
401,,,,beast,bagan
402,,,,canid,DUPLICATE_wulu
403,,,,being,ni_ma_fɛn
404,,,,animal,DUPLICATE_bagan
405,,,,organism,fɛnɲɛnamaw
406,,,,fauna,kungosogow
407,,,,placental,denso_kɔnɔ
408,,,,carnivore,sogodunbagan
409,,,,chordate,NO_TRANSLATION
410,,,,eutherian,DUPLICATE_NO_TRANSLATION
411,,,,mammal,DUPLICATE_beast
412,,,,mammalian,baganw
413,,,,animate_being,ɲɛnamaya
414,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
415,,,,locomote,DUPLICATE_NO_TRANSLATION
416,,,,placental_mammal,denso_bagan
417,,,,craniate,DUPLICATE_NO_TRANSLATION
418,,,,domesticated_animal,sokɔnɔbagan
419,,,,physical_entity,farikolo-ɲɛnajɛ-fɛn
420,,,,domestic_animal,DUPLICATE_domesticated_animal
421,,,,living_thing,ɲɛnama_fɛn
423,L01_23,hypernyms - animals,gibbon,,bouboutigɛ
424,,,,primate,NO_TRANSLATION
425,,,,vertebrate,kolomafɛn
426,,,,creature,"datanfɛn,_fɛndalen"
427,,,,beast,bagan
428,,,,being,ni_ma_fɛn
429,,,,animal,DUPLICATE_bagan
430,,,,organism,fɛnɲɛnamaw
431,,,,fauna,kungosogow
432,,,,placental,denso_kɔnɔ
433,,,,chordate,DUPLICATE_NO_TRANSLATION
434,,,,eutherian,DUPLICATE_NO_TRANSLATION
435,,,,mammal,DUPLICATE_bagan
436,,,,ape,"warabilen,bouboutiga"
437,,,,mammalian,baganw
438,,,,animate_being,ɲɛnamaya
439,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
440,,,,placental_mammal,denso_bagan
441,,,,craniate,DUPLICATE_NO_TRANSLATION
442,,,,physical_physical_entity,farikolo-ɲɛnajɛ-fɛn
443,,,,living_thing,ɲɛnama_fɛn
446,L01_24,hypernyms - animals,goat,,ba
447,,,,bovid,"gɛrɛnmafɛn,biɲɛwmafɛn"
448,,,,mammal,DUPLICATE_bagan
449,,,,vertebrate,kolomafɛn
450,,,,ungulate,NO_TRANSLATION
451,,,,beast,bagan
452,,,,being,ni_ma_fɛn
453,,,,animal,DUPLICATE_bagan
454,,,,organism,fɛnɲɛnamaw
455,,,,fauna,kungosogow
456,,,,placental,denso_kɔnɔ
457,,,,artiodactyl,DUPLICATE_NO_TRANSLATION
458,,,,chordate,DUPLICATE_NO_TRANSLATION
459,,,,eutherian,DUPLICATE_NO_TRANSLATION
460,,,,mammalian,baganw
461,,,,animate_being,ɲɛnamaya
462,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
463,,,,placental_mammal,denso_bagan
464,,,,craniate,DUPLICATE_NO_TRANSLATION
465,,,,hoofed_mammal,DUPLICATE_NO_TRANSLATION
466,,,,even-toed_ungulate,DUPLICATE_NO_TRANSLATION
467,,,,artiodactyl_mammal,DUPLICATE_NO_TRANSLATION
468,,,,living_thing,ɲɛnama_fɛn
469,,,,,bakoroni
470,L01_25,hypernyms - animals,goose,,uwa
471,,,,fowl,kɔnɔw
472,,,,bird,kɔnɔ
473,,,,vertebrate,kolomafɛn
474,,,,poultry,DUPLICATE_bird
475,,,,creature,"datanfɛn,_fɛndalen"
476,,,,beast,bagan
477,,,,being,ni_ma_fɛn
478,,,,animal,DUPLICATE_beast
479,,,,organism,fɛnɲɛnamaw
480,,,,fauna,kungosogow
481,,,,chordate,NO_TRANSLATION
482,,,,domestic_fowl,sokɔnɔ_kɔnɔw
483,,,,waterfowl,ji_kɔnɔ_kɔnɔw
484,,,,water_fowl,DUPLICATE_waterfowl
485,,,,animate_being,ɲɛnamaya
486,,,,anseriform_bird,DUPLICATE_NO_TRANSLATION
487,,,,craniate,DUPLICATE_NO_TRANSLATION
488,,,,living_thing,ɲɛnama_fɛn
490,L01_26,hypernyms - animals,gorilla,,gon
491,,,,primate,NO_TRANSLATION
492,,,,vertebrate,kolomafɛn
493,,,,creature,"datanfɛn,_fɛndalen"
494,,,,beast,bagan
495,,,,being,ni_ma_fɛn
496,,,,animal,DUPLICATE_beast
497,,,,organism,fɛnɲɛnamaw
498,,,,fauna,kungosogow
499,,,,placental,denso_kɔnɔ
500,,,,hominid,DUPLICATE_NO_TRANSLATION
501,,,,chordate,DUPLICATE_NO_TRANSLATION
502,,,,eutherian,DUPLICATE_NO_TRANSLATION
503,,,,mammal,DUPLICATE_bagan
504,,,,ape,"warabilen,bouboutiga"
505,,,,mammalian,baganw
506,,,,animate_being,ɲɛnamaya
507,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
508,,,,placental_mammal,denso_bagan
509,,,,craniate,DUPLICATE_NO_TRANSLATION
510,,,,physical_physical_entity,farikolo-ɲɛnajɛ-fɛn
511,,,,living_thing,ɲɛnama_fɛn
512,,,,,gonjigi
513,L01_27,hypernyms - animals,hawk,,sɛgɛ
514,,,,raptor,NO_TRANSLATION
515,,,,bird,kɔnɔ
516,,,,vertebrate,kolomafɛn
517,,,,creature,"datanfɛn,_fɛndalen"
518,,,,beast,bagan
519,,,,being,ni_ma_fɛn
520,,,,animal,DUPLICATE_bagan
521,,,,organism,fɛnɲɛnamaw
522,,,,fauna,kungosogow
523,,,,chordate,DUPLICATE_NO_TRANSLATION
524,,,,animate_being,ɲɛnamaya
525,,,,craniate,DUPLICATE_NO_TRANSLATION
526,,,,living_thing,ɲɛnama_fɛn
527,,,,raptorial_bird,DUPLICATE_NO_TRANSLATION
528,,,,bird_of_prey,fɛn_min__kɔnɔnin
530,L01_28,hypernyms - animals,human,,"hadamaden,_"
531,,,,primate,NO_TRANSLATION
532,,,,vertebrate,kolomafɛn
533,,,,creature,"datanfɛn,_fɛndalen"
534,,,,beast,bagan
535,,,,being,ni_ma_fɛn
536,,,,animal,DUPLICATE_beast
537,,,,organism,fɛnɲɛnamaw
538,,,,fauna,kungosogow
539,,,,placental,denso_kɔnɔ
540,,,,hominid,DUPLICATE_NO_TRANSLATION
541,,,,chordate,DUPLICATE_NO_TRANSLATION
542,,,,eutherian,DUPLICATE_NO_TRANSLATION
543,,,,mammal,DUPLICATE_beast
544,,,,ape,"warabilen,bouboutiga"
545,,,,mammalian,baganw
546,,,,animate_being,ɲɛnamaya
547,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
548,,,,placental_mammal,denso_bagan
549,,,,craniate,DUPLICATE_NO_TRANSLATION
550,,,,physical_physical_entity,farikolo-ɲɛnajɛ-fɛn
551,,,,living_thing,ɲɛnama_fɛn
552,,,,,mɔgɔ
553,L01_29,hypernyms - animals,jackal,,kungowuluni
554,,,,canine,wulu
555,,,,vertebrate,kolomafɛn
556,,,,creature,"datanfɛn,_fɛndalen"
557,,,,beast,bagan
558,,,,canid,DUPLICATE_canine
559,,,,being,ni_ma_fɛn
560,,,,animal,DUPLICATE_bagan
561,,,,organism,fɛnɲɛnamaw
562,,,,fauna,kungosogow
563,,,,placental,denso_kɔnɔ
564,,,,carnivore,sogodunbagan
565,,,,chordate,NO_TRANSLATION
566,,,,eutherian,DUPLICATE_NO_TRANSLATION
567,,,,mammal,DUPLICATE_bagan
568,,,,mammalian,baganw
569,,,,animate_being,ɲɛnamaya
570,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
571,,,,locomote,DUPLICATE_NO_TRANSLATION
572,,,,placental_mammal,denso_bagan
573,,,,craniate,DUPLICATE_NO_TRANSLATION
574,,,,domesticated_animal,domesticated_animal
575,,,,physical_entity,farikolo-ɲɛnajɛ-fɛn
576,,,,domestic_animal,DUPLICATE_domesticated_animal
577,,,,living_thing,ɲɛnama_fɛn
579,L01_30,hypernyms - animals,jaguar,,wara
580,,,,feline,jakumama
581,,,,cat,jakuma
582,,,,beast,bagan
583,,,,animal,DUPLICATE_beast
584,,,,organism,fɛnɲɛnamaw
585,,,,fauna,kungosogow
586,,,,placental,denso_kɔnɔ
587,,,,carnivore,sogodunbagan
588,,,,chordate,NO_TRANSLATION
589,,,,felid,DUPLICATE_cat
590,,,,eutherian,DUPLICATE_NO_TRANSLATION
591,,,,mammal,DUPLICATE_beast
592,,,,mammalian,baganw
593,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
594,,,,animate_being,ɲɛnamaya
595,,,,placental_mammal,denso_bagan
596,,,,craniate,DUPLICATE_NO_TRANSLATION
597,,,,big_cat,jakumaba
599,L01_31,hypernyms - animals,leopard,,waranikala
600,,,,feline,jakumama
601,,,,cat,jakuma
602,,,,beast,bagan
603,,,,animal,DUPLICATE__beast
604,,,,organism,fɛnɲɛnamaw
605,,,,fauna,kungosogow
606,,,,placental,denso_kɔnɔ
607,,,,carnivore,sogodunbagan
608,,,,causal_agent,sababuyalan
609,,,,chordate,NO_TRANSLATION
610,,,,felid,DUPLICATE_cat
611,,,,eutherian,DUPLICATE_NO_TRANSLATION
612,,,,mammal,DUPLICATE_beast
613,,,,mammalian,baganw
614,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
615,,,,animate_being,ɲɛnamaya
616,,,,placental_mammal,denso_bagan
617,,,,craniate,DUPLICATE_NO_TRANSLATION
618,,,,big_cat,jakumaba
620,L01_32,hypernyms - animals,lion,,wara
621,,,,feline,jakumama
622,,,,cat,jakuma
623,,,,beast,bagan
624,,,,animal,DUPLICATE_beast
625,,,,organism,fɛnɲɛnamaw
626,,,,fauna,kungosogow
627,,,,placental,denso_kɔnɔ
628,,,,carnivore,sogodunbagan
629,,,,chordate,NO_TRANSLATION
630,,,,felid,DUPLICATE_cat
631,,,,eutherian,DUPLICATE_NO_TRANSLATION
632,,,,mammal,DUPLICATE_beast
633,,,,mammalian,baganw
634,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
635,,,,animate_being,ɲɛnamaya
636,,,,placental_mammal,denso_bagan
637,,,,craniate,DUPLICATE_NO_TRANSLATION
638,,,,big_cat,jakumaba
639,,,,,waraba
640,L01_33,hypernyms - animals,mamba,,mamba
641,,,,snake,sa
642,,,,reptile,fɛnɲɛnɛma
643,,,,elapid,sa_bagaman
644,,,,elapid_snake,DUPLICATE_sa
645,,,,serpent,DUPLICATE_sa
646,,,,ophidian,dugumanfen
648,L01_34,hypernyms - animals,mouse,,ɲinɛ
649,,,,rodent,NO_TRANSLATION
650,,,,vertebrate,kolomafɛn
651,,,,creature,"datanfɛn,_fɛndalen"
652,,,,beast,bagan
653,,,,animal,DUPLICATE_bagan
654,,,,organism,fɛnɲɛnamaw
655,,,,fauna,kungosogow
656,,,,placental,denso_kɔnɔ
657,,,,chordate,DUPLICATE_NO_TRANSLATION
658,,,,eutherian,DUPLICATE_NO_TRANSLATION
659,,,,mammal,DUPLICATE_bagan
660,,,,mammalian,baganw
661,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
