,ID,Relation,Source,Target,BM
48,,,,jewellery,DUPLICATE_jewelry
49,,,,adornment,finidoncogo
50,,,,decoration,dekorasiyɔn
51,,,,ornament,DUPLICATE_adornement
52,,,,ornamentation,DUPLICATE_adornement
53,,,,artifact,fɛn_dilannenw
54,,,,artefact,DUPLICATE_artifact
55,,,,unit,"kelen,_kelenya"
56,,,,object,"minɛn,_fɛn"
57,,,,physical_object,fɛn_farikoloma
59,L02_5,hypernyms - misc,cake,,gato
60,,,,dessert,desɛri
61,,,,baked_goods,NO_TRANSLATION
62,,,,food,dumuni
63,,,,solid_food,dumuni_gɛlɛnw
64,,,,course,kalan
65,,,,nutriment,balocogo_ɲuman
66,,,,nourishment,DUPLICATE_nutriment
67,,,,nutrition,baloli
68,,,,sustenance,balo_sɔrɔli
69,,,,aliment,dumunikɛminɛnw
70,,,,alimentation,DUPLICATE_nutriment
71,,,,victuals,dumunifɛnw
72,,,,nutrient,balofɛnw
73,,,,substance,kɔnɔnafɛn
74,,,,matter,ko
75,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
76,,,,entity,fɛndɔ
78,L02_6,hypernyms - misc,computer,,ɔridinatɛri
79,,,,device,minɛn
80,,,,machine,mansin
81,,,,gadget,NO_TRANSLATION
82,,,,artifact,fɛn_dilannenw
83,,,,artefact,DUPLICATE_artifact
84,,,,unit,"kelen,_kelenya"
85,,,,object,"minɛn,_fɛn"
86,,,,physical_object,fɛn_farikoloma
87,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
88,,,,entity,yɔrɔ
89,,,,expert,dɔnnibaga
90,,,,person,mɔgɔ
91,,,,individual,kelenaya
92,,,,someone,DUPLICATE_person
93,,,,somebody,DUPLICATE_person
94,,,,mortal,mɔgɔ_satalen
95,,,,soul,ni
96,,,,causal_agent,sababuya_sababu
97,,,,cause,barisa
98,,,,causal_agency,sababuyako_ɲɛnabɔli
99,,,,organism,fɛnɲɛnama
100,,,,being,ni_fɛn
101,,,,living_thing,ɲɛnama_fɛn
102,,,,animate_thing,ɲɛnamaya_fɛn
104,L02_7,hypernyms - misc,croissant,,curasan
105,,,,pastry,patisri
106,,,,bun,NO_TRANSLATION
107,,,,roll,ka_kolonkolon
108,,,,bread,buuru
109,,,,breadstuff,buruburuw
110,,,,staff_of_life,baarakɛlaw_ka_ɲɛnamaya
111,,,,baked_goods,DUPLICATE_NO_TRANSLATION
112,,,,starches,amidonw
113,,,,food,dumuni
114,,,,solid_food,dumuni_fɛn_gɛlɛnw
115,,,,foodstuff,dumunifɛnw
116,,,,food_product,dumuni_fɛn_fɛn
117,,,,solid,jalen
118,,,,nutrient,balofɛnw
119,,,,matter,ko
120,,,,substance,kɔnɔnafɛn
121,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
122,,,,entity,fɛndɔ
124,L02_8,hypernyms - misc,cup,,bɔli
125,,,,tableware,tabali_minɛnw
126,,,,crockery,minɛnw_kɔnɔ
127,,,,dishware,minɛnw
128,,,,ware,dagaw
129,,,,article,minɛ
130,,,,artifact,fɛn_dilannenw
131,,,,artefact,DUPLICATE_artifact
132,,,,unit,"kelen,_kelenya"
133,,,,object,"minɛn,_fɛn"
134,,,,physical_object,fɛn_farikoloma
135,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
136,,,,entity,fɛndɔ
137,,,,container,minɛn
139,L02_9,hypernyms - misc,denim,,NO_TRANSLATION
140,,,,fabric,finimugu
141,,,,cloth,fini
142,,,,material,minɛ
143,,,,textile,finiko
144,,,,artifact,fɛn_dilannenw
145,,,,artefact,DUPLICATE_artifact
146,,,,unit,"kelen,_kelenya"
147,,,,object,"minɛn,_fɛn"
148,,,,physical_object,fɛn_farikoloma
149,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
150,,,,entity,fɛndɔ
151,,,,garment,fini_don
152,,,,clothing,finiw_don
153,,,,article_of_clothing,NO_TRANSLATION
154,,,,vesture,DUPLICATE_fini
155,,,,wear,ka_don
156,,,,wearable,min_bɛ_se_ka_don
157,,,,habiliment,DUPLICATE_clothing
158,,,,consumer_goods,mɔgɔw_ka_fɛnw
159,,,,covering,datugulan
160,,,,commodity,jagofɛnw
161,,,,trade_good,jago_ɲuman
162,,,,good,duman
164,L02_10,hypernyms - misc,deodorant,,kassadjalan
165,,,,toiletry,ɲɛgɛn_kɔnɔ_minɛw
166,,,,toilet_articles,DUPLICATE_toiletry
167,,,,artifact,fɛn_dilannenw
168,,,,artefact,DUPLICATE_artifact
169,,,,unit,"kelen,_kelenya"
170,,,,object,"minɛn,_fɛn"
171,,,,physical_object,fɛn_farikoloma
172,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
173,,,,entity,"fɛndɔ,_yɔrɔ"
175,L02_11,hypernyms - misc,desk,,tabali
176,,,,furniture,minɛw
177,,,,table,DUPLICATE_desk
178,,,,piece_of_furniture,minanw
179,,,,article_of_furniture,DUPLICATE_piece_of_furniture
180,,,,furnishing,DUPLICATE_piece_of_furniture
181,,,,artifact,fɛn_dilannenw
182,,,,artefact,DUPLICATE_artifact
183,,,,unit,"kelen,_kelenya"
184,,,,object,"minɛn,_fɛn"
185,,,,physical_object,fɛn_farikoloma
186,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
187,,,,entity,"fɛndɔ,_yɔrɔ"
189,L02_12,hypernyms - misc,diary,,jurunali
190,,,,journal,gafenin
191,,,,writing,sɛbɛnni
192,,,,written_material,sɛbɛnnenw
193,,,,piece_of_writing,sɛbɛn_yɔrɔ_dɔ
194,,,,written_communication,kumaɲɔgɔnya_sɛbɛnnen
195,,,,written_language,kan_sɛbɛnnen
196,,,,black_and_white,fiman_ni_jɛman
197,,,,communication,kunnafonin
198,,,,abstraction,NO_TRANSLATION
199,,,,abstract_entity,fɛn_min_tɛ_fɛn_ye
200,,,,entity,yɔrɔ
201,,,,book,gafe
202,,,,volume,gafetiaman
203,,,,product,labɔ
204,,,,production,labɔli
205,,,,creation,gilanni
206,,,,artifact,fɛn_dilannenw
207,,,,artefact,DUPLICATE_artifact
208,,,,unit,"kelen,_kelenya"
209,,,,object,"minɛn,_fɛn"
210,,,,physical_object,fɛn_farikoloma
211,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
213,L02_13,hypernyms - misc,dishwasher,,minɛnkola
214,,,,appliance,minɛn
215,,,,machine,mansin
216,,,,entity,"fɛndɔ,_yɔrɔ"
217,,,,unit,"kelen,_kelenya"
218,,,,object,"minɛn,_fɛn"
219,,,,physical_object,fɛn_farikoloma
220,,,,white_goods,fɛn_jɛmanw
221,,,,home_appliance,so_kɔnɔ_minɛnw
222,,,,household_appliance,du_kɔnɔ_minɛnw
223,,,,durables,min_bɛ_mɛn_sen_na
224,,,,durable_goods,fɛnw_minnu_bɛ_mɛn_sen_na
225,,,,consumer_durables,NO_TRANSLATION
226,,,,consumer_goods,mɔgɔw_ka_fɛnw
227,,,,commodity,dumunifɛn
228,,,,trade_good,jagofɛnw
229,,,,good,bolola_fɛnw
230,,,,artifact,fɛn_dilannenw
231,,,,artefact,DUPLICATE_artefact
232,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
235,L02_14,hypernyms - misc,dress,,fini
236,,,,clothes,finiw
237,,,,garment,fini_don
238,,,,clothing,finiw_don
239,,,,article_of_clothing,finiko_barokun
240,,,,vesture,finimugu
241,,,,wear,ka_don
242,,,,wearable,min_bɛ_se_ka_don
243,,,,habiliment,finidon
244,,,,consumer_goods,kunmabɔnafolo_fɛnw
245,,,,covering,datugulan
246,,,,commodity,dumunifɛn
247,,,,trade_good,jagofɛnw
248,,,,good,bolola_fenw
249,,,,artifact,fɛn_dilannenw
250,,,,artefact,DUPLICATE_artifact
251,,,,unit,"kelen,_kelenya"
252,,,,object,"minɛn,_fɛn"
253,,,,physical_object,fɛn_farikoloma
254,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
255,,,,entity,"fɛndɔ,_yɔrɔ"
256,,,,appliance,minɛn
257,,,,icebox,jisigiyɔrɔ
258,,,,white_goods,fɛn_jɛmanw
259,,,,home_appliance,so_kɔnɔ_minɛnw
260,,,,household_appliance,du_kɔnɔ_minɛnw
261,,,,durables,min_bɛ_mɛn_sen_na
262,,,,durable_goods,fɛnw_minnu_bɛ_mɛn_sen_na
263,,,,consumer_durables,NO_TRANSLATION
264,,,,,firigo
286,L02_16,hypernyms - misc,gasoline,,gazol
287,,,,fuel,taji
288,,,,hydrocarbon,hidrɔkarbɔn
289,,,,substance,kɔnɔnafɛn
290,,,,organic_compound,NO_TRANSLATION
291,,,,matter,ko
292,,,,compound,dukɛnɛ
293,,,,chemical_compound,kemikɛli
294,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
295,,,,chemical,DUPLICATE_chemical_compound
296,,,,chemical_substance,kemikɛlifɛn
297,,,,entity,"fɛndɔ,_yɔrɔ"
298,,,,material,minɛ
299,,,,stuff,fɛn
300,,,,part,ka_taa
301,,,,portion,yɔrɔ_dɔ
302,,,,component_part,ka_kɛ_fɛn_ye
303,,,,component,DUPLICATE_yɔrɔ_dɔ
304,,,,constituent,dafalen
305,,,,relation,jɛɲɔgɔnya
306,,,,abstraction,DUPLICATE_NO_TRANSLATION
307,,,,abstract_entity,fɛn_min_tɛ_ɛn_ye
310,L02_17,hypernyms - misc,grapefruit,,panplamusi
311,,,,citrus,nemuru
312,,,,citrus_fruit,DUPLICATE_citrus
313,,,,citrous_fruit,DUPLICATE_citrus
314,,,,fruit,yiriden
315,,,,edible_fruit,jiriden_dunta
316,,,,produce,ka_kɛ
317,,,,green_goods,jiri_fɛnw
318,,,,green_groceries,jiri_dumunikɛyɔrɔ
319,,,,garden_truck,nakɔ_kamiyɔn
320,,,,food,dumuni
321,,,,matter,ko
322,,,,natural_object,fɛnɲɛnɛma_ko
323,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
324,,,,unit,"kelen,_kelenya"
325,,,,entity,"fɛndɔ,_yɔrɔ"
326,,,,object,"minɛn,_fɛn"
327,,,,physical_object,fɛn_farikoloma
329,L02_18,hypernyms - misc,hairnet,,kunsigi_tigɛlan
330,,,,net,erezo
331,,,,network,DUPLICATE_net
332,,,,mesh,mesɛri
333,,,,meshing,meshing_(meshing)_ye
334,,,,meshwork,mesɛri_baara
335,,,,fabric,finimugu
336,,,,cloth,fini
337,,,,material,minɛ
338,,,,textile,finiko
339,,,,artifact,fɛn_dilannenw
340,,,,artefact,DUPLICATE_artifact
341,,,,unit,"kelen,_kelenya"
342,,,,object,"minɛn,_fɛn"
343,,,,physical_object,fɛn_farikoloma
344,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
345,,,,entity,"fɛndɔ,_yɔrɔ"
347,L02_19,hypernyms - misc,hairpin,,kunsigi_tigɛlan
348,,,,pin,biɲɛ
349,,,,fastener,fɛn_min_bɛ_siri
350,,,,fastening,sirili
351,,,,holdfast,minɛ_kosɛbɛ
352,,,,fixing,labɛnni
353,,,,restraint,yɛrɛminɛ
354,,,,constraint,dantigɛli
355,,,,device,minɛn
356,,,,artifact,fɛn_dilannenw
357,,,,artefact,DUPLICATE_artifact
358,,,,unit,"kelen,_kelenya"
359,,,,object,"minɛn,_fɛn"
360,,,,physical_object,fɛn_farikoloma
361,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
362,,,,entity,"fɛndɔ,_yɔrɔ"
364,L02_20,hypernyms - misc,hamburger,,hamburgɛri
365,,,,sandwich,sanwisi
366,,,,snack_food,dumuni_misɛnninw
367,,,,dish,daga
368,,,,nutriment,balocogo_ɲuman
369,,,,nourishment,DUPLICATE_balocogo_ɲuman
370,,,,nutrition,baloli
371,,,,sustenance,balo_sɔrɔli
372,,,,aliment,dumunikɛminɛnw
373,,,,alimentation,DUPLICATE_balocogo_ɲuman
374,,,,victuals,dumunifɛnw
375,,,,food,dumuni
376,,,,nutrient,balofɛnw
377,,,,substance,kɔnɔnafɛn
378,,,,matter,ko
379,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
380,,,,entity,"fɛndɔ,_yɔrɔ"
381,,,,beef,misisogo
382,,,,boeuf,misi
383,,,,meat,sogo
384,,,,solid_food,dumuni_fɛn_gɛlɛnw
385,,,,solid,jalen
387,L02_21,hypernyms - misc,jacket,,wɛsiti
388,,,,clothes,finiw
389,,,,coat,dolokiba
390,,,,overgarment,NO_TRANSLATION
391,,,,outer_garment,kɛnɛma_fini
392,,,,garment,fini_don
393,,,,clothing,finiw_don
394,,,,article_of_clothing,DUPLICATE_NO_TRANSLATION
395,,,,vesture,finimugu
396,,,,wear,ka_don
397,,,,wearable,min_bɛ_se_ka_don
398,,,,habiliment,finidon
399,,,,consumer_goods,kunmabɔnafolo_fɛnw
400,,,,covering,datugulan
401,,,,commodity,dumunifɛn
402,,,,trade_good,jagofɛnw
403,,,,good,bolola_fenw
404,,,,artifact,fɛn_dilannenw
405,,,,artefact,DUPLICATE_artifact
406,,,,unit,"kelen,_kelenya"
407,,,,object,"minɛn,_fɛn"
408,,,,physical_object,fɛn_farikoloma
409,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
410,,,,entity,"fɛndɔ,_yɔrɔ"
412,L02_22,hypernyms - misc,jeans,,NO_TRANSLATION
413,,,,trousers,kurusi
414,,,,pants,DUPLICATE_kurusi
415,,,,workwear,baarakɛfini
416,,,,garment,fini_don
417,,,,clothing,finiw_don
418,,,,clothes,finiw
419,,,,article_of_clothing,NO_TRANSLATION
420,,,,vesture,finimugu
421,,,,wear,ka_don
422,,,,wearable,min_bɛ_se_ka_don
423,,,,habiliment,finidon
424,,,,consumer_goods,kunmabɔnafolo_fɛnw
425,,,,covering,datugulan
426,,,,commodity,dumunifɛn
427,,,,trade_good,jagofɛnw
428,,,,good,bolola_fenw
429,,,,artifact,fɛn_dilannenw
430,,,,artefact,DUPLICATE_artifact
431,,,,unit,"kelen,_kelenya"
432,,,,object,"minɛn,_fɛn"
433,,,,physical_object,fɛn_farikoloma
434,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
435,,,,entity,"fɛndɔ,_yɔrɔ"
437,L02_23,hypernyms - misc,juicer,,jibɔlan
438,,,,utensil,tobiliminɛn
439,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
440,,,,entity,"fɛndɔ,_yɔrɔ"
441,,,,unit,"kelen,_kelenya"
442,,,,object,"minɛn,_fɛn"
443,,,,physical_object,fɛn_farikoloma
444,,,,squeezer,NO_TRANSLATION
445,,,,kitchen_utensil,DUPLICATE_utensil
446,,,,implement,DUPLICATE_NO_TRANSLATION
447,,,,artifact,fɛn_dilannenw
448,,,,artefact,DUPLICATE_artifact
450,L02_24,hypernyms - misc,lemon,,nemurukumuni
451,,,,citrus,nemuru
452,,,,citrus_fruit,DUPLICATE_citrus
453,,,,citrous_fruit,DUPLICATE_citrus
454,,,,fruit,yiriden
455,,,,edible_fruit,jiriden_dunta
456,,,,produce,ka_kɛ
457,,,,green_goods,jiri_fɛnw
458,,,,green_groceries,jiri_dumunikɛyɔrɔ
459,,,,garden_truck,nakɔ_kamiyɔn
460,,,,food,dumuni
461,,,,matter,ko
462,,,,natural_object,fɛnɲɛnɛma_ko
463,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
464,,,,unit,"kelen,_kelenya"
465,,,,entity,fɛndɔ
466,,,,object,"minɛn,_fɛn"
467,,,,physical_object,fɛn_farikoloma
469,L02_25,hypernyms - misc,lotion,,tulumafɛnw
470,,,,toiletry,ɲɛgɛn_kɔnɔ_minɛw
471,,,,toilet_articles,DUPLICATE_toiletry
472,,,,artifact,fɛn_dilannenw
473,,,,artefact,DUPLICATE_artifact
474,,,,unit,"kelen,_kelenya"
475,,,,object,"minɛn,_fɛn"
476,,,,physical_object,fɛn_farikoloma
477,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
478,,,,entity,fɛndɔ
480,L02_26,hypernyms - misc,mascara,,mascara
481,,,,makeup,makiyazi
482,,,,make-up,DUPLICATE_makeup
483,,,,war_paint,NO_TRANSLATION
484,,,,cosmetic,porodi
485,,,,toiletry,ɲɛgɛn_kɔnɔ_minɛw
486,,,,toilet_articles,DUPLICATE_toiletry
487,,,,artifact,fɛn_dilannenw
488,,,,artefact,DUPLICATE_artifact
489,,,,unit,"kelen,_kelenya"
490,,,,object,"minɛn,_fɛn"
491,,,,physical_object,fɛn_farikoloma
492,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
493,,,,entity,fɛndɔ
495,L02_27,hypernyms - misc,necklace,,kannakɔnɔ
496,,,,jewelry,masiri
497,,,,jewellery,DUPLICATE_jewelry
498,,,,adornment,finidoncogo
499,,,,decoration,dekorasiyɔn
500,,,,ornament,DUPLICATE_adornement
501,,,,ornamentation,DUPLICATE_adornement
502,,,,artifact,fɛn_dilannenw
503,,,,artefact,DUPLICATE_artifact
504,,,,unit,"kelen,_kelenya"
505,,,,object,"minɛn,_fɛn"
506,,,,physical_object,fɛn_farikoloma
507,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
508,,,,entity,fɛndɔ
510,L02_28,hypernyms - misc,notebook,,kaye_sɛbɛn
511,,,,book,gafe
512,,,,volume,gafetiaman
513,,,,product,labɔ
514,,,,production,labɔli
515,,,,creation,gilanni
516,,,,artifact,fɛn_dilannenw
517,,,,artefact,DUPLICATE_artifact
518,,,,unit,"kelen,_kelenya"
519,,,,object,"minɛn,_fɛn"
520,,,,physical_object,fɛn_farikoloma
521,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
522,,,,entity,fɛndɔ
523,,,,portable_computer,ɔridinatɛri_ta_ta
524,,,,personal_computer,mɔgɔkelen_ɔridinatɛri
525,,,,pc,DUPLICATE_portable_computer
526,,,,microcomputer,NO_TRANSLATION
527,,,,digital_computer,DUPLICATE_NO_TRANSLATION
528,,,,computer,ɔridinatɛri
529,,,,computing_machine,ɔridinatɛri_masin
530,,,,computing_device,jatebɔ_masin
531,,,,data_processor,DUPLICATE_NO_TRANSLATION
532,,,,electronic_computer,DUPLICATE_NO_TRANSLATION
534,,,,machine,mansin
535,,,,device,minɛn
537,L02_29,hypernyms - misc,notepad,,sɛbɛnnikɛlan
538,,,,pad,NO_TRANSLATION
539,,,,pad_of_paper,DUPLICATE_NO_TRANSLATION
540,,,,tablet,DUPLICATE_NO_TRANSLATION
541,,,,paper,papiye
542,,,,material,minɛ
543,,,,stuff,fɛn
544,,,,substance,kɔnɔnafɛn
545,,,,matter,ko
546,,,,part,ka_taa
547,,,,portion,yɔrɔ_dɔ
548,,,,component_part,ka_kɛ_fɛn_ye
549,,,,component,DUPLICATE_yɔrɔ_dɔ
550,,,,constituent,dafalen
551,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
552,,,,relation,jɛɲɔgɔnya
553,,,,entity,fɛndɔ
554,,,,abstraction,DUPLICATE_NO_TRANSLATION
555,,,,abstract_entity,fɛn_min_tɛ_fɛn_ye
557,L02_30,hypernyms - misc,pastry,,patisri
558,,,,food,dumuni
559,,,,dough,Ndoro
560,,,,concoction,NO_TRANSLATION
561,,,,mixture,ɲagaminen
562,,,,intermixture,ɲagamiɲongɔna
563,,,,foodstuff,dumunifɛnw
564,,,,food_product,dumuni_fɛn_fɛn
565,,,,nutrient,balofɛnw
566,,,,substance,kɔnɔnafɛn
567,,,,matter,ko
568,,,,physical_entity,DUPLICATE_farikolo-ɲɛnajɛ-fɛn
569,,,,entity,DUPLICATE_fɛndɔ
570,,,,baked_goods,DUPLICATE_NO_TRANSLATION
571,,,,solid_food,dumuni_fɛn_gɛlɛnw
572,,,,solid,jalen
574,L02_31,hypernyms - misc,peach,,NO_TRANSLATION
575,,,,fruit,yiriden
576,,,,drupe,NO_TRANSLATION
577,,,,stone_fruit,jiriden_koloman
578,,,,edible_fruit,jiriden_dunta
579,,,,produce,labɔ
580,,,,green_goods,jiri_fɛnw
581,,,,green_groceries,jiri_dumunikɛyɔrɔ
582,,,,garden_truck,nakɔ_kamiyɔn
583,,,,food,dumuni
584,,,,matter,ko
585,,,,natural_object,fɛnɲɛnɛma_ko
586,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
587,,,,unit,"kelen,_kelenya"
588,,,,entity,fɛndɔ
589,,,,object,"minɛn,_fɛn"
590,,,,physical_object,fɛn_farikoloma
592,L02_32,hypernyms - misc,perfume,,wusulan
593,,,,toiletry,ɲɛgɛn_kɔnɔ_minɛw
594,,,,toilet_articles,DUPLICATE_toiletry
595,,,,artifact,fɛn_dilannenw
596,,,,artefact,DUPLICATE_artifact
597,,,,unit,"kelen,_kelenya"
598,,,,object,"minɛn,_fɛn"
599,,,,physical_object,fɛn_farikoloma
600,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
601,,,,entity,fɛndɔ
603,L02_33,hypernyms - misc,photo,,foto
604,,,,picture,ja
605,,,,image,DUPLICATE_picture
606,,,,representation,jirali
607,,,,creation,gilanni
608,,,,artifact,fɛn_dilannenw
609,,,,artefact,DUPLICATE_artifact
610,,,,unit,"kelen,_kelenya"
611,,,,object,"minɛn,_fɛn"
612,,,,physical_object,fɛn_farikoloma
613,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
614,,,,entity,fɛndɔ
616,L02_34,hypernyms - misc,pie,,tariti
617,,,,pastry,patisri
618,,,,baked_goods,NO_TRANSLATION
619,,,,food,dumuni
620,,,,solid_food,dumuni_fɛn_gɛlɛnw
621,,,,solid,jalen
622,,,,matter,ko
623,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
624,,,,entity,DUPLICATE_fɛndɔ
625,,,,indo-european,indo_erɔpu_jamanaw
626,,,,indo-european_language,indo-erɔpukan_na
627,,,,indo-hittite,indo-hiti
628,,,,natural_language,kan_nafama
629,,,,tongue,nɛ
630,,,,language,kan
631,,,,linguistic_communication,kanko_kumaɲɔgɔnya
632,,,,communication,kunnafonin
633,,,,abstraction,DUPLICATE_NO_TRANSLATION
634,,,,abstract_entity,fɛn_min_tɛ_ɛn_ye
636,L02_35,hypernyms - misc,plum,,NO_TRANSLATION
637,,,,fruit,yiriden
638,,,,drupe,NO_TRANSLATION
639,,,,stone_fruit,jiriden_koloman
640,,,,edible_fruit,jiriden_dunta
641,,,,produce,labɔ
642,,,,green_goods,jiri_fɛnw
643,,,,green_groceries,jiri_dumunikɛyɔrɔ
644,,,,garden_truck,nakɔ_kamiyɔn
645,,,,food,dumuni
646,,,,matter,ko
647,,,,natural_object,fɛnɲɛnɛma_ko
648,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
649,,,,unit,"kelen,_kelenya"
650,,,,entity,fɛndɔ
651,,,,object,"minɛn,_fɛn"
652,,,,physical_object,fɛn_farikoloma
654,L02_36,hypernyms - misc,postcard,,karti_positalen
655,,,,card,karti
656,,,,correspondence,batakiw_cicogo
657,,,,first_class,NO_TRANSLATION
658,,,,1st_class,DUPLICATE_NO_TRANSLATION
659,,,,first-class_mail,DUPLICATE_NO_TRANSLATION
660,,,,1st-class_mail,DUPLICATE_NO_TRANSLATION
661,,,,written_communication,kumaɲɔgɔnya_sɛbɛnnen
662,,,,written_language,kan_sɛbɛnnen
663,,,,black_and_white,fiman_ni_jɛman
664,,,,mail,lɛtɛrɛ_cilen
665,,,,communication,kunnafonin
666,,,,message,bataki
667,,,,abstraction,DUPLICATE_NO_TRANSLATION
668,,,,abstract_entity,fɛn_min_tɛ_ɛn_ye
669,,,,entity,fɛndɔ
671,L02_37,hypernyms - misc,shelf,,mɛ̀mɛ
672,,,,furniture,minanw
673,,,,support,sɛmɛjiri
674,,,,piece_of_furniture,DUPLICATE_furniture
675,,,,article_of_furniture,DUPLICATE_furniture
676,,,,furnishing,DUPLICATE_furniture
677,,,,artifact,fɛn_dilannenw
678,,,,artefact,DUPLICATE_artifact
679,,,,unit,"kelen,_kelenya"
680,,,,object,"minɛn,_fɛn"
681,,,,physical_object,fɛn_farikoloma
682,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
683,,,,entity,fɛndɔ
685,L02_38,hypernyms - misc,shirt,,duloki
686,,,,clothes,finiw
687,,,,garment,fini_don
688,,,,clothing,finiw_don
689,,,,article_of_clothing,NO_TRANSLATION
690,,,,vesture,finimugu
691,,,,wear,ka_don
692,,,,wearable,min_bɛ_se_ka_don
693,,,,habiliment,finidon
