,ID,Relation,Source,Target,BM
78,,,,truckle,duguman_dalan
79,,,,twin,filanin
80,,,,water,ji
81,,,,semi-double,mɔgɔ_fila_dilan
82,,,,semidouble,DUPLICATE_mɔgɔ_fila_dilan
84,L03_4,hyponyms - misc,boat,,bato
85,,,,ferry,kurunba
86,,,,ark,DUPLICATE_kurunba
87,,,,barge,bato_kɔnɔtan
88,,,,flatboat,DUPLICATE_bato_kɔnɔtan
90,,,,lighter,bato_fɛgɛma
92,,,,canal_boat,kanal_kurunba
93,,,,narrow_boat,DUPLICATE_kurun_fitinin
94,,,,narrowboat,kurun_fitinin
95,,,,ferryboat,DUPLICATE_kurunba
96,,,,fireboat,tasuma-kurun
97,,,,gondola,kurun_jalani
98,,,,guard_boat,garadi_kurunba
99,,,,gunboat,marifa_kurunba
100,,,,junk,nɛgɛkolon
101,,,,longboat,kurun_jan
102,,,,lugger,NO_TRANSLATION
104,,,,mailboat,lɛtɛrɛ_kurunba
105,,,,mail,lɛtɛrɛ_cilen
106,,,,packet,pakɛ
107,,,,motorboat,bato_motɛrima
108,,,,powerboat,DUPLICATE_bato_motɛrima
109,,,,pilot,pankurunbolila
110,,,,police,polisi
111,,,,punt,DUPLICATE_NO_TRANSLATION
112,,,,river_boat,baji_kurunba
113,,,,scow,DUPLICATE_NO_TRANSLATION
114,,,,sea_boat,kɔgɔji_kurunba
115,,,,small_boat,DUPLICATE_kurun_fitinin
116,,,,steamboat,DUPLICATE_kurunba
117,,,,surfboat,DUPLICATE_NO_TRANSLATION
118,,,,tender_boat,DUPLICATE_NO_TRANSLATION
119,,,,pinnace,DUPLICATE_NO_TRANSLATION
120,,,,cutter_boat,kɛrɛfɛ_kurunba
121,,,,tugboat,eremɔrku_talan
122,,,,tug,DUPLICATE_eremɔrku_talan
123,,,,towboat,kurunba_min_bɛ_mɔgɔw_sama
124,,,,tower_boat,sankanso_kurunba
125,,,,yacht,bato_ba
126,,,,sail,ka_kurunboli
127,,,,row,kurunbokari
128,,,,canoe,kano
129,,,,kayak,kurun_dennin
130,,,,paddle,DUPLICATE_
131,,,,paddle_boat,DUPLICATE_
132,,,,,kurun
133,L03_5,hyponyms - misc,book,,gafe
134,,,,paperback,sɛbɛnfura_kan
135,,,,album,albamu
136,,,,folio,folio
137,,,,hardback,sɛbɛn_gɛlɛn
138,,,,hardcover,sɛbɛnfura_gɛlɛn
139,,,,journal,gafenin
140,,,,novel,kura
141,,,,order,ci
142,,,,paper-back,papiye-kɔfɛ
143,,,,softback,datugulan_sɔgɔlen
144,,,,soft-cover,DUPLICATE_datugulan_sɔgɔlen
145,,,,picture,ja
146,,,,sketchbook,desɛn_gafe
147,,,,sketch,desɛn
148,,,,notebook,kaye_sɛbɛn
150,L03_6,hyponyms - misc,brush,,bɔrɔsi
151,,,,toothbrush,dako_bɔrɔsi
152,,,,bottlebrush,sanbara_bɔrɔsi
153,,,,bristle,bɔrɔsi_si
154,,,,clothesbrush,finiko_bɔrɔsi
155,,,,hairbrush,kunsigi_bɔrɔsi
156,,,,nailbrush,sɔni_bɔrɔsi
157,,,,paintbrush,pɛntiri_bɔrɔsi
158,,,,sable,NO_TRANSLATION
159,,,,scrub,forotɛ
160,,,,scrubbing,forotɛli
161,,,,scrubber,forotɛlikɛlan
162,,,,shaving_brush,cirɛlikɛlan
164,L03_7,hyponyms - misc,burger,,hamburgɛri
165,,,,hamburger,DUPLICATE_hamburgɛri
166,,,,cheeseburger,NO_TRANSLATION
167,,,,50,DUPLICATE_NO_TRANSLATION
168,,,,50_burger,DUPLICATE_NO_TRANSLATION
169,,,,angus_burger,DUPLICATE_NO_TRANSLATION
170,,,,banquet_burger,DUPLICATE_NO_TRANSLATION
171,,,,barbecue_burger,DUPLICATE_NO_TRANSLATION
172,,,,bøfsandwich,DUPLICATE_NO_TRANSLATION
173,,,,utter_burge,DUPLICATE_NO_TRANSLATION
174,,,,buffalo_burger,DUPLICATE_NO_TRANSLATION
175,,,,california_burger,DUPLICATE_NO_TRANSLATION
176,,,,chili_burger,DUPLICATE_NO_TRANSLATION
177,,,,curry_burger,DUPLICATE_NO_TRANSLATION
178,,,,hamdog,DUPLICATE_NO_TRANSLATION
179,,,,salmon_burger,DUPLICATE_NO_TRANSLATION
180,,,,rice_burger,DUPLICATE_NO_TRANSLATION
181,,,,veggie_burger,DUPLICATE_NO_TRANSLATION
183,L03_8,hyponyms - misc,camera,,kamera
184,,,,camcorder,DUPLICATE_kamera
185,,,,box_camera,kɛsu_kamera
186,,,,box_kodak,kɛsu_kodak
187,,,,candid_camera,fotota_minɛn
188,,,,digital_camera,fotota_minɛn_numeriki
189,,,,flash_camera,kamera_flasi_ma
190,,,,motion-picture_camera,kamera_min_bɛ_ja_lamaga
191,,,,movie_camera,filimu_kamera
192,,,,cine-camera,cinema_kamera
193,,,,point-and-shoot_camera,DUPLICATE_fotota_kamera
194,,,,point-and-shoot,fotota
195,,,,polaroid_camera,NO_TRANSLATION
196,,,,polaroid_land_camera,DUPLICATE_NO_TRANSLATION
197,,,,polaroid,DUPLICATE_NO_TRANSLATION
198,,,,portrait_camera,ja_kamera
199,,,,reflex_camera,kamera_reflɛksi
200,,,,webcam,DUPLICATE_NO_TRANSLATION
201,,,,webcamera,kamera_ɛntɛrinɛti_kan
202,,,,sound_camera,kamera_mankanma
203,,,,,fototalan
204,L03_9,hyponyms - misc,candy,,bɔnbɔnni
205,,,,lollipop,bɔnbɔn
206,,,,candy_bar,sokola_bɔnbɔn
207,,,,carob_bar,NO_TRANSLATION
208,,,,hard_candy,bɔnbɔnni_gɛlɛnw
211,,,,bonbon,DUPLICATE_bɔnbɔnni
212,,,,brittle,DUPLICATE_NO_TRANSLATION
213,,,,toffee,DUPLICATE_karamɛli
216,,,,candy_cane,sukaro_kala
217,,,,candy_corn,kaba_bɔnbɔn
218,,,,caramel,karamɛli
220,,,,spun_sugar,sukaro_sɔgɔlen
222,,,,dragee,sukaro_manfɛn
223,,,,fondant,mukatan
224,,,,fudge,fudɛsɛ
225,,,,gumdrop,gumɔgɔ
226,,,,honey_crisp,di_jalan
227,,,,mint,nanayɛ
228,,,,mint_candy,nanayɛ_bɔnbɔnni
229,,,,horehound,DUPLICATE_NO_TRANSLATION
230,,,,jelly_bean,DUPLICATE_NO_TRANSLATION
231,,,,jelly_egg,DUPLICATE_NO_TRANSLATION
233,,,,candy_kiss,bɔnbɔnni_susuli
234,,,,licorice,DUPLICATE_NO_TRANSLATION
235,,,,liquorice,DUPLICATE_NO_TRANSLATION
236,,,,life_saver,ɲɛnamaya_kisibaa
237,,,,sucker,DUPLICATE_bɔnbɔn
239,,,,lozenge,DUPLICATE_NO_TRANSLATION
240,,,,marshmallow,DUPLICATE_NO_TRANSLATION
241,,,,marzipan,DUPLICATE_NO_TRANSLATION
242,,,,marchpane,DUPLICATE_NO_TRANSLATION
243,,,,nougat,DUPLICATE_NO_TRANSLATION
244,,,,nougat_bar,DUPLICATE_NO_TRANSLATION
245,,,,nut_bar,DUPLICATE_NO_TRANSLATION
246,,,,peanut_bar,DUPLICATE_NO_TRANSLATION
247,,,,popcorn_ball,kabani
248,,,,praline,DUPLICATE_NO_TRANSLATION
249,,,,rock_candy,ɲɔ_sukaro
250,,,,rock,farakurun
251,,,,sugar_candy,sukaro_bɔnbɔnni
252,,,,sugarplum,sukaro_sɛnɛfɛn
253,,,,taffy,DUPLICATE_NO_TRANSLATION
254,,,,truffle,DUPLICATE_NO_TRANSLATION
255,,,,chocolate_truffle,DUPLICATE_NO_TRANSLATION
256,,,,turkish_delight,DUPLICATE_NO_TRANSLATION
257,,,,easter_egg,DUPLICATE_NO_TRANSLATION
259,L03_10,hyponyms - misc,car,,mɔbili
260,,,,limousine,limuzin
261,,,,convertible,mɔbili_min_bɛ_dayɛlɛn
262,,,,ambulance,anbilansi
263,,,,beach,jida
264,,,,wagon,wotoro
265,,,,station,sitasiyɔn
266,,,,estate,so
267,,,,waggon,wotoronin
268,,,,bus,kaare
269,,,,jalopy,NO_TRANSLATION
270,,,,heap,kuluba
271,,,,cab,kabini
272,,,,hack,DUPLICATE_NO_TRANSLATION
273,,,,taxi,taksi
274,,,,taxicab,DUPLICATE_taksi
275,,,,compact,DUPLICATE_NO_TRANSLATION
276,,,,coupe,ka_tigɛ
277,,,,cruiser,DUPLICATE_NO_TRANSLATION
278,,,,police,polisi
279,,,,patrol,DUPLICATE_NO_TRANSLATION
280,,,,prowl,DUPLICATE_NO_TRANSLATION
281,,,,squad,jɛkulu
282,,,,electric,kuranman
283,,,,hardtop,sogo_gɛlɛn
284,,,,hatchback,DUPLICATE_NO_TRANSLATION
285,,,,hot-rod,DUPLICATE_NO_TRANSLATION
286,,,,jeep,zipuni
287,,,,landrover,DUPLICATE_NO_TRANSLATION
288,,,,limo,DUPLICATE_NO_TRANSLATION
289,,,,loaner,labɛn
290,,,,minicar,mɔbili_fitini
291,,,,minivan,DUPLICATE_NO_TRANSLATION
292,,,,model,mɔdɛli
293,,,,pace,táamasen
294,,,,racer,bolibaga
295,,,,race,boli
296,,,,racing,bolicogo
297,,,,roadster,siraba_kan
299,,,,two-seater,sigiyɔrɔ_fila
300,,,,sedan,DUPLICATE_NO_TRANSLATION
301,,,,saloon,salɔn
302,,,,sports,farikoloɲɛnajɛw
303,,,,sport,farikoloɲɛnajɛ
304,,,,suv,DUPLICATE_NO_TRANSLATION
305,,,,stanley,DUPLICATE_NO_TRANSLATION
306,,,,steamer,wapuri
307,,,,stock,ka_mara
308,,,,subcompact,DUPLICATE_NO_TRANSLATION
309,,,,touring,turisimu
310,,,,tourer,DUPLICATE_NO_TRANSLATION
311,,,,used,kɔrɔlen
312,,,,secondhand,bolo_filanan
314,L03_11,hyponyms - misc,church,,egilisi
315,,,,chapel,kapeli
316,,,,abbey,abayi
317,,,,basilica,basiliki
318,,,,cathedral,katedrali
319,,,,duomo,duomo
320,,,,kirk,DUPLICATE_church
322,L03_12,hyponyms - misc,citrus,,lemuru
323,,,,lemon,lemuru_kumuni
324,,,,orange,lemuru_ba
325,,,,lime,DUPLICATE_lemon
326,,,,mandarin,mandarini
327,,,,tangerine,NO_TRANSLATION
328,,,,yuzu,DUPLICATE_NO_TRANSLATION
330,L03_13,hyponyms - misc,cloud,,kabanɔgɔ
331,,,,thundercloud,sanpɛrɛn_sankaba
332,,,,cirrocumulus,NO_TRANSLATION
333,,,,cirrostratus,DUPLICATE_NO_TRANSLATION
334,,,,cirrus,DUPLICATE_NO_TRANSLATION
335,,,,contrail,DUPLICATE_NO_TRANSLATION
336,,,,condensation,ka_doɲɔngɔnna
337,,,,trail,kiri
338,,,,cumulonimbus,DUPLICATE_NO_TRANSLATION
339,,,,cumulus,DUPLICATE_NO_TRANSLATION
340,,,,nacreous,DUPLICATE_NO_TRANSLATION
341,,,,nebule,DUPLICATE_NO_TRANSLATION
342,,,,nimbus,DUPLICATE_NO_TRANSLATION
343,,,,rain,sanji
344,,,,storm,funufunu
345,,,,stratus,DUPLICATE_NO_TRANSLATION
346,,,,mushroom,fiyenan
347,,,,smoke,sisi
349,L03_14,hyponyms - misc,collar,,kannakɔnɔ
350,,,,choker,kannakɔnɔ_sirilan
351,,,,ruff,DUPLICATE_kannakɔnɔ
352,,,,ruffle,DUPLICATE_kannakɔnɔ
353,,,,clerical,sɛbɛnnikɛla
354,,,,roman_collar,romɛkaw_ka_kɔla
355,,,,dog_collar,wulu_kannafɛn
356,,,,eton_collar,NO_TRANSLATION
357,,,,rabato_collar,DUPLICATE_NO_TRANSLATION
358,,,,rebato_collar,DUPLICATE_NO_TRANSLATION
359,,,,turtleneck,kanda_munumununen
360,,,,polo-neck,kanda_polo
361,,,,neckpiece,kannakɔnɔ
362,,,,,kannafɛn
363,L03_15,hyponyms - misc,color,,ɲɛ
364,,,,white,jɛman
365,,,,black,finman
366,,,,blue,bula
367,,,,green,binkɛnɛ
368,,,,red,bilema
370,,,,orange,oranzi
371,,,,vermilion,DUPLICATE_bilema
372,,,,amber,NO_TRANSLATION
373,,,,chartreuse,binkɛnɛ_nɛrɛmuguman
374,,,,teal,bula_binkɛnɛma
375,,,,violet,koloji
376,,,,magenta,bilema_koloji
377,,,,rose,wulila
378,,,,azure,sankolo
379,,,,cyan,DUPLICATE_NO_TRANSLATION
380,,,,indigo,galaji
381,,,,purple,DUPLICATE_koloji
382,,,,brown,bilenman
383,,,,yellow,nɛrɛmuguman
385,L03_16,hyponyms - misc,computer,,ɔridinatɛri
386,,,,laptop,DUPLICATE_computer
387,,,,desktop,tabali
388,,,,tablet,tablɛti
389,,,,smartphone,telefɔni_seleke_naani
390,,,,supercomputer,ɔridinatɛri_belebeleba
391,,,,iphone,iPhone
392,,,,ipad,ipad
394,L03_17,hyponyms - misc,container,,minɛn_kɔnɔ
395,,,,bag,saki
396,,,,handbag,bololabɔrɛ
397,,,,pocketbook,poyi_gafe
398,,,,purse,DUPLICATE_saki
399,,,,basket,seki
400,,,,handbasket,bololabaarakɛminɛn
401,,,,bin,nɔgɔbɔlan
402,,,,bowl,tasa
403,,,,pipe,tiyo
404,,,,box,buwati
405,,,,bread-bin,buruburudaga
406,,,,breadbox,buruburu_kɛsu
408,,,,can,DUPLICATE_buwati
409,,,,tin,DUPLICATE_buwati
410,,,,canister,bitɔnni
411,,,,cannister,DUPLICATE_buwati
412,,,,capsule,kapisilɛri
413,,,,cargo,doni_ta
414,,,,case,walisi
415,,,,display,ka_yira
416,,,,showcase,DUPLICATE_jiralan
417,,,,vitrine,jiralan
418,,,,cassette,kasɛti
419,,,,cup,bɔli
420,,,,cylinder,silinda
421,,,,dice,ka
422,,,,dish,asiyɛti
423,,,,dispenser,dilanbaga
424,,,,drawer,tiriwari
425,,,,dumpster,DUPLICATE_nɔgɔbɔlan
426,,,,empty,lankolon
427,,,,envelope,anwulopu
428,,,,glass,wɛɛrɛ
429,,,,bottle,buteli
430,,,,mailer,lɛtɛrɛ_cibaga
431,,,,manger,baganmarayɔrɔ
432,,,,trough,wo
433,,,,measure,ka_suma
434,,,,mold,DUPLICATE_wugu
435,,,,mould,wugu
436,,,,cast,ka_yelen
437,,,,package,pake
438,,,,parcel,du_tɛrɛn
439,,,,pan,furuno
440,,,,pod,daga
441,,,,pot,jifiɲɛn
442,,,,flowerpot,flen_daga
443,,,,flask,"fiyɛlilan,balɔn"
444,,,,receptacle,minɛn_min_bɛ_kɛ_ka_a_minɛ
445,,,,reliquary,fɛn_tolenw
446,,,,saltcellar,kɔgɔ_wulilan
447,,,,savings,warimaralenw
448,,,,bank,waribon
449,,,,coin,warijɛ
450,,,,money,wari
452,,,,coal,sarabon
453,,,,shaker,DUPLICATE_
454,,,,spoon,kuyɛri
455,,,,thimble,bolokɔniw
456,,,,vessel,bato
457,,,,waste-paper,papiye_tiɲɛnenw
458,,,,wastebasket,DUPLICATE_nɔgɔbɔlan
459,,,,waste,ka_tiɲɛ
460,,,,file,papiye
461,,,,workbasket,baarakɛyɔrɔ
462,,,,workbox,DUPLICATE_baarakɛyɔrɔ
463,,,,workbag,baarakɛbagan
465,L03_18,hyponyms - misc,cookware,,tobilikɛminɛnw
466,,,,pot,daga
467,,,,baster,puwari
469,,,,dish,asiyɛti
470,,,,cooker,tobilikɛminɛn
471,,,,sheet,dara
472,,,,tray,tiriwari
473,,,,enamelware,emɛrikɛminɛnw
474,,,,grid,nɛgɛjuru
475,,,,gridiron,tobili_jatebɔlan
476,,,,griddle,tobilikɛ_tabali
477,,,,pan,pɔli
478,,,,poacher,sogo_ɲininikɛla
479,,,,skimmer,DUPLICATE_
480,,,,steamer,wapuri
481,,,,turner,munumununi
483,L03_19,hyponyms - misc,cup,,bɔli
484,,,,teacup,te_tasa
485,,,,beaker,bɔli
486,,,,chalice,jifilen
487,,,,goblet,DUPLICATE_bɔli
488,,,,coffee_cup,kafe_tasa
489,,,,dixie,tasa
490,,,,paper_cup,papiye_tasa
491,,,,grace,nɛɛma
492,,,,kylix,NO_TRANSLATION
493,,,,cylix,DUPLICATE_NO_TRANSLATION
494,,,,mustache_cup,DUPLICATE_NO_TRANSLATION
495,,,,moustache_cup,DUPLICATE_NO_TRANSLATION
496,,,,scyphus,DUPLICATE_NO_TRANSLATION
497,,,,grail,DUPLICATE_NO_TRANSLATION
499,L03_20,hyponyms - misc,cushion,,kunkolodalan
500,,,,pincushion,NO_TRANSLATION
501,,,,pillow,kunkɔrɔdonnan
502,,,,air,fiɲɛ
503,,,,inflatable,min_bɛ_se_ka_fiɲɛ_bila
504,,,,gaddi,gaddi_ye
505,,,,hassock,kunkolodalan
506,,,,headrest,kungolodilan
507,,,,seat,sigilan
509,L03_21,hyponyms - misc,cutlery,,minɛnw
510,,,,knife,muru
511,,,,fork,furusɛti
512,,,,spoon,kuyɛri
513,,,,tablefork,tabali_furusɛti
514,,,,teaspoon,te_kuyɛri
515,,,,dessert_spoon,desɛri_kuyɛri
516,,,,salad_fork,salati_furusɛti
517,,,,carving_fork,furusɛti_jalen
519,L03_22,hyponyms - misc,dessert,,desɛri
520,,,,cake,gato
521,,,,ambrosia,NO_TRANSLATION
522,,,,baked_alaska,DUPLICATE_NO_TRANSLATION
523,,,,blancmange,DUPLICATE_NO_TRANSLATION
524,,,,charlotte,DUPLICATE_NO_TRANSLATION
525,,,,compote,DUPLICATE_NO_TRANSLATION
526,,,,fruit_compote,DUPLICATE_NO_TRANSLATION
527,,,,dumpling,DUPLICATE_NO_TRANSLATION
528,,,,flan,DUPLICATE_NO_TRANSLATION
529,,,,frozen_dessert,DUPLICATE_NO_TRANSLATION
530,,,,junket,DUPLICATE_NO_TRANSLATION
531,,,,mold,DUPLICATE_NO_TRANSLATION
532,,,,mould,DUPLICATE_NO_TRANSLATION
533,,,,mousse,DUPLICATE_NO_TRANSLATION
534,,,,pavlova,DUPLICATE_NO_TRANSLATION
535,,,,peach_melba,DUPLICATE_NO_TRANSLATION
536,,,,pudding,DUPLICATE_NO_TRANSLATION
537,,,,pud,DUPLICATE_NO_TRANSLATION
538,,,,syllabub,DUPLICATE_NO_TRANSLATION
539,,,,sillabub,DUPLICATE_NO_TRANSLATION
540,,,,tiramisu,DUPLICATE_NO_TRANSLATION
541,,,,whip,DUPLICATE_NO_TRANSLATION
542,,,,zabaglione,DUPLICATE_NO_TRANSLATION
543,,,,sabayon,DUPLICATE_NO_TRANSLATION
544,,,,charlotte_russe,DUPLICATE_NO_TRANSLATION
545,,,,apple_dumpling,DUPLICATE_NO_TRANSLATION
546,,,,frozen_custard,DUPLICATE_NO_TRANSLATION
547,,,,soft_ice_cream,DUPLICATE_NO_TRANSLATION
548,,,,frozen_pudding,DUPLICATE_NO_TRANSLATION
549,,,,frozen_yogurt,DUPLICATE_NO_TRANSLATION
550,,,,ice-cream_cake,DUPLICATE_NO_TRANSLATION
551,,,,icebox_cake,DUPLICATE_NO_TRANSLATION
552,,,,ice-cream_cone,DUPLICATE_NO_TRANSLATION
553,,,,ice-cream_sundae,DUPLICATE_NO_TRANSLATION
554,,,,sundae,DUPLICATE_NO_TRANSLATION
555,,,,ice,DUPLICATE_NO_TRANSLATION
556,,,,frappe,DUPLICATE_NO_TRANSLATION
557,,,,ice_cream,DUPLICATE_NO_TRANSLATION
558,,,,icecream,DUPLICATE_NO_TRANSLATION
559,,,,ice_lolly,DUPLICATE_NO_TRANSLATION
560,,,,lolly,DUPLICATE_NO_TRANSLATION
561,,,,lollipop,DUPLICATE_NO_TRANSLATION
562,,,,popsicle,DUPLICATE_NO_TRANSLATION
563,,,,ice_milk,DUPLICATE_NO_TRANSLATION
564,,,,parfait,DUPLICATE_NO_TRANSLATION
565,,,,sherbert,DUPLICATE_NO_TRANSLATION
566,,,,sherbet,DUPLICATE_NO_TRANSLATION
567,,,,snowball,DUPLICATE_NO_TRANSLATION
568,,,,split,DUPLICATE_NO_TRANSLATION
569,,,,chocolate_mousse,DUPLICATE_NO_TRANSLATION
570,,,,trifle,DUPLICATE_NO_TRANSLATION
571,,,,brown_betty,DUPLICATE_NO_TRANSLATION
572,,,,chocolate_pudding,DUPLICATE_NO_TRANSLATION
573,,,,duff,DUPLICATE_NO_TRANSLATION
574,,,,plum_duff,DUPLICATE_NO_TRANSLATION
575,,,,flummery,DUPLICATE_NO_TRANSLATION
576,,,,nesselrode,DUPLICATE_NO_TRANSLATION
577,,,,nesselrode_pudding,DUPLICATE_NO_TRANSLATION
578,,,,pease_pudding,DUPLICATE_NO_TRANSLATION
579,,,,plum_pudding,DUPLICATE_NO_TRANSLATION
580,,,,christmas_pudding,DUPLICATE_NO_TRANSLATION
581,,,,roly-poly,DUPLICATE_NO_TRANSLATION
582,,,,roly-poly_pudding,DUPLICATE_NO_TRANSLATION
583,,,,steamed_pudding,DUPLICATE_NO_TRANSLATION
584,,,,suet_pudding,DUPLICATE_NO_TRANSLATION
585,,,,tapioca_pudding,DUPLICATE_NO_TRANSLATION
586,,,,vanilla_pudding,DUPLICATE_NO_TRANSLATION
587,,,,prune_whip,DUPLICATE_NO_TRANSLATION
588,,,,water_ice,DUPLICATE_NO_TRANSLATION
589,,,,sorbet,DUPLICATE_NO_TRANSLATION
590,,,,chocolate_ice_cream,DUPLICATE_NO_TRANSLATION
591,,,,neapolitan_ice_cream,DUPLICATE_NO_TRANSLATION
592,,,,peach_ice_cream,DUPLICATE_NO_TRANSLATION
593,,,,strawberry_ice_cream,DUPLICATE_NO_TRANSLATION
594,,,,tutti-frutti,DUPLICATE_NO_TRANSLATION
595,,,,vanilla_ice_cream,DUPLICATE_NO_TRANSLATION
596,,,,banana_split,DUPLICATE_NO_TRANSLATION
597,,,,tipsy_cake,DUPLICATE_NO_TRANSLATION
598,,,,spotted_dick,DUPLICATE_NO_TRANSLATION
599,,,,choc-ice,DUPLICATE_NO_TRANSLATION
601,L03_23,hyponyms - misc,dress,,fini
602,,,,gown,fini
603,,,,caftan,caftan
604,,,,kaftan,kaftan
605,,,,chemise,semizi
606,,,,sack,bɔrɛ
607,,,,shift,ka_yɛlɛma
608,,,,coatdress,dolokiba
609,,,,cocktail_dress,cocktail_dress_ye
610,,,,sheath,bɔgɔdaga
611,,,,dirndl,dirndl_ye
612,,,,jumper,tɛmɛsira
613,,,,pinafore,NO_TRANSLATION
614,,,,pinny,pinɛ
615,,,,kirtle,zipu
616,,,,morning,sɔgɔma
617,,,,evening,su
618,,,,muumuu,DUPLICATE_NO_TRANSLATION
619,,,,polonaise,DUPLICATE_NO_TRANSLATION
620,,,,sari,sari
621,,,,saree,DUPLICATE_sari
622,,,,shirtdress,kamisɔn_fini_don
623,,,,strapless,ni_sirilan_tɛ
624,,,,sundress,tilefɛ_fini
626,L03_24,hyponyms - misc,drum,,dunun
627,,,,tambourine,tamani
628,,,,bass_drum,basi_dunun
629,,,,gran_casa,soba_in_kɔnɔ
630,,,,bongo,bongo
631,,,,bongo_drum,bongo_dunun
632,,,,snare_drum,jaan_dunun
633,,,,snare,jaan
634,,,,side_drum,kɛrɛfɛ_dunun
635,,,,tabor,DUPLICATE_tamani
636,,,,tabour,DUPLICATE_tamani
637,,,,tambour,dunun
638,,,,tenor_drum,tenor_dunun
639,,,,tom-tom,jembe
640,,,,timbrel,NO_TRANSLATION
641,,,,djembe,DUPLICATE_NO_TRANSLATION
642,,,,doumbek,DUPLICATE_NO_TRANSLATION
643,,,,darbuka,DUPLICATE_NO_TRANSLATION
645,L03_25,hyponyms - misc,emotion,,dusukunnataw
646,,,,anger,dimi
647,,,,choler,DUPLICATE_dimi
648,,,,ire,DUPLICATE_dimi
649,,,,anxiety,jɔrɔ
650,,,,conditioned_emotional_response,jaabi_dusukunnataw_ya_kondiyalen
651,,,,cer,NO_TRANSLATION
652,,,,conditioned_emotion,kondilenw_dusukunnataw
653,,,,emotional_state,dusukunnata_taamacogo
654,,,,spirit,ni
655,,,,fear,siran
656,,,,fearfulness,siranya
657,,,,fright,DUPLICATE_siran
658,,,,reverence,bonya
659,,,,awe,waleɲumandɔn
660,,,,veneration,bonyali
661,,,,hate,kɔniya
662,,,,hatred,DUPLICATE_kɔniya
663,,,,joy,nisɔndiya
664,,,,joyousness,DUPLICATE_nisɔndiya
665,,,,joyfulness,DUPLICATE_nisɔndiya
666,,,,love,kanu
667,,,,annoyance,a_tɛ_kelen_ye
668,,,,chafe,ka_mɔgɔw_dimi
669,,,,vexation,jɔrɔnanko
670,,,,bad_temper,dusukunnata_jugu
671,,,,ill_temper,jogo_jugu
672,,,,dander,DUPLICATE_NO_TRANSLATION
673,,,,hackles,hakɛw_bɛ_kɛ
674,,,,fury,dimi_juguya
675,,,,rage,dimi_jugu
676,,,,madness,dibi_don
677,,,,huffiness,kuncɛbaya
678,,,,indignation,DUPLICATE_dimi
679,,,,outrage,ɲígi
680,,,,infuriation,DUPLICATE_dimi_juguya
681,,,,enragement,dimi_donna
682,,,,umbrage,sumayalen
683,,,,offense,jurumu
