,ID,Relation,Source,Target,BM
116,,,,back,kɔ
117,,,,luggage,minɛn
118,,,,pedal,pedali
119,,,,cowling,wulicogo
120,,,,seatbelt,lakana_cɛsirilan
121,,,,high,jamanjan
122,,,,wing,kaman
123,,,,gasoline,gazoli
124,,,,fin,kamani
125,,,,cowl,DUPLICATE_kapo
126,,,,silencer,mumalen
127,,,,gun,marifa
128,,,,compartment,yɔrɔ_la
129,,,,rear,kɔfɛla
130,,,,radiator,radiyatɛri
131,,,,accessory,fɛn_wɛrɛw
132,,,,sunroof,bili_dayelennen
133,,,,roof,bili
134,,,,lights,yeelenw
135,,,,bumper,parasɔkou
136,,,,glove,ganw
137,,,,bag,saki
138,,,,cushion,kunkolodalan
139,,,,backrest,kɔkanna-sigilan
140,,,,accelerator,teliyalan
141,,,,fender,DUPLICATE_kaman
142,,,,third,sabanan
143,,,,throttle,gazi_bɔlen
144,,,,bonnet,kapitɛni
145,,,,air,fiɲɛ
146,,,,gear,witɛsi_dolan
147,,,,muffler,mufɔli
148,,,,mirror,dugalen
149,,,,shock,gosi
150,,,,reverse,ka_yɛlɛma
151,,,,anti-sway_bar,DUPLICATE_NO_TRANSLATION
152,,,,tail_fin,DUPLICATE_NO_TRANSLATION
153,,,,accelerator_pedal,teliyali_pedali
154,,,,car_seat,Mobili_sigilan
155,,,,automobile_horn,mobili_kalaksɔni
156,,,,anti-sway,DUPLICATE_NO_TRANSLATION
157,,,,automobile_engine,mobili_motɛri
158,,,,gasoline_engine,petoroli_motɛri
159,,,,car_door,mobili_da_la
160,,,,shock_absorber,amɔrtisɛri
161,,,,luggage_compartment,bagajiw_bilayɔrɔ
162,,,,glove_compartment,ganw_kɛsu
163,,,,bumper_guard,parasɔkou_kɔlɔsilikɛlan
164,,,,exhaust_system,DUPLICATE_NO_TRANSLATION
165,,,,first_gear,witɛsi_fɔlɔ
166,,,,high_gear,witɛsi_kumaba
167,,,,rear_window,kɔfɛ_finɛtiri
168,,,,sunshine-roof,tilebɔ-yɔrɔ
169,,,,third_gear,witɛsi_sabanan
170,,,,air_bag,DUPLICATE_NO_TRANSLATION
171,,,,doorlock,ka_sɔgɔ
172,,,,petrol_engine,DUPLICATE_petoroli_motɛri
173,,,,automobile_trunk,mobili_bagasi
174,,,,auto_accessory,DUPLICATE_NO_TRANSLATION
175,,,,inlet_manifold,DUPLICATE_NO_TRANSLATION
176,,,,horn_button,kalaksɔni_butɔni
177,,,,running_board,sedalan
178,,,,stabilizer_bar,DUPLICATE_sabatililan
179,,,,motor_horn,kalaksɔni_motɛri
180,,,,exhaust_manifold,DUPLICATE_NO_TRANSLATION
181,,,,exhaust_pipe,DUPLICATE_tiyo
182,,,,radiator_grille,DUPLICATE_NO_TRANSLATION
183,,,,low_gear,witɛsi_dɔgɔmannin
184,,,,flexible_joint,DUPLICATE_NO_TRANSLATION
185,,,,head_restraint,kungolo_dala
186,,,,hood_ornament,DUPLICATE_NO_TRANSLATION
187,,,,exhaust_valve,DUPLICATE_NO_TRANSLATION
188,,,,car_mirror,mobili_filɛlikɛlan
189,,,,gas_pedal,gazi_pedali
190,,,,seat_belt,DUPLICATE_lakana_cɛsirilan
191,,,,reverse_gear,witɛsi_kɔfɛta
192,,,,car_horn,DUPLICATE_mobili_kalaksɔni
193,,,,car_window,mobili_finɛtiri
194,,,,suspension_system,DUPLICATE_NO_TRANSLATION
197,L06_8,meronyms - part,castle,,so_belebele
198,,,,donjon,kasobon_kɔnɔ
199,,,,tower,sankanso
200,,,,turret,torɛti
201,,,,gate,da
202,,,,dungeon,DUPLICATE_donjon
203,,,,moat,fose_dingɛ
204,,,,keep,DUPLICATE_donjon
205,,,,great_hall,soba
207,L06_9,meronyms - part,cat,,jakuma
208,,,,whiskers,wuluwuluw
209,,,,coat,dolokiba
210,,,,paw,sen
211,,,,paws,senw
212,,,,fur,si
213,,,,eyes,ɲɛw
214,,,,back,kɔ
215,,,,claws,bolow
216,,,,tail,kukala
217,,,,teeth,ɲinw
219,L06_10,meronyms - part,chair,,sɛsi
220,,,,seat,sigilan
221,,,,armrest,bolodalan
222,,,,headrest,kungolodilan
223,,,,armrests,DUPLICATE_bolodalan
224,,,,rest,ka_lafiɲɛ
225,,,,pad,pad
226,,,,back,kɔ
227,,,,leg,sen
228,,,,backrest,kɔkanna-sigilan
229,,,,legs,senw
231,L06_11,meronyms - part,church,,egilisi
232,,,,altar,sarakabɔlan
233,,,,choir,dɔnkilidala
234,,,,vestry,NO_TRANSLATION
235,,,,transept,DUPLICATE_NO_TRANSLATION
236,,,,apse,DUPLICATE_NO_TRANSLATION
237,,,,sanctuary,yɔrɔ_senuma
238,,,,rood,sira
239,,,,screen,ekaran
240,,,,bema,DUPLICATE_NO_TRANSLATION
241,,,,nave,DUPLICATE_NO_TRANSLATION
242,,,,tower,sankanso
243,,,,sacristy,DUPLICATE_NO_TRANSLATION
244,,,,corner,seleke
245,,,,chancel,dɔnkilidalakulu
246,,,,amen,amiina
247,,,,chapel,kapeli
248,,,,apsis,DUPLICATE_NO_TRANSLATION
249,,,,side,kɛrɛ
250,,,,narthex,DUPLICATE_NO_TRANSLATION
251,,,,presbytery,DUPLICATE_NO_TRANSLATION
252,,,,side_chapel,kɛrɛfɛ8kapeli
253,,,,lady_chapel,DUPLICATE_NO_TRANSLATION
254,,,,church_tower,eglisi_sankanso
255,,,,rood_screen,DUPLICATE_NO_TRANSLATION
256,,,,amen_corner,amiina_nkɔni
258,L06_12,meronyms - part,comb,,pɛɲi
259,,,,teeth,ɲinw
260,,,,shaft,yiri
261,,,,grip,ka_nɔrɔ
262,,,,tooth,ɲin
263,,,,handle,kala
265,L06_13,meronyms - part,day,,don
266,,,,hour,lɛrɛ
267,,,,forenoon,wulada_fɛ
268,,,,eventide,ko_kɛlen_kɔfɛ
269,,,,nanosecond,nanosekɔndi
270,,,,noonday,tilelafana_fɛ
271,,,,femtosecond,femtosekɔndi
273,,,,minutes,ɲɔgɔnyesɛbɛn
274,,,,microsecond,mikrosekɔndi
276,,,,time,waati
277,,,,midnight,dugutila
278,,,,sec,filanan
279,,,,nighttime,sufɛ_waati
281,,,,morning,sɔgɔma
282,,,,noon,midi
283,,,,evening,su
284,,,,dark,dibi
285,,,,picosecond,pikosekɔndi
286,,,,daytime,tile_fɛ
287,,,,minute,miniti
288,,,,daylight,tile_yeelen
290,,,,high,jamanjan
291,,,,even,hali
292,,,,quarter,kin
293,,,,morn,DUPLICATE_sɔgɔma
294,,,,noontide,midi_waati
295,,,,second,DUPLICATE_filanan
296,,,,afternoon,wula
297,,,,twelve,tannifila
298,,,,millisecond,milisekɔndi_kɔnɔ
299,,,,midday,DUPLICATE_midi
300,,,,midafternoon,tilegan_fɛ
301,,,,attosecond,attosecond
302,,,,night,DUPLICATE_su
303,,,,morning_time,sɔgɔmada_waati
304,,,,high_noon,DUPLICATE_tilegan_fɛ
305,,,,half-hour,lɛrɛ_tilancɛ_kɔnɔ
306,,,,twelve_noon,tilegan_fɛ_tan_ni_fila
307,,,,late-night_hour,sufɛla_waati
308,,,,early-morning_hour,sɔgɔmada_joona_fɛ
309,,,,lights-out,yeelenw_bɛ_faga
310,,,,60_minutes,Sanga_60_kɔnɔ
311,,,,small_hours,lɛrɛ_fitininw
312,,,,30_minutes,Sanga_30_kɔnɔ
313,,,,15_minutes,Sanga_15_kɔnɔ
314,,,,quarter-hour,lɛrɛ_naaninan_kɔnɔ
316,L06_14,meronyms - part,deer,,minan
317,,,,antler,yiribolo
318,,,,antlers,yiribolow
319,,,,withers,kɔkun
320,,,,flag,darapo
321,,,,scut,kukala
323,L06_15,meronyms - part,dollar,,dollar
324,,,,cent,kɛmɛ
326,L06_16,meronyms - part,door,,da
327,,,,hinge,NO_TRANSLATION
328,,,,keyhole,kilisi8dingɛ
329,,,,threshold,dantigɛ
330,,,,doorframe,da_lamini
331,,,,bolt,ka_sɔgɔ
332,,,,deadbolt,DUPLICATE_NO_TRANSLATION
333,,,,doorjamb,da_sɔgɔlen
334,,,,tumbler,wɛɛrɛ
335,,,,doorpost,da_la
336,,,,doorstep,da_senna
337,,,,doorcase,DUPLICATE_da_sɔgɔlen
338,,,,case,buwati
339,,,,lock,DUPLICATE_ka_sɔgɔ
340,,,,casing,anwulopu
341,,,,doorsill,DUPLICATE_da_senna
343,L06_17,meronyms - part,dress,,fini
344,,,,sleeve,gulokiboloda
345,,,,slide,NO_TRANSLATION
346,,,,plastron,DUPLICATE_NO_TRANSLATION
347,,,,zip,zipu
348,,,,zipper,DUPLICATE_zipu
349,,,,fastener,sirilan
350,,,,hemline,kurulen
351,,,,bodice,DUPLICATE_NO_TRANSLATION
352,,,,neckline,DUPLICATE_NO_TRANSLATION
353,,,,waistline,cɛsirilan
354,,,,belt,sentiri
355,,,,slide_fastener,fermeture_à_glissière
356,,,,zip_fastener,zipu_sirilan
358,L06_18,meronyms - part,filename,,fise_tɔgɔ
359,,,,extension,NO_TRANSLATION
360,,,,name,tɔ̀gɔ
362,L06_19,meronyms - part,flower,,fiyeri
363,,,,petal,NO_TRANSLATION
364,,,,leaf,bulu
365,,,,anther,DUPLICATE_NO_TRANSLATION
366,,,,style,DUPLICATE_NO_TRANSLATION
367,,,,perianth,DUPLICATE_NO_TRANSLATION
397,L06_21,meronyms - part,gramm,,garamu
411,L06_22,meronyms - part,guitar,,gitari
421,L06_23,meronyms - part,gun,,marifa
422,,,,trigger,NO_TRANSLATION
423,,,,holder,DUPLICATE_NO_TRANSLATION
424,,,,safety,lakana_kɛla
425,,,,extractor,DUPLICATE_NO_TRANSLATION
464,L06_24,meronyms - part,harbor,,gunkan
465,,,,dock,kurunboli-yɔrɔ
466,,,,facility,yɔrɔ
467,,,,anchorage,ankɔri_kɛli
468,,,,landing,jiginɛ
469,,,,docking,wilili_yɔrɔ
470,,,,dockage,DUPLICATE_kurunboli-yɔrɔ
471,,,,anchorage_ground,ankɔri_yɔrɔ
472,,,,docking_facility,kurunboli_yɔrɔ
473,,,,landing_place,jigin_yɔrɔ
474,,,,landing_stage,jiginyɔrɔ
476,L06_25,meronyms - part,jail,,kasobon
477,,,,cell,soden
478,,,,cellblock,NO_TRANSLATION
479,,,,guard,garidi
480,,,,police,polisi
481,,,,prison_cell,kaso
482,,,,jail_cell,DUPLICATE_kaso
497,L06_27,meronyms - part,litre,,litiri
514,L06_28,meronyms - part,movie,,filimu
515,,,,scene,kɛnɛ
516,,,,subtitles,daɲɛw
517,,,,footage,ja
518,,,,credit,juru
519,,,,episode,episɔdi
520,,,,shot,fotota
521,,,,sequence,dasigi
522,,,,credits,daminɛ
523,,,,caption,minɛni
525,L06_29,meronyms - part,orthography,,sɛbɛnnibolodacogo
526,,,,hyphenation,tikɛyɔrɔ
527,,,,punctuation,taamasiyɛnw_jiracogo
528,,,,punctuation_mark,taamasiyɛn
529,,,,word_division,daɲɛw_tila-tila
530,,,,spelling,sɛbɛnnikɛcogo
532,L06_30,meronyms - part,piano,,piyano
533,,,,keyboard,klaviyeti
534,,,,clavier,DUPLICATE_klaviyeti
535,,,,loud,kɔsɛbɛ
536,,,,hammer,marto
537,,,,sounding,mankan_bɔli
538,,,,pedal,pedali
539,,,,sustaining,sabatili
540,,,,soft,magan
541,,,,fingerboard,bolokɔnincininw
542,,,,soundboard,mankanbɔlan
543,,,,action,wale
544,,,,board,tabulo
545,,,,key,kile
546,,,,fallboard,bεnkansεbεn
547,,,,piano_action,piyano_wale
548,,,,action_mechanism,walekɛcogo
549,,,,damper_block,NO_TRANSLATION
550,,,,fall-board,bin-bɔlɔn
551,,,,sounding_board,DUPLICATE_mankanbɔlan
552,,,,sustaining_pedal,pedali_min_bɛ_sabati
553,,,,loud_pedal,pedali_mankanba
554,,,,piano_damper,piano_amɔritisɛri
555,,,,piano_keyboard,piyano_klaviyeti
556,,,,sound_hole,mankan_dingɛ
557,,,,soft_pedal,pedali_nɔgɔlen
559,L06_31,meronyms - part,pie,,tarti
560,,,,crust,kurukuruw
561,,,,cheese,foromazi
562,,,,filling,ka_fasa
563,,,,fruit,yiriden
564,,,,apple,pɔmu
565,,,,berries,DUPLICATE_fruit
566,,,,glazing,glasi
567,,,,pastry,patisri
568,,,,icing,galasi_bɔcogo
591,L06_34,meronyms - part,radio,,arajo
592,,,,receiver,sɔrɔbaga
593,,,,tuner,tunɛri
594,,,,radio,arajo_la
595,,,,demodulator,NO_TRANSLATION
596,,,,transmitter,cikan_cibaga
597,,,,detector,detektɛri_ye
598,,,,receiving,sɔrɔli
599,,,,set,ka_kɛ
600,,,,amplifier,fangadilan
601,,,,wireless,san_fili
602,,,,radio_transmitter,arajo_laselikɛlan
603,,,,receiving_set,jaabiw_labɛncogo
604,,,,radio_receiver,arajo_minɛbaga
605,,,,radio_set,arajoso
607,L06_35,meronyms - part,railcar,,mɔbili
608,,,,suspension,NO_TRANSLATION
609,,,,cushion,cusin
610,,,,shock,gosi
611,,,,shock_absorber,amɔrtisɛri
612,,,,suspension_system,DUPLICATE_NO_TRANSLATION
614,L06_36,meronyms - part,seafront,,kɔgɔjida_la
615,,,,harbor,kurunboli_yɔrɔ
616,,,,seaport,kɔgɔjida_la
617,,,,dock,kurunboli-yɔrɔ
618,,,,haven,dogoyɔrɔ
619,,,,anchorage,ankɔri_kɛli
620,,,,landing,jiginɛ
621,,,,harbour,gunkan
622,,,,dockage,DUPLICATE_kurunboli-yɔrɔ
623,,,,anchorage_ground,ankɔri_yɔrɔ
624,,,,docking_facility,DUPLICATE_kurunboli_yɔrɔ
625,,,,landing_place,jigin_yɔrɔ
626,,,,landing_stage,jiginyɔrɔ
628,L06_37,meronyms - part,shilling,,shilling
629,,,,pence,wari
631,L06_38,meronyms - part,shirt,,duloki
632,,,,button,butɔn
633,,,,dickie,NO_TRANSLATION
634,,,,collar,kannakɔnɔ
635,,,,dickey,DUPLICATE_NO_TRANSLATION
636,,,,sleeve,gulokiboloda
637,,,,buttons,butɔni_minnu_bɛ_yen
638,,,,dicky,DUPLICATE_NO_TRANSLATION
639,,,,pocket,bɔrɔ_kɔnɔ
640,,,,shirttail,kamisɔn-kɔnɔ
641,,,,shirtsleeve,kamisɔn_bololanɛgɛ
642,,,,shirtfront,kamisɔn_ɲɛfɛ
643,,,,shirt_button,kamisɔn_butɔni
650,L06_40,meronyms - part,staircase,,yɛlɛnyɛlɛnnan
651,,,,step,pa
658,L06_41,meronyms - part,sword,,npan
659,,,,blade,murukisɛ
660,,,,forte,fɔrɔlen
661,,,,hilt,minɛyɔrɔ
662,,,,peak,kùncɛ
663,,,,foible,fɛgɛnman
664,,,,point,bìɲɛ
665,,,,pommel,pommel_ye
666,,,,haft,murukala
667,,,,tip,laadilikan
668,,,,knob,NO_TRANSLATION
669,,,,helve,hɛlve
670,,,,knife_edge,muru_dawolo
671,,,,cutting_edge,tigɛ-tigɛ-yɔrɔ
673,L06_42,meronyms - part,table,,tabali
674,,,,tabletop,tabali_kan
675,,,,tableware,tabali_minɛnw
676,,,,leg,sen
677,,,,legs,tiɲɛ
679,L06_43,meronyms - part,teapot,,te-minɛn
680,,,,spout,dawolo
681,,,,handle,kala
682,,,,knob,butɔn
683,,,,lid,datugulan
684,,,,body,farikolo
685,,,,belly,kɔnɔna
686,,,,base,dugumala
687,,,,filter,filitri
688,,,,tea_filter,te_filitri
690,L06_44,meronyms - part,telephone,,telefɔni
691,,,,receiver,sɔrɔbaga
692,,,,mouthpiece,dawolo
693,,,,dial,kadiri
694,,,,wire,filijuru
695,,,,screen,ekaran
696,,,,display,ka_yira
697,,,,telephone_receiver,telefɔni_sɔrɔbaga
699,L06_45,meronyms - part,tonne,,ton
700,,,,kilogram,kilogaramu
707,,,,kilo,kilo
712,,,,gramme,garamu
733,L06_46,meronyms - part,torso,,disiyafan
734,,,,chest,disi
735,,,,arse,dugumalan
736,,,,shoulder,kamakun
737,,,,bum,kɔfɛla
738,,,,midriff,"cɛmancɛ,cɛkisɛ"
739,,,,groin,woroju
740,,,,deltoid,kamakun_fasa
741,,,,diaphragm,NO_TRANSLATION
742,,,,lat,DUPLICATE_NO_TRANSLATION
743,,,,pectoralis,disi-fasaw
744,,,,behind,kɔfɛ
745,,,,gluteus,jukun
746,,,,middle,cɛmancɛ
747,,,,stomach,kɔnɔbara
748,,,,teres,DUPLICATE_NO_TRANSLATION
749,,,,thorax,galakaw
750,,,,tush,kɔ
751,,,,ab,ab
752,,,,rump,kɔkun
753,,,,breastbone,disi_camancɛ_kolo
754,,,,buns,bobara
755,,,,gladiolus,DUPLICATE_NO_TRANSLATION
756,,,,haunch,cɛkisɛ
757,,,,backside,DUPLICATE_kɔfɛla
758,,,,buttocks,DUPLICATE_bobara
759,,,,serratus,kamankɔrɔla_fasa
760,,,,pectoral,disi_fasa
761,,,,stern,DUPLICATE_kɔfɛla
762,,,,navel,barakun
763,,,,paunch,furu
764,,,,seat,DUPLICATE_kɔkun
765,,,,mediastinum,DUPLICATE_NO_TRANSLATION
766,,,,ass,DUPLICATE_bobara
767,,,,axilla,kamankorola
768,,,,back,DUPLICATE_kɔ
769,,,,belly,DUPLICATE_kɔnɔbara
770,,,,bottom,DUPLICATE_bobara
771,,,,omphalos,barajuru
772,,,,fundament,jusigilan
773,,,,acromion,kamakun_tuguda
774,,,,derriere,DUPLICATE_kɔfɛla
775,,,,hindgut,nugu_fitini
776,,,,gut,nugu
777,,,,gallbladder,nguna-nguna
778,,,,saddle,DUPLICATE_NO_TRANSLATION
779,,,,cheek,dafuruku
780,,,,waist,DUPLICATE_cɛkisɛ
781,,,,butt,DUPLICATE_bobara
782,,,,bowel,DUPLICATE_nugu
783,,,,keister,DUPLICATE_NO_TRANSLATION
784,,,,bellybutton,DUPLICATE_barakun
785,,,,pectus,DUPLICATE_disi-fasaw
786,,,,prat,DUPLICATE_NO_TRANSLATION
787,,,,loins,oroɲon_so
788,,,,abdominal,kɔnɔbara_la
789,,,,rear,DUPLICATE_kɔfɛla
790,,,,dorsum,DUPLICATE_kɔ
791,,,,posterior,DUPLICATE_kɔfɛla
792,,,,venter,kɔnɔ
793,,,,small,fitinin
794,,,,abdomen,DUPLICATE_kɔnɔbara
795,,,,umbilicus,DUPLICATE__barakun
796,,,,armpit,DUPLICATE_kamankorola
797,,,,waistline,DUPLICATE_cɛkisɛ
798,,,,sternum,DUPLICATE_NO_TRANSLATION
799,,,,scapula,kaman_kolo
800,,,,glute,DUPLICATE_jukun
801,,,,manubrium,DUPLICATE_NO_TRANSLATION
802,,,,fanny,DUPLICATE_bobara
803,,,,side,kɛrɛ
804,,,,midsection,farikolo_camacɛ
805,,,,pecs,DUPLICATE_disi-fasaw
806,,,,hip,DUPLICATE_cɛkisɛ
807,,,,buttock,DUPLICATE_bobara
808,,,,intestine,DUPLICATE_nugu
809,,,,breast,sin
810,,,,can,ka_se
811,,,,tail,kukala
812,,,,hindquarters,kɔkanna-yɔrɔw
813,,,,xiphoid_process,DUPLICATE_NO_TRANSLATION
814,,,,thoracic_vertebra,kɔkolo_kolotuguda
815,,,,abdominal_wall,kɔnɔbara_fasa
816,,,,musculus_deltoideus,DUPLICATE_kamakun_fasa
817,,,,abdominal_cavity,kɔnɔbara_kɔnɔnan
818,,,,arteria_circumflexa_scapulae,joli_siraw
819,,,,arteria_glutes,bobara_joli_siraw
820,,,,arteria_axillaris,kamankɔrɔ_joli_siraw
821,,,,axillary_fossa,DUPLICATE_NO_TRANSLATION
822,,,,arteria_colica,DUPLICATE_joli_siraw
823,,,,articulatio_humeri,DUPLICATE_NO_TRANSLATION
824,,,,shoulder_joint,kamankun_kolotuguda
825,,,,gall_bladder,DUPLICATE_gallbladder
827,,,,arteria_circumflexa_humeri,DUPLICATE_joli_siraw
828,,,,serratus_muscles,DUPLICATE_kamankɔrɔla_fasa
829,,,,axillary_artery,kamankɔrɔla_joli_siraw
830,,,,gluteus_muscle,bobara_fasa
831,,,,love_handle,kɔnɔ_furu
832,,,,latissimus_dorsi,kɔ_fasa
833,,,,pectoral_muscle,DUPLICATE_disi_fasa
834,,,,tooshie,DUPLICATE_NO_TRANSLATION
835,,,,abdominal_muscle,DUPLICATE_kɔnɔbara_fasa
836,,,,circumflex_humeral_artery,bolo_joli_siraw
837,,,,abdominal_aorta,kɔnɔbara_basigilen
838,,,,vena_thoracica,galaka_jolisiraw
839,,,,musculus_pectoralis,DUPLICATE_disi-fasaw
840,,,,hypochondrium,DUPLICATE_NO_TRANSLATION
841,,,,area_of_cardiac_dullness,dusukun_tantanni_yɔrɔ
842,,,,glenoid_cavity,DUPLICATE_NO_TRANSLATION
843,,,,rib_cage,galaka
871,L06_47,meronyms - part,tripod,,NO_TRANSLATION
872,,,,leg,sen
873,,,,stand,sɛmɛjiri
875,L06_48,meronyms - part,typewriter,,sɛbɛnnikɛlan
876,,,,keyboard,klaviyeti
877,,,,typewriter,sɛbɛnnikɛlan
878,,,,carriage,wotoro
879,,,,tab,NO_TRANSLATION
880,,,,ribbon,bandi
881,,,,shift,ka_yɛlɛma
882,,,,backspace,kɔkanna_yɔrɔ
883,,,,action,wale
884,,,,key,butɔn
885,,,,typewriter_carriage,sɛbɛnnikɛlan_wotoro
886,,,,backspace_key,kɔkanna_yɔrɔ_kilisi
887,,,,action_mechanism,walekɛcogo
888,,,,typewriter_keyboard,DUPLICATE_sɛbɛnnikɛlan
889,,,,shift_key,sekini_tusi
890,,,,space_bar,DUPLICATE_NO_TRANSLATION
891,,,,tab_key,DUPLICATE_NO_TRANSLATION
892,,,,typewriter_ribbon,DUPLICATE_NO_TRANSLATION
893,,,,backspacer,DUPLICATE_NO_TRANSLATION
895,L06_49,meronyms - part,window,,finɛtiri
896,,,,pane,finɛtiri
897,,,,sash,sentiri
898,,,,windowpane,DUPLICATE_finɛtiri
899,,,,window,finɛtiri_la
900,,,,fastener,sirinen
901,,,,glass,wɛɛrɛ
902,,,,frame,Lamini
903,,,,case,Jati
904,,,,windowsill,finɛtiri_dawolo
905,,,,mullion,mullion_ye
906,,,,jamb,da
907,,,,lock,ka_bloki_kɛ
908,,,,casing,anwulopu
909,,,,sash_lock,sash_lock_ye
910,,,,window_glass,finɛtiri_gilasi
911,,,,sash_fastener,cɛsirilan_sirilan
912,,,,pane_of_glass,DUPLICATE_wɛɛrɛ
913,,,,window_lock,finɛtiriw_datugulan
914,,,,window_sash,finɛtiri_ka_karamɔgɔya
915,,,,window_frame,finɛtiri_karamɔgɔ
917,L06_50,meronyms - part,womb,,denso_kɔnɔ
918,,,,cervix,kɔnɔbara_basigilen
919,,,,caul,kapitɛni
920,,,,placenta,denso_kɔnɔ
921,,,,oviduct,DUPLICATE_kɔnɔbara_basigilen
922,,,,veil,ka_kurunboli
923,,,,myometrium,NO_TRANSLATION
924,,,,endometrium,DUPLICATE_kɔnɔbara_basigilen
925,,,,uterine_artery,denso_joli_sira
926,,,,embryonic_membrane,DUPLICATE_kɔnɔbara_basigilen
927,,,,uterine_cervix,DUPLICATE_kɔnɔbara_basigilen
928,,,,uterine_cavity,denso_kɔnɔna_na
929,,,,fallopian_tube,DUPLICATE_NO_TRANSLATION
930,,,,uterine_tube,DUPLICATE_NO_TRANSLATION
931,,,,cervix_uteri,DUPLICATE_kɔnɔbara_basigilen
932,,,,arteria_uterina,DUPLICATE_denso_joli_sira
