,ID,Relation,Source,Target,DE
337,,,,doorcase,Türfutter
338,,,,case,DUPLICATE_Türfutter
339,,,,lock,Schloss
340,,,,casing,Türzarge
341,,,,doorsill,Türschwelle
342,,,,,Türband
343,L06_17,meronyms - part,dress,,Kleid
344,,,,sleeve,Ärmel
345,,,,slide,DUPLICATE_Reissverschluss
346,,,,plastron,Plastron
347,,,,zip,Zip
348,,,,zipper,Zipper
349,,,,fastener,Verschluss
350,,,,hemline,Saum
351,,,,bodice,Mieder
352,,,,neckline,Ausschnitt
353,,,,waistline,Taille
354,,,,belt,Gürtel
355,,,,slide_fastener,Reissverschluss
356,,,,zip_fastener,Zippverschluss
357,,,,,Stoff
358,L06_18,meronyms - part,filename,,Dateiname
359,,,,extension,Erweiterung
360,,,,name,Name
362,L06_19,meronyms - part,flower,,Blume
363,,,,petal,Blütenblatt
364,,,,leaf,Blatt
365,,,,anther,Staubbeutel
366,,,,style,Griffel
367,,,,perianth,Perianth
368,,,,placenta,Plazenta
369,,,,stamen,Stamen
370,,,,pistil,Stempel
371,,,,ovary,Fruchtknoten
372,,,,corolla,Corolla
373,,,,carpel,Fruchtblatt
374,,,,envelope,Kelch
375,,,,sepal,Sepalum
376,,,,calyx,Calyx
377,,,,stigma,Narbe
378,,,,chlamys,Blütenhülle
379,,,,petals,Blütenblätter
380,,,,corona,Krone
381,,,,perigonium,Perigon
382,,,,perigone,DUPLICATE_Perigon
383,,,,flower_petal,Blumenblatt
384,,,,floral_leaf,DUPLICATE_Blumenblatt
385,,,,floral_envelope,DUPLICATE_Blütenhülle
386,,,,gynostegium,Gynostegium
388,,,,,"Staubgefäß,Kelchblatt"
389,L06_20,meronyms - part,gigabit,,Gigabit
390,,,,megabit,Megabit
391,,,,kbit,KBit
392,,,,kb,KB
393,,,,kilobit,Kilobit
394,,,,mb,MB
395,,,,mbit,MBit
397,L06_21,meronyms - part,gramm,,Gramm
398,,,,milligram,Milligramm
399,,,,mg,mg
400,,,,grain,Gran
401,,,,mcg,µg
402,,,,carat,Karat
403,,,,microgram,Mikrogramm
404,,,,ng,ng
405,,,,dg,dg
406,,,,decigram,Dezigramm
407,,,,nanogram,Nanogramm
408,,,,metric_grain,Grän
409,,,,obolus,Obolus
411,L06_22,meronyms - part,guitar,,Gitarre
412,,,,string,Saite
413,,,,deck,Deck
414,,,,pegs,DUPLICATE_Wirbel
415,,,,fret,Bund
416,,,,strings,Saiten
417,,,,frets,Bünde
418,,,,peg,Wirbel
419,,,,fingerboard,Griffbrett
420,,,,,"Steg,Sattel"
421,L06_23,meronyms - part,gun,,Pistole
422,,,,trigger,Abzug
423,,,,holder,Halter
424,,,,safety,Sicherung
425,,,,extractor,Auszieher
426,,,,clip,Streifen
427,,,,magazine,Magazin
428,,,,barrel,Lauf
429,,,,hammer,Hahn
430,,,,viewfinder,Visier
431,,,,gunsight,Zielfernrohr
432,,,,stock,Schaft
433,,,,cartridge,Patrone
434,,,,remover,Auswerfer
435,,,,chamber,Patronenlager
436,,,,ejector,DUPLICATE_Auswerfer
437,,,,cock,DUPLICATE_Hahn
438,,,,catch,Riegel
439,,,,finder,Suchfernrohr
440,,,,mechanism,Mechanismus
441,,,,gunstock,Gewehrkolben
442,,,,lock,Schloss
443,,,,action,Lademechanismus
444,,,,muzzle,Mündung
445,,,,key,Bolzen
446,,,,gunlock,Gewehrschloss
447,,,,cartridge_holder,Patronenhalter
448,,,,gun_muzzle,Gewehrmündung
449,,,,gun-sight,DUPLICATE_Visier
450,,,,action_mechanism,Auslösemechanismus
451,,,,gun_chamber,DUPLICATE_Patronenlager
452,,,,gun_trigger,Gewehrabzug
453,,,,firing_mechanism,Abschussvorrichtung
454,,,,safety_lock,Sicherungshebel
455,,,,cartridge_extractor,Patronenauszieher
456,,,,firing_chamber,Patronenkammer
457,,,,cartridge_ejector,Patronenauswerfer
458,,,,view_finder,Sucher
459,,,,cartridge_clip,Ladestreifen
460,,,,gun_barrel,Gewehrlauf
461,,,,safety_catch,Sicherungsflügel
462,,,,cartridge_remover,DUPLICATE_Patronenauszieher
463,,,,,"Trommel,Verschluss,Rahmen,Gehäuse"
464,L06_24,meronyms - part,harbor,,Hafen
465,,,,dock,Dock
466,,,,facility,Anlage
467,,,,anchorage,Ankerplatz
468,,,,landing,Anlegestelle
469,,,,docking,DUPLICATE_Dock
470,,,,dockage,Kaigebühr
471,,,,anchorage_ground,Ankergrund
472,,,,docking_facility,Dockanlage
473,,,,landing_place,Landungsplatz
474,,,,landing_stage,Landungsbrücke
476,L06_25,meronyms - part,jail,,Gefängnis
477,,,,cell,Zelle
478,,,,cellblock,Zellenblock
479,,,,guard,Wache
480,,,,police,Polizei
481,,,,prison_cell,Gefängniszelle
482,,,,jail_cell,DUPLICATE_Gefängniszelle
483,,,,,Insassen
484,L06_26,meronyms - part,jewellery,,Schmuck
485,,,,bead,Kügelchen
486,,,,stone,Stein
487,,,,wire,Draht
488,,,,beads,Perlen
489,,,,gemstone,Edelstein
490,,,,gem,Schmuckstein
491,,,,metal,Metall
492,,,,gold,Gold
493,,,,silver,Silber
494,,,,platina,Platin
495,,,,jewel,Juwel
496,,,,,"Eisen,Bronze"
497,L06_27,meronyms - part,litre,,Liter
498,,,,millilitre,Milliliter
499,,,,cc,ccm
500,,,,ml,ml
501,,,,milliliter,DUPLICATE_Milliliter
502,,,,cl,cl
503,,,,dl,dl
504,,,,deciliter,Deziliter
505,,,,mil,Mil
506,,,,cubic_centimetre,Kubikzentimeter
507,,,,centiliter,Zentiliter
508,,,,decilitre,DUPLICATE_Deziliter
509,,,,cubic_centimeter,DUPLICATE_Kubikzentimeter
510,,,,centilitre,DUPLICATE_Zentiliter
511,,,,cubic_millimeter,Kubikmillimeter
512,,,,cubic_millimetre,DUPLICATE_Kubikmillimeter
513,,,,,"Nanoliter,Mikroliter,Femtoliter,Pikoliter,pl"
514,L06_28,meronyms - part,movie,,Film
515,,,,scene,Szene
516,,,,subtitles,Untertitel
517,,,,footage,Filmmaterial
518,,,,credit,Abspann
519,,,,episode,Fortsetzung
520,,,,shot,Einstellung
521,,,,sequence,Ausschnitt
522,,,,credits,Danksagung
523,,,,caption,Einblendtitel
525,L06_29,meronyms - part,orthography,,Orthographie
526,,,,hyphenation,Worttrennung
527,,,,punctuation,Interpunktion
528,,,,punctuation_mark,Satzzeichen
529,,,,word_division,Silbentrennung
530,,,,spelling,Rechtschreibung
532,L06_30,meronyms - part,piano,,Klavier
533,,,,keyboard,Tasten
534,,,,clavier,Klaviatur
535,,,,loud,forte
536,,,,hammer,Hämmer
537,,,,sounding,Resonanz
538,,,,pedal,Fußpedal
539,,,,sustaining,Haltepedal
540,,,,soft,piano
541,,,,fingerboard,DUPLICATE_Klaviatur
542,,,,soundboard,Klangboden
543,,,,action,Mechanik
544,,,,board,Tastenklappe
545,,,,key,Taste
546,,,,fallboard,Klaviaturklappe
547,,,,piano_action,Klaviermechanik
548,,,,action_mechanism,Tastenmechanismus
549,,,,damper_block,Dämpfer
550,,,,fall-board,DUPLICATE_Klaviaturklappe
551,,,,sounding_board,Schallbrett
552,,,,sustaining_pedal,Korpus
553,,,,loud_pedal,rechtes_Pedal
554,,,,piano_damper,Klavierdämpfer
555,,,,piano_keyboard,Klaviertastatur
556,,,,sound_hole,Schallloch
557,,,,soft_pedal,linkes_Pedal
558,,,,,"Feder,Stößel"
559,L06_31,meronyms - part,pie,,Pastete
560,,,,crust,Kruste
561,,,,cheese,Käse
562,,,,filling,Füllung
563,,,,fruit,Frucht
564,,,,apple,Apfel
565,,,,berries,Beere
566,,,,glazing,Glasur
567,,,,pastry,Teig
568,,,,icing,Pastetenglasur
570,L06_32,meronyms - part,poem,,Gedicht
571,,,,stanza,Strophe
572,,,,canto,Canto
573,,,,prosody,Prosodie
574,,,,rime,Reim
575,,,,line,Zeile
576,,,,rhyme,DUPLICATE_Reim
577,,,,verse,Vers
578,,,,poetic_rhythm,poetischer_Rhythmus
579,,,,rhythmic_pattern,rhythmisches_Muster
580,,,,verse_line,Verszeile
581,,,,line_of_verse,Gedichtzeile
582,,,,line_of_poetry,DUPLICATE_Gedichtzeile
583,,,,,"Pentameter,Hexameter"
584,L06_33,meronyms - part,pub,,Kneipe
585,,,,bar,Bar
586,,,,barroom,Schank
587,,,,taproom,Schankstube
588,,,,saloon,NO_TRANSLATION
589,,,,ginmill,DUPLICATE_NO_TRANSLATION
590,,,,,"Gäste,Getränke"
591,L06_34,meronyms - part,radio,,Radio
592,,,,receiver,Empfänger
593,,,,tuner,Tuner
594,,,,radio,DUPLICATE_Radio
595,,,,demodulator,Demodulator
596,,,,transmitter,Sender
597,,,,detector,Detektorempfänger
598,,,,receiving,empfangen
599,,,,set,Rundfunkempfänger
600,,,,amplifier,Verstärker
601,,,,wireless,drahtlos
602,,,,radio_transmitter,Radiosender
603,,,,receiving_set,Empfangsgerät
604,,,,radio_receiver,Funkempfänger
605,,,,radio_set,Rundfunkapparat
606,,,,,Audioverstärker
607,L06_35,meronyms - part,railcar,,Triebwagen
608,,,,suspension,Aufhängung
609,,,,cushion,Federung
610,,,,shock,DUPLICATE_Stoßdämpfer
611,,,,shock_absorber,Stoßdämpfer
612,,,,suspension_system,Aufhängungsmechanismus
613,,,,,"Räder,Dämpfer"
614,L06_36,meronyms - part,seafront,,Uferzeile
615,,,,harbor,Hafen
616,,,,seaport,Seehafen
617,,,,dock,Dock
618,,,,haven,DUPLICATE_Hafen
619,,,,anchorage,Anlegestelle
620,,,,landing,Anlegeplatz
621,,,,harbour,DUPLICATE_Hafen
622,,,,dockage,Hafengebühr
623,,,,anchorage_ground,Ankerplatz
624,,,,docking_facility,Dockanlage
625,,,,landing_place,Landungsplatz
626,,,,landing_stage,Anlegebrücke
627,,,,,"Trockendock,Schwimmdock"
628,L06_37,meronyms - part,shilling,,Schilling
629,,,,pence,Penny
631,L06_38,meronyms - part,shirt,,Hemd
632,,,,button,Knopf
633,,,,dickie,DUPLICATE_Hemdbrust
634,,,,collar,Kragen
635,,,,dickey,Hemdbrust
636,,,,sleeve,Ärmel
637,,,,buttons,Knöpfe
638,,,,dicky,DUPLICATE_Hemdbrust
639,,,,pocket,Brusttasche
640,,,,shirttail,Hemdzipfel
641,,,,shirtsleeve,Hemdsärmel
642,,,,shirtfront,Hemdeinsatz
643,,,,shirt_button,Hemdknopf
644,,,,,"Hemdsaum,Knopfleiste"
645,L06_39,meronyms - part,sonata,,Sonate
646,,,,movement,Satz
647,,,,psrt,NO_TRANSLATION
649,,,,,Reihenfolge
650,L06_40,meronyms - part,staircase,,Treppenhaus
651,,,,step,Treppenstufe
652,,,,riser,Setzstufe
653,,,,landing,Treppenabsatz
654,,,,tread,DUPLICATE_Treppenabsatz
655,,,,stair,Stufe
656,,,,stairhead,Treppenende
657,,,,,Podest
658,L06_41,meronyms - part,sword,,Schwert
659,,,,blade,Klinge
660,,,,forte,Klingenstärke
661,,,,hilt,Griff
662,,,,peak,DUPLICATE_Schwertspitze
663,,,,foible,Vorderteil
664,,,,point,Schwertspitze
665,,,,pommel,Schwertknauf
666,,,,haft,DUPLICATE_Griff
667,,,,tip,Ort
668,,,,knob,Knauf
669,,,,helve,Heft
670,,,,knife_edge,Messerschneide
671,,,,cutting_edge,Schneide
672,,,,,"Schwertscheide,Fehlschärfe"
673,L06_42,meronyms - part,table,,Tisch
674,,,,tabletop,Tischplatte
675,,,,tableware,Geschirr
676,,,,leg,Tischfuß
677,,,,legs,Tischfüße
679,L06_43,meronyms - part,teapot,,Teekanne
680,,,,spout,Tülle
681,,,,handle,Henkel
682,,,,knob,Griff
683,,,,lid,Deckel
684,,,,body,Kannenkörper
685,,,,belly,Bauch
686,,,,base,Kannenboden
687,,,,filter,Filtereinsatz
688,,,,tea_filter,Teefilter
689,,,,,Ausguss
690,L06_44,meronyms - part,telephone,,Telefon
691,,,,receiver,Hörer
692,,,,mouthpiece,Sprechmuschel
693,,,,dial,Wahlscheibe
694,,,,wire,Kabel
695,,,,screen,Bildschirm
696,,,,display,Anzeige
697,,,,telephone_receiver,Telefonhörer
699,L06_45,meronyms - part,tonne,,Tonne
700,,,,kilogram,Kilogramm
701,,,,mg,mg
702,,,,gm,g
703,,,,hg,hg
704,,,,grain,Gran
705,,,,milligram,Milligramm
706,,,,hundredweight,DUPLICATE_Zentner
707,,,,kilo,Kilo
708,,,,mcg,μg
709,,,,dag,dag
710,,,,carat,Karat
711,,,,microgram,Mikrogramm
712,,,,gramme,DUPLICATE_Gramm
713,,,,quintal,Quintal
714,,,,ng,ng
715,,,,gram,Gramm
716,,,,dg,dg
717,,,,g,DUPLICATE_g
718,,,,kg,kg
719,,,,decigram,Dezigramm
720,,,,nanogram,Nanogramm
721,,,,myriagram,Myriagramm
722,,,,centner,Zentner
723,,,,metric_grain,Maßeinheit_Gran
724,,,,myg,myg
725,,,,dekagram,DUPLICATE_Dekagramm
726,,,,decagram,Dekagramm
727,,,,metric_hundredweight,Maßeinheit_Zentner
728,,,,obolus,Obolus
729,,,,doppelzentner,Doppelzentner
730,,,,hectogram,Hektogramm
731,,,,dkg,DUPLICATE_dag
732,,,,,"Milligramm,Femtogramm,Pikogramm,Nanogramm"
733,L06_46,meronyms - part,torso,,Rumpf
734,,,,chest,Brustkasten
735,,,,arse,Arsch
736,,,,shoulder,Schulter
737,,,,bum,Popo
738,,,,midriff,Zwerchfell
739,,,,groin,Leiste
740,,,,deltoid,DUPLICATE_Deltamuskel
741,,,,diaphragm,Diaphragma
742,,,,lat,Latissimus
743,,,,pectoralis,Brustmuskel
744,,,,behind,DUPLICATE_Allerwertester
745,,,,gluteus,Pobacken
746,,,,middle,Mitte
747,,,,stomach,Magen
748,,,,teres,DUPLICATE_Rundmuskel
749,,,,thorax,Thorax
750,,,,tush,Po
751,,,,ab,Waschbrettbauch
752,,,,rump,Steiß
753,,,,breastbone,Brustbein
754,,,,buns,Hintern
755,,,,gladiolus,Brustbeinkörper
756,,,,haunch,Lende
757,,,,backside,Rückseite
758,,,,buttocks,Gesäß
759,,,,serratus,Sägemuskel
760,,,,pectoral,pektoral
761,,,,stern,DUPLICATE_Brustbein
762,,,,navel,Nabel
763,,,,paunch,Wanst
764,,,,seat,DUPLICATE_Hintern
765,,,,mediastinum,Mediastinum
766,,,,ass,DUPLICATE_Arsch
767,,,,axilla,Achsel
768,,,,back,Rücken
769,,,,belly,Bauch
770,,,,bottom,Sitzfleisch
771,,,,omphalos,NO_TRANSLATION
772,,,,fundament,Anus
773,,,,acromion,Schulterhöhe
774,,,,derriere,Hinterteil
775,,,,hindgut,Enddarm
776,,,,gut,Darm
777,,,,gallbladder,DUPLICATE_Gallenblase
778,,,,saddle,Sattelrücken
779,,,,cheek,Wange
780,,,,waist,Taille
781,,,,butt,vier_Buchstaben
782,,,,bowel,Gedärm
783,,,,keister,Pöter
784,,,,bellybutton,Bauchnabel
785,,,,pectus,DUPLICATE_Brustkorb
786,,,,prat,DUPLICATE_Hintern
787,,,,loins,Lenden
788,,,,abdominal,abdominal
789,,,,rear,Kehrseite
790,,,,dorsum,Dorsum
791,,,,posterior,Allerwertester
792,,,,venter,DUPLICATE_Bauch
793,,,,small,Dünndarm
794,,,,abdomen,Abdomen
795,,,,umbilicus,Umbilikus
796,,,,armpit,Achselhöhle
797,,,,waistline,Gürtellinie
798,,,,sternum,Sternum
799,,,,scapula,Skapula
800,,,,glute,DUPLICATE_Gesäßmuskel
801,,,,manubrium,Handgriff
802,,,,fanny,Popöchen
803,,,,side,Seite
804,,,,midsection,Bauchgegend
805,,,,pecs,DUPLICATE_Brustmuskel
806,,,,hip,Hüfte
807,,,,buttock,DUPLICATE_Gesäß
808,,,,intestine,Intestinum
809,,,,breast,Brust
810,,,,can,DUPLICATE_NO_TRANSLATION
811,,,,tail,Schweif
812,,,,hindquarters,Hinterviertel
813,,,,xiphoid_process,Schwertfortsatz
814,,,,thoracic_vertebra,Thorakalwirbel
815,,,,abdominal_wall,Bauchdecke
816,,,,musculus_deltoideus,Deltoideus
817,,,,abdominal_cavity,Bauchhöhle
818,,,,arteria_circumflexa_scapulae,Arteria_circumflexa_scapulae
819,,,,arteria_glutes,Arteria_glutaea
