,ID,Relation,Source,Target,DE
358,,,,unit,Einheit
359,,,,object,Gegenstand
360,,,,physical_object,physischer_Gegenstand
361,,,,physical_entity,physische_Entität
362,,,,entity,Entität
363,,,,,Haarmode
364,L02_20,hypernyms - misc,hamburger,,Hamburger
365,,,,sandwich,Sandwish
366,,,,snack_food,Snacks
367,,,,dish,Gericht
368,,,,nutriment,DUPLICATE_Nahrung
369,,,,nourishment,Ernährung
370,,,,nutrition,Ernährungsweise
371,,,,sustenance,Verpflegung
372,,,,aliment,DUPLICATE_Nahrung
373,,,,alimentation,DUPLICATE_Ernährung
374,,,,victuals,Viktualien
375,,,,food,Nahrung
376,,,,nutrient,Nährstoff
377,,,,substance,Substanz
378,,,,matter,Materie
379,,,,physical_entity,physische_Entität
380,,,,entity,Entität
381,,,,beef,Rindfleisch
382,,,,boeuf,Boeuf
383,,,,meat,Fleisch
384,,,,solid_food,feste_Nahrung
385,,,,solid,Festkörper
386,,,,,"Burger,Fastfood,Fertiggericht,Schnellgericht"
387,L02_21,hypernyms - misc,jacket,,Jacke
388,,,,clothes,Anziehsachen
389,,,,coat,Mantel
390,,,,overgarment,Oberbekleidung
391,,,,outer_garment,Obergewand
392,,,,garment,Bekleidungsartikel
393,,,,clothing,Kleidung
394,,,,article_of_clothing,Kleidungsartikel
395,,,,vesture,Gewand
396,,,,wear,tragen
397,,,,wearable,tragbar
398,,,,habiliment,Kleidungsstück
399,,,,consumer_goods,Konsumware
400,,,,covering,Bedeckung
401,,,,commodity,Verbrauchsartikel
402,,,,trade_good,Handelsware
403,,,,good,Ware
404,,,,artifact,Artefakt
405,,,,artefact,DUPLICATE_Artefakt
406,,,,unit,Einheit
407,,,,object,Gegenstand
408,,,,physical_object,physischer_Gegenstand
409,,,,physical_entity,physische_Entität
410,,,,entity,Entität
411,,,,,Mode
412,L02_22,hypernyms - misc,jeans,,Jeans
413,,,,trousers,Hosen
414,,,,pants,Beinkleid
415,,,,workwear,Arbeitskleidung
416,,,,garment,Bekleidungsartikel
417,,,,clothing,Kleidung
418,,,,clothes,Anziehsachen
419,,,,article_of_clothing,Kleidungsartikel
420,,,,vesture,Gewand
421,,,,wear,tragen
422,,,,wearable,tragbar
423,,,,habiliment,Kleidungsstück
424,,,,consumer_goods,Konsumware
425,,,,covering,Bedeckung
426,,,,commodity,Verbrauchsartikel
427,,,,trade_good,Handelsware
428,,,,good,Ware
429,,,,artifact,Artefakt
430,,,,artefact,DUPLICATE_Artefakt
431,,,,unit,Einheit
432,,,,object,Gegenstand
433,,,,physical_object,physischer_Gegenstand
434,,,,physical_entity,physische_Entität
435,,,,entity,Entität
436,,,,,Mode
437,L02_23,hypernyms - misc,juicer,,Entsafter
438,,,,utensil,Utensil
439,,,,physical_entity,physische_Entität
440,,,,entity,Entität
441,,,,unit,Einheit
442,,,,object,Gegenstand
443,,,,physical_object,physischer_Gegenstand
444,,,,squeezer,Presse
445,,,,kitchen_utensil,Küchengerät
446,,,,implement,Arbeitsgerät
447,,,,artifact,Artefakt
448,,,,artefact,DUPLICATE_Artefakt
449,,,,,Saftpresse
450,L02_24,hypernyms - misc,lemon,,Zitrone
451,,,,citrus,Zitrus
452,,,,citrus_fruit,Zitrusfrucht
453,,,,citrous_fruit,DUPLICATE_Zitrusfrucht
454,,,,fruit,Obst
455,,,,edible_fruit,essbare_Frucht
456,,,,produce,Erzeugnis
457,,,,green_goods,ökologische_Erzeugnisse
458,,,,green_groceries,ökologische_Lebensmittel
459,,,,garden_truck,NO_TRANSLATION
460,,,,food,Nahrung
461,,,,matter,Materie
462,,,,natural_object,natürlicher_Gegenstand
463,,,,physical_entity,physische_Entität
464,,,,unit,Einheit
465,,,,entity,Entität
466,,,,object,Gegenstand
467,,,,physical_object,physischer_Gegenstand
469,L02_25,hypernyms - misc,lotion,,Lotion
470,,,,toiletry,DUPLICATE_Toilettenartikel
471,,,,toilet_articles,Toilettenartikel
472,,,,artifact,Artefakt
473,,,,artefact,DUPLICATE_Artefakt
474,,,,unit,Einheit
475,,,,object,Gegenstand
476,,,,physical_object,physischer_Gegenstand
477,,,,physical_entity,physische_Entität
478,,,,entity,Entität
479,,,,,Hautpflege
480,L02_26,hypernyms - misc,mascara,,Wimperntusche
481,,,,makeup,Makeup
482,,,,make-up,DUPLICATE_Makeup
483,,,,war_paint,Kriegsbemalung
484,,,,cosmetic,Kosmetik
485,,,,toiletry,DUPLICATE_Toilettenartikel
486,,,,toilet_articles,Toilettenartikel
487,,,,artifact,Artefakt
488,,,,artefact,DUPLICATE_Artefakt
489,,,,unit,Einheit
490,,,,object,Gegenstand
491,,,,physical_object,physischer_Gegenstand
492,,,,physical_entity,physische_Entität
493,,,,entity,Entität
494,,,,,"kosmetisches_Mittel,Schminke,Augenkosmetik"
495,L02_27,hypernyms - misc,necklace,,Halskette
496,,,,jewelry,Schmuck
497,,,,jewellery,DUPLICATE_Schmuck
498,,,,adornment,Verschönerung
499,,,,decoration,Dekoration
500,,,,ornament,Schmuckstück
501,,,,ornamentation,Verzierung
502,,,,artifact,Artefakt
503,,,,artefact,DUPLICATE_Artefakt
504,,,,unit,Einheit
505,,,,object,Gegenstand
506,,,,physical_object,physischer_Gegenstand
507,,,,physical_entity,physische_Entität
508,,,,entity,Entität
509,,,,,"Halsschmuck,Produkt"
510,L02_28,hypernyms - misc,notebook,,Notebook
511,,,,book,Buch
512,,,,volume,Band
513,,,,product,Produkt
514,,,,production,Produktion
515,,,,creation,Erzeugins
516,,,,artifact,Artefakt
517,,,,artefact,DUPLICATE_Artefakt
518,,,,unit,Einheit
519,,,,object,Gegenstand
520,,,,physical_object,physischer_Gegenstand
521,,,,physical_entity,physische_Entität
522,,,,entity,Entität
523,,,,portable_computer,tragbarer_Computer
524,,,,personal_computer,persönlicher_Rechner
525,,,,pc,PC
526,,,,microcomputer,Mikrocomputer
527,,,,digital_computer,digitaler_Computer
528,,,,computer,Computer
529,,,,computing_machine,Rechengerät
530,,,,computing_device,DUPLICATE_Computer
531,,,,data_processor,Datenprozessor
532,,,,electronic_computer,elektronischer_Computer
533,,,,information_processing_system,Informationsverarbeitungssystem
534,,,,machine,Maschine
535,,,,device,Gerät
536,,,,,"batteriebetrieben,Informationstechnologie,Rechner"
537,L02_29,hypernyms - misc,notepad,,Notitzblock
538,,,,pad,Block
539,,,,pad_of_paper,Papierblock
540,,,,tablet,Tablet
541,,,,paper,Papier
542,,,,material,Material
543,,,,stuff,Erzeugnis
544,,,,substance,Substanz
545,,,,matter,Materie
546,,,,part,Teil
547,,,,portion,DUPLICATE_Teil
548,,,,component_part,Bestandteil
549,,,,component,Komponente
550,,,,constituent,DUPLICATE_Bestandteil
551,,,,physical_entity,physische_Entität
552,,,,relation,Relation
553,,,,entity,Entität
554,,,,abstraction,Abstraktion
555,,,,abstract_entity,abstrakte_Entität
556,,,,,"Schreibware,Produkt"
557,L02_30,hypernyms - misc,pastry,,Gebäck
558,,,,food,Nahrung
559,,,,dough,Teig
560,,,,concoction,Machwerk
561,,,,mixture,Mischung
562,,,,intermixture,Gemisch
563,,,,foodstuff,Nahrungsmittel
564,,,,food_product,Lebensmittel
565,,,,nutrient,Nährstoff
566,,,,substance,Substanz
567,,,,matter,Materie
568,,,,physical_entity,physische_Entität
569,,,,entity,Entität
570,,,,baked_goods,Backwaren
571,,,,solid_food,feste_Nahrung
572,,,,solid,fest
573,,,,,"Backwaren,Erzeugnis,Masse,Teigware"
574,L02_31,hypernyms - misc,peach,,Pfirsich
575,,,,fruit,Obst
576,,,,drupe,Steinfrucht
577,,,,stone_fruit,Steinobst
578,,,,edible_fruit,essbare_Frucht
579,,,,produce,Erzeugnis
580,,,,green_goods,ökologische_Erzeugnisse
581,,,,green_groceries,ökologische_Lebensmittel
582,,,,garden_truck,NO_TRANSLATION
583,,,,food,Nahrung
584,,,,matter,Materie
585,,,,natural_object,natürlicher_Gegenstand
586,,,,physical_entity,physische_Entität
587,,,,unit,Einheit
588,,,,entity,Entität
589,,,,object,Gegenstand
590,,,,physical_object,physischer_Gegenstand
591,,,,,Rosengewächs
592,L02_32,hypernyms - misc,perfume,,Parfüm_
593,,,,toiletry,DUPLICATE_Toilettenartikel
594,,,,toilet_articles,Toilettenartikel
595,,,,artifact,Artefakt
596,,,,artefact,DUPLICATE_Artefakt
597,,,,unit,Einheit
598,,,,object,Gegenstand
599,,,,physical_object,physischer_Gegenstand
600,,,,physical_entity,physische_Entität
601,,,,entity,Entität
602,,,,,"Kosmetikartikel,Duftstoff,Riechstoff"
603,L02_33,hypernyms - misc,photo,,Foto
604,,,,picture,Bild
605,,,,image,Abbildung
606,,,,representation,Darstellung
607,,,,creation,Erzeugins
608,,,,artifact,Artefakt
609,,,,artefact,DUPLICATE_Artefakt
610,,,,unit,Einheit
611,,,,object,Gegenstand
612,,,,physical_object,physischer_Gegenstand
613,,,,physical_entity,physische_Entität
614,,,,entity,Entität
615,,,,,Aufnahme
616,L02_34,hypernyms - misc,pie,,Pie
617,,,,pastry,Gebäck
618,,,,baked_goods,Backwaren
619,,,,food,Nahrung
620,,,,solid_food,feste_Nahrung
621,,,,solid,fest
622,,,,matter,Materie
623,,,,physical_entity,physische_Entität
624,,,,entity,Entität
625,,,,indo-european,Indo-Europäisch
626,,,,indo-european_language,Indo-Europäische_Sprache
627,,,,indo-hittite,Indo-Hethitisch
628,,,,natural_language,natürliche_Sprache
629,,,,tongue,DUPLICATE_Sprache
630,,,,language,Sprache
631,,,,linguistic_communication,sprachliche_Kommunikation
632,,,,communication,Kommunikationn
633,,,,abstraction,Abstraktion
634,,,,abstract_entity,abstrakte_Entität
635,,,,,Backware
636,L02_35,hypernyms - misc,plum,,Pflaume
637,,,,fruit,Obst
638,,,,drupe,Steinfrucht
639,,,,stone_fruit,Steinobst
640,,,,edible_fruit,essbare_Frucht
641,,,,produce,Erzeugnis
642,,,,green_goods,ökologische_Erzeugnisse
643,,,,green_groceries,ökologische_Lebensmittel
644,,,,garden_truck,NO_TRANSLATION
645,,,,food,Nahrung
646,,,,matter,Materie
647,,,,natural_object,natürlicher_Gegenstand
648,,,,physical_entity,physische_Entität
649,,,,unit,Einheit
650,,,,entity,Entität
651,,,,object,Gegenstand
652,,,,physical_object,physischer_Gegenstand
653,,,,,Rosengewächs
654,L02_36,hypernyms - misc,postcard,,Postkarte
655,,,,card,Karte
656,,,,correspondence,Schriftverkehr
657,,,,first_class,erste_Klasse
658,,,,1st_class,1_Klasse
659,,,,first-class_mail,erstklassige_Post
660,,,,1st-class_mail,1_klassige_Post
661,,,,written_communication,geschriebene_Kommunikation
662,,,,written_language,geschriebene_Sprache
663,,,,black_and_white,Schwarz-Weiß
664,,,,mail,Post
665,,,,communication,Kommunikation
666,,,,message,Mitteilung
667,,,,abstraction,Abstraktion
668,,,,abstract_entity,abstrakte_Entität
669,,,,entity,Entität
671,L02_37,hypernyms - misc,shelf,,Regal
672,,,,furniture,Möbel
673,,,,support,Stütze
674,,,,piece_of_furniture,Möbelstück
675,,,,article_of_furniture,Einrichtungsgegenstand
676,,,,furnishing,Einrichtung
677,,,,artifact,Artefakt
678,,,,artefact,DUPLICATE_Artefakt
679,,,,unit,Einheit
680,,,,object,Gegenstand
681,,,,physical_object,physischer_Gegenstand
682,,,,physical_entity,physische_Entität
683,,,,entity,Entität
684,,,,,Einrichtungsgegenstand
685,L02_38,hypernyms - misc,shirt,,Hemd
686,,,,clothes,Anziehsachen
687,,,,garment,Bekleidungsartikel
688,,,,clothing,Kleidung
689,,,,article_of_clothing,Kleidungsartikel
690,,,,vesture,Gewand
691,,,,wear,tragen
692,,,,wearable,tragbar
693,,,,habiliment,Kleidungsstück
694,,,,consumer_goods,Konsumware
695,,,,covering,Bedeckung
696,,,,commodity,Verbrauchsartikel
697,,,,trade_good,Handelsware
698,,,,good,Ware
699,,,,artifact,Artefakt
700,,,,artefact,DUPLICATE_Artefakt
701,,,,unit,Einheit
702,,,,object,Gegenstand
703,,,,physical_object,physischer_Gegenstand
704,,,,physical_entity,physische_Entität
705,,,,entity,Entität
706,,,,,"Bekleidungsindustrie,Bekleidung,Oberbekleidung"
707,L02_39,hypernyms - misc,sidewalk,,Gehweg
708,,,,walk,Weg
709,,,,walkway,Fußverkehr
710,,,,paseo,sidewalk
711,,,,path,Pfad
712,,,,way,DUPLICATE_Weg
713,,,,artifact,Artefakt
714,,,,artefact,DUPLICATE_Artefakt
715,,,,unit,Einheit
716,,,,object,Gegenstand
717,,,,physical_object,physischer_Gegenstand
718,,,,physical_entity,physische_Entität
719,,,,entity,Entität
720,,,,,"Verkehr,Verkehrsweg"
721,L02_40,hypernyms - misc,skirt,,Rock
722,,,,clothes,Anziehsachen
723,,,,garment,Bekleidungsartikel
724,,,,clothing,Kleidung
725,,,,article_of_clothing,Kleidungsartikel
726,,,,vesture,Gewand
727,,,,wear,tragen
728,,,,wearable,tragbar
729,,,,habiliment,Kleidungsstück
730,,,,consumer_goods,Konsumware
731,,,,covering,Bedeckung
732,,,,commodity,Verbrauchsartikel
733,,,,trade_good,Handelsware
734,,,,good,Ware
735,,,,artifact,Artefakt
736,,,,artefact,DUPLICATE_Artefakt
737,,,,unit,Einheit
738,,,,object,Gegenstand
739,,,,physical_object,physischer_Gegenstand
740,,,,physical_entity,physische_Entität
741,,,,entity,Entität
742,,,,,"Obergewand,Schneiderwerk"
743,L02_41,hypernyms - misc,sofa,,Sofa
744,,,,furniture,Möbel
745,,,,seat,Sitzmöbel
746,,,,piece_of_furniture,Möbelstück
747,,,,article_of_furniture,Einrichtungsgegenstand
748,,,,furnishing,Einrichtung
749,,,,artifact,Artefakt
750,,,,artefact,DUPLICATE_Artefakt
751,,,,unit,Einheit
752,,,,object,Gegenstand
753,,,,physical_object,physischer_Gegenstand
754,,,,physical_entity,physische_Entität
755,,,,entity,Entität
756,,,,,Produkt
757,L02_42,hypernyms - misc,stapler,,Tacker
758,,,,device,Gerät
759,,,,machine,Maschine
760,,,,artifact,Artefakt
761,,,,artefact,DUPLICATE_Artefakt
762,,,,unit,Einheit
763,,,,object,Gegenstand
764,,,,physical_object,physischer_Gegenstand
765,,,,physical_entity,physische_Entität
766,,,,entity,Entität
767,,,,,Bürobedarfsartikel
768,L02_43,hypernyms - misc,sunscreen,,Sonnencreme
769,,,,cream,Creme
770,,,,lotion,Lotion
771,,,,ointment,Salbe
772,,,,emollient,Weichmacher
773,,,,toiletry,DUPLICATE_Toilettenartikel
774,,,,toilet_articles,Toilettenartikel
775,,,,artifact,Artefakt
776,,,,artefact,DUPLICATE_Artefakt
777,,,,unit,Einheit
778,,,,object,Gegenstand
779,,,,physical_object,physischer_Gegenstand
780,,,,physical_entity,physische_Entität
781,,,,entity,Entität
782,,,,,"Sonnenschutz,Hautpflegeprodukt"
783,L02_44,hypernyms - misc,sweater,,Pullover
784,,,,clothes,Anziehsachen
785,,,,garment,Bekleidungsartikel
786,,,,clothing,Kleidung
787,,,,article_of_clothing,Kleidungsartikel
788,,,,vesture,Gewand
789,,,,wear,tragen
790,,,,wearable,tragbar
791,,,,habiliment,Kleidungsstück
792,,,,consumer_goods,Konsumware
793,,,,covering,Bedeckung
794,,,,commodity,Verbrauchsartikel
795,,,,trade_good,Handelsware
796,,,,good,Ware
797,,,,artifact,Artefakt
798,,,,artefact,DUPLICATE_Artefakt
799,,,,unit,Einheit
800,,,,object,Gegenstand
801,,,,physical_object,physischer_Gegenstand
802,,,,physical_entity,physische_Entität
804,,,,DUPLICATE_Entität,Entität
805,,,,,Oberteil
806,L02_45,hypernyms - misc,toaster,,Toaster
807,,,,appliance,Gerät
808,,,,entity,Entität
809,,,,unit,Einheit
810,,,,object,Gegenstand
811,,,,physical_object,physischer_Gegenstand
812,,,,kitchen_appliance,Küchengerät
813,,,,home_appliance,Haushaltsware
814,,,,household_appliance,Haushaltsgerät
815,,,,durables,Gebrauchsgüter
816,,,,durable_goods,Gebrauchsgegenstand
