,ID,Relation,Source,Target,DE
123,,,,waxlike,wie_Wachs
124,,,,waxy,wachsartig
125,,,,whitened,geweißt
126,,,,,"stumpf,duster,schattig"
127,L09_7,antonyms - gradable,cheap,,billig
128,,,,expensive,teuer
129,,,,big-ticket,DUPLICATE_hochpreisig
130,,,,high-ticket,DUPLICATE_kostspielig
131,,,,costly,kostenintensiv
132,,,,dear,kostspielig
133,,,,high-priced,hochpreisig
134,,,,pricey,ziemlich_teuer
135,,,,pricy,recht_teuer
136,,,,dearly-won,teuer_erkauft
137,,,,overpriced,überteuert
138,,,,valuable,wertvoll
139,,,,,"kostbar,unerschwinglich"
140,L09_8,antonyms - gradable,clean,,sauber
141,,,,dirty,dreckig
142,,,,soiled,schmutzig
143,,,,unclean,verschmutzt
144,,,,augean,total_verdreckt
145,,,,bedraggled,schmuddelig
146,,,,draggled,schlampig
147,,,,befouled,beschmutzt
148,,,,fouled,DUPLICATE_beschmutzt
149,,,,begrimed,DUPLICATE_beschmutzt
150,,,,dingy,schäbig
151,,,,grimy,schmierig
152,,,,grubby,versifft
153,,,,grungy,DUPLICATE_schäbig
154,,,,raunchy,DUPLICATE_dreckig
155,,,,black,schwarz
156,,,,smutty,DUPLICATE_schmutzig
157,,,,buggy,verwanzt
158,,,,cobwebby,voller_Spinnweben
159,,,,dirty-faced,dreckverschmiert
160,,,,feculent,schlammig
161,,,,filthy,verdreckt
162,,,,foul,unrein
163,,,,nasty,eklig
164,,,,flyblown,DUPLICATE_unrein
165,,,,squalid,verwahrlost
166,,,,sordid,heruntergekommen
167,,,,greasy,fettverschmiert
168,,,,oily,ölig
169,,,,lousy,verlaust
170,,,,maculate,befleckt
171,,,,mucky,DUPLICATE_dreckig
172,,,,muddy,matschig
173,,,,ratty,verlottert
174,,,,scummy,DUPLICATE_schmierig
175,,,,smudgy,verschmiert
176,,,,snotty,rotzig
177,,,,snot-nosed,rotznäsig
178,,,,sooty,rußig
179,,,,travel-soiled,NO_TRANSLATION
180,,,,travel-stained,DUPLICATE_NO_TRANSLATION
181,,,,uncleanly,unsauber
182,,,,unswept,nicht_gekehrt
183,,,,unwashed,ungewaschen
184,,,,,"fleckig,klebrig,ungepflegt,verseucht,speckig,staubig,fettig,trübe,unhygienisch"
185,L09_9,antonyms - gradable,clear,,klar
186,,,,vague,wage
187,,,,obscure,obskur
188,,,,unclear,unklar
189,,,,undefined,undefiniert
190,,,,indefinable,unbestimmt
191,,,,undefinable,undefinierbar
193,L09_10,antonyms - gradable,close,,nahe
194,,,,distant,entfernt
195,,,,remote,fern
196,,,,removed,DUPLICATE_entfernt
197,,,,far,weit
198,,,,faraway,entlegen
199,,,,,abgelegen
200,L09_11,antonyms - gradable,colorful,,bunt
201,,,,colorless,farblos
202,,,,colourless,DUPLICATE_farblos
203,,,,dull,dumpf
204,,,,neutral,neutral
205,,,,pale,blass
206,,,,white,weiß
207,,,,bleached,gebleicht
208,,,,faded,verblasst
209,,,,washed-out,ausgewaschen
210,,,,washy,verwaschen
211,,,,drab,glanzlos
212,,,,somber,düster
213,,,,sombre,dunkel
214,,,,dulled,abgestumpft
215,,,,greyed,ergraut
216,,,,etiolate,DUPLICATE_etioliert
217,,,,etiolated,etioliert
218,,,,lurid,grell
219,,,,waxen,wächsern
220,,,,waxlike,wie_Wachs
221,,,,waxy,wachsartig
222,,,,whitened,geweißt
223,,,,,"stumpf,einfärbig"
224,L09_12,antonyms - gradable,common,,häufig
225,,,,rare,rar
226,,,,infrequent,vereinzelt
227,,,,scarce,selten
228,,,,uncommon,ungewöhnlich
229,,,,extraordinary,außergewöhnlich
231,L09_13,antonyms - gradable,competent,,kompetent
232,,,,incompetent,inkompetent
233,,,,unskilled,ungelernt
234,,,,unqualified,unqualifiziert
235,,,,inefficient,ineffizient
236,,,,,"nicht_ausgebildet,ungebildet"
237,L09_14,antonyms - gradable,concerned,,bekümmert
238,,,,unconcerned,unbekümmert
239,,,,blase,gleichgültig
240,,,,blithe,unbeschwert
241,,,,casual,lässig
242,,,,insouciant,DUPLICATE_unbekümmert
243,,,,nonchalant,nonchalant
244,,,,degage,ungezwungen
245,,,,detached,losgelöst
246,,,,uninvolved,unbeteiligt
247,,,,indifferent,desinteressiert
248,,,,careless,sorglos
249,,,,untroubled,ungestört
250,,,,,gelöst
251,L09_15,antonyms - gradable,cooked,,gekocht
252,,,,raw,roh
253,,,,half-baked,halbgar
254,,,,fresh,frisch
255,,,,natural,natürlich
256,,,,underdone,halbroh
257,,,,rare,DUPLICATE_roh
258,,,,uncooked,ungekocht
259,,,,untoasted,ungetoastet
260,,,,,naturbelassen
261,L09_16,antonyms - gradable,dangerous,,gefährlich
262,,,,safe,sicher
263,,,,fail-safe,abgesichert
264,,,,risk-free,risikofrei
265,,,,riskless,gefahrlos
266,,,,unhazardous,unbedenklich
267,,,,safe-and-sound,wohlbehalten
268,,,,unhurt,heil
269,,,,harmless,harmlos
270,,,,invulnerable,unverwundbar
271,,,,secure,geborgen
272,,,,uninjured,unverletzt
274,L09_17,antonyms - gradable,decisive,,entschlossen
275,,,,hesitating,zögernd
276,,,,indecisive,unentschlossen
277,,,,hesitant,zögerlich
278,,,,inconclusive,unschlüssig
279,,,,irresolute,unentschieden
281,L09_18,antonyms - gradable,dry,,trocken
282,,,,wet,nass
283,,,,bedewed,betaut
284,,,,dewy,taufeucht
285,,,,besprent,bespritzt
286,,,,boggy,morastig
287,,,,marshy,moosig
288,,,,miry,kotig
289,,,,mucky,dreckig
290,,,,muddy,schlammig
291,,,,quaggy,schwammig
292,,,,sloppy,DUPLICATE_nass
293,,,,sloughy,DUPLICATE_sumpfig
294,,,,soggy,durchnässt
295,,,,squashy,DUPLICATE_matschig
296,,,,swampy,sumpfig
297,,,,waterlogged,wasserdurchtränkt
298,,,,clammy,klamm
299,,,,dank,feuchtkalt
300,,,,damp,dunstig
301,,,,dampish,etwas_feucht
302,,,,moist,feucht
303,,,,sodden,aufgeweicht
304,,,,soppy,DUPLICATE_durchnässt
305,,,,drippy,tröpfelnd
306,,,,drizzly,nieselnd
307,,,,humid,humid
308,,,,misty,neblig
309,,,,muggy,matschig
310,,,,steamy,beschlagen
311,,,,sticky,schwül
312,,,,reeking,DUPLICATE_dampfend
313,,,,watery,wässrig
314,,,,rheumy,schleimig
315,,,,showery,regnerisch
316,,,,rainy,verregnet
317,,,,steaming,dampfend
318,,,,tacky,klebrig
319,,,,undried,nicht_getrocknet
320,,,,washed,gewaschen
321,,,,,"saftig,flüssig,glitschig,klatschnass"
322,L09_19,antonyms - gradable,energetic,,energetisch
323,,,,lethargic,lethargisch
324,,,,unergetic,energielos
325,,,,dazed,benommen
326,,,,foggy,benebelt
327,,,,groggy,groggy
328,,,,logy,schwerfällig
329,,,,stuporous,stumpfsinnig
330,,,,dreamy,verträumt
331,,,,lackadaisical,lasch
332,,,,languid,matt
333,,,,languorous,träge
334,,,,listless,lustlos
335,,,,inactive,inaktiv
337,L09_20,antonyms - gradable,familiar,,vertraut
338,,,,unfamiliar,unvertraut
339,,,,strange,fremdartig
340,,,,unknown,unbekannt
341,,,,unacquainted,nicht_vertraut
342,,,,foreign,fremd
343,,,,,"ungewohnt,distanziert,neu"
344,L09_21,antonyms - gradable,fat,,dick
345,,,,thin,dünn
346,,,,lean,schlank
347,,,,anorexic,magersüchtig
348,,,,anorectic,anorektisch
349,,,,bony,knochig
350,,,,cadaverous,leichenhaft
351,,,,emaciated,abgemagert
352,,,,gaunt,hager
353,,,,haggard,ausgezehrt
354,,,,pinched,ausgemergelt
355,,,,skeletal,skelettartig
356,,,,wasted,DUPLICATE_abgemagert
357,,,,deep-eyed,DUPLICATE_hohläugig
358,,,,hollow-eyed,hohläugig
359,,,,sunken-eyed,DUPLICATE_hohläugig
360,,,,gangling,schlaksig
361,,,,gangly,hoch_aufgeschossen
362,,,,lanky,lang
363,,,,lank,schmächtig
364,,,,spindly,spindeldürr
365,,,,rawboned,DUPLICATE_hager
366,,,,reedy,DUPLICATE_dünn
367,,,,reedlike,DUPLICATE_dünn
368,,,,twiggy,klapperdürr
369,,,,twiglike,dürr
370,,,,scarecrowish,NO_TRANSLATION
371,,,,scraggy,sehnig
372,,,,boney,knochendürr
373,,,,scrawny,DUPLICATE_dürr
374,,,,skinny,spackig
375,,,,underweight,untergewichtig
376,,,,weedy,DUPLICATE_schmächtig
377,,,,shriveled,hutzelig
378,,,,shrivelled,DUPLICATE_hutzelig
379,,,,shrunken,eingefallen
380,,,,withered,DUPLICATE_dürr
381,,,,wizen,schrumpelig
382,,,,wizened,verschrumpelt
383,,,,slender,schmal
384,,,,slight,leicht
385,,,,slim,DUPLICATE_dünn
386,,,,svelte,grazil
387,,,,slender-waisted,schlanke_Taille
388,,,,slim-waisted,DUPLICATE_schlanke_Taille
389,,,,wasp-waisted,mit_Wespentaille
390,,,,spare,DUPLICATE_schlank
391,,,,trim,adrett
392,,,,spindle-legged,storchbeinig
393,,,,spindle-shanked,dünnbeinig
394,,,,stringy,strähnig
395,,,,wiry,drahtig
396,,,,wisplike,zerbrechlich
397,,,,wispy,zart
398,,,,,"hohlwangig,unterernährt,feingliedrig,gertenschlank,sportlich"
399,L09_22,antonyms - gradable,full,,voll
400,,,,empty,leer
401,,,,bare,nackt
402,,,,stripped,enthüllt
403,,,,blank,blank
404,,,,clean,sauber
405,,,,white,weiß
406,,,,empty-handed,mit_leeren_Händen
407,,,,glassy,glasklar
408,,,,glazed,glasig
409,,,,lifeless,leblos
410,,,,looted,geraubt
411,,,,pillaged,gebrandschatzt
412,,,,plundered,geplündert
413,,,,ransacked,durchwühlt
414,,,,vacant,leerstehend
415,,,,vacuous,DUPLICATE_leer
416,,,,void,DUPLICATE_leer
417,,,,,"inhaltslos,öde,entleert"
418,L09_23,antonyms - gradable,gaseous,,gasförmig
419,,,,solid,fest
420,,,,hard,hart
421,,,,coagulated,geronnen
422,,,,solidified,verfestigt
423,,,,concrete,DUPLICATE_fest
424,,,,congealed,DUPLICATE_geronnen
425,,,,jelled,DUPLICATE_geliert
426,,,,jellied,geliert
427,,,,dry,trocken
428,,,,semisolid,halbfest
429,,,,solid-state,NO_TRANSLATION
430,,,,,"flüssig,stabil,liquide"
431,L09_24,antonyms - gradable,generous,,großzügig
432,,,,stingy,geizig
433,,,,beggarly,lumpig
434,,,,mean,gemein
435,,,,cheap,knauserig
436,,,,chinchy,DUPLICATE_knickerig
437,,,,chintzy,knickerig
438,,,,cheeseparing,DUPLICATE_knauserig
439,,,,close,DUPLICATE_geizig
440,,,,near,NO_TRANSLATION
441,,,,penny-pinching,pfennigfuchsend
442,,,,skinny,mager
443,,,,closefisted,DUPLICATE_geizig
444,,,,hardfisted,hartherzig
445,,,,tightfisted,DUPLICATE_knauserig
446,,,,grudging,missgönnend
447,,,,niggardly,DUPLICATE_geizig
448,,,,scrimy,DUPLICATE_knauserig
449,,,,mingy,mickerig
450,,,,miserly,mickrig
451,,,,tight,knickrig
452,,,,parsimonious,sparsam
453,,,,penurious,karg
454,,,,selfish,selbstsüchtig
455,,,,uncharitable,lieblos
456,,,,ungenerous,kleinlich
457,,,,meanspirited,DUPLICATE_gemein
458,,,,,"knorzig,zach,kniepig,popelig,kleinlich,filzig,berechnend,geldgierig,habsüchtig"
459,L09_25,antonyms - gradable,happy,,glücklich_
460,,,,sad,traurig
461,,,,bittersweet,bittersüß
462,,,,doleful,trübsinnig
463,,,,mournful,schwermütig
464,,,,heavyhearted,bedrückt
465,,,,melancholy,Melancholie
466,,,,melancholic,melancholisch
467,,,,pensive,nachdenklich
468,,,,wistful,wehmütig
469,,,,tragic,tragisch
470,,,,tragical,DUPLICATE_tragisch
471,,,,tragicomic,tragikomisch
472,,,,tragicomical,DUPLICATE_tragikomisch
473,,,,deplorable,bedauernswert
474,,,,distressing,leidvoll
475,,,,lamentable,beklagenswert
476,,,,pitiful,bemitleidenswert
477,,,,sorry,betrübt
478,,,,,"bekümmert,unglückseelig"
479,L09_26,antonyms - gradable,hard,,hart
480,,,,soft,weich
481,,,,mellow,milde
482,,,,brushed,gebürstet
483,,,,fleecy,flauschig
484,,,,napped,aufgeraut
485,,,,cheeselike,käsig
486,,,,compressible,komprimierbar
487,,,,squeezable,zusammendrückbar
488,,,,cottony,baumwollig
489,,,,cushioned,gepolstert
490,,,,cushiony,federnd
491,,,,padded,gefüttert
492,,,,demulcent,lindernd
493,,,,emollient,erweichend
494,,,,salving,DUPLICATE_lindernd
495,,,,softening,weichmachend
496,,,,downy,flaumig
497,,,,downlike,federartig
498,,,,flossy,seidenweich
499,,,,fluffy,kuschelweich
500,,,,flaccid,schlaff
501,,,,flocculent,flockig
502,,,,woolly,wollartig
503,,,,wooly,wollig
504,,,,yielding,nachgiebig
505,,,,mushy,weichlich
506,,,,overstuffed,dick_gepolstert
507,,,,softish,etwas_weich
508,,,,semisoft,halbweich
509,,,,spongy,schwammig
510,,,,squashy,weichgedrückt
511,,,,squishy,matschig
512,,,,spongelike,schwammartig
513,,,,velvet,samtweich
514,,,,velvety,samtig
516,L09_27,antonyms - gradable,hot,,heiß
517,,,,cold,kalt
518,,,,chilly,kühl
519,,,,frosty,frostig
520,,,,cool,frisch
521,,,,frigid,eisig
523,L09_28,antonyms - gradable,interesting,,interessant
524,,,,uninteresting,uninteressant
525,,,,dull,stumpfsinnig
526,,,,boring,langweilig
527,,,,deadening,abstumpfend
528,,,,ho-hum,routinemäßig
529,,,,irksome,verdrießlich
530,,,,slow,schleppend
531,,,,tedious,nervtötend
532,,,,tiresome,ermüdend
533,,,,wearisome,anstrengend
534,,,,insipid,fade
535,,,,jejune,trocken
536,,,,narcotic,einschläfernd
537,,,,soporiferous,schlaffördernd
538,,,,soporific,DUPLICATE_einschläfernd
539,,,,prosaic,nüchtern
540,,,,prosy,proasisch
541,,,,earthbound,DUPLICATE_prosaisch
542,,,,ponderous,schwerfällig
543,,,,putdownable,unspannend
544,,,,unexciting,nicht_aufregend
545,,,,unstimulating,nicht_stimulierend
546,,,,,"geistlos,eintönig"
547,L09_29,antonyms - gradable,introvert,,introvertiert
548,,,,extravert,extravertiert
549,,,,extrovert,extrovertiert
550,,,,outgoing,aufgeschlossen
551,,,,extroverted,DUPLICATE_extrovertiert
552,,,,forthcoming,mitteilsam
553,,,,sociable,kontaktfreudig
554,,,,,gesellig
555,L09_30,antonyms - gradable,large,,groß
556,,,,small,klein
557,,,,little,wenig
558,,,,atomic,winzig_klein
559,,,,subatomic,subatomar
560,,,,bantam,DUPLICATE_winzig
561,,,,diminutive,sehr_klein
562,,,,lilliputian,liliputanisch
563,,,,midget,zwergenhaft
564,,,,petite,zierlich
565,,,,tiny,winzig
566,,,,flyspeck,Fliegenschiss
567,,,,bitty,schmächtig
568,,,,bittie,DUPLICATE_winzig
569,,,,teensy,DUPLICATE_klitzeklein
570,,,,teentsy,DUPLICATE_klitzeklein
571,,,,teeny,DUPLICATE_klitzeklein
572,,,,wee,DUPLICATE_klein
573,,,,weeny,DUPLICATE_winzig
574,,,,weensy,DUPLICATE_winzig
575,,,,teensy-weensy,DUPLICATE_klitzeklein
576,,,,teeny-weeny,DUPLICATE_klitzeklein
577,,,,itty-bitty,DUPLICATE_klitzeklein
578,,,,itsy-bitsy,klitzeklein
579,,,,dinky,mickrig
580,,,,dwarfish,zwergwüchsig
581,,,,elfin,elfenhaft
582,,,,elflike,elfenartig
583,,,,gnomish,gnomenhaft
584,,,,half-size,NO_TRANSLATION
585,,,,infinitesimal,verschwindend
586,,,,minute,ganz_klein
587,,,,lesser,geringer
588,,,,microscopic,mikroskopisch
589,,,,microscopical,DUPLICATE_mikroskopisch
590,,,,micro,Mikro
591,,,,miniature,miniaturhaft
592,,,,minuscule,DUPLICATE_winzig
593,,,,miniscule,DUPLICATE_winzig
594,,,,olive-sized,DUPLICATE_NO_TRANSLATION
595,,,,pocket-size,Taschhenbuchformat
596,,,,pocket-sized,Taschenformat
597,,,,pocketable,zum_Einstecken
598,,,,puny,kümmerlich
599,,,,runty,DUPLICATE_klein
600,,,,shrimpy,DUPLICATE_mickrig
601,,,,slender,schmal
602,,,,slim,schlank
603,,,,smaller,kleiner
604,,,,littler,weniger
605,,,,smallish,eher_klein
606,,,,small-scale,kleinformatig
607,,,,undersize,zu_klein
608,,,,undersized,unterdimensioniert
609,,,,,"mini,kurz_geraten,inferior,kleinwüchsig,knirpsig,kleinwinzig,minimal,kurz,fipsig,nanoskalig,kleinformatig,halbwüchsig,kniehoch,kompakt,überschaubar,knapp"
610,L09_31,antonyms - gradable,long,,lang
611,,,,short,kurz
612,,,,abbreviated,abgekürzt
613,,,,shortened,gekürzt
614,,,,truncated,abgeschnitten
615,,,,brief,DUPLICATE_kurz
616,,,,clipped,gestutzt
617,,,,fleeting,vergänglich
618,,,,fugitive,flüchtig
619,,,,momentaneous,momentan
620,,,,momentary,vorübergehend
621,,,,short_and_sweet,kurz_und_bündig
622,,,,short-dated,kurzlebig
623,,,,short-range,kurzzeitig
624,,,,short-run,befristet
625,,,,short-term,kurzfristig
626,,,,close,dicht
627,,,,curtal,DUPLICATE_gestutzt
628,,,,sawed-off,abgesägt
629,,,,sawn-off,zu_kurz_geraten
630,,,,shortish,etwas_kürzer
631,,,,short-snouted,NO_TRANSLATION
632,,,,snub,stupsnasig
633,,,,stubby,stummelig
634,,,,telescoped,zusammengedrängt
635,,,,truncate,kürzen
636,,,,chunky,grob_geschnitten
637,,,,dumpy,plump
638,,,,low-set,tief_angesetzt
639,,,,squat,kauern
640,,,,squatty,untersetzt
641,,,,stumpy,stämmig
642,,,,compact,kompakt
643,,,,heavyset,korpulent
644,,,,stocky,gedrungen
645,,,,thick,dick
646,,,,thickset,DUPLICATE_stämmig
647,,,,half-length,halblang
648,,,,pint-size,stöpselig
649,,,,pint-sized,winzig
650,,,,runty,klein
651,,,,short-stalked,kurzstielig
652,,,,squab,feist
653,,,,squabby,dicklich
654,,,,,"knirpsig,knapp,gerafft,bündig,zeitweilig,temporär,kurzgefasst,lakonisch,rasch"
655,L09_32,antonyms - gradable,lumpy,,klumpig
656,,,,flat,flach
657,,,,level,gleichmäßig
658,,,,plane,eben
659,,,,even,gerade
661,L09_33,antonyms - gradable,noisy,,laut
662,,,,silent,leise
663,,,,uncommunicative,wortkarg
664,,,,dumb,stumm
665,,,,mute,still
666,,,,inarticulate,unartikuliert
667,,,,unarticulate,undeutlich
669,L09_34,antonyms - gradable,normal,,normal
670,,,,abnormal,abnormal
671,,,,aberrant,anormal
672,,,,deviant,abweichend
673,,,,deviate,ablenken
674,,,,anomalous,unregelmäßig
675,,,,antidromic,gegenläufig
676,,,,atypical,untypisch
677,,,,irregular,irregulär
678,,,,brachydactylic,brachydaktylisch
679,,,,brachydactylous,DUPLICATE_brachydaktylisch
680,,,,defective,defekt
681,,,,freakish,sonderbar
682,,,,kinky,abartig
683,,,,perverted,pervers
684,,,,subnormal,subnormal
685,,,,supernormal,übernatürlich
686,,,,vicarious,stellvertretend
687,,,,unusual,ungewöhnlich
688,,,,exceptional,außergewöhnlich
689,,,,insane,geisteskrank
690,,,,unnatural,unnatürlich
691,,,,,normwidrig
692,L09_35,antonyms - gradable,organized,,organisiert
693,,,,unorganized,unorganisiert
694,,,,unstructured,unstrukturiert
695,,,,uncoordinated,unkoordiniert
696,,,,unformed,formlos
697,,,,unincorporated,nichtinkorporiert
699,L09_36,antonyms - gradable,pale,,blass
700,,,,tanned,gebräunt
701,,,,bronzed,braun_gebrannt
702,,,,suntanned,sonnengebräunt
703,,,,brunet,dunkelhaarig
704,,,,brunette,DUPLICATE_dunkelhaarig
705,,,,,braungebrannt
706,L09_37,antonyms - gradable,rich,,reich
707,,,,poor,arm
708,,,,broke,bankrott
709,,,,bust,pleite
710,,,,skint,abgebrannt
711,,,,stone-broke,völlig_pleite
712,,,,stony-broke,völlig_abgebrannt
713,,,,destitute,mittellos
714,,,,impoverished,verarmt
715,,,,indigent,noteleidend
716,,,,necessitous,bedürftig
717,,,,needy,hilfsbedürftig
718,,,,poverty-stricken,dürftig
719,,,,hard_up,knapp_bei_Kasse
720,,,,impecunious,besitzlos
721,,,,penniless,vermögenslos
722,,,,penurious,karg
723,,,,pinched,verhärmt
724,,,,moneyless,ohne_Geld
725,,,,unprovided,unversorgt
727,L09_38,antonyms - gradable,sane,,zurechnungsfähig
728,,,,crazy,verrückt
729,,,,loony,bekloppt
730,,,,looney,DUPLICATE_bekloppt
731,,,,nutcase,Irrer
732,,,,weirdo,Spinner
733,,,,mad,wahnsinnig
734,,,,insane,geisteskrank
735,,,,,irre
736,L09_39,antonyms - gradable,short,,klein
737,,,,tall,groß
738,,,,gangling,hoch_aufgeschossen
739,,,,gangly,schlacksig
740,,,,lanky,DUPLICATE_schlacksig
741,,,,rangy,langgliedrig
742,,,,height,Körpergröße
743,,,,leggy,langbeinig
744,,,,long-legged,DUPLICATE_langbeinig
745,,,,long-shanked,DUPLICATE_langbeinig
746,,,,tall-growing,hochgewachsen
747,,,,long,lang
748,,,,long-stalked,langstielig
749,,,,tall-stalked,DUPLICATE_langstielig
750,,,,stately,imposant
751,,,,statuesque,statuenhaft
752,,,,tallish,ziemlich_groß
753,,,,,"enorm,kollosal,hünenhaft,gigantisch"
754,L09_40,antonyms - gradable,simple,,einfach
755,,,,difficult,schwierig
756,,,,challenging,herausfordernd
757,,,,hard,schwer
758,,,,complicated,kompliziert
759,,,,demanding,anspruchsvoll
760,,,,daunting,einschüchternd
761,,,,taxing,anstrengend
763,L09_41,antonyms - gradable,sincere,,aufrichtig
764,,,,insincere,unaufrichtig
765,,,,bootlicking,schmeichlerisch
766,,,,fawning,kriecherisch
767,,,,obsequious,unterwürfig
768,,,,sycophantic,speichelleckerisch
769,,,,toadyish,arschkriechend
770,,,,buttery,NO_TRANSLATION
771,,,,fulsome,widerlich
772,,,,oily,aalglatt
773,,,,oleaginous,glatt
774,,,,smarmy,schmierig
775,,,,soapy,speichelleckend
776,,,,unctuous,salbungsvoll
777,,,,dissimulative,heuchlerisch
778,,,,False,falsch
779,,,,feigned,vorgetäuscht
780,,,,gilded,beschönigt
781,,,,meretricious,trügerisch
782,,,,specious,fadenscheinig
783,,,,hypocritical,scheinheilig
784,,,,plausible,DUPLICATE_NO_TRANSLATION
785,,,,counterfeit,gefälscht
786,,,,imitative,nachahmend
787,,,,dishonest,unehrlich
788,,,,dishonorable,ehrlos
789,,,,disingenuous,hinterlistig
790,,,,artful,verschlagen
791,,,,unreal,"arglistig,_unredlich"
793,L09_42,antonyms - gradable,slow,,langsam
794,,,,fast,schnell
795,,,,quick,flott
796,,,,accelerated,beschleunigt
797,,,,alacritous,heiter
798,,,,blistering,glühend
799,,,,hot,heiß
800,,,,red-hot,heißgelaufen
801,,,,double-quick,Laufschritt
802,,,,express,Express
803,,,,fast-breaking,tempogeladen
804,,,,fast-paced,rasant
805,,,,fleet,flink
806,,,,swift,eilig
807,,,,high-speed,hochtourig
808,,,,high-velocity,Hochdruck
809,,,,hurrying,eilend
810,,,,scurrying,hastend
811,,,,immediate,unverzüglich
812,,,,prompt,prompt
813,,,,straightaway,sofort
814,,,,instantaneous,augenblicklich
815,,,,instant,unmittelbar
816,,,,meteoric,kometenhaft
817,,,,speedy,zügig
818,,,,rapid,rapide
819,,,,winged,beschwingt
820,,,,windy,windig
821,,,,,stürmisch
822,L09_43,antonyms - gradable,sweet,,süß
823,,,,sour,sauer
824,,,,acerb,bitter
825,,,,acerbic,herb
826,,,,astringent,ätzend
827,,,,acetose,essigsauer
828,,,,acetous,säuerlich
