,ID,Relation,Source,Target,DE
122,,,,water,Wasser
123,,,,oxygen,Sauerstoff
124,,,,hydrogen,Wasserstof
125,,,,h,H
126,,,,h2o,H20
127,,,,atomic_number_8,Ordnungszahl_8
128,,,,atomic_number_1,Ordnungszahl_1
129,,,,o,O
130,,,,water_ice,Eiswasser
132,L04_23,meronyms - substance,glass,,Glass
133,,,,silicone,Silizium
135,L04_24,meronyms - substance,house,,Haus
136,,,,bricks,Ziegelsteine
137,,,,cement,Zement
138,,,,wood,Holz
139,,,,clay,Ton
141,L04_25,meronyms - substance,ice,,Eis
142,,,,water,Wasser
143,,,,oxygen,Sauerstoff
144,,,,hydrogen,Wasserstoff
145,,,,h2o,H2O
146,,,,atomic_number_1,Ordnungszahl_1
147,,,,atomic_number_8,Ordnungszahl_8
148,,,,h,H
149,,,,o,O
150,,,,,Kristalle
151,L04_26,meronyms - substance,icicle,,Eiszapfen
152,,,,ice,Eis
153,,,,water,Wasser
155,L04_27,meronyms - substance,jam,,Konfitüre
156,,,,fruit,Frucht
157,,,,sugar,Zucker
158,,,,berries,Beeren
160,L04_28,meronyms - substance,jeans,,Jeans
161,,,,fabric,Stoff
162,,,,denim,Denim
164,L04_29,meronyms - substance,lawn,,Rasen
165,,,,grass,Gras
167,L04_30,meronyms - substance,lens,,Linse
168,,,,glass,Glas
169,,,,plastic,Plastik
171,L04_31,meronyms - substance,mirror,,Spiegel
172,,,,glass,Glas
173,,,,bronze,Bronze
175,L04_32,meronyms - substance,money,,Geld
176,,,,paper,Papier
177,,,,metal,Metall
178,,,,silver,Silver
179,,,,gold,Gold
180,,,,iron,Eisen
181,,,,copper,Kupfer
182,,,,tin,Zinn
184,L04_33,meronyms - substance,ocean,,Ozean
185,,,,water,Wasser
187,L04_34,meronyms - substance,omelette,,Omelett
188,,,,eggs,Eier
189,,,,egg,Ei
190,,,,milk,Milch
191,,,,cheese,Käse
193,L04_35,meronyms - substance,pastry,,Gebäck
194,,,,flour,Mehl
195,,,,egg,Ei
196,,,,butter,Butter
197,,,,filling,Füllung
199,L04_36,meronyms - substance,penny,,Penny
200,,,,metal,Metall
201,,,,alloy,Legierung
202,,,,bronze,Bronze
203,,,,nickel,Nickel
204,,,,zinc,Zink
205,,,,copper,Kupfer
206,,,,tin,Zinn
208,L04_37,meronyms - substance,pill,,Pille
209,,,,medicine,Medizin
210,,,,drug,Arzneimittel
212,L04_38,meronyms - substance,plastic,,Plastik
213,,,,polymer,Polymer
214,,,,oil,Öl
215,,,,gas,Gas
216,,,,coal,Kohle
218,L04_39,meronyms - substance,roof,,Dach
219,,,,shingles,Schindeln
220,,,,tiles,Ziegel
221,,,,wood,Holz
222,,,,metal,Metall
224,L04_40,meronyms - substance,sea,,Meer
225,,,,water,Wasser
227,L04_41,meronyms - substance,snow,,Schnee
228,,,,water,Wasser
229,,,,oxygen,Sauerstoff
230,,,,hydrogen,Wasserstoff
231,,,,flake,Flocke
232,,,,ice,Eis
233,,,,snowflake,Schneeflocke
234,,,,snowflakes,Schneeflocken
235,,,,h2o,H2O
236,,,,atomic_number_1,Ordnungszahl_1
237,,,,atomic_number_8,Ordnungszahl_8
238,,,,h,H
239,,,,o,O
241,L04_42,meronyms - substance,spoon,,Löffel
242,,,,aluminium,Aluminium
243,,,,wood,Holz
244,,,,steel,Stahl
246,L04_43,meronyms - substance,steel,,Stahl
247,,,,iron,Eisen
248,,,,pearlite,Perlit
249,,,,carbon,Kohlenstoff
250,,,,cementite,Zementit
251,,,,ferrite,Ferrit
252,,,,iron_carbide,Eisenkarbid
253,,,,fe,Fe
254,,,,atomic_number_26,Ordnungszahl_26
255,,,,alpha_iron,Kamacit
257,L04_44,meronyms - substance,table,,Tisch
258,,,,wood,Holz
259,,,,metal,Metall
260,,,,plastic,Plastik
262,L04_45,meronyms - substance,wall,,Wand
263,,,,cement,Zement
264,,,,bricks,Ziegel
265,,,,stones,Steine
266,,,,rocks,Fels
267,,,,wood,Holz
268,,,,cardboard,Karton
269,,,,board,Pappe
270,,,,plank,Brett
271,,,,clay,Tonerde
272,,,,mud,Lehm
274,L04_46,meronyms - substance,water,,Wasser
275,,,,oxygen,Sauerstoff
276,,,,hydrogen,Wasserstoff
277,,,,water,DUPLICATE_Wasser
278,,,,h2o,H2O
279,,,,atomic_number_1,Ordnungszahl_1
280,,,,atomic_number_8,Ordnungszahl_8
281,,,,h,H
282,,,,o,O
283,,,,,Molekül
284,L04_47,meronyms - substance,wig,,Perücke
285,,,,hair,Haare
287,L04_48,meronyms - substance,wine,,Wein
288,,,,grapes,Weintrauben
289,,,,grape,Weintraube
291,L04_49,meronyms - substance,wire,,Draht
292,,,,metal,Metall
294,L04_50,meronyms - substance,yogurt,,Joghurt
295,,,,milk,Milch
