,ID,Relation,Source,Target,DE
534,,,,beast,Wildtier
535,,,,being,Wesen
536,,,,animal,Tier
537,,,,organism,Organismus
538,,,,fauna,Fauna
539,,,,placental,Plazentatier
540,,,,hominid,Homonide
541,,,,chordate,Chordatier
542,,,,eutherian,Eutheria
543,,,,mammal,Säugetier
544,,,,ape,Affe
545,,,,mammalian,Mammalia
546,,,,animate_being,lebendes_Wesen
547,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
548,,,,placental_mammal,höheres_Säugetier
549,,,,craniate,Schädeltier
550,,,,physical_physical_entity,physische_Entität
551,,,,living_thing,Lebewesen
552,,,,,"Gattung,Menschenaffe"
553,L01_29,hypernyms - animals,jackal,,Schakal
554,,,,canine,hundeartig
555,,,,vertebrate,Wirbeltier
556,,,,creature,Geschöpf
557,,,,beast,Wildtier
558,,,,canid,Canide
559,,,,being,Wesen
560,,,,animal,Tier
561,,,,organism,Organismus
562,,,,fauna,Fauna
563,,,,placental,Plazentatier
564,,,,carnivore,Fleischfresser
565,,,,chordate,Chordatier
566,,,,eutherian,Eutheria
567,,,,mammal,Säugetier
568,,,,mammalian,Mammalia
569,,,,animate_being,lebendes_Wesen
570,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
571,,,,locomote,Fortbewegung
572,,,,placental_mammal,höheres_Säugetier
573,,,,craniate,Schädeltier
574,,,,domesticated_animal,domestiziertes_Tier
575,,,,physical_entity,physische_Entität
576,,,,domestic_animal,Haustier
577,,,,living_thing,Lebewesen
578,,,,,"Wildhund,Raubtier,nachtaktiv"
579,L01_30,hypernyms - animals,jaguar,,Jaguar
580,,,,feline,Katzenartige
581,,,,cat,Katze
582,,,,beast,Wildtier
583,,,,animal,Tier
584,,,,organism,Organismus
585,,,,fauna,Fauna
586,,,,placental,Plazentatier
587,,,,carnivore,Fleischfresser
588,,,,chordate,Chordatier
589,,,,felid,Felidae
590,,,,eutherian,Eutheria
591,,,,mammal,Säugetier
592,,,,mammalian,Mammalia
593,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
594,,,,animate_being,lebendes_Wesen
595,,,,placental_mammal,höheres_Säugetier
596,,,,craniate,Schädeltier
597,,,,big_cat,Großkatze
598,,,,,"Raubtier,Raubkatze"
599,L01_31,hypernyms - animals,leopard,,Leopard
600,,,,feline,Katzenartige
601,,,,cat,Katze
602,,,,beast,Wildtier
603,,,,animal,Tier
604,,,,organism,Organismus
605,,,,fauna,Fauna
606,,,,placental,Plazentatier
607,,,,carnivore,Fleischfresser
608,,,,causal_agent,NO_TRANSLATION
609,,,,chordate,Chordatier
610,,,,felid,felid
611,,,,eutherian,Eutheria
612,,,,mammal,Säugetier
613,,,,mammalian,Mammalia
614,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
615,,,,animate_being,lebendes_Wesen
616,,,,placental_mammal,höheres_Säugetier
617,,,,craniate,Schädeltier
618,,,,big_cat,Großkatze
619,,,,,"Raubtier,Wappentier,Raubkatze"
620,L01_32,hypernyms - animals,lion,,Löwe
621,,,,feline,Katzenartige
622,,,,cat,Katze
623,,,,beast,Wildtier
624,,,,animal,Tier
625,,,,organism,Organismus
626,,,,fauna,Fauna
627,,,,placental,Plazentatier
628,,,,carnivore,Fleischfresser
629,,,,chordate,Chordatier
630,,,,felid,Felidae
631,,,,eutherian,Eutheria
632,,,,mammal,Säugetier
633,,,,mammalian,Mammalia
634,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
635,,,,animate_being,lebendes_Wesen
636,,,,placental_mammal,höheres_Säugetier
637,,,,craniate,Schädeltier
638,,,,big_cat,Großkatze
639,,,,,"Raubtier,Rudeltier"
640,L01_33,hypernyms - animals,mamba,,Mamba
641,,,,snake,Schlange
642,,,,reptile,Reptil
643,,,,elapid,Giftnatter
644,,,,elapid_snake,Giftschlange
645,,,,serpent,Serpentes
646,,,,ophidian,DUPLICATE_Schlange
647,,,,,Schuppenkriechtier
648,L01_34,hypernyms - animals,mouse,,Maus
649,,,,rodent,Nagetier
650,,,,vertebrate,Wirbeltier
651,,,,creature,Geschöpf
652,,,,beast,Wildtier
653,,,,animal,Tier
654,,,,organism,Organismus
655,,,,fauna,Fauna
656,,,,placental,Plazentatier
657,,,,chordate,Chordatier
658,,,,eutherian,Eutheria
659,,,,mammal,Säugetier
660,,,,mammalian,Mammalia
661,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
662,,,,gnawer,Nager
663,,,,animate_being,lebendes_Wesen
664,,,,living_thing,Lebewesen
665,,,,placental_mammal,höheres_Säugetier
666,,,,craniate,Schädeltier
668,,,,,"Alttweltmaus,nachtaktiv"
669,L01_35,hypernyms - animals,orangutan,,Orang-Utan
670,,,,primate,Primat
671,,,,vertebrate,Wirbeltier
672,,,,creature,Geschöpf
673,,,,beast,Wildtier
674,,,,being,Wesen
675,,,,animal,Tier
676,,,,organism,Organismus
677,,,,fauna,Fauna
678,,,,placental,Plazentatier
679,,,,hominid,Homonide
680,,,,chordate,Chordatier
681,,,,eutherian,Eutheria
682,,,,mammal,Säugetier
683,,,,ape,Affe
684,,,,mammalian,Mammalia
685,,,,animate_being,lebendes_Wesen
686,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
687,,,,placental_mammal,höheres_Säugetier
688,,,,craniate,Schädeltier
689,,,,physical_physical_entity,physische_Entität
690,,,,living_thing,Lebewesen
691,,,,,"Menschenaffe,Pflanzenfresser"
692,L01_36,hypernyms - animals,owl,,Eule
693,,,,raptor,Raubvogel
694,,,,bird,Vogel
695,,,,vertebrate,Wirbeltier
696,,,,creature,Geschöpf
697,,,,beast,Wildtier
698,,,,being,Wesen
699,,,,animal,Tier
700,,,,organism,Organismus
701,,,,fauna,Fauna
702,,,,chordate,Chordatier
703,,,,animate_being,lebendes_Wesen
704,,,,craniate,Schädeltier
705,,,,living_thing,Lebewesen
706,,,,raptorial_bird,DUPLICATE_Raubvogel
707,,,,bird_of_prey,Greifvogel
708,,,,,"nachtaktiv,Wappentier"
709,L01_37,hypernyms - animals,pony,,Pony
710,,,,bovid,Rinderartige
711,,,,mammal,Säugetier
712,,,,horse,Pferd
713,,,,vertebrate,Wirbeltier
714,,,,creature,Geschöpf
715,,,,beast,Wildtier
716,,,,animal,Tier
717,,,,organism,Organismus
718,,,,fauna,Fauna
719,,,,placental,Plazentatier
720,,,,eutherian,Eutheria
721,,,,equine,Pferdeartig
722,,,,mammalian,Mammalia
723,,,,equid,Einhufer
724,,,,living_thing,Lebewesen
725,,,,odd-toed_ungulate,Unpaarhufer
726,,,,animate_being,lebendes_Wesen
727,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
728,,,,perissodactyl,Perissodactyla
729,,,,placental_mammal,höheres_Säugetier
730,,,,craniate,Schädeltier
731,,,,hoofed_mammal,Huftier
732,,,,physical_entity,physische_Entität
733,,,,perissodactyl_mammal,DUPLICATE_Perissodactyla
734,,,,equus_caballus,Hauspferd
735,,,,,"domestiziertes_Tier,Pflanzenfresser"
736,L01_38,hypernyms - animals,porcupine,,Stachelschwein
737,,,,rodent,Nagetier
738,,,,vertebrate,Wirbeltier
739,,,,creature,Geschöpf
740,,,,beast,Wildtier
741,,,,animal,Tier
742,,,,organism,Organismus
743,,,,fauna,Fauna
744,,,,placental,Plazentatier
745,,,,chordate,Chordatier
746,,,,eutherian,Eutheria
747,,,,mammal,Säugetier
748,,,,mammalian,Mammalia
749,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
750,,,,gnawer,Nager
751,,,,animate_being,lebendes_Wesen
752,,,,living_thing,Lebewesen
753,,,,placental_mammal,höheres_Säugetier
754,,,,craniate,Schädeltier
755,,,,,"Allesfresser,nachtaktiv"
756,L01_39,hypernyms - animals,quail,,Wachtel
757,,,,fowl,Federvieh
758,,,,bird,Vogel
759,,,,vertebrate,Wirbeltier
760,,,,poultry,Geflügel
761,,,,creature,Geschöpf
762,,,,beast,Wildtier
763,,,,being,Wesen
764,,,,animal,Tier
765,,,,organism,Organismus
766,,,,fauna,Fauna
767,,,,chordate,Chordatier
768,,,,wild_fowl,Wildgeflügel
769,,,,wildfowl,DUPLICATE_Wildgeflügel
770,,,,animate_being,lebendes_Wesen
771,,,,gallinaceous_bird,Hühnervogel
772,,,,craniate,Schädeltier
773,,,,gallinacean,Galliformes
774,,,,living_thing,Lebewesen
775,,,,,"Bodenvögel,Feldhuhn"
776,L01_40,hypernyms - animals,rattlesnake,,Klapperschlange
777,,,,snake,Schlange
778,,,,reptile,Reptil
779,,,,pit_viper,Grubenottter
780,,,,serpent,Serpentes
781,,,,ophidian,DUPLICATE_Schlange
782,,,,,Giftschlange
783,L01_41,hypernyms - animals,squirrel,,Eichhörnchen
784,,,,rodent,Nagetier
785,,,,vertebrate,Wirbeltier
786,,,,creature,Geschöpf
787,,,,beast,Wildtier
788,,,,animal,Tier
789,,,,organism,Organismus
790,,,,fauna,Fauna
791,,,,placental,Plazentatier
792,,,,chordate,Chordatier
793,,,,eutherian,Eutheria
794,,,,mammal,Säugetier
795,,,,mammalian,Mammalia
796,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
797,,,,gnawer,Nager
798,,,,animate_being,lebendes_Wesen
799,,,,living_thing,Lebewesen
800,,,,placental_mammal,höheres_Säugetier
801,,,,craniate,Schädeltier
802,,,,,"Waldbewohner,Hörnchen"
803,L01_42,hypernyms - animals,stegosaurus,,Stegosaurus
804,,,,dinosaur,Dinosaurier
805,,,,reptile,Reptil
806,,,,armored_dinosaur,gepanzerter_Dinosaurier
807,,,,archosaur,Archosauria
808,,,,archosaurian,DUPLICATE_Archosauria
