,ID,Relation,Source,Target,DE
158,,,,fix,DUPLICATE_reparieren
159,,,,fixing,DUPLICATE_reparieren
160,,,,fixture,Reparatur
161,,,,mending,DUPLICATE_Reparatur
162,,,,reparation,Wiedergutmachung
163,,,,patch,Flicken
164,,,,darn,ausbessern
165,,,,darning,Stopfen
166,,,,,"instand_setzen,richten,wiederherstellen"
167,L08_29,synonyms - exact,mesh,,Netz
168,,,,gauze,Gaze
169,,,,netting,Netzgewebe
170,,,,veiling,Verschleierung
171,,,,hairnet,Haarnetz
172,,,,reseau,Gitterplatte
173,,,,net,DUPLICATE_Netz
174,,,,save-all,Stofffänger
175,,,,snood,DUPLICATE_Haarnetz
176,,,,sparker,NO_TRANSLATION
177,,,,tulle,Gittertüll
178,,,,wirework,Verdrahtung
179,,,,grillwork,Gitterwerk
180,,,,,Geflecht
181,L08_30,synonyms - exact,monument,,Denkmal
182,,,,memorial,Gedenkstätte
183,,,,,Mahnmal
184,L08_31,synonyms - exact,mother,,Mutter
185,,,,mom,Mama
186,,,,mommy,DUPLICATE_Mama
187,,,,mum,DUPLICATE_Mama
188,,,,,"Mutti,Mami"
189,L08_32,synonyms - exact,murder,,Mord
190,,,,slaying,Ermordung
191,,,,slay,ermorden
192,,,,execution,Hinrichtung
194,L08_33,synonyms - exact,new,,neu
195,,,,modern,modern
196,,,,recent,aktuell
198,L08_34,synonyms - exact,obsolete,,obsolet
199,,,,outdated,betagt
200,,,,out-of-date,veraltet
201,,,,superannuated,überholt
203,L08_35,synonyms - exact,organized,,organisiert
204,,,,arranged,arrangiert
205,,,,configured,eingerichtet
207,,,,incorporated,aufgenommen
208,,,,re-formed,reformiert
209,,,,reorganized,reorganisiert
210,,,,reorganised,DUPLICATE_reorganisiert
212,L08_36,synonyms - exact,package,,Paket
213,,,,parcel,Päckchen
214,,,,pack,DUPLICATE_Paket
215,,,,packet,DUPLICATE_Paket
216,,,,bundle,DUPLICATE_Paket
218,L08_37,synonyms - exact,phone,,Telefon
219,,,,telephone,DUPLICATE_Telefon
220,,,,cell,Mobiltelefon
221,,,,cellphone,DUPLICATE_Mobiltelefon
222,,,,smartphone,Smartphone
223,,,,,"Handy,Natel"
224,L08_38,synonyms - exact,portion,,Stück
225,,,,part,Teil
226,,,,component_part,Komponente
227,,,,component,DUPLICATE_Komponente
228,,,,constituent,Bestandteil
230,L08_39,synonyms - exact,railway,,Eisenbahn
231,,,,railroad,DUPLICATE_Eisenbahn
232,,,,,Bahn
233,L08_40,synonyms - exact,rational,,rational
234,,,,logical,logisch
235,,,,coherent,zusammenhängend
236,,,,reasonable,vernünftig
237,,,,sane,geistig_gesund
239,L08_41,synonyms - exact,reasonable,,sinnvoll
240,,,,sensible,DUPLICATE_sinnvoll
242,L08_42,synonyms - exact,rock,,Fels
243,,,,stone,Stein
245,L08_43,synonyms - exact,shore,,Ufer
246,,,,coast,Küste
247,,,,strand,Strand
248,,,,bank,DUPLICATE_Ufer
249,,,,beach,DUPLICATE_Strand
251,L08_44,synonyms - exact,snake,,Schlange
252,,,,serpent,DUPLICATE_Schlange
253,,,,ophidian,DUPLICATE_Schlange
255,L08_45,synonyms - exact,sofa,,Sofa
256,,,,couch,Couch
257,,,,lounge,DUPLICATE_Sofa
258,,,,,Kanapee
259,L08_46,synonyms - exact,spouse,,Gatte
260,,,,partner,Ehepartner
261,,,,mate,Gefährte
262,,,,better_half,bessere_Hälfte
264,L08_47,synonyms - exact,style,,Stil
265,,,,manner,Art_und_Weise
266,,,,mode,DUPLICATE_Mode
267,,,,fashion,Mode
268,,,,way,Art
269,,,,,Weise
270,L08_48,synonyms - exact,sweets,,Süßigkeiten
271,,,,confectionery,Süßwaren
272,,,,dessert,Dessert
273,,,,confection,Konfekt
274,,,,,"Süßes,Zuckerwerk"
275,L08_49,synonyms - exact,villain,,Bösewicht
276,,,,scoundrel,Schurke
277,,,,rascal,Gauner
279,L08_50,synonyms - exact,vocabulary,,Vokabular
280,,,,lexicon,Lexikon
281,,,,wordbook,DUPLICATE_Wörterbuch
282,,,,dictionary,Wörterbuch
283,,,,glossary,Glossar
284,,,,,Nachschlagewerk
