,ID,Relation,Source,Target,DE
360,,,,polo-neck,Polokragen
361,,,,neckpiece,Halstuch
363,L03_15,hyponyms - misc,color,,Farbe
364,,,,white,Weiß
365,,,,black,Schwarz
366,,,,blue,Blau
367,,,,green,Grün
368,,,,red,Rot
369,,,,yello,Gelb
370,,,,orange,Orange
371,,,,vermilion,Zinnober
372,,,,amber,Bernsteingelb
373,,,,chartreuse,Hellgrün
374,,,,teal,Petrol
375,,,,violet,Violet
376,,,,magenta,Magenta
377,,,,rose,Rosa
378,,,,azure,Himmelblau
379,,,,cyan,Türkis
380,,,,indigo,Indigoblau
381,,,,purple,Lila
382,,,,brown,Braun
385,L03_16,hyponyms - misc,computer,,Computer
386,,,,laptop,Laptop
387,,,,desktop,Desktop
388,,,,tablet,Tablet
389,,,,smartphone,Smartphone
390,,,,supercomputer,Supercomputer
391,,,,iphone,iPhone
392,,,,ipad,iPad
394,L03_17,hyponyms - misc,container,,Behälter
395,,,,bag,Tasche
396,,,,handbag,Handtasche
397,,,,pocketbook,Brieftasche
398,,,,purse,Geldbörse
399,,,,basket,Korb
400,,,,handbasket,Handkorb
401,,,,bin,Eimer
402,,,,bowl,Schüssel
403,,,,pipe,Rohr
404,,,,box,Box
405,,,,bread-bin,Brotkorb
406,,,,breadbox,Brotbox
407,,,,bunker,Bunker
408,,,,can,Dose
409,,,,tin,Büchse
410,,,,canister,Kanister
411,,,,cannister,DUPLICATE_Kanister
412,,,,capsule,Kapsel
413,,,,cargo,Frachtcontainer
414,,,,case,Kiste
415,,,,display,Auslage
416,,,,showcase,Schaukasten
417,,,,vitrine,Vitrine
418,,,,cassette,Kassette
419,,,,cup,Tasse
420,,,,cylinder,Zylinder
421,,,,dice,Würfelcontainer
422,,,,dish,Schale
423,,,,dispenser,Spender
424,,,,drawer,Schublade
425,,,,dumpster,Müllcontainer
426,,,,empty,Leerflasche
427,,,,envelope,Umschlag
428,,,,glass,Glasscontainer
429,,,,bottle,Flasche
430,,,,mailer,Versandtasche
431,,,,manger,Krippe
432,,,,trough,Trog
433,,,,measure,Maß
434,,,,mold,Gussform
435,,,,mould,DUPLICATE_Gussform
436,,,,cast,Form
437,,,,package,Paket
438,,,,parcel,Päckchen
439,,,,pan,Pfanne
440,,,,pod,Gehäuse
441,,,,pot,Topf
442,,,,flowerpot,Blumentopf
443,,,,flask,Flachmann
444,,,,receptacle,Auffanggefäß
445,,,,reliquary,Reliquienbehältnis
446,,,,saltcellar,Saliera
447,,,,savings,Spareinlagen
448,,,,bank,Bank
449,,,,coin,Münzbeutel
450,,,,money,Geldbeutel
451,,,,scuttle,Kohlenschütte
452,,,,coal,DUPLICATE_Kohlenschütte
453,,,,shaker,Mixbecher
454,,,,spoon,Löffel
455,,,,thimble,Fingerhut
456,,,,vessel,Kessel
457,,,,waste-paper,Papiermüll
458,,,,wastebasket,Abfalleimer
459,,,,waste,Abfall
460,,,,file,Datei
461,,,,workbasket,Handarbeitskorb
462,,,,workbox,Nähkorb
463,,,,workbag,Nähbeutel
464,,,,,"Tüte,Truhe,Urne,Fass,Kübel,Ampulle,Kasten,Schrank,Kiste,Bottich,Karton,Tonne"
465,L03_18,hyponyms - misc,cookware,,Kochgeschirr
466,,,,pot,Topf
467,,,,baster,Bratenspritze
468,,,,chafing,Wärmeplatte
469,,,,dish,Schüssel
470,,,,cooker,Herd
471,,,,sheet,Blech
472,,,,tray,Tablet
473,,,,enamelware,Emailwaren
474,,,,grid,Rost
475,,,,gridiron,Bratrost
476,,,,griddle,Backblech
477,,,,pan,Pfanne
478,,,,poacher,Pochierpfanne
479,,,,skimmer,Schaumkelle
480,,,,steamer,Dampfgarer
481,,,,turner,Pfannenwender
483,L03_19,hyponyms - misc,cup,,Tasse
484,,,,teacup,Teetasse
485,,,,beaker,Trinkbecher
486,,,,chalice,Kelch
487,,,,goblet,Pokal
488,,,,coffee_cup,Kaffeetasse
489,,,,dixie,NO_TRANSLATION
490,,,,paper_cup,Papierbecher
491,,,,grace,Abschiedstrunk
492,,,,kylix,Kylix
493,,,,cylix,DUPLICATE_Kylix
494,,,,mustache_cup,Barttasse
495,,,,moustache_cup,Rasierbecher
496,,,,scyphus,Scyphus
497,,,,grail,Gral
498,,,,,"Bol,Suppentasse"
499,L03_20,hyponyms - misc,cushion,,Kissen
500,,,,pincushion,Nadelkissen
501,,,,pillow,Kopfkissen
503,,,,inflatable,aufblasbares_Kissen
504,,,,gaddi,Gaddi
505,,,,hassock,Kniekissen
506,,,,headrest,Kopfstütze
507,,,,seat,Sitzkissen
509,L03_21,hyponyms - misc,cutlery,,Besteck
510,,,,knife,Messer
511,,,,fork,Gabel
512,,,,spoon,Löffel
513,,,,tablefork,Tischgabel
514,,,,teaspoon,Teelöffel
515,,,,dessert_spoon,Dessertlöffel
516,,,,salad_fork,Salatgabel
517,,,,carving_fork,Tranchiergabel
519,L03_22,hyponyms - misc,dessert,,Desert
520,,,,cake,Kuchen
521,,,,ambrosia,Götterspeise
522,,,,baked_alaska,Überraschungsomelett
523,,,,blancmange,Blancmanger
524,,,,charlotte,Fruchtpudding
525,,,,compote,Kompott
526,,,,fruit_compote,Obstkompott
527,,,,dumpling,Knödel
528,,,,flan,Flan
529,,,,frozen_dessert,gefrorenes_Desert
530,,,,junket,Quarkspeise
531,,,,mold,NO_TRANSLATION
532,,,,mould,DUPLICATE_NO_TRANSLATION
533,,,,mousse,Mousse
534,,,,pavlova,Pavlova
535,,,,peach_melba,Pfirsich_Melba
536,,,,pudding,Pudding
537,,,,pud,DUPLICATE_Pudding
538,,,,syllabub,Creme
539,,,,sillabub,Sillabub
540,,,,tiramisu,Tiramisu
541,,,,whip,aufgeschlagene_Creme
542,,,,zabaglione,Zabaglione
543,,,,sabayon,Sabayon
544,,,,charlotte_russe,Charlotte_Russe
545,,,,apple_dumpling,Apfelknödel
546,,,,frozen_custard,gefrorener_Vanillepudding
547,,,,soft_ice_cream,Softeis
548,,,,frozen_pudding,gefrorener_Pudding
549,,,,frozen_yogurt,Frozen_Yogurt
550,,,,ice-cream_cake,Eiscremetorte
551,,,,icebox_cake,Eistorte
552,,,,ice-cream_cone,Eistüte
553,,,,ice-cream_sundae,Eisbecher
554,,,,sundae,DUPLICATE_Eisbecher
555,,,,ice,Eis
556,,,,frappe,Frappé
557,,,,ice_cream,Eiscreme
558,,,,icecream,Speiseeis
559,,,,ice_lolly,Eislutscher
560,,,,lolly,Lutscher
561,,,,lollipop,Lolli
562,,,,popsicle,DUPLICATE_Eislutscher
563,,,,ice_milk,Milcheis
564,,,,parfait,Parfait
565,,,,sherbert,Brause
566,,,,sherbet,DUPLICATE_Sorbet
567,,,,snowball,Snowball
568,,,,split,Split
569,,,,chocolate_mousse,Schokoladenmousse
570,,,,trifle,Trifle
571,,,,brown_betty,Apfelstreusel
572,,,,chocolate_pudding,Schokoladenpudding
573,,,,duff,Mehlpudding
574,,,,plum_duff,Pflaumenpudding
575,,,,flummery,Flammeri
576,,,,nesselrode,DUPLICATE_Nesselrode_Pudding
577,,,,nesselrode_pudding,Nesselrode_Pudding
578,,,,pease_pudding,Erbsenpüree
579,,,,plum_pudding,DUPLICATE_Pflaumenpudding
580,,,,christmas_pudding,Plumpudding
581,,,,roly-poly,DUPLICATE_Strudel
582,,,,roly-poly_pudding,Strudel
583,,,,steamed_pudding,gedämpfter_Pudding
584,,,,suet_pudding,Nierenfettkuchen
585,,,,tapioca_pudding,Tapiokapudding
586,,,,vanilla_pudding,Vanillepudding
587,,,,prune_whip,Pflaumenmus
588,,,,water_ice,Wassereis
589,,,,sorbet,Sorbet
590,,,,chocolate_ice_cream,Schokoladeneis
592,,,,peach_ice_cream,Pfiersicheis
593,,,,strawberry_ice_cream,Erdbeereis
594,,,,tutti-frutti,Tuttifrutti
595,,,,vanilla_ice_cream,Vanilleeis
596,,,,banana_split,Banannensplit
597,,,,tipsy_cake,DUPLICATE_NO_TRANSLATION
598,,,,spotted_dick,DUPLICATE_NO_TRANSLATION
599,,,,choc-ice,Schokoeis
600,,,,,"Mandeltorte,Apfelstrudel,Kirschstrudel,Germknödel,Marillenknödel,Becherkuchen,Topfencreme,Malakofftorte,Sachertorte,Crêpes,Palatschinken,Soufflé"
601,L03_23,hyponyms - misc,dress,,Kleid
602,,,,gown,Robe
603,,,,caftan,Kaftan
604,,,,kaftan,DUPLICATE_Kaftan
605,,,,chemise,Unterkleid
606,,,,sack,Sackkleid
607,,,,shift,Etuikleid
608,,,,coatdress,Mantelkleid
609,,,,cocktail_dress,Cocktailkleid
610,,,,sheath,Futteralkleid
611,,,,dirndl,Dirndl
612,,,,jumper,Jumperkleid
613,,,,pinafore,Latzkleid
614,,,,pinny,Schürze
615,,,,kirtle,Frauenkleid
616,,,,morning,Morgenkleid
617,,,,evening,Abendkleid
618,,,,muumuu,Muumuu
619,,,,polonaise,Polonaise
620,,,,sari,Sari
621,,,,saree,Saree
622,,,,shirtdress,Hemdblusenkleid
623,,,,strapless,Trägerlos
624,,,,sundress,Sommerkleid
625,,,,,"Ballkleid,Schlauchkleid"
626,L03_24,hyponyms - misc,drum,,Trommel
627,,,,tambourine,Tambourin
628,,,,bass_drum,Basstrommel
629,,,,gran_casa,NO_TRANSLATION
630,,,,bongo,Bongo
631,,,,bongo_drum,Bongotrommel
632,,,,snare_drum,Wirbeltrommel
633,,,,snare,DUPLICATE_Wirbeltrommel
634,,,,side_drum,Schnarrtrommel
635,,,,tabor,Tabor
636,,,,tabour,Einhandtrommel
637,,,,tambour,Tambour
638,,,,tenor_drum,Tenortrommel
639,,,,tom-tom,Tomtom
640,,,,timbrel,Tamburin
641,,,,djembe,Djembe
642,,,,doumbek,Beckentrommel
643,,,,darbuka,Darbuka
644,,,,,"Conga,Stahltrommel"
645,L03_25,hyponyms - misc,emotion,,Emotion
646,,,,anger,Ärger
647,,,,choler,DUPLICATE_Zorn
648,,,,ire,Wut
649,,,,anxiety,Furcht
650,,,,conditioned_emotional_response,konditionierter_emotionale_Reaktion
651,,,,cer,CER
652,,,,conditioned_emotion,konditionierte_Emotion
653,,,,emotional_state,emotionaler_Zustand
654,,,,spirit,Stimmung
655,,,,fear,Angst
656,,,,fearfulness,ängstlich
657,,,,fright,Entsetzen
658,,,,reverence,Ehrerbietung
659,,,,awe,Ehrfurcht
660,,,,veneration,Bewunderung
661,,,,hate,Hass
662,,,,hatred,DUPLICAE_Hass
663,,,,joy,Freude
664,,,,joyousness,Fröhlichkeit
665,,,,joyfulness,Freudigkeit
666,,,,love,Liebe
667,,,,annoyance,Verdruss
668,,,,chafe,aufreibend
669,,,,vexation,Ärgernis
670,,,,bad_temper,schlechte_Laune
671,,,,ill_temper,Übellaunigkeit
672,,,,dander,Zorn
673,,,,hackles,Nackenhaare_aufstellen
674,,,,fury,Raserei
675,,,,rage,Rage
676,,,,madness,Wahn
677,,,,huffiness,Empfindlichkeit
678,,,,indignation,Entrüstung
679,,,,outrage,Empörung
680,,,,infuriation,Verärgerung
681,,,,enragement,Erregung
682,,,,umbrage,Anstoß
683,,,,offense,Beleidigung
684,,,,offence,DUPLICATE_Beleidigung
685,,,,angst,Existenzangst
686,,,,anxiousness,Ängstlichkeit
687,,,,disquiet,unruhig
688,,,,concern,Sorge
689,,,,care,Fürsorglichkeit
690,,,,discomfiture,Unbehagen
691,,,,discomposure,Fassungslosigkeit
692,,,,disconcertion,Befremdetsein
693,,,,disconcertment,Befremdung
694,,,,edginess,DUPLICATE_Nervösität
695,,,,uneasiness,Beklommenheit
696,,,,inquietude,Unruhe
697,,,,disquietude,Bangigkeit
698,,,,insecurity,Unsicherheit
699,,,,jitteriness,Überspanntheit
700,,,,jumpiness,Schreckhaftigkeit
701,,,,nervousness,Nervösität
702,,,,restiveness,störrisches_Verhalten
703,,,,scruple,Skrupel
704,,,,qualm,Bedenken
705,,,,misgiving,Befürchtung
706,,,,sinking,bangen
707,,,,sinking_feeling,bange_ums_Herz
708,,,,worry,Besorgnis
709,,,,trouble,Beunruhigung
710,,,,ecstasy,Ekstase
711,,,,rapture,Verzückung
712,,,,transport,übertragen
713,,,,exaltation,Hochgefühl
714,,,,raptus,Raptus
715,,,,embarrassment,Verlegenheit
716,,,,gratification,Genugtuung
717,,,,satisfaction,Befriedigung
718,,,,happiness,Glück
719,,,,felicity,DUPLICATE_Glückseligkeit
720,,,,state,Zustand
721,,,,unhappiness,Unglücklichkeit
722,,,,alarm,Beängstigung
723,,,,dismay,Bestürzung
724,,,,consternation,DUPLICATE_Fassungslosigkeit
725,,,,apprehension,Vorahnung
726,,,,apprehensiveness,DUPLICATE_Beklommenheit
727,,,,dread,Scheu
728,,,,creeps,Gruseln
729,,,,frisson,Schauer
730,,,,shiver,Frösteln
731,,,,chill,Kälte
732,,,,quiver,Zittern
733,,,,shudder,Schauder
734,,,,thrill,Nervenkitzel
735,,,,tingle,Kribbeln
736,,,,horror,Grauen
737,,,,hysteria,Hysterie
738,,,,intimidation,Einschüchterung
739,,,,panic,Panik
740,,,,terror,Terror
741,,,,affright,Erschrecken
742,,,,scare,Schrecken
743,,,,panic_attack,Panikattacke
744,,,,stage_fright,Lampenfieber
745,,,,timidity,Schüchternheit
746,,,,timidness,DUPLICATE_Schüchternheit
747,,,,timorousness,Furchtsamkeiten
748,,,,abhorrence,Abscheu
749,,,,abomination,Abscheulichkeit
750,,,,detestation,Verabscheuung
751,,,,execration,Verwünschung
752,,,,loathing,Ekel
753,,,,odium,Verachtung
754,,,,despisal,Geringschätzung
755,,,,despising,geringschäzen
756,,,,hostility,Anfeindung
757,,,,enmity,Feindseligkeit
758,,,,ill_will,Böswilligkeit
759,,,,malevolence,Niedertracht
760,,,,malignity,Boshaftigkeit
761,,,,misanthropy,Misanthropie
762,,,,misogamy,Misogamie
763,,,,misogyny,Misogynie
764,,,,misogynism,Frauenfeindlichkeit
765,,,,misology,Misologie
766,,,,misoneism,Misoneismus
767,,,,misopedia,Misopädie
768,,,,murderousness,mörderische_Gedanken
769,,,,elation,Jubelstimmung
770,,,,high_spirits,Ausgelassenheit
771,,,,lightness,Leichtigkeit
772,,,,exhilaration,Heiterkeit
773,,,,excitement,Aufregung
774,,,,exuberance,Überschwang
775,,,,exultation,DUPLICATE_Jubel
776,,,,jubilance,Jubel
777,,,,jubilancy,Entzücken
778,,,,jubilation,Gejohle
779,,,,agape,Agape
780,,,,agape_love,christiliche_Liebe
781,,,,amorousness,Verliebtheit
782,,,,enamoredness,Verlieben
783,,,,ardor,Inbrunst
784,,,,ardour,DUPLICATE_Inbrunst
785,,,,benevolence,Wohlwollen
786,,,,devotion,Hingabe
787,,,,devotedness,Hingebung
788,,,,filial_love,kindliche_Liebe
