,ID,Relation,Source,Target,ES
201,,,,gate,puerta
202,,,,dungeon,mazmorra
203,,,,moat,foso
204,,,,keep,torreón
205,,,,great_hall,salón
207,L06_9,meronyms - part,cat,,gato
208,,,,whiskers,bigote
209,,,,coat,pelaje
210,,,,paw,pata
211,,,,paws,patas
212,,,,fur,pelo
213,,,,eyes,ojos
214,,,,back,espalda
215,,,,claws,garras
216,,,,tail,cola
217,,,,teeth,dientes
219,L06_10,meronyms - part,chair,,silla
220,,,,seat,asiento
221,,,,armrest,reposabrazos
222,,,,headrest,reposacabezas
223,,,,armrests,DUPLICATE_reposabrazos
224,,,,rest,respaldo
225,,,,pad,acolchado
226,,,,back,espalda
227,,,,leg,pata
228,,,,backrest,DUPLICATE_respaldo
229,,,,legs,patas
230,,,,,"larguero,travesaño"
231,L06_11,meronyms - part,church,,iglesia
232,,,,altar,altar
233,,,,choir,coro
234,,,,vestry,vestíbulo
235,,,,transept,transepto
236,,,,apse,ápside
237,,,,sanctuary,santuario
238,,,,rood,cruz
239,,,,screen,DUPLICATE_coro
240,,,,bema,ambón
241,,,,nave,nave
242,,,,tower,torre
243,,,,sacristy,sacristía
244,,,,corner,esquina
245,,,,chancel,campanario
246,,,,amen,amén
247,,,,chapel,capilla
248,,,,apsis,ábside
249,,,,side,lateral
250,,,,narthex,nártex
251,,,,presbytery,presbiterio
252,,,,side_chapel,capilla_lateral
253,,,,lady_chapel,capilla_de_la_dama
254,,,,church_tower,torre_de_la_iglesia
255,,,,rood_screen,coro_alto
256,,,,amen_corner,NO_TRANSLATION
257,,,,,"confesionario,crucero"
258,L06_12,meronyms - part,comb,,cepillo
259,,,,teeth,dientes
260,,,,shaft,cuello
261,,,,grip,agarre
262,,,,tooth,diente
263,,,,handle,mango
265,L06_13,meronyms - part,day,,día
266,,,,hour,hora
267,,,,forenoon,última_hora_de_la_mañana
268,,,,eventide,DUPLICATE_tarde
269,,,,nanosecond,nanosegundo
270,,,,noonday,DUPLICATE_mediodía
271,,,,femtosecond,femtosegundo
272,,,,hr,h
273,,,,minutes,minutos
274,,,,microsecond,microsegundo
275,,,,msec,ms
276,,,,time,tiempo
277,,,,midnight,medianoche
278,,,,sec,seg
279,,,,nighttime,noche
280,,,,min,min
281,,,,morning,mañana
282,,,,noon,mediodía
283,,,,evening,tarde
284,,,,dark,anochecer
285,,,,picosecond,picosegundo
286,,,,daytime,diurno
287,,,,minute,minuto
288,,,,daylight,amanecer
289,,,,s,s
290,,,,high,NO_TRANSLATION
291,,,,even,víspera
292,,,,quarter,cuarto
293,,,,morn,DUPLICATE_mañana
294,,,,noontide,DUPLICATE_mediodía
295,,,,second,segundo
296,,,,afternoon,DUPLICATE_tarde
297,,,,twelve,doce
298,,,,millisecond,milisegundo
299,,,,midday,DUPLICATE_mediodía
300,,,,midafternoon,media_tarde
301,,,,attosecond,attosegundo
302,,,,night,DUPLICATE_noche
303,,,,morning_time,por_la_mañana
304,,,,high_noon,DUPLICATE_mediodía
305,,,,half-hour,media_hora
306,,,,twelve_noon,doce_del_mediodía
307,,,,late-night_hour,entrada_la_noche
308,,,,early-morning_hour,madrugada
309,,,,lights-out,hora_de_dormir
310,,,,60_minutes,60_minutos
311,,,,small_hours,alba
312,,,,30_minutes,30_minutos
313,,,,15_minutes,15_minutos
314,,,,quarter-hour,cuarto_de_hora
315,,,,,"ocaso,vespertino,atardecer,crepúsculo,matutino,media_tarde,media_mañana,primera_hora,última_hora"
316,L06_14,meronyms - part,deer,,ciervo
317,,,,antler,asta
318,,,,antlers,astas
319,,,,withers,cruz
320,,,,flag,NO_TRANSLATION
321,,,,scut,rabo
322,,,,,pezuña
323,L06_15,meronyms - part,dollar,,dolar
324,,,,cent,centavo
326,L06_16,meronyms - part,door,,puerta
327,,,,hinge,bisagra
328,,,,keyhole,ojo_de_cerradura
329,,,,threshold,umbral
330,,,,doorframe,marco
331,,,,bolt,perno
332,,,,deadbolt,cerrojo_simple
333,,,,doorjamb,jamba
334,,,,tumbler,cerrojo_de_cilindro
335,,,,doorpost,larguero
336,,,,doorstep,peldaño
337,,,,doorcase,vano
338,,,,case,DUPLICATE_vano
339,,,,lock,cerrojo
340,,,,casing,DUPLICATE_marco
341,,,,doorsill,travesaño
342,,,,,"escalón,cerradura"
343,L06_17,meronyms - part,dress,,vestido
344,,,,sleeve,manga
345,,,,slide,caída
346,,,,plastron,plastrón
347,,,,zip,zip
348,,,,zipper,cremallera
349,,,,fastener,sujetador
350,,,,hemline,dobladillo
351,,,,bodice,corpiño
352,,,,neckline,escote
353,,,,waistline,cintura
354,,,,belt,cinturón
355,,,,slide_fastener,cierre_deslizante
356,,,,zip_fastener,cierre_de_cremallera
358,L06_18,meronyms - part,filename,,archivo
359,,,,extension,extensión
360,,,,name,nombre
362,L06_19,meronyms - part,flower,,flor
363,,,,petal,pétalo
364,,,,leaf,hoja
365,,,,anther,antera
366,,,,style,estilo
367,,,,perianth,perianto
368,,,,placenta,placenta
369,,,,stamen,estambre
370,,,,pistil,pistilo
371,,,,ovary,ovario
372,,,,corolla,corola
373,,,,carpel,carpelo
374,,,,envelope,envoltura
375,,,,sepal,sépalo
376,,,,calyx,cáliz
377,,,,stigma,estigma
378,,,,chlamys,DUPLICATE_perianto
379,,,,petals,pétalos
380,,,,corona,corona
381,,,,perigonium,perigonium
382,,,,perigone,perigonio
383,,,,flower_petal,pétalo_de_la_flor
384,,,,floral_leaf,hoja_floral
385,,,,floral_envelope,envoltura_floral
386,,,,gynostegium,gynostegium
388,,,,,filamento
389,L06_20,meronyms - part,gigabit,,gigabit
390,,,,megabit,megabit
391,,,,kbit,kbit
392,,,,kb,kb
393,,,,kilobit,kilobit
394,,,,mb,mb
395,,,,mbit,mbit
397,L06_21,meronyms - part,gramm,,gramo
398,,,,milligram,miligramo
399,,,,mg,mg
400,,,,grain,grano
401,,,,mcg,mcg
402,,,,carat,carat
403,,,,microgram,microgramo
404,,,,ng,ng
405,,,,dg,dg
406,,,,decigram,decigramo
407,,,,nanogram,nanogramo
408,,,,metric_grain,grano_métrico
409,,,,obolus,óbolo
410,,,,,centígramo
411,L06_22,meronyms - part,guitar,,guitarra
412,,,,string,cuerda
413,,,,deck,cubierta
414,,,,pegs,clavijas
415,,,,fret,traste
416,,,,strings,cuerdas
417,,,,frets,trastes
418,,,,peg,clavija
419,,,,fingerboard,diapasón
421,L06_23,meronyms - part,gun,,pistola
422,,,,trigger,gatillo
423,,,,holder,soporte
424,,,,safety,seguro
425,,,,extractor,extractor
426,,,,clip,clip
427,,,,magazine,cargador
428,,,,barrel,cañón
429,,,,hammer,martillo
430,,,,viewfinder,visor
431,,,,gunsight,DUPLICATE_visor
432,,,,stock,culata
433,,,,cartridge,cartucho
434,,,,remover,DUPLICATE_extractor
435,,,,chamber,cámara
436,,,,ejector,eyector
437,,,,cock,DUPLICATE_cargador
438,,,,catch,retén
439,,,,finder,DUPLICATE_visor
440,,,,mechanism,mecanismo
441,,,,gunstock,DUPLICATE_culata
442,,,,lock,cerradura
443,,,,action,acción
444,,,,muzzle,boca_del_cañón
445,,,,key,llave
446,,,,gunlock,seguro_de_la_pistola
447,,,,cartridge_holder,soporte_de_cartucho
448,,,,gun_muzzle,cañón_del_arma
449,,,,gun-sight,DUPLICATE_visor
450,,,,action_mechanism,mecanismo_de_acción
451,,,,gun_chamber,cámara_de_pistola
452,,,,gun_trigger,gatillo_de_la_pistola
453,,,,firing_mechanism,mecanismo_de_disparo
454,,,,safety_lock,cierre_de_seguridad
455,,,,cartridge_extractor,extractor_de_cartuchos
456,,,,firing_chamber,cámara_de_disparo
457,,,,cartridge_ejector,expulsor_de_cartucho
458,,,,view_finder,DUPLICATE_visor
459,,,,cartridge_clip,clip_de_cartucho
460,,,,gun_barrel,DUPLICATE_cañón_del_arma
461,,,,safety_catch,DUPLICATE_cierre_de_seguridad
462,,,,cartridge_remover,DUPLICATE_extractor_de_cartuchos
463,,,,,"corredera,empuñadura,tambor,palanca_de_desarme,mira_delantera,corredera,retención_de_corredera,guarda_monte"
464,L06_24,meronyms - part,harbor,,puerto
465,,,,dock,muelle
466,,,,facility,instalación
467,,,,anchorage,anclaje
468,,,,landing,aterrizaje
469,,,,docking,atraque
470,,,,dockage,puesto_de_atraque
471,,,,anchorage_ground,terreno_de_anclaje
472,,,,docking_facility,instalación_de_atraque
473,,,,landing_place,lugar_de_desembarco
474,,,,landing_stage,desembarcadero
476,L06_25,meronyms - part,jail,,cárcel
477,,,,cell,celda
478,,,,cellblock,módulo
479,,,,guard,guardia
480,,,,police,policía
481,,,,prison_cell,celda_carcelaria
482,,,,jail_cell,celda_de_la_cárcel
484,L06_26,meronyms - part,jewellery,,joyería
485,,,,bead,cuenta
486,,,,stone,piedra
487,,,,wire,alambre
488,,,,beads,cuentas
489,,,,gemstone,piedra_preciosa
490,,,,gem,gema
491,,,,metal,metal
492,,,,gold,oro
493,,,,silver,plata
494,,,,platina,platino
495,,,,jewel,joya
496,,,,,"perno,diamante"
497,L06_27,meronyms - part,litre,,litro
498,,,,millilitre,mililitro
499,,,,cc,cc
500,,,,ml,ml
501,,,,milliliter,DUPLICATE_mililitro
502,,,,cl,cl
503,,,,dl,dl
504,,,,deciliter,decilitro
505,,,,mil,DUPLICATE_mililitro
506,,,,cubic_centimetre,centímetro_cúbico
507,,,,centiliter,centilitro
508,,,,decilitre,DUPLICATE_decilitro
509,,,,cubic_centimeter,DUPLICATE_centímetro_cúbico
510,,,,centilitre,DUPLICATE_centilitro
511,,,,cubic_millimeter,milímetro_cúbico
512,,,,cubic_millimetre,DUPLICATE_milímetro_cúbico
513,,,,,"decímetro_cúbico,microlitro,microlitro_cúbico,pulgada_cúbica"
514,L06_28,meronyms - part,movie,,película
515,,,,scene,escena
516,,,,subtitles,subtítulos
517,,,,footage,material_de_archivo
518,,,,credit,crédito
519,,,,episode,episodio
520,,,,shot,plano
521,,,,sequence,secuencia
522,,,,credits,créditos
523,,,,caption,DUPLICATE_subtítulos
524,,,,,plano_secuencia
525,L06_29,meronyms - part,orthography,,ortografía
526,,,,hyphenation,separación_silábica
527,,,,punctuation,puntuación
528,,,,punctuation_mark,signo_de_puntuación
529,,,,word_division,división_entre_palabras
530,,,,spelling,deletreo
532,L06_30,meronyms - part,piano,,piano
533,,,,keyboard,teclado
534,,,,clavier,clavecín
535,,,,loud,fuerte
536,,,,hammer,martillo
537,,,,sounding,sonando
538,,,,pedal,pedal
539,,,,sustaining,sostenido
540,,,,soft,suave
541,,,,fingerboard,diapasón
542,,,,soundboard,caja_de_resonancia
543,,,,action,acción
544,,,,board,tablero
545,,,,key,tecla
546,,,,fallboard,panel
547,,,,piano_action,DUPLICATE_mecanismo_de_percusión
548,,,,action_mechanism,mecanismo_de_percusión
549,,,,damper_block,bloque_amortiguador
550,,,,fall-board,tablero_batiente
551,,,,sounding_board,caja_de_sonido
552,,,,sustaining_pedal,pedal_de_sostenido
553,,,,loud_pedal,pedal_de_silencio
554,,,,piano_damper,amortiguador_de_piano
555,,,,piano_keyboard,teclado_piano
556,,,,sound_hole,orificio_de_sonido
557,,,,soft_pedal,pedal_suave
558,,,,,báscula
559,L06_31,meronyms - part,pie,,tarta
560,,,,crust,masa
561,,,,cheese,queso
562,,,,filling,relleno
563,,,,fruit,fruta
564,,,,apple,manzana
565,,,,berries,bayas
566,,,,glazing,glaseado
567,,,,pastry,pastelería
568,,,,icing,cobertura_de_tartas
570,L06_32,meronyms - part,poem,,poema
571,,,,stanza,estanza
572,,,,canto,canto
573,,,,prosody,prosodia
574,,,,rime,rima
575,,,,line,frase
576,,,,rhyme,DUPLICATE_rima
577,,,,verse,verso
578,,,,poetic_rhythm,rima_poética
579,,,,rhythmic_pattern,patrón_rítmico
580,,,,verse_line,verso_del_poema
581,,,,line_of_verse,frase_versada
582,,,,line_of_poetry,frase_poética
583,,,,,hemistiquio
584,L06_33,meronyms - part,pub,,pub
585,,,,bar,bar
586,,,,barroom,sala_de_bar
587,,,,taproom,sala_de_barriles
588,,,,saloon,salón
589,,,,ginmill,taberna
591,L06_34,meronyms - part,radio,,radio
592,,,,receiver,receptor
593,,,,tuner,sintonizador
594,,,,radio,DUPLICATE_radio
595,,,,demodulator,demodulador
596,,,,transmitter,transmisor
597,,,,detector,detector
598,,,,receiving,DUPLICATE_receptor
599,,,,set,equipo
600,,,,amplifier,amplificador
601,,,,wireless,inalámbrico
602,,,,radio_transmitter,transmisor_de_radio
603,,,,receiving_set,aparato_receptor
604,,,,radio_receiver,receptor_de_radio
605,,,,radio_set,aparato_de_radio
606,,,,,"antena,acoplador"
607,L06_35,meronyms - part,railcar,,vagón
608,,,,suspension,suspensión
609,,,,cushion,amortiguador
610,,,,shock,choque
611,,,,shock_absorber,amortiguador_de_choque
612,,,,suspension_system,sistema_de_suspensión
614,L06_36,meronyms - part,seafront,,paseo_marítimo
615,,,,harbor,puerto
616,,,,seaport,puerto_marítimo
617,,,,dock,muelle
618,,,,haven,DUPLICATE_puerto
619,,,,anchorage,anclaje
620,,,,landing,desembarco
621,,,,harbour,DUPLICATE_puerto
622,,,,dockage,atraque
623,,,,anchorage_ground,terreno_de_anclaje
624,,,,docking_facility,instalación_de_atraque
625,,,,landing_place,lugar_de_desembarco
626,,,,landing_stage,desembarcadero
627,,,,,"ensenada,dársena"
628,L06_37,meronyms - part,shilling,,chelín
629,,,,pence,peniques
631,L06_38,meronyms - part,shirt,,camisa
632,,,,button,botón
633,,,,dickie,cuello_rígido
634,,,,collar,cuello
635,,,,dickey,DUPLICATE_cuello_rígido
636,,,,sleeve,manga
637,,,,buttons,botones
638,,,,dicky,DUPLICATE_cuello_rígido
639,,,,pocket,bolsillo
640,,,,shirttail,cola_de_la_camisa
641,,,,shirtsleeve,manga_de_la_camisa
642,,,,shirtfront,pectoral
643,,,,shirt_button,botón_de_la_camisa
644,,,,,"puño,canesú"
645,L06_39,meronyms - part,sonata,,sonata
646,,,,movement,movimiento
647,,,,psrt,NO_TRANSLATION
649,,,,,allegro
650,L06_40,meronyms - part,staircase,,escalera
651,,,,step,paso
652,,,,riser,contrahuella
653,,,,landing,suelo
654,,,,tread,peldaño
655,,,,stair,escalón
656,,,,stairhead,comienzo_de_escalera
658,L06_41,meronyms - part,sword,,espada
659,,,,blade,hoja
660,,,,forte,fuerte
661,,,,hilt,empuñadura
662,,,,peak,pico
663,,,,foible,fábula
664,,,,point,punta
665,,,,pommel,pomo
666,,,,haft,empuñadura_de_la_espada
667,,,,tip,DUPLICATE_punta
668,,,,knob,agarre
669,,,,helve,infierno
670,,,,knife_edge,filo_de_cuchillo
671,,,,cutting_edge,filo_de_la_figura
672,,,,,espiga
673,L06_42,meronyms - part,table,,mesa
674,,,,tabletop,tablero
675,,,,tableware,servicio_de_mesa
676,,,,leg,pata
677,,,,legs,patas
679,L06_43,meronyms - part,teapot,,tetera
680,,,,spout,caño
681,,,,handle,manija
682,,,,knob,agarre
683,,,,lid,tapa
684,,,,body,cuerpo
685,,,,belly,vientre
686,,,,base,base
687,,,,filter,filtro
688,,,,tea_filter,filtro_de_té
690,L06_44,meronyms - part,telephone,,teléfono
691,,,,receiver,recibidor
692,,,,mouthpiece,micrófono
693,,,,dial,dial
694,,,,wire,cable
695,,,,screen,pantalla
696,,,,display,DUPLICATE_pantalla
697,,,,telephone_receiver,receptor_telefónico
698,,,,,botón
699,L06_45,meronyms - part,tonne,,tonelada
700,,,,kilogram,kilogramo
701,,,,mg,mg
702,,,,gm,g
703,,,,hg,hg
704,,,,grain,grano
705,,,,milligram,miligramo
706,,,,hundredweight,quintal
707,,,,kilo,kilo
708,,,,mcg,mcg
709,,,,dag,dag
710,,,,carat,quilate
711,,,,microgram,microgramo
712,,,,gramme,gramo
713,,,,quintal,DUPLICATE_quintal
714,,,,ng,ng
715,,,,gram,gr
716,,,,dg,dg
717,,,,g,DUPLICATE_g
718,,,,kg,kg
719,,,,decigram,decigramo
720,,,,nanogram,nanogramo
721,,,,myriagram,miriagramo
722,,,,centner,NO_TRANSLATION
723,,,,metric_grain,grano_métrico
724,,,,myg,DUPLICATE_NO_TRANSLATION
725,,,,dekagram,dekagramo
726,,,,decagram,decagramo
727,,,,metric_hundredweight,quintal_métrico
728,,,,obolus,óbolo
729,,,,doppelzentner,DUPLICATE_NO_TRANSLATION
730,,,,hectogram,hectogramo
731,,,,dkg,dkg
732,,,,,"cetígramo,cg,mag,tm"
733,L06_46,meronyms - part,torso,,torso
734,,,,chest,pecho
735,,,,arse,culo
736,,,,shoulder,hombro
737,,,,bum,trasero
738,,,,midriff,cintura
739,,,,groin,ingle
740,,,,deltoid,deltoides
741,,,,diaphragm,diafragma
742,,,,lat,dorsal
743,,,,pectoralis,pectoral
744,,,,behind,detrás
745,,,,gluteus,glúteo
746,,,,middle,medio
747,,,,stomach,estómago
748,,,,teres,redondo
749,,,,thorax,tórax
750,,,,tush,DUPLICATE_trasero
751,,,,ab,DUPLICATE_abdominal
752,,,,rump,grupa
753,,,,breastbone,esternón
754,,,,buns,DUPLICATE_glúteo
755,,,,gladiolus,gladiolo
756,,,,haunch,anca
757,,,,backside,parte_de_atrás
758,,,,buttocks,nalgas
759,,,,serratus,serrato
760,,,,pectoral,DUPLICATE_pectoral
761,,,,stern,popa
762,,,,navel,ombligo
763,,,,paunch,pancha
764,,,,seat,asiento
765,,,,mediastinum,mediastino
766,,,,ass,DUPLICATE_culo
767,,,,axilla,axila
768,,,,back,espalda
769,,,,belly,vientre
770,,,,bottom,parte_de_abajo
771,,,,omphalos,DUPLICATE_ombligo
772,,,,fundament,fundamento
773,,,,acromion,acromión
774,,,,derriere,tras
775,,,,hindgut,intestino_posterior
776,,,,gut,intestino
777,,,,gallbladder,DUPLICATE_vesícula_biliar
778,,,,saddle,articulación_de_silla_de_montar
779,,,,cheek,moflete
780,,,,waist,DUPLICATE_cintura
781,,,,butt,DUPLICATE_culo
782,,,,bowel,DUPLICATE_intestino
783,,,,keister,quilla
784,,,,bellybutton,DUPLICATE_ombligo
785,,,,pectus,pectus
786,,,,prat,posaderas
787,,,,loins,lomos
788,,,,abdominal,abdominal
789,,,,rear,cachas
790,,,,dorsum,dorso
791,,,,posterior,posterior
792,,,,venter,DUPLICATE_abdomen
793,,,,small,pequeño
794,,,,abdomen,abdomen
795,,,,umbilicus,umbilicus
796,,,,armpit,sobaco
797,,,,waistline,DUPLICATE_cintura
798,,,,sternum,DUPLICATE_esternón
799,,,,scapula,escápula
800,,,,glute,DUPLICATE_glúteo
801,,,,manubrium,manubrio
802,,,,fanny,DUPLICATE_cintura
803,,,,side,lado
804,,,,midsection,sección_media
805,,,,pecs,pectorales
806,,,,hip,cadera
807,,,,buttock,pompis
808,,,,intestine,DUPLICATE_intestino
809,,,,breast,DUPLICATE_pecho
810,,,,can,DUPLICATE_nalgas
811,,,,tail,cola
812,,,,hindquarters,cuartos_traseros
813,,,,xiphoid_process,proceso_xifoides
814,,,,thoracic_vertebra,vértebra_torácica
815,,,,abdominal_wall,pared_abdominal
816,,,,musculus_deltoideus,musculus_deltoideus
817,,,,abdominal_cavity,cavidad_abdominal
818,,,,arteria_circumflexa_scapulae,arteria_circunfleja_escapular
819,,,,arteria_glutes,arteria_glútea
820,,,,arteria_axillaris,arteria_axilar
821,,,,axillary_fossa,axilofacial
822,,,,arteria_colica,arteria_colica
823,,,,articulatio_humeri,articulatio_humeri
824,,,,shoulder_joint,articulación_del_hombro
825,,,,gall_bladder,vesícula_biliar
826,,,,spare_tire,neumático_de_recambio
827,,,,arteria_circumflexa_humeri,arteria_circumflexa_humeri
828,,,,serratus_muscles,músculos_serratos
829,,,,axillary_artery,DUPLICATE_arteria_axilar
830,,,,gluteus_muscle,músculo_glúteo
831,,,,love_handle,mango_del_amor
832,,,,latissimus_dorsi,músculo_látissimus_dorsi
833,,,,pectoral_muscle,músculo_pectoral
834,,,,tooshie,NO_TRANSLATION
835,,,,abdominal_muscle,músculo_abdominal
836,,,,circumflex_humeral_artery,arteria_humeral_circunfleja
837,,,,abdominal_aorta,aorta_abdominal
838,,,,vena_thoracica,vena_torácica
839,,,,musculus_pectoralis,musculus_pectoralis
840,,,,hypochondrium,hipocondrio
841,,,,area_of_cardiac_dullness,zona_de_mordida_cardíaca
842,,,,glenoid_cavity,cavidad_glenoidea
843,,,,rib_cage,caja_torácica
844,,,,thoracic_aorta,aorta_torácica
845,,,,omphalus,omphalus
846,,,,circumflex_scapular_artery,arteria_escapular_circunfleja
847,,,,acromial_process,proceso_acromial
848,,,,shoulder_bone,hueso_del_hombro
849,,,,tail_end,extremo_de_la_cola
850,,,,rear_end,extremo_posterior
851,,,,gluteal_muscle,DUPLICATE_músculo_glúteo
852,,,,inguen,inguen
853,,,,shoulder_blade,hoja_del_hombro
854,,,,rotator_cuff,manguito_rotador
855,,,,corpus_sternum,corpus_sternum
856,,,,dorsal_vertebra,vértebra_dorsal
857,,,,teres_muscle,músculo_teres
858,,,,thoracic_cavity,cavidad_torácica
