,ID,Relation,Source,Target,ES
107,L08_20,synonyms - exact,intelligent,,inteligente
108,,,,clever,astuto
109,,,,smart,listo
111,L08_21,synonyms - exact,jewel,,joya
112,,,,gem,gema
113,,,,stone,piedra
115,L08_22,synonyms - exact,lad,,colega
116,,,,chap,compañero
117,,,,fellow,tronco
118,,,,feller,compa
119,,,,fella,compi
120,,,,gent,bro
121,,,,blighter,tío
122,,,,cuss,macho
123,,,,bloke,guacho
125,L08_23,synonyms - exact,lady,,señora
126,,,,madam,madam
127,,,,dame,dama
128,,,,ma'am,doña
129,,,,gentlewoman,señorita
130,,,,madame,DUPLICATE_madam
131,,,,woman,mujer
132,,,,,damisela
133,L08_24,synonyms - exact,lazy,,vago
134,,,,indolent,indolente
135,,,,faineant,gandul
136,,,,otiose,ocioso
137,,,,slothful,perezoso
138,,,,work-shy,poco_trabajador
140,L08_25,synonyms - exact,list,,lista
141,,,,listing,listado
142,,,,enumeration,enumeración
144,L08_26,synonyms - exact,loyal,,leal
145,,,,faithful,fiable
146,,,,True,verdadero
147,,,,dependable,de_confianza
148,,,,devoted,devoto
149,,,,reliable,confiable
151,L08_27,synonyms - exact,market,,mercado
152,,,,marketplace,supermercado
153,,,,mart,mercadillo
154,,,,bazaar,bazar
156,L08_28,synonyms - exact,mend,,remendar
157,,,,repair,remarar
158,,,,fix,arreglar
159,,,,fixing,arreglando
160,,,,fixture,arreglo
161,,,,mending,remiendo
162,,,,reparation,reparación
163,,,,patch,parche
164,,,,darn,zurcir
165,,,,darning,zurcido
167,L08_29,synonyms - exact,mesh,,malla
168,,,,gauze,gasa
169,,,,netting,urdimbre
170,,,,veiling,velo
171,,,,hairnet,redecilla_de_pelo
172,,,,reseau,redecilla
173,,,,net,red
174,,,,save-all,red_de_seguridad
175,,,,snood,DUPLICATE_redecilla
176,,,,sparker,NO_TRANSLATION
177,,,,tulle,tul
178,,,,wirework,alambrada
179,,,,grillwork,entramado
181,L08_30,synonyms - exact,monument,,monumento
182,,,,memorial,memorial
184,L08_31,synonyms - exact,mother,,madre
185,,,,mom,mamá
186,,,,mommy,mami
187,,,,mum,ma
189,L08_32,synonyms - exact,murder,,asesinato
190,,,,slaying,mantanza
191,,,,slay,muerte
192,,,,execution,ejecución
194,L08_33,synonyms - exact,new,,nuevo
195,,,,modern,moderno
196,,,,recent,reciente
198,L08_34,synonyms - exact,obsolete,,obsoleto
199,,,,outdated,anticuado
200,,,,out-of-date,viejo
201,,,,superannuated,desfasado
203,L08_35,synonyms - exact,organized,,organizado
204,,,,arranged,arreglado
205,,,,configured,configurado
206,,,,corporate,corporativo
207,,,,incorporated,incorporado
208,,,,re-formed,reformado
209,,,,reorganized,reorganizado
210,,,,reorganised,DUPLICATE_reorganizado
212,L08_36,synonyms - exact,package,,paquete
213,,,,parcel,parcela
214,,,,pack,fardo
215,,,,packet,bulto
216,,,,bundle,paca
218,L08_37,synonyms - exact,phone,,teléfono
219,,,,telephone,DUPLICATE_teléfono
220,,,,cell,móvil
221,,,,cellphone,teléfono_móvil
222,,,,smartphone,smartphone
224,L08_38,synonyms - exact,portion,,porción
225,,,,part,parte
226,,,,component_part,parte_componente
227,,,,component,componente
228,,,,constituent,constituyente
230,L08_39,synonyms - exact,railway,,vía_férrea
231,,,,railroad,ferrocarril
232,,,,,"vía,vía_de_ferrocarril"
233,L08_40,synonyms - exact,rational,,racional
234,,,,logical,lógico
235,,,,coherent,coherente
236,,,,reasonable,razonable
237,,,,sane,cuerdo
239,L08_41,synonyms - exact,reasonable,,razonable
240,,,,sensible,sensible
242,L08_42,synonyms - exact,rock,,roca
243,,,,stone,piedra
245,L08_43,synonyms - exact,shore,,litoral
246,,,,coast,costa
247,,,,strand,ribera
248,,,,bank,orilla
249,,,,beach,playa
251,L08_44,synonyms - exact,snake,,serpiente
252,,,,serpent,víbora
253,,,,ophidian,ofidio
255,L08_45,synonyms - exact,sofa,,sofá
256,,,,couch,canapé
257,,,,lounge,diván
259,L08_46,synonyms - exact,spouse,,esposa
260,,,,partner,pareja
261,,,,mate,colega
262,,,,better_half,media_naranja
264,L08_47,synonyms - exact,style,,estilo
265,,,,manner,forma
266,,,,mode,modo
267,,,,fashion,moda
268,,,,way,trayectoría
270,L08_48,synonyms - exact,sweets,,dulce
271,,,,confectionery,confitería
272,,,,dessert,postre
273,,,,confection,confite
275,L08_49,synonyms - exact,villain,,villano
276,,,,scoundrel,sinvergüenza
277,,,,rascal,granuja
279,L08_50,synonyms - exact,vocabulary,,vocabulario
280,,,,lexicon,lexicón
281,,,,wordbook,libro_de_texto
282,,,,dictionary,diccionario
283,,,,glossary,glosario
